,LSM14A (26065)
ACH-000253,-0.34173297969300004
ACH-000255,-0.37229856328100003
ACH-000256,-0.536832702139
ACH-000257,0.133636837219
ACH-000258,-0.13145725227900001
ACH-000259,-0.256742271837
ACH-000260,-0.436854362966
ACH-000261,-0.43862644318099997
ACH-000262,-0.43575287075
ACH-000263,-0.24602656367400003
ACH-000264,-0.167998868031
ACH-000265,-0.337668846985
ACH-000266,-0.31136819079
ACH-000272,-0.251625622148
ACH-000273,-0.303113407873
ACH-000274,-0.540619831419
ACH-000277,-0.463440861109
ACH-000278,-0.37951988306199996
ACH-000279,-0.234992332232
ACH-000280,-0.40541068245300005
ACH-000281,-0.497323035964
ACH-000288,-0.13806925147500002
ACH-000291,-0.46715145052699997
ACH-000293,-0.769471807659
ACH-000294,-0.180345201354
ACH-000295,-0.256859689434
ACH-000296,-0.190140155363
ACH-000302,-0.549506706048
ACH-000304,-0.260309972564
ACH-000307,-0.37354522844099997
ACH-000308,-0.422317554085
ACH-000310,-0.37890428404700005
ACH-000311,-0.474756184872
ACH-000312,-0.185849828897
ACH-000315,-0.284192204058
ACH-000316,-0.0884912420083
ACH-000317,-0.268186186492
ACH-000318,-0.553130138616
ACH-000319,-0.34055461266099996
ACH-000320,-0.135870382763
ACH-000322,-0.163276920796
ACH-000323,-0.23458402427900002
ACH-000324,-0.383641743967
ACH-000329,-0.247356563095
ACH-000330,-0.32558194681200003
ACH-000331,-0.30801898678899997
ACH-000332,-0.385127735542
ACH-000334,-0.20071272772799997
ACH-000335,-0.24260261765000002
ACH-000336,-0.241534356064
ACH-000337,-0.124684326702
ACH-000339,-0.32853378647
ACH-000341,-0.43705967534900003
ACH-000348,-0.273362270962
ACH-000350,-0.330856175249
ACH-000352,-0.223170110824
ACH-000356,-0.387588751566
ACH-000361,-0.32939833411200004
ACH-000362,-0.314532199797
ACH-000363,-0.059366278716799996
ACH-000364,-0.31625981061999997
ACH-000365,0.00864361047812
ACH-000366,-0.512459883075
ACH-000368,-0.297183730449
ACH-000374,0.0929752566185
ACH-000375,-0.295249721295
ACH-000376,-0.12164484331700001
ACH-000381,-0.155809763182
ACH-000383,-0.403995169265
ACH-000387,-0.213713278378
ACH-000389,-0.257087643555
ACH-000390,-0.16918868644699997
ACH-000393,-0.24916563274999998
ACH-000395,-0.466150838929
ACH-000397,-0.419547707245
ACH-000401,-0.45544594016900003
ACH-000402,-0.21708023216800001
ACH-000403,-0.595736210101
ACH-000404,-0.24220327587499998
ACH-000406,-0.267103321807
ACH-000407,-0.10383732696100001
ACH-000408,-0.22524600525199998
ACH-000410,-0.18263072961899998
ACH-000411,-0.44455062156099995
ACH-000414,-0.419142051417
ACH-000415,-0.07627973861269999
ACH-000416,-0.319254155191
ACH-000420,-0.208919545208
ACH-000421,-0.402928498573
ACH-000424,-0.324561127331
ACH-000425,-0.0934523930705
ACH-000426,-0.18973818566
ACH-000427,-0.577310611267
ACH-000433,-0.49193945839500003
ACH-000436,-0.26046487611200003
ACH-000444,-0.356263311114
ACH-000445,-0.240271105097
ACH-000448,-0.473028839177
ACH-000450,-0.148828445177
ACH-000452,-0.321247611509
ACH-000454,-0.413949566714
ACH-000458,-0.24226379445000001
ACH-000459,-0.385760173789
ACH-000460,-0.24998981269499998
ACH-000461,-0.17347820564199998
ACH-000463,-0.40459687871
ACH-000464,-0.44414988544100004
ACH-000466,-0.5322570258070001
ACH-000467,-0.27468294332
ACH-000468,-0.435371301586
ACH-000469,-0.09287260816289998
ACH-000470,-0.293294847395
ACH-000471,-0.23715275276
ACH-000472,-0.557382075825
ACH-000473,-0.422605470898
ACH-000475,-0.30165999194299997
ACH-000476,-0.0639964044265
ACH-000477,-0.414360391632
ACH-000480,-0.26585848486499997
ACH-000481,-0.114222703251
ACH-000483,-0.0554125430062
ACH-000484,-0.327376679118
ACH-000485,-0.624192699969
ACH-000486,-0.6171500956570001
ACH-000487,-0.42302226904
ACH-000488,-0.377621464046
ACH-000490,-0.538111555331
ACH-000491,-0.306644568417
ACH-000495,-0.21317457497900003
ACH-000496,-0.35260044928400003
ACH-000499,-0.274214843441
ACH-000500,-0.527827966856
ACH-000502,-0.341528028628
ACH-000503,-0.466482451153
ACH-000505,-0.46783411417
ACH-000507,-0.128313183726
ACH-000510,-0.706129996613
ACH-000511,-0.337127518744
ACH-000512,-0.442614610817
ACH-000516,-0.0339091448778
ACH-000517,-0.2917399613
ACH-000518,-0.192490276824
ACH-000520,-0.190305557051
ACH-000521,-0.343851789717
ACH-000522,-0.365768593498
ACH-000524,-0.334426994648
ACH-000527,-0.298283680176
ACH-000528,-0.245337752062
ACH-000537,-0.126006624624
ACH-000541,-0.550327866339
ACH-000542,-0.466036191851
ACH-000544,-0.334855333992
ACH-000545,-0.24793698461999997
ACH-000547,-0.332066991797
ACH-000548,-0.43746140795
ACH-000549,-0.345045308218
ACH-000550,-0.350863453178
ACH-000552,-0.41734078825800003
ACH-000556,-0.334410243719
ACH-000557,0.0858976985136
ACH-000570,-0.237718610588
ACH-000571,-0.46128423268999996
ACH-000573,-0.0813997169652
ACH-000576,0.0266066456519
ACH-000580,-0.18185553559700002
ACH-000584,-0.333032719765
ACH-000585,-0.415267655665
ACH-000588,-0.07095618268389998
ACH-000589,-0.331177463117
ACH-000591,-0.43191286630099995
ACH-000593,-0.165053855219
ACH-000600,-0.42294353478600005
ACH-000601,-0.366068910753
ACH-000604,-0.0700674471777
ACH-000605,-0.164516927737
ACH-000606,-0.123225048167
ACH-000608,-0.460147015432
ACH-000614,-0.599899268338
ACH-000616,-0.275396097303
ACH-000618,-0.261687597371
ACH-000619,-0.211802965419
ACH-000620,-0.411711407779
ACH-000621,-0.170969535694
ACH-000622,-0.134690556764
ACH-000623,-0.108167518192
ACH-000624,-0.26255692469700004
ACH-000627,-0.348293942468
ACH-000630,-0.264011951301
ACH-000632,-0.239154208049
ACH-000633,-0.261199383018
ACH-000637,-0.21782472489500002
ACH-000638,-0.345281013532
ACH-000646,-0.332453352546
ACH-000647,-0.288244406146
ACH-000648,-0.243662886315
ACH-000649,-0.316610712533
ACH-000651,-0.251125842358
ACH-000652,-0.338330465407
ACH-000653,-0.229418769252
ACH-000657,-0.522419192942
ACH-000658,-0.31397532556200003
ACH-000661,-0.27615870537799997
ACH-000662,0.037096676732600004
ACH-000663,-0.325392480127
ACH-000665,-0.309853193704
ACH-000671,-0.0775198582218
ACH-000673,-0.230755833961
ACH-000676,-0.34447377950499997
ACH-000677,-0.467539602963
ACH-000681,-0.49561431267300005
ACH-000682,-0.39137941189000003
ACH-000683,-0.124549262217
ACH-000684,-0.303395775895
ACH-000688,-0.22501493345100002
ACH-000693,-0.325600952332
ACH-000694,-0.396321366025
ACH-000695,-0.536056796285
ACH-000696,-0.390420285696
ACH-000697,-0.47401764657300005
ACH-000699,-0.307055204721
ACH-000701,-0.478544917783
ACH-000706,-0.199941297692
ACH-000711,-0.266873119021
ACH-000713,-0.548421872203
ACH-000714,-0.34796959337
ACH-000718,-0.33596811633199997
ACH-000720,-0.231983803348
ACH-000721,-0.292214700356
ACH-000724,-0.548258833293
ACH-000725,-0.455315549391
ACH-000732,-0.17807213644
ACH-000734,-0.459065801179
ACH-000735,-0.579605167311
ACH-000736,-0.260727269689
ACH-000738,-0.393874332404
ACH-000746,-0.32920177517099997
ACH-000747,-0.135536019822
ACH-000748,-0.243255365069
ACH-000753,-0.35044389034900003
ACH-000756,-0.641607487328
ACH-000757,-0.243008795202
ACH-000758,-0.29731201570300003
ACH-000760,-0.288640195526
ACH-000763,-0.153679000329
ACH-000764,-0.109204616351
ACH-000765,-0.177670255819
ACH-000766,-0.38467728475
ACH-000767,-0.12514285903300001
ACH-000768,-0.531154552841
ACH-000769,-0.35359441015299997
ACH-000770,-0.180673621397
ACH-000771,-0.450562062507
ACH-000773,-0.5428302167979999
ACH-000776,-0.451604302837
ACH-000777,-0.406802458415
ACH-000778,-0.151310407489
ACH-000781,-0.329282665074
ACH-000782,-0.0649459460502
ACH-000783,-0.37973847638
ACH-000784,-0.315341330611
ACH-000785,-0.357057146075
ACH-000787,-0.413192699661
ACH-000788,-0.362958985832
ACH-000791,-0.417683965061
ACH-000792,-0.41602982729599997
ACH-000794,-0.47515543181000003
ACH-000796,-0.480613798604
ACH-000799,-0.16195181196900002
ACH-000800,-0.500872997565
ACH-000802,-0.316278302485
ACH-000804,-0.42038095636999995
ACH-000805,-0.307583803552
ACH-000809,-0.49938862720700006
ACH-000810,-0.32420424360399996
ACH-000811,-0.21841556758000003
ACH-000817,-0.468211823336
ACH-000819,-0.459455437676
ACH-000820,-0.064977587642
ACH-000821,-0.368500069104
ACH-000822,-0.667987299818
ACH-000823,-0.459146063351
ACH-000824,-0.393904686738
ACH-000827,-0.416206707099
ACH-000829,-0.459739398564
ACH-000831,-0.42765180149800003
ACH-000832,-0.145337623571
ACH-000833,-0.15311552437
ACH-000834,-0.245509986585
ACH-000835,-0.264995030376
ACH-000836,-0.319824861256
ACH-000837,-0.296659207637
ACH-000838,0.312482392552
ACH-000839,-0.265200672413
ACH-000840,-0.0991971782672
ACH-000841,-0.17569915228900002
ACH-000843,-0.209431326364
ACH-000846,0.035062503782
ACH-000847,-0.47621229225699996
ACH-000848,-0.185371714768
ACH-000849,-0.15866525156300001
ACH-000851,-0.278556684155
ACH-000855,-0.30029580481699997
ACH-000856,-0.37593418333899997
ACH-000858,-0.20987389879299997
ACH-000859,-0.282111320116
ACH-000861,-0.5775567522689999
ACH-000862,-0.373361175964
ACH-000865,-0.166813579454
ACH-000866,-0.38882756395499996
ACH-000867,-0.169211154078
ACH-000869,-0.504782961651
ACH-000872,-0.022799639546599998
ACH-000873,-0.42272460548199997
ACH-000876,-0.448984253776
ACH-000878,-0.282876232641
ACH-000880,-0.615661181834
ACH-000881,-0.416139713947
ACH-000882,-0.17113880370499998
ACH-000884,-0.108742208144
ACH-000885,-0.263729634757
ACH-000887,-0.17002650778900003
ACH-000888,-0.262172002431
ACH-000889,-0.28636834377799997
ACH-000890,-0.380744362166
ACH-000896,-0.363235618363
ACH-000898,-0.438001648839
ACH-000900,-0.32949106665800004
ACH-000901,-0.319168837011
ACH-000905,-0.41683913110799997
ACH-000906,-0.447540495995
ACH-000907,-0.102958611481
ACH-000910,-0.20050488953099999
ACH-000911,-0.33797356937600004
ACH-000912,-0.427763820672
ACH-000913,-0.626635747916
ACH-000915,-0.418384528498
ACH-000916,-0.319588185262
ACH-000917,-0.128397342341
ACH-000921,-0.540134992231
ACH-000924,-0.167142305276
ACH-000926,-0.401798527823
ACH-000928,-0.232652515702
ACH-000929,-0.524354566554
ACH-000932,-0.45665528689900003
ACH-000935,-0.649921292464
ACH-000936,-0.478128139211
ACH-000937,-0.33541469579300004
ACH-000938,-0.212023265387
ACH-000939,-0.252798102611
ACH-000941,-0.435118773696
ACH-000943,-0.23476732340599998
ACH-000946,-0.379475443383
ACH-000947,-0.39786005185900003
ACH-000948,-0.32038042758
ACH-000950,-0.334496516509
ACH-000953,-0.177236178933
ACH-000957,-0.26181623057
ACH-000958,-0.30794539556999995
ACH-000960,-0.223202083972
ACH-000963,-0.714755492096
ACH-000968,-0.407085997433
ACH-000969,-0.368405933645
ACH-000973,-0.101161807433
ACH-000974,-0.41028986389
ACH-000975,-0.050154403157900006
ACH-000976,-0.27490039420400003
ACH-000978,-0.0419723829395
ACH-000980,-0.191291312774
ACH-000984,-0.38302210056900005
ACH-000986,-0.287601999865
ACH-000988,-0.320447498888
ACH-000993,-0.340456441928
ACH-000994,-0.5045581445239999
ACH-000996,-0.527647291728
ACH-001001,-0.373075927055
ACH-001020,-0.23738784998000004
ACH-001028,-0.371491777883
ACH-001031,-0.6963351466359999
ACH-001038,-0.33851813585600005
ACH-001048,-0.330963326716
ACH-001050,-0.37700740500299995
ACH-001053,0.00157587940477
ACH-001054,-0.32441553529399997
ACH-001061,-0.253055917987
ACH-001067,-0.405226863197
ACH-001075,-0.462300242225
ACH-001096,-0.18530790661
ACH-001128,-0.377125269008
ACH-001134,-0.180665604071
ACH-001151,-0.013818782763
ACH-001163,-0.343562223554
ACH-001164,-0.39441939236
ACH-001173,-0.511795400558
ACH-001183,-0.332938659337
ACH-001184,-0.423161799617
ACH-001190,-0.42574341659299997
ACH-001192,-0.368415035562
ACH-001193,-0.548458133063
ACH-001196,-0.11526651658199999
ACH-001197,-0.09533276753389999
ACH-001205,-0.633134943667
ACH-001211,-0.161266850829
ACH-001212,-0.264027223961
ACH-001228,-0.283758161386
ACH-001232,-0.261427889934
ACH-001239,-0.11091631212000001
ACH-001274,-0.358358776739
ACH-001275,-0.386032405566
ACH-001277,0.11321741650900001
ACH-001278,-0.231113929408
ACH-001280,-0.319125693692
ACH-001283,-0.451557031658
ACH-001289,-0.592057103363
ACH-001295,-0.448941928139
ACH-001300,-0.340293346095
ACH-001301,-0.18033183416700002
ACH-001302,-0.321228492399
ACH-001303,-0.536381721722
ACH-001306,-0.181140595405
ACH-001318,0.00126204506949
ACH-001322,-0.376757308688
ACH-001328,-0.19374127359
ACH-001332,-0.193651746509
ACH-001333,-0.5205519929429999
ACH-001336,-0.15341364808
ACH-001340,-0.228016840311
ACH-001346,-0.255378358391
ACH-001353,-0.564254126954
ACH-001354,-0.07437299280450001
ACH-001367,-0.373731124147
ACH-001368,-0.245034517958
ACH-001374,0.362711068763
ACH-001375,-0.631899309201
ACH-001377,-0.47026392071900003
ACH-001380,-0.41569814486100004
ACH-001391,-0.607722532689
ACH-001407,-0.47179940984700003
ACH-001408,-0.24017412913800001
ACH-001413,-0.639774320867
ACH-001430,-0.481575856739
ACH-001431,-0.268329367144
ACH-001450,0.253471986087
ACH-001496,-0.212584604322
ACH-001500,-0.22450415326099998
ACH-001521,-0.40336527518200005
ACH-001523,-0.309826297286
ACH-001532,-0.549506228318
ACH-001536,-0.353831427926
ACH-001550,-0.324771802982
ACH-001552,-0.233222621888
ACH-001554,-0.398331020936
ACH-001645,-0.187793574061
ACH-001654,-0.532003302381
ACH-001715,-0.507215989045
ACH-001735,-0.222946796007
ACH-001736,-0.179073473155
ACH-001737,-0.36604705391900005
ACH-001740,-0.17584709973
ACH-001745,-0.314630792861
ACH-001750,-0.378836910477
ACH-001765,-0.358663106735
ACH-001956,-0.311055100073
ACH-001957,-0.644315105447
