,SUPT4H1 (6827)
ACH-000757,-0.5153065294560001
ACH-000758,-0.702475733077
ACH-000760,-0.507059924907
ACH-000763,-0.811989196886
ACH-000764,-0.508448883914
ACH-000765,-0.695019375273
ACH-000766,-0.518402427124
ACH-000767,-0.625013093584
ACH-000768,-0.805296561552
ACH-000769,-0.92210477264
ACH-000770,-0.706386236473
ACH-000771,-0.6208554142399999
ACH-000773,-0.581568034723
ACH-000776,-0.61892879271
ACH-000777,-0.636379633642
ACH-000778,-0.7721160991150001
ACH-000781,-0.170987230944
ACH-000782,-0.549415829545
ACH-000783,-0.596209733827
ACH-000784,-0.651602420909
ACH-000785,-0.228576774501
ACH-000787,-0.41275973395900006
ACH-000788,-0.7755833567460001
ACH-000791,-0.724313140886
ACH-000792,-0.424149579409
ACH-000794,-0.729322566981
ACH-000796,-0.253327200449
ACH-000799,-0.739224124144
ACH-000800,-0.0339128717977
ACH-000802,-0.38344458119900005
ACH-000804,-0.75571322714
ACH-000805,-0.40869749544699996
ACH-000809,-0.499611173065
ACH-000810,-0.578526422318
ACH-000811,-0.643557349762
ACH-000817,-0.8588998734409999
ACH-000819,-0.639324723204
ACH-000820,-0.5022974204899999
ACH-000821,-0.5268100621
ACH-000822,-0.641030386435
ACH-000823,-0.660497840948
ACH-000824,-0.54813466037
ACH-000827,-0.662459374162
ACH-000829,-0.386430440644
ACH-000831,-0.633772314444
ACH-000832,-0.892640303706
ACH-000833,-0.389258319297
ACH-000834,-0.787126608368
ACH-000835,-0.267138965231
ACH-000836,-0.21932464305500002
ACH-000837,-0.473754863295
ACH-000838,-1.1113929639
ACH-000839,-0.7498084231219999
ACH-000840,-0.811774172113
ACH-000841,-0.216574263313
ACH-000843,-0.645321620184
ACH-000846,-0.824533457137
ACH-000847,-0.473457585361
ACH-000848,-0.550785000353
ACH-000849,-0.650056875361
ACH-000851,-0.7106042637279999
ACH-000855,-0.7923632005519999
ACH-000856,-0.34707621298299995
ACH-000858,-0.8933993449269999
ACH-000859,-0.435102936161
ACH-000861,-0.322640893848
ACH-000862,-0.60665393085
ACH-000865,-0.721734446032
ACH-000866,-0.719105798944
ACH-000867,-0.34126272119900003
ACH-000869,-0.40744068185599996
ACH-000872,-0.457454069727
ACH-000873,-0.474273446036
ACH-000876,0.270842512742
ACH-000878,-0.6505146792700001
ACH-000880,-0.656122356325
ACH-000881,-0.472297481671
ACH-000882,-0.605417408065
ACH-000884,-0.772080501276
ACH-000885,-0.44392991483499994
ACH-000887,-0.47223001804399994
ACH-000888,-0.614093709615
ACH-000889,-0.655060380045
ACH-000890,-0.343322511898
ACH-000896,-0.5033401438589999
ACH-000898,-0.473112683086
ACH-000900,-0.568178876932
ACH-000901,-0.66242951711
ACH-000905,-0.571603946214
ACH-000906,-0.280280595014
ACH-000907,-0.601714077699
ACH-000910,-0.777258665502
ACH-000911,-0.765484236603
ACH-000912,-0.678967124741
ACH-000913,-0.5050888011519999
ACH-000915,-0.703622881822
ACH-000916,-0.772739546818
ACH-000917,-0.309216403032
ACH-000921,-0.86270268563
ACH-000924,-0.785626728636
ACH-000926,-0.40146500468199997
ACH-000928,-0.489593369828
ACH-000929,-0.34770619234899997
ACH-000932,-0.604536939183
ACH-000935,-0.519713163417
ACH-000936,-0.556932699722
ACH-000937,-0.579256940921
ACH-000938,-0.5843323365959999
ACH-000939,-0.272458132357
ACH-000941,-0.0451121333761
ACH-000943,-0.574706078385
ACH-000946,-0.641133883107
ACH-000947,-0.490937931506
ACH-000948,-0.744109348885
ACH-000950,-0.732505264515
ACH-000953,-0.784054627359
ACH-000957,-0.951027060168
ACH-000958,-0.952824108574
ACH-000960,-0.687364335343
ACH-000963,-0.822435370016
ACH-000968,-0.44662856929899997
ACH-000969,-0.83357641881
ACH-000973,-0.822236151775
ACH-000974,-0.492052305511
ACH-000975,-0.39662625322899997
ACH-000976,-0.6884440937880001
ACH-000978,-0.47208273336499995
ACH-000980,-0.160958177864
ACH-000984,-0.54660420647
ACH-000986,-0.723581004213
ACH-000988,-0.671053269872
ACH-000993,-0.6259387419169999
ACH-000994,-0.248664601686
ACH-000996,-0.295788288201
ACH-001001,-0.647485839949
ACH-001020,-0.38634405259599996
ACH-001028,-0.558160166615
ACH-001031,-0.40321339454599997
ACH-001038,-0.5173728372240001
ACH-001048,-0.399334734957
ACH-001050,-0.385522202936
ACH-001053,-0.6277174702030001
ACH-001054,-0.309876829938
ACH-001061,-0.598455505141
ACH-001067,-0.604342819115
ACH-001075,-0.647490639004
ACH-001096,-0.586263138647
ACH-001128,0.450616097372
ACH-001134,-1.08398202482
ACH-001151,-0.334320737887
ACH-001163,-0.9694575107269999
ACH-001164,-0.158320338507
ACH-001173,-0.57445094134
ACH-001183,-0.21408354899300003
ACH-001184,-0.48048880300700003
ACH-001190,-0.787719727732
ACH-001192,-0.68616692385
ACH-001193,-1.19442859014
ACH-001196,-0.713932371806
ACH-001197,-0.981104553643
ACH-001205,-0.5366848523910001
ACH-001211,-0.41049747622199995
ACH-001212,-0.5050741005030001
ACH-001228,-0.5968745282600001
ACH-001232,-0.419837061157
ACH-001239,-0.585546711218
ACH-001274,-0.507762585423
ACH-001275,-0.761221367034
ACH-001277,-0.295522398001
ACH-001278,-0.504579533135
ACH-001280,-0.548636450876
ACH-001283,-0.322968149567
ACH-001289,-0.5788007521899999
ACH-001295,-0.372066028344
ACH-001300,-0.502782887908
ACH-001301,-0.46787150578500003
ACH-001302,-0.46516195960199996
ACH-001303,-0.630154032431
ACH-001306,-0.525307501423
ACH-001318,-0.10150802280200001
ACH-001322,-0.61026483014
ACH-001328,-0.740779290316
ACH-001332,-0.486976386043
ACH-001333,-0.458038713117
ACH-001336,-0.620960493096
ACH-001340,-0.535063658157
ACH-001346,-0.5048028708569999
ACH-001353,-0.486489232209
ACH-001354,-0.7212215563400001
ACH-001367,-0.0843873414044
ACH-001368,-0.5122027129600001
ACH-001374,-1.04695390422
ACH-001375,-0.08976142114739999
ACH-001377,-0.592214739416
ACH-001380,-0.510070713577
ACH-001391,-0.7048247512720001
ACH-001407,-0.47739663960199996
ACH-001408,-0.410574877608
ACH-001413,-0.546762185248
ACH-001430,-0.388297879825
ACH-001431,-0.642441581287
ACH-001450,-0.631538178045
ACH-001496,-0.309977226048
ACH-001500,-0.37048150357
ACH-001521,-0.604445005061
ACH-001523,-0.6255902273830001
ACH-001532,-0.679701534885
ACH-001536,-0.5764961006189999
ACH-001550,-0.18164857119800001
ACH-001552,-0.39097429789300003
ACH-001554,-0.39107527543000004
ACH-001645,-0.43157136093000004
ACH-001654,-0.25592651042500003
ACH-001715,-0.415056125561
ACH-001735,-0.825422925309
ACH-001736,-0.764229827916
ACH-001737,-1.4824885576499998
ACH-001740,-0.468480160189
ACH-001745,-0.775932786857
ACH-001750,-0.5806867171769999
ACH-001765,-0.5805570787200001
ACH-001956,-0.6528777367949999
ACH-001957,-0.6054579186069999
