,COPG1 (22820)
ACH-000472,-1.64107741803
ACH-000473,-1.44125752021
ACH-000475,-1.8099466628
ACH-000476,-1.1421745258700002
ACH-000477,-0.149765566439
ACH-000480,-1.58443886229
ACH-000481,-0.70795398738
ACH-000483,-1.71039625979
ACH-000484,-1.49992283493
ACH-000485,-1.4791697397
ACH-000486,-1.3048769223799999
ACH-000487,-1.5840055875799999
ACH-000488,-1.5016655977200002
ACH-000490,-1.48940262204
ACH-000491,-2.07494186085
ACH-000495,-1.5265152727899998
ACH-000496,-1.62699758206
ACH-000499,-1.17767188412
ACH-000500,-1.34205823109
ACH-000502,-1.47333300711
ACH-000503,-1.91276653499
ACH-000505,-1.52628833761
ACH-000507,-1.6749975612299999
ACH-000510,-0.9867573931970001
ACH-000511,-1.14437731802
ACH-000512,-1.72821772521
ACH-000516,-1.3545219425900001
ACH-000517,-1.43587834604
ACH-000518,-1.45690990757
ACH-000520,-1.63276453287
ACH-000521,-1.52003941803
ACH-000522,-1.5205430025100002
ACH-000524,-1.60428496003
ACH-000527,-1.5967025718399999
ACH-000528,-1.57964510217
ACH-000537,-1.69786504313
ACH-000541,-1.27194604448
ACH-000542,-1.6099864360499998
ACH-000544,-1.51662522887
ACH-000545,-1.63623880355
ACH-000547,-1.20412510911
ACH-000548,-1.7232825845099997
ACH-000549,-1.67776667124
ACH-000550,-1.12579973071
ACH-000552,-1.54202597607
ACH-000556,-1.05357974549
ACH-000557,-0.293602654925
ACH-000570,-1.4399588487200001
ACH-000571,-2.05462788354
ACH-000573,-1.67756287856
ACH-000576,-1.65566735143
ACH-000580,-0.501999005798
ACH-000584,-1.75442178836
ACH-000585,-1.28814169025
ACH-000588,-1.63187744534
ACH-000589,-1.46186655391
ACH-000591,-1.6516802033899998
ACH-000593,-1.6266389091999998
ACH-000600,-1.33969216761
ACH-000601,-1.5876718355700001
ACH-000604,-1.5619861990200001
ACH-000605,-1.13783002411
ACH-000606,-1.45414187762
ACH-000608,-2.2481541123
ACH-000614,-0.9624040696520001
ACH-000616,-1.3844548055
ACH-000618,-1.79977737873
ACH-000619,-1.40870990031
ACH-000620,-1.26987625623
ACH-000621,-1.7845758810099999
ACH-000622,-1.7740137229799997
ACH-000623,-1.4316048953
ACH-000624,-1.57367832129
ACH-000627,-1.2932455086799999
ACH-000630,-1.27522983694
ACH-000632,-1.44874438435
ACH-000633,-2.00949977095
ACH-000637,-1.53163668123
ACH-000638,-1.41797269473
ACH-000646,-2.11998464802
ACH-000647,-1.26164899436
ACH-000648,-2.07839373574
ACH-000649,-1.88997722753
ACH-000651,-1.4216718578799998
ACH-000652,-1.65182743102
ACH-000653,-1.8458564466499998
ACH-000657,-1.8337903073700001
ACH-000658,-1.79483802146
ACH-000661,-1.63710024442
ACH-000662,-1.20427412601
ACH-000663,-1.6984103154899999
ACH-000665,-1.4028126538999999
ACH-000671,-1.8561566414099997
ACH-000673,-1.460971176
ACH-000676,-1.0949680455500002
ACH-000677,-1.21185631896
ACH-000681,-1.93621935094
ACH-000682,-1.44950406324
ACH-000683,-0.7355973143760001
ACH-000684,-1.54371684959
ACH-000688,-2.03062365062
ACH-000693,-1.37069722706
ACH-000694,-1.5396358897799998
ACH-000695,-0.8970723364200001
ACH-000696,-1.4856709360100002
ACH-000697,-1.5869542086200001
ACH-000699,-1.56537563727
ACH-000701,-1.95091953634
ACH-000706,-1.70200956775
ACH-000711,-1.18246194436
ACH-000713,-1.4043891313999999
ACH-000714,-1.65959576581
ACH-000718,-1.64201699722
ACH-000720,-1.1940911742
ACH-000721,-1.3614492593399998
ACH-000724,-1.66779653558
ACH-000725,-1.05136438924
ACH-000732,-1.6171966015600001
ACH-000734,-1.8611536477200001
ACH-000735,-1.4519127484999999
ACH-000736,-1.5494054417299998
ACH-000738,-1.56432348045
ACH-000746,-1.65866363335
ACH-000747,-1.44242068567
ACH-000748,-1.57191943243
ACH-000753,-1.42993256352
ACH-000756,-1.40926701968
ACH-000757,-1.03219218207
ACH-000758,-1.5941246069
ACH-000760,-1.57304037533
ACH-000763,-1.97047156315
ACH-000764,-1.60989459919
ACH-000765,-1.5405737560100001
ACH-000766,-1.59901523996
ACH-000767,-0.413928686907
ACH-000768,-1.43620057713
ACH-000769,-1.65583609537
ACH-000770,-1.0429278317
ACH-000771,-1.3080694929799999
ACH-000773,-1.61598248574
ACH-000776,-0.7445205078980001
ACH-000777,-1.4290199485
ACH-000778,-1.873408657
ACH-000781,-1.4918509309799999
ACH-000782,-1.45301436424
ACH-000783,-2.0138173604400005
ACH-000784,-1.47245947597
ACH-000785,-1.66447919881
ACH-000787,-1.72996742722
ACH-000788,-1.6331443617299999
ACH-000791,-1.3016730508499998
ACH-000792,-1.7575075959400002
ACH-000794,-1.43598770195
ACH-000796,-1.63312984021
ACH-000799,-1.28658017201
ACH-000800,-1.7563445088999998
ACH-000802,-1.6230859914700002
ACH-000804,-1.7331235457599998
ACH-000805,-1.4628183960299999
ACH-000809,-0.784433768295
ACH-000810,-1.6890348293700002
ACH-000811,-1.5910960669999998
ACH-000817,-1.59783182529
ACH-000819,-1.4874582972400001
ACH-000820,-1.10150686558
ACH-000821,-2.17157278443
ACH-000822,-1.99090485281
ACH-000823,-1.58448042051
ACH-000824,-1.73954785972
ACH-000827,-1.64643177924
ACH-000829,-1.72581939773
ACH-000831,-1.59468768102
ACH-000832,-1.3619490804199998
ACH-000833,-0.9120491802509999
ACH-000834,-1.37535743197
ACH-000835,-1.4017131060899999
ACH-000836,-1.68004696353
ACH-000837,-1.50141125989
ACH-000838,-1.7821449975
ACH-000839,-1.45761208187
ACH-000840,-1.67043035765
ACH-000841,-1.22969622457
ACH-000843,-1.57053596223
ACH-000846,-1.34399061134
ACH-000847,-1.53531979891
ACH-000848,-1.5634596747799998
ACH-000849,-1.17580221981
ACH-000851,-1.28032992509
ACH-000855,-1.38620087338
ACH-000856,-1.01692167468
ACH-000858,-1.5405899212600003
ACH-000859,-1.69140750189
ACH-000861,-1.90023800979
ACH-000862,-0.8951936642649999
ACH-000865,-1.36580014925
ACH-000866,-0.541371848831
ACH-000867,-1.2367342697900001
ACH-000869,-1.77622399967
ACH-000872,-1.50055523852
ACH-000873,-1.25927175543
ACH-000876,-2.1906240823500003
ACH-000878,-1.84253148494
ACH-000880,-1.89896056444
ACH-000881,-1.55147593255
ACH-000882,-1.22473527483
ACH-000884,-0.58848772698
ACH-000885,-1.6667001824399998
ACH-000887,-1.5028267462600002
ACH-000888,-1.6311423969299998
ACH-000889,-1.75445609435
ACH-000890,-1.08340318677
ACH-000896,-1.0922733096100001
ACH-000898,-1.44999714026
ACH-000900,-1.10113290561
ACH-000901,-1.4622821696700001
ACH-000905,-1.11910345403
ACH-000906,-1.0013609022399999
ACH-000907,-1.30454267019
ACH-000910,-1.8614628765999999
ACH-000911,-1.56189143905
ACH-000912,-1.44203377113
ACH-000913,-1.4617318597600002
ACH-000915,-1.7212770059
ACH-000916,-2.27830706247
ACH-000917,-1.58035907127
ACH-000921,-1.49827843273
ACH-000924,-1.49940429757
ACH-000926,-1.84908063602
ACH-000928,-1.77881137336
ACH-000929,-1.84336482853
ACH-000932,-1.24185148843
ACH-000935,-1.3451421510400001
ACH-000936,-0.899491598112
ACH-000937,-1.57911219579
ACH-000938,-1.3940089615600002
ACH-000939,-1.33476066379
ACH-000941,-0.713954911966
ACH-000943,-1.7592345077200002
ACH-000946,-1.63137908525
ACH-000947,-1.67076696688
ACH-000948,-1.5461795872600002
ACH-000950,-1.10676315106
ACH-000953,-0.512840819358
ACH-000957,-1.5707291729600001
ACH-000958,-1.74716889625
ACH-000960,-1.1610248783600001
ACH-000963,-0.935786157592
ACH-000968,-1.09805013002
ACH-000969,-1.28265243177
ACH-000973,-1.1304587058600002
ACH-000974,-1.70617315175
ACH-000975,-0.7879363407340001
ACH-000976,-1.6600944453600002
ACH-000978,-1.20230601062
ACH-000980,-0.501298655908
ACH-000984,-1.47098135734
ACH-000986,-1.50537616689
ACH-000988,-1.2877739656
ACH-000993,-1.5673276872400002
ACH-000994,-1.77492463782
ACH-000996,-1.2855449621500001
ACH-001001,-1.38494809554
ACH-001020,-1.6783544707700002
ACH-001028,-0.46746002030199996
ACH-001031,-1.7760163339200001
ACH-001038,-1.63774839826
ACH-001048,-1.6275076962000001
ACH-001050,-1.4140431501100001
ACH-001053,-1.6355833204499999
ACH-001054,-1.3307895304700001
ACH-001061,-1.3411756966600001
ACH-001067,-1.69013325244
ACH-001075,-1.4649930213799998
ACH-001096,-1.1915347762700002
ACH-001128,-2.06264262254
ACH-001134,-1.9485062372
ACH-001151,-1.6212292836000002
ACH-001163,-1.77852979042
ACH-001164,-1.73802318855
ACH-001173,-1.59522649909
ACH-001183,-1.67295337401
ACH-001184,-1.07862533121
ACH-001190,-0.34796049920999994
ACH-001192,-0.757841411934
ACH-001193,-1.11994016287
ACH-001196,-1.62509711998
ACH-001197,-2.04602833722
ACH-001205,-1.36815639438
ACH-001211,-1.5374893073700002
ACH-001212,-1.44346673088
ACH-001228,-1.32200507167
ACH-001232,-1.4513569177799999
ACH-001239,-1.73109472803
ACH-001274,-1.7846649535699999
ACH-001275,-1.5277873818399998
ACH-001277,-1.8650211574900002
ACH-001278,-1.62344147044
ACH-001280,-1.89319191699
ACH-001283,-1.4146206834600001
ACH-001289,-1.4965670893
ACH-001295,-0.8545139188420001
ACH-001300,-0.893156063695
ACH-001301,-1.2773519013299999
ACH-001302,-1.04896732732
ACH-001303,-1.1730114686
ACH-001306,-1.46334938616
ACH-001318,-1.74152975473
ACH-001322,-1.4937792053299999
ACH-001328,-1.4109639803
ACH-001332,-1.23950624594
ACH-001333,-0.7396301745199999
ACH-001336,-0.632525650428
ACH-001340,-1.24891569179
ACH-001346,-1.5705644201499998
ACH-001353,-1.5460745136899998
ACH-001354,-0.851767630354
ACH-001367,-1.44115746375
ACH-001368,-1.8208849185599998
ACH-001374,-0.988988176611
ACH-001375,-2.02650032426
ACH-001377,-1.7648420252
ACH-001380,-1.61774911782
ACH-001391,-1.36895720281
ACH-001407,-1.4151895321899999
ACH-001408,-1.293604213
ACH-001413,-1.33950022283
ACH-001430,-1.3072472506000001
ACH-001431,-0.9634181736849999
ACH-001450,-0.624457536628
ACH-001496,-1.74210436845
ACH-001500,-1.43947577201
ACH-001521,-1.07697769359
ACH-001523,-1.4098515530200002
ACH-001532,-1.80889357684
ACH-001536,-1.8033427016499999
ACH-001550,-1.51597877004
ACH-001552,-1.39762934136
ACH-001554,-1.7407959841099998
ACH-001645,-1.6732797032299997
ACH-001654,-1.0443587268799999
ACH-001715,-1.60067262461
ACH-001735,-0.9149873476639999
ACH-001736,-1.8006200621200001
ACH-001737,-1.1026907192
ACH-001740,-0.953558635909
ACH-001745,-1.23878917927
ACH-001750,-1.71610358025
ACH-001765,-1.2626771233299998
ACH-001956,-1.6777481770299998
ACH-001957,-1.62403430648
