,LUC7L3 (51747)
ACH-000765,-1.8926267526499998
ACH-000766,-1.6876229725799998
ACH-000767,-1.5267680446599998
ACH-000768,-1.5056257467899998
ACH-000769,-1.82914553317
ACH-000770,-1.81905891884
ACH-000771,-1.3214213885
ACH-000773,-1.83207287558
ACH-000776,-1.81983344936
ACH-000777,-1.64377486881
ACH-000778,-1.3846858667700002
ACH-000781,-1.58249765259
ACH-000782,-1.6714610259799998
ACH-000783,-1.70390278232
ACH-000784,-1.70279525565
ACH-000785,-1.62146486829
ACH-000787,-1.60094473222
ACH-000788,-1.70144482988
ACH-000791,-1.7289713962
ACH-000792,-1.9085311030599998
ACH-000794,-1.64608831212
ACH-000796,-1.42494584635
ACH-000799,-1.4975528779299998
ACH-000800,-1.45035166925
ACH-000802,-1.61116445803
ACH-000804,-1.5903653961700002
ACH-000805,-1.7132475631400002
ACH-000809,-1.92279581069
ACH-000810,-1.9497188814200002
ACH-000811,-1.9502332278799999
ACH-000817,-1.8866871150599998
ACH-000819,-1.5408343961700002
ACH-000820,-2.02941341971
ACH-000821,-1.9818663706900002
ACH-000822,-2.1774713416900005
ACH-000823,-1.71983595898
ACH-000824,-1.93155187873
ACH-000827,-1.5349843110799999
ACH-000829,-1.6871937253100002
ACH-000831,-1.79691088691
ACH-000832,-1.42766867433
ACH-000833,-2.15028584526
ACH-000834,-1.8459236955200002
ACH-000835,-1.7967538714500002
ACH-000836,-1.68922790658
ACH-000837,-1.8338068941699999
ACH-000838,-1.8621615493900001
ACH-000839,-1.57701675912
ACH-000840,-1.43245532584
ACH-000841,-1.81678800151
ACH-000843,-1.88416322308
ACH-000846,-1.69384360407
ACH-000847,-1.58446515278
ACH-000848,-1.72706100877
ACH-000849,-1.8402528004299998
ACH-000851,-1.58017233685
ACH-000855,-1.4132952985499998
ACH-000856,-1.80439315412
ACH-000858,-1.42334677412
ACH-000859,-1.80599869135
ACH-000861,-1.66792841571
ACH-000862,-1.7668199438799999
ACH-000865,-1.4100852201700003
ACH-000866,-1.6474173126499998
ACH-000867,-1.75005233083
ACH-000869,-1.8624833150799998
ACH-000872,-1.37059014776
ACH-000873,-1.48680835185
ACH-000876,-2.0010860283
ACH-000878,-1.98534835588
ACH-000880,-1.77712789936
ACH-000881,-1.7685734406599998
ACH-000882,-1.5949711853200002
ACH-000884,-1.67105375291
ACH-000885,-1.69554541398
ACH-000887,-1.51883532464
ACH-000888,-1.6893737787099998
ACH-000889,-1.8138741077400002
ACH-000890,-1.7206900459
ACH-000896,-1.63587160989
ACH-000898,-1.7634446279499998
ACH-000900,-1.8370620611000001
ACH-000901,-1.62218169863
ACH-000905,-1.57414812401
ACH-000906,-1.61849577023
ACH-000907,-1.54267181701
ACH-000910,-1.48764416301
ACH-000911,-1.8106748695900001
ACH-000912,-1.59156195246
ACH-000913,-2.09476598377
ACH-000915,-1.8000640313099998
ACH-000916,-1.8386349866900003
ACH-000917,-1.8897044107299998
ACH-000921,-1.52317541051
ACH-000924,-1.8530191054299998
ACH-000926,-1.8071570663099998
ACH-000928,-1.45303838755
ACH-000929,-1.7300565895299997
ACH-000932,-1.7407702916900003
ACH-000935,-2.2328684538299997
ACH-000936,-1.84207029042
ACH-000937,-1.95155565498
ACH-000938,-1.9837135267500001
ACH-000939,-1.67631047681
ACH-000941,-1.71332059409
ACH-000943,-1.6593454732700001
ACH-000946,-1.5634633971399998
ACH-000947,-1.78191451377
ACH-000948,-1.55905195396
ACH-000950,-1.51818731614
ACH-000953,-2.04938570425
ACH-000957,-1.4571078349000002
ACH-000958,-1.75911439847
ACH-000960,-1.8882226027700002
ACH-000963,-1.5962077487200002
ACH-000968,-1.76862337518
ACH-000969,-1.7790834472400001
ACH-000973,-1.5675496767500001
ACH-000974,-1.7918559098
ACH-000975,-1.66727533218
ACH-000976,-1.50340536823
ACH-000978,-1.30598125912
ACH-000980,-1.6246057759
ACH-000984,-1.6995099093900001
ACH-000986,-1.6196400472499999
ACH-000988,-2.0343850224
ACH-000993,-1.68731174574
ACH-000994,-1.7836740227799999
ACH-000996,-1.54506065162
ACH-001001,-1.48882142235
ACH-001020,-2.2677727112599997
ACH-001028,-1.74792720816
ACH-001031,-1.6559609729
ACH-001038,-1.66957951295
ACH-001048,-1.3289668725100001
ACH-001050,-1.8772110738699999
ACH-001053,-1.71853534838
ACH-001054,-1.66337135252
ACH-001061,-1.5636238326700003
ACH-001067,-1.86378094972
ACH-001075,-1.46877504343
ACH-001096,-1.8192692326599997
ACH-001128,-1.9940874611500001
ACH-001134,-1.9145091156
ACH-001151,-1.5532484349000002
ACH-001163,-1.7571820734299999
ACH-001164,-1.73291850968
ACH-001173,-1.76786816075
ACH-001183,-1.61375761811
ACH-001184,-1.68120713308
ACH-001190,-1.64732536629
ACH-001192,-1.58965405256
ACH-001193,-1.48325819928
ACH-001196,-1.8935845956200001
ACH-001197,-1.75913756838
ACH-001205,-1.7429549608400001
ACH-001211,-1.58193209948
ACH-001212,-1.48568681247
ACH-001228,-1.9184991745400002
ACH-001232,-1.68451334905
ACH-001239,-1.69783237296
ACH-001274,-1.5585370575600002
ACH-001275,-1.71595150322
ACH-001277,-1.78839274965
ACH-001278,-1.6200113191699999
ACH-001280,-1.28662029217
ACH-001283,-1.47158207278
ACH-001289,-1.87734379963
ACH-001295,-1.7402671725
ACH-001300,-1.69977479813
ACH-001301,-1.52134409937
ACH-001302,-1.26085307237
ACH-001303,-1.7247699782400001
ACH-001306,-1.8092315761700002
ACH-001318,-1.7193735433300001
ACH-001322,-1.66353498398
ACH-001328,-1.5880132205500002
ACH-001332,-1.6048989911700002
ACH-001333,-1.55988621102
ACH-001336,-1.49290532411
ACH-001340,-1.6818802786700002
ACH-001346,-1.84672109306
ACH-001353,-1.59996691824
ACH-001354,-1.8890275377599999
ACH-001367,-1.65164925002
ACH-001368,-1.6265279639899999
ACH-001374,-1.7477744113
ACH-001375,-1.60194141041
ACH-001377,-1.6604292650299999
ACH-001380,-1.5471412696899998
ACH-001391,-1.7990986426599997
ACH-001407,-1.7613701027700002
ACH-001408,-1.5574433032700001
ACH-001413,-1.65014704527
ACH-001430,-1.8060059004
ACH-001431,-1.48973176234
ACH-001450,-1.6904901039200002
ACH-001496,-1.50029968038
ACH-001500,-2.03554155116
ACH-001521,-1.8097717235099997
ACH-001523,-1.87382570753
ACH-001532,-1.60279410534
ACH-001536,-1.48087550345
ACH-001550,-1.66062271788
ACH-001552,-2.05047084939
ACH-001554,-1.8032026047599998
ACH-001645,-1.9117364133799999
ACH-001654,-1.4954509654799997
ACH-001715,-1.67034391917
ACH-001735,-1.65818505175
ACH-001736,-1.789167873
ACH-001737,-1.42749429959
ACH-001740,-1.92517152646
ACH-001745,-1.8869649797799999
ACH-001750,-1.55534272229
ACH-001765,-1.71388927417
ACH-001956,-1.3178048363200001
ACH-001957,-1.56743673986
