,IMPACT (55364)
ACH-000334,-0.200372218132
ACH-000335,0.0256942753583
ACH-000336,-0.38308126694300004
ACH-000337,-0.359202333929
ACH-000339,-0.07475209119739999
ACH-000341,-0.245372548534
ACH-000348,-0.19010360416299998
ACH-000350,-0.365497689066
ACH-000352,-0.0715454272175
ACH-000356,-0.389490187038
ACH-000361,-0.32045011209
ACH-000362,-0.0905832687256
ACH-000363,-0.185926003305
ACH-000364,-0.274396257215
ACH-000365,-0.024971046690000002
ACH-000366,-0.065022901232
ACH-000368,-0.34873961773
ACH-000374,0.00582957695142
ACH-000375,0.09234614884749999
ACH-000376,-0.184349592337
ACH-000381,-0.0943001014157
ACH-000383,-0.19046304218600002
ACH-000387,-0.0922338098144
ACH-000389,-0.200300599839
ACH-000390,-0.167385396523
ACH-000393,-0.22076456749
ACH-000395,-0.035754007943599994
ACH-000397,-0.34005536247699997
ACH-000401,-0.33874441117700005
ACH-000402,-0.011263343190799998
ACH-000403,-0.23270233364
ACH-000404,0.13918387865499998
ACH-000406,-0.106990352027
ACH-000407,-0.166440519144
ACH-000408,-0.060103846892599996
ACH-000410,-0.0730182443141
ACH-000411,-0.198413506661
ACH-000414,-0.239556207977
ACH-000415,-0.311301811292
ACH-000416,-0.43564244476499997
ACH-000420,-0.561809456642
ACH-000421,-0.249937505294
ACH-000424,-0.134088035541
ACH-000425,-0.34372728506800004
ACH-000426,-0.155329769126
ACH-000427,-0.39251937399400005
ACH-000433,-0.5657826230290001
ACH-000436,-0.130941357268
ACH-000444,-0.26859591984299996
ACH-000445,-0.255395778226
ACH-000448,-0.325270623228
ACH-000450,-0.467733804105
ACH-000452,-0.230915717381
ACH-000454,-0.0220285756184
ACH-000458,-0.29443432256900004
ACH-000459,0.035925215727800004
ACH-000460,-0.16819036517900002
ACH-000461,-0.379150592909
ACH-000463,-0.34808760335999994
ACH-000464,-0.135163888033
ACH-000466,-0.190157447869
ACH-000467,-0.22925894266999997
ACH-000468,-0.250320649839
ACH-000469,-0.0294495341053
ACH-000470,-0.10423476824
ACH-000471,-0.128283999044
ACH-000472,-0.265847896609
ACH-000473,-0.129868799418
ACH-000475,-0.26933688640299996
ACH-000476,-0.2613483641
ACH-000477,-0.28448354349800004
ACH-000480,-0.255099828718
ACH-000481,-0.10809412419000002
ACH-000483,-0.457479360213
ACH-000484,-0.363570903244
ACH-000485,-0.37870211123400005
ACH-000486,-0.143679135124
ACH-000487,-0.009248651416
ACH-000488,-0.14299463787699998
ACH-000490,-0.11090366053400001
ACH-000491,-0.011913582255799998
ACH-000495,-0.221173635948
ACH-000496,-0.143912078899
ACH-000499,-0.184749934958
ACH-000500,-0.53554359889
ACH-000502,-0.141466284669
ACH-000503,-0.256977679455
ACH-000505,-0.42779703019599996
ACH-000507,-0.168985839765
ACH-000510,-0.182696551334
ACH-000511,-0.19708444582
ACH-000512,0.074600637755
ACH-000516,-0.240922142658
ACH-000517,-0.248123342614
ACH-000518,-0.142403004677
ACH-000520,-0.453297274923
ACH-000521,-0.136142453648
ACH-000522,-0.20396355135000002
ACH-000524,-0.23667364539299998
ACH-000527,-0.257279242971
ACH-000528,-0.13367934918299998
ACH-000537,-0.18450491555100001
ACH-000541,-0.16763826335100002
ACH-000542,-0.222190895563
ACH-000544,-0.169064473803
ACH-000545,-0.086962885184
ACH-000547,-0.325143237467
ACH-000548,-0.309310699611
ACH-000549,-0.0789865740274
ACH-000550,-0.16060366101
ACH-000552,-0.289877697669
ACH-000556,-0.40896190616899997
ACH-000557,-0.0056899424341
ACH-000570,-0.031107814044300002
ACH-000571,-0.124299556129
ACH-000573,-0.165792007048
ACH-000576,-0.320126111619
ACH-000580,-0.05777875063059999
ACH-000584,-0.034703163668
ACH-000585,-0.20936764670400002
ACH-000588,-0.0367565743599
ACH-000589,-0.273177194979
ACH-000591,-0.07357453167839999
ACH-000593,-0.191589969172
ACH-000600,-0.054572752405300004
ACH-000601,-0.0735264794947
ACH-000604,-0.129777717426
ACH-000605,-0.18332126665600001
ACH-000606,-0.33561926715999996
ACH-000608,-0.121970578605
ACH-000614,-0.000327678105932
ACH-000616,-0.292801099243
ACH-000618,-0.186015148193
ACH-000619,-0.286538688539
ACH-000620,-0.042219574791400004
ACH-000621,-0.171650623128
ACH-000622,-0.135060165493
ACH-000623,-0.267018821408
ACH-000624,-0.10516933048699999
ACH-000627,-0.12272439443600001
ACH-000630,-0.254057217859
ACH-000632,-0.0975729305973
ACH-000633,-0.156836604168
ACH-000637,-0.0805435042267
ACH-000638,-0.208448899397
ACH-000646,-0.274803407294
ACH-000647,-0.33046215259
ACH-000648,-0.318976277031
ACH-000649,-0.027244092387000002
ACH-000651,-0.241325194646
ACH-000652,-0.126200212608
ACH-000653,-0.16685568902
ACH-000657,-0.220944636491
ACH-000658,-0.15139776768
ACH-000661,-0.14225680887199998
ACH-000662,-0.400866601733
ACH-000663,-0.28521771737
ACH-000665,-0.15568891285800002
ACH-000671,-0.20719378933600002
ACH-000673,-0.358798970269
ACH-000676,-0.15312575730699998
ACH-000677,-0.255203157906
ACH-000681,0.0437710876793
ACH-000682,-0.0935190857525
ACH-000683,-0.129524564817
ACH-000684,-0.018751508022400002
ACH-000688,-0.21096432479200003
ACH-000693,-0.14988438956800001
ACH-000694,-0.08331682498989999
ACH-000695,-0.414229934543
ACH-000696,-0.280602511005
ACH-000697,-0.225671875804
ACH-000699,-0.555261509691
ACH-000701,-0.233342078164
ACH-000706,-0.14438028687999999
ACH-000711,-0.10733401580600001
ACH-000713,-0.10635133158700001
ACH-000714,-0.24503523402600003
ACH-000718,-0.422408122784
ACH-000720,-0.171738656737
ACH-000721,-0.102784053739
ACH-000724,0.0550770000129
ACH-000725,0.049825604163
ACH-000732,-0.4069925949
ACH-000734,-0.13688696129
ACH-000735,-0.176303966461
ACH-000736,-0.160309603306
ACH-000738,-0.22056891386100003
ACH-000746,0.00342565245988
ACH-000747,-0.115540027821
ACH-000748,-0.29419538103500004
ACH-000753,-0.140638268571
ACH-000756,-0.230802779497
ACH-000757,-0.150938972121
ACH-000758,-0.373246248477
ACH-000760,-0.0721976118128
ACH-000763,-0.221360965841
ACH-000764,-0.597417757617
ACH-000765,-0.0328088875949
ACH-000766,-0.270882482421
ACH-000767,-0.179991162852
ACH-000768,-0.202154453123
ACH-000769,-0.22278779130100002
ACH-000770,-0.053479019532199995
ACH-000771,-0.384554447489
ACH-000773,-0.18532508711100001
ACH-000776,-0.289444661436
ACH-000777,-0.335046296495
ACH-000778,-0.172942742554
ACH-000781,-0.23513009245900002
ACH-000782,0.0220920704512
ACH-000783,-0.260976222311
ACH-000784,-0.178816393796
ACH-000785,-0.20237446598
ACH-000787,-0.12188156867000001
ACH-000788,-0.123222200375
ACH-000791,-0.331219163907
ACH-000792,-0.136338126348
ACH-000794,-0.24765089236200002
ACH-000796,-0.154623391108
ACH-000799,-0.703394619196
ACH-000800,-0.288951709608
ACH-000802,-0.221498799534
ACH-000804,-0.09007079138049999
ACH-000805,-0.252780893612
ACH-000809,-0.096751878451
ACH-000810,0.018674175534
ACH-000811,-0.200425389468
ACH-000817,-0.219114597954
ACH-000819,-0.248770438354
ACH-000820,-0.157838452815
ACH-000821,-0.120913345076
ACH-000822,-0.145681573895
ACH-000823,-0.333350474128
ACH-000824,-0.319587513748
ACH-000827,-0.348623224459
ACH-000829,-0.171459907192
ACH-000831,-0.0565894887656
ACH-000832,-0.220694417387
ACH-000833,-0.128866020048
ACH-000834,-0.234216966531
ACH-000835,-0.366685478984
ACH-000836,-0.09649634389589999
ACH-000837,-0.0862934798862
ACH-000838,-0.287597475867
ACH-000839,-0.262245488279
ACH-000840,-0.092478403944
ACH-000841,-0.292918496851
ACH-000843,-0.241415300556
ACH-000846,-0.20530821020999998
ACH-000847,0.16810463854899999
ACH-000848,-0.157098093415
ACH-000849,-0.27446069620200003
ACH-000851,-0.156268781158
ACH-000855,-0.36884752824100003
ACH-000856,-0.183628818257
ACH-000858,-0.184551643072
ACH-000859,-0.0264596710765
ACH-000861,-0.0583763556658
ACH-000862,-0.10921176798900001
ACH-000865,-0.279394563338
ACH-000866,-0.22471264096500002
ACH-000867,-0.20342285989999997
ACH-000869,-0.326513079468
ACH-000872,-0.0860925387874
ACH-000873,-0.10316526770199999
ACH-000876,-0.19625735707800002
ACH-000878,-0.174543009605
ACH-000880,-0.463035970036
ACH-000881,-0.265167723301
ACH-000882,-0.121801336143
ACH-000884,-0.044456181684
ACH-000885,-0.263520602971
ACH-000887,-0.217935254181
ACH-000888,-0.340995202076
ACH-000889,-0.0589560998516
ACH-000890,-0.22125006559799998
ACH-000896,-0.0691144282984
ACH-000898,-0.21520889695300002
ACH-000900,-0.21315537004299998
ACH-000901,-0.114917382406
ACH-000905,-0.23854678553199998
ACH-000906,-0.178564537391
ACH-000907,-0.11565380220799999
ACH-000910,-0.0551376357095
ACH-000911,-0.29124373782900004
ACH-000912,-0.19480873235399998
ACH-000913,-0.126354225476
ACH-000915,-0.22688031396400002
ACH-000916,0.233152974892
ACH-000917,-0.299603650276
ACH-000921,-0.046284890423
ACH-000924,-0.12490242148700001
ACH-000926,-0.18534714471
ACH-000928,-0.128429567749
ACH-000929,-0.152612740361
ACH-000932,-0.11532906439400001
ACH-000935,-0.112853755869
ACH-000936,-0.20300404133000002
ACH-000937,-0.220431088272
ACH-000938,0.08320985233580001
ACH-000939,-0.0475020746914
ACH-000941,-0.340574502548
ACH-000943,-0.152730597064
ACH-000946,-0.303653415572
ACH-000947,-0.0769153406255
ACH-000948,-0.12052749899199999
ACH-000950,-0.11642322825
ACH-000953,-0.0392405715815
ACH-000957,-0.378485717001
ACH-000958,-0.47484591906199997
ACH-000960,0.013773800594200001
ACH-000963,-0.22100837844300003
ACH-000968,-0.08697170774049999
ACH-000969,-0.281893511178
ACH-000973,-0.19554224699900002
ACH-000974,-0.29839858489599996
ACH-000975,-0.307807124197
ACH-000976,-0.346062124858
ACH-000978,0.0985249481985
ACH-000980,-0.17104883926199999
ACH-000984,-0.30681347551800003
ACH-000986,-0.167855094799
ACH-000988,-0.118382137104
ACH-000993,-0.200034856744
ACH-000994,-0.219965444657
ACH-000996,-0.438336100427
ACH-001001,-0.19557994581399998
ACH-001020,-0.0912041178084
ACH-001028,-0.156733048454
ACH-001031,-0.226474855276
ACH-001038,-0.227298286917
ACH-001048,-0.0961167795285
ACH-001050,-0.0125890230024
ACH-001053,-0.272517240326
ACH-001054,-0.130416868218
ACH-001061,-0.237365786475
ACH-001067,-0.22529832636799998
ACH-001075,-0.321271948861
ACH-001096,-0.152144114575
ACH-001128,-0.212460093896
ACH-001134,-0.270915630274
ACH-001151,-0.259755330106
ACH-001163,-0.19937409932
ACH-001164,-0.384430659336
ACH-001173,-0.22444646555599998
ACH-001183,-0.116489160139
ACH-001184,-0.000309955524077
ACH-001190,-0.225713389166
ACH-001192,-0.073340020196
ACH-001193,-0.248511998499
ACH-001196,-0.20427439227400002
ACH-001197,-0.09057389648679999
ACH-001205,-0.266402340035
ACH-001211,-0.277793951043
ACH-001212,0.215383073446
ACH-001228,-0.17780150351500001
ACH-001232,-0.10916539275699999
ACH-001239,-0.09837963034639999
ACH-001274,-0.146313938564
ACH-001275,-0.27080744702
ACH-001277,-0.18731281197
ACH-001278,-0.124665766822
ACH-001280,-0.16525939951
ACH-001283,-0.08854950580630001
ACH-001289,-0.24889876505300002
ACH-001295,-0.289619242462
ACH-001300,-0.153438749491
ACH-001301,-0.25811108390500004
ACH-001302,-0.24482798681200002
ACH-001303,-0.325646962812
ACH-001306,-0.0584806538834
ACH-001318,-0.21436282071600002
ACH-001322,-0.30205297644699997
ACH-001328,-0.127526119159
ACH-001332,-0.188365132997
ACH-001333,-0.0535424780057
ACH-001336,0.0723805421263
ACH-001340,-0.28372496888
ACH-001346,-0.335931909687
ACH-001353,-0.285247764558
ACH-001354,-0.26636900358000004
ACH-001367,-0.00969675170615
ACH-001368,-0.09241381810890001
ACH-001374,-0.372803222349
ACH-001375,-0.333779855712
ACH-001377,-0.40314512098899996
ACH-001380,-0.07093118372
ACH-001391,-0.0949208417144
ACH-001407,-0.19142849496599998
ACH-001408,-0.0547756248408
ACH-001413,-0.509430575593
ACH-001430,-0.0967103528318
ACH-001431,-0.325480393715
ACH-001450,-0.123294640272
ACH-001496,-0.138761760509
ACH-001500,0.032990953558200004
ACH-001521,-0.47489434257299995
ACH-001523,-0.227503287271
ACH-001532,-0.238173544414
ACH-001536,-0.26165019847300003
ACH-001550,-0.0463704651193
ACH-001552,-0.0326526061889
ACH-001554,-0.271736095566
ACH-001645,-0.291246886995
ACH-001654,-0.461882852738
ACH-001715,-0.124908683559
ACH-001735,-0.06808270880940001
ACH-001736,-0.0660910011058
ACH-001737,-0.206348921338
ACH-001740,-0.0730480182983
ACH-001745,-0.140588815322
ACH-001750,-0.20649187690200002
ACH-001765,-0.34230877428900003
ACH-001956,-0.320625217791
ACH-001957,-0.287579250792
