,PATZ1 (23598)
ACH-000316,-0.0211536647678
ACH-000317,-0.194949734881
ACH-000318,-0.0908405114358
ACH-000319,-0.305145161448
ACH-000320,-0.15958472602
ACH-000322,-0.119845274059
ACH-000323,-0.327971459793
ACH-000324,-0.283899402744
ACH-000329,-0.18522669871300002
ACH-000330,-0.10224832324300001
ACH-000331,-0.07405873583039999
ACH-000332,-0.11281137796299999
ACH-000334,-0.044948116418000006
ACH-000335,0.0669234692357
ACH-000336,-0.129925176302
ACH-000337,-0.294000671454
ACH-000339,-0.0896728696977
ACH-000341,-0.176499499496
ACH-000348,-0.120826512939
ACH-000350,-0.20909154092799997
ACH-000352,-0.0142335267187
ACH-000356,-0.0949048305123
ACH-000361,-0.356381798259
ACH-000362,-0.227859873099
ACH-000363,-0.180387023958
ACH-000364,-0.18795211419799998
ACH-000365,-0.374607288927
ACH-000366,-0.464832578936
ACH-000368,-0.214984335048
ACH-000374,0.0233536477863
ACH-000375,-0.336465190603
ACH-000376,-0.04535065414580001
ACH-000381,-0.09115271038689998
ACH-000383,-0.159621568331
ACH-000387,-0.50904081974
ACH-000389,-0.128482445656
ACH-000390,-0.264908835576
ACH-000393,-0.271696373354
ACH-000395,0.0187192281261
ACH-000397,-0.113612020616
ACH-000401,-0.219852252399
ACH-000402,-0.0641487851604
ACH-000403,-0.22204766021699998
ACH-000404,-0.0062664462095
ACH-000406,-0.044349195504900005
ACH-000407,-0.37322772137599997
ACH-000408,-0.276438399806
ACH-000410,-0.0481041771695
ACH-000411,-0.017390178601599998
ACH-000414,-0.107554387041
ACH-000415,-0.09880463297049999
ACH-000416,-0.162272902728
ACH-000420,-0.335891912863
ACH-000421,-0.060809619332499995
ACH-000424,-0.498992829674
ACH-000425,-0.316837390965
ACH-000426,0.179200635513
ACH-000427,-0.0363801420545
ACH-000433,-0.383046992965
ACH-000436,0.0634287876387
ACH-000444,-0.177905397188
ACH-000445,-0.194120973083
ACH-000448,-0.17375141396699997
ACH-000450,0.0593620602238
ACH-000452,-0.23140722634599997
ACH-000454,-0.31880654976100004
ACH-000458,-0.272060462599
ACH-000459,-0.155588402776
ACH-000460,-0.11950038044700001
ACH-000461,-0.239889351236
ACH-000463,0.00295663661096
ACH-000464,-0.23141937070500002
ACH-000466,-0.217994297197
ACH-000467,-0.24676789474
ACH-000468,-0.331970446912
ACH-000469,-0.227722034829
ACH-000470,-0.27371323419300003
ACH-000471,-0.280504192801
ACH-000472,-0.22825793278499998
ACH-000473,-0.046553700653400004
ACH-000475,-0.138591858666
ACH-000476,-0.00582269581444
ACH-000477,-0.127444521088
ACH-000480,-0.24750745824099998
ACH-000481,-0.42579272625500003
ACH-000483,-0.310737116044
ACH-000484,-0.043272839598000004
ACH-000485,-0.023793064032600002
ACH-000486,-0.182559096441
ACH-000487,-0.310368628655
ACH-000488,-0.1111413979
ACH-000490,-0.110203079452
ACH-000491,-0.286364207088
ACH-000495,-0.132936221478
ACH-000496,-0.169627374292
ACH-000499,0.0148606918563
ACH-000500,-0.344563486646
ACH-000502,-0.224035676761
ACH-000503,0.00137236112071
ACH-000505,-0.203688500838
ACH-000507,-0.16544459965
ACH-000510,-0.167943248376
ACH-000511,-0.268209352363
ACH-000512,-0.161955453899
ACH-000516,-0.46769550083899997
ACH-000517,-0.23014463094300003
ACH-000518,-0.10628004884
ACH-000520,0.0523541014496
ACH-000521,0.170022127749
ACH-000522,0.07860708489649999
ACH-000524,-0.10961474588199999
ACH-000527,-0.256459543635
ACH-000528,-0.262833669185
ACH-000537,-0.060008885688300005
ACH-000541,-0.195443177091
ACH-000542,-0.313787578275
ACH-000544,0.0550703407876
ACH-000545,-0.037072488916800005
ACH-000547,-0.0715722656947
ACH-000548,-0.0967524983268
ACH-000549,-0.09129574387520001
ACH-000550,-0.12189434671800001
ACH-000552,-0.15333942909
ACH-000556,-0.248157289342
ACH-000557,-0.23286681436700002
ACH-000570,-0.36070326229599997
ACH-000571,-0.226161917274
ACH-000573,-0.0240688690195
ACH-000576,-0.505522936361
ACH-000580,-0.38471856148100003
ACH-000584,-0.0979767747035
ACH-000585,0.08021713037560001
ACH-000588,-0.0872785196919
ACH-000589,0.04807250136940001
ACH-000591,-0.274448838405
ACH-000593,-0.127389008806
ACH-000600,0.0183059321645
ACH-000601,-0.311065443681
ACH-000604,-0.158787904579
ACH-000605,-0.0756680989866
ACH-000606,-0.131103246561
ACH-000608,-0.393785162475
ACH-000614,-0.202679531173
ACH-000616,-0.218728134149
ACH-000618,-0.23509858207400003
ACH-000619,-0.029512201935600002
ACH-000620,-0.192085777067
ACH-000621,-0.45232023721000003
ACH-000622,-0.319385951427
ACH-000623,-0.257933190893
ACH-000624,-0.261902984152
ACH-000627,-0.246977277482
ACH-000630,-0.13828564225099998
ACH-000632,-0.254522002258
ACH-000633,-0.18197690111099998
ACH-000637,-0.237640097636
ACH-000638,-0.175513862154
ACH-000646,0.021593489035799995
ACH-000647,-0.221339201764
ACH-000648,-0.34919354965300003
ACH-000649,-0.0819149914502
ACH-000651,-0.09700941068539999
ACH-000652,-0.179631030895
ACH-000653,-0.265604196476
ACH-000657,-0.238024035619
ACH-000658,0.0107572757281
ACH-000661,0.0933561403424
ACH-000662,-0.127655910649
ACH-000663,-0.006281591476850001
ACH-000665,-0.39220959369400005
ACH-000671,-0.271862051167
ACH-000673,-0.243379345044
ACH-000676,-0.130235493192
ACH-000677,-0.238554267253
ACH-000681,-0.146725645779
ACH-000682,-0.265344877444
ACH-000683,-0.275886556917
ACH-000684,-0.35798797480899996
ACH-000688,-0.206312392238
ACH-000693,-0.278724479591
ACH-000694,-0.0590753123257
ACH-000695,0.07696714510410001
ACH-000696,-0.14987186385600001
ACH-000697,-0.230137726255
ACH-000699,-0.100129900836
ACH-000701,-0.100377985941
ACH-000706,-0.08850132910460001
ACH-000711,-0.0917446737655
ACH-000713,0.018729921191900003
ACH-000714,-0.226162460638
ACH-000718,-0.0320110141408
ACH-000720,-0.192711456472
ACH-000721,-0.127652869711
ACH-000724,0.0155965242954
ACH-000725,-0.246536466875
ACH-000732,-0.17201830798300002
ACH-000734,-0.203173940763
ACH-000735,-0.18120436970800002
ACH-000736,-0.0236213657993
ACH-000738,-0.12256592846799999
ACH-000746,-0.043452407653099996
ACH-000747,-0.0658061043915
ACH-000748,-0.25702737841999995
ACH-000753,-0.10159068502699999
ACH-000756,-0.28911963605
ACH-000757,-0.219141653222
ACH-000758,-0.20147465458
ACH-000760,0.055976201650900004
ACH-000763,0.145294716036
ACH-000764,-0.05556981038369999
ACH-000765,-0.25070551538400004
ACH-000766,-0.32743523703099997
ACH-000767,-0.30509766147399997
ACH-000768,-0.141031072593
ACH-000769,-0.100009156762
ACH-000770,-0.177982102231
ACH-000771,-0.016508469480999998
ACH-000773,-0.257918533269
ACH-000776,-0.23375810136999997
ACH-000777,-0.132524788502
ACH-000778,-0.133785505624
ACH-000781,-0.143553708666
ACH-000782,-0.041350175526199996
ACH-000783,-0.101361110726
ACH-000784,-0.167575422266
ACH-000785,0.09133936734369999
ACH-000787,-0.213409920678
ACH-000788,-0.22594440097100002
ACH-000791,-0.23676009232700002
ACH-000792,-0.130818916402
ACH-000794,-0.135587079652
ACH-000796,0.0702092987451
ACH-000799,-0.37083410532399996
ACH-000800,-0.463884708517
ACH-000802,-0.121151839238
ACH-000804,-0.133915476118
ACH-000805,-0.197495245566
ACH-000809,-0.18675065422200002
ACH-000810,0.11936111725500001
ACH-000811,-0.15296044872700001
ACH-000817,-0.162062146657
ACH-000819,-0.06829966749869999
ACH-000820,-0.08772830476919999
ACH-000821,-0.23475676599
ACH-000822,-0.309284171446
ACH-000823,-0.215800630699
ACH-000824,-0.243791419503
ACH-000827,-0.256421295183
ACH-000829,-0.0426061272001
ACH-000831,-0.150383398893
ACH-000832,-0.317536799104
ACH-000833,-0.0572815830576
ACH-000834,-0.06257265733659999
ACH-000835,-0.421713035128
ACH-000836,-0.32994522412
ACH-000837,0.00793118993145
ACH-000838,-0.256901050094
ACH-000839,-0.27496911076200004
ACH-000840,-0.202373873085
ACH-000841,-0.373397113305
ACH-000843,-0.125804228603
ACH-000846,-0.09913255014260001
ACH-000847,-0.05428737687469999
ACH-000848,-0.204478940212
ACH-000849,-0.043610586070499995
ACH-000851,-0.183044014291
ACH-000855,-0.299984491646
ACH-000856,0.0641376125861
ACH-000858,-0.174526538287
ACH-000859,-0.149477204759
ACH-000861,-0.0890356528645
ACH-000862,-0.297360874848
ACH-000865,-0.21970465972699998
ACH-000866,-0.20120439107000002
ACH-000867,-0.18320404545299998
ACH-000869,-0.193206805603
ACH-000872,-0.302130234417
ACH-000873,-0.012055843424899999
ACH-000876,-0.16805462188200002
ACH-000878,0.06986726578939999
ACH-000880,-0.23814999208700002
ACH-000881,-0.304972904573
ACH-000882,-0.372711343702
ACH-000884,-0.189581192397
ACH-000885,-0.17518451107000002
ACH-000887,-0.069196950254
ACH-000888,-0.0965764935169
ACH-000889,-0.11378815171399999
ACH-000890,-0.531571890528
ACH-000896,-0.16919219772
ACH-000898,-0.06661558948530001
ACH-000900,-0.44568375423699996
ACH-000901,-0.299477109571
ACH-000905,0.08948107529549999
ACH-000906,-0.164905758372
ACH-000907,-0.307223633794
ACH-000910,-0.08906054976500001
ACH-000911,-0.253686450435
ACH-000912,-0.21251447705200002
ACH-000913,-0.21490929819000001
ACH-000915,-0.286247126599
ACH-000916,0.00506569229619
ACH-000917,-0.28739570793900004
ACH-000921,-0.16675087750499998
ACH-000924,-0.0365334911191
ACH-000926,-0.161475093291
ACH-000928,-0.057991089918
ACH-000929,-0.278482800584
ACH-000932,0.0853590974337
ACH-000935,-0.0664869714704
ACH-000936,-0.17846966035700002
ACH-000937,-0.15345080847
ACH-000938,-0.249650930445
ACH-000939,-0.19267295809999999
ACH-000941,-0.138090331954
ACH-000943,-0.10247121882600001
ACH-000946,0.0321483263129
ACH-000947,-0.229260926739
ACH-000948,-0.128317620881
ACH-000950,0.1093831599
ACH-000953,-0.152622223382
ACH-000957,-0.0368285046366
ACH-000958,-0.30043282311299996
ACH-000960,-0.029505153366900003
ACH-000963,-0.181348938232
ACH-000968,-0.371998174781
ACH-000969,-0.188487490442
ACH-000973,-0.10727718380899999
ACH-000974,-0.104975899483
ACH-000975,-0.123369118531
ACH-000976,-0.196834760019
ACH-000978,0.283939391682
ACH-000980,-0.14695023419199998
ACH-000984,-0.155419870699
ACH-000986,-0.45248291540299995
ACH-000988,-0.198336675859
ACH-000993,-0.164183597491
ACH-000994,-0.275543220929
ACH-000996,-0.225805027306
ACH-001001,0.0258350826717
ACH-001020,-0.390139618831
ACH-001028,-0.0514412441801
ACH-001031,-0.600272184976
ACH-001038,-0.252823358717
ACH-001048,-0.180572319923
ACH-001050,0.20544547
ACH-001053,0.0168802044673
ACH-001054,-0.145558672133
ACH-001061,-0.18248567448800002
ACH-001067,-0.249937456984
ACH-001075,-0.150821207298
ACH-001096,-0.14577809051500001
ACH-001128,0.149987110465
ACH-001134,-0.053569261649699995
ACH-001151,-0.09003703395109999
ACH-001163,-0.210397468791
ACH-001164,-0.316589109775
ACH-001173,-0.122278518909
ACH-001183,-0.11558905908500001
ACH-001184,-0.30208142472399996
ACH-001190,-0.23467114608399997
ACH-001192,-0.354587328104
ACH-001193,0.08630765422289999
ACH-001196,-0.538325528882
ACH-001197,-0.0900821836455
ACH-001205,-0.166675100662
ACH-001211,0.104062994332
ACH-001212,-0.128613005044
ACH-001228,-0.11751687607999999
ACH-001232,-0.273946039426
ACH-001239,-0.270450209459
ACH-001274,-0.176547845583
ACH-001275,-0.0167828697165
ACH-001277,-0.12140620917099999
ACH-001278,-0.198542571408
ACH-001280,-0.543895978329
ACH-001283,-0.46075419338999996
ACH-001289,-0.11411258698799999
ACH-001295,-0.133885166191
ACH-001300,-0.5802530076569999
ACH-001301,-0.260610493328
ACH-001302,-0.136826048202
ACH-001303,-0.20358727308400001
ACH-001306,-0.28989245447399997
ACH-001318,-0.0286323439249
ACH-001322,-0.020444049837700002
ACH-001328,-0.20836462059500002
ACH-001332,-0.318707845547
ACH-001333,-0.423405977677
ACH-001336,0.046603420884499994
ACH-001340,-0.13362512880799998
ACH-001346,-0.303196301389
ACH-001353,-0.0798352158142
ACH-001354,-0.486386338319
ACH-001367,-0.573123248456
ACH-001368,-0.29783251159
ACH-001374,-0.19857839112599998
ACH-001375,-0.17690914629700003
ACH-001377,0.0712911112773
ACH-001380,0.15461958869200002
ACH-001391,-0.0161060666054
ACH-001407,-0.288909479903
ACH-001408,-0.285069993051
ACH-001413,-0.189874660053
ACH-001430,-0.0642695173742
ACH-001431,-0.375533690728
ACH-001450,-0.318282548003
ACH-001496,-0.213595161822
ACH-001500,-0.229157106348
ACH-001521,-0.44081565943400003
ACH-001523,-0.226344346933
ACH-001532,-0.131085251994
ACH-001536,-0.23689813431099999
ACH-001550,-0.123460412075
ACH-001552,-0.0675954538952
ACH-001554,-0.210774576591
ACH-001645,-0.028102218999200002
ACH-001654,-0.16216895791
ACH-001715,-0.0340555367925
ACH-001735,-0.004848796386
ACH-001736,-0.12410877566800001
ACH-001737,-0.513372417393
ACH-001740,-0.271103647137
ACH-001745,-0.19441877264000001
ACH-001750,-0.0441470397769
ACH-001765,-0.23530719598000002
ACH-001956,-0.028378551340400005
ACH-001957,-0.311234793369
