,MRE11A (4361)
ACH-000265,-0.749678791715
ACH-000266,-0.5747855586339999
ACH-000272,-0.33649722690399997
ACH-000273,-1.07072280391
ACH-000274,-0.421274089944
ACH-000277,-0.37287786421400004
ACH-000278,-0.778380621451
ACH-000279,-0.90825251139
ACH-000280,-0.468566122066
ACH-000281,-0.802071571792
ACH-000288,-0.682070255713
ACH-000291,-0.405313470947
ACH-000293,-0.794516615979
ACH-000294,-0.33615577341799996
ACH-000295,-0.551490909304
ACH-000296,-0.609995646553
ACH-000302,-0.21527028955299998
ACH-000304,-0.641675427725
ACH-000307,-0.450681095431
ACH-000308,-0.301117306757
ACH-000310,-0.396018614475
ACH-000311,-0.502584757314
ACH-000312,-0.428470381161
ACH-000315,-0.297060592833
ACH-000316,-0.963415590603
ACH-000317,-0.868704545653
ACH-000318,-0.674201560735
ACH-000319,-0.522174603712
ACH-000320,-0.807877458327
ACH-000322,-0.48676019485600003
ACH-000323,-0.822583435766
ACH-000324,-0.82194727178
ACH-000329,-0.404799661415
ACH-000330,-0.709240649181
ACH-000331,-0.973012492507
ACH-000332,-0.436408178795
ACH-000334,-0.374838822011
ACH-000335,-1.20420816529
ACH-000336,-0.234706539542
ACH-000337,-0.8359683086480001
ACH-000339,-0.659790453096
ACH-000341,-0.697390777621
ACH-000348,-0.555983556294
ACH-000350,-0.501209969807
ACH-000352,-0.262147988626
ACH-000356,-0.479061236543
ACH-000361,-0.539053143508
ACH-000362,-0.501523992902
ACH-000363,-0.013275233332200001
ACH-000364,-0.7396352890279999
ACH-000365,-0.48512201408999994
ACH-000366,-0.49971151400200003
ACH-000368,-0.781534023229
ACH-000374,-1.11104530972
ACH-000375,-0.7458074890559999
ACH-000376,-0.558426968337
ACH-000381,-0.6063402454919999
ACH-000383,-0.171923811096
ACH-000387,-0.295829325069
ACH-000389,-0.7664936723960001
ACH-000390,-0.339278419585
ACH-000393,-0.604746774384
ACH-000395,-0.39832416554300004
ACH-000397,-0.6192466311729999
ACH-000401,-0.490607371734
ACH-000402,-0.37208933598800004
ACH-000403,-0.258210529838
ACH-000404,-0.653979891204
ACH-000406,-0.465173292509
ACH-000407,-0.8382028021719999
ACH-000408,-1.0442399882100002
ACH-000410,-0.703117045192
ACH-000411,-0.7064178388869999
ACH-000414,-0.37879600189900003
ACH-000415,-0.7239669522669999
ACH-000416,-0.5268584700419999
ACH-000420,-0.6350271017970001
ACH-000421,-0.230693955813
ACH-000424,-0.8016171563500001
ACH-000425,-0.312637762982
ACH-000426,-0.27907658329
ACH-000427,-0.680841698268
ACH-000433,-0.658163746233
ACH-000436,-0.200426035243
ACH-000444,-0.7218466727609999
ACH-000445,-0.956083985219
ACH-000448,-0.664340907655
ACH-000450,-0.48939716664800004
ACH-000452,-0.761913817966
ACH-000454,-0.8813369931280001
ACH-000458,-0.751708440129
ACH-000459,-1.07420817137
ACH-000460,-0.771172273422
ACH-000461,-0.9837096695569999
ACH-000463,-0.751456403108
ACH-000464,-0.7860943999690001
ACH-000466,-0.715430924899
ACH-000467,-0.7141777536139999
ACH-000468,-0.591353428527
ACH-000469,-0.756532637916
ACH-000470,-0.6554458895
ACH-000471,-0.819594151699
ACH-000472,-0.468641800686
ACH-000473,-0.569190010625
ACH-000475,-0.451249581392
ACH-000476,-0.23493104084600003
ACH-000477,-0.555891994733
ACH-000480,-0.529658701261
ACH-000481,-0.371548985194
ACH-000483,-0.51291786272
ACH-000484,-0.7408878027060001
ACH-000485,-0.62189848854
ACH-000486,-0.902230659311
ACH-000487,-0.364950939354
ACH-000488,-0.753773984332
ACH-000490,-0.7457471503399999
ACH-000491,-0.283774375099
ACH-000495,-0.457036361687
ACH-000496,-0.803038361155
ACH-000499,-0.924472059026
ACH-000500,-0.676834715637
ACH-000502,-0.68566235581
ACH-000503,-0.448327203591
ACH-000505,-0.6384023335600001
ACH-000507,-0.5697937835019999
ACH-000510,-0.353063760611
ACH-000511,-0.728418073341
ACH-000512,-0.602372972906
ACH-000516,-0.272451252775
ACH-000517,-0.25119132238499997
ACH-000518,-0.5734857353639999
ACH-000520,-0.635685190035
ACH-000521,-0.558003808639
ACH-000522,-0.6877198870919999
ACH-000524,-0.10875928317299999
ACH-000527,-0.5806975112439999
ACH-000528,-0.5564861034499999
ACH-000537,-0.976140123355
ACH-000541,-0.39290605729999994
ACH-000542,-0.661476725756
ACH-000544,-0.8473364827750001
ACH-000545,-0.9198300077889999
ACH-000547,-0.41104080270800003
ACH-000548,-0.7158201932089999
ACH-000549,-0.967179387647
ACH-000550,-0.742649264421
ACH-000552,-0.676159324403
ACH-000556,-0.432060089634
ACH-000557,-0.0356197132786
ACH-000570,-0.7415639667849999
ACH-000571,-0.497476667231
ACH-000573,-0.6740471807170001
ACH-000576,-0.455749977692
ACH-000580,-0.6458916517719999
ACH-000584,-0.549091833931
ACH-000585,-0.6997150813799999
ACH-000588,-0.48874006849299995
ACH-000589,-0.31456437732
ACH-000591,-0.790877135633
ACH-000593,-0.5228939351290001
ACH-000600,-0.365912530947
ACH-000601,-0.7727095638699999
ACH-000604,-0.452462999903
ACH-000605,-0.6731860126629999
ACH-000606,-0.845566677005
ACH-000608,-0.309179758179
ACH-000614,-0.353722276944
ACH-000616,-0.690670281875
ACH-000618,-0.63384900429
ACH-000619,-0.8996866327509999
ACH-000620,-0.257567158503
ACH-000621,-0.45274044787
ACH-000622,-0.392709293479
ACH-000623,-0.7176960370469999
ACH-000624,-0.492771266672
ACH-000627,-0.760848045617
ACH-000630,-0.9488487647139999
ACH-000632,-0.952646872703
ACH-000633,-0.22021655563
ACH-000637,-0.590373026636
ACH-000638,-0.598387841565
ACH-000646,-0.61065751242
ACH-000647,-0.62754200842
ACH-000648,-0.647958823066
ACH-000649,-0.7441706850040001
ACH-000651,-0.645294000732
ACH-000652,-0.45270050352499996
ACH-000653,-0.22190581744100002
ACH-000657,-0.627657575022
ACH-000658,-0.37773783829700003
ACH-000661,-0.571932946687
ACH-000662,-0.61002665244
ACH-000663,-0.341471368755
ACH-000665,-0.9256557337019999
ACH-000671,-0.510524131615
ACH-000673,-0.675449458224
ACH-000676,-0.747068536129
ACH-000677,-0.23901927620400001
ACH-000681,-0.515511768704
ACH-000682,-0.6865928916159999
ACH-000683,-0.558745878153
ACH-000684,-0.707466451806
ACH-000688,-0.714237254017
ACH-000693,-0.7799976721490001
ACH-000694,-0.775148755784
ACH-000695,-0.116022652193
ACH-000696,-0.799040192782
ACH-000697,-0.562591558244
ACH-000699,-0.704000606329
ACH-000701,-0.542778777601
ACH-000706,-0.227530943522
ACH-000711,-0.7712686214360001
ACH-000713,-0.6222256710490001
ACH-000714,-0.580202634789
ACH-000718,-0.629730068913
ACH-000720,-0.572685904889
ACH-000721,-0.805278261321
ACH-000724,-0.523910005668
ACH-000725,-0.4402969955899999
ACH-000732,-0.815166291576
ACH-000734,-0.723455453307
ACH-000735,-0.869810194074
ACH-000736,-0.501748333011
ACH-000738,-0.724549458559
ACH-000746,-0.0136241773257
ACH-000747,-0.688814880532
ACH-000748,-1.32587451441
ACH-000753,-0.696850318162
ACH-000756,-0.7020670211329999
ACH-000757,-0.6217871097950001
ACH-000758,-0.5165489395880001
ACH-000760,-0.31479779701099997
ACH-000763,-0.33614288833000006
ACH-000764,-0.7537922439560001
ACH-000765,-0.939058733061
ACH-000766,-0.20903127647599998
ACH-000767,-0.0965709905139
ACH-000768,-0.7225790082699999
ACH-000769,-0.662824244337
ACH-000770,-0.609389414218
ACH-000771,-0.808813313394
ACH-000773,-0.49827714101099996
ACH-000776,-0.7317032426819999
ACH-000777,-1.08144143431
ACH-000778,-0.727461394581
ACH-000781,-0.6059545827139999
ACH-000782,-0.627455297422
ACH-000783,-0.575540118116
ACH-000784,-0.555846022291
ACH-000785,-0.386908233116
ACH-000787,-0.72398390615
ACH-000788,-0.958207820305
ACH-000791,-0.25531098586199996
ACH-000792,-0.642314290184
ACH-000794,-1.08631509555
ACH-000796,-1.04008385472
ACH-000799,-0.502964302412
ACH-000800,-0.598222935859
ACH-000802,-0.804704048501
ACH-000804,-0.473223449324
ACH-000805,-0.654861050253
ACH-000809,-0.837566327086
ACH-000810,-1.0435670487100002
ACH-000811,-0.395564680665
ACH-000817,-0.638829842889
ACH-000819,-0.692167212974
ACH-000820,-0.620777871063
ACH-000821,-0.393615237508
ACH-000822,-0.326359420077
ACH-000823,-0.570429531204
ACH-000824,-0.732087544093
ACH-000827,-0.5600977011420001
ACH-000829,-0.593562852082
ACH-000831,-0.519421478509
ACH-000832,-0.8813524380169999
ACH-000833,-0.531934860671
ACH-000834,-0.617926561034
ACH-000835,-0.639492117878
ACH-000836,-0.8606934959810001
ACH-000837,-0.46985141939900005
ACH-000838,-0.530679004027
ACH-000839,-0.9983126811669999
ACH-000840,-0.353551769955
ACH-000841,-0.385357479015
ACH-000843,-0.822651066657
ACH-000846,-0.871186501345
ACH-000847,-0.7656061465710001
ACH-000848,-0.35599937138300003
ACH-000849,-0.870782173655
ACH-000851,-0.489265634774
ACH-000855,-0.637054416395
ACH-000856,-0.6362202085459999
ACH-000858,-0.8093730157469999
ACH-000859,-0.9492503374160001
ACH-000861,-0.662967145558
ACH-000862,-0.431118661438
ACH-000865,-0.7167204519149999
ACH-000866,-0.9494849116159999
ACH-000867,-0.187863143257
ACH-000869,-0.373206644634
ACH-000872,-0.8377720012459999
ACH-000873,-0.835279402695
ACH-000876,-0.334140883195
ACH-000878,-1.1245980425700002
ACH-000880,-0.6233986207209999
ACH-000881,-0.623728018538
ACH-000882,-0.809140389972
ACH-000884,-0.5629488013639999
ACH-000885,-0.34181323331
ACH-000887,-0.8640548703409999
ACH-000888,-0.43802319714500004
ACH-000889,-0.521052741875
ACH-000890,-0.830652755567
ACH-000896,-0.611694618346
ACH-000898,-0.101754453285
ACH-000900,-0.528326374123
ACH-000901,-0.8980987814810001
ACH-000905,-0.556326659824
ACH-000906,-1.0258289929
ACH-000907,-0.788517990221
ACH-000910,-0.35291264941699996
ACH-000911,-0.693772731082
ACH-000912,-0.7137163017229999
ACH-000913,-0.435558503875
ACH-000915,-0.472027098601
ACH-000916,-1.05129281425
ACH-000917,-0.616101334888
ACH-000921,-0.7950925557870001
ACH-000924,-0.375691430691
ACH-000926,-0.490792366477
ACH-000928,-0.458349810876
ACH-000929,-0.821351022068
ACH-000932,-0.460913318679
ACH-000935,-0.42873728813600004
ACH-000936,-0.534400358396
ACH-000937,-0.8208873022480001
ACH-000938,-0.543528509987
ACH-000939,-0.6421376634279999
ACH-000941,-0.621311508553
ACH-000943,-0.8365699356209999
ACH-000946,-0.782467524777
ACH-000947,-0.608661828173
ACH-000948,-0.42814162992
ACH-000950,-0.486061585335
ACH-000953,-0.9621976398700001
ACH-000957,-0.8914650563359999
ACH-000958,-0.793142154295
ACH-000960,-0.893137688971
ACH-000963,-0.7087954943170001
ACH-000968,-0.6390133887089999
ACH-000969,-0.487544117896
ACH-000973,-0.967035854776
ACH-000974,-0.74154648553
ACH-000975,-0.207995351974
ACH-000976,-0.5987849492289999
ACH-000978,-1.07619729701
ACH-000980,-0.36173410377400006
ACH-000984,-0.676151426273
ACH-000986,-0.736695342298
ACH-000988,-0.905344558205
ACH-000993,-0.390530292295
ACH-000994,-0.465315649823
ACH-000996,-0.642236241622
ACH-001001,-0.882091106169
ACH-001020,-0.858271059491
ACH-001028,-0.928997971142
ACH-001031,-0.448858143156
ACH-001038,-0.39404130094499995
ACH-001048,-0.7079294813779999
ACH-001050,-0.43301732983400004
ACH-001053,-0.47500415334299995
ACH-001054,-0.7451061476690001
ACH-001061,-0.940964902404
ACH-001067,-0.451974806858
ACH-001075,-0.532832492406
ACH-001096,-0.871572876884
ACH-001128,-0.603946888999
ACH-001134,-0.515475043943
ACH-001151,-0.498570167003
ACH-001163,-0.27511151338
ACH-001164,-0.461524424661
ACH-001173,-0.8233164377609999
ACH-001183,-0.788020243738
ACH-001184,-0.444353098039
ACH-001190,-0.5458694537259999
ACH-001192,-0.9204266330869999
ACH-001193,-0.501876415721
ACH-001196,-0.633443080992
ACH-001197,-0.635232393708
ACH-001205,-0.7509411707520001
ACH-001211,-0.6503795632
ACH-001212,-0.384263604188
ACH-001228,-0.41591228513499995
ACH-001232,-1.20158474304
ACH-001239,-0.369490490697
ACH-001274,-0.767022384314
ACH-001275,-0.34166859203500005
ACH-001277,-0.58292022571
ACH-001278,-0.383365787557
ACH-001280,-0.5212494954110001
ACH-001283,-0.7250731369419999
ACH-001289,-0.288461898127
ACH-001295,-0.892564116364
ACH-001300,-0.602649728322
ACH-001301,-0.6205026977970001
ACH-001302,-0.7657551907889999
ACH-001303,-0.492592242263
ACH-001306,-0.8039966873209999
ACH-001318,-0.462393647649
ACH-001322,-0.824855999973
ACH-001328,-0.7653229042470001
ACH-001332,-0.958903498681
ACH-001333,-0.7448507327130001
ACH-001336,-1.05860572735
ACH-001340,-0.843896451737
ACH-001346,-0.527687907131
ACH-001353,-0.468435931488
ACH-001354,-0.653871302832
ACH-001367,-0.850878858421
ACH-001368,-0.396038453643
ACH-001374,-0.992127533216
ACH-001375,-0.218055122587
ACH-001377,-0.5244260922389999
ACH-001380,-0.5032678340510001
ACH-001391,-0.428830839022
ACH-001407,-0.816395192699
ACH-001408,-0.625435251456
ACH-001413,-0.5772915708340001
ACH-001430,-0.96364210794
ACH-001431,-0.844790727361
ACH-001450,-0.64415075822
ACH-001496,-0.633884321966
ACH-001500,-0.541308423935
ACH-001521,-0.530125597343
ACH-001523,-0.707608259583
ACH-001532,-0.41482638001100003
ACH-001536,-0.725849789305
ACH-001550,-0.581611747634
ACH-001552,-0.5848737776340001
ACH-001554,-0.643939476036
ACH-001645,-0.311893020023
ACH-001654,-0.719449659584
ACH-001715,-0.63237566701
ACH-001735,-0.524928093618
ACH-001736,-0.601519930045
ACH-001737,-0.600228513719
ACH-001740,-0.71011213949
ACH-001745,-0.503172948011
ACH-001750,-0.470538179903
ACH-001765,-0.714771894595
ACH-001956,-0.40286393816
ACH-001957,-0.358024460142
