,RAN (5901)
ACH-000424,-2.2088646763799997
ACH-000425,-2.13183698475
ACH-000426,-3.3006038715099995
ACH-000427,-2.0985992758500003
ACH-000433,-1.98144344185
ACH-000436,-2.5566143154299996
ACH-000444,-2.37749557041
ACH-000445,-1.45790865533
ACH-000448,-2.54085123496
ACH-000450,-3.0301815629
ACH-000452,-2.3108015862099998
ACH-000454,-2.33873681591
ACH-000458,-2.51719533893
ACH-000459,-3.36877585669
ACH-000460,-2.23973345504
ACH-000461,-2.38651724336
ACH-000463,-2.356659458
ACH-000464,-2.17173391735
ACH-000466,-2.70195078737
ACH-000467,-2.28904404161
ACH-000468,-2.5991693971000003
ACH-000469,-2.21343291809
ACH-000470,-2.51186480358
ACH-000471,-2.0497670924799998
ACH-000472,-2.4944402917099997
ACH-000473,-2.26207854962
ACH-000475,-2.46465424651
ACH-000476,-2.44820871659
ACH-000477,-3.4428165385800003
ACH-000480,-2.30129395424
ACH-000481,-2.65235130688
ACH-000483,-3.3235172833599997
ACH-000484,-2.44618108253
ACH-000485,-2.6465993586
ACH-000486,-2.1669729395900004
ACH-000487,-2.64043244188
ACH-000488,-2.39318838203
ACH-000490,-2.39916773997
ACH-000491,-2.60213821845
ACH-000495,-2.07239841651
ACH-000496,-2.2909936372099997
ACH-000499,-2.1497109402400003
ACH-000500,-2.40863290127
ACH-000502,-2.19746934825
ACH-000503,-2.07055379062
ACH-000505,-2.3333880247
ACH-000507,-2.11507177137
ACH-000510,-2.28451937534
ACH-000511,-1.9995643123900002
ACH-000512,-1.9374300198099998
ACH-000516,-2.1754842388499998
ACH-000517,-2.3725714347
ACH-000518,-2.10565174727
ACH-000520,-2.56467606446
ACH-000521,-1.8814379687599998
ACH-000522,-2.34401319526
ACH-000524,-2.9879194402900002
ACH-000527,-2.37882227347
ACH-000528,-2.17735368199
ACH-000537,-2.56709708661
ACH-000541,-2.5770036092299997
ACH-000542,-2.1799879072
ACH-000544,-1.93597254557
ACH-000545,-2.10232516621
ACH-000547,-2.58251582906
ACH-000548,-2.32428144301
ACH-000549,-2.19949463489
ACH-000550,-2.08809728801
ACH-000552,-2.26437051252
ACH-000556,-2.49975896822
ACH-000557,-3.1548333153099994
ACH-000570,-2.32837461509
ACH-000571,-3.18618532893
ACH-000573,-2.36123583582
ACH-000576,-2.4939970585099998
ACH-000580,-2.52927510664
ACH-000584,-2.38684704083
ACH-000585,-2.24435041996
ACH-000588,-2.3118134770500003
ACH-000589,-2.34078452284
ACH-000591,-2.16738573945
ACH-000593,-2.31255486992
ACH-000600,-2.6237854561400002
ACH-000601,-2.34902488152
ACH-000604,-2.7746086706299997
ACH-000605,-2.28655769384
ACH-000606,-1.77523640292
ACH-000608,-3.1141344818400003
ACH-000614,-2.4945228776599997
ACH-000616,-1.8460242008099996
ACH-000618,-2.41562553458
ACH-000619,-2.30633238426
ACH-000620,-2.41676943649
ACH-000621,-2.3530562220099998
ACH-000622,-2.50003754095
ACH-000623,-2.2130051758000002
ACH-000624,-2.40676800971
ACH-000627,-2.16238921134
ACH-000630,-2.0014481203
ACH-000632,-2.4652581691699997
ACH-000633,-2.6535373527900004
ACH-000637,-2.64240519164
ACH-000638,-2.50169539191
ACH-000646,-3.14274929093
ACH-000647,-2.09916066933
ACH-000648,-2.55412598789
ACH-000649,-2.29114058616
ACH-000651,-2.34936894887
ACH-000652,-1.901758441
ACH-000653,-2.81232729055
ACH-000657,-2.5779966554
ACH-000658,-2.55991022895
ACH-000661,-2.85344009523
ACH-000662,-2.80261047148
ACH-000663,-2.36314560738
ACH-000665,-2.02697307126
ACH-000671,-2.28532598634
ACH-000673,-2.09907795191
ACH-000676,-1.94917319156
ACH-000677,-3.0252449974
ACH-000681,-2.41358917043
ACH-000682,-2.2855177292200004
ACH-000683,-2.21783977753
ACH-000684,-1.84079320762
ACH-000688,-2.11094121774
ACH-000693,-2.2671147189400003
ACH-000694,-2.22832062889
ACH-000695,-1.99172719838
ACH-000696,-2.1266157463599997
ACH-000697,-1.98824227104
ACH-000699,-2.8514640037400003
ACH-000701,-2.35443686297
ACH-000706,-2.36859731193
ACH-000711,-2.29445442355
ACH-000713,-1.8715344295200003
ACH-000714,-2.49072148865
ACH-000718,-2.54293876904
ACH-000720,-2.26537991047
ACH-000721,-2.31389717314
ACH-000724,-4.52002559525
ACH-000725,-2.6785955864099997
ACH-000732,-1.89158173879
ACH-000734,-2.2932596045599998
ACH-000735,-2.00502602716
ACH-000736,-2.6424877204099997
ACH-000738,-2.37980494524
ACH-000746,-2.72668899496
ACH-000747,-2.24161298972
ACH-000748,-2.2152993270200003
ACH-000753,-2.35698874177
ACH-000756,-2.31091869905
ACH-000757,-2.07863895137
ACH-000758,-1.9710767026499998
ACH-000760,-1.94253529437
ACH-000763,-2.98084338717
ACH-000764,-1.73875604572
ACH-000765,-2.3803767973
ACH-000766,-2.39893251244
ACH-000767,-2.3517867306999998
ACH-000768,-2.42135141312
ACH-000769,-2.2699364003299998
ACH-000770,-2.7184026691799996
ACH-000771,-2.21544152853
ACH-000773,-2.55797165553
ACH-000776,-2.4325119682
ACH-000777,-2.53309859748
ACH-000778,-3.3777052335500004
ACH-000781,-2.51327372127
ACH-000782,-2.44944430549
ACH-000783,-2.7116709131
ACH-000784,-2.25019770621
ACH-000785,-2.5424651906
ACH-000787,-2.24239173532
ACH-000788,-2.34514000281
ACH-000791,-2.1462620296
ACH-000792,-2.45102715463
ACH-000794,-2.13092486444
ACH-000796,-2.32339918209
ACH-000799,-1.9266348035799998
ACH-000800,-3.1390601982599997
ACH-000802,-2.22516162351
ACH-000804,-2.47263723751
ACH-000805,-2.0621730704
ACH-000809,-2.5169741663900003
ACH-000810,-2.27225021952
ACH-000811,-2.23599430258
ACH-000817,-2.35173710313
ACH-000819,-1.6813569971899998
ACH-000820,-2.1111715216699998
ACH-000821,-3.15900923494
ACH-000822,-2.6654217567900003
ACH-000823,-2.35679964088
ACH-000824,-2.6959613731400003
ACH-000827,-2.28773683826
ACH-000829,-2.1936817899900003
ACH-000831,-2.3796154926499997
ACH-000832,-2.1893454712900002
ACH-000833,-3.19689505858
ACH-000834,-2.59808140647
ACH-000835,-2.06262605774
ACH-000836,-2.1390295973900004
ACH-000837,-2.48578180092
ACH-000838,-3.1657354150700003
ACH-000839,-1.7944542176599998
ACH-000840,-2.29725585409
ACH-000841,-2.31724842248
ACH-000843,-2.25424560526
ACH-000846,-2.364662479
ACH-000847,-2.1449541738
ACH-000848,-2.0290597398
ACH-000849,-2.4102549128599997
ACH-000851,-2.11760165004
ACH-000855,-2.52625933106
ACH-000856,-2.64564110495
ACH-000858,-2.44013258949
ACH-000859,-2.10557483192
ACH-000861,-2.5513930348700002
ACH-000862,-2.57106416736
ACH-000865,-2.25558335686
ACH-000866,-2.37492906657
ACH-000867,-2.5741795076400003
ACH-000869,-2.52386654793
ACH-000872,-2.0709383636500003
ACH-000873,-1.7499687920099998
ACH-000876,-2.9800082405799997
ACH-000878,-2.48411979433
ACH-000880,-2.57340813001
ACH-000881,-2.496605496
ACH-000882,-2.28566504423
ACH-000884,-2.3980830328200002
ACH-000885,-2.2113043345
ACH-000887,-2.14046277469
ACH-000888,-2.1404041517700003
ACH-000889,-2.5258522271
ACH-000890,-2.07391223451
ACH-000896,-2.2174444642099997
ACH-000898,-2.42146994885
ACH-000900,-2.42837979959
ACH-000901,-2.52841368481
ACH-000905,-2.2881408687700002
ACH-000906,-2.45744310927
ACH-000907,-1.5806154643099999
ACH-000910,-2.5344243680500003
ACH-000911,-2.2215500697999997
ACH-000912,-2.4159236509
ACH-000913,-2.17590555712
ACH-000915,-2.27846263862
ACH-000916,-2.38091776709
ACH-000917,-2.13135686177
ACH-000921,-2.17666396086
ACH-000924,-2.0093331402400003
ACH-000926,-2.19889173532
ACH-000928,-2.4074824549000002
ACH-000929,-2.49206821791
ACH-000932,-2.37918109224
ACH-000935,-2.20150197045
ACH-000936,-2.18295763293
ACH-000937,-3.1382395019
ACH-000938,-2.6864919531700004
ACH-000939,-2.25151344057
ACH-000941,-2.44114814215
ACH-000943,-2.42530155564
ACH-000946,-2.33831989892
ACH-000947,-2.6238063986099998
ACH-000948,-2.3889630125799997
ACH-000950,-1.50988183679
ACH-000953,-2.8761399319599996
ACH-000957,-2.06927940401
ACH-000958,-2.13744896025
ACH-000960,-2.90774494559
ACH-000963,-2.4009264532700003
ACH-000968,-2.9398815361299997
ACH-000969,-2.3497011508
ACH-000973,-2.2420973264099997
ACH-000974,-2.11887848972
ACH-000975,-2.08988782018
ACH-000976,-2.3819084888699997
ACH-000978,-3.48195404976
ACH-000980,-2.53287498433
ACH-000984,-1.7734071389500001
ACH-000986,-1.9646902995299997
ACH-000988,-2.41452422726
ACH-000993,-2.4531156766900004
ACH-000994,-2.86802663176
ACH-000996,-2.06404455873
ACH-001001,-2.39422462786
ACH-001020,-1.86785325023
ACH-001028,-2.4304180279599996
ACH-001031,-2.3237352409
ACH-001038,-2.56873538163
ACH-001048,-2.2753559368
ACH-001050,-1.8089875846
ACH-001053,-2.27716121557
ACH-001054,-2.28602147885
ACH-001061,-2.1085938354900002
ACH-001067,-2.2431588482400002
ACH-001075,-2.06605928136
ACH-001096,-2.52831652223
ACH-001128,-2.4178876070400004
ACH-001134,-2.21918241962
ACH-001151,-2.38617908374
ACH-001163,-2.11975793087
ACH-001164,-2.23831761708
ACH-001173,-2.3595825800099997
ACH-001183,-2.32756711844
ACH-001184,-2.44385977621
ACH-001190,-1.82141530115
ACH-001192,-2.1727233734
ACH-001193,-1.92091287939
ACH-001196,-2.16850406835
ACH-001197,-2.7554705779799997
ACH-001205,-2.06158236534
ACH-001211,-1.83366471188
ACH-001212,-2.1192824066
ACH-001228,-3.0496255976599995
ACH-001232,-1.75996156837
ACH-001239,-2.47895287798
ACH-001274,-2.12980481062
ACH-001275,-2.21630638192
ACH-001277,-1.97811936431
ACH-001278,-2.5671178119799998
ACH-001280,-2.47724225002
ACH-001283,-2.45533021675
ACH-001289,-2.6579220074700003
ACH-001295,-2.5739404998599995
ACH-001300,-2.17965268628
ACH-001301,-2.24822082336
ACH-001302,-2.23074040344
ACH-001303,-2.67354844301
ACH-001306,-2.1443828796099997
ACH-001318,-2.32701892588
ACH-001322,-1.95991597979
ACH-001328,-2.51694619514
ACH-001332,-1.35361547102
ACH-001333,-2.2382898909
ACH-001336,-2.0768933429
ACH-001340,-2.4260296222499997
ACH-001346,-2.15249562055
ACH-001353,-2.18318260036
ACH-001354,-2.77662605956
ACH-001367,-1.7575740483900002
ACH-001368,-2.39534599033
ACH-001374,-1.5300217974
ACH-001375,-1.9978433742099997
ACH-001377,-2.6589999726599998
ACH-001380,-2.24859297467
ACH-001391,-2.30697852447
ACH-001407,-2.25316424724
ACH-001408,-2.72025341865
ACH-001413,-2.00069499241
ACH-001430,-1.98620247333
ACH-001431,-2.52084211216
ACH-001450,-2.51875404305
ACH-001496,-2.20713949402
ACH-001500,-2.3845588089099996
ACH-001521,-2.66827526227
ACH-001523,-2.3303408798599996
ACH-001532,-2.6276244159599997
ACH-001536,-2.29875765479
ACH-001550,-2.11605262949
ACH-001552,-1.88631122832
ACH-001554,-2.62547006032
ACH-001645,-2.6859921365400004
ACH-001654,-2.61868250409
ACH-001715,-2.14971383094
ACH-001735,-2.6951541846700002
ACH-001736,-3.08017852811
ACH-001737,-3.6401355915199995
ACH-001740,-2.43757797615
ACH-001745,-2.4783458501199997
ACH-001750,-2.37174447757
ACH-001765,-2.68656031588
ACH-001956,-2.54923346091
ACH-001957,-2.44244535631
