,GRIN2D (2906)
ACH-000518,-0.129832183713
ACH-000520,-0.23115315983399998
ACH-000521,-0.0994622471864
ACH-000522,-0.060498435562800004
ACH-000524,-0.270258357142
ACH-000527,-0.259997486208
ACH-000528,-0.22664529243700002
ACH-000537,-0.36002353818000005
ACH-000541,-0.08557266308700001
ACH-000542,-0.178093632431
ACH-000544,-0.12999449997
ACH-000545,0.0639853978173
ACH-000547,-0.37271900891000004
ACH-000548,-0.17865194374200002
ACH-000549,-0.256761634691
ACH-000550,-0.283737157251
ACH-000552,-0.340114180057
ACH-000556,-0.38701101717200004
ACH-000557,-0.128289056576
ACH-000570,-0.23343584720899999
ACH-000571,-0.307017543898
ACH-000573,-0.227940212773
ACH-000576,-0.165032365876
ACH-000580,-0.136800450506
ACH-000584,-0.267177270801
ACH-000585,-0.312625614711
ACH-000588,-0.175926090721
ACH-000589,-0.22316894059099998
ACH-000591,-0.170340711422
ACH-000593,-0.186417003746
ACH-000600,-0.14106394205199999
ACH-000601,-0.225912676963
ACH-000604,-0.00732989906446
ACH-000605,-0.261644453793
ACH-000606,-0.185778926473
ACH-000608,-0.3104141131
ACH-000614,-0.118347609283
ACH-000616,-0.271832477605
ACH-000618,-0.133706240141
ACH-000619,0.056340154109699996
ACH-000620,-0.451378490286
ACH-000621,-0.21675852139600002
ACH-000622,-0.0860301222556
ACH-000623,-0.153056310306
ACH-000624,-0.35730840103100003
ACH-000627,-0.225568772605
ACH-000630,-0.143825125991
ACH-000632,-0.256881985838
ACH-000633,-0.225807580085
ACH-000637,-0.36004902306500003
ACH-000638,-0.19745596881799998
ACH-000646,-0.291731356215
ACH-000647,-0.0965391698962
ACH-000648,-0.12613936235099998
ACH-000649,-0.184736289331
ACH-000651,-0.229010538383
ACH-000652,-0.116804124923
ACH-000653,-0.266630313804
ACH-000657,-0.23077641425599998
ACH-000658,-0.124215727785
ACH-000661,-0.204757928662
ACH-000662,-0.372304021981
ACH-000663,-0.352726477515
ACH-000665,-0.183831285321
ACH-000671,-0.21212338632599997
ACH-000673,-0.0948460964023
ACH-000676,-0.220236864432
ACH-000677,-0.251010417868
ACH-000681,-0.187965698832
ACH-000682,-0.235655313747
ACH-000683,-0.08880180168510002
ACH-000684,-0.08188170884160001
ACH-000688,-0.080767538808
ACH-000693,-0.268511583291
ACH-000694,-0.16832839832000002
ACH-000695,-0.242679515215
ACH-000696,-0.341428283807
ACH-000697,-0.156635129028
ACH-000699,-0.372823129561
ACH-000701,-0.198584770174
ACH-000706,-0.106700938657
ACH-000711,-0.30862064349
ACH-000713,-0.11142069754799999
ACH-000714,-0.20906247344999998
ACH-000718,-0.217901868044
ACH-000720,-0.207361423136
ACH-000721,-0.251529053354
ACH-000724,-0.442378933083
ACH-000725,-0.42494188327699994
ACH-000732,-0.00481291802828
ACH-000734,-0.366004188896
ACH-000735,-0.0384752232309
ACH-000736,-0.350142804477
ACH-000738,-0.256966929171
ACH-000746,-0.16318934825099998
ACH-000747,-0.137275600222
ACH-000748,-0.211936536598
ACH-000753,-0.130855722078
ACH-000756,-0.40666462554099997
ACH-000757,-0.197799447342
ACH-000758,-0.202353550285
ACH-000760,-0.24250601418
ACH-000763,-0.235822567421
ACH-000764,-0.44963053923100005
ACH-000765,-0.256359805965
ACH-000766,-0.202514536395
ACH-000767,-0.0917563430466
ACH-000768,-0.131066075742
ACH-000769,-0.317804100925
ACH-000770,-0.21018437023400002
ACH-000771,-0.18278918120999998
ACH-000773,-0.213303542386
ACH-000776,-0.49374194642700003
ACH-000777,-0.277125395193
ACH-000778,-0.272268622719
ACH-000781,-0.274728775608
ACH-000782,-0.124434166874
ACH-000783,-0.198763477039
ACH-000784,-0.20310519417999998
ACH-000785,-0.192453865792
ACH-000787,-0.379901582809
ACH-000788,-0.244388524236
ACH-000791,-0.23882516929900002
ACH-000792,-0.41521885784
ACH-000794,-0.0707704996523
ACH-000796,-0.20941579811799999
ACH-000799,-0.407555560322
ACH-000800,-0.22204224856899998
ACH-000802,-0.17566507407499998
ACH-000804,-0.126219986978
ACH-000805,-0.38239953730899995
ACH-000809,-0.22468945540899998
ACH-000810,-0.19715372862999997
ACH-000811,-0.208489426371
ACH-000817,-0.09967603423089999
ACH-000819,-0.334274777921
ACH-000820,-0.241781091779
ACH-000821,-0.0168398641698
ACH-000822,-0.30958090354
ACH-000823,-0.21317458319600002
ACH-000824,-0.490756595045
ACH-000827,-0.251627104925
ACH-000829,-0.181168272563
ACH-000831,-0.289062463133
ACH-000832,-0.07535839774160001
ACH-000833,-0.458969537657
ACH-000834,-0.134446048891
ACH-000835,-0.191754832214
ACH-000836,-0.09060709217260002
ACH-000837,-0.27869344735199997
ACH-000838,-0.0380644032241
ACH-000839,-0.052723957321800005
ACH-000840,-0.189805294205
ACH-000841,-0.24626996867400003
ACH-000843,-0.362430809392
ACH-000846,-0.291918154433
ACH-000847,-0.309374845544
ACH-000848,-0.17662523550599998
ACH-000849,-0.136693044452
ACH-000851,-0.007708011095
ACH-000855,-0.22198408102699999
ACH-000856,-0.20569339419
ACH-000858,-0.253450913106
ACH-000859,-0.150388353686
ACH-000861,-0.171075094078
ACH-000862,0.0168682793222
ACH-000865,-0.3022238732
ACH-000866,-0.221475863464
ACH-000867,-0.163006232967
ACH-000869,-0.206373403668
ACH-000872,-0.220268914551
ACH-000873,-0.0193840110867
ACH-000876,-0.151874779319
ACH-000878,-0.36024914411799996
ACH-000880,-0.245370388906
ACH-000881,-0.300721802182
ACH-000882,-0.240697531856
ACH-000884,-0.22042185939199999
ACH-000885,-0.106771127014
ACH-000887,-0.370913527625
ACH-000888,-0.09190658736400001
ACH-000889,-0.100499995582
ACH-000890,-0.144329375507
ACH-000896,-0.21066153402499999
ACH-000898,-0.281939136571
ACH-000900,-0.270407266872
ACH-000901,-0.305574631712
ACH-000905,-0.17192440801699999
ACH-000906,-0.28016791703099997
ACH-000907,-0.030030029150299998
ACH-000910,-0.225649148416
ACH-000911,-0.351864224494
ACH-000912,-0.15783596771299999
ACH-000913,-0.115954365432
ACH-000915,-0.38426652322
ACH-000916,-0.539405635916
ACH-000917,-0.474261692893
ACH-000921,-0.162796448918
ACH-000924,-0.0971652588212
ACH-000926,-0.126874332731
ACH-000928,-0.526270080405
ACH-000929,-0.0899848039181
ACH-000932,-0.105945929539
ACH-000935,-0.28417021380199997
ACH-000936,-0.277697527326
ACH-000937,-0.178864669168
ACH-000938,-0.19907944841400002
ACH-000939,-0.14793065715
ACH-000941,-0.427134656311
ACH-000943,-0.172889387586
ACH-000946,-0.438867884403
ACH-000947,-0.260857389947
ACH-000948,-0.24517067332800002
ACH-000950,-0.302404910002
ACH-000953,-0.21142544128
ACH-000957,-0.195306346458
ACH-000958,-0.373512216052
ACH-000960,-0.202997611716
ACH-000963,-0.179126081057
ACH-000968,-0.182683404863
ACH-000969,-0.233346043879
ACH-000973,-0.11680314107
ACH-000974,-0.25174944115200004
ACH-000975,-0.166508875813
ACH-000976,-0.207202110937
ACH-000978,-0.551126206229
ACH-000980,-0.24451971805199998
ACH-000984,-0.239516785459
ACH-000986,-0.019189170927400002
ACH-000988,-0.25017046674800003
ACH-000993,-0.33348543373399997
ACH-000994,-0.178972213858
ACH-000996,-0.24456268937399997
ACH-001001,-0.23427544305700002
ACH-001020,-0.058333397483599995
ACH-001028,-0.133079220045
ACH-001031,-0.262144537983
ACH-001038,-0.225887063616
ACH-001048,-0.14407459174599999
ACH-001050,-0.08450932632310001
ACH-001053,-0.216626208645
ACH-001054,-0.21552576161200002
ACH-001061,-0.22563710919
ACH-001067,-0.311001111426
ACH-001075,-0.08993014134060001
ACH-001096,-0.298737684086
ACH-001128,-0.288924400074
ACH-001134,-0.329335284496
ACH-001151,-0.15878810446
ACH-001163,-0.184583101327
ACH-001164,-0.06250070779860001
ACH-001173,-0.26032945547200004
ACH-001183,-0.229746136081
ACH-001184,-0.0856808822258
ACH-001190,-0.373405131928
ACH-001192,-0.36188923521300004
ACH-001193,-0.17330878082600001
ACH-001196,-0.133568864328
ACH-001197,-0.05373447652630001
ACH-001205,-0.201105292562
ACH-001211,-0.09187364802510001
ACH-001212,-0.267907166147
ACH-001228,-0.26556418415399996
ACH-001232,-0.041816880649699996
ACH-001239,-0.06978674661619999
ACH-001274,-0.176618220496
ACH-001275,-0.187033186852
ACH-001277,-0.339899025832
ACH-001278,-0.231171394974
ACH-001280,-0.355204253671
ACH-001283,-0.114734122471
ACH-001289,-0.305322330122
ACH-001295,-0.169959838532
ACH-001300,-0.324083067229
ACH-001301,-0.596902271509
ACH-001302,-0.294346113609
ACH-001303,-0.12630892503399999
ACH-001306,-0.044832026214199995
ACH-001318,-0.104972923516
ACH-001322,-0.10410368287699999
ACH-001328,-0.150331790811
ACH-001332,-0.22524830003899998
ACH-001333,-0.39203310791199997
ACH-001336,-0.29326480795800003
ACH-001340,-0.25013956267
ACH-001346,-0.151309050374
ACH-001353,-0.26389439200599996
ACH-001354,-0.06802485551
ACH-001367,-0.192963623195
ACH-001368,-0.201580409232
ACH-001374,-0.309234578741
ACH-001375,-0.255319443435
ACH-001377,-0.226940023647
ACH-001380,-0.174804655515
ACH-001391,-0.43191081117700003
ACH-001407,-0.144451373685
ACH-001408,-0.135104968729
ACH-001413,-0.352340416279
ACH-001430,-0.31177215752
ACH-001431,-0.35033980092100003
ACH-001450,-0.162404371648
ACH-001496,-0.35786303199
ACH-001500,-0.237023177965
ACH-001521,-0.22889335256499999
ACH-001523,-0.173852922175
ACH-001532,-0.107407481076
ACH-001536,-0.234548433998
ACH-001550,-0.31949466866799997
ACH-001552,-0.19685756162300003
ACH-001554,-0.183807390683
ACH-001645,-0.293819403448
ACH-001654,-0.30281055170800003
ACH-001715,0.035896094180400004
ACH-001735,-0.28989981075
ACH-001736,-0.112561451154
ACH-001737,-0.165433534586
ACH-001740,-0.34001599886399997
ACH-001745,-0.339496131438
ACH-001750,-0.241195566098
ACH-001765,-0.30846032631299997
ACH-001956,-0.266877602621
ACH-001957,-0.261319025833
