,SLIRP (81892)
ACH-000390,-0.49183702389300005
ACH-000393,-0.309088583039
ACH-000395,-0.15002859311300001
ACH-000397,-0.09945063081569999
ACH-000401,-0.38903602327
ACH-000402,0.0636342135104
ACH-000403,-0.317558964983
ACH-000404,-0.465522157864
ACH-000406,-0.15210509223
ACH-000407,-0.339490218683
ACH-000408,-0.152386387845
ACH-000410,-0.376444518023
ACH-000411,-0.198984497165
ACH-000414,-0.213699024035
ACH-000415,-0.258881521113
ACH-000416,-0.23441809139199998
ACH-000420,-0.348056107837
ACH-000421,-0.225960125359
ACH-000424,-0.170446603034
ACH-000425,-0.257465676069
ACH-000426,-0.31082777822200003
ACH-000427,-0.620809270715
ACH-000433,-0.298150559897
ACH-000436,-0.26352284414500005
ACH-000444,-0.211440919877
ACH-000445,-0.27838236164700003
ACH-000448,-0.265841428617
ACH-000450,-0.669490544276
ACH-000452,-0.223365271929
ACH-000454,-0.27907815351
ACH-000458,-0.344997875452
ACH-000459,-0.606243511317
ACH-000460,-0.167842528488
ACH-000461,-0.226653078906
ACH-000463,-0.11028575014599999
ACH-000464,-0.282505580821
ACH-000466,-0.19581073998100001
ACH-000467,-0.46259323020800003
ACH-000468,0.08477102950349999
ACH-000469,-0.21680188358000002
ACH-000470,-0.0978780184339
ACH-000471,-0.27493823708500004
ACH-000472,-0.35529615617700006
ACH-000473,-0.237501793766
ACH-000475,-0.30074244763700003
ACH-000476,-0.41874501569300004
ACH-000477,0.0551631626819
ACH-000480,-0.354167538948
ACH-000481,-0.266483804549
ACH-000483,-0.544687007187
ACH-000484,-0.35018072496299996
ACH-000485,-0.29408804666
ACH-000486,-0.293027199028
ACH-000487,-0.475346459314
ACH-000488,-0.400870630511
ACH-000490,-0.364398643733
ACH-000491,-0.406046554322
ACH-000495,-0.467363178732
ACH-000496,-0.199040797681
ACH-000499,-0.416464971719
ACH-000500,-0.36952857691200003
ACH-000502,-0.22624710295400002
ACH-000503,-0.18516245272
ACH-000505,-0.162630539577
ACH-000507,-0.38942176158200004
ACH-000510,-0.308382224647
ACH-000511,-0.361050307428
ACH-000512,-0.660497548525
ACH-000516,-0.40770499385799996
ACH-000517,-0.211090822071
ACH-000518,-0.391197716431
ACH-000520,-0.277710399436
ACH-000521,-0.0413255922018
ACH-000522,-0.309084681043
ACH-000524,-0.17688722948600002
ACH-000527,-0.310989239415
ACH-000528,-0.27220431627700004
ACH-000537,-0.336248449781
ACH-000541,-0.670147145394
ACH-000542,-0.046066418234999996
ACH-000544,-0.361289178836
ACH-000545,-0.44485458914
ACH-000547,-0.363403404387
ACH-000548,-0.131199859717
ACH-000549,-0.34617494992200004
ACH-000550,-0.405157500767
ACH-000552,-0.229332881533
ACH-000556,-0.43136385912
ACH-000557,-0.167096144817
ACH-000570,-0.333466803965
ACH-000571,-0.212472490085
ACH-000573,-0.434613618472
ACH-000576,-0.179295714473
ACH-000580,-0.05470636534530001
ACH-000584,-0.292690120082
ACH-000585,-0.31084367698800003
ACH-000588,-0.321952398729
ACH-000589,-0.293889772374
ACH-000591,-0.24366199078499998
ACH-000593,-0.288251344199
ACH-000600,-0.349101103001
ACH-000601,-0.253299526387
ACH-000604,-0.319721702294
ACH-000605,-0.231359331416
ACH-000606,-0.26589736846400003
ACH-000608,-0.277120314606
ACH-000614,-0.24601409913000002
ACH-000616,-0.12134816271500001
ACH-000618,-0.34293869850599995
ACH-000619,-0.43459161221799997
ACH-000620,-0.278532319415
ACH-000621,-0.344134071693
ACH-000622,-0.307430423378
ACH-000623,-0.359926523918
ACH-000624,-0.098471631747
ACH-000627,-0.14175839944
ACH-000630,-0.534897257779
ACH-000632,-0.132939721855
ACH-000633,-0.517437868602
ACH-000637,-0.19263936628400002
ACH-000638,-0.129451931435
ACH-000646,-0.27440651528
ACH-000647,-0.44841154583000004
ACH-000648,-0.295769336099
ACH-000649,-0.254209086842
ACH-000651,-0.434031329629
ACH-000652,-0.0260695300452
ACH-000653,-0.2181371451
ACH-000657,-0.363741674311
ACH-000658,-0.431264240509
ACH-000661,-0.125099329543
ACH-000662,-0.269843174177
ACH-000663,-0.306558996231
ACH-000665,-0.19307218294700002
ACH-000671,-0.324979439617
ACH-000673,-0.307245379227
ACH-000676,-0.238358396288
ACH-000677,-0.519580305562
ACH-000681,-0.200085420387
ACH-000682,-0.26133317661999994
ACH-000683,-0.28185997549499997
ACH-000684,-0.134112728137
ACH-000688,-0.132395323136
ACH-000693,-0.457377818243
ACH-000694,-0.311485863551
ACH-000695,-0.103914816365
ACH-000696,-0.386918674052
ACH-000697,-0.408038918727
ACH-000699,-0.315983115663
ACH-000701,-0.259260884149
ACH-000706,-0.36778402934199994
ACH-000711,-0.260721022384
ACH-000713,0.012825960070400001
ACH-000714,-0.47234856673500003
ACH-000718,-0.333291967513
ACH-000720,-0.262926140556
ACH-000721,-0.280339247734
ACH-000724,-0.294855647053
ACH-000725,-0.534794164334
ACH-000732,-0.43858468590300004
ACH-000734,-0.159322681383
ACH-000735,-0.39689040174199997
ACH-000736,-0.304025694279
ACH-000738,-0.49621265878799997
ACH-000746,-0.157203720904
ACH-000747,-0.20989746281
ACH-000748,-0.20975034296199999
ACH-000753,-0.41627933795999994
ACH-000756,-0.278703528673
ACH-000757,-0.10373313086899999
ACH-000758,-0.297662276948
ACH-000760,-0.333265171245
ACH-000763,-0.573189922813
ACH-000764,-0.321472948373
ACH-000765,-0.29305797338399997
ACH-000766,-0.06924759652710001
ACH-000767,-0.349091780221
ACH-000768,-0.25692163886
ACH-000769,-0.0750578471577
ACH-000770,-0.239544233869
ACH-000771,-0.20217862442099999
ACH-000773,-0.427482851207
ACH-000776,-0.192827776809
ACH-000777,-0.3787623429
ACH-000778,-0.103889316949
ACH-000781,-0.147898543833
ACH-000782,-0.407231009201
ACH-000783,-0.339087217653
ACH-000784,-0.43201055227300006
ACH-000785,-0.32139223546900003
ACH-000787,-0.334288892289
ACH-000788,-0.286230680763
ACH-000791,-0.151335728444
ACH-000792,-0.337438643863
ACH-000794,-0.137937023912
ACH-000796,-0.236786307738
ACH-000799,-0.434121806172
ACH-000800,-0.46248026033
ACH-000802,-0.110018416055
ACH-000804,-0.17097746226799998
ACH-000805,-0.63428689742
ACH-000809,-0.08303457933950001
ACH-000810,-0.24374734680399998
ACH-000811,-0.238425795975
ACH-000817,-0.446814004054
ACH-000819,-0.19789739557
ACH-000820,-0.43131298874799995
ACH-000821,-0.321293659634
ACH-000822,-0.334756940654
ACH-000823,-0.41646625396
ACH-000824,-0.233366427766
ACH-000827,-0.263849803645
ACH-000829,0.0104512754574
ACH-000831,-0.472095214206
ACH-000832,-0.08460497696739999
ACH-000833,-0.329092867255
ACH-000834,-0.254741019246
ACH-000835,-0.322709762456
ACH-000836,-0.14811094380200002
ACH-000837,-0.297810068739
ACH-000838,-0.402903034438
ACH-000839,-0.18134112301199998
ACH-000840,-0.264154915971
ACH-000841,-0.206670725351
ACH-000843,-0.32217890450500003
ACH-000846,-0.347211408691
ACH-000847,-0.131425587469
ACH-000848,-0.529095737734
ACH-000849,-0.275138530844
ACH-000851,-0.231730976473
ACH-000855,-0.551277483094
ACH-000856,-0.145673157142
ACH-000858,-0.55450326118
ACH-000859,-0.236264201453
ACH-000861,-0.08696532786450001
ACH-000862,-0.37505065992700004
ACH-000865,-0.285060643311
ACH-000866,-0.263653409646
ACH-000867,-0.326036282013
ACH-000869,-0.39523917173600004
ACH-000872,-0.301213275277
ACH-000873,-0.247727151833
ACH-000876,-0.5008869035310001
ACH-000878,-0.105547283451
ACH-000880,-0.0554621679705
ACH-000881,-0.203331679779
ACH-000882,-0.180885431166
ACH-000884,-0.49344635057400005
ACH-000885,-0.364491391225
ACH-000887,-0.310978744775
ACH-000888,-0.27745058379500004
ACH-000889,-0.445585115625
ACH-000890,-0.240741438978
ACH-000896,-0.28993468774799996
ACH-000898,-0.24201010435400003
ACH-000900,-0.451704474062
ACH-000901,-0.288308114067
ACH-000905,0.021691248583999997
ACH-000906,-0.125716676962
ACH-000907,-0.274040045213
ACH-000910,-0.391143815552
ACH-000911,-0.354805709217
ACH-000912,-0.272041711792
ACH-000913,-0.181492291389
ACH-000915,-0.125841475599
ACH-000916,-0.286301523271
ACH-000917,-0.467453239106
ACH-000921,-0.351903066253
ACH-000924,-0.390015782632
ACH-000926,-0.174343012911
ACH-000928,-0.26169601127500003
ACH-000929,-0.322816804289
ACH-000932,-0.45469622681599997
ACH-000935,-0.23203248051999997
ACH-000936,-0.0842225294579
ACH-000937,-0.258773003355
ACH-000938,-0.5103944247309999
ACH-000939,-0.507790424912
ACH-000941,-0.193345041598
ACH-000943,-0.357308188486
ACH-000946,-0.288951827748
ACH-000947,-0.361967497801
ACH-000948,-0.26358858702
ACH-000950,0.173021832035
ACH-000953,-0.304523081431
ACH-000957,-0.37830784683700003
ACH-000958,-0.0157606734438
ACH-000960,-0.156795565765
ACH-000963,-0.160610936377
ACH-000968,-0.401950645695
ACH-000969,-0.148968236316
ACH-000973,-0.044669945279400006
ACH-000974,-0.36011210338
ACH-000975,-0.277057779394
ACH-000976,-0.129164468051
ACH-000978,-0.39397568536
ACH-000980,-0.485676806065
ACH-000984,-0.464501851668
ACH-000986,-0.280696991788
ACH-000988,-0.411436687801
ACH-000993,-0.24536196087099998
ACH-000994,-0.23204718926999998
ACH-000996,-0.348753720668
ACH-001001,-0.335952346431
ACH-001020,0.0491678703806
ACH-001028,-0.277883625525
ACH-001031,-0.226970706565
ACH-001038,-0.406019577593
ACH-001048,-0.230057252851
ACH-001050,-0.219803461338
ACH-001053,-0.17575098431400002
ACH-001054,-0.157178909265
ACH-001061,-0.23715891577
ACH-001067,-0.212019463983
ACH-001075,-0.25576991154199996
ACH-001096,-0.502954197614
ACH-001128,-0.319998602373
ACH-001134,-0.0558923782142
ACH-001151,-0.219815800636
ACH-001163,-0.255745094434
ACH-001164,-0.67643450076
ACH-001173,-0.471296783841
ACH-001183,-0.368975244631
ACH-001184,-0.17342188642099998
ACH-001190,-0.435085446944
ACH-001192,-0.199312283768
ACH-001193,-0.331152317716
ACH-001196,-0.263893519548
ACH-001197,0.235191865912
ACH-001205,-0.096490301173
ACH-001211,-0.030456399942299997
ACH-001212,-0.11522840722000001
ACH-001228,-0.33162497308
ACH-001232,-0.047826011529400005
ACH-001239,-0.48222482244099996
ACH-001274,-0.132937638388
ACH-001275,-0.259418595621
ACH-001277,-0.38235669371200004
ACH-001278,-0.36829548508500004
ACH-001280,-0.473430452589
ACH-001283,-0.322172060795
ACH-001289,-0.30894582962
ACH-001295,-0.24576953954599998
ACH-001300,-0.42769750952
ACH-001301,-0.357274183156
ACH-001302,-0.288800149959
ACH-001303,-0.0462052551339
ACH-001306,-0.0970814976069
ACH-001318,-0.20377778929999998
ACH-001322,-0.63213606629
ACH-001328,-0.332343196741
ACH-001332,-0.227492732714
ACH-001333,-0.149060753415
ACH-001336,-0.247848908138
ACH-001340,-0.155826484738
ACH-001346,-0.0650026255512
ACH-001353,-0.19235223466499998
ACH-001354,-0.363543425691
ACH-001367,-0.307417084887
ACH-001368,-0.438362889637
ACH-001374,0.114882796909
ACH-001375,0.009154001982850001
ACH-001377,-0.238777415091
ACH-001380,-0.406092624814
ACH-001391,-0.183266424206
ACH-001407,-0.304289318715
ACH-001408,-0.362057039841
ACH-001413,-0.47614539611400003
ACH-001430,0.060999975672900004
ACH-001431,-0.397944244643
ACH-001450,-0.311217504697
ACH-001496,-0.0406058719166
ACH-001500,-0.401554898943
ACH-001521,-0.566586489852
ACH-001523,-0.466159612939
ACH-001532,-0.36077734549900004
ACH-001536,-0.311135653466
ACH-001550,-0.30909875120700003
ACH-001552,-0.280300446546
ACH-001554,-0.387792235123
ACH-001645,-0.414825378521
ACH-001654,-0.270007773439
ACH-001715,-0.399500393584
ACH-001735,-0.0354598546304
ACH-001736,-0.267157925821
ACH-001737,-0.6856036834479999
ACH-001740,-0.401269043854
ACH-001745,-0.325789416204
ACH-001750,-0.637724308133
ACH-001765,-0.369995475203
ACH-001956,-0.09977237234719999
ACH-001957,-0.17888943431499998
