,GOLGA6A (342096)
ACH-000281,-0.5600498657540001
ACH-000288,-0.678690399541
ACH-000291,-0.701774268937
ACH-000293,-0.552217581849
ACH-000294,-0.885580139535
ACH-000295,-0.254712946092
ACH-000296,-0.8089790491
ACH-000302,-0.9412326985609999
ACH-000304,-0.534362051772
ACH-000307,-0.594911969528
ACH-000308,-0.653329219145
ACH-000310,-1.15863202571
ACH-000311,-1.12469745271
ACH-000312,-0.750526306989
ACH-000315,-0.487333211902
ACH-000316,-0.59740086401
ACH-000317,-0.7006175926
ACH-000318,-0.7099183844660001
ACH-000319,-0.551169532897
ACH-000320,-0.643478897509
ACH-000322,-0.49027325357199997
ACH-000323,-0.708367674922
ACH-000324,-0.773056681773
ACH-000329,-0.823639176487
ACH-000330,-0.484502410888
ACH-000331,-0.510980843828
ACH-000332,-0.6685714560399999
ACH-000334,-1.3164894574
ACH-000335,-0.137655411215
ACH-000336,-0.679156248946
ACH-000337,-0.426293814176
ACH-000339,-0.71030390491
ACH-000341,-0.864811811963
ACH-000348,-0.5466031964320001
ACH-000350,-1.06993230903
ACH-000352,-0.65122267446
ACH-000356,-0.953892131222
ACH-000361,-0.427760452638
ACH-000362,-0.890000137165
ACH-000363,-0.7460559560879999
ACH-000364,-0.587198515118
ACH-000365,-0.936920547866
ACH-000366,-0.520677670688
ACH-000368,-0.38930204045100003
ACH-000374,-0.656056757539
ACH-000375,-0.48228477761200006
ACH-000376,-0.61761236561
ACH-000381,-0.5694198350190001
ACH-000383,-0.838311133475
ACH-000387,-0.7133249665420001
ACH-000389,-0.46961122184199994
ACH-000390,-0.8243417250470001
ACH-000393,-1.13547403378
ACH-000395,-0.63712462668
ACH-000397,-0.5309682117
ACH-000401,-0.344687150303
ACH-000402,-0.656954299499
ACH-000403,-0.889435689419
ACH-000404,-0.5335465997
ACH-000406,-0.741907435412
ACH-000407,-0.667200981898
ACH-000408,-0.27731032183800003
ACH-000410,-0.6933136854970001
ACH-000411,-0.712279578028
ACH-000414,-0.998409139533
ACH-000415,-0.807550947977
ACH-000416,-0.49329141628300005
ACH-000420,-0.6790204784980001
ACH-000421,-0.685613687909
ACH-000424,-0.498758592496
ACH-000425,-0.6022869146809999
ACH-000426,-1.4332282937799998
ACH-000427,-0.77530927159
ACH-000433,-0.42763113317900003
ACH-000436,-0.84724548631
ACH-000444,-0.36668313663400004
ACH-000445,-0.855430262502
ACH-000448,-0.819874287666
ACH-000450,-0.8385032912070001
ACH-000452,-0.6438804211110001
ACH-000454,-0.524489731444
ACH-000458,-0.706323803083
ACH-000459,-0.446691651919
ACH-000460,-0.749096932916
ACH-000461,-0.5638536788930001
ACH-000463,-0.669161757039
ACH-000464,-0.36752746039000006
ACH-000466,-0.5596967383429999
ACH-000467,-0.646258582138
ACH-000468,-0.8287051782449999
ACH-000469,-0.5043852035540001
ACH-000470,-0.8024922661820001
ACH-000471,-0.603442482359
ACH-000472,-0.951938302471
ACH-000473,-0.517772293581
ACH-000475,-0.665911066404
ACH-000476,-0.809242634989
ACH-000477,-0.58272631669
ACH-000480,-0.46738623984399996
ACH-000481,-0.9977780708700001
ACH-000483,-0.815805299903
ACH-000484,-0.631391530038
ACH-000485,-0.611988123043
ACH-000486,-0.803755538397
ACH-000487,-0.486881821699
ACH-000488,-0.731364584166
ACH-000490,-0.42892825794600004
ACH-000491,-0.929783302607
ACH-000495,-0.353094483749
ACH-000496,-0.530036128283
ACH-000499,-0.473648513495
ACH-000500,-0.871536296989
ACH-000502,-0.9145111438079999
ACH-000503,-0.173459002804
ACH-000505,-0.610382764935
ACH-000507,-0.731878087651
ACH-000510,-0.629133903184
ACH-000511,-0.5476558632240001
ACH-000512,-0.257810350636
ACH-000516,-0.7482913858499999
ACH-000517,-0.8726652715279999
ACH-000518,-0.536823105649
ACH-000520,-0.522978617051
ACH-000521,-0.8187020256
ACH-000522,-0.726059609127
ACH-000524,-0.810825913987
ACH-000527,-0.7861150839929999
ACH-000528,-0.770168911178
ACH-000537,-0.649102557371
ACH-000541,-0.39652473444200004
ACH-000542,-0.706458218745
ACH-000544,-0.551773326492
ACH-000545,-0.5454669827549999
ACH-000547,-0.74635053471
ACH-000548,-0.459422612129
ACH-000549,-0.6936802901960001
ACH-000550,-0.707610551952
ACH-000552,-0.593444505945
ACH-000556,-0.681251275792
ACH-000557,-1.1491671163200001
ACH-000570,-0.728791194031
ACH-000571,-0.712913264464
ACH-000573,-0.606936485144
ACH-000576,-0.75334568029
ACH-000580,-0.647463943709
ACH-000584,-0.76312055492
ACH-000585,-0.7654596334299999
ACH-000588,-0.61298408158
ACH-000589,-0.737810537677
ACH-000591,-0.635221061244
ACH-000593,-0.68864473251
ACH-000600,-0.723854692564
ACH-000601,-0.690909297491
ACH-000604,-0.752945266514
ACH-000605,-0.7966973110789999
ACH-000606,-0.49049366276
ACH-000608,-1.1535386946500001
ACH-000614,-0.405173331531
ACH-000616,-0.598933220519
ACH-000618,-0.738837498512
ACH-000619,-0.496658073791
ACH-000620,-0.734884180898
ACH-000621,-0.8229389407600001
ACH-000622,-0.654369022
ACH-000623,-0.7791124281209999
ACH-000624,-0.810318781212
ACH-000627,-0.5455772483300001
ACH-000630,-0.569345643024
ACH-000632,-0.706200733217
ACH-000633,-0.9575799891619999
ACH-000637,-0.672327982394
ACH-000638,-0.809690690464
ACH-000646,-0.9201644877740001
ACH-000647,-0.667602216503
ACH-000648,-1.0410791015899998
ACH-000649,-0.836046788538
ACH-000651,-0.625191936411
ACH-000652,-0.341596117382
ACH-000653,-0.538850126209
ACH-000657,-0.835220693267
ACH-000658,-0.852172711076
ACH-000661,-0.6939439894220001
ACH-000662,0.171791024136
ACH-000663,-0.453940542501
ACH-000665,-0.6005097139109999
ACH-000671,-0.748815347016
ACH-000673,-0.559488668712
ACH-000676,-0.545569042763
ACH-000677,-0.796733246115
ACH-000681,-1.05033414727
ACH-000682,-0.7820054706640001
ACH-000683,-0.8517520657600001
ACH-000684,-0.5251714667399999
ACH-000688,-0.4093903647
ACH-000693,-0.653241132685
ACH-000694,-0.690350910139
ACH-000695,-0.6586145347569999
ACH-000696,-0.562898730105
ACH-000697,-0.517206857351
ACH-000699,-0.680763988066
ACH-000701,-1.02996694214
ACH-000706,-0.603133730663
ACH-000711,-0.675796425635
ACH-000713,-0.49944835263000004
ACH-000714,-0.826922598091
ACH-000718,-0.657250115621
ACH-000720,-0.546756774423
ACH-000721,-0.7888218373729999
ACH-000724,-0.501311561073
ACH-000725,-0.9675444215379999
ACH-000732,-0.548060352393
ACH-000734,-0.726118334684
ACH-000735,-0.683458503445
ACH-000736,-0.536898228797
ACH-000738,-0.6556708436249999
ACH-000746,-0.628651062099
ACH-000747,-0.612603622715
ACH-000748,-0.6205478431139999
ACH-000753,-0.757022648967
ACH-000756,-0.5280713781840001
ACH-000757,-0.544506643075
ACH-000758,-0.588771896266
ACH-000760,-0.661425904006
ACH-000763,-1.084260968
ACH-000764,-0.27368137031399997
ACH-000765,-0.46369158613899997
ACH-000766,-0.670304576361
ACH-000767,-0.881867053653
ACH-000768,-0.553252317577
ACH-000769,-0.839027070323
ACH-000770,-0.8263196578800001
ACH-000771,-0.594800755479
ACH-000773,-0.967893700166
ACH-000776,-0.891836052262
ACH-000777,-0.680999787759
ACH-000778,-1.08549856501
ACH-000781,-0.833503788685
ACH-000782,-0.956862840343
ACH-000783,-1.04743952229
ACH-000784,-0.7928076278939999
ACH-000785,-1.0835096105700002
ACH-000787,-0.794240885517
ACH-000788,-0.601644683908
ACH-000791,-0.7272427119850001
ACH-000792,-0.729259846357
ACH-000794,-0.454562022361
ACH-000796,-0.883808414229
ACH-000799,-0.6208279364239999
ACH-000800,-0.375233117679
ACH-000802,-0.473182734352
ACH-000804,-1.0454684595100001
ACH-000805,-0.883235422301
ACH-000809,-0.756920839631
ACH-000810,-0.679578399397
ACH-000811,-0.777951091876
ACH-000817,-1.0022027489799998
ACH-000819,-0.801263606477
ACH-000820,-0.6098535771620001
ACH-000821,-0.847345435182
ACH-000822,-0.520410247344
ACH-000823,-0.581747547841
ACH-000824,-0.756822988331
ACH-000827,-0.541089227809
ACH-000829,-0.684410139933
ACH-000831,-0.657311711676
ACH-000832,-0.474271778157
ACH-000833,-0.686052615149
ACH-000834,-0.630033435986
ACH-000835,-0.543883202198
ACH-000836,-0.736829314576
ACH-000837,-0.8517765897149999
ACH-000838,-0.9458593153
ACH-000839,-0.603316839317
ACH-000840,-0.646964358821
ACH-000841,-0.701622629305
ACH-000843,-0.581434598187
ACH-000846,-0.406540561901
ACH-000847,-0.8818752278049999
ACH-000848,-0.709930287585
ACH-000849,-0.831697242313
ACH-000851,-0.375493837213
ACH-000855,-0.643149562004
ACH-000856,-0.668403059907
ACH-000858,-0.6749199111849999
ACH-000859,-0.488364648458
ACH-000861,-0.7912444928669999
ACH-000862,-0.566501057262
ACH-000865,-0.684560357823
ACH-000866,-0.676725926532
ACH-000867,-0.702811249494
ACH-000869,-0.7628848164030001
ACH-000872,-0.540543061165
ACH-000873,-0.79270240125
ACH-000876,-0.831162859807
ACH-000878,-0.63178169187
ACH-000880,-0.671488657695
ACH-000881,-0.8484492583859999
ACH-000882,-0.599202966514
ACH-000884,-0.777402382643
ACH-000885,-0.775380598676
ACH-000887,-0.48157350779299996
ACH-000888,-0.66124631122
ACH-000889,-0.7510504043100001
ACH-000890,-0.524064684073
ACH-000896,-0.71135120516
ACH-000898,-0.6960202673720001
ACH-000900,-0.721860011639
ACH-000901,-0.7888386529970001
ACH-000905,-0.548745654335
ACH-000906,-0.740383598284
ACH-000907,-0.488398617549
ACH-000910,-0.871720293706
ACH-000911,-0.572882848543
ACH-000912,-0.510730887152
ACH-000913,-0.8246565159929999
ACH-000915,-0.653665684152
ACH-000916,-0.512034395168
ACH-000917,-0.695926602974
ACH-000921,-0.443654344244
ACH-000924,-0.541379940563
ACH-000926,-0.7010493866329999
ACH-000928,-0.622077977809
ACH-000929,-0.831663257715
ACH-000932,-0.639482772103
ACH-000935,-0.7295763149950001
ACH-000936,-0.6647548786909999
ACH-000937,-0.952342009723
ACH-000938,-0.6119094966309999
ACH-000939,-0.7713810693080001
ACH-000941,-0.964034803997
ACH-000943,-0.6822561399220001
ACH-000946,-0.624984608068
ACH-000947,-0.7817399081499999
ACH-000948,-0.7112879929899999
ACH-000950,-0.36654219231299995
ACH-000953,-0.814103968584
ACH-000957,-0.546954003679
ACH-000958,-0.26548857168400003
ACH-000960,-0.8196491027480001
ACH-000963,-0.84422820999
ACH-000968,-0.42865032786300006
ACH-000969,-0.702089815667
ACH-000973,-0.7605920185189999
ACH-000974,-0.714152884375
ACH-000975,-0.495850023241
ACH-000976,-0.6491091990569999
ACH-000978,-0.910856489164
ACH-000980,-0.8610392866259999
ACH-000984,-0.570797016711
ACH-000986,-0.55415586803
ACH-000988,-0.730750543588
ACH-000993,-0.601434600342
ACH-000994,-0.46110466966799996
ACH-000996,-0.728847213869
ACH-001001,-0.796006280257
ACH-001020,-0.313073278877
ACH-001028,-0.756735680032
ACH-001031,-0.725821429748
ACH-001038,-0.822501975426
ACH-001048,-0.604802569193
ACH-001050,-0.7522806838349999
ACH-001053,-0.335904791989
ACH-001054,-0.573215302422
ACH-001061,-0.609453622552
ACH-001067,-0.540837656952
ACH-001075,-0.660004698165
ACH-001096,-0.552181449056
ACH-001128,-0.310864608046
ACH-001134,-0.576965764638
ACH-001151,-0.637320839103
ACH-001163,-0.641888994636
ACH-001164,-0.24857338983600002
ACH-001173,-0.515889756724
ACH-001183,-0.666818726958
ACH-001184,-0.616443568581
ACH-001190,-0.583018429489
ACH-001192,-0.668330460153
ACH-001193,-0.410548853833
ACH-001196,-0.462071546176
ACH-001197,-0.634757781626
ACH-001205,-0.593687931927
ACH-001211,-0.7971221945270001
ACH-001212,-0.37622506654700005
ACH-001228,-0.836457245159
ACH-001232,-0.786019117809
ACH-001239,-0.8274441941840001
ACH-001274,-0.793116235948
ACH-001275,-0.729976467765
ACH-001277,-0.513497286081
ACH-001278,-0.8215941147660001
ACH-001280,-0.975634597774
ACH-001283,-0.48441066506700003
ACH-001289,-0.752432914077
ACH-001295,-0.7448294237
ACH-001300,-0.9628346641809999
ACH-001301,-0.38890651653700004
ACH-001302,-0.651096051109
ACH-001303,-0.693157484581
ACH-001306,-0.384133579859
ACH-001318,-0.711822063749
ACH-001322,-0.458567636276
ACH-001328,-0.605998180842
ACH-001332,-0.347554266787
ACH-001333,-0.617386772397
ACH-001336,-0.568347936763
ACH-001340,-0.595669816717
ACH-001346,-0.688129324799
ACH-001353,-0.5930332300500001
ACH-001354,-0.691093374796
ACH-001367,-0.22282818373500002
ACH-001368,-0.762138446832
ACH-001374,-0.7541239230769999
ACH-001375,-0.718854816928
ACH-001377,-0.815211265866
ACH-001380,-0.704156529288
ACH-001391,-0.859958865254
ACH-001407,-0.764532617066
ACH-001408,-0.766598666028
ACH-001413,-0.317071179533
ACH-001430,-0.710869452088
ACH-001431,-0.7336698840270001
ACH-001450,-0.7814053311210001
ACH-001496,-0.574729122172
ACH-001500,-0.638974687462
ACH-001521,-0.44672675777599996
ACH-001523,-0.6408411278989999
ACH-001532,-0.7879390813089999
ACH-001536,-1.12138246291
ACH-001550,-0.901112660663
ACH-001552,-0.701909733723
ACH-001554,-0.772975566108
ACH-001645,-0.684459237553
ACH-001654,-0.7491256876710001
ACH-001715,-0.516001078474
ACH-001735,-0.823223416412
ACH-001736,-0.6986885105600001
ACH-001737,-1.6670701323600001
ACH-001740,-0.5572119935000001
ACH-001745,-0.769608029172
ACH-001750,-0.469433112162
ACH-001765,-0.714445457315
ACH-001956,-0.803161002535
ACH-001957,-0.830378271192
