,SPDYC (387778)
ACH-000552,-0.255425478506
ACH-000556,-0.224741241106
ACH-000557,-0.21868459247299998
ACH-000570,-0.342807268151
ACH-000571,-0.194440216193
ACH-000573,-0.227214389259
ACH-000576,-0.327849469351
ACH-000580,-0.331679868385
ACH-000584,-0.224858335143
ACH-000585,-0.349176642259
ACH-000588,-0.299515906248
ACH-000589,-0.339460660039
ACH-000591,-0.286771709842
ACH-000593,-0.18695154752300003
ACH-000600,-0.40333951074600005
ACH-000601,-0.238982783556
ACH-000604,-0.33238969858899997
ACH-000605,-0.307028233711
ACH-000606,-0.49184064382200005
ACH-000608,-0.48760609246500003
ACH-000614,-0.24335904158399999
ACH-000616,-0.188185860427
ACH-000618,-0.373853279573
ACH-000619,-0.502296635827
ACH-000620,-0.20431642873
ACH-000621,-0.392348661305
ACH-000622,-0.31103240007599997
ACH-000623,-0.40270376381899997
ACH-000624,-0.42564031628300003
ACH-000627,-0.260823588075
ACH-000630,-0.382916103354
ACH-000632,-0.250875290514
ACH-000633,-0.386098039579
ACH-000637,-0.199728985326
ACH-000638,-0.0997819788662
ACH-000646,0.050263037606
ACH-000647,-0.176589753338
ACH-000648,-0.23016304184500003
ACH-000649,-0.232089299573
ACH-000651,-0.308179056946
ACH-000652,-0.182424532027
ACH-000653,-0.283772309055
ACH-000657,-0.27671591578899996
ACH-000658,-0.206553525407
ACH-000661,-0.379835941431
ACH-000662,-0.326492108793
ACH-000663,-0.202276604129
ACH-000665,-0.5691098020009999
ACH-000671,-0.322030827563
ACH-000673,-0.297976007601
ACH-000676,-0.21578140237399998
ACH-000677,-0.143501570075
ACH-000681,-0.133558038105
ACH-000682,-0.26638951224
ACH-000683,-0.222685674383
ACH-000684,-0.007585648800479999
ACH-000688,-0.236497177659
ACH-000693,-0.385760376208
ACH-000694,-0.357266086647
ACH-000695,-0.0605335932541
ACH-000696,-0.250244748453
ACH-000697,-0.039891799449
ACH-000699,-0.216526224446
ACH-000701,-0.16245179853299999
ACH-000706,-0.233208590529
ACH-000711,-0.224903796886
ACH-000713,-0.31523882833
ACH-000714,-0.249610136367
ACH-000718,-0.298491101404
ACH-000720,-0.488431720712
ACH-000721,-0.211564162887
ACH-000724,-0.316562114314
ACH-000725,-0.282333837626
ACH-000732,-0.558194095222
ACH-000734,-0.324300159522
ACH-000735,-0.33062580357
ACH-000736,-0.2466894727
ACH-000738,-0.35506631514
ACH-000746,-0.2179208529
ACH-000747,-0.22163063598700003
ACH-000748,-0.384286063587
ACH-000753,-0.331464276017
ACH-000756,-0.338259972695
ACH-000757,-0.480877887831
ACH-000758,-0.37034396747299997
ACH-000760,-0.0788968185821
ACH-000763,-0.20378611073800001
ACH-000764,-0.405294718531
ACH-000765,-0.624074339181
ACH-000766,-0.255466344626
ACH-000767,-0.28115300774199997
ACH-000768,-0.252751112634
ACH-000769,-0.259533067489
ACH-000770,-0.272398060005
ACH-000771,-0.310672947972
ACH-000773,-0.132576623215
ACH-000776,-0.327867112942
ACH-000777,-0.148179891597
ACH-000778,-0.715213470976
ACH-000781,-0.26441817321899996
ACH-000782,-0.29693989308
ACH-000783,-0.196466404848
ACH-000784,-0.18712840411899997
ACH-000785,0.125605595121
ACH-000787,-0.22057803083900002
ACH-000788,-0.22322940832
ACH-000791,-0.26246627398
ACH-000792,-0.35093631122599994
ACH-000794,-0.528392037839
ACH-000796,-0.253320298345
ACH-000799,-0.352255388626
ACH-000800,-0.259398888794
ACH-000802,-0.411290087115
ACH-000804,-0.230026765381
ACH-000805,-0.354552656518
ACH-000809,-0.197144011482
ACH-000810,-0.0504940729499
ACH-000811,-0.183504981564
ACH-000817,-0.43701127595600003
ACH-000819,-0.353803120572
ACH-000820,-0.282377878861
ACH-000821,0.033677201016599996
ACH-000822,-0.271278819183
ACH-000823,-0.185115717618
ACH-000824,-0.313147898475
ACH-000827,-0.248734232768
ACH-000829,-0.293931941682
ACH-000831,-0.334277875805
ACH-000832,-0.549199879536
ACH-000833,-0.18818709463
ACH-000834,-0.490323049333
ACH-000835,-0.07718327673480001
ACH-000836,-0.258767759021
ACH-000837,-0.09514675415769999
ACH-000838,-0.546869766527
ACH-000839,-0.533212799786
ACH-000840,-0.339563994315
ACH-000841,-0.180704096695
ACH-000843,-0.307232903955
ACH-000846,0.0651644066811
ACH-000847,-0.504011503187
ACH-000848,-0.164931079876
ACH-000849,-0.00175085523319
ACH-000851,-0.196314888096
ACH-000855,-0.207893824602
ACH-000856,-0.324281495372
ACH-000858,-0.179274451362
ACH-000859,-0.403614799928
ACH-000861,-0.163088801417
ACH-000862,-0.200297772584
ACH-000865,-0.19259656925500002
ACH-000866,-0.356610178667
ACH-000867,-0.26366925121999996
ACH-000869,-0.218439411058
ACH-000872,-0.324179565061
ACH-000873,-0.129251414662
ACH-000876,-0.301264390441
ACH-000878,-0.177539312714
ACH-000880,-0.40083292142899996
ACH-000881,-0.149117703906
ACH-000882,-0.19652495686299998
ACH-000884,-0.143540605579
ACH-000885,-0.12077608109099999
ACH-000887,-0.30195200960499996
ACH-000888,-0.23173133192099998
ACH-000889,-0.153190830435
ACH-000890,-0.377372224915
ACH-000896,-0.152847858027
ACH-000898,-0.233743313765
ACH-000900,-0.218040713323
ACH-000901,-0.676093619663
ACH-000905,-0.422420519969
ACH-000906,-0.370643886643
ACH-000907,-0.022322157820900003
ACH-000910,-0.248558093341
ACH-000911,-0.317136984021
ACH-000912,-0.251288022354
ACH-000913,-0.15320731399700002
ACH-000915,-0.014145346469
ACH-000916,0.083760862858
ACH-000917,-0.496498858719
ACH-000921,-0.0570891649118
ACH-000924,-0.168974170073
ACH-000926,-0.0424003723178
ACH-000928,-0.0901434510638
ACH-000929,-0.368977129485
ACH-000932,-0.39977370039300003
ACH-000935,-0.411587343339
ACH-000936,-0.35671645888400005
ACH-000937,-0.217694107445
ACH-000938,-0.2877133655
ACH-000939,-0.179649949729
ACH-000941,-0.354463200527
ACH-000943,-0.280987062907
ACH-000946,-0.331829278397
ACH-000947,-0.194770331308
ACH-000948,-0.298278321189
ACH-000950,-0.275681508739
ACH-000953,-0.30545139341099997
ACH-000957,-0.564703875317
ACH-000958,-0.332214417442
ACH-000960,-0.223273097961
ACH-000963,-0.406145510557
ACH-000968,-0.25138529043900004
ACH-000969,-0.520083735868
ACH-000973,-0.24894618521499998
ACH-000974,-0.427640111189
ACH-000975,-0.284870942527
ACH-000976,-0.380157147446
ACH-000978,-0.09299427163349999
ACH-000980,-0.309336089988
ACH-000984,-0.160031406791
ACH-000986,-0.277150984039
ACH-000988,-0.24468946114700002
ACH-000993,-0.22385733211199998
ACH-000994,-0.096399340244
ACH-000996,-0.27572591367800003
ACH-001001,-0.201088316233
ACH-001020,-0.37056690606799997
ACH-001028,-0.34216954023199997
ACH-001031,-0.11712842388900001
ACH-001038,-0.30001468791200003
ACH-001048,-0.341173816623
ACH-001050,-0.301968038809
ACH-001053,-0.147588607657
ACH-001054,-0.313512668618
ACH-001061,-0.197440304862
ACH-001067,-0.375687672046
ACH-001075,-0.11845120982999999
ACH-001096,-0.17437817235300002
ACH-001128,-0.265685810185
ACH-001134,-0.23110053660799998
ACH-001151,-0.353837898186
ACH-001163,-0.316670854752
ACH-001164,-0.341493985002
ACH-001173,-0.233674596136
ACH-001183,-0.318405659769
ACH-001184,-0.21800141353900002
ACH-001190,-0.39682390551700003
ACH-001192,-0.20659073380399998
ACH-001193,-0.132320142665
ACH-001196,-0.259268638878
ACH-001197,-0.28176579348499997
ACH-001205,-0.130201643616
ACH-001211,-0.23300551881099998
ACH-001212,0.19998040505399997
ACH-001228,-0.321501387886
ACH-001232,-0.35221158640699995
ACH-001239,-0.176264790559
ACH-001274,-0.256116024573
ACH-001275,-0.362482651707
ACH-001277,-0.16364009331499998
ACH-001278,-0.16951162570599998
ACH-001280,-0.267199069467
ACH-001283,-0.3411196869
ACH-001289,-0.17785976531599998
ACH-001295,-0.273040818698
ACH-001300,-0.41357233572700003
ACH-001301,-0.201532175589
ACH-001302,-0.510039522445
ACH-001303,-0.317290637038
ACH-001306,-0.443929524814
ACH-001318,-0.319916383271
ACH-001322,-0.306055600306
ACH-001328,-0.413718745562
ACH-001332,-0.460750158987
ACH-001333,-0.162322007695
ACH-001336,-0.424235335119
ACH-001340,-0.250998041526
ACH-001346,-0.453449386963
ACH-001353,-0.233553237216
ACH-001354,-0.39193590256899996
ACH-001367,-0.410266911748
ACH-001368,-0.285846134246
ACH-001374,0.0831920616268
ACH-001375,-0.263024939312
ACH-001377,-0.199568288589
ACH-001380,-0.23820577227899997
ACH-001391,-0.38644046897100004
ACH-001407,-0.26809579824700003
ACH-001408,-0.282912083398
ACH-001413,-0.5752693820489999
ACH-001430,-0.267010708354
ACH-001431,-0.299744867059
ACH-001450,-0.31039394267299997
ACH-001496,-0.0914177498282
ACH-001500,-0.45430610786700004
ACH-001521,-0.344221574613
ACH-001523,-0.27224896443700003
ACH-001532,-0.250357735062
ACH-001536,-0.0984428572507
ACH-001550,-0.299500113859
ACH-001552,-0.725387016557
ACH-001554,-0.380732560219
ACH-001645,-0.0807293253603
ACH-001654,-0.27178436484900004
ACH-001715,-0.38677877789399995
ACH-001735,-0.38468141268600003
ACH-001736,-0.309539424021
ACH-001737,-0.42572104949100004
ACH-001740,-0.29124665817699996
ACH-001745,-0.282541084117
ACH-001750,-0.315967485227
ACH-001765,-0.24662812398000003
ACH-001956,-0.130589270096
ACH-001957,-0.471277272285
