,UBTF (7343)
ACH-000291,-1.41189723653
ACH-000293,-1.5103775732700002
ACH-000294,-1.28450084788
ACH-000295,-1.5938300387900002
ACH-000296,-1.5082574360499998
ACH-000302,-1.4241921248700002
ACH-000304,-1.0967849845200002
ACH-000307,-1.2852837819
ACH-000308,-1.42067269356
ACH-000310,-1.63495432034
ACH-000311,-1.31324773491
ACH-000312,-1.34599799485
ACH-000315,-1.2057662771
ACH-000316,-1.51064942435
ACH-000317,-1.53193035375
ACH-000318,-1.24476834265
ACH-000319,-1.4534868534799998
ACH-000320,-1.5624891717299998
ACH-000322,-1.2895036285200001
ACH-000323,-1.51311371514
ACH-000324,-1.29027982953
ACH-000329,-1.801169156
ACH-000330,-1.54138842132
ACH-000331,-1.02262966889
ACH-000332,-1.31266030815
ACH-000334,-1.34216180002
ACH-000335,-1.6692878612
ACH-000336,-1.7039286678499999
ACH-000337,-1.67701731175
ACH-000339,-1.64112681388
ACH-000341,-1.0222952497600002
ACH-000348,-1.2463668077799999
ACH-000350,-1.54178164331
ACH-000352,-1.3118381699
ACH-000356,-1.6036448405000001
ACH-000361,-1.6258046958899999
ACH-000362,-1.3410926168700001
ACH-000363,-1.6523789504100002
ACH-000364,-1.34925628157
ACH-000365,-1.39717765322
ACH-000366,-1.55773416975
ACH-000368,-1.63613358928
ACH-000374,-1.4560787372600001
ACH-000375,-1.47640467863
ACH-000376,-1.4619029865900002
ACH-000381,-1.1805080538
ACH-000383,-1.87301525933
ACH-000387,-1.19374837752
ACH-000389,-1.19960897717
ACH-000390,-1.2658028539200001
ACH-000393,-1.7043622735100001
ACH-000395,-1.58339575115
ACH-000397,-1.32859967252
ACH-000401,-1.3651816450299998
ACH-000402,-1.36008628313
ACH-000403,-1.3225780384899999
ACH-000404,-1.25254471426
ACH-000406,-1.4261807882799997
ACH-000407,-1.57094711405
ACH-000408,-1.22304345739
ACH-000410,-1.58658284678
ACH-000411,-1.33481499518
ACH-000414,-1.40227312708
ACH-000415,-1.49388734012
ACH-000416,-1.43177853581
ACH-000420,-1.4468493547
ACH-000421,-1.26820616943
ACH-000424,-1.67339303815
ACH-000425,-1.5244808772100003
ACH-000426,-0.760575545106
ACH-000427,-1.4782660451499998
ACH-000433,-1.48063551872
ACH-000436,-1.32318565584
ACH-000444,-1.44248966847
ACH-000445,-1.59497574773
ACH-000448,-1.34737022367
ACH-000450,-1.5610565278600002
ACH-000452,-1.56148539871
ACH-000454,-1.2808224181799999
ACH-000458,-1.30944820155
ACH-000459,-1.08997506475
ACH-000460,-1.23653694157
ACH-000461,-1.3250508663299998
ACH-000463,-1.31350521877
ACH-000464,-1.7732893940099999
ACH-000466,-1.1116380672600001
ACH-000467,-1.3087410875799999
ACH-000468,-1.7928692298299997
ACH-000469,-1.6400004786200002
ACH-000470,-1.7229342357799997
ACH-000471,-1.47859832614
ACH-000472,-1.7340367859799999
ACH-000473,-1.2809414472299998
ACH-000475,-1.53347002921
ACH-000476,-1.55537840785
ACH-000477,-1.81651601477
ACH-000480,-1.6646939248800001
ACH-000481,-1.57651621644
ACH-000483,-1.2204660874700002
ACH-000484,-1.800251455
ACH-000485,-1.4109695161899998
ACH-000486,-1.42986777067
ACH-000487,-1.27751804205
ACH-000488,-1.37702592467
ACH-000490,-1.309400579
ACH-000491,-1.8325229500099998
ACH-000495,-1.3926683498299999
ACH-000496,-1.28827281532
ACH-000499,-1.36084147854
ACH-000500,-1.21686063917
ACH-000502,-1.3215894213200001
ACH-000503,-1.41296186728
ACH-000505,-1.5053906745299999
ACH-000507,-1.5401077207700002
ACH-000510,-1.8208196708900002
ACH-000511,-1.30376627111
ACH-000512,-1.35545950539
ACH-000516,-1.76970974847
ACH-000517,-1.49505207165
ACH-000518,-1.50858835037
ACH-000520,-1.5117829237600002
ACH-000521,-1.5095742134799999
ACH-000522,-1.7925626620299997
ACH-000524,-1.4868868586300001
ACH-000527,-1.3443699306299999
ACH-000528,-1.2232009641600001
ACH-000537,-1.22420690224
ACH-000541,-1.5401251443700001
ACH-000542,-1.0163434155700002
ACH-000544,-1.4872128039599999
ACH-000545,-1.4863575509600002
ACH-000547,-1.3075071250599999
ACH-000548,-1.24518951373
ACH-000549,-1.22113980857
ACH-000550,-1.53371068664
ACH-000552,-1.4550445326800001
ACH-000556,-1.62391865482
ACH-000557,-1.66790674504
ACH-000570,-1.5353065493200002
ACH-000571,-1.9514132831
ACH-000573,-1.60516933693
ACH-000576,-1.4294086559999999
ACH-000580,-1.36142194847
ACH-000584,-1.70725124285
ACH-000585,-1.12749735744
ACH-000588,-1.39234446488
ACH-000589,-1.25059682125
ACH-000591,-1.1409091199299999
ACH-000593,-1.54324373515
ACH-000600,-1.4820596209
ACH-000601,-1.3275150092299999
ACH-000604,-1.47771155905
ACH-000605,-1.2561326403200002
ACH-000606,-1.20400449672
ACH-000608,-1.71012003183
ACH-000614,-1.3731345501299999
ACH-000616,-1.57634098238
ACH-000618,-1.43702725651
ACH-000619,-1.30797459366
ACH-000620,-1.32079277319
ACH-000621,-1.6287230091799998
ACH-000622,-1.5331840940900001
ACH-000623,-1.49352511641
ACH-000624,-1.27926177614
ACH-000627,-1.37722633009
ACH-000630,-1.3552501756200002
ACH-000632,-1.57726614947
ACH-000633,-1.57588975762
ACH-000637,-1.27749848048
ACH-000638,-1.4799185358000002
ACH-000646,-1.68304001218
ACH-000647,-1.2905970391500001
ACH-000648,-1.23552336609
ACH-000649,-1.4378454179499998
ACH-000651,-1.45765063934
ACH-000652,-1.56625586625
ACH-000653,-1.32339493949
ACH-000657,-1.4290898297799999
ACH-000658,-1.6947361529799998
ACH-000661,-1.34441230984
ACH-000662,-1.6927344422
ACH-000663,-1.25421456745
ACH-000665,-1.33987347037
ACH-000671,-1.30663516341
ACH-000673,-1.57399551164
ACH-000676,-1.5692215382199999
ACH-000677,-1.59921483395
ACH-000681,-1.40822525148
ACH-000682,-1.68826576689
ACH-000683,-1.4473672454799997
ACH-000684,-1.43039625108
ACH-000688,-1.61437792318
ACH-000693,-1.3062507513
ACH-000694,-1.51549607283
ACH-000695,-1.5230222080700002
ACH-000696,-1.33099457411
ACH-000697,-1.6726284066
ACH-000699,-1.19740796972
ACH-000701,-1.2888272639700002
ACH-000706,-1.31577071347
ACH-000711,-1.48923725252
ACH-000713,-1.5384152374000002
ACH-000714,-1.44423610787
ACH-000718,-1.64661969169
ACH-000720,-1.36411599916
ACH-000721,-1.4465443920299998
ACH-000724,-1.5148884351499998
ACH-000725,-1.1767780969200001
ACH-000732,-1.32908768744
ACH-000734,-1.5982527314300001
ACH-000735,-1.0300595987899999
ACH-000736,-1.39082580788
ACH-000738,-1.45156902445
ACH-000746,-1.7650928398299999
ACH-000747,-1.2400573137200002
ACH-000748,-1.13956283293
ACH-000753,-1.46074169658
ACH-000756,-1.53277319044
ACH-000757,-1.63464726796
ACH-000758,-1.38746084619
ACH-000760,-1.45152412206
ACH-000763,-1.13218609769
ACH-000764,-1.3666228314200002
ACH-000765,-1.41651508161
ACH-000766,-1.30920504273
ACH-000767,-1.5254417116799999
ACH-000768,-1.2543746104200002
ACH-000769,-1.46989370361
ACH-000770,-1.51459354804
ACH-000771,-1.24042561009
ACH-000773,-1.70656554322
ACH-000776,-1.52828864678
ACH-000777,-1.3307887217799999
ACH-000778,-1.2506279022700002
ACH-000781,-1.41352609396
ACH-000782,-1.3712513105700002
ACH-000783,-1.38354801743
ACH-000784,-1.39587146542
ACH-000785,-1.52643632026
ACH-000787,-1.4346625874899999
ACH-000788,-1.5403442689700002
ACH-000791,-1.4466809013600002
ACH-000792,-1.45565726206
ACH-000794,-1.3612631494999998
ACH-000796,-1.5794849481400002
ACH-000799,-1.4286533464200002
ACH-000800,-1.26408236255
ACH-000802,-1.474577904
ACH-000804,-1.36012169114
ACH-000805,-1.477834647
ACH-000809,-1.32902555775
ACH-000810,-1.41127971043
ACH-000811,-1.59377408262
ACH-000817,-1.5260778600100002
ACH-000819,-1.36357370504
ACH-000820,-1.9556326034599998
ACH-000821,-1.54580170838
ACH-000822,-1.7452857508000001
ACH-000823,-1.53591626886
ACH-000824,-1.45847254055
ACH-000827,-1.26542516892
ACH-000829,-1.5717777717399999
ACH-000831,-1.21254312457
ACH-000832,-1.28196291928
ACH-000833,-1.2264560304899998
ACH-000834,-1.45795065829
ACH-000835,-1.34024033381
ACH-000836,-1.0995665404000001
ACH-000837,-1.28227683986
ACH-000838,-1.4709016254299998
ACH-000839,-1.3566485427300001
ACH-000840,-1.1133650062
ACH-000841,-1.35888076099
ACH-000843,-1.3296905353200001
ACH-000846,-1.25893037462
ACH-000847,-1.68581021894
ACH-000848,-1.32101802658
ACH-000849,-1.2579225431
ACH-000851,-1.5606296106600002
ACH-000855,-1.32537953843
ACH-000856,-1.52711355634
ACH-000858,-1.3134380135200001
ACH-000859,-1.56605952565
ACH-000861,-1.26144550756
ACH-000862,-1.4194355273800001
ACH-000865,-1.34106120811
ACH-000866,-1.5116944460100001
ACH-000867,-1.32044562684
ACH-000869,-1.32666566369
ACH-000872,-1.31685007778
ACH-000873,-1.6898768379700002
ACH-000876,-1.2901442804899999
ACH-000878,-1.26559518698
ACH-000880,-1.4333580695700001
ACH-000881,-1.31579269426
ACH-000882,-1.25735536256
ACH-000884,-1.5858043121599998
ACH-000885,-1.47475044945
ACH-000887,-1.12397000054
ACH-000888,-1.50759859011
ACH-000889,-1.45891443412
ACH-000890,-1.5093710905200002
ACH-000896,-1.2445907327099999
ACH-000898,-1.41108621262
ACH-000900,-1.5748698114200002
ACH-000901,-1.0686406212200001
ACH-000905,-1.4755173072299999
ACH-000906,-1.4392609934600002
ACH-000907,-1.7913417466400001
ACH-000910,-1.67835590524
ACH-000911,-1.38463914912
ACH-000912,-1.4735682940200001
ACH-000913,-1.3774006716799998
ACH-000915,-1.51171701368
ACH-000916,-1.48421644941
ACH-000917,-1.47191273269
ACH-000921,-1.1419480021
ACH-000924,-1.51041220122
ACH-000926,-1.6464520614899998
ACH-000928,-1.31900490815
ACH-000929,-1.41057048413
ACH-000932,-1.4376155802200001
ACH-000935,-1.53185244268
ACH-000936,-1.4352721917700002
ACH-000937,-1.28217617272
ACH-000938,-1.45376055954
ACH-000939,-1.1416890392499999
ACH-000941,-1.4456759525799998
ACH-000943,-1.2094338497900001
ACH-000946,-1.46160345294
ACH-000947,-1.72069573157
ACH-000948,-1.1307849518000002
ACH-000950,-1.56281400045
ACH-000953,-1.74387614471
ACH-000957,-1.69608788162
ACH-000958,-1.68176361641
ACH-000960,-1.52063133209
ACH-000963,-1.4736700174200001
ACH-000968,-1.12022616982
ACH-000969,-1.3705096847100002
ACH-000973,-1.5259879428299998
ACH-000974,-1.5224154828
ACH-000975,-1.48430893546
ACH-000976,-1.54530420722
ACH-000978,-0.916100624002
ACH-000980,-1.6738179169299998
ACH-000984,-1.4242023281600003
ACH-000986,-1.24934026964
ACH-000988,-1.1192649903899998
ACH-000993,-1.1866490833299999
ACH-000994,-1.46810327235
ACH-000996,-1.25993278366
ACH-001001,-1.7229143968599998
ACH-001020,-1.67181829434
ACH-001028,-1.67258671949
ACH-001031,-1.59290146611
ACH-001038,-1.55874087736
ACH-001048,-1.60507061949
ACH-001050,-1.5917604485899999
ACH-001053,-1.3372923670899999
ACH-001054,-1.44805901139
ACH-001061,-1.31879964861
ACH-001067,-1.5804338880200002
ACH-001075,-1.1617523741299998
ACH-001096,-1.31017211347
ACH-001128,-0.882251601056
ACH-001134,-1.61953814957
ACH-001151,-1.49933615427
ACH-001163,-1.24768434176
ACH-001164,-1.64780987935
ACH-001173,-1.4763687489500001
ACH-001183,-1.35027811144
ACH-001184,-1.4392284928
ACH-001190,-1.6370684684399999
ACH-001192,-1.6319023509600001
ACH-001193,-1.62902887225
ACH-001196,-1.25689338692
ACH-001197,-1.25797849783
ACH-001205,-1.4969356480000002
ACH-001211,-1.76260193877
ACH-001212,-1.80519704533
ACH-001228,-1.4621794475299998
ACH-001232,-1.4484993506900001
ACH-001239,-1.31256612126
ACH-001274,-1.52267457402
ACH-001275,-1.7139937258000002
ACH-001277,-1.73593060175
ACH-001278,-1.46706273323
ACH-001280,-1.5689188507299998
ACH-001283,-1.43036313442
ACH-001289,-1.6295716389300001
ACH-001295,-1.54514939551
ACH-001300,-1.39764783357
ACH-001301,-1.37718938715
ACH-001302,-1.36946696632
ACH-001303,-1.6500929723500002
ACH-001306,-1.2678427413
ACH-001318,-1.09057231305
ACH-001322,-1.5302628036200001
ACH-001328,-1.33399799641
ACH-001332,-1.33407205245
ACH-001333,-1.65275355806
ACH-001336,-1.33069326023
ACH-001340,-1.45427614019
ACH-001346,-1.3099566675399998
ACH-001353,-1.44940113163
ACH-001354,-1.55532765951
ACH-001367,-1.74397708748
ACH-001368,-1.47309343467
ACH-001374,-1.83833476058
ACH-001375,-1.26909116145
ACH-001377,-1.38337857212
ACH-001380,-1.43621835072
ACH-001391,-1.4556048535400001
ACH-001407,-1.2582213868
ACH-001408,-1.3535960555500002
ACH-001413,-1.40672836741
ACH-001430,-1.8791008812299999
ACH-001431,-1.5181827986200003
ACH-001450,-1.6605476593900002
ACH-001496,-1.27923755881
ACH-001500,-1.48515460204
ACH-001521,-1.4243984663
ACH-001523,-1.06275915279
ACH-001532,-1.48151100178
ACH-001536,-1.5080885598700002
ACH-001550,-1.17119296622
ACH-001552,-1.70543866363
ACH-001554,-1.4399887147
ACH-001645,-1.32055633165
ACH-001654,-1.46559444316
ACH-001715,-1.41668779607
ACH-001735,-1.5352361549899998
ACH-001736,-1.67623447217
ACH-001737,-1.74651150683
ACH-001740,-1.27286817442
ACH-001745,-1.38964405792
ACH-001750,-1.46740953084
ACH-001765,-1.6062012721799999
ACH-001956,-1.4273187252500001
ACH-001957,-1.4308885083
