,MTOR (2475)
ACH-000307,-1.35889472256
ACH-000308,-1.22683168876
ACH-000310,-1.09009301018
ACH-000311,-1.17456236023
ACH-000312,-1.4562664867700001
ACH-000315,-1.68688077861
ACH-000316,-1.78177146123
ACH-000317,-1.60908291476
ACH-000318,-1.02917201412
ACH-000319,-1.2340770875
ACH-000320,-1.6786880047
ACH-000322,-1.1453218636
ACH-000323,-1.36150335928
ACH-000324,-1.0123666952600001
ACH-000329,-1.60713079771
ACH-000330,-1.6285483081099998
ACH-000331,-1.17394081907
ACH-000332,-1.1518277741
ACH-000334,-1.38781697213
ACH-000335,-1.5959448996599999
ACH-000336,-1.4750440318399998
ACH-000337,-1.42072664851
ACH-000339,-1.25679226957
ACH-000341,-1.5125715422900001
ACH-000348,-1.24772090115
ACH-000350,-1.06206764026
ACH-000352,-1.40536541682
ACH-000356,-1.45206614954
ACH-000361,-1.17522274073
ACH-000362,-1.2528457563600002
ACH-000363,-1.29978591759
ACH-000364,-1.3750528517899998
ACH-000365,-1.49050548574
ACH-000366,-1.38925300709
ACH-000368,-1.34321461993
ACH-000374,-1.09167400047
ACH-000375,-1.3968055043399998
ACH-000376,-1.5157751960199999
ACH-000381,-1.3569613900100002
ACH-000383,-1.6504982210699999
ACH-000387,-1.1910568937700001
ACH-000389,-1.0959179544700002
ACH-000390,-1.18737222257
ACH-000393,-1.1244843588200002
ACH-000395,-1.33129565451
ACH-000397,-1.3681830881700001
ACH-000401,-1.16042816938
ACH-000402,-1.34353823317
ACH-000403,-1.2650212043200002
ACH-000404,-1.0690227645700001
ACH-000406,-1.25137520056
ACH-000407,-1.2479364126
ACH-000408,-1.45741493021
ACH-000410,-1.33170514382
ACH-000411,-1.30999090996
ACH-000414,-1.38436085579
ACH-000415,-1.27956456715
ACH-000416,-1.11903073228
ACH-000420,-1.66958381284
ACH-000421,-1.06541051094
ACH-000424,-1.2313259175
ACH-000425,-1.42583181505
ACH-000426,-1.68758829429
ACH-000427,-1.40214681176
ACH-000433,-1.37556069451
ACH-000436,-1.26972608628
ACH-000444,-1.44945047694
ACH-000445,-1.62153073726
ACH-000448,-1.3218423559999999
ACH-000450,-1.32605008231
ACH-000452,-0.49986815044
ACH-000454,-1.2995886856299999
ACH-000458,-1.2467362849899999
ACH-000459,-1.56038310671
ACH-000460,-1.3950939180200002
ACH-000461,-1.19315128794
ACH-000463,-1.30292170199
ACH-000464,-1.6057552899
ACH-000466,-1.36880486158
ACH-000467,-1.42393852921
ACH-000468,-1.3897638317200003
ACH-000469,-1.20281969252
ACH-000470,-0.979322296803
ACH-000471,-1.77095924468
ACH-000472,-1.3935824920700002
ACH-000473,-1.42655471184
ACH-000475,-1.4327108655899998
ACH-000476,-1.2421686811
ACH-000477,-1.40022397195
ACH-000480,-1.5790709120200002
ACH-000481,-1.3319838858700002
ACH-000483,-1.5143955290900002
ACH-000484,-1.29455518052
ACH-000485,-1.1099178385700001
ACH-000486,-1.1673665951999999
ACH-000487,-1.3839465977899998
ACH-000488,-1.2795799686
ACH-000490,-1.2596680175700001
ACH-000491,-1.4315855475100001
ACH-000495,-1.32008229999
ACH-000496,-1.6774468898800001
ACH-000499,-1.52945748176
ACH-000500,-0.871583292507
ACH-000502,-1.42995983307
ACH-000503,-1.40874244864
ACH-000505,-1.31593576818
ACH-000507,-1.07347721846
ACH-000510,-1.2196117557600001
ACH-000511,-1.29123666716
ACH-000512,-1.3479032300999998
ACH-000516,-1.21948217675
ACH-000517,-1.50770275502
ACH-000518,-1.16027950381
ACH-000520,-1.32568031385
ACH-000521,-1.29060004858
ACH-000522,-1.3803508872999999
ACH-000524,-1.3556419911700002
ACH-000527,-1.25164825448
ACH-000528,-1.25212920471
ACH-000537,-1.4768616895700002
ACH-000541,-1.60323526992
ACH-000542,-1.5689847569100002
ACH-000544,-1.38737650518
ACH-000545,-1.20194822695
ACH-000547,-1.15786234866
ACH-000548,-1.23093985134
ACH-000549,-1.20749703545
ACH-000550,-1.7058319982899999
ACH-000552,-1.2587466459799999
ACH-000556,-1.12814280455
ACH-000557,-1.3534899545200003
ACH-000570,-1.24140877684
ACH-000571,-1.3131501773899998
ACH-000573,-1.5895177880700002
ACH-000576,-1.43506937665
ACH-000580,-1.2594219676
ACH-000584,-1.3774455374599999
ACH-000585,-1.6238984063
ACH-000588,-1.3037130489
ACH-000589,-1.13792769635
ACH-000591,-1.26398944907
ACH-000593,-1.5638804900799999
ACH-000600,-1.6661271465
ACH-000601,-1.31563595863
ACH-000604,-1.46181728262
ACH-000605,-1.13374455822
ACH-000606,-0.947951979976
ACH-000608,-1.33893381612
ACH-000614,-1.33314162371
ACH-000616,-1.29320180939
ACH-000618,-0.951514436105
ACH-000619,-1.17831832423
ACH-000620,-1.5520090640900002
ACH-000621,-1.19042512245
ACH-000622,-1.5552096095399999
ACH-000623,-1.29699121959
ACH-000624,-1.01452263611
ACH-000627,-1.5071711568000001
ACH-000630,-1.55712796658
ACH-000632,-1.13528367089
ACH-000633,-1.47408687777
ACH-000637,-1.19403852745
ACH-000638,-1.1620399921200002
ACH-000646,-1.772719116
ACH-000647,-1.24537140158
ACH-000648,-1.74727960887
ACH-000649,-1.50794241212
ACH-000651,-1.27940686949
ACH-000652,-1.4212182582600001
ACH-000653,-1.03214594969
ACH-000657,-1.29013936728
ACH-000658,-1.57989285345
ACH-000661,-1.2770773533
ACH-000662,-1.3933595101499998
ACH-000663,-1.4389302537
ACH-000665,-1.2182851786
ACH-000671,-1.13626865927
ACH-000673,-1.54776391819
ACH-000676,-1.38752325403
ACH-000677,-1.3728746071200002
ACH-000681,-1.5572412922799999
ACH-000682,-1.29364914749
ACH-000683,-1.0756504115999999
ACH-000684,-1.7808065110799998
ACH-000688,-1.23870023011
ACH-000693,-1.13979198571
ACH-000694,-1.17311646987
ACH-000695,-1.05741917897
ACH-000696,-1.27976213426
ACH-000697,-1.17410616871
ACH-000699,-1.18751545266
ACH-000701,-1.01293507982
ACH-000706,-1.3147320915
ACH-000711,-1.39297056849
ACH-000713,-0.971254679184
ACH-000714,-1.38436893657
ACH-000718,-1.22746831426
ACH-000720,-1.3241870479
ACH-000721,-1.1990208282100001
ACH-000724,-1.5549712427700002
ACH-000725,-1.26574522757
ACH-000732,-1.30492922541
ACH-000734,-1.23122537684
ACH-000735,-1.09766131046
ACH-000736,-1.18543496505
ACH-000738,-1.2066100139700002
ACH-000746,-1.2881916799600002
ACH-000747,-1.3579647768599998
ACH-000748,-1.2439111856899998
ACH-000753,-1.04035654324
ACH-000756,-1.14926502759
ACH-000757,-1.2459561032100002
ACH-000758,-0.8090112233169999
ACH-000760,-1.6313358671399998
ACH-000763,-1.29587050029
ACH-000764,-0.97677784449
ACH-000765,-1.10235822317
ACH-000766,-1.4347299745299997
ACH-000767,-1.12706089151
ACH-000768,-1.2461389304000001
ACH-000769,-1.3791474795899998
ACH-000770,-1.2762215716299998
ACH-000771,-0.968807429918
ACH-000773,-1.24457065826
ACH-000776,-1.33029137895
ACH-000777,-1.09565026185
ACH-000778,-0.7368516283319999
ACH-000781,-1.38110357769
ACH-000782,-1.3522252841999998
ACH-000783,-1.2489589982200002
ACH-000784,-1.33798802624
ACH-000785,-1.16295103875
ACH-000787,-1.31908297567
ACH-000788,-1.3740815859200002
ACH-000791,-1.27831523776
ACH-000792,-1.51786429606
ACH-000794,-1.25569348634
ACH-000796,-1.42722062563
ACH-000799,-1.20877449255
ACH-000800,-0.819091587625
ACH-000802,-1.15046213848
ACH-000804,-1.3748908013699999
ACH-000805,-1.30283247777
ACH-000809,-1.5699205455899998
ACH-000810,-1.3494238159
ACH-000811,-1.51108318007
ACH-000817,-1.61741178685
ACH-000819,-1.23925256324
ACH-000820,-1.58949382516
ACH-000821,-1.27092847157
ACH-000822,-0.7406372793100001
ACH-000823,-1.41108795475
ACH-000824,-1.1962567262200001
ACH-000827,-1.25954048265
ACH-000829,-1.32313333514
ACH-000831,-0.8474846808490001
ACH-000832,-0.8664377730570001
ACH-000833,-1.22748461937
ACH-000834,-1.30396984456
ACH-000835,-1.42558904733
ACH-000836,-1.55061942385
ACH-000837,-1.1377309874500001
ACH-000838,-1.77834636926
ACH-000839,-1.3643887374700001
ACH-000840,-1.20073943281
ACH-000841,-1.21933686695
ACH-000843,-1.16830481836
ACH-000846,-0.88457741095
ACH-000847,-1.4648552000100001
ACH-000848,-1.3347010128499999
ACH-000849,-1.39223898366
ACH-000851,-1.3877412656
ACH-000855,-1.4950686385
ACH-000856,-1.18935147466
ACH-000858,-1.24513255053
ACH-000859,-1.21695581156
ACH-000861,-1.18923367113
ACH-000862,-1.07418970237
ACH-000865,-1.32754463678
ACH-000866,-1.34108063485
ACH-000867,-0.92230807121
ACH-000869,-1.7281016867299999
ACH-000872,-1.29297508651
ACH-000873,-1.0288894784
ACH-000876,-1.6744794226800002
ACH-000878,-1.21053505641
ACH-000880,-1.05506527596
ACH-000881,-1.29867708564
ACH-000882,-1.1829907037
ACH-000884,-1.5378729795
ACH-000885,-1.3408659415200002
ACH-000887,-1.4554099483899998
ACH-000888,-1.61927103708
ACH-000889,-1.6464724331
ACH-000890,-1.31885620662
ACH-000896,-1.3149472664700002
ACH-000898,-0.934454443286
ACH-000900,-1.20348381549
ACH-000901,-1.3003269396200001
ACH-000905,-1.46194515417
ACH-000906,-1.47947404324
ACH-000907,-1.53761008914
ACH-000910,-1.3383796289
ACH-000911,-1.32316747641
ACH-000912,-1.23296849834
ACH-000913,-1.22595337266
ACH-000915,-1.5723571321799998
ACH-000916,-1.11169015994
ACH-000917,-1.38684542154
ACH-000921,-1.27407605614
ACH-000924,-1.3981740274599999
ACH-000926,-1.56838435206
ACH-000928,-1.0278284450700002
ACH-000929,-1.1858383597700002
ACH-000932,-1.28851332389
ACH-000935,-1.6796410536500002
ACH-000936,-1.3345524909
ACH-000937,-1.21919283125
ACH-000938,-1.48629290627
ACH-000939,-1.54219956943
ACH-000941,-1.15325457409
ACH-000943,-1.2232905176100002
ACH-000946,-0.962336313396
ACH-000947,-1.35274174632
ACH-000948,-1.07990988845
ACH-000950,-1.39342231089
ACH-000953,-1.4166547840700001
ACH-000957,-1.04453732407
ACH-000958,-1.35239685141
ACH-000960,-1.2392036478100001
ACH-000963,-0.8683897227959999
ACH-000968,-1.2151723634799998
ACH-000969,-1.1032034777600002
ACH-000973,-1.08747321827
ACH-000974,-1.19425561703
ACH-000975,-1.2298799447
ACH-000976,-1.3894776003799998
ACH-000978,-1.18240139975
ACH-000980,-1.12592158814
ACH-000984,-1.22565757177
ACH-000986,-1.38053982467
ACH-000988,-1.61578413087
ACH-000993,-1.4320310895299997
ACH-000994,-1.0935016504000001
ACH-000996,-1.03614675381
ACH-001001,-1.21174978609
ACH-001020,-1.7125174893700001
ACH-001028,-1.50805713084
ACH-001031,-0.978838997201
ACH-001038,-1.20362546612
ACH-001048,-1.21054738739
ACH-001050,-1.4766108949399999
ACH-001053,-1.8082707021200002
ACH-001054,-1.3836079267299999
ACH-001061,-1.09823065919
ACH-001067,-1.3865670812600002
ACH-001075,-1.55933174542
ACH-001096,-1.16756918212
ACH-001128,-1.6003809806600002
ACH-001134,-1.15472642444
ACH-001151,-1.11483303468
ACH-001163,-1.27119277594
ACH-001164,-1.26192776007
ACH-001173,-1.23964868902
ACH-001183,-1.54112782945
ACH-001184,-1.42650896255
ACH-001190,-1.3281160911399998
ACH-001192,-1.32685767452
ACH-001193,-1.00714512686
ACH-001196,-1.38111754232
ACH-001197,-1.03011743655
ACH-001205,-1.12544624465
ACH-001211,-1.52894879149
ACH-001212,-1.3714860360299999
ACH-001228,-1.31688773354
ACH-001232,-1.63949450869
ACH-001239,-1.65516604595
ACH-001274,-1.9420362220700003
ACH-001275,-1.4243168309999998
ACH-001277,-1.33707177861
ACH-001278,-1.2021403183200001
ACH-001280,-1.3504922344999999
ACH-001283,-1.4475095358599999
ACH-001289,-1.03190114801
ACH-001295,-1.31121260916
ACH-001300,-1.59660019409
ACH-001301,-1.4358609072400002
ACH-001302,-1.27805588357
ACH-001303,-1.38277704869
ACH-001306,-1.45180222808
ACH-001318,-1.6778759004700001
ACH-001322,-1.1459375084799999
ACH-001328,-1.17888630537
ACH-001332,-1.42697720188
ACH-001333,-1.16892223976
ACH-001336,-1.26638205465
ACH-001340,-1.3894979173500002
ACH-001346,-1.1739137808700002
ACH-001353,-1.00868641456
ACH-001354,-0.737593675133
ACH-001367,-1.39927175366
ACH-001368,-1.2252499144700002
ACH-001374,-1.36087396526
ACH-001375,-1.1634603585299998
ACH-001377,-1.46124347011
ACH-001380,-1.3771603032
ACH-001391,-1.41114428438
ACH-001407,-1.44535405715
ACH-001408,-0.989450288438
ACH-001413,-1.25562645219
ACH-001430,-1.4816336092700002
ACH-001431,-1.32655027123
ACH-001450,-1.5126005982
ACH-001496,-1.05620230887
ACH-001500,-1.60588106456
ACH-001521,-0.317930047019
ACH-001523,-1.39980666745
ACH-001532,-1.3491580674599999
ACH-001536,-1.5180216409600003
ACH-001550,-1.0106654138200002
ACH-001552,-1.27572986134
ACH-001554,-1.20850530795
ACH-001645,-1.48257293621
ACH-001654,-1.59127318402
ACH-001715,-1.4521989943
ACH-001735,-1.1522220112200001
ACH-001736,-1.20694169747
ACH-001737,-1.6542064517200001
ACH-001740,-1.08356474595
ACH-001745,-1.11711433482
ACH-001750,-1.4575851545899998
ACH-001765,-1.31189840159
ACH-001956,-1.22250859942
ACH-001957,-1.3292276456
