,TARS (6897)
ACH-000167,-2.25268277107
ACH-000168,-1.35983032081
ACH-000169,-1.67566705944
ACH-000178,-1.2739741107200002
ACH-000182,-1.74326653382
ACH-000183,-1.94832900959
ACH-000188,-1.4125640478900001
ACH-000189,-1.04193061629
ACH-000190,-1.6828997537700001
ACH-000198,-1.68285502088
ACH-000204,-1.43160665093
ACH-000206,-1.5107070169999999
ACH-000207,-1.0271258883299998
ACH-000211,-1.77333103814
ACH-000215,-1.60888648698
ACH-000221,-1.7401775222599998
ACH-000222,-1.9101591815799999
ACH-000223,-1.76822379653
ACH-000226,-1.44768776424
ACH-000227,-1.7424725436099997
ACH-000228,-1.66315089877
ACH-000231,-1.53251815209
ACH-000232,-1.61253092749
ACH-000233,-1.5054681400299998
ACH-000234,-1.5474900918
ACH-000235,-1.7563401475099998
ACH-000237,-1.7640413849
ACH-000238,-1.47160663678
ACH-000243,-1.60682896903
ACH-000244,-1.70598048171
ACH-000246,-1.68886596766
ACH-000248,-1.53093372178
ACH-000250,-1.76747390311
ACH-000251,-1.5535716671899997
ACH-000253,-1.68918117899
ACH-000255,-1.5426585539700002
ACH-000256,-1.76800441414
ACH-000257,-1.3570260460699999
ACH-000258,-1.68501545081
ACH-000259,-1.66020544123
ACH-000260,-1.40420373257
ACH-000261,-1.7393253863799998
ACH-000262,-1.9444186495200002
ACH-000263,-1.59291260095
ACH-000264,-1.87081752958
ACH-000265,-1.60565049704
ACH-000266,-1.7635491923299997
ACH-000272,-1.57441588516
ACH-000273,-1.65091362736
ACH-000274,-0.8187942746019999
ACH-000277,-1.37310426339
ACH-000278,-1.34262486279
ACH-000279,-1.84877318588
ACH-000280,-1.74746846816
ACH-000281,-1.5562485705000002
ACH-000288,-1.6306915954299999
ACH-000291,-1.6623504150200001
ACH-000293,-1.42183553905
ACH-000294,-1.61034950484
ACH-000295,-1.68747721924
ACH-000296,-1.87467727708
ACH-000302,-1.80329475028
ACH-000304,-2.31394593946
ACH-000307,-1.56560608489
ACH-000308,-1.7588354168200002
ACH-000310,-1.91144462257
ACH-000311,-1.6542814311899998
ACH-000312,-1.49348751741
ACH-000315,-1.99923666926
ACH-000316,-1.81464647218
ACH-000317,-1.7202223898
ACH-000318,-1.2876387763700001
ACH-000319,-1.63745394921
ACH-000320,-1.68245451507
ACH-000322,-1.82374540817
ACH-000323,-1.6417409264899998
ACH-000324,-1.62301073357
ACH-000329,-1.7625568648299998
ACH-000330,-1.64951021504
ACH-000331,-1.47959598062
ACH-000332,-1.59715305101
ACH-000334,-2.1566235794499997
ACH-000335,-1.74234069183
ACH-000336,-1.68930109225
ACH-000337,-1.4391977118700001
ACH-000339,-1.5833421932799998
ACH-000341,-1.88644388438
ACH-000348,-1.90413866547
ACH-000350,-1.5772497846200002
ACH-000352,-1.5740944744999998
ACH-000356,-1.47446699171
ACH-000361,-1.6018230347100002
ACH-000362,-1.71060577005
ACH-000363,-1.44814055366
ACH-000364,-1.4688384737
ACH-000365,-1.7784299820299998
ACH-000366,-1.87546977787
ACH-000368,-1.84978987528
ACH-000374,-1.5763858562000002
ACH-000375,-1.9319812504599998
ACH-000376,-1.6438602515
ACH-000381,-1.43879882878
ACH-000383,-1.9178151581599998
ACH-000387,-1.63923510371
ACH-000389,-1.14811526815
ACH-000390,-1.5163678163299998
ACH-000393,-1.8291386251599997
ACH-000395,-1.47134228057
ACH-000397,-1.6620317299599998
ACH-000401,-1.36919775088
ACH-000402,-1.6233727222499998
ACH-000403,-1.8247838081599999
ACH-000404,-1.4086217935799998
ACH-000406,-1.72070524442
ACH-000407,-1.8037018882599998
ACH-000408,-1.26841842365
ACH-000410,-1.53423822259
ACH-000411,-1.6279535963299998
ACH-000414,-1.7118449162
ACH-000415,-1.54024391708
ACH-000416,-1.5956686751299998
ACH-000420,-1.54765134936
ACH-000421,-1.59952990459
ACH-000424,-1.47014900533
ACH-000425,-1.7662762694299998
ACH-000426,-1.34726953993
ACH-000427,-1.80928739616
ACH-000433,-1.6915375022499999
ACH-000436,-1.71353133651
ACH-000444,-1.62530442081
ACH-000445,-1.50637840755
ACH-000448,-1.5915832054299999
ACH-000450,-1.51079264948
ACH-000452,-1.7813817216499999
ACH-000454,-1.4749321980599999
ACH-000458,-1.5644813666
ACH-000459,-2.05424515596
ACH-000460,-1.61450716
ACH-000461,-1.617930277
ACH-000463,-1.38512762112
ACH-000464,-1.88015540688
ACH-000466,-1.82277599368
ACH-000467,-1.5627206929799997
ACH-000468,-1.36666342833
ACH-000469,-1.80380064099
ACH-000470,-1.9495737199
ACH-000471,-1.5054132796000002
ACH-000472,-1.7544523234599998
ACH-000473,-1.53950459957
ACH-000475,-1.7315501836000002
ACH-000476,-1.6553961957299999
ACH-000477,-1.59506560669
ACH-000480,-1.9229493842900003
ACH-000481,-1.7913875516900002
ACH-000483,-2.21111261191
ACH-000484,-1.66389716294
ACH-000485,-1.62485623428
ACH-000486,-1.64372228655
ACH-000487,-1.66393790485
ACH-000488,-1.4021052799
ACH-000490,-1.55043108778
ACH-000491,-1.98427550238
ACH-000495,-1.69415488589
ACH-000496,-1.7689649422099998
ACH-000499,-1.50452863676
ACH-000500,-1.6621077823500001
ACH-000502,-1.49179513727
ACH-000503,-1.46750693059
ACH-000505,-1.73611605997
ACH-000507,-1.58990764507
ACH-000510,-1.65476813458
ACH-000511,-1.5920514923
ACH-000512,-1.52053569429
ACH-000516,-1.6884513755200001
ACH-000517,-1.8060390478200001
ACH-000518,-1.5147379812000001
ACH-000520,-1.70451396551
ACH-000521,-1.59695632843
ACH-000522,-1.7541210247499999
ACH-000524,-1.6369819914300001
ACH-000527,-1.66311725507
ACH-000528,-1.17898515578
ACH-000537,-1.6676974394400002
ACH-000541,-1.52160869485
ACH-000542,-1.54849796878
ACH-000544,-1.58838477526
ACH-000545,-1.65989743882
ACH-000547,-1.8950941699000001
ACH-000548,-1.03421283637
ACH-000549,-1.60222474447
ACH-000550,-1.41261869012
ACH-000552,-1.5395283648299998
ACH-000556,-1.40043804078
ACH-000557,-1.87950308866
ACH-000570,-1.87335360087
ACH-000571,-2.03666033257
ACH-000573,-1.67043568377
ACH-000576,-1.7335061233400002
ACH-000580,-1.7409027188
ACH-000584,-1.65698097206
ACH-000585,-1.58656730838
ACH-000588,-1.7675346082599999
ACH-000589,-1.71733700222
ACH-000591,-1.52270452192
ACH-000593,-1.86468116969
ACH-000600,-1.69950019152
ACH-000601,-1.5262149708500001
ACH-000604,-1.11174369094
ACH-000605,-1.55153649951
ACH-000606,-1.2962581941700002
ACH-000608,-0.9992293456899999
ACH-000614,-1.8674055722099998
ACH-000616,-1.68218217901
ACH-000618,-1.33375474876
ACH-000619,-1.5094348663400001
ACH-000620,-1.5862979055500002
ACH-000621,-1.88601357477
ACH-000622,-1.7578133251299999
ACH-000623,-1.62130866574
ACH-000624,-1.51977802997
ACH-000627,-1.59845436534
ACH-000630,-1.4508958389700002
ACH-000632,-1.5673603523100001
ACH-000633,-1.53571137025
ACH-000637,-1.57326451523
ACH-000638,-1.47639188906
ACH-000646,-1.8425938559000001
ACH-000647,-1.4335174225100002
ACH-000648,-1.22715424583
ACH-000649,-1.57688236035
ACH-000651,-1.5968680320299997
ACH-000652,-1.8367334408000002
ACH-000653,-1.6921177222200001
ACH-000657,-1.8542602045099998
ACH-000658,-1.71896671007
ACH-000661,-1.6428701178
ACH-000662,-1.7928302137099998
ACH-000663,-1.75262648927
ACH-000665,-1.4433357956
ACH-000671,-1.9551181562900002
ACH-000673,-1.67783234699
ACH-000676,-1.70140671914
ACH-000677,-2.03818562553
ACH-000681,-1.7747211536
ACH-000682,-1.3271069160200002
ACH-000683,-1.7115797044
ACH-000684,-1.56551164079
ACH-000688,-1.86671221795
ACH-000693,-1.6318227929799998
ACH-000694,-1.58317689782
ACH-000695,-2.07982231152
ACH-000696,-1.55623196323
ACH-000697,-1.5690656477899998
ACH-000699,-1.70004498342
ACH-000701,-1.48342387214
ACH-000706,-1.36220302248
ACH-000711,-1.5475254613299998
ACH-000713,-1.50877771884
ACH-000714,-1.79252167928
ACH-000718,-1.64718306604
ACH-000720,-1.51767924088
ACH-000721,-1.48870123602
ACH-000724,-1.36171890924
ACH-000725,-1.89881072708
ACH-000732,-1.54024573834
ACH-000734,-1.6897690938999999
ACH-000735,-1.42692013446
ACH-000736,-1.40752367126
ACH-000738,-1.7130708416999998
ACH-000746,-1.2112532814
ACH-000747,-1.21641167898
ACH-000748,-1.80039129125
ACH-000753,-1.7555106701599996
ACH-000756,-1.46953788921
ACH-000757,-1.13744960383
ACH-000758,-1.49479089583
ACH-000760,-1.62489322055
ACH-000763,-1.58765162076
ACH-000764,-1.6627461807700001
ACH-000765,-1.6644143848700002
ACH-000766,-1.6817731081799998
ACH-000767,-1.52677115213
ACH-000768,-1.4321876206200002
ACH-000769,-1.4450006017500001
ACH-000770,-1.789830077
ACH-000771,-1.65365479332
ACH-000773,-1.55562810259
ACH-000776,-1.5441038620200003
ACH-000777,-1.6409082752000002
ACH-000778,-1.72664813134
ACH-000781,-1.5999569957799997
ACH-000782,-1.4481136935499999
ACH-000783,-1.8230101566699999
ACH-000784,-1.6294251988600001
ACH-000785,-1.0220887342799998
ACH-000787,-1.6554254861000002
ACH-000788,-1.55683141181
ACH-000791,-1.68640794807
ACH-000792,-1.69909504911
ACH-000794,-1.5795679093000001
ACH-000796,-1.62674521253
ACH-000799,-1.55032553232
ACH-000800,-1.5896600245399999
ACH-000802,-1.59138177967
ACH-000804,-1.3843994102200001
ACH-000805,-1.591155739
ACH-000809,-1.61456216141
ACH-000810,-1.6898575867299999
ACH-000811,-1.91351454102
ACH-000817,-1.6681992573500002
ACH-000819,-1.62078430063
ACH-000820,-1.66168953532
ACH-000821,-1.3954242480599999
ACH-000822,-2.11147579102
ACH-000823,-1.5297926870200003
ACH-000824,-1.59647055445
ACH-000827,-1.59470683669
ACH-000829,-1.6836342766299999
ACH-000831,-1.73808768155
ACH-000832,-1.34952937014
ACH-000833,-1.70377032338
ACH-000834,-1.5044561875600002
ACH-000835,-1.5823860811300001
ACH-000836,-1.69678641803
ACH-000837,-1.63237481359
ACH-000838,-1.3670536041299999
ACH-000839,-1.45610237572
ACH-000840,-1.6908943977500002
ACH-000841,-1.58111088602
ACH-000843,-1.52003716752
ACH-000846,-1.09898288541
ACH-000847,-1.53955731021
ACH-000848,-1.5142811787900001
ACH-000849,-1.5062795794600001
ACH-000851,-1.3342346902600002
ACH-000855,-1.65347121782
ACH-000856,-1.75913051685
ACH-000858,-1.52244431
ACH-000859,-1.4514588547999998
ACH-000861,-1.7717358152200002
ACH-000862,-1.5233569363600001
ACH-000865,-1.6175551355200002
ACH-000866,-1.76810139292
ACH-000867,-1.3714148238600001
ACH-000869,-1.37671986928
ACH-000872,-1.7234942575099998
ACH-000873,-1.6912938958500001
ACH-000876,-1.6827488659099998
ACH-000878,-1.68213003305
ACH-000880,-1.6387630187200002
ACH-000881,-1.78870206497
ACH-000882,-1.44863696572
ACH-000884,-1.5428439946799999
ACH-000885,-1.71224147955
ACH-000887,-1.45892493337
ACH-000888,-1.68549673924
ACH-000889,-1.5457925519
ACH-000890,-1.67683770899
ACH-000896,-1.3743908453799998
ACH-000898,-1.6166513858899998
ACH-000900,-1.77659635793
ACH-000901,-1.8559764959799998
ACH-000905,-1.57152622002
ACH-000906,-1.8533421751599997
ACH-000907,-1.61316286949
ACH-000910,-1.75915191263
ACH-000911,-1.4062747372
ACH-000912,-1.4239077611500002
ACH-000913,-1.71079121821
ACH-000915,-1.7253492479599997
ACH-000916,-1.9693659525
ACH-000917,-1.7987644802200002
ACH-000921,-1.58240413284
ACH-000924,-1.34186555755
ACH-000926,-1.93246660255
ACH-000928,-1.57817591178
ACH-000929,-1.00080354577
ACH-000932,-1.79043210045
ACH-000935,-1.7824474018799998
ACH-000936,-1.95064499009
ACH-000937,-1.7568623891400001
ACH-000938,-1.57602469345
ACH-000939,-1.21564360264
ACH-000941,-1.7820918966200001
ACH-000943,-1.6243800906900001
ACH-000946,-1.41805673579
ACH-000947,-1.74612086367
ACH-000948,-1.4843145149399999
ACH-000950,-1.7175023165099998
ACH-000953,-1.67744870618
ACH-000957,-1.69052965301
ACH-000958,-1.70268819857
ACH-000960,-1.74976966491
ACH-000963,-1.34836010745
ACH-000968,-1.7070955250100002
ACH-000969,-1.5113286494299998
ACH-000973,-1.5899520299399998
ACH-000974,-1.8147878775
ACH-000975,-1.40619001104
ACH-000976,-1.3964240974000002
ACH-000978,-1.18694123845
ACH-000980,-1.61867323568
ACH-000984,-1.67446213363
ACH-000986,-1.4533306820200003
ACH-000988,-1.73462220254
ACH-000993,-1.4770462611500002
ACH-000994,-1.51862575025
ACH-000996,-1.69985297505
ACH-001001,-1.4823670627
ACH-001020,-1.67424831917
ACH-001028,-1.81536661857
ACH-001031,-1.42482295681
ACH-001038,-1.9217830351700003
ACH-001048,-1.6418579487
ACH-001050,-1.56622855859
ACH-001053,-1.76900323039
ACH-001054,-1.6009289650799998
ACH-001061,-1.55969735409
ACH-001067,-1.7795772251099997
ACH-001075,-1.1986361006
ACH-001096,-1.69552025542
ACH-001128,-1.8571654289300001
ACH-001134,-1.77607975273
ACH-001151,-1.8299284248099998
ACH-001163,-1.7824571141099999
ACH-001164,-1.6605161225
ACH-001173,-1.63052591644
ACH-001183,-1.6192791770200001
ACH-001184,-1.5381613842700002
ACH-001190,-1.8013695374
ACH-001192,-1.8298075748900002
ACH-001193,-1.63764928764
ACH-001196,-1.6705948425900001
ACH-001197,-1.43577706305
ACH-001205,-1.8538018447599998
ACH-001211,-1.69427596151
ACH-001212,-1.6446020372999999
ACH-001228,-1.56631041644
ACH-001232,-1.44089727849
ACH-001239,-2.03412993065
ACH-001274,-1.79732672037
ACH-001275,-1.73500055377
ACH-001277,-1.45356863591
ACH-001278,-1.57595174442
ACH-001280,-1.6849955939399999
ACH-001283,-1.51719485197
ACH-001289,-1.8034651443799998
ACH-001295,-1.7080980144600002
ACH-001300,-1.9355245375099999
ACH-001301,-1.6226830639899998
ACH-001302,-1.68780207086
ACH-001303,-1.7069198318
ACH-001306,-2.01264208387
ACH-001318,-1.6037848966400001
ACH-001322,-1.67541967012
ACH-001328,-1.61167353404
ACH-001332,-1.56245572477
ACH-001333,-1.49315926681
ACH-001336,-1.28993939824
ACH-001340,-1.37922072514
ACH-001346,-1.4128557944100002
ACH-001353,-1.3907763429700002
ACH-001354,-1.38393121718
ACH-001367,-1.9801576207799998
ACH-001368,-1.5947394589500001
ACH-001374,-1.48226997849
ACH-001375,-1.67498883363
ACH-001377,-1.6217657436300001
ACH-001380,-1.4803811430200002
ACH-001391,-2.03609111469
ACH-001407,-1.6152142201800002
ACH-001408,-1.45208289329
ACH-001413,-1.4917742963999998
ACH-001430,-1.9824064940400001
ACH-001431,-1.69563271806
ACH-001450,-1.55059837644
ACH-001496,-1.6188005255200002
ACH-001500,-1.4848936328400002
ACH-001521,-1.61659210236
ACH-001523,-1.1544837067799998
ACH-001532,-1.51811556606
ACH-001536,-1.63645343984
ACH-001550,-1.8871478954400003
ACH-001552,-1.68146015241
ACH-001554,-1.73994074857
ACH-001645,-1.66733458161
ACH-001654,-1.78193325303
ACH-001715,-1.48045702546
ACH-001735,-1.75412818039
ACH-001736,-1.6860593496
ACH-001737,-1.9963447129299998
ACH-001740,-1.2807000994700002
ACH-001745,-1.14076518504
ACH-001750,-1.4915324965099999
ACH-001765,-1.4873054841799997
ACH-001956,-1.6917626782600002
ACH-001957,-1.34103054323
