,AES (166)
ACH-000232,-0.14035583099
ACH-000233,-0.110830547874
ACH-000234,-0.449908986401
ACH-000235,-0.301553483952
ACH-000237,-0.26913345976799996
ACH-000238,-0.213858648928
ACH-000243,-0.150020768492
ACH-000244,-0.37885372545199997
ACH-000246,-0.301625911318
ACH-000248,-0.328059327748
ACH-000250,-0.424218962155
ACH-000251,-0.182919469956
ACH-000253,-0.24816400434900002
ACH-000255,-0.32555961151
ACH-000256,-0.409697028294
ACH-000257,-0.33190475408500003
ACH-000258,-0.391468905639
ACH-000259,-0.0570086801447
ACH-000260,-0.169255607764
ACH-000261,-0.254065367341
ACH-000262,-0.464486715185
ACH-000263,-0.301930700408
ACH-000264,-0.155945177824
ACH-000265,-0.08293980673399999
ACH-000266,-0.383997022032
ACH-000272,-0.314153869192
ACH-000273,-0.490095647951
ACH-000274,-0.267535779441
ACH-000277,-0.08340886328439999
ACH-000278,-0.282278057844
ACH-000279,-0.169347597258
ACH-000280,-0.40591902559
ACH-000281,-0.021365551184
ACH-000288,-0.111164634175
ACH-000291,-0.245926299991
ACH-000293,-0.155114349367
ACH-000294,-0.22265343195
ACH-000295,-0.24732636949200001
ACH-000296,-0.14242221392100002
ACH-000302,-0.36758174545999994
ACH-000304,-0.399386392589
ACH-000307,-0.28928275004
ACH-000308,-0.0973282038459
ACH-000310,-0.209451081231
ACH-000311,-0.0711620302786
ACH-000312,-0.34183075110399996
ACH-000315,-0.314817731402
ACH-000316,-0.216315494869
ACH-000317,-0.21841165449299998
ACH-000318,-0.355831765242
ACH-000319,-0.152479422797
ACH-000320,-0.244060860416
ACH-000322,-0.0696923527437
ACH-000323,-0.0820347987688
ACH-000324,-0.19674179559
ACH-000329,-0.08371345161289999
ACH-000330,-0.547574651994
ACH-000331,-0.14282426476600002
ACH-000332,-0.201438898783
ACH-000334,-0.162519094157
ACH-000335,-0.18587036270500001
ACH-000336,0.319542505892
ACH-000337,-0.213855205536
ACH-000339,-0.299935447596
ACH-000341,-0.211985418457
ACH-000348,-0.299122043657
ACH-000350,-0.11861501332
ACH-000352,-0.336838864688
ACH-000356,-0.0163449246542
ACH-000361,-0.17240359285100001
ACH-000362,-0.15063826738
ACH-000363,-0.347523603766
ACH-000364,-0.371516819445
ACH-000365,-0.255266904658
ACH-000366,-0.267343727084
ACH-000368,-0.27999740512800003
ACH-000374,-0.39599165258599994
ACH-000375,-0.07015756153239999
ACH-000376,-0.0825546012513
ACH-000381,-0.315020859368
ACH-000383,-0.285679021224
ACH-000387,-0.133864702971
ACH-000389,-0.529968215535
ACH-000390,-0.0450848012223
ACH-000393,-0.355048603177
ACH-000395,-0.120458813695
ACH-000397,-0.247852424422
ACH-000401,-0.379675247044
ACH-000402,-0.48178346875699996
ACH-000403,-0.316296497706
ACH-000404,0.0582925189163
ACH-000406,-0.159374331583
ACH-000407,-0.416795178523
ACH-000408,-0.299674471542
ACH-000410,-0.294709158056
ACH-000411,-0.19917825414700002
ACH-000414,-0.228027682033
ACH-000415,-0.17479229155499998
ACH-000416,-0.29046179710299996
ACH-000420,-0.199435984127
ACH-000421,-0.23322560966400002
ACH-000424,-0.149814242024
ACH-000425,-0.19664135647300002
ACH-000426,-0.34432095246699995
ACH-000427,-0.316239328734
ACH-000433,-0.408351984807
ACH-000436,-0.693340670981
ACH-000444,-0.187162797388
ACH-000445,-0.406602674657
ACH-000448,-0.28856951036999995
ACH-000450,-0.10614820955
ACH-000452,-0.175364865374
ACH-000454,-0.21682301758900002
ACH-000458,-0.17484556600200002
ACH-000459,-0.16287240439200001
ACH-000460,-0.254818677958
ACH-000461,-0.12937488462000002
ACH-000463,-0.25102296312399996
ACH-000464,-0.050995985211399995
ACH-000466,-0.352044981859
ACH-000467,-0.0434164165928
ACH-000468,-0.044328491890500005
ACH-000469,-0.18445153033300002
ACH-000470,-0.23374169889600002
ACH-000471,-0.25303554901
ACH-000472,-0.11924205945999998
ACH-000473,-0.49068645768700003
ACH-000475,-0.174700855296
ACH-000476,-0.326130689871
ACH-000477,-0.0801972461081
ACH-000480,-0.0920494183419
ACH-000481,-0.277505423284
ACH-000483,-0.141914299114
ACH-000484,-0.013392742090200001
ACH-000485,-0.275896190825
ACH-000486,-0.269094844912
ACH-000487,-0.0390061460059
ACH-000488,-0.134950948277
ACH-000490,-0.285587613603
ACH-000491,-0.235371573649
ACH-000495,-0.270644322195
ACH-000496,-0.196555145281
ACH-000499,-0.0765702801732
ACH-000500,-1.09027088684
ACH-000502,-0.173383389395
ACH-000503,-0.43223218503300004
ACH-000505,-0.172939615782
ACH-000507,-0.185421398768
ACH-000510,-0.142251548276
ACH-000511,-0.18771780161600002
ACH-000512,-0.470706269441
ACH-000516,-0.282169931921
ACH-000517,-0.352178421655
ACH-000518,-0.43408974243799997
ACH-000520,-0.46789048078699996
ACH-000521,-0.171104127375
ACH-000522,-0.34386208324100004
ACH-000524,-0.30934064192
ACH-000527,-0.090263751414
ACH-000528,-0.238949075642
ACH-000537,-0.0487279928945
ACH-000541,-0.494510187729
ACH-000542,-0.27045848481199997
ACH-000544,-0.106218139739
ACH-000545,-0.209759154217
ACH-000547,-0.22782579827899999
ACH-000548,-0.09177345133880001
ACH-000549,-0.244558369029
ACH-000550,-0.33484014289700004
ACH-000552,-0.206614083169
ACH-000556,-0.24675667400499998
ACH-000557,-0.162469923343
ACH-000570,-0.038892349095499996
ACH-000571,-0.300391129519
ACH-000573,-0.0325183825537
ACH-000576,-0.124922945906
ACH-000580,-0.09265264444730001
ACH-000584,-0.229180523793
ACH-000585,-0.298926488329
ACH-000588,0.0378599809454
ACH-000589,-0.229442775401
ACH-000591,-0.343267779723
ACH-000593,-0.17430183176
ACH-000600,-0.21346832383
ACH-000601,-0.282787206624
ACH-000604,-0.053886775619199995
ACH-000605,-0.217889425918
ACH-000606,-0.39263040111
ACH-000608,-0.27945162889499997
ACH-000614,-0.0306571965836
ACH-000616,-0.09275463019480001
ACH-000618,-0.214155323002
ACH-000619,-0.309451287848
ACH-000620,-0.224554874808
ACH-000621,-0.200730638467
ACH-000622,-0.275910602193
ACH-000623,-0.15431257499700002
ACH-000624,-0.258930813509
ACH-000627,-0.226886915492
ACH-000630,-0.346416669838
ACH-000632,-0.168556846549
ACH-000633,-0.278511029012
ACH-000637,-0.0927562118539
ACH-000638,-0.413672423289
ACH-000646,-0.39815698023400004
ACH-000647,-0.20387111582400003
ACH-000648,-0.19010697059700002
ACH-000649,-0.31004911904
ACH-000651,-0.15643458705399998
ACH-000652,-0.429008974641
ACH-000653,-0.274775381747
ACH-000657,-0.374474793161
ACH-000658,-0.15714466519200002
ACH-000661,-0.24162087819400002
ACH-000662,-0.190954022025
ACH-000663,-0.138199503856
ACH-000665,-0.45285700253
ACH-000671,-0.13826841153799999
ACH-000673,-0.198158481789
ACH-000676,-0.281137388477
ACH-000677,-0.0367660667082
ACH-000681,-0.09666311933980001
ACH-000682,-0.394165407166
ACH-000683,-0.206389494285
ACH-000684,-0.31606484589899997
ACH-000688,-0.0710957592897
ACH-000693,-0.326680339319
ACH-000694,-0.16869571502099998
ACH-000695,-0.637626338202
ACH-000696,-0.248500309333
ACH-000697,-0.206532245677
ACH-000699,-0.305887560953
ACH-000701,-0.248565631041
ACH-000706,-0.22952180364100003
ACH-000711,-0.315435416924
ACH-000713,-0.154007237574
ACH-000714,-0.306002516463
ACH-000718,-0.00863337599526
ACH-000720,-0.22688060472600002
ACH-000721,-0.273604266293
ACH-000724,-0.46038672074299997
ACH-000725,-0.168775398369
ACH-000732,-0.22013553073000003
ACH-000734,-0.402473904926
ACH-000735,-0.240982895494
ACH-000736,-0.14218909100299998
ACH-000738,-0.28076239326200003
ACH-000746,0.103337473257
ACH-000747,-0.252160816096
ACH-000748,-0.321528805875
ACH-000753,-0.209353467104
ACH-000756,-0.20552627125999998
ACH-000757,0.024921357530900003
ACH-000758,-0.328820672389
ACH-000760,-0.23244525708799998
ACH-000763,-0.146219557213
ACH-000764,-0.0777439787198
ACH-000765,-0.20055072145199998
ACH-000766,-0.186693667232
ACH-000767,-0.150340209285
ACH-000768,-0.29461577939800004
ACH-000769,-0.21539263128000002
ACH-000770,-0.21671352070799998
ACH-000771,-0.26436626993
ACH-000773,0.054340692208900004
ACH-000776,-0.38407337495899996
ACH-000777,-0.152679898179
ACH-000778,-0.172490418246
ACH-000781,-0.258754473549
ACH-000782,-0.188597528736
ACH-000783,-0.5650072316570001
ACH-000784,0.00416043793685
ACH-000785,-0.280940043497
ACH-000787,-0.23792275673799998
ACH-000788,-0.19030607851599998
ACH-000791,-0.38133875779700005
ACH-000792,-0.25482957302
ACH-000794,-0.26236644757
ACH-000796,-0.35024972958800005
ACH-000799,-0.21696298619000004
ACH-000800,-0.40319768732100003
ACH-000802,-0.188199323277
ACH-000804,-0.160791040941
ACH-000805,-0.244261667719
ACH-000809,-0.190910640885
ACH-000810,-0.156264413386
ACH-000811,-0.196424537575
ACH-000817,-0.043582776484
ACH-000819,-0.323510666852
ACH-000820,0.449392401081
ACH-000821,-0.44780688291299997
ACH-000822,-0.04526048867330001
ACH-000823,-0.202893222131
ACH-000824,-0.226967592608
ACH-000827,-0.205395329065
ACH-000829,-0.28576211060400003
ACH-000831,-0.544192160685
ACH-000832,-0.277482722984
ACH-000833,0.05296344340319999
ACH-000834,-0.146601513354
ACH-000835,-0.171655702636
ACH-000836,0.0800490180984
ACH-000837,-0.278975983329
ACH-000838,-0.017110974687900002
ACH-000839,-0.287535865079
ACH-000840,-0.13267886322699998
ACH-000841,-0.261264686772
ACH-000843,-0.270649629964
ACH-000846,-0.28751446687800003
ACH-000847,-0.21900231728100003
ACH-000848,-0.093319866182
ACH-000849,-0.165380677423
ACH-000851,-0.237669839843
ACH-000855,0.18049813241999998
ACH-000856,-0.23191728106600001
ACH-000858,-0.246988849346
ACH-000859,-0.20195021512400002
ACH-000861,-0.317195519521
ACH-000862,-0.131092066388
ACH-000865,-0.19967610940900002
ACH-000866,-0.0775615520297
ACH-000867,-0.393514939974
ACH-000869,-0.11225408383600001
ACH-000872,-0.41297421518
ACH-000873,-0.324511093573
ACH-000876,-0.319105696345
ACH-000878,-0.07710292490210001
ACH-000880,-0.321519852489
ACH-000881,-0.044619990269
ACH-000882,-0.330902435266
ACH-000884,-0.167341581743
ACH-000885,-0.209118554168
ACH-000887,-0.329137185598
ACH-000888,-0.161451900748
ACH-000889,-0.21336669502099997
ACH-000890,0.0145362842104
ACH-000896,-0.24273400821999996
ACH-000898,-0.0994642213758
ACH-000900,-0.19539468990699999
ACH-000901,-0.31504023531500003
ACH-000905,-0.22818560082400002
ACH-000906,-0.32274161845
ACH-000907,0.00589365447832
ACH-000910,-0.211190290988
ACH-000911,-0.31500400945900003
ACH-000912,-0.288423117703
ACH-000913,-0.371714448354
ACH-000915,-0.1099893425
ACH-000916,0.0170881597129
ACH-000917,-0.18680480691799997
ACH-000921,-0.227161249031
ACH-000924,-0.08424145000710001
ACH-000926,-0.121282271818
ACH-000928,-0.29360685166
ACH-000929,-0.09942895952639999
ACH-000932,-0.229665023893
ACH-000935,-0.37327767302500003
ACH-000936,-0.257952448179
ACH-000937,-0.304763027376
ACH-000938,-0.11815157130000001
ACH-000939,0.202400949432
ACH-000941,-0.281472452718
ACH-000943,-0.232747256397
ACH-000946,-0.361682812327
ACH-000947,-0.313159465995
ACH-000948,-0.37246652495099997
ACH-000950,-0.320860073339
ACH-000953,-0.436029342782
ACH-000957,-0.304422343945
ACH-000958,-0.321703282255
ACH-000960,-0.297338725325
ACH-000963,-0.45076204611599996
ACH-000968,-0.0146226795431
ACH-000969,-0.147364053653
ACH-000973,-0.311250434029
ACH-000974,-0.26157278024700004
ACH-000975,-0.279466116655
ACH-000976,-0.269247766092
ACH-000978,-0.35219495083
ACH-000980,-0.221736399764
ACH-000984,-0.228169420955
ACH-000986,-0.273154741622
ACH-000988,-0.19518239798599998
ACH-000993,-0.311544130907
ACH-000994,-0.333771497669
ACH-000996,-0.40567078789000005
ACH-001001,-0.211082968704
ACH-001020,0.137339906779
ACH-001028,-0.263276791697
ACH-001031,-0.18407827201699997
ACH-001038,-0.228317252045
ACH-001048,-0.276801966104
ACH-001050,-0.39086382677000003
ACH-001053,-0.0695621261276
ACH-001054,-0.110052452893
ACH-001061,-0.09774305320080001
ACH-001067,-0.0856524000567
ACH-001075,-0.040781058155300004
ACH-001096,-0.24345837073000004
ACH-001128,1.05373462135
ACH-001134,-0.149808955329
ACH-001151,-0.238232173428
ACH-001163,-0.162640210951
ACH-001164,-0.0762581605373
ACH-001173,-0.243710470722
ACH-001183,-0.411035964425
ACH-001184,0.0548102623177
ACH-001190,-0.376573853049
ACH-001192,-0.136970175694
ACH-001193,-0.13362374177300002
ACH-001196,-0.18003265048
ACH-001197,-0.20307375609099998
ACH-001205,-0.5081067667970001
ACH-001211,-0.363679797835
ACH-001212,-0.264322406989
ACH-001228,-0.33878631159199996
ACH-001232,-0.15730025574999998
ACH-001239,-0.163530740455
ACH-001274,-0.138710261759
ACH-001275,-0.19275877341699998
ACH-001277,0.10196852911599999
ACH-001278,-0.44491627814499995
ACH-001280,0.0595969441955
ACH-001283,-0.185394322432
ACH-001289,-0.203155340109
ACH-001295,-0.36922688232600004
ACH-001300,-0.31976206130999996
ACH-001301,-0.155719695264
ACH-001302,-0.289234320354
ACH-001303,0.13988450679199999
ACH-001306,-0.39083855827299996
ACH-001318,-0.242265023548
ACH-001322,-0.22822333788600002
ACH-001328,-0.27718491675
ACH-001332,-0.132741382263
ACH-001333,-0.093174224146
ACH-001336,-0.147295101952
ACH-001340,-0.37919293527099995
ACH-001346,-0.10650908043
ACH-001353,-0.18663175503899998
ACH-001354,-0.107420911053
ACH-001367,-0.12007383015699999
ACH-001368,-0.416985898119
ACH-001374,-0.427192050423
ACH-001375,-0.455197241145
ACH-001377,-0.255633752249
ACH-001380,-0.457631850225
ACH-001391,-0.0602780407875
ACH-001407,-0.324789814663
ACH-001408,-0.190414048404
ACH-001413,-0.36011706546800004
ACH-001430,-0.5004727750379999
ACH-001431,-0.38974108429
ACH-001450,-0.100187173298
ACH-001496,0.04567417093119999
ACH-001500,-0.061008932062200004
ACH-001521,-0.097923737076
ACH-001523,-0.13378632810000002
ACH-001532,-0.148507473494
ACH-001536,-0.41034687578100004
ACH-001550,0.129172019559
ACH-001552,-0.536617030292
ACH-001554,-0.17461343936700002
ACH-001645,-0.38462430186999996
ACH-001654,-0.302181040813
ACH-001715,-0.257754038977
ACH-001735,-0.330050612094
ACH-001736,-0.173453181425
ACH-001737,-0.19340271331099998
ACH-001740,-0.013210049990299998
ACH-001745,-0.12461132185999999
ACH-001750,-0.328473088728
ACH-001765,-0.390208252254
ACH-001956,-0.156186537165
ACH-001957,-0.140737461685
