,DBI (1622)
ACH-000237,-0.321005220883
ACH-000238,-0.160106334395
ACH-000243,-0.275585695625
ACH-000244,-0.0033100031669800003
ACH-000246,-0.188104478877
ACH-000248,-0.150192278211
ACH-000250,-0.143261635966
ACH-000251,-0.169702069716
ACH-000253,-0.119462037598
ACH-000255,-0.28603781269
ACH-000256,-0.295319065816
ACH-000257,-0.053015447259300005
ACH-000258,-0.18742415306899998
ACH-000259,-0.20440064764199997
ACH-000260,-0.0799262220169
ACH-000261,-0.21925664063
ACH-000262,-0.335068655102
ACH-000263,-0.028315386037099998
ACH-000264,-0.190691419087
ACH-000265,-0.307028375854
ACH-000266,-0.283790118598
ACH-000272,-0.299743030702
ACH-000273,-0.293898525239
ACH-000274,-0.23603908579799998
ACH-000277,-0.138649409933
ACH-000278,-0.334825005308
ACH-000279,-0.0961695424338
ACH-000280,-0.123465139493
ACH-000281,-0.18381544071199998
ACH-000288,-0.191685117346
ACH-000291,-0.264817486698
ACH-000293,-0.142898669737
ACH-000294,0.0314294201683
ACH-000295,-0.376086932344
ACH-000296,-0.193224812178
ACH-000302,-0.159213216567
ACH-000304,-0.30591637570999997
ACH-000307,-0.104967837545
ACH-000308,-0.38557416134499994
ACH-000310,-0.147992998262
ACH-000311,-0.254378423
ACH-000312,-0.2117339986
ACH-000315,-0.130339524375
ACH-000316,-0.122149817115
ACH-000317,-0.31344422426699997
ACH-000318,-0.43971963338500003
ACH-000319,-0.0753866292491
ACH-000320,-0.42419044873499995
ACH-000322,-0.251864615267
ACH-000323,-0.09406760099780001
ACH-000324,-0.167599847751
ACH-000329,-0.416184479085
ACH-000330,-0.195056196454
ACH-000331,-0.442670587297
ACH-000332,-0.161637079856
ACH-000334,-0.08944434937989999
ACH-000335,-0.40438596740500005
ACH-000336,-0.10570649529100001
ACH-000337,-0.173160865095
ACH-000339,-0.27113681883900004
ACH-000341,-0.321651431503
ACH-000348,-0.0856298011764
ACH-000350,0.011063449721299998
ACH-000352,-0.139197967669
ACH-000356,-0.17067513748799998
ACH-000361,-0.0633497853586
ACH-000362,0.021079841275299997
ACH-000363,-0.255668728242
ACH-000364,-0.46249058094499995
ACH-000365,-0.145279352324
ACH-000366,-0.0499366650538
ACH-000368,-0.0753605779947
ACH-000374,-0.270452464381
ACH-000375,-0.242709589912
ACH-000376,-0.21999939706799998
ACH-000381,-0.13556689295399998
ACH-000383,-0.25423307456300004
ACH-000387,-0.135573931645
ACH-000389,-0.0243242497896
ACH-000390,-0.238789801153
ACH-000393,-0.20385661414500003
ACH-000395,-0.232981463466
ACH-000397,-0.254229660536
ACH-000401,-0.202014518712
ACH-000402,-0.13818708169399999
ACH-000403,-0.195002025339
ACH-000404,-0.306914080014
ACH-000406,-0.108589793441
ACH-000407,-0.011108401006499999
ACH-000408,0.182686040882
ACH-000410,-0.29274675156
ACH-000411,-0.303516295381
ACH-000414,-0.228526434331
ACH-000415,-0.21837502871599998
ACH-000416,-0.240767672984
ACH-000420,-0.458687227615
ACH-000421,-0.28406794329999996
ACH-000424,-0.24039613032600002
ACH-000425,-0.222800010357
ACH-000426,0.146314863324
ACH-000427,-0.24913762318399998
ACH-000433,-0.20941723606100002
ACH-000436,0.010995841732100001
ACH-000444,-0.500658693244
ACH-000445,-0.49770915957199996
ACH-000448,-0.0651387959954
ACH-000450,-0.177195989762
ACH-000452,-0.018938339844
ACH-000454,-0.39578628582900005
ACH-000458,-0.278508013344
ACH-000459,-0.267740783941
ACH-000460,-0.16795303513
ACH-000461,-0.11433083805500001
ACH-000463,-0.152265317623
ACH-000464,-0.270627269349
ACH-000466,-0.0669745778987
ACH-000467,-0.312149807632
ACH-000468,-0.238996094479
ACH-000469,-0.20957222287799998
ACH-000470,-0.33636707142300004
ACH-000471,-0.326968457232
ACH-000472,-0.19672870713100002
ACH-000473,-0.317724969229
ACH-000475,-0.255416599513
ACH-000476,-0.0566931479764
ACH-000477,-0.022469720995900003
ACH-000480,-0.446295274955
ACH-000481,-0.13826017077299999
ACH-000483,-0.395578079365
ACH-000484,-0.12646035723
ACH-000485,-0.24288886181999997
ACH-000486,-0.167009447177
ACH-000487,-0.182954930011
ACH-000488,-0.06679509133349999
ACH-000490,-0.221021513795
ACH-000491,-0.0392525681481
ACH-000495,-0.07812028630460001
ACH-000496,-0.229875979521
ACH-000499,-0.544323642154
ACH-000500,0.192540923739
ACH-000502,-0.260902904071
ACH-000503,-0.186234384882
ACH-000505,-0.222936509885
ACH-000507,-0.26201222355099996
ACH-000510,-0.316171016311
ACH-000511,-0.257635445435
ACH-000512,-0.109178509041
ACH-000516,-0.387016702421
ACH-000517,-0.154234165415
ACH-000518,0.046285940354699996
ACH-000520,-0.39821406262599995
ACH-000521,-0.33621239607299996
ACH-000522,-0.255349227457
ACH-000524,-0.061396633427
ACH-000527,0.0104853357674
ACH-000528,-0.157696854986
ACH-000537,-0.168528275653
ACH-000541,-0.43933669696500005
ACH-000542,-0.192894833606
ACH-000544,-0.37839414443499997
ACH-000545,-0.341806632945
ACH-000547,-0.178935518012
ACH-000548,-0.280392790123
ACH-000549,-0.40451988855400006
ACH-000550,-0.156842508243
ACH-000552,-0.292933449485
ACH-000556,-0.19411545438900002
ACH-000557,0.031195424529800002
ACH-000570,-0.28268910853100004
ACH-000571,-0.12939901574999998
ACH-000573,-0.24648673760099998
ACH-000576,-0.269687220221
ACH-000580,-0.129136268705
ACH-000584,-0.22914720607099998
ACH-000585,-0.21154195310499999
ACH-000588,-0.164907316435
ACH-000589,-0.283500065579
ACH-000591,-0.22412716560100002
ACH-000593,-0.311177709326
ACH-000600,-0.0519340917382
ACH-000601,-0.325433896041
ACH-000604,0.20472785753699999
ACH-000605,-0.134206874443
ACH-000606,-0.154901291763
ACH-000608,-0.106409353073
ACH-000614,-0.100575546906
ACH-000616,-0.186590863276
ACH-000618,-0.113202422953
ACH-000619,-0.119244027321
ACH-000620,-0.11503415311899999
ACH-000621,-0.12323599361500001
ACH-000622,-0.208491950796
ACH-000623,-0.18814030149900002
ACH-000624,-0.10020522838500001
ACH-000627,-0.334851350102
ACH-000630,-0.43284182430699997
ACH-000632,-0.148475351879
ACH-000633,-0.16647874039899999
ACH-000637,-0.15164620998
ACH-000638,-0.15537329907400002
ACH-000646,-0.209411457671
ACH-000647,-0.195365004679
ACH-000648,-0.29080813951400003
ACH-000649,-0.242893096721
ACH-000651,-0.172781651716
ACH-000652,0.14665111366699998
ACH-000653,-0.110153349607
ACH-000657,-0.13458455715
ACH-000658,-0.123702847638
ACH-000661,-0.126265447456
ACH-000662,-0.111659404589
ACH-000663,-0.474851344995
ACH-000665,-0.1906423384
ACH-000671,-0.187174095426
ACH-000673,-0.22565418695099998
ACH-000676,-0.11203462568900001
ACH-000677,-0.0109500095182
ACH-000681,-0.10998934622300001
ACH-000682,-0.170651106841
ACH-000683,-0.150102680465
ACH-000684,-0.34221901965
ACH-000688,-0.0619664093234
ACH-000693,-0.179385596123
ACH-000694,-0.229098070319
ACH-000695,-0.248100303759
ACH-000696,-0.34138945026699996
ACH-000697,-0.583215026978
ACH-000699,-0.211722028573
ACH-000701,-0.294077345082
ACH-000706,-0.121786056345
ACH-000711,-0.20003262780699999
ACH-000713,-0.48046027541
ACH-000714,0.040561345609300005
ACH-000718,0.039895741639
ACH-000720,-0.280146614648
ACH-000721,-0.316165165107
ACH-000724,0.225167168353
ACH-000725,-0.344253573586
ACH-000732,-0.286080232281
ACH-000734,-0.228741851305
ACH-000735,-0.296031799862
ACH-000736,-0.259177280108
ACH-000738,-0.284765697884
ACH-000746,-0.267403705967
ACH-000747,-0.244583233844
ACH-000748,-0.176470743999
ACH-000753,-0.11551005060999998
ACH-000756,-0.19700710793900003
ACH-000757,-0.116206323157
ACH-000758,-0.14605502215500002
ACH-000760,-0.168339763983
ACH-000763,-0.26731160292399997
ACH-000764,-0.210271516127
ACH-000765,-0.234699123049
ACH-000766,-0.181617097136
ACH-000767,-0.117693317831
ACH-000768,-0.36880715211599996
ACH-000769,-0.25260781522
ACH-000770,-0.16600069628
ACH-000771,-0.335137873875
ACH-000773,-0.232970712541
ACH-000776,-0.0597444991069
ACH-000777,-0.149467701731
ACH-000778,-0.18274370380899999
ACH-000781,-0.14808202671499998
ACH-000782,-0.15468275955900002
ACH-000783,-0.08976283996500001
ACH-000784,-0.283452125192
ACH-000785,-0.293738562864
ACH-000787,-0.13473982857300001
ACH-000788,-0.13536474883400001
ACH-000791,-0.147227875141
ACH-000792,-0.168472878987
ACH-000794,-0.0770693098613
ACH-000796,-0.226950075242
ACH-000799,-0.750381339208
ACH-000800,-0.20073900678399997
ACH-000802,-0.21271017616500001
ACH-000804,-0.232396288958
ACH-000805,-0.19187418587699998
ACH-000809,-0.081411784406
ACH-000810,-0.204425503665
ACH-000811,-0.213380737195
ACH-000817,-0.379488562497
ACH-000819,-0.316226674529
ACH-000820,-0.18136122966899998
ACH-000821,-0.171773496827
ACH-000822,-0.145126356941
ACH-000823,-0.331286619272
ACH-000824,-0.00135417112523
ACH-000827,-0.181620499904
ACH-000829,-0.22256140971299998
ACH-000831,-0.322375940785
ACH-000832,-0.33073333370700003
ACH-000833,-0.055847425400400004
ACH-000834,-0.403079356839
ACH-000835,-0.343232432515
ACH-000836,-0.268174857502
ACH-000837,-0.21361777035
ACH-000838,-0.177775414288
ACH-000839,-0.103845436851
ACH-000840,-0.15117296691600002
ACH-000841,-0.134547377183
ACH-000843,-0.26377310775400004
ACH-000846,-0.112678072005
ACH-000847,-0.17957391090100003
ACH-000848,-0.335695877587
ACH-000849,-0.49199606330799994
ACH-000851,-0.18762097815
ACH-000855,-0.260726954226
ACH-000856,-0.178003876221
ACH-000858,-0.24361594876899997
ACH-000859,-0.101741857763
ACH-000861,-0.266753062967
ACH-000862,-0.325127685819
ACH-000865,-0.179062805578
ACH-000866,-0.180727202527
ACH-000867,-0.08229677614639999
ACH-000869,0.017122662490999998
ACH-000872,-0.230132851664
ACH-000873,-0.14770442745200002
ACH-000876,-0.11880395827
ACH-000878,0.10849614242599999
ACH-000880,-0.128197663161
ACH-000881,-0.23080409894099999
ACH-000882,-0.174982852304
ACH-000884,-0.0972462752078
ACH-000885,-0.20657316937800002
ACH-000887,-0.3070782292
ACH-000888,-0.0866247489901
ACH-000889,-0.23295681291900003
ACH-000890,-0.318077030519
ACH-000896,-0.130508230845
ACH-000898,-0.231513967496
ACH-000900,-0.311919025256
ACH-000901,-0.20480460254299998
ACH-000905,-0.243219758279
ACH-000906,-0.12121972837999999
ACH-000907,-0.429689997455
ACH-000910,-0.12947604858
ACH-000911,-0.202167956985
ACH-000912,-0.190660845508
ACH-000913,-0.0516164179942
ACH-000915,-0.0473368618461
ACH-000916,-0.16620557947999998
ACH-000917,-0.154355142338
ACH-000921,-0.171631027102
ACH-000924,-0.302865936648
ACH-000926,-0.17608626168400002
ACH-000928,-0.42878733520999995
ACH-000929,-0.172755112978
ACH-000932,-0.152827530095
ACH-000935,-0.303795756617
ACH-000936,-0.0371377288146
ACH-000937,-0.0593585617251
ACH-000938,-0.10419838475099999
ACH-000939,-0.332662641842
ACH-000941,-0.35487949370300004
ACH-000943,-0.25278038866700003
ACH-000946,-0.367257780845
ACH-000947,-0.122918669213
ACH-000948,-0.261220028811
ACH-000950,-0.22692684308299998
ACH-000953,-0.05587668187269999
ACH-000957,-0.362799567315
ACH-000958,-0.51077358955
ACH-000960,-0.354824861319
ACH-000963,-0.393292109339
ACH-000968,-0.205393033182
ACH-000969,-0.293746199219
ACH-000973,-0.340902452878
ACH-000974,-0.239283556147
ACH-000975,-0.245374667137
ACH-000976,-0.113359512217
ACH-000978,-0.352465147923
ACH-000980,-0.301955600382
ACH-000984,-0.572570902031
ACH-000986,-0.22846287478100002
ACH-000988,-0.130096101159
ACH-000993,-0.322089111536
ACH-000994,-0.175921391085
ACH-000996,-0.204613124194
ACH-001001,-0.0933991407082
ACH-001020,-0.505752062018
ACH-001028,-0.182868698077
ACH-001031,-0.15148595044000002
ACH-001038,-0.242009098326
ACH-001048,-0.237527786635
ACH-001050,-0.19932313418900002
ACH-001053,-0.0867784044375
ACH-001054,-0.159423175494
ACH-001061,-0.19058386899500002
ACH-001067,-0.0523384948287
ACH-001075,-0.210915632795
ACH-001096,-0.116770339839
ACH-001128,-0.178379104603
ACH-001134,-0.236608013056
ACH-001151,-0.135471965235
ACH-001163,-0.241920512579
ACH-001164,-0.408223580298
ACH-001173,-0.315692695845
ACH-001183,-0.0296964137676
ACH-001184,-0.228416669232
ACH-001190,-0.402010561117
ACH-001192,-0.411698238178
ACH-001193,-0.483692012607
ACH-001196,-0.006370686578640001
ACH-001197,-0.194723925917
ACH-001205,-0.128229055856
ACH-001211,-0.34958215740500004
ACH-001212,-0.153304214634
ACH-001228,-0.281794613164
ACH-001232,-0.152407529319
ACH-001239,-0.224871840207
ACH-001274,-0.21136700505199998
ACH-001275,-0.26775943059
ACH-001277,0.139017523384
ACH-001278,-0.259273335935
ACH-001280,-0.281877800096
ACH-001283,-0.362336832984
ACH-001289,-0.21480793246899998
ACH-001295,-0.254695969077
ACH-001300,-0.094523394835
ACH-001301,-0.0256358590047
ACH-001302,0.0679021403611
ACH-001303,-0.35470709268600004
ACH-001306,-0.18428202946400002
ACH-001318,-0.546552861362
ACH-001322,-0.135307853041
ACH-001328,-0.227376226752
ACH-001332,-0.446519783346
ACH-001333,-0.05160814497669999
ACH-001336,-0.286100476802
ACH-001340,-0.0883690566626
ACH-001346,-0.173971762028
ACH-001353,-0.105683046319
ACH-001354,0.0795774027305
ACH-001367,-0.135911604638
ACH-001368,-0.275196695326
ACH-001374,-0.493553244568
ACH-001375,-0.118596443871
ACH-001377,-0.32386030148600004
ACH-001380,-0.233202655002
ACH-001391,-0.156037895613
ACH-001407,-0.171776246016
ACH-001408,-0.123185609759
ACH-001413,-0.271215432351
ACH-001430,-0.0605866950923
ACH-001431,-0.0925856414494
ACH-001450,-0.232676225934
ACH-001496,-0.286378891065
ACH-001500,0.0017893170862
ACH-001521,-0.220207220713
ACH-001523,-0.251822236456
ACH-001532,-0.221873146877
ACH-001536,-0.0722671648443
ACH-001550,-0.280719592832
ACH-001552,-0.346921237734
ACH-001554,-0.210332830321
ACH-001645,-0.167893508224
ACH-001654,-0.0979338048924
ACH-001715,-0.126402347935
ACH-001735,-0.185565036446
ACH-001736,-0.244417663876
ACH-001737,-0.32746146664500003
ACH-001740,-0.37614435395999996
ACH-001745,-0.17622628633999998
ACH-001750,-0.118803967394
ACH-001765,-0.182312480482
ACH-001956,-0.22658269495900002
ACH-001957,-0.197279640474
