,UBE2S (27338)
ACH-000896,-0.635815426425
ACH-000898,-0.30084887327599996
ACH-000900,-0.40465132434
ACH-000901,-0.828585447991
ACH-000905,-0.271717272938
ACH-000906,-0.332302344883
ACH-000907,-0.514454786189
ACH-000910,-0.254119075935
ACH-000911,-0.309884557401
ACH-000912,-0.19501002215100002
ACH-000913,-1.00874572435
ACH-000915,-0.276872071356
ACH-000916,-0.5408344941800001
ACH-000917,-0.7219994021449999
ACH-000921,-0.430179971564
ACH-000924,-0.461968796235
ACH-000926,-0.10212699123400001
ACH-000928,-0.79490674359
ACH-000929,-0.36985423724100003
ACH-000932,-0.339182587793
ACH-000935,-0.405948948804
ACH-000936,-0.31651979609299996
ACH-000937,-0.259923819432
ACH-000938,-0.302407964441
ACH-000939,-0.207514467434
ACH-000941,-0.76468968874
ACH-000943,-0.534792924883
ACH-000946,-0.320680027258
ACH-000947,-0.29151995183
ACH-000948,-0.559570366228
ACH-000950,-0.658090985115
ACH-000953,-0.328035977519
ACH-000957,-0.23590078708299997
ACH-000958,-0.38653894545999995
ACH-000960,-0.192175648033
ACH-000963,-0.877396845138
ACH-000968,-0.36695513799699997
ACH-000969,-0.359628961932
ACH-000973,-0.370966324204
ACH-000974,-0.46865239247900004
ACH-000975,-0.762663645768
ACH-000976,-0.612083802641
ACH-000978,-0.88683859046
ACH-000980,-0.446272540031
ACH-000984,-0.48891902340300003
ACH-000986,-0.858984865945
ACH-000988,-0.425968745154
ACH-000993,-0.43051715000299995
ACH-000994,-0.8970005020049999
ACH-000996,-0.427033978443
ACH-001001,-0.23597684553399997
ACH-001020,-0.6759416772579999
ACH-001028,-0.349964618913
ACH-001031,-0.636272703444
ACH-001038,-0.38189477946999995
ACH-001048,-0.689466615871
ACH-001050,-0.192627598836
ACH-001053,-0.5336655371069999
ACH-001054,-0.669538053243
ACH-001061,-0.211603443922
ACH-001067,-0.616156345975
ACH-001075,-0.617128596985
ACH-001096,-0.190835513579
ACH-001128,-0.9545423700700001
ACH-001134,-0.36802647435900004
ACH-001151,-0.18644915165999998
ACH-001163,-0.156565474132
ACH-001164,-0.162069778302
ACH-001173,-0.719241051618
ACH-001183,-0.48552768300399995
ACH-001184,-0.377842063794
ACH-001190,-0.279855078662
ACH-001192,-0.441831127483
ACH-001193,-0.775727443572
ACH-001196,-0.438074239648
ACH-001197,-0.509746172337
ACH-001205,-0.28797958266999996
ACH-001211,-0.3229760453
ACH-001212,-0.509790660809
ACH-001228,-0.36241815439999997
ACH-001232,-0.250274471736
ACH-001239,-0.201218585442
ACH-001274,-0.544287091915
ACH-001275,-0.49911935889700004
ACH-001277,-0.163552581209
ACH-001278,-0.587527471462
ACH-001280,-0.23026343134100002
ACH-001283,-0.163520326933
ACH-001289,-0.372334751955
ACH-001295,-0.296786585219
ACH-001300,-0.608088465642
ACH-001301,-0.270969026392
ACH-001302,0.21283330919100002
ACH-001303,-0.031020184012199997
ACH-001306,-0.138798223056
ACH-001318,-0.398302858842
ACH-001322,-0.37808669191699995
ACH-001328,-0.519037413411
ACH-001332,-0.679674531397
ACH-001333,-0.527616917964
ACH-001336,-0.427414999447
ACH-001340,-0.204233686457
ACH-001346,-0.334843238778
ACH-001353,-0.12420845339000001
ACH-001354,-0.959112273706
ACH-001367,-0.288528382738
ACH-001368,-0.367767305254
ACH-001374,-0.8426892410150001
ACH-001375,-0.7094748570620001
ACH-001377,-0.48035094208000007
ACH-001380,-0.365497997532
ACH-001391,-0.280369727925
ACH-001407,0.0007142222690529999
ACH-001408,-0.17370160100999998
ACH-001413,-0.484680979733
ACH-001430,-0.47794842666000004
ACH-001431,-0.121851275823
ACH-001450,0.0366036373611
ACH-001496,-0.7534341132439999
ACH-001500,-0.927951494253
ACH-001521,-0.422245236486
ACH-001523,-0.395032946851
ACH-001532,-0.491209503592
ACH-001536,-0.0705734481218
ACH-001550,-0.928846688629
ACH-001552,0.0653656965018
ACH-001554,-0.2196291983
ACH-001645,-0.504251088839
ACH-001654,-0.278386912319
ACH-001715,-0.803598286109
ACH-001735,-0.346798396764
ACH-001736,-0.139087092238
ACH-001737,-1.28429054876
ACH-001740,-0.295177388675
ACH-001745,-0.41701663631499997
ACH-001750,-0.503776821817
ACH-001765,-0.482512328338
ACH-001956,-0.624624065929
ACH-001957,-0.38656872801
