,SFPQ (6421)
ACH-000273,-1.52583536942
ACH-000274,-1.4622258200999998
ACH-000277,-1.8620433824900002
ACH-000278,-1.67378784561
ACH-000279,-1.5542319538299998
ACH-000280,-1.22203052929
ACH-000281,-1.3649718430899997
ACH-000288,-1.3286379041299998
ACH-000291,-1.80912115852
ACH-000293,-1.8575893886500001
ACH-000294,-2.0190435598099996
ACH-000295,-1.26642806672
ACH-000296,-1.46104577574
ACH-000302,-1.9278741858200001
ACH-000304,-2.2715706049
ACH-000307,-1.33602960621
ACH-000308,-1.31848842556
ACH-000310,-2.14616566212
ACH-000311,-1.66002998429
ACH-000312,-1.6596743715900002
ACH-000315,-1.88943266585
ACH-000316,-1.50300455134
ACH-000317,-1.33714838378
ACH-000318,-1.7441649180599998
ACH-000319,-1.45150713466
ACH-000320,-1.1845365053899999
ACH-000322,-1.44081358222
ACH-000323,-1.5023838857
ACH-000324,-1.31421131258
ACH-000329,-1.2097056686
ACH-000330,-1.39604320981
ACH-000331,-1.55306535791
ACH-000332,-1.7033844116299999
ACH-000334,-2.60956881511
ACH-000335,-1.59939132638
ACH-000336,-1.4278696058000002
ACH-000337,-1.34502468727
ACH-000339,-1.7932009870599996
ACH-000341,-1.68081566914
ACH-000348,-1.7953698145400003
ACH-000350,-1.8828855866999998
ACH-000352,-1.71894112002
ACH-000356,-1.52061163511
ACH-000361,-2.22130667972
ACH-000362,-1.6711252766799998
ACH-000363,-1.8401959392700002
ACH-000364,-1.26810315675
ACH-000365,-1.82830862426
ACH-000366,-1.46482395622
ACH-000368,-0.8638885951559999
ACH-000374,-1.36781399546
ACH-000375,-1.5261294037600002
ACH-000376,-1.49899568753
ACH-000381,-1.62691670067
ACH-000383,-2.0473887571000002
ACH-000387,-1.57845931056
ACH-000389,-1.49562122102
ACH-000390,-1.65413629949
ACH-000393,-1.5901750526499998
ACH-000395,-1.47614802205
ACH-000397,-1.7162993737299999
ACH-000401,-1.45820077485
ACH-000402,-1.67083014857
ACH-000403,-2.04134408629
ACH-000404,-1.44141585098
ACH-000406,-1.5013790016400002
ACH-000407,-1.8775247723099997
ACH-000408,-1.43749113295
ACH-000410,-1.43710443132
ACH-000411,-1.4871853718299999
ACH-000414,-2.0245212360900005
ACH-000415,-1.55222979483
ACH-000416,-1.5451077956000001
ACH-000420,-1.65587885901
ACH-000421,-1.3210180682200001
ACH-000424,-1.10460672036
ACH-000425,-1.3235265216
ACH-000426,-1.89455861094
ACH-000427,-1.87610596842
ACH-000433,-1.48750504716
ACH-000436,-1.88040774634
ACH-000444,-1.30893996926
ACH-000445,-1.19743585419
ACH-000448,-1.5172905586899998
ACH-000450,-1.66749939068
ACH-000452,-1.52228375266
ACH-000454,-1.6066367054600001
ACH-000458,-1.51651299653
ACH-000459,-2.3864739979799996
ACH-000460,-1.57019734622
ACH-000461,-1.59403652477
ACH-000463,-1.454268184
ACH-000464,-1.1221007435400001
ACH-000466,-2.40439669684
ACH-000467,-1.4203704227899998
ACH-000468,-1.5431235647
ACH-000469,-1.48633327434
ACH-000470,-1.81054467208
ACH-000471,-1.5535730786700002
ACH-000472,-1.76280232862
ACH-000473,-1.62535980851
ACH-000475,-1.7770127398599997
ACH-000476,-1.6869681517299997
ACH-000477,-1.7256269261700001
ACH-000480,-1.7531836205200002
ACH-000481,-1.55649777163
ACH-000483,-1.9229334225299999
ACH-000484,-1.3357501251600001
ACH-000485,-1.7206683024
ACH-000486,-1.46694644651
ACH-000487,-1.79969173354
ACH-000488,-1.72439506468
ACH-000490,-1.72857915632
ACH-000491,-1.3632411678299998
ACH-000495,-1.1113627931
ACH-000496,-1.68216072574
ACH-000499,-1.19318310907
ACH-000500,-1.91019343949
ACH-000502,-1.7846536650099998
ACH-000503,-1.23243961696
ACH-000505,-1.63329269214
ACH-000507,-1.5939872766999998
ACH-000510,-1.63320757191
ACH-000511,-1.49793126556
ACH-000512,-1.7839040921200002
ACH-000516,-1.40781188669
ACH-000517,-1.5807820486500002
ACH-000518,-1.58281315532
ACH-000520,-1.69056527891
ACH-000521,-1.25177013419
ACH-000522,-1.4050651707
ACH-000524,-1.8888324170599997
ACH-000527,-1.5037735761000002
ACH-000528,-1.63838095841
ACH-000537,-1.40007155119
ACH-000541,-1.93774512349
ACH-000542,-1.3945515910100001
ACH-000544,-1.5524927648
ACH-000545,-1.2963903374899999
ACH-000547,-1.4843362037399999
ACH-000548,-1.6636958608399999
ACH-000549,-1.02815923305
ACH-000550,-1.64175088477
ACH-000552,-1.50736075756
ACH-000556,-1.6699620991400002
ACH-000557,-1.27868729824
ACH-000570,-1.1690014520999998
ACH-000571,-1.9418068550799998
ACH-000573,-1.50916864731
ACH-000576,-1.89420663781
ACH-000580,-1.73077159282
ACH-000584,-1.4219787510600002
ACH-000585,-1.6404360367299997
ACH-000588,-1.8077763721900002
ACH-000589,-1.65218340512
ACH-000591,-1.4569351031
ACH-000593,-1.544146746
ACH-000600,-1.6446122801899998
ACH-000601,-1.5222835163
ACH-000604,-1.77105542771
ACH-000605,-1.59950274102
ACH-000606,-1.36949327711
ACH-000608,-2.2012739303
ACH-000614,-2.2668844329599995
ACH-000616,-1.46185323852
ACH-000618,-1.58769237364
ACH-000619,-1.5422009475999998
ACH-000620,-1.7930699220900002
ACH-000621,-1.83206714687
ACH-000622,-1.7260561877400002
ACH-000623,-1.03770107573
ACH-000624,-1.73095774785
ACH-000627,-1.7610119516299998
ACH-000630,-1.57601643224
ACH-000632,-1.6202748547499999
ACH-000633,-1.61704193746
ACH-000637,-1.5275381154499998
ACH-000638,-1.38967266995
ACH-000646,-2.58720785475
ACH-000647,-1.4276794318900001
ACH-000648,-1.9361805885900003
ACH-000649,-1.737396167
ACH-000651,-1.4006019212
ACH-000652,-1.59583783699
ACH-000653,-1.75310729259
ACH-000657,-1.7337176510699999
ACH-000658,-2.1160491771200003
ACH-000661,-2.38108557233
ACH-000662,-1.5488959788499999
ACH-000663,-1.5455616151
ACH-000665,-1.25996490106
ACH-000671,-1.52052029786
ACH-000673,-1.37905380554
ACH-000676,-1.47248911586
ACH-000677,-1.44617529648
ACH-000681,-1.8535086266499998
ACH-000682,-1.2114742136499999
ACH-000683,-1.73375289771
ACH-000684,-1.4251180905200003
ACH-000688,-1.53969806103
ACH-000693,-1.67909002227
ACH-000694,-1.28514906023
ACH-000695,-1.43618411591
ACH-000696,-1.5040803588999998
ACH-000697,-1.35747078009
ACH-000699,-1.75326061634
ACH-000701,-1.550556306
ACH-000706,-1.69723484176
ACH-000711,-1.7922252068400002
ACH-000713,-1.3741074532
ACH-000714,-1.73477314815
ACH-000718,-1.8567434414400001
ACH-000720,-1.84063361505
ACH-000721,-1.45793962317
ACH-000724,-2.32266537168
ACH-000725,-1.84383781538
ACH-000732,-1.18557361395
ACH-000734,-1.8861472569099997
ACH-000735,-1.31417220206
ACH-000736,-1.71833935714
ACH-000738,-1.51668243187
ACH-000746,-1.66958157693
ACH-000747,-1.30293717043
ACH-000748,-1.34409913711
ACH-000753,-1.2448743377399998
ACH-000756,-1.08041596166
ACH-000757,-1.45141415875
ACH-000758,-1.49187423552
ACH-000760,-1.27905149384
ACH-000763,-2.3965220062599997
ACH-000764,-1.26684447407
ACH-000765,-1.42693522854
ACH-000766,-1.66612240931
ACH-000767,-1.63563415657
ACH-000768,-1.3278564069299998
ACH-000769,-1.69333734154
ACH-000770,-1.7140878189200002
ACH-000771,-1.6486721745
ACH-000773,-1.69475166921
ACH-000776,-1.30750119588
ACH-000777,-1.74699810086
ACH-000778,-1.8492375394
ACH-000781,-1.67181945649
ACH-000782,-1.24224544449
ACH-000783,-1.9628009816
ACH-000784,-1.4989263773500001
ACH-000785,-1.7891746357299998
ACH-000787,-1.46070622888
ACH-000788,-1.40075363286
ACH-000791,-1.4423954207799998
ACH-000792,-1.49827256246
ACH-000794,-1.7162589142200002
ACH-000796,-1.6189261878999999
ACH-000799,-1.5507073597999999
ACH-000800,-1.37437854375
ACH-000802,-1.6822138370100002
ACH-000804,-1.7997436230300001
ACH-000805,-1.34494974303
ACH-000809,-1.43871273518
ACH-000810,-1.71109598435
ACH-000811,-1.28966566572
ACH-000817,-1.06446508111
ACH-000819,-1.21126723264
ACH-000820,-0.802254932132
ACH-000821,-2.24133385939
ACH-000822,-1.8358226180500001
ACH-000823,-1.60118398036
ACH-000824,-1.60671865015
ACH-000827,-1.5764372524599999
ACH-000829,-1.8490854061500002
ACH-000831,-1.6003480523299998
ACH-000832,-1.52139253939
ACH-000833,-1.99797111521
ACH-000834,-1.59395853432
ACH-000835,-1.3194967994600002
ACH-000836,-1.28609964174
ACH-000837,-1.50608571996
ACH-000838,-1.70668389697
ACH-000839,-1.47105986282
ACH-000840,-1.22299586938
ACH-000841,-1.51277591273
ACH-000843,-1.5979709903100001
ACH-000846,-1.52491934114
ACH-000847,-1.3627905502000002
ACH-000848,-1.3580811363999998
ACH-000849,-1.49547901352
ACH-000851,-1.5793687724899999
ACH-000855,-1.0774069312299999
ACH-000856,-1.8071272507499998
ACH-000858,-1.47116644426
ACH-000859,-1.21529898861
ACH-000861,-1.8762521066
ACH-000862,-1.87315726513
ACH-000865,-1.43375141425
ACH-000866,-1.57053933338
ACH-000867,-1.5867507616
ACH-000869,-1.33897355829
ACH-000872,-1.78960525375
ACH-000873,-1.4709775325299999
ACH-000876,-1.8559489726099998
ACH-000878,-1.3446845335600002
ACH-000880,-1.53714629533
ACH-000881,-1.65491892329
ACH-000882,-1.38230022252
ACH-000884,-1.3155293496
ACH-000885,-1.6362025037299999
ACH-000887,-1.7353078489700002
ACH-000888,-1.55746244565
ACH-000889,-2.1633971780200003
ACH-000890,-1.9174514520099997
ACH-000896,-1.62630545183
ACH-000898,-1.52170394286
ACH-000900,-1.39039027674
ACH-000901,-1.49156249762
ACH-000905,-1.6217547664200003
ACH-000906,-1.6216916918900002
ACH-000907,-1.15433761424
ACH-000910,-1.49837303495
ACH-000911,-1.4088916229799997
ACH-000912,-1.5142853087600001
ACH-000913,-1.36345695431
ACH-000915,-1.42319430286
ACH-000916,-1.47658372683
ACH-000917,-1.2867429967200001
ACH-000921,-1.37472350363
ACH-000924,-1.4813938755200002
ACH-000926,-1.5309444890900001
ACH-000928,-1.6841051547499999
ACH-000929,-1.4918313176499998
ACH-000932,-1.5400280451600001
ACH-000935,-1.59581588365
ACH-000936,-1.48685821989
ACH-000937,-1.45606370711
ACH-000938,-1.4882253133
ACH-000939,-1.3886499447
ACH-000941,-1.6023857719999999
ACH-000943,-1.45664705796
ACH-000946,-1.59161878699
ACH-000947,-1.53986214921
ACH-000948,-1.59271925644
ACH-000950,-1.33667799452
ACH-000953,-1.55497048407
ACH-000957,-1.45285295158
ACH-000958,-1.40605580949
ACH-000960,-1.57634507396
ACH-000963,-1.9304718313999998
ACH-000968,-2.1556617583
ACH-000969,-1.3809275364700002
ACH-000973,-1.3949879764500002
ACH-000974,-1.4253785519600002
ACH-000975,-1.54797366993
ACH-000976,-1.29189971356
ACH-000978,-1.49298760042
ACH-000980,-1.377252497
ACH-000984,-1.2666310245299999
ACH-000986,-1.33518091703
ACH-000988,-1.97726832009
ACH-000993,-1.49752387859
ACH-000994,-1.7258041401099997
ACH-000996,-1.44989904762
ACH-001001,-1.57395535393
ACH-001020,-1.21755536051
ACH-001028,-1.41439206002
ACH-001031,-1.6756373459099998
ACH-001038,-1.35238987419
ACH-001048,-1.37960253632
ACH-001050,-1.7603129874599999
ACH-001053,-1.52428854902
ACH-001054,-1.4736332952200002
ACH-001061,-1.41713689848
ACH-001067,-1.8285513373
ACH-001075,-1.2656237266500001
ACH-001096,-1.30822395963
ACH-001128,-0.973745833203
ACH-001134,-1.54887238796
ACH-001151,-1.72324796377
ACH-001163,-1.20397840076
ACH-001164,-1.5700531729299998
ACH-001173,-1.62013254162
ACH-001183,-1.4739216296000002
ACH-001184,-1.56345874359
ACH-001190,-1.55414491597
ACH-001192,-1.28102050495
ACH-001193,-1.0871251368200001
ACH-001196,-1.58106312084
ACH-001197,-1.9146591248099998
ACH-001205,-1.3574140626499998
ACH-001211,-1.4652154255599998
ACH-001212,-1.42686511868
ACH-001228,-1.7776376356099999
ACH-001232,-1.0946022602299998
ACH-001239,-1.79288454119
ACH-001274,-1.6167463127200001
ACH-001275,-1.59816796787
ACH-001277,-1.5829240285799997
ACH-001278,-1.7979754341499998
ACH-001280,-1.7214156383099997
ACH-001283,-1.42125990752
ACH-001289,-1.7522854380500001
ACH-001295,-1.688371359
ACH-001300,-1.5759387725100003
ACH-001301,-1.80208171884
ACH-001302,-1.4693737319100002
ACH-001303,-2.0078363854799997
ACH-001306,-1.08782839714
ACH-001318,-1.65327495224
ACH-001322,-1.40847680586
ACH-001328,-1.359041055
ACH-001332,-1.15427555395
ACH-001333,-1.3169769605
ACH-001336,-1.17169304118
ACH-001340,-1.72273788632
ACH-001346,-1.56572945488
ACH-001353,-1.56029565236
ACH-001354,-1.5748731866299999
ACH-001367,-0.9084137251600001
ACH-001368,-1.6216439686000002
ACH-001374,-1.15541115043
ACH-001375,-1.1295147972700001
ACH-001377,-2.14740920837
ACH-001380,-1.6839711956099999
ACH-001391,-1.7111159066600001
ACH-001407,-1.7370480114500002
ACH-001408,-1.64423390512
ACH-001413,-1.36492325387
ACH-001430,-1.2450878457899999
ACH-001431,-1.66696227478
ACH-001450,-1.42342306801
ACH-001496,-1.49434325542
ACH-001500,-1.44482804583
ACH-001521,-1.1411350640200002
ACH-001523,-1.6903906242200002
ACH-001532,-1.8391906683300001
ACH-001536,-1.52694647301
ACH-001550,-1.0291595736499999
ACH-001552,-1.41383332315
ACH-001554,-1.65321739991
ACH-001645,-1.6013088551899999
ACH-001654,-1.69285719886
ACH-001715,-1.28885942846
ACH-001735,-1.63497464444
ACH-001736,-1.7741901709299999
ACH-001737,-1.16296186356
ACH-001740,-1.4720422843799998
ACH-001745,-1.5654003538499999
ACH-001750,-1.5591368886599999
ACH-001765,-1.7583274021700002
ACH-001956,-1.84345377025
ACH-001957,-1.56451991982
