,DAP3 (7818)
ACH-000232,-0.869940160669
ACH-000233,-0.48467342210000003
ACH-000234,-0.5366842653939999
ACH-000235,-0.548239011538
ACH-000237,-0.287640764093
ACH-000238,-0.519344141783
ACH-000243,-0.512590090035
ACH-000244,-0.560592139322
ACH-000246,-0.6145487335409999
ACH-000248,-0.7383534104899999
ACH-000250,-0.20465491830200003
ACH-000251,-0.624690144943
ACH-000253,-0.331438199404
ACH-000255,-0.617937733979
ACH-000256,-0.5806893017170001
ACH-000257,-0.8443624383499999
ACH-000258,-0.786071079563
ACH-000259,-0.747309753408
ACH-000260,-0.534325288128
ACH-000261,-0.25856890447299996
ACH-000262,-0.744507928981
ACH-000263,-0.628132866812
ACH-000264,-0.6524984519210001
ACH-000265,-0.8264742939859999
ACH-000266,-0.301733711437
ACH-000272,-0.42937895154399996
ACH-000273,-0.676590144656
ACH-000274,-0.345747760588
ACH-000277,-0.529584060718
ACH-000278,-0.23373791533100002
ACH-000279,-0.648982282958
ACH-000280,-0.397453137698
ACH-000281,-0.804613338251
ACH-000288,-0.9172419179919999
ACH-000291,-0.42773046208000004
ACH-000293,-0.666760319457
ACH-000294,-0.558432853824
ACH-000295,-0.496714230848
ACH-000296,-0.606734808718
ACH-000302,-0.649413513622
ACH-000304,-0.7240331972190001
ACH-000307,-0.431658154582
ACH-000308,-0.536426097637
ACH-000310,-0.765374492644
ACH-000311,-0.576489769728
ACH-000312,-0.772142877532
ACH-000315,-0.435311740024
ACH-000316,-0.40856711215499997
ACH-000317,-0.627194840603
ACH-000318,-0.504953591516
ACH-000319,-0.504956751719
ACH-000320,-0.6321284824600001
ACH-000322,-0.5345931366860001
ACH-000323,-0.8735354860519999
ACH-000324,-0.557562714327
ACH-000329,-0.7094361703730001
ACH-000330,-0.6574442888650001
ACH-000331,-0.523855092015
ACH-000332,-0.353991256486
ACH-000334,-0.705466618575
ACH-000335,-0.550684439687
ACH-000336,-0.369559417962
ACH-000337,-0.6427454970750001
ACH-000339,-0.539121383557
ACH-000341,-0.661831134871
ACH-000348,-0.535733733913
ACH-000350,-0.551886443761
ACH-000352,-0.392738541803
ACH-000356,-0.7036425226880001
ACH-000361,-0.37758008684100003
ACH-000362,-0.38857161490099995
ACH-000363,-0.487615234427
ACH-000364,-0.66544672945
ACH-000365,-0.6325833187359999
ACH-000366,-0.365102512145
ACH-000368,-0.5704877883780001
ACH-000374,-0.973493105204
ACH-000375,-0.629812175567
ACH-000376,-0.8699495738680001
ACH-000381,-0.8413741360789999
ACH-000383,-0.606311831009
ACH-000387,-0.591760044226
ACH-000389,-0.17163167833
ACH-000390,-0.7747086809999999
ACH-000393,-0.297865120279
ACH-000395,-0.48722757334600003
ACH-000397,-0.461541062803
ACH-000401,-0.458853251681
ACH-000402,-0.23181487277100002
ACH-000403,-0.630383528813
ACH-000404,-0.642928361699
ACH-000406,-0.751720524385
ACH-000407,-0.551151387491
ACH-000408,-0.624952100691
ACH-000410,-0.551046960204
ACH-000411,-0.314470491081
ACH-000414,-0.480475954234
ACH-000415,-0.649038325544
ACH-000416,-0.377547375132
ACH-000420,-0.362107901722
ACH-000421,-0.45555179144900004
ACH-000424,-0.595524113009
ACH-000425,-0.522718335337
ACH-000426,-0.27586785694000004
ACH-000427,-0.54571592418
ACH-000433,-0.673177228352
ACH-000436,-0.558047110349
ACH-000444,-0.301868001047
ACH-000445,-0.787585548426
ACH-000448,-0.322557137443
ACH-000450,-0.488087762391
ACH-000452,-0.443978708861
ACH-000454,-0.9064833364910001
ACH-000458,-0.587964132927
ACH-000459,-0.8825867650020001
ACH-000460,-0.561558915783
ACH-000461,-0.8902220175769999
ACH-000463,-0.304099125006
ACH-000464,-0.541096214029
ACH-000466,-0.5991252052570001
ACH-000467,-0.671592387587
ACH-000468,-0.682144762354
ACH-000469,-0.589014784865
ACH-000470,-0.401311058592
ACH-000471,-0.29398247093400004
ACH-000472,-0.49468889881000006
ACH-000473,-0.523390496841
ACH-000475,-0.557999598154
ACH-000476,-0.647767634078
ACH-000477,-0.552780225462
ACH-000480,-0.7656387084530001
ACH-000481,-0.48673934189499996
ACH-000483,-0.775520561812
ACH-000484,-0.6082022948579999
ACH-000485,-0.40792055419600004
ACH-000486,-0.571500458414
ACH-000487,-0.9089336765100001
ACH-000488,-0.7946075295649999
ACH-000490,-0.6779989184980001
ACH-000491,-0.912063271442
ACH-000495,-0.5328958846899999
ACH-000496,-0.486195496607
ACH-000499,-0.738076357772
ACH-000500,-0.677902568606
ACH-000502,-0.411064582552
ACH-000503,-0.891589266816
ACH-000505,-0.46230622865800003
ACH-000507,-0.850933940792
ACH-000510,-0.718566385499
ACH-000511,-0.34515781275300006
ACH-000512,-0.48525411850100003
ACH-000516,-0.361192939508
ACH-000517,-0.393549267134
ACH-000518,-0.472377742209
ACH-000520,-0.312914314337
ACH-000521,-0.712125155107
ACH-000522,-0.6091234038100001
ACH-000524,-0.515696977485
ACH-000527,-0.518819494346
ACH-000528,-0.682411292114
ACH-000537,-0.5711017773929999
ACH-000541,-0.613622122861
ACH-000542,-0.504008549108
ACH-000544,-0.5100825450550001
ACH-000545,-0.608743258084
ACH-000547,-0.577217286752
ACH-000548,-0.485384668411
ACH-000549,-0.948201935804
ACH-000550,-0.550922874229
ACH-000552,-0.714345058538
ACH-000556,-0.730075471977
ACH-000557,-0.158845813181
ACH-000570,-0.519955338151
ACH-000571,-0.686182179082
ACH-000573,-0.379310375359
ACH-000576,-0.23798836618500002
ACH-000580,-0.35040156585500004
ACH-000584,-0.545509726443
ACH-000585,-0.41901927144900003
ACH-000588,-0.391145914215
ACH-000589,-0.8822918692659999
ACH-000591,-0.42757540825
ACH-000593,-0.694598878549
ACH-000600,-0.596095986167
ACH-000601,-0.8549680113060001
ACH-000604,-0.418512275874
ACH-000605,-0.6897857560639999
ACH-000606,-0.7548742719689999
ACH-000608,-0.468834311909
ACH-000614,-0.768590074444
ACH-000616,-0.631989382679
ACH-000618,-0.633335049499
ACH-000619,-0.827191407359
ACH-000620,-0.742849547675
ACH-000621,-0.43393399206200006
ACH-000622,-0.63843007657
ACH-000623,-0.587420702547
ACH-000624,-0.270568725319
ACH-000627,-0.778730879626
ACH-000630,-0.8168960727399999
ACH-000632,-0.41783948350199995
ACH-000633,-0.9624983393050001
ACH-000637,-0.49993778368299996
ACH-000638,-0.831437807111
ACH-000646,-0.8230351285340001
ACH-000647,-0.764786523599
ACH-000648,-0.407066667607
ACH-000649,-0.518049066661
ACH-000651,-0.876756562895
ACH-000652,-0.574324787061
ACH-000653,-0.480875004334
ACH-000657,-0.626391704566
ACH-000658,-0.478447772029
ACH-000661,-0.427392887081
ACH-000662,-0.9963659050239999
ACH-000663,-0.623198535572
ACH-000665,-0.40413945615900004
ACH-000671,-0.655294583983
ACH-000673,-0.457936306706
ACH-000676,-0.841347948099
ACH-000677,-0.714376024366
ACH-000681,-0.567738210677
ACH-000682,-0.8877532660009999
ACH-000683,-0.8899076663330001
ACH-000684,-0.705090341318
ACH-000688,-0.531632163732
ACH-000693,-0.729273391374
ACH-000694,-0.73185114397
ACH-000695,-0.6680380663669999
ACH-000696,-0.81947251909
ACH-000697,-0.5060343330439999
ACH-000699,-0.747035576323
ACH-000701,-0.737830263968
ACH-000706,-0.650124057834
ACH-000711,-0.8137005028350001
ACH-000713,-0.889524991223
ACH-000714,-0.22978409253600002
ACH-000718,-0.363586723685
ACH-000720,-0.6179420731149999
ACH-000721,-0.919952928147
ACH-000724,-0.476005727897
ACH-000725,-0.768803450632
ACH-000732,-0.605850869531
ACH-000734,-0.9411011027770001
ACH-000735,-0.6384987624
ACH-000736,-0.639388217933
ACH-000738,-0.668571803448
ACH-000746,-0.9815542588299999
ACH-000747,-0.9911367419059999
ACH-000748,-0.319274958171
ACH-000753,-0.554634135859
ACH-000756,-0.5004007276
ACH-000757,-0.9340516458560001
ACH-000758,-0.628227130415
ACH-000760,-0.736319362878
ACH-000763,-0.45750398168399997
ACH-000764,-0.425991256145
ACH-000765,-0.698849100794
ACH-000766,-0.498218356915
ACH-000767,-0.57200350578
ACH-000768,-0.435481815022
ACH-000769,-0.717530785768
ACH-000770,-0.607133784291
ACH-000771,-0.65739493014
ACH-000773,-0.538967771426
ACH-000776,-0.489407844249
ACH-000777,-0.41425225636699997
ACH-000778,-0.648424438693
ACH-000781,-0.5487012774319999
ACH-000782,-0.5434317513520001
ACH-000783,-0.515440241202
ACH-000784,-0.871983124902
ACH-000785,-0.960782890478
ACH-000787,-0.6878002996889999
ACH-000788,-0.366663723033
ACH-000791,-0.725492100552
ACH-000792,-0.329572357145
ACH-000794,-0.7119220562459999
ACH-000796,-0.683020842915
ACH-000799,-0.855209800062
ACH-000800,-0.557431095476
ACH-000802,-0.620952913588
ACH-000804,-0.56594085498
ACH-000805,-0.7628044909489999
ACH-000809,-0.672285888441
ACH-000810,-0.24743742401500002
ACH-000811,-0.5195670786300001
ACH-000817,-0.6197777389370001
ACH-000819,-0.522945144651
ACH-000820,-0.600481818525
ACH-000821,-0.507465923584
ACH-000822,-0.576047246233
ACH-000823,-0.631357610264
ACH-000824,-0.306619772163
ACH-000827,-0.178673955262
ACH-000829,-0.534181477414
ACH-000831,-0.7795971658949999
ACH-000832,-0.856050717667
ACH-000833,-0.279905184954
ACH-000834,-0.875637899297
ACH-000835,-0.74590437139
ACH-000836,-0.767685751062
ACH-000837,-0.670440904501
ACH-000838,-0.5503150982230001
ACH-000839,-0.561405477591
ACH-000840,-0.467318207932
ACH-000841,-0.5365841892000001
ACH-000843,-0.692196801407
ACH-000846,-0.638398571164
ACH-000847,-0.526570270293
ACH-000848,-0.7090483737630001
ACH-000849,-0.8663066102439999
ACH-000851,-0.812737538908
ACH-000855,-0.5706678136469999
ACH-000856,-0.6886174187749999
ACH-000858,-0.774394742736
ACH-000859,-0.457359690027
ACH-000861,-0.7421304941600001
ACH-000862,-0.760218457774
ACH-000865,-0.7307990488320001
ACH-000866,-0.5487533127499999
ACH-000867,-0.48327377273
ACH-000869,-0.49314147146799997
ACH-000872,-0.304634711825
ACH-000873,-0.6912611681890001
ACH-000876,-0.7862390629800001
ACH-000878,-0.19470650748399998
ACH-000880,-0.280974960918
ACH-000881,-0.511613078411
ACH-000882,-0.627850335023
ACH-000884,-0.76426499401
ACH-000885,-0.7540450873610001
ACH-000887,-0.5667309139819999
ACH-000888,-0.6951317387710001
ACH-000889,-0.707433098292
ACH-000890,-0.629392184432
ACH-000896,-0.47130878710199997
ACH-000898,-0.661852893744
ACH-000900,-0.825795248202
ACH-000901,-0.560078484002
ACH-000905,-0.8117360152580001
ACH-000906,-0.606986535266
ACH-000907,-0.568733969013
ACH-000910,-0.649331224774
ACH-000911,-0.8104663064859999
ACH-000912,-0.561897838885
ACH-000913,-0.7119740108020001
ACH-000915,-0.9277408470990001
ACH-000916,-0.555698653995
ACH-000917,-0.502814365326
ACH-000921,-0.817856015421
ACH-000924,-1.02833011874
ACH-000926,-0.6426894472119999
ACH-000928,-0.657028785999
ACH-000929,-0.5728059634880001
ACH-000932,-0.778133747442
ACH-000935,-0.7323047831209999
ACH-000936,-0.9119870417810001
ACH-000937,-0.692923222904
ACH-000938,-0.598793345132
ACH-000939,-0.858661577735
ACH-000941,-0.667037684079
ACH-000943,-0.660229040087
ACH-000946,-0.593634449584
ACH-000947,-0.764343666438
ACH-000948,-0.525928544778
ACH-000950,-0.553900391255
ACH-000953,-0.334993971937
ACH-000957,-0.789673185977
ACH-000958,-0.40858240997100004
ACH-000960,-0.512077700706
ACH-000963,-0.872532158753
ACH-000968,-0.657346386074
ACH-000969,-0.819810607704
ACH-000973,-0.8364499418889999
ACH-000974,-0.438723263531
ACH-000975,-0.803574125244
ACH-000976,-0.381375042484
ACH-000978,-0.498781513386
ACH-000980,-0.722209435826
ACH-000984,-1.02505347736
ACH-000986,-0.832268414413
ACH-000988,-0.485498407156
ACH-000993,-0.526421525557
ACH-000994,-0.7676136832800001
ACH-000996,-0.541982820173
ACH-001001,-1.4311856806
ACH-001020,-0.550848949213
ACH-001028,-0.906337760334
ACH-001031,-0.425103325176
ACH-001038,-0.7885461755159999
ACH-001048,-0.582484069058
ACH-001050,-0.47131386061399994
ACH-001053,-0.657766173309
ACH-001054,-0.555474928298
ACH-001061,-0.635479544715
ACH-001067,-0.421522357257
ACH-001075,-0.467976836607
ACH-001096,-0.578300478944
ACH-001128,-0.637702782987
ACH-001134,-0.485267289449
ACH-001151,-0.23614978770300002
ACH-001163,-0.975460804748
ACH-001164,-0.721129773651
ACH-001173,-0.800166865088
ACH-001183,-0.39903790144699997
ACH-001184,-0.386954711243
ACH-001190,-0.367367996276
ACH-001192,-0.45937564395900005
ACH-001193,-0.866043569313
ACH-001196,-0.345205468853
ACH-001197,-0.47514082046800005
ACH-001205,-0.583843131052
ACH-001211,-0.6920082168449999
ACH-001212,-0.642920348454
ACH-001228,-0.623233951136
ACH-001232,-0.494957932071
ACH-001239,-0.732244124541
ACH-001274,-0.33731610450099997
ACH-001275,-0.6213813118029999
ACH-001277,-0.5803585354940001
ACH-001278,-0.649127471398
ACH-001280,-0.931330843345
ACH-001283,-0.43892396562200003
ACH-001289,-0.551627688142
ACH-001295,-0.127900008273
ACH-001300,-0.49627086173600005
ACH-001301,-0.418923661469
ACH-001302,-0.5252510217849999
ACH-001303,-0.500250987239
ACH-001306,-0.429707066983
ACH-001318,-0.6878983902820001
ACH-001322,-0.41500300026299997
ACH-001328,-0.8895064521680001
ACH-001332,-1.15711279174
ACH-001333,-0.689893440052
ACH-001336,-0.811166135716
ACH-001340,-0.329886370979
ACH-001346,-0.641678820894
ACH-001353,-0.287337153984
ACH-001354,-0.493244199986
ACH-001367,-0.533853932464
ACH-001368,-0.808504617281
ACH-001374,-0.526534376526
ACH-001375,-0.429418353882
ACH-001377,-0.37715145566799996
ACH-001380,-0.7009920401819999
ACH-001391,-0.39135515662
ACH-001407,-0.592202513015
ACH-001408,-0.4122768802699999
ACH-001413,-0.443992307862
ACH-001430,-0.7083776037459999
ACH-001431,-0.603000304615
ACH-001450,-0.657348102399
ACH-001496,-0.851632983836
ACH-001500,-0.7129984849169999
ACH-001521,-0.5519689845870001
ACH-001523,-0.7581142964409999
ACH-001532,-0.641777888202
ACH-001536,-0.602202446145
ACH-001550,-0.669333374597
ACH-001552,-0.46661672222499995
ACH-001554,-0.562180252212
ACH-001645,-0.464484956888
ACH-001654,-0.333325696126
ACH-001715,-0.45945249854599995
ACH-001735,-0.38543369489600005
ACH-001736,-0.766220960804
ACH-001737,-0.47504541577
ACH-001740,-0.461235614129
ACH-001745,-0.370402603063
ACH-001750,-0.534961587606
ACH-001765,-0.657132706202
ACH-001956,-0.243688070856
ACH-001957,-0.36725551420999997
