,YRDC (79693)
ACH-000463,-0.9096731517100001
ACH-000464,-0.7105283450740001
ACH-000466,-2.4942661247799998
ACH-000467,-1.68600539998
ACH-000468,-2.3193663516
ACH-000469,-0.710558420688
ACH-000470,-2.1464277673299996
ACH-000471,-2.2483315361900003
ACH-000472,-0.845945527224
ACH-000473,-1.71740669273
ACH-000475,-1.38388114421
ACH-000476,-1.44795979065
ACH-000477,-3.17403367271
ACH-000480,-1.0334397999
ACH-000481,-1.4610176358899998
ACH-000483,-1.45461634488
ACH-000484,-2.3629236363999997
ACH-000485,-2.1654716942500003
ACH-000486,-1.79766707055
ACH-000487,-1.96359493942
ACH-000488,-1.65456102459
ACH-000490,-1.8693841080900002
ACH-000491,-1.77023172287
ACH-000495,-1.94998100039
ACH-000496,-2.24539907383
ACH-000499,-1.24004134314
ACH-000500,-1.52720101117
ACH-000502,-1.9882049016999999
ACH-000503,-1.63272473878
ACH-000505,-1.03012369786
ACH-000507,-2.15834886733
ACH-000510,-2.00054507847
ACH-000511,-1.7630685986
ACH-000512,-1.5885836988
ACH-000516,-0.82430929552
ACH-000517,-2.38267754447
ACH-000518,-2.0069947266
ACH-000520,-1.99517202535
ACH-000521,-1.4189274650900001
ACH-000522,-2.07140683889
ACH-000524,-1.3353758826100002
ACH-000527,-1.9883536859400002
ACH-000528,-1.1658926717
ACH-000537,-2.02708237583
ACH-000541,-1.57326581195
ACH-000542,-1.62038807625
ACH-000544,-1.2071506162299999
ACH-000545,-1.1806329551899999
ACH-000547,-1.31985326357
ACH-000548,-1.9026506204900002
ACH-000549,-1.6419913809600002
ACH-000550,-2.16731964083
ACH-000552,-1.79096806176
ACH-000556,-2.12338512838
ACH-000557,-2.64521540551
ACH-000570,-1.6107139583
ACH-000571,-3.20441221335
ACH-000573,-1.95751136839
ACH-000576,-1.77479729907
ACH-000580,-2.27509781926
ACH-000584,-2.20751883789
ACH-000585,-2.16705579093
ACH-000588,-2.1156146620299996
ACH-000589,-1.7718340287
ACH-000591,-0.846161098522
ACH-000593,-2.14134032344
ACH-000600,-2.36771448575
ACH-000601,-1.95180630458
ACH-000604,-2.04348487036
ACH-000605,-1.42899378412
ACH-000606,-0.790420458206
ACH-000608,-1.44441717559
ACH-000614,-2.46948374662
ACH-000616,-1.75375075612
ACH-000618,-2.3311695534599997
ACH-000619,-2.04901766913
ACH-000620,-2.29643662252
ACH-000621,-2.27387515239
ACH-000622,-0.980456769051
ACH-000623,-1.45925572245
ACH-000624,-2.06777537616
ACH-000627,-1.7976636123199998
ACH-000630,-1.3194140025499999
ACH-000632,-1.7275308723599998
ACH-000633,-1.9718125316
ACH-000637,-1.11103559927
ACH-000638,-1.73545078719
ACH-000646,-2.32431226449
ACH-000647,-2.14889908787
ACH-000648,-2.31528757141
ACH-000649,-2.07166202226
ACH-000651,-1.56356505447
ACH-000652,-2.1885738394
ACH-000653,-2.03613236971
ACH-000657,-1.04985916251
ACH-000658,-2.56885618079
ACH-000661,-2.7602222357599997
ACH-000662,-2.10723247037
ACH-000663,-2.14687858762
ACH-000665,-0.890274723279
ACH-000671,-0.9406845133130001
ACH-000673,-0.6106645994650001
ACH-000676,-1.8277418991599998
ACH-000677,-2.4081080014
ACH-000681,-1.9821792176700002
ACH-000682,-2.1051081245099996
ACH-000683,-0.9674047547050001
ACH-000684,-1.5580180119
ACH-000688,-0.7303378147409999
ACH-000693,-1.3105124241600001
ACH-000694,-1.21880981344
ACH-000695,-1.8658667134400002
ACH-000696,-1.82846434164
ACH-000697,-1.57757319509
ACH-000699,-1.87227244065
ACH-000701,-2.10934395688
ACH-000706,-2.11681075548
ACH-000711,-1.97646812064
ACH-000713,-1.6109889375600002
ACH-000714,-1.55427830519
ACH-000718,-2.1096781969599996
ACH-000720,-0.8437626836579999
ACH-000721,-1.8754895487599998
ACH-000724,-2.06522504042
ACH-000725,-2.2015027528799997
ACH-000732,-1.841570556
ACH-000734,-2.0797260672799998
ACH-000735,-1.9776183435900003
ACH-000736,-1.9194680717900001
ACH-000738,-0.841985897092
ACH-000746,-2.00482476809
ACH-000747,-1.96591970879
ACH-000748,-1.9849586058200002
ACH-000753,-2.13888741537
ACH-000756,-0.682360094379
ACH-000757,-0.95544436763
ACH-000758,-1.88857528595
ACH-000760,-1.75446006971
ACH-000763,-2.5656259385099998
ACH-000764,-1.7070443265700002
ACH-000765,-2.19833894747
ACH-000766,-2.08973378213
ACH-000767,-1.55816890887
ACH-000768,-1.96615619284
ACH-000769,-1.85479383868
ACH-000770,-1.96144308488
ACH-000771,-1.4558431515999999
ACH-000773,-1.86811090743
ACH-000776,-2.1197528879400003
ACH-000777,-2.21282481757
ACH-000778,-0.965549668537
ACH-000781,-2.14714853779
ACH-000782,-1.68696320766
ACH-000783,-2.5871620471
ACH-000784,-1.93333553818
ACH-000785,-1.7437894320200003
ACH-000787,-2.15688453248
ACH-000788,-2.15168158543
ACH-000791,-2.11369150433
ACH-000792,-1.73185097711
ACH-000794,-1.99061421708
ACH-000796,-2.14041231811
ACH-000799,-1.92898540087
ACH-000800,-2.06687301558
ACH-000802,-1.32141961238
ACH-000804,-2.1231200171
ACH-000805,-1.97470020775
ACH-000809,-2.16203082323
ACH-000810,-2.62110615791
ACH-000811,-1.3849664978799998
ACH-000817,-1.7397720613099998
ACH-000819,-0.794157398714
ACH-000820,-1.51783699744
ACH-000821,-2.74409034133
ACH-000822,-2.68500927205
ACH-000823,-1.69816291032
ACH-000824,-0.750054547631
ACH-000827,-1.7239110419900001
ACH-000829,-1.92611286685
ACH-000831,-1.7081855409399997
ACH-000832,-1.8280526191900004
ACH-000833,-2.6294799322299998
ACH-000834,-0.9956567013359999
ACH-000835,-1.9742984324900001
ACH-000836,-2.22113831107
ACH-000837,-2.27427616475
ACH-000838,-2.2724251836500002
ACH-000839,-0.7658352286810001
ACH-000840,-1.9291638920099998
ACH-000841,-1.81538542308
ACH-000843,-2.0109452449000003
ACH-000846,-0.738762012006
ACH-000847,-1.27562309937
ACH-000848,-1.8186114935099997
ACH-000849,-1.8414990915400002
ACH-000851,-1.6829038461399999
ACH-000855,-1.20299358887
ACH-000856,-2.14820251284
ACH-000858,-0.8146004144969999
ACH-000859,-1.5886448751499997
ACH-000861,-1.4283070225999999
ACH-000862,-2.0812598579599997
ACH-000865,-1.1360391336700002
ACH-000866,-2.01553317685
ACH-000867,-2.14212277835
ACH-000869,-1.77899418597
ACH-000872,-1.5431527664500002
ACH-000873,-1.7741521093500001
ACH-000876,-2.7090385607300003
ACH-000878,-1.33620276286
ACH-000880,-1.90661936431
ACH-000881,-1.9497213662200001
ACH-000882,-1.9681834826400002
ACH-000884,-2.13266021654
ACH-000885,-1.74376971062
ACH-000887,-1.8849314836900002
ACH-000888,-2.10430970944
ACH-000889,-2.24310351032
ACH-000890,-2.14405753885
ACH-000896,-2.1976953568
ACH-000898,-2.31001690735
ACH-000900,-1.7459948429299998
ACH-000901,-0.8908154949070001
ACH-000905,-1.7360492214900003
ACH-000906,-2.17857744914
ACH-000907,-1.23773908715
ACH-000910,-2.18677311496
ACH-000911,-1.91658594433
ACH-000912,-1.91413115033
ACH-000913,-2.2297493119599996
ACH-000915,-1.98775127624
ACH-000916,-2.04040367481
ACH-000917,-1.92765478603
ACH-000921,-1.72528090852
ACH-000924,-1.89018838694
ACH-000926,-2.3427530967299997
ACH-000928,-2.05893194191
ACH-000929,-1.97934685337
ACH-000932,-1.9136870696500001
ACH-000935,-2.03522912426
ACH-000936,-1.87156576493
ACH-000937,-2.2096061758400003
ACH-000938,-2.1075843352400003
ACH-000939,-0.688413411796
ACH-000941,-2.5620809437
ACH-000943,-1.92081364723
ACH-000946,-1.73530420187
ACH-000947,-1.8985740020599997
ACH-000948,-2.07006115601
ACH-000950,-2.14539924743
ACH-000953,-1.92208196618
ACH-000957,-1.47075246411
ACH-000958,-1.6400260949899998
ACH-000960,-2.35169679643
ACH-000963,-2.08968434595
ACH-000968,-2.07560096412
ACH-000969,-2.0348159972
ACH-000973,-1.33671694496
ACH-000974,-2.01680362582
ACH-000975,-2.2942343531000002
ACH-000976,-2.0513012490299998
ACH-000978,-2.3144831123099996
ACH-000980,-2.12625720972
ACH-000984,-0.796541197113
ACH-000986,-1.8062241644200001
ACH-000988,-2.63708821051
ACH-000993,-2.0654364418799998
ACH-000994,-2.30006647649
ACH-000996,-1.6388195738999998
ACH-001001,-1.09432228408
ACH-001020,-0.932177616009
ACH-001028,-1.6865311956400002
ACH-001031,-1.94055571586
ACH-001038,-1.69423080067
ACH-001048,-1.85489035751
ACH-001050,-2.2612290945200004
ACH-001053,-1.47242795117
ACH-001054,-1.7702631661400001
ACH-001061,-1.6749875121000002
ACH-001067,-1.7414684722099998
ACH-001075,-1.6345724554899999
ACH-001096,-1.9327494059
ACH-001128,-2.09128679511
ACH-001134,-1.6907113378799998
ACH-001151,-2.27906940382
ACH-001163,-2.09221249059
ACH-001164,-1.64552812989
ACH-001173,-1.4220469328799998
ACH-001183,-0.8356937623630001
ACH-001184,-1.93581311213
ACH-001190,-1.9787701626900003
ACH-001192,-1.18100881219
ACH-001193,-1.25055587605
ACH-001196,-2.05969881871
ACH-001197,-1.9790166376499998
ACH-001205,-1.64865834787
ACH-001211,-1.6510325590000001
ACH-001212,-1.07882579352
ACH-001228,-1.9120329838799999
ACH-001232,-0.6661018227350001
ACH-001239,-2.1019700875400003
ACH-001274,-2.12944211752
ACH-001275,-1.6731932747799998
ACH-001277,-1.11389667186
ACH-001278,-1.6899466548299997
ACH-001280,-2.15819492901
ACH-001283,-1.86738634208
ACH-001289,-1.861130827
ACH-001295,-1.48111569993
ACH-001300,-1.9327592823900002
ACH-001301,-1.27054025785
ACH-001302,-2.76511632296
ACH-001303,-2.0329550728599997
ACH-001306,-1.00744726002
ACH-001318,-1.7532910183900001
ACH-001322,-1.09659844894
ACH-001328,-1.83298753057
ACH-001332,-1.18492582376
ACH-001333,-1.07945404197
ACH-001336,-1.85088702062
ACH-001340,-1.39087134976
ACH-001346,-1.98192397335
ACH-001353,-2.1908616695200003
ACH-001354,-1.8525029924
ACH-001367,-1.8879980870700002
ACH-001368,-2.0122188897499997
ACH-001374,-1.13368168052
ACH-001375,-2.0165710164700004
ACH-001377,-1.81751632917
ACH-001380,-1.8738280834799999
ACH-001391,-2.3613645438299997
ACH-001407,-2.15983860488
ACH-001408,-2.4296995253099998
ACH-001413,-1.5956168072799999
ACH-001430,-1.3670898124899997
ACH-001431,-1.6585201333300001
ACH-001450,-1.9616684098
ACH-001496,-1.7933787375
ACH-001500,-1.76706624472
ACH-001521,-0.462068703044
ACH-001523,-1.8617667645099998
ACH-001532,-1.1800786428299999
ACH-001536,-1.33690012048
ACH-001550,-1.02255937178
ACH-001552,-0.742298182344
ACH-001554,-1.91880254865
ACH-001645,-1.6234539183399999
ACH-001654,-1.56958876354
ACH-001715,-1.03055360045
ACH-001735,-2.0914609201
ACH-001736,-2.09807010047
ACH-001737,-1.82087728689
ACH-001740,-2.29883713364
ACH-001745,-1.87441028863
ACH-001750,-1.0888200782
ACH-001765,-1.8926150199
ACH-001956,-2.29667100342
ACH-001957,-2.0761290645700003
