,GNAQ (2776)
ACH-001190,-0.444355450039
ACH-001192,-1.09797643043
ACH-001193,-0.33672695095399996
ACH-001196,-0.148274833859
ACH-001197,-0.259913761601
ACH-001205,-0.381695856434
ACH-001211,-0.24955576496399998
ACH-001212,-0.388837386297
ACH-001228,-0.347594947528
ACH-001232,-0.296801573177
ACH-001239,-0.409447968986
ACH-001274,-0.46478411011799997
ACH-001275,0.0146519836362
ACH-001277,-0.037668342185199995
ACH-001278,-0.454304981418
ACH-001280,-0.270359309657
ACH-001283,-0.36495546645599997
ACH-001289,-0.434314490898
ACH-001295,-0.327735098865
ACH-001300,-0.370382637137
ACH-001301,-0.0552771772874
ACH-001302,-0.303986188169
ACH-001303,-0.794071568293
ACH-001306,-0.273987388473
ACH-001318,-0.34627276004199997
ACH-001322,-0.463825620107
ACH-001328,-0.42752470027500006
ACH-001332,-0.616998903483
ACH-001333,-0.516338817816
ACH-001336,-0.590264054362
ACH-001340,-0.49288940136299997
ACH-001346,-0.39126661807400004
ACH-001353,-0.28683782210700004
ACH-001354,-0.19250426804200002
ACH-001367,-0.21944962564
ACH-001368,-0.12976987134600002
ACH-001374,-0.47653848713200003
ACH-001375,-0.251100651798
ACH-001377,-0.512158241855
ACH-001380,-0.48642227823399997
ACH-001391,-0.051598183476
ACH-001407,-0.456259719015
ACH-001408,-0.45581074373
ACH-001413,-0.412823413136
ACH-001430,-0.00833311793266
ACH-001431,-0.417362295674
ACH-001450,-0.17931831399300002
ACH-001496,-0.128734858398
ACH-001500,-0.363406166661
ACH-001521,-0.370636160604
ACH-001523,-0.451823284767
ACH-001532,-0.27804437409899996
ACH-001536,-0.353473449171
ACH-001550,-0.366303010613
ACH-001552,0.060467283948900004
ACH-001554,-0.7406925823970001
ACH-001645,-0.13894621624700002
ACH-001654,-0.303090858984
ACH-001715,-0.188406008459
ACH-001735,-0.39761602998
ACH-001736,-0.5130993719100001
ACH-001737,-0.23344588834600002
ACH-001740,-0.169199802686
ACH-001745,-0.326290603497
ACH-001750,-0.43037120226099995
ACH-001765,-0.188633579714
ACH-001956,-0.405673613256
ACH-001957,-0.396045493011
