,TECR (9524)
ACH-000281,-0.123706092272
ACH-000288,-0.331473521742
ACH-000291,-0.22220585595800002
ACH-000293,-0.0142006786945
ACH-000294,-0.574955342252
ACH-000295,-0.759845712429
ACH-000296,-0.209599337227
ACH-000302,-0.283967627329
ACH-000304,0.0764626123583
ACH-000307,-0.21795063684500002
ACH-000308,-0.187540598627
ACH-000310,-0.34292638592200003
ACH-000311,-0.0472574103367
ACH-000312,-0.20157522852200002
ACH-000315,-0.21587157640500002
ACH-000316,-0.242430290535
ACH-000317,-0.27820147829
ACH-000318,-0.432734201797
ACH-000319,-0.5664896712740001
ACH-000320,-0.056532660172300006
ACH-000322,-0.17508374854000003
ACH-000323,-0.40800828559600005
ACH-000324,-0.187809144923
ACH-000329,-0.0160945182612
ACH-000330,-0.0561091721934
ACH-000331,-0.442430014187
ACH-000332,-0.12433776094900001
ACH-000334,-0.129284496631
ACH-000335,-0.342632100335
ACH-000336,-0.0504724106878
ACH-000337,-0.349722200492
ACH-000339,-0.38894511476300003
ACH-000341,-0.448419416368
ACH-000348,-0.318078174976
ACH-000350,-0.165286991762
ACH-000352,-0.5283526821760001
ACH-000356,-0.329085880037
ACH-000361,-0.101411515559
ACH-000362,-0.253316753464
ACH-000363,-0.2382735458
ACH-000364,-0.46457352280299996
ACH-000365,-0.212726283427
ACH-000366,-0.335414614193
ACH-000368,-0.12446864264699999
ACH-000374,-0.656553704337
ACH-000375,-0.214847584613
ACH-000376,-0.164367845948
ACH-000381,-0.507500987613
ACH-000383,-0.282620142002
ACH-000387,-0.030402057648
ACH-000389,-0.174060380594
ACH-000390,-0.359708065475
ACH-000393,-0.326637346786
ACH-000395,-0.29103769032
ACH-000397,-0.23032546643399998
ACH-000401,-0.23353168268399999
ACH-000402,-0.96041804954
ACH-000403,-0.383729301084
ACH-000404,0.0964806780715
ACH-000406,-0.233893248218
ACH-000407,-0.174984994829
ACH-000408,-0.551578565615
ACH-000410,-0.22279817085200002
ACH-000411,-0.0670790506275
ACH-000414,-0.356256942954
ACH-000415,-0.48395170714599994
ACH-000416,-0.34497310813500004
ACH-000420,-0.0957605623439
ACH-000421,-0.280466359565
ACH-000424,-0.496497474267
ACH-000425,-0.17255660965999997
ACH-000426,-0.139119212044
ACH-000427,-0.221417486622
ACH-000433,-0.251860393799
ACH-000436,0.038476889344300005
ACH-000444,-0.07378494948410001
ACH-000445,-0.0138590239866
ACH-000448,-0.135490255646
ACH-000450,-0.176462981364
ACH-000452,-0.362248673452
ACH-000454,-0.60448475864
ACH-000458,-0.316986322265
ACH-000459,-0.476911084717
ACH-000460,-0.2704220214
ACH-000461,-0.5530958688300001
ACH-000463,-0.11595410347799999
ACH-000464,-0.194358646765
ACH-000466,-0.259160686852
ACH-000467,-0.127373799474
ACH-000468,-0.250134816115
ACH-000469,-0.22940496118099998
ACH-000470,-0.224833414762
ACH-000471,-0.265774518492
ACH-000472,-0.239119552042
ACH-000473,0.0173809236193
ACH-000475,-0.27751489611200003
ACH-000476,-0.028699239062700003
ACH-000477,-0.314823645227
ACH-000480,-0.444876006255
ACH-000481,-0.298971387882
ACH-000483,-0.300169328184
ACH-000484,-0.40609481978600004
ACH-000485,-0.12701501642100002
ACH-000486,-0.285915116358
ACH-000487,-0.24243183598499998
ACH-000488,-0.426215376333
ACH-000490,-0.181633089554
ACH-000491,-0.08318772706680001
ACH-000495,0.0530542212108
ACH-000496,-0.08462307128900001
ACH-000499,-0.293816530054
ACH-000500,-0.49529698721999993
ACH-000502,-0.310607288512
ACH-000503,-0.33085575462
ACH-000505,-0.165974668403
ACH-000507,0.08040500461950001
ACH-000510,-0.303901624224
ACH-000511,-0.195070953105
ACH-000512,-0.455467915873
ACH-000516,-0.10772486669199999
ACH-000517,-0.20710186468199998
ACH-000518,-0.386596076285
ACH-000520,-0.229353383682
ACH-000521,-0.26599605199
ACH-000522,-0.300336734158
ACH-000524,-0.22110551444499998
ACH-000527,-0.44008737725599995
ACH-000528,-0.23775945626699999
ACH-000537,-0.248921955355
ACH-000541,-0.481387378374
ACH-000542,-0.316231603287
ACH-000544,-0.504078941972
ACH-000545,-0.262008174819
ACH-000547,-0.68452323376
ACH-000548,-0.41512615733
ACH-000549,-0.716532834571
ACH-000550,-0.15218837806
ACH-000552,-0.238713411194
ACH-000556,-0.31392489379099997
ACH-000557,-0.124974306051
ACH-000570,-0.0810498545594
ACH-000571,-0.295000494151
ACH-000573,-0.04599087777290001
ACH-000576,-0.314542657201
ACH-000580,-0.153248405533
ACH-000584,-0.257003118223
ACH-000585,-0.448191117901
ACH-000588,-0.342655077587
ACH-000589,-0.238831079142
ACH-000591,-0.0979455646197
ACH-000593,-0.43145771821999995
ACH-000600,-0.20613815119800002
ACH-000601,-0.131426261402
ACH-000604,-0.00034229955330799996
ACH-000605,-0.24125287519400002
ACH-000606,-0.07732668126610001
ACH-000608,-0.37189767485799996
ACH-000614,0.0671912087327
ACH-000616,0.00368649182604
ACH-000618,-0.386033522602
ACH-000619,-0.636032220608
ACH-000620,-0.110851068779
ACH-000621,-0.318131412839
ACH-000622,-0.159808993908
ACH-000623,-0.18234162347199998
ACH-000624,-0.233340781709
ACH-000627,-0.662698487698
ACH-000630,-0.419674408323
ACH-000632,-0.174667858773
ACH-000633,-0.423876921919
ACH-000637,-0.105604621545
ACH-000638,-0.106546363454
ACH-000646,-0.490512425445
ACH-000647,-0.265587586046
ACH-000648,-0.16967884140700001
ACH-000649,-0.344706688489
ACH-000651,-0.09471855296199999
ACH-000652,-0.336664135572
ACH-000653,-0.0338227671852
ACH-000657,-0.261897402777
ACH-000658,-0.22101104592700002
ACH-000661,-0.24201180697900002
ACH-000662,0.0579176909838
ACH-000663,0.009107836815729999
ACH-000665,-0.5726122144
ACH-000671,-0.639700758935
ACH-000673,-0.399519670474
ACH-000676,-0.287599229712
ACH-000677,-0.309636306598
ACH-000681,-0.411373262609
ACH-000682,-0.587801956664
ACH-000683,-0.244059446235
ACH-000684,-0.41226806351899997
ACH-000688,-0.248453134164
ACH-000693,-0.300804729029
ACH-000694,-0.20110973895999998
ACH-000695,0.029152278535000003
ACH-000696,-0.30190487533000004
ACH-000697,-0.20999470036600001
ACH-000699,-0.322575413942
ACH-000701,-0.538616483603
ACH-000706,-0.4560026022
ACH-000711,-0.5612246456050001
ACH-000713,-0.393115503582
ACH-000714,-0.374489842288
ACH-000718,-0.0505705502117
ACH-000720,-0.265058732256
ACH-000721,-0.279692806578
ACH-000724,-0.280203106444
ACH-000725,-0.33896301858499994
ACH-000732,-0.17171893796100002
ACH-000734,-0.398591698071
ACH-000735,-0.45994893932400005
ACH-000736,-0.0112605955876
ACH-000738,-0.221622159227
ACH-000746,-0.106081151261
ACH-000747,-0.415024337043
ACH-000748,-0.330445839591
ACH-000753,-0.00894892326735
ACH-000756,-0.27717495779
ACH-000757,-0.0161793332555
ACH-000758,-0.17239709059900002
ACH-000760,0.0370586196321
ACH-000763,0.041908155984
ACH-000764,-0.21029573470600002
ACH-000765,-0.181733482521
ACH-000766,-0.20857903633900002
ACH-000767,-0.338530038259
ACH-000768,-0.128478484012
ACH-000769,-0.669629885448
ACH-000770,-0.297896451235
ACH-000771,-0.332454936379
ACH-000773,-0.273995241246
ACH-000776,-0.319359039877
ACH-000777,-0.429748410005
ACH-000778,-0.425472890299
ACH-000781,-0.126540068973
ACH-000782,-0.643837304616
ACH-000783,-0.126732072422
ACH-000784,-0.250725414677
ACH-000785,-0.12119288683599999
ACH-000787,-0.344569144551
ACH-000788,-0.07981127759239999
ACH-000791,-0.125172380844
ACH-000792,-0.573907092538
ACH-000794,-0.539208512946
ACH-000796,-0.10978193631100001
ACH-000799,-0.605373067017
ACH-000800,0.128137274729
ACH-000802,-0.43544257237499995
ACH-000804,-0.367572357749
ACH-000805,-0.347903911179
ACH-000809,-0.386322899181
ACH-000810,-0.00120510853818
ACH-000811,-0.37203525699600004
ACH-000817,-0.20653916819200002
ACH-000819,-0.284012661775
ACH-000820,-0.104901236843
ACH-000821,-0.66295773447
ACH-000822,-0.249880239797
ACH-000823,-0.27799980724
ACH-000824,-0.243353920484
ACH-000827,-0.0514601069644
ACH-000829,-0.49092664366000005
ACH-000831,-0.2777154777
ACH-000832,-0.42578525996100003
ACH-000833,-0.15013224755100002
ACH-000834,-0.325525704313
ACH-000835,-0.42324130396
ACH-000836,-0.7189984159810001
ACH-000837,-0.160962508713
ACH-000838,-0.172894665182
ACH-000839,-0.63394673497
ACH-000840,-0.11451733099400001
ACH-000841,-0.213563312125
ACH-000843,-0.555944597876
ACH-000846,-0.190688236299
ACH-000847,0.10990909611300001
ACH-000848,-0.214401874112
ACH-000849,-0.27656197320500003
ACH-000851,-0.0781577786511
ACH-000855,-0.19952464206099998
ACH-000856,0.174591000716
ACH-000858,-0.416964268286
ACH-000859,-0.5120830635670001
ACH-000861,-0.392248683234
ACH-000862,-0.184254112354
ACH-000865,-0.110971997531
ACH-000866,-0.20785354042100002
ACH-000867,-0.410855962716
ACH-000869,-0.242299657952
ACH-000872,-0.266061038475
ACH-000873,-0.141937704967
ACH-000876,-0.503295825976
ACH-000878,-0.48423974780699997
ACH-000880,-0.33885216686700004
ACH-000881,-0.253506566961
ACH-000882,-0.26275292599800004
ACH-000884,0.159096957885
ACH-000885,-0.36154574309199994
ACH-000887,-0.6062541388480001
ACH-000888,-0.0577370833203
ACH-000889,-0.22894586422899998
ACH-000890,-0.0313832243571
ACH-000896,-0.406398949744
ACH-000898,-0.278224963963
ACH-000900,-0.424935649287
ACH-000901,-0.350848989683
ACH-000905,-0.151252965584
ACH-000906,-0.0406920482027
ACH-000907,-0.30683701476799996
ACH-000910,-0.170027506956
ACH-000911,-0.08131915362360001
ACH-000912,-0.26328930184
ACH-000913,-0.349607724701
ACH-000915,-0.297121258937
ACH-000916,-0.0961929871446
ACH-000917,-0.294592662686
ACH-000921,-0.136895360401
ACH-000924,-0.5363623468909999
ACH-000926,-0.13525722141899998
ACH-000928,-0.369637242382
ACH-000929,-0.125321986995
ACH-000932,-0.251856583837
ACH-000935,-0.5820234952359999
ACH-000936,-0.206409832038
ACH-000937,-0.145731815493
ACH-000938,-0.20053479554900003
ACH-000939,-0.581638907626
ACH-000941,-0.376743266582
ACH-000943,-0.359530008114
ACH-000946,-0.209600570642
ACH-000947,-0.155333440443
ACH-000948,-0.42131638816
ACH-000950,-0.08953542377979999
ACH-000953,-0.36150420279600004
ACH-000957,-0.29284705676
ACH-000958,-0.11144992123500001
ACH-000960,-0.230044272062
ACH-000963,-0.34316244872
ACH-000968,-0.239364682459
ACH-000969,-0.331727811389
ACH-000973,0.0629918248771
ACH-000974,-0.058900059917
ACH-000975,-0.357190292814
ACH-000976,-0.204980042843
ACH-000978,-0.0292687550189
ACH-000980,-0.184178670719
ACH-000984,-0.23643030026999998
ACH-000986,-0.418377828147
ACH-000988,-0.0680085577382
ACH-000993,-0.29952846102200004
ACH-000994,-0.2897388111
ACH-000996,-0.291949799979
ACH-001001,-0.196673878075
ACH-001020,-0.0223446606213
ACH-001028,-0.320740477593
ACH-001031,-0.383853596013
ACH-001038,-0.360264322034
ACH-001048,-0.40365612273699997
ACH-001050,-0.430577145189
ACH-001053,-0.353195307922
ACH-001054,-0.104167386371
ACH-001061,-0.280356353304
ACH-001067,-0.476997659801
ACH-001075,-0.0696585954732
ACH-001096,-0.304909609591
ACH-001128,-0.40651358623499995
ACH-001134,-0.393623933145
ACH-001151,0.16130769557900002
ACH-001163,-0.0558513958634
ACH-001164,-0.45259484132399996
ACH-001173,-0.30362473000100004
ACH-001183,-0.201808519102
ACH-001184,-0.44443387705399995
ACH-001190,-0.254815084221
ACH-001192,-0.0715264936781
ACH-001193,-0.171191633358
ACH-001196,-0.0943248289058
ACH-001197,-0.269704930325
ACH-001205,-0.0782492189578
ACH-001211,-0.0631105499001
ACH-001212,-0.365308500652
ACH-001228,-0.36360555718599996
ACH-001232,-0.327814354808
ACH-001239,-0.22044819541700003
ACH-001274,-0.548614983853
ACH-001275,-0.20966307554299998
ACH-001277,-0.228120836651
ACH-001278,-0.061820568281100004
ACH-001280,-0.187507735013
ACH-001283,-0.301778696859
ACH-001289,-0.410921041348
ACH-001295,-0.12219960982200001
ACH-001300,-0.0223964949134
ACH-001301,-0.261433610691
ACH-001302,-0.43294311302599997
ACH-001303,-0.15509818007600001
ACH-001306,-0.39240528061999996
ACH-001318,-0.401616896032
ACH-001322,-0.170690496495
ACH-001328,-0.443913788116
ACH-001332,-0.429059657029
ACH-001333,-0.256215937408
ACH-001336,-0.399761719298
ACH-001340,-0.116607947993
ACH-001346,-0.389667645955
ACH-001353,-0.371437155993
ACH-001354,-0.242281269439
ACH-001367,-0.497715249477
ACH-001368,-0.27950390175
ACH-001374,-0.18885879295299998
ACH-001375,-0.364165458787
ACH-001377,-0.0454608481034
ACH-001380,-0.18937254593400002
ACH-001391,-0.44215448804799995
ACH-001407,-0.39133512734399994
ACH-001408,-0.214968870824
ACH-001413,-0.209087350127
ACH-001430,-0.119110928163
ACH-001431,-0.0067933860014700006
ACH-001450,-0.428462323953
ACH-001496,-0.269596770556
ACH-001500,-0.364709531929
ACH-001521,-0.26311263366500004
ACH-001523,-0.38689325436399996
ACH-001532,-0.131415021875
ACH-001536,-0.10826966031600001
ACH-001550,-0.184001654978
ACH-001552,-0.286265761839
ACH-001554,-0.268126101545
ACH-001645,0.0231734105455
ACH-001654,-0.33822552008900003
ACH-001715,-0.316170421227
ACH-001735,-0.240392839363
ACH-001736,-0.21683470509799999
ACH-001737,-0.46906745292900004
ACH-001740,-0.42105744713200005
ACH-001745,-0.384270701839
ACH-001750,-0.591953698549
ACH-001765,-0.487485116877
ACH-001956,-0.346107037434
ACH-001957,-0.0486171520658
