,CMKLR1 (1240)
ACH-000304,-0.658462808897
ACH-000307,-0.159530202285
ACH-000308,-0.0522897817334
ACH-000310,-0.22217324429699997
ACH-000311,-0.11593981930299999
ACH-000312,-0.162491482904
ACH-000315,-0.265710299338
ACH-000316,-0.326506944923
ACH-000317,-0.294093084411
ACH-000318,-0.141692830016
ACH-000319,0.0200711769209
ACH-000320,-0.268917288983
ACH-000322,-0.167590948746
ACH-000323,-0.174139635172
ACH-000324,-0.106856357995
ACH-000329,-0.08344835964660001
ACH-000330,-0.12392142045999999
ACH-000331,-0.138777449818
ACH-000332,-0.17337155165100002
ACH-000334,0.027542012344400003
ACH-000335,-0.158312843367
ACH-000336,-0.431078931679
ACH-000337,0.032775309034099996
ACH-000339,-0.296342268571
ACH-000341,-0.0747946411835
ACH-000348,-0.0849962543626
ACH-000350,-0.212238405882
ACH-000352,-0.179348190047
ACH-000356,-0.372667658455
ACH-000361,-0.27400386169
ACH-000362,-0.207770645127
ACH-000363,-0.150353122802
ACH-000364,0.17622732554900003
ACH-000365,-0.0537315304428
ACH-000366,-0.10409308566400001
ACH-000368,-0.0415211910239
ACH-000374,-0.322461467417
ACH-000375,-0.128150227175
ACH-000376,-0.199919485141
ACH-000381,-0.16164032535999998
ACH-000383,-0.170770609775
ACH-000387,-0.00594100966382
ACH-000389,-0.27020673258
ACH-000390,-0.224353859764
ACH-000393,-0.0848067352973
ACH-000395,-0.00728014177402
ACH-000397,-0.0998989742437
ACH-000401,-0.009691281857239999
ACH-000402,0.1254491589
ACH-000403,-0.153824697138
ACH-000404,-0.0620736943547
ACH-000406,-0.23538872237599998
ACH-000407,-0.11345192672900001
ACH-000408,-0.26933787151
ACH-000410,-0.307056636602
ACH-000411,-0.20599235634
ACH-000414,-0.0927554637339
ACH-000415,-0.0380645133701
ACH-000416,-0.146285462792
ACH-000420,-0.0562886239542
ACH-000421,-0.22651572198199998
ACH-000424,-0.20568957652800002
ACH-000425,-0.164094308252
ACH-000426,-0.442086795058
ACH-000427,-0.13228722383400002
ACH-000433,-0.0064065575258299996
ACH-000436,-0.266565887579
ACH-000444,-0.184246552169
ACH-000445,-0.23617085673000002
ACH-000448,-0.0377608690933
ACH-000450,-0.319760554365
ACH-000452,-0.172268330337
ACH-000454,0.17232825616300002
ACH-000458,-0.18472658584899998
ACH-000459,-0.0549589206705
ACH-000460,-0.0653414934134
ACH-000461,-0.0499258184299
ACH-000463,0.0757544513232
ACH-000464,-0.268563671199
ACH-000466,-0.109890019136
ACH-000467,-0.364866659167
ACH-000468,-0.24726888105300002
ACH-000469,-0.06760141507550001
ACH-000470,0.060582550263199995
ACH-000471,-0.20060825286800002
ACH-000472,-0.035831802509400004
ACH-000473,-0.312967627359
ACH-000475,-0.14614638554
ACH-000476,-0.061326962742300005
ACH-000477,-0.012474936329999999
ACH-000480,-0.297372891947
ACH-000481,-0.331421719623
ACH-000483,-0.420931768905
ACH-000484,-0.09771370741879999
ACH-000485,-0.150838646627
ACH-000486,-0.15751858033299998
ACH-000487,-0.24789154264199997
ACH-000488,-0.144495695949
ACH-000490,-0.157635489469
ACH-000491,-0.08026619023710001
ACH-000495,0.00410460331867
ACH-000496,-0.123309657886
ACH-000499,-0.298516581618
ACH-000500,-0.228753880871
ACH-000502,-0.0618188646055
ACH-000503,-0.0821110804976
ACH-000505,-0.0661832940049
ACH-000507,-0.267809309062
ACH-000510,-0.0848083515662
ACH-000511,-0.177009127901
ACH-000512,-0.26966211165
ACH-000516,-0.18203167621199998
ACH-000517,-0.21692123489700002
ACH-000518,-0.024184691688399998
ACH-000520,-0.0592738166206
ACH-000521,-0.205030630741
ACH-000522,-0.164118870927
ACH-000524,-0.226475713766
ACH-000527,-0.16771124661800002
ACH-000528,-0.11671843429199999
ACH-000537,-0.16126649716900002
ACH-000541,-0.557092494162
ACH-000542,-0.127992516604
ACH-000544,-0.018403896600400003
ACH-000545,0.047687542571900006
ACH-000547,0.0933168034604
ACH-000548,-0.33194027358100003
ACH-000549,-0.05808511699990001
ACH-000550,-0.039793864238499996
ACH-000552,-0.11632470583900001
ACH-000556,-0.0385187769759
ACH-000557,-0.0657483635589
ACH-000570,-0.105828864005
ACH-000571,0.066255278481
ACH-000573,-0.21960459218800002
ACH-000576,-0.28890601755999995
ACH-000580,-0.10942019229800001
ACH-000584,-0.0345697439335
ACH-000585,-0.140855455074
ACH-000588,-0.102063935182
ACH-000589,-0.147921082371
ACH-000591,0.125081563108
ACH-000593,-0.226173863998
ACH-000600,-0.0446784473002
ACH-000601,-0.19938166413800001
ACH-000604,-0.619143857181
ACH-000605,-0.0351092715347
ACH-000606,-0.088804675262
ACH-000608,-0.235033123417
ACH-000614,-0.106796690758
ACH-000616,-0.12024092244000001
ACH-000618,-0.0788534172022
ACH-000619,-0.163849748902
ACH-000620,-0.17667821649300003
ACH-000621,-0.227466745433
ACH-000622,-0.128724903857
ACH-000623,0.00520069574031
ACH-000624,-0.147807658105
ACH-000627,-0.13236493136900002
ACH-000630,-0.282206692451
ACH-000632,-0.185274053374
ACH-000633,-0.21000656505100002
ACH-000637,-0.26094871478
ACH-000638,-0.100271135145
ACH-000646,0.0185825501142
ACH-000647,-0.13141274655
ACH-000648,0.09981015591760001
ACH-000649,-0.123677959066
ACH-000651,-0.18862493336
ACH-000652,-0.232279060473
ACH-000653,-0.0677293351998
ACH-000657,-0.057223674948899995
ACH-000658,0.10368617376700001
ACH-000661,-0.167211227647
ACH-000662,0.0289981383904
ACH-000663,-0.177890135959
ACH-000665,-0.08662226059900001
ACH-000671,-0.0376985305658
ACH-000673,-0.08298607881730001
ACH-000676,-0.15778074455399999
ACH-000677,-0.0115288312114
ACH-000681,-0.07612344730960001
ACH-000682,-0.085438087624
ACH-000683,-0.056855183309500006
ACH-000684,-0.00709700644184
ACH-000688,-0.21919778348400001
ACH-000693,-0.0470844239107
ACH-000694,-0.10435277132000001
ACH-000695,0.34040048699600006
ACH-000696,-0.19801900873300002
ACH-000697,-0.119245749289
ACH-000699,-0.0368233358719
ACH-000701,-0.6874910964480001
ACH-000706,-0.18842881733199998
ACH-000711,-0.09766094358269999
ACH-000713,-0.006056060791699999
ACH-000714,-0.154141204783
ACH-000718,-0.190277844438
ACH-000720,0.150253684126
ACH-000721,-0.0456315631386
ACH-000724,-0.355345270748
ACH-000725,-0.129495487819
ACH-000732,0.228023191553
ACH-000734,-0.191854149113
ACH-000735,-0.19866525742199997
ACH-000736,-0.149308627074
ACH-000738,-0.192639656981
ACH-000746,-0.24895909800000002
ACH-000747,-0.26825019552499996
ACH-000748,-0.278313533602
ACH-000753,-0.0510855868457
ACH-000756,-0.131846801049
ACH-000757,-0.0755615709473
ACH-000758,-0.270972769843
ACH-000760,-0.130561411501
ACH-000763,-0.335350506753
ACH-000764,0.300282550745
ACH-000765,-0.404494217032
ACH-000766,-0.080467853838
ACH-000767,-0.155186970172
ACH-000768,-0.352616860677
ACH-000769,-0.19334898284200003
ACH-000770,-0.0765153841188
ACH-000771,0.015654310504600002
ACH-000773,-0.27734547181999997
ACH-000776,0.0423577514546
ACH-000777,-0.322290418886
ACH-000778,-0.347517373358
ACH-000781,-0.101696511186
ACH-000782,-0.0687535126562
ACH-000783,-0.168431628177
ACH-000784,-0.0082578615494
ACH-000785,-0.173105581329
ACH-000787,-0.144656257775
ACH-000788,-0.295763321681
ACH-000791,-0.0964600799968
ACH-000792,0.0152847630775
ACH-000794,-0.168690540608
ACH-000796,-0.0240100517639
ACH-000799,-0.0938112543014
ACH-000800,0.069271646417
ACH-000802,-0.272465777922
ACH-000804,-0.435282489277
ACH-000805,-0.11700114088500001
ACH-000809,-0.0530695120866
ACH-000810,-0.25010993343000004
ACH-000811,-0.0890486175814
ACH-000817,-0.259818542762
ACH-000819,-0.162599705814
ACH-000820,-0.0048714380357600005
ACH-000821,-0.22651985166299998
ACH-000822,-0.304187422825
ACH-000823,-0.276282296617
ACH-000824,-0.0777869223265
ACH-000827,-0.20668921509399998
ACH-000829,0.088877028168
ACH-000831,-0.34957525752400004
ACH-000832,-0.06868857172069999
ACH-000833,-0.3490017383
ACH-000834,-0.33887579124
ACH-000835,-0.163121352927
ACH-000836,-0.0195282994134
ACH-000837,-0.213236486232
ACH-000838,-0.0102690078114
ACH-000839,0.00263234013804
ACH-000840,0.0880941441204
ACH-000841,-0.231925656836
ACH-000843,-0.0417035961708
ACH-000846,-0.241584066421
ACH-000847,-0.144361374283
ACH-000848,-0.019646818030400002
ACH-000849,-0.302683502162
ACH-000851,-0.18978987948399997
ACH-000855,-0.17021884040999996
ACH-000856,-0.0865955184719
ACH-000858,-0.12628461096
ACH-000859,0.35760650352799994
ACH-000861,-0.331169448247
ACH-000862,-0.253482007299
ACH-000865,-0.17581136713599999
ACH-000866,-0.0622521948722
ACH-000867,-0.157311801639
ACH-000869,-0.257739198946
ACH-000872,-0.285363100543
ACH-000873,-0.20283306429
ACH-000876,-0.00651466719717
ACH-000878,-0.40875884541900004
ACH-000880,-0.11791647763699999
ACH-000881,-0.115732626501
ACH-000882,-0.284865044734
ACH-000884,-0.044370361445899995
ACH-000885,-0.11139764334300001
ACH-000887,-0.15903020262
ACH-000888,-0.197695827891
ACH-000889,-0.27055246011100004
ACH-000890,0.06944107624080001
ACH-000896,-0.254001329572
ACH-000898,0.047917184857
ACH-000900,-0.162066155705
ACH-000901,-0.283307626327
ACH-000905,-0.019573200652299998
ACH-000906,-0.126531400861
ACH-000907,-0.16236936042199998
ACH-000910,-0.108770038978
ACH-000911,-0.04854247407290001
ACH-000912,-0.16783359053
ACH-000913,-0.09596068929689999
ACH-000915,-0.037328255588
ACH-000916,-0.35113665191
ACH-000917,0.0713856193051
ACH-000921,-0.268647297303
ACH-000924,-0.222769154096
ACH-000926,0.0172328988005
ACH-000928,-0.0122665841151
ACH-000929,-0.145393626513
ACH-000932,-0.259746160154
ACH-000935,0.023403003822499997
ACH-000936,-0.0715959985987
ACH-000937,-0.218274370643
ACH-000938,0.0351429438729
ACH-000939,0.0208510614117
ACH-000941,-0.0242485333726
ACH-000943,0.00509051013401
ACH-000946,-0.131439340817
ACH-000947,-0.21546872774599998
ACH-000948,-0.104537111818
ACH-000950,-0.288742331499
ACH-000953,-0.107418141093
ACH-000957,-0.08295761971480001
ACH-000958,-0.394461930185
ACH-000960,-0.260007738508
ACH-000963,-0.314070917179
ACH-000968,-0.053402107332300004
ACH-000969,-0.08125997451169999
ACH-000973,-0.261909661024
ACH-000974,-0.10887773058900001
ACH-000975,-0.0186239841567
ACH-000976,-0.00420128430467
ACH-000978,-0.539647772736
ACH-000980,-0.301360325268
ACH-000984,-0.153370482609
ACH-000986,0.009370761611879998
ACH-000988,-0.116732363231
ACH-000993,-0.254780403609
ACH-000994,0.143674993024
ACH-000996,-0.103373375899
ACH-001001,-0.198087515453
ACH-001020,-0.0526795784285
ACH-001028,-0.147575259298
ACH-001031,-0.17334222320300002
ACH-001038,-0.15101306336200002
ACH-001048,-0.0435689661627
ACH-001050,-0.180669292401
ACH-001053,-0.34744379198200004
ACH-001054,-0.19670826015
ACH-001061,-0.10118002268699999
ACH-001067,-0.082520349481
ACH-001075,-0.07918424198480001
ACH-001096,-0.176746408806
ACH-001128,0.032909412017200004
ACH-001134,-0.273453545494
ACH-001151,-0.164840716616
ACH-001163,-0.0162270510336
ACH-001164,-0.20919405121800003
ACH-001173,-0.272197563722
ACH-001183,-0.203553711701
ACH-001184,-0.210676729858
ACH-001190,-0.11220578822300001
ACH-001192,-0.280881189719
ACH-001193,-0.105181319822
ACH-001196,-0.23752680168499998
ACH-001197,-0.38270130376500006
ACH-001205,-0.108143259365
ACH-001211,0.0725060468454
ACH-001212,0.127653582697
ACH-001228,-0.015642834247099998
ACH-001232,-0.204089136806
ACH-001239,-0.191146429179
ACH-001274,-0.16982360370400001
ACH-001275,-0.0340406825818
ACH-001277,-0.122736918677
ACH-001278,-0.137528365114
ACH-001280,-0.08448132345560001
ACH-001283,-0.149957083085
ACH-001289,-0.186802611543
ACH-001295,-0.201401696294
ACH-001300,-0.225744656223
ACH-001301,-0.220550008864
ACH-001302,-0.417387676698
ACH-001303,-0.302102549494
ACH-001306,-0.030729917789500003
ACH-001318,-0.277650380643
ACH-001322,-0.012883098250799998
ACH-001328,-0.132630117108
ACH-001332,-0.251092600427
ACH-001333,-0.215091528468
ACH-001336,-0.0182025598612
ACH-001340,-0.13914747668400002
ACH-001346,-0.339163054899
ACH-001353,-0.253831719056
ACH-001354,-0.333785904853
ACH-001367,-0.006876556646790001
ACH-001368,-0.128052700198
ACH-001374,-0.10987434937000001
ACH-001375,-0.0309187285518
ACH-001377,-0.0264483324034
ACH-001380,-0.28613213421
ACH-001391,-0.108145425689
ACH-001407,-0.184665557941
ACH-001408,-0.034171855205900006
ACH-001413,-0.17612735454700001
ACH-001430,0.272707044048
ACH-001431,-0.29271317793900004
ACH-001450,-0.0169029313805
ACH-001496,-0.232490659167
ACH-001500,-0.029989046377400002
ACH-001521,-0.140770162179
ACH-001523,-0.00708303969511
ACH-001532,-0.0792992787698
ACH-001536,-0.21160178341
ACH-001550,-0.0249908365044
ACH-001552,-0.163022093039
ACH-001554,-0.127060394013
ACH-001645,-0.346564355353
ACH-001654,-0.25720325139
ACH-001715,-0.38660034946500005
ACH-001735,-0.144376692465
ACH-001736,-0.013193786607899998
ACH-001737,0.177588655381
ACH-001740,-0.31868162298700003
ACH-001745,-0.153885425262
ACH-001750,-0.210397932535
ACH-001765,-0.0764741290631
ACH-001956,-0.143108263364
ACH-001957,-0.0091296310041
