,PI4K2A (55361)
ACH-000552,-0.323204138637
ACH-000556,-0.128582746777
ACH-000557,-0.31900908272399997
ACH-000570,-0.083706353926
ACH-000571,-0.0657143446377
ACH-000573,-0.232820945297
ACH-000576,-0.193015801517
ACH-000580,-0.201675283893
ACH-000584,-0.32806848783000003
ACH-000585,-0.20986414378899998
ACH-000588,0.0539595915414
ACH-000589,-0.155531776921
ACH-000591,-0.264600089169
ACH-000593,-0.0113019175526
ACH-000600,-0.253087223645
ACH-000601,-0.11757501140999999
ACH-000604,-0.146704663044
ACH-000605,-0.16724905732999998
ACH-000606,-0.297706133406
ACH-000608,-0.22406281099800002
ACH-000614,-0.18216553492899998
ACH-000616,-0.19483542567099998
ACH-000618,-0.23543543871999997
ACH-000619,-0.140385791369
ACH-000620,-0.236779008912
ACH-000621,-0.317541371941
ACH-000622,-0.248123282383
ACH-000623,-0.28462584301800004
ACH-000624,-0.196860488309
ACH-000627,-0.0373991765416
ACH-000630,-0.19194161388099998
ACH-000632,-0.138079853432
ACH-000633,-0.134839302114
ACH-000637,-0.120575600558
ACH-000638,-0.430961417099
ACH-000646,0.159600391092
ACH-000647,-0.256879167241
ACH-000648,-0.190013505365
ACH-000649,-0.154048236452
ACH-000651,-0.303705823785
ACH-000652,0.00924058820455
ACH-000653,-0.102524750908
ACH-000657,-0.0993548175201
ACH-000658,0.0220094397087
ACH-000661,-0.00960788161152
ACH-000662,0.17122863305
ACH-000663,-0.154442200557
ACH-000665,-0.076855028971
ACH-000671,-0.302213196619
ACH-000673,-0.268915733368
ACH-000676,-0.187348148868
ACH-000677,-0.116349909589
ACH-000681,-0.0172822666432
ACH-000682,-0.157933894034
ACH-000683,-0.234811533383
ACH-000684,-0.24964385809999998
ACH-000688,-0.182080616965
ACH-000693,-0.18156612463799998
ACH-000694,-0.23189787895999997
ACH-000695,-0.34492421683700003
ACH-000696,-0.12168625637399999
ACH-000697,0.09864852384
ACH-000699,-0.313906054678
ACH-000701,-0.15004718672599998
ACH-000706,-0.18854185699700002
ACH-000711,-0.168225175531
ACH-000713,0.029409341014799997
ACH-000714,-0.317837187965
ACH-000718,-0.161543510203
ACH-000720,-0.31300609626
ACH-000721,-0.162831916374
ACH-000724,0.015597546391700001
ACH-000725,-0.132718724671
ACH-000732,-0.47733839652099996
ACH-000734,-0.011292949755
ACH-000735,-0.19049623090300002
ACH-000736,0.0010346498207199999
ACH-000738,-0.38611345511
ACH-000746,0.109517594876
ACH-000747,-0.487013303684
ACH-000748,-0.19184895366000002
ACH-000753,-0.12637976773
ACH-000756,-0.143625116306
ACH-000757,-0.0735115564183
ACH-000758,-0.446237507202
ACH-000760,-0.13063434594599999
ACH-000763,-0.0829640958647
ACH-000764,-0.33146890660399997
ACH-000765,-0.181753392974
ACH-000766,-0.23091790392099998
ACH-000767,-0.10836405804600001
ACH-000768,-0.152649849233
ACH-000769,-0.39710969461900003
ACH-000770,-0.113502602839
ACH-000771,-0.0197743834245
ACH-000773,-0.509419187813
ACH-000776,-0.023291886148900005
ACH-000777,-0.21339458403
ACH-000778,-0.300389729252
ACH-000781,-0.17963306075399998
ACH-000782,-0.224422642809
ACH-000783,-0.194341034756
ACH-000784,-0.259461385624
ACH-000785,-0.14960412281500002
ACH-000787,-0.146110136938
ACH-000788,-0.22861607441100001
ACH-000791,-0.332817337872
ACH-000792,0.0166945085201
ACH-000794,-0.185603072013
ACH-000796,-0.21978362319400002
ACH-000799,-0.635779175431
ACH-000800,-0.0182782230659
ACH-000802,-0.22255521155900002
ACH-000804,-0.22434762979000003
ACH-000805,-0.159946873651
ACH-000809,-0.19776798329999998
ACH-000810,-0.169747281335
ACH-000811,-0.243993588977
ACH-000817,0.0276008048489
ACH-000819,-0.155652713127
ACH-000820,-0.00717747710903
ACH-000821,-0.160611106205
ACH-000822,-0.22845464451699998
ACH-000823,-0.14956813766899998
ACH-000824,-0.25549908765900003
ACH-000827,-0.17561351299199998
ACH-000829,-0.258239248388
ACH-000831,-0.26279564245000003
ACH-000832,-0.27582897291700004
ACH-000833,-0.167577508084
ACH-000834,-0.33734885396
ACH-000835,-0.004093346278340001
ACH-000836,-0.273660686983
ACH-000837,-0.144893121672
ACH-000838,-0.5351202506589999
ACH-000839,-0.25509451388
ACH-000840,-0.29186979035
ACH-000841,0.054423839609000005
ACH-000843,-0.0746230130296
ACH-000846,-0.129274228659
ACH-000847,-0.28587158711800004
ACH-000848,-0.19093805105099998
ACH-000849,-0.113329472639
ACH-000851,-0.359441148104
ACH-000855,-0.0330309796866
ACH-000856,-0.170783481465
ACH-000858,-0.190100395486
ACH-000859,-0.430398091418
ACH-000861,-0.39240147733400005
ACH-000862,-0.0320849494343
ACH-000865,-0.167066448152
ACH-000866,-0.175192023576
ACH-000867,-0.338140865653
ACH-000869,-0.210210917161
ACH-000872,-0.0100239513214
ACH-000873,-0.09838942175149999
ACH-000876,-0.110048924377
ACH-000878,-0.310252384855
ACH-000880,-0.20981706962699997
ACH-000881,-0.332536657392
ACH-000882,-0.35683835632
ACH-000884,-0.295826016116
ACH-000885,-0.017944728026599997
ACH-000887,-0.157073290602
ACH-000888,-0.435354309881
ACH-000889,-0.195400584557
ACH-000890,0.010870688277499999
ACH-000896,-0.35561600838299995
ACH-000898,-0.22610486260600002
ACH-000900,-0.310731340069
ACH-000901,-0.232218318896
ACH-000905,-0.33434783096299997
ACH-000906,-0.115696599299
ACH-000907,-0.043428911122
ACH-000910,-0.288054463578
ACH-000911,-0.25660411147100004
ACH-000912,-0.214827569323
ACH-000913,-0.160282477175
ACH-000915,-0.123005971474
ACH-000916,0.32650842862199997
ACH-000917,-0.043469676844899996
ACH-000921,-0.202049763365
ACH-000924,-0.213305274802
ACH-000926,-0.355370034283
ACH-000928,-0.24545938681899998
ACH-000929,-0.166691208771
ACH-000932,-0.30422684582
ACH-000935,-0.0010441343930499998
ACH-000936,-0.172471944472
ACH-000937,-0.24473681526399998
ACH-000938,0.0183210000413
ACH-000939,-0.204292881136
ACH-000941,-0.131117505441
ACH-000943,-0.187012060068
ACH-000946,-0.195072485161
ACH-000947,-0.197218967817
ACH-000948,-0.20456909630999998
ACH-000950,-0.0674565939743
ACH-000953,-0.13465876865700002
ACH-000957,-0.021721319789299996
ACH-000958,-0.37545866678900003
ACH-000960,-0.247991832834
ACH-000963,-0.439000035648
ACH-000968,-0.309079292542
ACH-000969,-0.298687832573
ACH-000973,-0.142401113118
ACH-000974,-0.36570068969999997
ACH-000975,-0.24490450520100002
ACH-000976,-0.0547827569655
ACH-000978,-0.579579317738
ACH-000980,-0.16103791351299998
ACH-000984,-0.09986175813960001
ACH-000986,-0.186859656307
ACH-000988,-0.00571311050087
ACH-000993,-0.288929774175
ACH-000994,-0.28998425055
ACH-000996,-0.366945500771
ACH-001001,-0.18881604163899998
ACH-001020,-0.175363855057
ACH-001028,-0.122247045612
ACH-001031,-0.333698270737
ACH-001038,-0.127078321896
ACH-001048,0.018932224416799998
ACH-001050,-0.216355066479
ACH-001053,-0.3935233546
ACH-001054,-0.18502999349399998
ACH-001061,-0.22453200427900002
ACH-001067,-0.200008685845
ACH-001075,-0.0876822350095
ACH-001096,-0.013864193911
ACH-001128,-0.280523637289
ACH-001134,-0.11461625799000001
ACH-001151,-0.24038951721299998
ACH-001163,-0.31464213773899996
ACH-001164,0.0633157380347
ACH-001173,-0.228459378972
ACH-001183,0.00824837331026
ACH-001184,-0.106226869125
ACH-001190,-0.0883466117751
ACH-001192,-0.026640240112400005
ACH-001193,-0.046255194391199995
ACH-001196,-0.08834258716160001
ACH-001197,0.12498846482
ACH-001205,-0.100574114418
ACH-001211,0.0591064173671
ACH-001212,-0.10787612393200001
ACH-001228,-0.120733527551
ACH-001232,-0.254411864752
ACH-001239,-0.34745532001699997
ACH-001274,-0.179789560333
ACH-001275,-0.175803596639
ACH-001277,-0.329966087562
ACH-001278,0.04670086992880001
ACH-001280,-0.146577264657
ACH-001283,-0.10213884981
ACH-001289,-0.06817832781769999
ACH-001295,-0.115768172064
ACH-001300,-0.253875580145
ACH-001301,-0.0957763784836
ACH-001302,-0.591582859062
ACH-001303,-0.333877621113
ACH-001306,-0.207587247295
ACH-001318,-0.20147117142999998
ACH-001322,-0.149004796177
ACH-001328,-0.232594073328
ACH-001332,-0.575104126255
ACH-001333,-0.210132892278
ACH-001336,-0.22381222031599998
ACH-001340,-0.260908624461
ACH-001346,-0.160901836234
ACH-001353,-0.173301634919
ACH-001354,-0.26452657412700004
ACH-001367,-0.0283180503958
ACH-001368,-0.1535864764
ACH-001374,-0.26231427834800003
ACH-001375,-0.0641169083493
ACH-001377,-0.158439131661
ACH-001380,-0.250709363438
ACH-001391,-0.138295998696
ACH-001407,-0.19205383820900002
ACH-001408,-0.0487128573884
ACH-001413,-0.398191554774
ACH-001430,-0.0536587041551
ACH-001431,-0.168548725041
ACH-001450,-0.148170984716
ACH-001496,-0.140619798897
ACH-001500,-0.06402673925710001
ACH-001521,-0.34187631415700004
ACH-001523,-0.223124747151
ACH-001532,-0.254921591903
ACH-001536,6.95626246799e-05
ACH-001550,-0.15954978277100001
ACH-001552,-0.0232860060967
ACH-001554,-0.149191071855
ACH-001645,-0.110024022442
ACH-001654,-0.17591578121100002
ACH-001715,-0.20854597379999998
ACH-001735,-0.329945376554
ACH-001736,-0.22047897821999998
ACH-001737,-0.388032313653
ACH-001740,-0.22112097801
ACH-001745,-0.21799624323300001
ACH-001750,-0.19155962046100003
ACH-001765,-0.288382522556
ACH-001956,-0.0653724968613
ACH-001957,-0.140422582569
