,SPRR2G (6706)
ACH-000233,-0.265734713007
ACH-000234,-0.38724564264600003
ACH-000235,-0.37548479526999995
ACH-000237,-0.487468881066
ACH-000238,-0.24937013585999998
ACH-000243,-0.337206946849
ACH-000244,-0.38133333920999996
ACH-000246,-0.30457911333
ACH-000248,-0.18336046949700002
ACH-000250,-0.324143242274
ACH-000251,-0.137567837725
ACH-000253,-0.393837053644
ACH-000255,-0.33727981891900005
ACH-000256,-0.27925738530099997
ACH-000257,-0.0228765384031
ACH-000258,-0.459245345151
ACH-000259,-0.324273423162
ACH-000260,-0.191357483565
ACH-000261,-0.160636180125
ACH-000262,-0.465188933538
ACH-000263,-0.608970236887
ACH-000264,-0.465576627411
ACH-000265,-0.135109581044
ACH-000266,-0.318633005447
ACH-000272,-0.31804589387800003
ACH-000273,-0.291604250927
ACH-000274,-0.234906846058
ACH-000277,-0.332691820611
ACH-000278,-0.254360183774
ACH-000279,-0.184665496879
ACH-000280,-0.394203265632
ACH-000281,-0.6484631484669999
ACH-000288,-0.37750831107199995
ACH-000291,-0.206153514811
ACH-000293,-0.279185315185
ACH-000294,-0.287662410824
ACH-000295,-0.22818887708799998
ACH-000296,-0.19454373678
ACH-000302,-0.137896243463
ACH-000304,-0.462566382309
ACH-000307,-0.21023189664
ACH-000308,-0.317079498294
ACH-000310,-0.131159051907
ACH-000311,-0.33513847331700003
ACH-000312,-0.232362190605
ACH-000315,-0.0826474754088
ACH-000316,-0.200940906782
ACH-000317,-0.38353161423199994
ACH-000318,-0.282291514275
ACH-000319,-0.200946277291
ACH-000320,-0.248941777503
ACH-000322,-0.42461457155599996
ACH-000323,-0.538851232337
ACH-000324,-0.422067082398
ACH-000329,-0.436653338605
ACH-000330,-0.316730031871
ACH-000331,-0.41771346069700005
ACH-000332,-0.478501714542
ACH-000334,-0.225995536341
ACH-000335,-0.555245808521
ACH-000336,-0.45243184101800005
ACH-000337,-0.261845217437
ACH-000339,-0.22014004312399998
ACH-000341,-0.372752282093
ACH-000348,-0.478580860309
ACH-000350,-0.553813385039
ACH-000352,-0.305677077315
ACH-000356,-0.462347433652
ACH-000361,-0.288246979669
ACH-000362,-0.243589100507
ACH-000363,-0.150196541063
ACH-000364,-0.20734265977000002
ACH-000365,-0.253530626822
ACH-000366,-0.258292456021
ACH-000368,-0.450533821474
ACH-000374,-0.17211872282000001
ACH-000375,-0.300887490002
ACH-000376,-0.278793188303
ACH-000381,-0.328834954731
ACH-000383,-0.286321999785
ACH-000387,-0.24596598673099998
ACH-000389,-0.286714102466
ACH-000390,-0.457531665278
ACH-000393,-0.330841522594
ACH-000395,-0.162642838927
ACH-000397,-0.384894519716
ACH-000401,-0.63581413333
ACH-000402,-0.361096103929
ACH-000403,-0.617011939815
ACH-000404,-0.700504077684
ACH-000406,-0.24961518311
ACH-000407,-0.339129284345
ACH-000408,-0.315330260774
ACH-000410,-0.357531425395
ACH-000411,-0.348520890388
ACH-000414,-0.291614604463
ACH-000415,-0.22910660575199998
ACH-000416,-0.39536209910400005
ACH-000420,-0.307569088151
ACH-000421,-0.256442205935
ACH-000424,-0.35588158013099996
ACH-000425,-0.4329562843
ACH-000426,-0.35760894093900003
ACH-000427,-0.38269234429300003
ACH-000433,-0.23652103502099997
ACH-000436,-0.407637956862
ACH-000444,-0.31179687159499997
ACH-000445,-0.293038444479
ACH-000448,-0.404739320277
ACH-000450,-0.336390308526
ACH-000452,-0.345754564332
ACH-000454,-0.284599149755
ACH-000458,-0.23911319818500001
ACH-000459,-0.07279821441119999
ACH-000460,-0.146330736569
ACH-000461,-0.243184364938
ACH-000463,-0.388675948808
ACH-000464,-0.369122311977
ACH-000466,-0.302569626046
ACH-000467,-0.33718988950900003
ACH-000468,-0.268130777555
ACH-000469,-0.32806437567200003
ACH-000470,-0.310034422307
ACH-000471,-0.302920597725
ACH-000472,-0.325539220321
ACH-000473,-0.364033089191
ACH-000475,-0.393030019008
ACH-000476,-0.462649940234
ACH-000477,-0.325331486541
ACH-000480,-0.136712035745
ACH-000481,-0.204226194794
ACH-000483,-0.22511654050299998
ACH-000484,-0.561424382146
ACH-000485,-0.518921725587
ACH-000486,-0.304853207801
ACH-000487,-0.00681173240952
ACH-000488,-0.22807864008099998
ACH-000490,-0.293878717461
ACH-000491,-0.173429844339
ACH-000495,-0.5584576269479999
ACH-000496,-0.296768050553
ACH-000499,-0.101900447974
ACH-000500,-0.48703752238799997
ACH-000502,-0.288803791799
ACH-000503,-0.5175740141449999
ACH-000505,-0.359273812337
ACH-000507,-0.45873366927599996
ACH-000510,-0.380855529113
ACH-000511,-0.28955485159
ACH-000512,-0.25852164254
ACH-000516,-0.417199783374
ACH-000517,-0.33256090800500004
ACH-000518,-0.431295107962
ACH-000520,-0.323986486767
ACH-000521,-0.475498152215
ACH-000522,-0.511110035453
ACH-000524,-0.274691585216
ACH-000527,-0.248374119083
ACH-000528,-0.281265944608
ACH-000537,-0.217626477672
ACH-000541,-0.7399278817730001
ACH-000542,-0.422304961392
ACH-000544,-0.332187813081
ACH-000545,-0.511358447009
ACH-000547,-0.313322176214
ACH-000548,-0.555653801281
ACH-000549,-0.46442677016
ACH-000550,-0.268626130583
ACH-000552,-0.415917319693
ACH-000556,-0.370646957587
ACH-000557,-0.18380559417700001
ACH-000570,-0.34031343395900004
ACH-000571,-0.35513199695200004
ACH-000573,-0.40886089357100003
ACH-000576,-0.446588946012
ACH-000580,-0.292737816271
ACH-000584,-0.22173503905
ACH-000585,-0.422165698491
ACH-000588,-0.600720774884
ACH-000589,-0.5631585272199999
ACH-000591,-0.25185795144699996
ACH-000593,-0.431651548157
ACH-000600,-0.481042534359
ACH-000601,-0.29571322608399997
ACH-000604,-0.520537472569
ACH-000605,0.04757271230909999
ACH-000606,-0.186835236334
ACH-000608,-0.451820359926
ACH-000614,-0.45109875953100004
ACH-000616,-0.361755504681
ACH-000618,-0.304996143309
ACH-000619,-0.451282988531
ACH-000620,-0.24747737101
ACH-000621,-0.211334608308
ACH-000622,-0.0666600750866
ACH-000623,-0.27772177535799997
ACH-000624,-0.138346502185
ACH-000627,-0.300382629073
ACH-000630,-0.282895655159
ACH-000632,-0.205450734612
ACH-000633,-0.384859921647
ACH-000637,-0.181075605565
ACH-000638,-0.376140945026
ACH-000646,-0.365945510467
ACH-000647,-0.188587078737
ACH-000648,-0.21692486416499998
ACH-000649,-0.35919103399999996
ACH-000651,-0.270563573296
ACH-000652,-0.402421160515
ACH-000653,-0.410694782139
ACH-000657,-0.389153183275
ACH-000658,-0.630465107848
ACH-000661,-0.311520227895
ACH-000662,-0.49111916549199996
ACH-000663,-0.18572010337900002
ACH-000665,-0.153002263579
ACH-000671,-0.33865473733
ACH-000673,-0.456873227364
ACH-000676,-0.55251130882
ACH-000677,-0.414610017634
ACH-000681,-0.40296193155999993
ACH-000682,-0.303397724633
ACH-000683,-0.37398066517899997
ACH-000684,-0.230287633663
ACH-000688,-0.369975156325
ACH-000693,-0.23647913651799998
ACH-000694,-0.336129877773
ACH-000695,-0.326897170827
ACH-000696,-0.401607927553
ACH-000697,-0.207296765915
ACH-000699,-0.266125268639
ACH-000701,-0.449110289036
ACH-000706,-0.348744635245
ACH-000711,-0.224377791796
ACH-000713,-0.274406983308
ACH-000714,-0.44839252565399995
ACH-000718,-0.28958017066999997
ACH-000720,-0.303009151385
ACH-000721,-0.287756600458
ACH-000724,-0.6288656332460001
ACH-000725,-0.476772390968
ACH-000732,-0.258308165957
ACH-000734,-0.399745683188
ACH-000735,-0.40289998600599997
ACH-000736,-0.37776301803900003
ACH-000738,-0.257376007668
ACH-000746,-0.32785190481
ACH-000747,-0.25650180956199997
ACH-000748,-0.347288687751
ACH-000753,-0.237662687636
ACH-000756,-0.348729026012
ACH-000757,-0.254465588994
ACH-000758,-0.35153620214599995
ACH-000760,-0.742013867694
ACH-000763,-0.369142042898
ACH-000764,-0.518696670813
ACH-000765,-0.37762865836599996
ACH-000766,-0.27005347905099997
ACH-000767,-0.314860559767
ACH-000768,-0.13967923714299998
ACH-000769,-0.06572511024950001
ACH-000770,-0.400295337869
ACH-000771,-0.422479313443
ACH-000773,-0.5303037895830001
ACH-000776,-0.301919165538
ACH-000777,-0.31555486011399997
ACH-000778,-0.35016890644299997
ACH-000781,-0.17395325094099998
ACH-000782,-0.313672889523
ACH-000783,-0.412459232741
ACH-000784,-0.11436608694700001
ACH-000785,-0.621715468799
ACH-000787,-0.576703976022
ACH-000788,-0.22396955535799998
ACH-000791,-0.445428589754
ACH-000792,-0.204693323477
ACH-000794,-0.29293214582
ACH-000796,-0.37530308844000004
ACH-000799,-0.29703319663000005
ACH-000800,-0.320671347984
ACH-000802,-0.42356651671400003
ACH-000804,-0.00962282889516
ACH-000805,-0.47052233287399997
ACH-000809,-0.432664944478
ACH-000810,-0.6556963338449999
ACH-000811,-0.353595935317
ACH-000817,-0.245244792597
ACH-000819,-0.266226473867
ACH-000820,-0.5828466733950001
ACH-000821,-0.12668041217700002
ACH-000822,-0.325429636163
ACH-000823,-0.14898499116699998
ACH-000824,-0.373585051232
ACH-000827,-0.347606441669
ACH-000829,-0.7328110130069999
ACH-000831,-0.0532133116715
ACH-000832,-0.39775642534199995
ACH-000833,-0.35513385835199995
ACH-000834,-0.334600196755
ACH-000835,-0.458124420524
ACH-000836,-0.347692693539
ACH-000837,-0.19564880235399998
ACH-000838,-0.549823218166
ACH-000839,-0.5485525928
ACH-000840,-0.49827811197599997
ACH-000841,-0.20135814802299998
ACH-000843,-0.18578147415600002
ACH-000846,-0.399542000198
ACH-000847,-0.131011345053
ACH-000848,-0.245100290716
ACH-000849,-0.106749198837
ACH-000851,-0.33153064282
ACH-000855,-0.592106525188
ACH-000856,-0.322252524562
ACH-000858,-0.331654064014
ACH-000859,-0.418588841859
ACH-000861,-0.291967151621
ACH-000862,-0.36379762314099995
ACH-000865,-0.23902605702399998
ACH-000866,-0.416992907829
ACH-000867,-0.571724691095
ACH-000869,-0.733569334831
ACH-000872,-0.174466672301
ACH-000873,-0.262405893861
ACH-000876,-0.351165275719
ACH-000878,-0.253047441185
ACH-000880,-0.576443631971
ACH-000881,-0.46206141888
ACH-000882,-0.268982514391
ACH-000884,-0.419059329788
ACH-000885,-0.199985427859
ACH-000887,-0.335589481174
ACH-000888,-0.310422108034
ACH-000889,-0.21394152795899998
ACH-000890,-0.36650753776
ACH-000896,-0.391021988758
ACH-000898,-0.24790973865200003
ACH-000900,-0.33162579752
ACH-000901,-0.19835183699900003
ACH-000905,-0.34118043632899997
ACH-000906,-0.169080587088
ACH-000907,-0.311839123981
ACH-000910,-0.20280646691799997
ACH-000911,-0.19748164460499998
ACH-000912,-0.21029121068700002
ACH-000913,-0.42151436239
ACH-000915,-0.3021877551
ACH-000916,-0.0752768657759
ACH-000917,-0.339409207167
ACH-000921,-0.46058459266400004
ACH-000924,-0.578611863898
ACH-000926,-0.33169941902
ACH-000928,-0.362875113452
ACH-000929,-0.24286245084000002
ACH-000932,-0.225844107453
ACH-000935,-0.36334726709799997
ACH-000936,-0.334030133894
ACH-000937,-0.228282049863
ACH-000938,-0.58875859124
ACH-000939,-0.18597328251200002
ACH-000941,-0.230123721496
ACH-000943,-0.387985771854
ACH-000946,-0.13364117384299998
ACH-000947,-0.308822225045
ACH-000948,-0.308754384751
ACH-000950,-0.262516460127
ACH-000953,-0.332197512466
ACH-000957,-0.292584593971
ACH-000958,-0.47643344742
ACH-000960,-0.607471910709
ACH-000963,-0.192188970806
ACH-000968,-0.497956577606
ACH-000969,-0.290505099686
ACH-000973,-0.344880727418
ACH-000974,-0.63976566245
ACH-000975,-0.447550137014
ACH-000976,-0.39996051806599997
ACH-000978,-0.562543968172
ACH-000980,-0.216064250667
ACH-000984,-0.24799061609700002
ACH-000986,-0.34302082377400006
ACH-000988,-0.304437465976
ACH-000993,-0.349312439001
ACH-000994,-0.31585946684300004
ACH-000996,-0.200113415357
ACH-001001,-0.45023270179499997
ACH-001020,-0.383383817191
ACH-001028,-0.257925053143
ACH-001031,0.00346108250582
ACH-001038,-0.318468093681
ACH-001048,-0.189853480889
ACH-001050,-0.42251936192699996
ACH-001053,-0.296214432151
ACH-001054,-0.331520895087
ACH-001061,-0.47842837789
ACH-001067,-0.19900664051800002
ACH-001075,-0.690184094032
ACH-001096,-0.41299996525700006
ACH-001128,-0.474020692954
ACH-001134,-0.606314619967
ACH-001151,-0.42604252301600004
ACH-001163,-0.359369969666
ACH-001164,-0.482489591734
ACH-001173,-0.173278886446
ACH-001183,-0.597763343547
ACH-001184,-0.226052954619
ACH-001190,-0.33807159072899995
ACH-001192,-0.334775100438
ACH-001193,-0.34125172663599995
ACH-001196,-0.392548461773
ACH-001197,-0.619981454976
ACH-001205,-0.298535859515
ACH-001211,-0.24905551565
ACH-001212,-0.597723219354
ACH-001228,-0.41226343258000003
ACH-001232,-0.365147775452
ACH-001239,-0.32792035985
ACH-001274,-0.326083550155
ACH-001275,-0.262999607866
ACH-001277,-0.18740398401099997
ACH-001278,-0.334622946737
ACH-001280,-0.0433817388246
ACH-001283,-0.23608402577100002
ACH-001289,-0.422669176113
ACH-001295,-0.279642359069
ACH-001300,-0.160179849669
ACH-001301,-0.297559322459
ACH-001302,-0.576634472078
ACH-001303,-0.37970534380800003
ACH-001306,-0.36012518836199997
ACH-001318,-0.39976456494999996
ACH-001322,-0.408009610314
ACH-001328,-0.314392875983
ACH-001332,-0.26196270069
ACH-001333,-0.0994203210693
ACH-001336,-0.372898564455
ACH-001340,-0.178965302599
ACH-001346,-0.297375682735
ACH-001353,-0.363374442979
ACH-001354,-0.235361021479
ACH-001367,-0.18210970325800002
ACH-001368,-0.206920765797
ACH-001374,-0.18614177529399997
ACH-001375,-0.46179822741300003
ACH-001377,-0.37361394889
ACH-001380,-0.344909358317
ACH-001391,-0.165969796905
ACH-001407,-0.551953696002
ACH-001408,-0.296101225674
ACH-001413,-0.256214188562
ACH-001430,0.004552357811180001
ACH-001431,-0.0959583766408
ACH-001450,-0.165331301203
ACH-001496,-0.20140023877500002
ACH-001500,-0.327815283008
ACH-001521,-0.225883780324
ACH-001523,-0.21458412684099998
ACH-001532,-0.253029252862
ACH-001536,-0.297833017823
ACH-001550,-0.204982384569
ACH-001552,-0.404896122727
ACH-001554,-0.278514220917
ACH-001645,-0.59474281905
ACH-001654,-0.327138814763
ACH-001715,-0.26385814807700003
ACH-001735,-0.39777745809
ACH-001736,-0.397901471262
ACH-001737,-0.461443234904
ACH-001740,-0.28003038196999996
ACH-001745,-0.379551186849
ACH-001750,-0.39186339232
ACH-001765,-0.44680510773500004
ACH-001956,-0.49282400996200004
ACH-001957,-0.5940622257729999
