,TXNL4A (10907)
ACH-000444,-1.63138118554
ACH-000445,-1.63098807361
ACH-000448,-1.8320745991999998
ACH-000450,-2.07493198688
ACH-000452,-1.87925218592
ACH-000454,-1.9140272379400003
ACH-000458,-1.85846776246
ACH-000459,-1.6182303294100002
ACH-000460,-2.0077118984299998
ACH-000461,-2.08016460753
ACH-000463,-1.54605529264
ACH-000464,-2.0248304957
ACH-000466,-2.55050452012
ACH-000467,-1.9236624552400001
ACH-000468,-2.3339322131999998
ACH-000469,-1.8264353585799997
ACH-000470,-2.13064886683
ACH-000471,-1.7478259849700002
ACH-000472,-2.15331396218
ACH-000473,-2.37091232642
ACH-000475,-1.90391220061
ACH-000476,-2.02434799104
ACH-000477,-2.22226437055
ACH-000480,-1.8345652943200002
ACH-000481,-1.9753887838599997
ACH-000483,-2.0365683350599997
ACH-000484,-2.00489725532
ACH-000485,-2.00672876348
ACH-000486,-1.59089615187
ACH-000487,-1.99703825102
ACH-000488,-1.88107692248
ACH-000490,-1.92341570603
ACH-000491,-2.09155116137
ACH-000495,-1.36983518127
ACH-000496,-1.6574398963199999
ACH-000499,-1.80353963498
ACH-000500,-2.02228928158
ACH-000502,-2.1376714891299997
ACH-000503,-1.7661071200099998
ACH-000505,-2.04583541993
ACH-000507,-1.7276382273500002
ACH-000510,-1.89731202615
ACH-000511,-1.71503523412
ACH-000512,-1.8650610786400001
ACH-000516,-2.0830940379099996
ACH-000517,-2.07563287263
ACH-000518,-2.0973995242299996
ACH-000520,-2.00377986362
ACH-000521,-1.8354738564099997
ACH-000522,-1.7999705629700002
ACH-000524,-2.4289117175799997
ACH-000527,-1.7331111402200001
ACH-000528,-1.93497179498
ACH-000537,-1.92344531523
ACH-000541,-1.8156271179700003
ACH-000542,-1.7982745482799998
ACH-000544,-1.50568034847
ACH-000545,-1.5816613792899998
ACH-000547,-2.36248901194
ACH-000548,-2.0715910967299997
ACH-000549,-2.01150554255
ACH-000550,-2.05326852194
ACH-000552,-1.82099064632
ACH-000556,-2.31107690102
ACH-000557,-2.43448221257
ACH-000570,-1.7507037128
ACH-000571,-2.46771669662
ACH-000573,-1.84481639461
ACH-000576,-2.1343827529599997
ACH-000580,-1.8767107916699999
ACH-000584,-1.8135161915
ACH-000585,-1.8810251517900003
ACH-000588,-1.88553571692
ACH-000589,-2.2149626295099996
ACH-000591,-2.0643292895200003
ACH-000593,-1.9353815588699999
ACH-000600,-2.03005607197
ACH-000601,-1.86608031554
ACH-000604,-2.10474247641
ACH-000605,-1.91715284991
ACH-000606,-1.84847189545
ACH-000608,-2.5505859325599998
ACH-000614,-1.54715029153
ACH-000616,-1.99173184325
ACH-000618,-1.94932929573
ACH-000619,-1.90136381621
ACH-000620,-2.08914211019
ACH-000621,-1.9326241092099998
ACH-000622,-1.8549966542299998
ACH-000623,-1.91392567917
ACH-000624,-1.8746710189700002
ACH-000627,-1.57128536481
ACH-000630,-1.77826768917
ACH-000632,-1.83805953686
ACH-000633,-2.3027018835499997
ACH-000637,-1.96082289211
ACH-000638,-1.9370311283900001
ACH-000646,-2.32099740993
ACH-000647,-1.9649878490000001
ACH-000648,-2.19478089582
ACH-000649,-1.96998142873
ACH-000651,-2.10343189331
ACH-000652,-2.01999787503
ACH-000653,-1.97578822853
ACH-000657,-1.97818526658
ACH-000658,-2.2238380920500003
ACH-000661,-2.08029686344
ACH-000662,-1.39540081311
ACH-000663,-1.9820852765299999
ACH-000665,-1.8829503543400001
ACH-000671,-1.77950346961
ACH-000673,-1.7837474929799997
ACH-000676,-1.74286030493
ACH-000677,-1.72474953592
ACH-000681,-2.13114661497
ACH-000682,-1.93756774721
ACH-000683,-1.96079843824
ACH-000684,-1.46511419625
ACH-000688,-1.37810408156
ACH-000693,-1.9867009800400002
ACH-000694,-1.60519929665
ACH-000695,-1.46597941294
ACH-000696,-1.79559879718
ACH-000697,-2.16640384313
ACH-000699,-2.42728168837
ACH-000701,-2.2530986093700003
ACH-000706,-2.02328695375
ACH-000711,-1.87983519882
ACH-000713,-1.88263800715
ACH-000714,-1.6619214345200002
ACH-000718,-2.0284899167900003
ACH-000720,-1.83314688278
ACH-000721,-1.71049263486
ACH-000724,-3.1893877897900005
ACH-000725,-1.8609520873400003
ACH-000732,-2.02806563956
ACH-000734,-1.86651215164
ACH-000735,-1.76940067257
ACH-000736,-2.06507169273
ACH-000738,-1.97498214025
ACH-000746,-1.9489592495599997
ACH-000747,-1.9226640961700001
ACH-000748,-2.0176357066599997
ACH-000753,-1.85893332216
ACH-000756,-1.8729679285599998
ACH-000757,-1.8556588269299998
ACH-000758,-2.14329627936
ACH-000760,-1.6994739819100002
ACH-000763,-2.1501779823700002
ACH-000764,-1.18586247824
ACH-000765,-1.96809688882
ACH-000766,-2.0131298186200004
ACH-000767,-2.15095089673
ACH-000768,-1.88067612841
ACH-000769,-1.8467370817299997
ACH-000770,-2.2812313789500003
ACH-000771,-1.9520331852000001
ACH-000773,-2.20702184598
ACH-000776,-1.9398776457599998
ACH-000777,-1.76011399132
ACH-000778,-3.14546834636
ACH-000781,-2.02800752453
ACH-000782,-1.7062968131799998
ACH-000783,-1.9145226049700002
ACH-000784,-1.9341360059400001
ACH-000785,-2.26023481365
ACH-000787,-2.06812800949
ACH-000788,-1.67788157022
ACH-000791,-2.10024428459
ACH-000792,-2.24523905947
ACH-000794,-1.77061518
ACH-000796,-1.9911363448500001
ACH-000799,-1.5195518350600001
ACH-000800,-1.7868463791999998
ACH-000802,-1.7518606266699999
ACH-000804,-2.4781757057900005
ACH-000805,-1.6487150130500001
ACH-000809,-1.96151848249
ACH-000810,-2.22505301557
ACH-000811,-1.8019269189700002
ACH-000817,-1.8511600086099997
ACH-000819,-1.6917003435100002
ACH-000820,-2.33171148649
ACH-000821,-2.37706491033
ACH-000822,-2.1714161763999997
ACH-000823,-1.9428629540200002
ACH-000824,-2.19511815071
ACH-000827,-1.8952716004900003
ACH-000829,-1.87778024099
ACH-000831,-2.02691296574
ACH-000832,-1.8039911366699999
ACH-000833,-2.6199010966900005
ACH-000834,-2.0660980779900004
ACH-000835,-1.80826116158
ACH-000836,-2.04359191151
ACH-000837,-2.08723150158
ACH-000838,-2.2013423421500002
ACH-000839,-1.23855153059
ACH-000840,-2.0483412160900003
ACH-000841,-1.67713833042
ACH-000843,-2.07524367116
ACH-000846,-2.21588500308
ACH-000847,-1.7913363970299998
ACH-000848,-1.91342501882
ACH-000849,-1.89975284527
ACH-000851,-1.75980893657
ACH-000855,-1.65910733159
ACH-000856,-2.0371694224200003
ACH-000858,-1.8367798044499999
ACH-000859,-1.84216631509
ACH-000861,-2.18263467696
ACH-000862,-1.91309610305
ACH-000865,-2.13165905875
ACH-000866,-1.8801423778
ACH-000867,-2.04254758572
ACH-000869,-2.0726889644299997
ACH-000872,-1.62312774944
ACH-000873,-1.6412386797
ACH-000876,-2.13056367981
ACH-000878,-2.14851683945
ACH-000880,-1.9735673341099997
ACH-000881,-2.1301073018200003
ACH-000882,-1.76694365604
ACH-000884,-2.01231018599
ACH-000885,-1.9010438499900002
ACH-000887,-1.7866141290400002
ACH-000888,-1.9187915382099998
ACH-000889,-1.8221865248700002
ACH-000890,-1.6351938031600002
ACH-000896,-2.02071435873
ACH-000898,-2.15181755918
ACH-000900,-1.76163825802
ACH-000901,-2.2568075798
ACH-000905,-1.77758622461
ACH-000906,-2.0302899677200004
ACH-000907,-2.03062043557
ACH-000910,-1.95923086521
ACH-000911,-2.2294671698
ACH-000912,-1.7903655339500002
ACH-000913,-1.74388750338
ACH-000915,-1.97200396035
ACH-000916,-2.15407857686
ACH-000917,-1.67299486852
ACH-000921,-1.76276935997
ACH-000924,-1.9189357223900003
ACH-000926,-1.85694355781
ACH-000928,-1.21851554873
ACH-000929,-2.1068488649
ACH-000932,-1.83756997598
ACH-000935,-1.89673887801
ACH-000936,-1.9554285209400002
ACH-000937,-2.2531319502900002
ACH-000938,-2.1162329282099996
ACH-000939,-2.29142433178
ACH-000941,-1.9032328663799998
ACH-000943,-1.9088392382799997
ACH-000946,-1.7185668002599999
ACH-000947,-1.9173369626400003
ACH-000948,-2.0067352763499997
ACH-000950,-1.52462494717
ACH-000953,-2.07272887328
ACH-000957,-1.69513330127
ACH-000958,-2.02063108703
ACH-000960,-2.3515999993
ACH-000963,-2.2990596818099998
ACH-000968,-1.8027117693299999
ACH-000969,-2.30146437535
ACH-000973,-1.85984600598
ACH-000974,-1.88980070208
ACH-000975,-1.92588226574
ACH-000976,-1.83324895565
ACH-000978,-1.4262311129700003
ACH-000980,-2.05314538594
ACH-000984,-1.62325493894
ACH-000986,-1.7913336236900002
ACH-000988,-2.0112996683400004
ACH-000993,-1.8144766819599998
ACH-000994,-2.1701270285799996
ACH-000996,-1.8368912600099998
ACH-001001,-2.03980450233
ACH-001020,-1.9947277617400003
ACH-001028,-1.8358413985
ACH-001031,-1.51919446579
ACH-001038,-1.8814832512400002
ACH-001048,-1.8339552144799998
ACH-001050,-1.8530684371000001
ACH-001053,-1.83326424458
ACH-001054,-1.6330839363999998
ACH-001061,-1.6598036321899998
ACH-001067,-1.63573747766
ACH-001075,-1.7086481450100002
ACH-001096,-2.18662945285
ACH-001128,-2.3443463276800003
ACH-001134,-2.20624879315
ACH-001151,-1.9486665784900001
ACH-001163,-1.9253562819599999
ACH-001164,-2.01862670526
ACH-001173,-1.9861170632499998
ACH-001183,-1.9300055546900001
ACH-001184,-1.94043659617
ACH-001190,-1.64727444083
ACH-001192,-1.78007528107
ACH-001193,-1.5608242295399999
ACH-001196,-2.35678095007
ACH-001197,-2.14642983463
ACH-001205,-1.7216333141099998
ACH-001211,-1.8904441540299999
ACH-001212,-1.6960828696999999
ACH-001228,-2.30578500742
ACH-001232,-1.7080760070899998
ACH-001239,-1.74057658627
ACH-001274,-2.0371140217700003
ACH-001275,-1.7966230233900002
ACH-001277,-1.63445176144
ACH-001278,-1.8887300932700002
ACH-001280,-2.17018257424
ACH-001283,-1.86435660247
ACH-001289,-2.04219867112
ACH-001295,-2.01948779588
ACH-001300,-2.41118390926
ACH-001301,-1.69235042169
ACH-001302,-2.06446164824
ACH-001303,-2.52761959522
ACH-001306,-1.49710525705
ACH-001318,-2.03066199018
ACH-001322,-1.5501509925499999
ACH-001328,-1.6378782228
ACH-001332,-1.67764690331
ACH-001333,-1.8442609720599996
ACH-001336,-2.00958902042
ACH-001340,-1.8796281797
ACH-001346,-1.8535547520400002
ACH-001353,-1.76573675297
ACH-001354,-2.7584735085000003
ACH-001367,-1.68132732102
ACH-001368,-2.01245372808
ACH-001374,-2.06383682458
ACH-001375,-2.01859343388
ACH-001377,-2.00058939956
ACH-001380,-2.05527872094
ACH-001391,-1.88032516909
ACH-001407,-2.0787395325999998
ACH-001408,-2.33343594919
ACH-001413,-1.8647389732099997
ACH-001430,-1.3817623796399998
ACH-001431,-2.00790067447
ACH-001450,-2.12740443667
ACH-001496,-1.9920744086000002
ACH-001500,-1.9042424865099998
ACH-001521,-2.33497169756
ACH-001523,-2.09150398623
ACH-001532,-1.9301148377000001
ACH-001536,-2.31872489647
ACH-001550,-1.9944303439400002
ACH-001552,-1.67091820352
ACH-001554,-2.0211676988900003
ACH-001645,-1.97548125631
ACH-001654,-2.16335076263
ACH-001715,-1.66550573018
ACH-001735,-2.06010613308
ACH-001736,-2.16768326562
ACH-001737,-1.58154233185
ACH-001740,-2.1844858229499997
ACH-001745,-2.14071394219
ACH-001750,-1.95786169757
ACH-001765,-1.98099771495
ACH-001956,-1.92160930102
ACH-001957,-1.7308704953599998
