,IKBKB (3551)
ACH-000481,-0.261347055858
ACH-000483,-0.275012873691
ACH-000484,-0.19053711825599998
ACH-000485,-0.25119618769
ACH-000486,-0.483263579485
ACH-000487,-0.0744106143939
ACH-000488,-0.09710466047
ACH-000490,0.048168768455999995
ACH-000491,0.007915422193649999
ACH-000495,-0.34356081688199996
ACH-000496,-0.0656562728363
ACH-000499,-0.28839609492400003
ACH-000500,0.322994243756
ACH-000502,-0.110302286909
ACH-000503,-0.282011163173
ACH-000505,-0.493733216434
ACH-000507,-0.0304188089695
ACH-000510,-0.199192425756
ACH-000511,-0.340512448417
ACH-000512,-0.0693506573317
ACH-000516,-0.14223425190400002
ACH-000517,-0.10026751284299999
ACH-000518,-0.192076046017
ACH-000520,-0.21185521760899997
ACH-000521,-0.07385601072160002
ACH-000522,-0.04781040799380001
ACH-000524,-0.22843350972600002
ACH-000527,-0.3216886855
ACH-000528,-0.173453289603
ACH-000537,-0.279102778399
ACH-000541,-0.14629246596200002
ACH-000542,-0.112895133066
ACH-000544,0.0842387891274
ACH-000545,0.09270169863439999
ACH-000547,-0.32487046194499997
ACH-000548,0.15264623854
ACH-000549,-0.0442644290995
ACH-000550,0.0318675538531
ACH-000552,-0.057518076101199994
ACH-000556,-0.19755742911200003
ACH-000557,-0.10594656235099999
ACH-000570,-0.276884314124
ACH-000571,-0.257430665579
ACH-000573,-0.170274148801
ACH-000576,-1.13554390009
ACH-000580,-0.340564722347
ACH-000584,-0.24522565075
ACH-000585,0.142594878381
ACH-000588,-0.612196073257
ACH-000589,-0.04690823948969999
ACH-000591,-0.283084731864
ACH-000593,-0.00884839124677
ACH-000600,-0.182791607291
ACH-000601,-0.225262503417
ACH-000604,-0.160599741206
ACH-000605,-0.298087502909
ACH-000606,-0.201173267162
ACH-000608,-0.084933286974
ACH-000614,-0.14626722112600002
ACH-000616,-0.22010448141199998
ACH-000618,-0.104401578287
ACH-000619,-0.022441015762900002
ACH-000620,-0.114115119881
ACH-000621,-0.313992532944
ACH-000622,-0.158740019787
ACH-000623,-0.27945080921300003
ACH-000624,-0.0879269871683
ACH-000627,-0.391196131855
ACH-000630,-0.353764863883
ACH-000632,-0.269431119486
ACH-000633,-0.073392557188
ACH-000637,-0.19648489908300001
ACH-000638,-0.16487833679400002
ACH-000646,-0.37932081724100003
ACH-000647,-0.16073408059699998
ACH-000648,-0.41568226049
ACH-000649,-0.531207570703
ACH-000651,-0.108669674013
ACH-000652,-0.24778579135200002
ACH-000653,-0.674751501014
ACH-000657,-0.081260205588
ACH-000658,-0.9908787588660001
ACH-000661,0.08393476041020001
ACH-000662,-0.264206081366
ACH-000663,-0.0746836054845
ACH-000665,-0.22376861846999999
ACH-000671,-0.24415698899500002
ACH-000673,-0.11427734018100001
ACH-000676,-0.08157622740180001
ACH-000677,-0.18082761412999998
ACH-000681,-0.33885452417499995
ACH-000682,-0.269491428814
ACH-000683,-0.211225291747
ACH-000684,-0.316425769209
ACH-000688,0.0013540168736899999
ACH-000693,-0.0922298824763
ACH-000694,-0.103129064124
ACH-000695,0.038878656379900005
ACH-000696,-0.20324759765
ACH-000697,-0.35417260781599996
ACH-000699,-0.413499781227
ACH-000701,-0.241953985881
ACH-000706,-0.180967387037
ACH-000711,-0.184331420242
ACH-000713,-0.257518244307
ACH-000714,-0.8138671730320001
ACH-000718,-0.08946726424589999
ACH-000720,0.0777600347926
ACH-000721,-0.10972438338300002
ACH-000724,0.152424306359
ACH-000725,-0.029312175155199998
ACH-000732,-0.323666747551
ACH-000734,-0.13940157497400002
ACH-000735,-0.07760222484460001
ACH-000736,-0.11833214040699999
ACH-000738,-0.24487320221099998
ACH-000746,-0.26234075356
ACH-000747,-0.092188861682
ACH-000748,-0.098307033828
ACH-000753,-0.519176460932
ACH-000756,0.12369102646600001
ACH-000757,-0.0382955419314
ACH-000758,-0.391290679669
ACH-000760,-0.180286964657
ACH-000763,-0.621302165147
ACH-000764,-0.376720898565
ACH-000765,0.0305381231484
ACH-000766,-0.188761072493
ACH-000767,-0.0401335638331
ACH-000768,-0.00701392740154
ACH-000769,-0.153290099164
ACH-000770,-0.152635533422
ACH-000771,-0.20468141743299997
ACH-000773,-0.272306802071
ACH-000776,-0.105588327358
ACH-000777,0.067011836052
ACH-000778,-0.12034675423499999
ACH-000781,-0.116510394285
ACH-000782,0.0268487480932
ACH-000783,-0.17103451970699998
ACH-000784,-0.196619842079
ACH-000785,-0.373597511907
ACH-000787,-0.287450775843
ACH-000788,-0.134607005635
ACH-000791,-0.101853694286
ACH-000792,-0.451918582641
ACH-000794,-0.0894065200163
ACH-000796,-0.1402749025
ACH-000799,-0.319060589298
ACH-000800,0.116209580363
ACH-000802,-0.10378748041000001
ACH-000804,-0.09907046949480001
ACH-000805,-0.0431427891053
ACH-000809,-0.020269569849700003
ACH-000810,0.105836900198
ACH-000811,-0.334559433285
ACH-000817,-0.7614102600830001
ACH-000819,-0.123769260231
ACH-000820,-0.395198466411
ACH-000821,-0.483204974271
ACH-000822,-0.205786042912
ACH-000823,-0.25262098089400004
ACH-000824,0.09900816472200001
ACH-000827,-0.40552023063000003
ACH-000829,-0.469337793587
ACH-000831,-0.032144598541200005
ACH-000832,-0.570952003389
ACH-000833,-0.23704702719999998
ACH-000834,0.060175766788999996
ACH-000835,-0.037173086938
ACH-000836,-0.23630743231100002
ACH-000837,-0.38883727186800005
ACH-000838,-0.9557955151880001
ACH-000839,-0.407801915577
ACH-000840,-0.330372911871
ACH-000841,0.044811753988
ACH-000843,0.0543260356566
ACH-000846,0.0245540375457
ACH-000847,0.063035640341
ACH-000848,-0.167111573046
ACH-000849,-0.195772267579
ACH-000851,-0.09150833984889999
ACH-000855,-0.092212618122
ACH-000856,-0.00990733268233
ACH-000858,-0.0469833037257
ACH-000859,0.09855515420710001
ACH-000861,-0.224353889766
ACH-000862,0.040517762117
ACH-000865,-0.163070337906
ACH-000866,0.0040480377764
ACH-000867,-0.220774512706
ACH-000869,-0.370901258001
ACH-000872,-0.241566851025
ACH-000873,-0.284070710436
ACH-000876,-0.0349647856209
ACH-000878,0.018344893891900003
ACH-000880,-0.107048160253
ACH-000881,0.0580651356176
ACH-000882,-0.23534469982099998
ACH-000884,-0.0544461177379
ACH-000885,-0.26553474857
ACH-000887,-0.22839858048599998
ACH-000888,-0.10574202795
ACH-000889,-0.34240563496200005
ACH-000890,-0.26153424378
ACH-000896,-0.537270154445
ACH-000898,-0.25263967146099997
ACH-000900,-0.153953052572
ACH-000901,-0.20891948484499998
ACH-000905,0.104519946763
ACH-000906,-0.28246833368
ACH-000907,0.0121250152433
ACH-000910,-0.162954314281
ACH-000911,-0.393344129799
ACH-000912,0.020796061646
ACH-000913,0.004392188024930001
ACH-000915,-0.0589269004425
ACH-000916,0.010949253794
ACH-000917,-0.19336131050900002
ACH-000921,-0.131950500606
ACH-000924,-0.0738940867932
ACH-000926,-0.13064806044299998
ACH-000928,-0.145347484374
ACH-000929,-0.125853458133
ACH-000932,-0.0985685598999
ACH-000935,0.0303914484766
ACH-000936,-0.302126591285
ACH-000937,0.012317190035899999
ACH-000938,-0.06353861986050001
ACH-000939,0.0637315241718
ACH-000941,0.0400462844295
ACH-000943,-0.0872632927053
ACH-000946,-0.581829825041
ACH-000947,-0.07252906031539999
ACH-000948,-0.436053518408
ACH-000950,-0.26283396048
ACH-000953,0.16965588580200003
ACH-000957,0.143820761018
ACH-000958,-0.0323338561978
ACH-000960,-0.183325350774
ACH-000963,-0.45520233643700003
ACH-000968,-0.017980421247
ACH-000969,-0.11150471188899999
ACH-000973,-0.225099753991
ACH-000974,-0.274584287057
ACH-000975,-0.358401762484
ACH-000976,-0.18968155703200001
ACH-000978,-0.204271249635
ACH-000980,-0.0778323681683
ACH-000984,-0.18381736407699997
ACH-000986,-0.13482842113399998
ACH-000988,-0.343448953437
ACH-000993,-0.345726492082
ACH-000994,-0.0979057016319
ACH-000996,-0.00980722878158
ACH-001001,-0.00655878780821
ACH-001020,-0.165985400522
ACH-001028,0.019258424200599998
ACH-001031,0.007356863400760001
ACH-001038,0.0189538504116
ACH-001048,-0.396800473256
ACH-001050,-0.143054641726
ACH-001053,0.19076697403700002
ACH-001054,-0.12394713775499999
ACH-001061,-0.0799295978648
ACH-001067,-0.318042835846
ACH-001075,0.0250194893739
ACH-001096,-0.07856468935050001
ACH-001128,-0.0352558921351
ACH-001134,-1.04160401115
ACH-001151,-0.319982211966
ACH-001163,-0.280019646491
ACH-001164,-0.309082378613
ACH-001173,-0.0289467773599
ACH-001183,-0.10167184208699999
ACH-001184,0.0694372200624
ACH-001190,-0.208271146241
ACH-001192,-0.0303309494307
ACH-001193,-0.386622402096
ACH-001196,0.0760317860868
ACH-001197,-1.0912723981399999
ACH-001205,-0.101149740784
ACH-001211,-0.10823012443499999
ACH-001212,-0.308778091619
ACH-001228,0.162614063388
ACH-001232,-0.312504597333
ACH-001239,-0.0330976395578
ACH-001274,0.101964330908
ACH-001275,-0.421140895689
ACH-001277,0.10893478964299999
ACH-001278,-0.000606565681603
ACH-001280,-0.14690627782
ACH-001283,-0.028506059156499997
ACH-001289,-0.110974360678
ACH-001295,-0.0809304048844
ACH-001300,-0.14967850036
ACH-001301,0.0196545660525
ACH-001302,-0.148546389122
ACH-001303,-0.0606000092649
ACH-001306,-0.390624320763
ACH-001318,-0.557960710979
ACH-001322,-0.290901968949
ACH-001328,-0.164784529931
ACH-001332,-0.19006448460099998
ACH-001333,-0.31898663230200003
ACH-001336,-0.36014363444200004
ACH-001340,-0.303667326694
ACH-001346,-0.23049177247299998
ACH-001353,-0.233061493805
ACH-001354,-0.122814439107
ACH-001367,-0.035720482596999996
ACH-001368,-0.0909835395184
ACH-001374,-0.111529230965
ACH-001375,-0.192285202267
ACH-001377,-0.35221264977399996
ACH-001380,-0.00930993692718
ACH-001391,-0.043983206404
ACH-001407,0.114123197008
ACH-001408,-0.135800360118
ACH-001413,-0.349507290383
ACH-001430,-0.0495738542375
ACH-001431,-0.154118418395
ACH-001450,-0.17841606355599998
ACH-001496,-0.20666271783100001
ACH-001500,-0.5195259952619999
ACH-001521,-0.286563049974
ACH-001523,-0.17354163289400001
ACH-001532,-0.024922775929099996
ACH-001536,-0.05051836623980001
ACH-001550,-0.10314239215900001
ACH-001552,-0.142669073581
ACH-001554,-0.0665347358695
ACH-001645,-0.348810985237
ACH-001654,-0.183385388366
ACH-001715,-0.24446709522799998
ACH-001735,-0.157539666026
ACH-001736,-0.4294709627
ACH-001737,0.0760569151776
ACH-001740,-0.177779058396
ACH-001745,0.0416724392039
ACH-001750,0.09384520600889999
ACH-001765,-0.0337309664763
ACH-001956,-0.100370208327
ACH-001957,0.0893405871112
