,ATP5O (539)
ACH-000341,-0.526623387584
ACH-000348,-0.443022500749
ACH-000350,-0.500730619415
ACH-000352,-0.405284618502
ACH-000356,-0.633076059891
ACH-000361,-0.38958480159000003
ACH-000362,-0.38683908345299994
ACH-000363,-0.575538046005
ACH-000364,-0.311664710027
ACH-000365,-0.24320519161499998
ACH-000366,-0.166355422768
ACH-000368,-0.5131382560719999
ACH-000374,-0.576365121275
ACH-000375,-0.432308593231
ACH-000376,-0.489713172302
ACH-000381,-0.361276604959
ACH-000383,-0.5922105649930001
ACH-000387,-0.457065529827
ACH-000389,-0.171356450462
ACH-000390,-0.5985370510570001
ACH-000393,-0.23176018080699998
ACH-000395,-0.5710315279070001
ACH-000397,-0.615851852294
ACH-000401,-0.309492172657
ACH-000402,-0.276974420669
ACH-000403,-0.675982903079
ACH-000404,-0.172898163455
ACH-000406,-0.280891394124
ACH-000407,-0.474644790364
ACH-000408,-0.576251074371
ACH-000410,-0.335377517163
ACH-000411,-0.6362736796549999
ACH-000414,-0.852145726773
ACH-000415,-0.627614213396
ACH-000416,-0.36161283154600005
ACH-000420,-0.33558755819799996
ACH-000421,-0.333184767934
ACH-000424,-0.442292163258
ACH-000425,-0.474552591523
ACH-000426,-0.56740122349
ACH-000427,-0.813352449109
ACH-000433,-0.242134227726
ACH-000436,-0.335886560051
ACH-000444,-0.386844490035
ACH-000445,-0.31409718289
ACH-000448,-0.33148766883
ACH-000450,-0.42134374091300003
ACH-000452,-0.556428767129
ACH-000454,-0.552968046139
ACH-000458,-0.41591873437700005
ACH-000459,-0.5166323938340001
ACH-000460,-0.470529400348
ACH-000461,-0.5428690493739999
ACH-000463,-0.6994045423299999
ACH-000464,-0.493956876867
ACH-000466,-0.849138420263
ACH-000467,-0.642133253488
ACH-000468,-0.285017674672
ACH-000469,-0.5364891106840001
ACH-000470,-0.340183288224
ACH-000471,-0.40669097925
ACH-000472,-0.431558581153
ACH-000473,-0.271244461042
ACH-000475,-0.513880742748
ACH-000476,-0.762797377393
ACH-000477,-0.49200022725500003
ACH-000480,-0.818850115439
ACH-000481,-0.34367791293000005
ACH-000483,-0.868179847369
ACH-000484,-0.348865200964
ACH-000485,-0.407626022664
ACH-000486,-0.415034479264
ACH-000487,-0.45290233289399995
ACH-000488,-0.706170222748
ACH-000490,-0.685972452774
ACH-000491,-0.895138752611
ACH-000495,-0.31262285444800003
ACH-000496,-0.30120503245499997
ACH-000499,-0.44224327268700003
ACH-000500,-0.6595018318020001
ACH-000502,-0.453175928546
ACH-000503,-0.755759630522
ACH-000505,-0.273342061632
ACH-000507,-0.8734464055140001
ACH-000510,-0.626885758578
ACH-000511,-0.564571714677
ACH-000512,-0.369983889669
ACH-000516,-0.33415892100600003
ACH-000517,-0.46022110477300004
ACH-000518,-0.387280495738
ACH-000520,-0.22600421036499999
ACH-000521,-0.36469114461999996
ACH-000522,-0.728370059019
ACH-000524,-0.48282457442500004
ACH-000527,-0.547274720186
ACH-000528,-0.805142538573
ACH-000537,-0.441413760931
ACH-000541,-0.652954547574
ACH-000542,-0.337164840638
ACH-000544,-0.498963885927
ACH-000545,-0.327415101292
ACH-000547,-0.339558119177
ACH-000548,-0.20257724792399998
ACH-000549,-0.574144741673
ACH-000550,-0.32680391830600003
ACH-000552,-0.564354387464
ACH-000556,-0.614972089823
ACH-000557,-0.210757484832
ACH-000570,-0.44995536541500003
ACH-000571,-0.23818589028700002
ACH-000573,-0.41155445860699996
ACH-000576,-0.56887182275
ACH-000580,-0.32769731427
ACH-000584,-0.38458092140199995
ACH-000585,-0.402068345642
ACH-000588,-0.553369480843
ACH-000589,-0.6363774124580001
ACH-000591,-0.39923663876599996
ACH-000593,-0.506457516773
ACH-000600,-0.501584840212
ACH-000601,-0.334164144389
ACH-000604,-0.445955095515
ACH-000605,-0.532601565469
ACH-000606,-0.927020488399
ACH-000608,-0.427139621246
ACH-000614,-0.7910031591660001
ACH-000616,-0.34545711583800004
ACH-000618,-1.06260164011
ACH-000619,-0.546518670168
ACH-000620,-0.76431555626
ACH-000621,-0.324294732506
ACH-000622,-0.42835883373000005
ACH-000623,-0.286794622981
ACH-000624,-0.623844120973
ACH-000627,-0.447870109931
ACH-000630,-0.472506214058
ACH-000632,-0.334565333962
ACH-000633,-0.658691887463
ACH-000637,-0.803350697401
ACH-000638,-0.528774460303
ACH-000646,-0.602066122894
ACH-000647,-0.661344662586
ACH-000648,-0.44630902778000003
ACH-000649,-0.27741831545400003
ACH-000651,-0.324812599192
ACH-000652,-0.388159372662
ACH-000653,-0.25746402766800003
ACH-000657,-0.44954507549500006
ACH-000658,-0.613849766592
ACH-000661,-0.41284916497100005
ACH-000662,-0.345261471899
ACH-000663,-0.352677743735
ACH-000665,-0.275577892947
ACH-000671,-0.424689441093
ACH-000673,-0.44138624263899995
ACH-000676,-0.570291633967
ACH-000677,-0.964416795038
ACH-000681,-0.7851204533439999
ACH-000682,-0.6429081832419999
ACH-000683,-0.664431292579
ACH-000684,-0.217232753971
ACH-000688,-0.352287365269
ACH-000693,-0.9514175356919999
ACH-000694,-0.6075230938889999
ACH-000695,-0.48665401598700003
ACH-000696,-0.45893402234499997
ACH-000697,-0.466398372022
ACH-000699,-0.617754063211
ACH-000701,-0.7790353644499999
ACH-000706,-0.708967128501
ACH-000711,-0.280029491686
ACH-000713,-0.425046115282
ACH-000714,-0.20951478400100002
ACH-000718,-0.562062888229
ACH-000720,-0.729396599806
ACH-000721,-0.165791767566
ACH-000724,-0.550334299545
ACH-000725,-0.652346697186
ACH-000732,-0.589404715092
ACH-000734,-0.580645570147
ACH-000735,-0.600217867478
ACH-000736,-0.638811424668
ACH-000738,-0.9151223596979999
ACH-000746,-1.0074935952500002
ACH-000747,-0.811546036639
ACH-000748,-0.230438470757
ACH-000753,-0.513205421311
ACH-000756,-0.350208555771
ACH-000757,-0.855028730381
ACH-000758,-0.31398827051399997
ACH-000760,-0.8882508669560001
ACH-000763,-0.760581593673
ACH-000764,-0.594523936511
ACH-000765,-0.31473522508
ACH-000766,-0.427523277477
ACH-000767,-0.6926869434049999
ACH-000768,-0.297107318717
ACH-000769,-0.450731550121
ACH-000770,-0.536674147667
ACH-000771,-0.42400263466399996
ACH-000773,-0.468063011329
ACH-000776,-0.61007464866
ACH-000777,-0.30654478578899996
ACH-000778,-0.573770427356
ACH-000781,-0.560321540196
ACH-000782,-0.41253748055
ACH-000783,-0.48799732354900005
ACH-000784,-0.431199621171
ACH-000785,-0.760964724392
ACH-000787,-0.46577800669200004
ACH-000788,-0.33842327305
ACH-000791,-0.43603147395099995
ACH-000792,-0.24317788079
ACH-000794,-0.147322300745
ACH-000796,-0.527751691578
ACH-000799,-0.300248159279
ACH-000800,-0.42344125022
ACH-000802,-0.438022745836
ACH-000804,-0.372515631997
ACH-000805,-0.27913015674
ACH-000809,-0.41596157239799997
ACH-000810,-0.323516908848
ACH-000811,-0.242991511243
ACH-000817,-0.246355166478
ACH-000819,-0.386810495158
ACH-000820,-0.41661248964
ACH-000821,-0.581470967029
ACH-000822,-0.238208223977
ACH-000823,-0.699562546937
ACH-000824,-0.556623375505
ACH-000827,-0.362749744379
ACH-000829,-0.6585702268379999
ACH-000831,-0.637956818102
ACH-000832,0.004406525825789999
ACH-000833,-0.692722163915
ACH-000834,-0.627652832437
ACH-000835,-0.445392165219
ACH-000836,-0.607921164499
ACH-000837,-0.337448788908
ACH-000838,-0.390236797289
ACH-000839,-0.5487072881889999
ACH-000840,-0.807853510605
ACH-000841,-0.265402018656
ACH-000843,-0.666095698905
ACH-000846,-0.418671651585
ACH-000847,-0.45061990768
ACH-000848,-0.736342321745
ACH-000849,-0.314937296085
ACH-000851,-0.7532330712109999
ACH-000855,-0.6684634359380001
ACH-000856,-0.45669262981299996
ACH-000858,-0.989325654029
ACH-000859,-0.571644562169
ACH-000861,-0.39012345306999996
ACH-000862,-0.7111374875190001
ACH-000865,-0.658572078324
ACH-000866,-0.48203198242
ACH-000867,-0.738414307844
ACH-000869,-1.14339513358
ACH-000872,-0.260394911015
ACH-000873,-0.24528598865100001
ACH-000876,-0.667484077005
ACH-000878,-0.5086769405830001
ACH-000880,-0.655535100584
ACH-000881,-0.36718251425
ACH-000882,-0.448382016479
ACH-000884,-0.48752444384099997
ACH-000885,-0.5132516421019999
ACH-000887,-0.6056821209309999
ACH-000888,-0.865683467743
ACH-000889,-0.40210179922
ACH-000890,-0.352318303175
ACH-000896,-0.45339621279299996
ACH-000898,-0.560039485727
ACH-000900,-0.6745981023100001
ACH-000901,-0.392767371255
ACH-000905,-0.828334437306
ACH-000906,-0.36591391971000004
ACH-000907,-0.414258538509
ACH-000910,-0.60120783922
ACH-000911,-0.9405439719069999
ACH-000912,-0.368332912426
ACH-000913,-0.292900892144
ACH-000915,-0.390692237905
ACH-000916,-0.607080989013
ACH-000917,-0.514085917759
ACH-000921,-0.314780370361
ACH-000924,-0.476068975151
ACH-000926,-0.344384682077
ACH-000928,-0.585261840967
ACH-000929,-0.12673920270300001
ACH-000932,-0.42205929095600003
ACH-000935,-0.566687839973
ACH-000936,-0.312446307712
ACH-000937,-0.192885481699
ACH-000938,-0.608223283169
ACH-000939,-0.583414941951
ACH-000941,-0.325937708391
ACH-000943,-0.831794740854
ACH-000946,-0.30686188294399996
ACH-000947,-0.8409884013150001
ACH-000948,-0.638484903053
ACH-000950,-0.29489832074
ACH-000953,-0.11144107445
ACH-000957,-0.935160903208
ACH-000958,-0.583474513317
ACH-000960,-0.21041385227
ACH-000963,-0.39827094932400003
ACH-000968,-0.695637922544
ACH-000969,-1.0104905907600001
ACH-000973,-0.41060283481700005
ACH-000974,-0.49603993813600006
ACH-000975,-0.658494426299
ACH-000976,-0.5581108195669999
ACH-000978,-0.717891645944
ACH-000980,-0.559754147171
ACH-000984,-0.38729031992799995
ACH-000986,-0.40763435107
ACH-000988,-0.35419884614299996
ACH-000993,-0.216688086998
ACH-000994,-0.74275303709
ACH-000996,-0.398825969037
ACH-001001,-0.482193163243
ACH-001020,-0.426536561008
ACH-001028,-0.810207976437
ACH-001031,-0.644012469414
ACH-001038,-0.268380965222
ACH-001048,-0.32397557797800003
ACH-001050,-0.38886832590099996
ACH-001053,-0.592983297395
ACH-001054,-0.363805526495
ACH-001061,-0.7045696817749999
ACH-001067,-0.30009020224
ACH-001075,-0.714408510737
ACH-001096,-0.408308408881
ACH-001128,-0.312301031559
ACH-001134,-0.175561654688
ACH-001151,-0.601644896114
ACH-001163,-0.33693810363300003
ACH-001164,-0.5895411725590001
ACH-001173,-0.655056476027
ACH-001183,-0.303803043167
ACH-001184,-0.7098767351809999
ACH-001190,-0.321878573975
ACH-001192,-0.2679968711
ACH-001193,-0.482735724375
ACH-001196,-0.22383416351
ACH-001197,-0.43269120528099997
ACH-001205,-0.37400717524800003
ACH-001211,-0.0479226204395
ACH-001212,-0.577933557749
ACH-001228,-0.606997834251
ACH-001232,-0.231825630327
ACH-001239,-0.562361270156
ACH-001274,-0.220110644139
ACH-001275,-0.325978483545
ACH-001277,-0.5470040357779999
ACH-001278,-0.554988923419
ACH-001280,-0.601984888997
ACH-001283,-0.396954284572
ACH-001289,-0.454402734933
ACH-001295,-0.299735774031
ACH-001300,-0.705054631692
ACH-001301,-0.379997825606
ACH-001302,-0.253363994415
ACH-001303,-0.717576397472
ACH-001306,-0.340868943593
ACH-001318,-0.538239221571
ACH-001322,-0.34962112260899997
ACH-001328,-0.20171313764
ACH-001332,-0.586079743148
ACH-001333,-0.483520783493
ACH-001336,-0.38689795383000003
ACH-001340,-0.44356392657399996
ACH-001346,-0.42258419404200004
ACH-001353,-0.297825860939
ACH-001354,-0.49250124929
ACH-001367,-0.19270549659699998
ACH-001368,-0.348465648629
ACH-001374,-0.23603583815
ACH-001375,-0.365355838456
ACH-001377,-0.438008101852
ACH-001380,-0.457128800542
ACH-001391,-0.38995575804300003
ACH-001407,-0.24219623145
ACH-001408,-0.41358479875200005
ACH-001413,-0.815094499685
ACH-001430,-0.49383061813900003
ACH-001431,-0.40019926016199997
ACH-001450,-0.265095982114
ACH-001496,-0.949234764301
ACH-001500,-0.380652948531
ACH-001521,-0.08495973869210001
ACH-001523,-0.728779170604
ACH-001532,-0.771076455758
ACH-001536,-0.57848674022
ACH-001550,-0.739600616681
ACH-001552,-0.151461285019
ACH-001554,-0.507560355848
ACH-001645,-0.337993260133
ACH-001654,-0.7350293993889999
ACH-001715,-0.47877988651799996
ACH-001735,-0.245115793979
ACH-001736,-0.40198348668300005
ACH-001737,0.04578026096559999
ACH-001740,-0.257552629499
ACH-001745,-0.25788456887600003
ACH-001750,-0.507105152079
ACH-001765,-0.155315586994
ACH-001956,-0.15479577883099999
ACH-001957,-0.137031028454
