,POLR2J (5439)
ACH-000604,-2.0302571276
ACH-000605,-1.85513646053
ACH-000606,-1.7278440085599998
ACH-000608,-2.1627840135599996
ACH-000614,-2.16503562398
ACH-000616,-1.6828513330300001
ACH-000618,-1.5992213454
ACH-000619,-1.47321983729
ACH-000620,-1.72021925996
ACH-000621,-2.1352849266900003
ACH-000622,-1.5798127442200003
ACH-000623,-1.72184404319
ACH-000624,-1.97139286818
ACH-000627,-1.5449792750100002
ACH-000630,-1.8071002816
ACH-000632,-2.25499096178
ACH-000633,-1.87287078901
ACH-000637,-2.04984858672
ACH-000638,-1.7801171829799998
ACH-000646,-1.98296267271
ACH-000647,-1.79043373318
ACH-000648,-1.73407516026
ACH-000649,-1.6067219581
ACH-000651,-1.61565440106
ACH-000652,-1.68365570731
ACH-000653,-2.1272640770599995
ACH-000657,-1.79265118199
ACH-000658,-1.9846702250900001
ACH-000661,-1.90692862728
ACH-000662,-2.18111268258
ACH-000663,-2.2504917840400003
ACH-000665,-1.85105115897
ACH-000671,-1.4044359236500001
ACH-000673,-2.16928825487
ACH-000676,-1.9690400050099999
ACH-000677,-2.03935917129
ACH-000681,-1.9562211296799998
ACH-000682,-1.9443728232099997
ACH-000683,-1.88995386554
ACH-000684,-1.68349683279
ACH-000688,-2.1549333570400004
ACH-000693,-1.93166907943
ACH-000694,-1.6930017807700002
ACH-000695,-1.8468455745200003
ACH-000696,-1.9044917214800001
ACH-000697,-1.8156048166299998
ACH-000699,-2.44264616968
ACH-000701,-1.97304506032
ACH-000706,-1.63882830933
ACH-000711,-2.08226390444
ACH-000713,-1.69887236002
ACH-000714,-1.47003056221
ACH-000718,-1.7390922586900002
ACH-000720,-1.93968120812
ACH-000721,-1.91262058097
ACH-000724,-1.7576598545299997
ACH-000725,-1.5815709124500001
ACH-000732,-1.58002580424
ACH-000734,-1.8669204344099999
ACH-000735,-1.6442866886399998
ACH-000736,-1.9349981704400003
ACH-000738,-1.8877165607
ACH-000746,-2.09876585324
ACH-000747,-1.60002656474
ACH-000748,-1.6419908866600001
ACH-000753,-2.2800553539400004
ACH-000756,-1.67163068272
ACH-000757,-1.2708732252
ACH-000758,-1.67115750802
ACH-000760,-1.4357418648299998
ACH-000763,-2.4246414444
ACH-000764,-1.4800363995899999
ACH-000765,-2.0684890718099997
ACH-000766,-2.18315668777
ACH-000767,-2.01841355281
ACH-000768,-1.87994213802
ACH-000769,-1.61852597313
ACH-000770,-1.76888550988
ACH-000771,-1.7984275482799998
ACH-000773,-1.8444729895299998
ACH-000776,-1.8888889824200001
ACH-000777,-1.9469687477700002
ACH-000778,-2.7417611600300003
ACH-000781,-1.88359908142
ACH-000782,-2.0292154479400004
ACH-000783,-1.68105050081
ACH-000784,-1.9282530134
ACH-000785,-1.7977180055000002
ACH-000787,-1.7807361539300002
ACH-000788,-1.96582434116
ACH-000791,-1.84840652265
ACH-000792,-1.70515169169
ACH-000794,-2.00805509097
ACH-000796,-1.9072341605
ACH-000799,-1.25940992055
ACH-000800,-2.16465375688
ACH-000802,-1.79308539058
ACH-000804,-2.25979706255
ACH-000805,-1.68232053191
ACH-000809,-1.78427268313
ACH-000810,-1.42394266709
ACH-000811,-2.30703374057
ACH-000817,-1.5684831968900002
ACH-000819,-1.4888329411899999
ACH-000820,-1.45184944393
ACH-000821,-2.7475157856299997
ACH-000822,-1.8986195887900001
ACH-000823,-1.5394250181600002
ACH-000824,-2.2405012536099997
ACH-000827,-1.6147281110799998
ACH-000829,-2.1116377026400004
ACH-000831,-2.0620805432900005
ACH-000832,-1.60075032676
ACH-000833,-2.3709336472099998
ACH-000834,-2.0251108895299996
ACH-000835,-1.73783168415
ACH-000836,-1.7575868182299998
ACH-000837,-2.04720853489
ACH-000838,-2.4027195754700004
ACH-000839,-1.74365895735
ACH-000840,-2.0230632011200003
ACH-000841,-1.73279437061
ACH-000843,-1.8840570657099998
ACH-000846,-1.96391288504
ACH-000847,-1.7552608739200002
ACH-000848,-1.7947787985499999
ACH-000849,-1.67635214853
ACH-000851,-1.7829451823400002
ACH-000855,-1.4950088189700002
ACH-000856,-2.0905995814400002
ACH-000858,-1.81431664444
ACH-000859,-1.5286929595899998
ACH-000861,-1.8132423755900002
ACH-000862,-2.0699545974599998
ACH-000865,-1.9460312429099997
ACH-000866,-2.01693969868
ACH-000867,-2.03934341873
ACH-000869,-1.6622543854799998
ACH-000872,-1.27266788263
ACH-000873,-1.5032427780000002
ACH-000876,-1.90047918582
ACH-000878,-1.9166671035299998
ACH-000880,-2.0245530698299996
ACH-000881,-1.92918156198
ACH-000882,-1.75012106069
ACH-000884,-1.6913323224399999
ACH-000885,-1.84921745918
ACH-000887,-2.05694449783
ACH-000888,-1.6998887726499998
ACH-000889,-2.08148446617
ACH-000890,-2.05562884665
ACH-000896,-1.68929338956
ACH-000898,-1.71426903745
ACH-000900,-1.7497837188299998
ACH-000901,-1.9439655359799999
ACH-000905,-1.5835309157700002
ACH-000906,-1.7900515317299999
ACH-000907,-1.51449631971
ACH-000910,-2.0498744048299997
ACH-000911,-1.73006682844
ACH-000912,-1.9021635343
ACH-000913,-2.0869038570200003
ACH-000915,-1.7897986656599998
ACH-000916,-1.5698830189200002
ACH-000917,-1.5344655877899998
ACH-000921,-1.7322854048400003
ACH-000924,-1.85701137931
ACH-000926,-1.6473270099000001
ACH-000928,-2.0549698476800002
ACH-000929,-1.52692096204
ACH-000932,-1.7654470526599997
ACH-000935,-1.66590947129
ACH-000936,-1.7349791764500002
ACH-000937,-2.4060471424700003
ACH-000938,-1.9079655357799998
ACH-000939,-1.99472608198
ACH-000941,-1.70662612788
ACH-000943,-1.8734866155599998
ACH-000946,-1.91194521887
ACH-000947,-2.04374666975
ACH-000948,-1.76881416845
ACH-000950,-1.7596500267
ACH-000953,-1.8890215592400001
ACH-000957,-1.69547935601
ACH-000958,-1.58890807539
ACH-000960,-1.9528933921599998
ACH-000963,-1.3989997130200003
ACH-000968,-1.7314432726499998
ACH-000969,-1.762140258
ACH-000973,-1.9245638112599999
ACH-000974,-1.6686839466499999
ACH-000975,-1.1997787097700001
ACH-000976,-1.6524133095200002
ACH-000978,-2.9764248541400002
ACH-000980,-1.9533913986400002
ACH-000984,-1.8883784964099997
ACH-000986,-1.60398519609
ACH-000988,-2.23617060465
ACH-000993,-2.04748115384
ACH-000994,-2.40905535953
ACH-000996,-1.79462518437
ACH-001001,-2.05847428277
ACH-001020,-1.76653233625
ACH-001028,-1.26065054154
ACH-001031,-2.21998385043
ACH-001038,-2.08249676848
ACH-001048,-1.9846792093799999
ACH-001050,-1.48637963766
ACH-001053,-1.7672738791999998
ACH-001054,-1.9102774225799999
ACH-001061,-1.7615922897099998
ACH-001067,-2.1665881620299996
ACH-001075,-1.72666946067
ACH-001096,-1.88355145675
ACH-001128,-2.08034103385
ACH-001134,-1.9513191627000002
ACH-001151,-2.22770854532
ACH-001163,-1.8463352695
ACH-001164,-2.11403608923
ACH-001173,-1.85670650131
ACH-001183,-1.8588062294599998
ACH-001184,-2.02284355777
ACH-001190,-1.5656529622400002
ACH-001192,-1.7329354520299998
ACH-001193,-1.74634219185
ACH-001196,-2.09876518137
ACH-001197,-1.9056280398199998
ACH-001205,-1.6566565503600001
ACH-001211,-1.8220418747
ACH-001212,-2.30048345749
ACH-001228,-1.81249409061
ACH-001232,-1.5673946429799999
ACH-001239,-1.8017707252900002
ACH-001274,-1.74474591743
ACH-001275,-1.7338165194400001
ACH-001277,-1.74042642898
ACH-001278,-1.9275992685900003
ACH-001280,-2.59839121458
ACH-001283,-1.9222374025599998
ACH-001289,-2.33319161321
ACH-001295,-2.2426483156
ACH-001300,-1.87081634525
ACH-001301,-1.78839685819
ACH-001302,-1.96386554065
ACH-001303,-2.23444687097
ACH-001306,-1.85852726923
ACH-001318,-2.14895551707
ACH-001322,-1.5480173358700002
ACH-001328,-1.57907239097
ACH-001332,-1.62039944871
ACH-001333,-1.7227697331599998
ACH-001336,-1.6768570861899998
ACH-001340,-2.0551622211200002
ACH-001346,-1.79816870432
ACH-001353,-1.75407028176
ACH-001354,-2.49455139988
ACH-001367,-1.5381388301299999
ACH-001368,-1.67363990942
ACH-001374,-1.8907855454299998
ACH-001375,-1.62825270155
ACH-001377,-1.92239275446
ACH-001380,-1.85143825257
ACH-001391,-2.22754484495
ACH-001407,-1.57612737752
ACH-001408,-1.96901362965
ACH-001413,-1.7401229735900003
ACH-001430,-1.7305498589099997
ACH-001431,-1.78630622393
ACH-001450,-1.99731832216
ACH-001496,-1.84416597542
ACH-001500,-1.51048165978
ACH-001521,-1.8739234700799998
ACH-001523,-1.7832144725
ACH-001532,-1.79704603689
ACH-001536,-2.0638958733000003
ACH-001550,-1.34033164001
ACH-001552,-1.7825590748299998
ACH-001554,-1.7668978737
ACH-001645,-1.9099799401
ACH-001654,-1.817391765
ACH-001715,-2.13707370301
ACH-001735,-1.89560873865
ACH-001736,-2.0481733354599996
ACH-001737,-2.62016916463
ACH-001740,-2.34274856119
ACH-001745,-2.0789470020599996
ACH-001750,-1.78283569143
ACH-001765,-1.9732281947799999
ACH-001956,-2.35169477016
ACH-001957,-2.1377171996
