,NHP2L1 (4809)
ACH-000383,-1.7746559244599998
ACH-000387,-1.6121227470500001
ACH-000389,-1.2080144860200002
ACH-000390,-1.69794280127
ACH-000393,-1.25196705889
ACH-000395,-1.3999773489200003
ACH-000397,-1.4403355039899999
ACH-000401,-1.16724792619
ACH-000402,-1.43233163054
ACH-000403,-1.6511217546099999
ACH-000404,-1.26358864002
ACH-000406,-1.79473528025
ACH-000407,-1.32679662174
ACH-000408,-1.17064948736
ACH-000410,-1.320184021
ACH-000411,-1.24389526296
ACH-000414,-1.43424531353
ACH-000415,-1.39179329874
ACH-000416,-1.4337625945899999
ACH-000420,-0.784580728257
ACH-000421,-1.33824740332
ACH-000424,-1.5524893566100002
ACH-000425,-1.5282291349700001
ACH-000426,-1.9505683414900001
ACH-000427,-1.44473934104
ACH-000433,-1.2605798993600001
ACH-000436,-1.6590259501499998
ACH-000444,-1.2801840154200002
ACH-000445,-1.0685707266600002
ACH-000448,-1.65531778353
ACH-000450,-1.48962573024
ACH-000452,-1.5888983452599998
ACH-000454,-1.1175994582200002
ACH-000458,-1.10664545747
ACH-000459,-2.31205640149
ACH-000460,-1.17878207535
ACH-000461,-1.41109551317
ACH-000463,-1.16725058391
ACH-000464,-1.22938712107
ACH-000466,-1.52395730046
ACH-000467,-1.29789851469
ACH-000468,-1.4933271075
ACH-000469,-1.19232436989
ACH-000470,-1.9641427959200002
ACH-000471,-1.6268371983399998
ACH-000472,-1.8308065289
ACH-000473,-1.12948275843
ACH-000475,-1.6165574863499999
ACH-000476,-1.4512107864100001
ACH-000477,-1.67688683666
ACH-000480,-1.2900153793
ACH-000481,-1.5428428190299999
ACH-000483,-1.61600415461
ACH-000484,-1.5948973696899997
ACH-000485,-1.51862201149
ACH-000486,-1.3246630164
ACH-000487,-1.5481791267899998
ACH-000488,-1.39049179415
ACH-000490,-1.3805070642299997
ACH-000491,-1.4502287455399998
ACH-000495,-1.19615692221
ACH-000496,-1.28266570838
ACH-000499,-1.4236351727399998
ACH-000500,-1.3060077775799999
ACH-000502,-1.2614145131
ACH-000503,-1.27412633315
ACH-000505,-1.17094350289
ACH-000507,-1.4254068972100002
ACH-000510,-1.67865394564
ACH-000511,-1.23187720869
ACH-000512,-1.4794995630399999
ACH-000516,-1.57029994877
ACH-000517,-1.56401040437
ACH-000518,-1.2564224363299998
ACH-000520,-1.33623377823
ACH-000521,-1.2574446612799999
ACH-000522,-1.61823678681
ACH-000524,-1.9948178895700002
ACH-000527,-1.57653294176
ACH-000528,-1.20353292089
ACH-000537,-1.06650404912
ACH-000541,-1.30183943233
ACH-000542,-1.40368539157
ACH-000544,-1.3702813070500002
ACH-000545,-1.201160445
ACH-000547,-1.0560741251799999
ACH-000548,-1.18931696077
ACH-000549,-1.08514636885
ACH-000550,-1.27008099603
ACH-000552,-1.17804259
ACH-000556,-1.20521571534
ACH-000557,-1.8962422701599997
ACH-000570,-1.6358959113799998
ACH-000571,-1.80231520283
ACH-000573,-1.65795453877
ACH-000576,-1.32648401936
ACH-000580,-1.26616959841
ACH-000584,-1.78108138282
ACH-000585,-1.28664588179
ACH-000588,-1.51478557792
ACH-000589,-1.3814880456999998
ACH-000591,-1.15780921151
ACH-000593,-1.2881115364
ACH-000600,-1.35527843095
ACH-000601,-1.5626959534399998
ACH-000604,-1.4607658787600002
ACH-000605,-1.3746705488100002
ACH-000606,-1.2243820989
ACH-000608,-2.1808016458400004
ACH-000614,-1.1607486794
ACH-000616,-1.27803286249
ACH-000618,-1.31724783956
ACH-000619,-1.0123768737899999
ACH-000620,-1.44535796097
ACH-000621,-1.8475888781
ACH-000622,-1.20665628249
ACH-000623,-1.4908678063799998
ACH-000624,-1.3963832846200002
ACH-000627,-1.16721594002
ACH-000630,-1.13582888529
ACH-000632,-1.52992625296
ACH-000633,-1.66354051791
ACH-000637,-1.41781351435
ACH-000638,-1.4114094853499999
ACH-000646,-1.4015640470500002
ACH-000647,-1.3457089606400001
ACH-000648,-1.41794087356
ACH-000649,-1.4061489220299999
ACH-000651,-1.4972386400400002
ACH-000652,-1.31486298806
ACH-000653,-1.57149736414
ACH-000657,-1.49470650661
ACH-000658,-1.9486747522599999
ACH-000661,-1.27262026751
ACH-000662,-1.42439452408
ACH-000663,-1.32666505
ACH-000665,-1.3848241534799999
ACH-000671,-1.5338373685799997
ACH-000673,-1.4245653710100001
ACH-000676,-1.50270357639
ACH-000677,-1.75584545067
ACH-000681,-1.42703610585
ACH-000682,-1.3526565254299998
ACH-000683,-1.61590146639
ACH-000684,-0.965755805142
ACH-000688,-1.50525282342
ACH-000693,-1.63076135567
ACH-000694,-1.4367602723800001
ACH-000695,-1.34941181644
ACH-000696,-1.42777931046
ACH-000697,-1.2961102068
ACH-000699,-1.71676728002
ACH-000701,-1.28152314438
ACH-000706,-1.3119461271500001
ACH-000711,-1.5164875238100002
ACH-000713,-1.23272257253
ACH-000714,-1.67211022921
ACH-000718,-1.35160215591
ACH-000720,-1.3685262624799999
ACH-000721,-1.6933666139399999
ACH-000724,-1.42966966213
ACH-000725,-1.7121184537099998
ACH-000732,-1.23524096497
ACH-000734,-1.4905336887
ACH-000735,-1.26774323244
ACH-000736,-1.26553502187
ACH-000738,-1.30895265323
ACH-000746,-1.4462357301100002
ACH-000747,-1.09714782153
ACH-000748,-1.0801427583
ACH-000753,-1.58001134609
ACH-000756,-1.55636401876
ACH-000757,-1.7342540100200001
ACH-000758,-1.05761733501
ACH-000760,-1.4014422465799998
ACH-000763,-1.3677870972100001
ACH-000764,-1.21095676687
ACH-000765,-1.3691003984799999
ACH-000766,-1.3942293409900002
ACH-000767,-1.68822780584
ACH-000768,-1.15595099889
ACH-000769,-1.21732725471
ACH-000770,-1.26686019755
ACH-000771,-1.3160072248799999
ACH-000773,-1.38526215347
ACH-000776,-1.63687405904
ACH-000777,-1.50952335778
ACH-000778,-1.5474064570800001
ACH-000781,-1.4792244180200003
ACH-000782,-1.55714233683
ACH-000783,-1.7079009533899998
ACH-000784,-1.44709218801
ACH-000785,-1.4613283741499998
ACH-000787,-1.43816927216
ACH-000788,-1.54234250014
ACH-000791,-1.17985546302
ACH-000792,-1.31391307891
ACH-000794,-1.5344453199399999
ACH-000796,-1.51434750538
ACH-000799,-1.13037650481
ACH-000800,-1.79291792314
ACH-000802,-1.4360116020200002
ACH-000804,-1.4293387124
ACH-000805,-1.26714276861
ACH-000809,-1.42898818935
ACH-000810,-0.6907694989480001
ACH-000811,-1.3719622147600001
ACH-000817,-1.41492577432
ACH-000819,-1.4000963434600002
ACH-000820,-1.26674622592
ACH-000821,-1.8154825162700001
ACH-000822,-1.8239976163299998
ACH-000823,-1.42897938389
ACH-000824,-1.4981663734600001
ACH-000827,-1.2197614778299999
ACH-000829,-1.6877287740600002
ACH-000831,-1.4421181551499997
ACH-000832,-1.2638800474
ACH-000833,-1.59532205187
ACH-000834,-1.27545190058
ACH-000835,-1.4367312001700001
ACH-000836,-1.58347718676
ACH-000837,-1.37477123901
ACH-000838,-1.13566526517
ACH-000839,-1.34750984634
ACH-000840,-1.03457697436
ACH-000841,-1.1851001496100002
ACH-000843,-1.39558779867
ACH-000846,-1.21886123221
ACH-000847,-1.32735423716
ACH-000848,-1.1077852551799998
ACH-000849,-1.8827538651700002
ACH-000851,-1.24332577859
ACH-000855,-1.02588082004
ACH-000856,-1.51845397974
ACH-000858,-1.2310057503799998
ACH-000859,-1.07974505514
ACH-000861,-1.3235265731499999
ACH-000862,-1.35461495687
ACH-000865,-1.4486819684799999
ACH-000866,-1.4510266594299999
ACH-000867,-1.5368831288299998
ACH-000869,-1.5854201886300001
ACH-000872,-1.2042072408
ACH-000873,-1.47575851561
ACH-000876,-1.61207486256
ACH-000878,-1.10814990221
ACH-000880,-1.4416296875
ACH-000881,-1.32590173409
ACH-000882,-1.23112160463
ACH-000884,-1.19868883012
ACH-000885,-1.3688862427700002
ACH-000887,-1.40184762445
ACH-000888,-1.5362978258500002
ACH-000889,-1.61372566949
ACH-000890,-1.541407191
ACH-000896,-1.4290559709900001
ACH-000898,-1.38125566206
ACH-000900,-1.4974184163600002
ACH-000901,-1.55020287614
ACH-000905,-1.3517742147799998
ACH-000906,-1.6505719602899998
ACH-000907,-1.05798020944
ACH-000910,-1.3798720390099999
ACH-000911,-1.3343785823799998
ACH-000912,-1.37250306063
ACH-000913,-1.37853960226
ACH-000915,-1.57859945812
ACH-000916,-1.30220524857
ACH-000917,-1.24229748677
ACH-000921,-1.2176041957
ACH-000924,-1.45624170018
ACH-000926,-1.48215829966
ACH-000928,-1.2875820919499998
ACH-000929,-1.1989877953799999
ACH-000932,-1.4294854612999999
ACH-000935,-1.00765749704
ACH-000936,-1.08875042149
ACH-000937,-1.8095317836000002
ACH-000938,-1.62309196131
ACH-000939,-1.3711510878400002
ACH-000941,-1.4778263168599999
ACH-000943,-1.45932957134
ACH-000946,-1.19092666856
ACH-000947,-1.425863684
ACH-000948,-1.13648653798
ACH-000950,-1.47933387933
ACH-000953,-1.60091011687
ACH-000957,-1.21166233616
ACH-000958,-1.36371053555
ACH-000960,-1.8082006341999999
ACH-000963,-1.53830209482
ACH-000968,-1.38247793926
ACH-000969,-1.42789460258
ACH-000973,-1.5939765435
ACH-000974,-1.7034011061200003
ACH-000975,-1.6139640158000002
ACH-000976,-1.18916400526
ACH-000978,-1.66697477724
ACH-000980,-1.58189170584
ACH-000984,-1.45302735003
ACH-000986,-1.25326740855
ACH-000988,-1.4936556894400002
ACH-000993,-1.4602137816799998
ACH-000994,-1.67368452907
ACH-000996,-1.39325577204
ACH-001001,-1.47884520002
ACH-001020,-1.7375434246099999
ACH-001028,-1.7540037073900003
ACH-001031,-1.8561694187400002
ACH-001038,-1.68638092852
ACH-001048,-1.26124831658
ACH-001050,-1.04187908748
ACH-001053,-1.22795076113
ACH-001054,-1.5295439749899997
ACH-001061,-1.20154806181
ACH-001067,-1.55164589421
ACH-001075,-1.1616293902600001
ACH-001096,-1.70603599722
ACH-001128,-1.5643910712399998
ACH-001134,-1.1363919846500001
ACH-001151,-1.27272960782
ACH-001163,-1.5522961442399998
ACH-001164,-1.2507509567100001
ACH-001173,-1.53924238023
ACH-001183,-1.26580236954
ACH-001184,-1.56676762539
ACH-001190,-0.639351312167
ACH-001192,-1.47315482142
ACH-001193,-1.55922700243
ACH-001196,-1.69280177234
ACH-001197,-1.48747791532
ACH-001205,-1.4861260549700002
ACH-001211,-1.3845473340799999
ACH-001212,-1.4483989889500002
ACH-001228,-1.52536537034
ACH-001232,-1.26061236419
ACH-001239,-1.6055714385100002
ACH-001274,-1.50913782589
ACH-001275,-1.5041128218000002
ACH-001277,-1.32705427145
ACH-001278,-1.7940190638599998
ACH-001280,-1.5782733135
ACH-001283,-1.4768344531200002
ACH-001289,-1.4936163126700002
ACH-001295,-1.5918201092
ACH-001300,-1.8013641653499999
ACH-001301,-1.30641936332
ACH-001302,-1.34118144886
ACH-001303,-1.80843420976
ACH-001306,-1.38858923016
ACH-001318,-1.3847897350299998
ACH-001322,-1.3215863085
ACH-001328,-1.29240208241
ACH-001332,-0.9027400597740001
ACH-001333,-1.6318467229299998
ACH-001336,-1.18592100382
ACH-001340,-1.25588643451
ACH-001346,-1.4764612682700002
ACH-001353,-1.37496373569
ACH-001354,-1.75000005385
ACH-001367,-1.15319198294
ACH-001368,-1.57105540275
ACH-001374,-1.45126146417
ACH-001375,-1.34869912116
ACH-001377,-1.47525151653
ACH-001380,-1.4461197189
ACH-001391,-1.68071159854
ACH-001407,-1.35773060911
ACH-001408,-1.4463246057700003
ACH-001413,-1.23348832608
ACH-001430,-1.8331870372299999
ACH-001431,-1.4694684535100002
ACH-001450,-1.05179435636
ACH-001496,-1.5184540503400001
ACH-001500,-1.54765983356
ACH-001521,-1.48827817868
ACH-001523,-1.07923897858
ACH-001532,-1.53060610012
ACH-001536,-1.25564184143
ACH-001550,-1.61470737578
ACH-001552,-1.4392938824000001
ACH-001554,-1.40009941891
ACH-001645,-1.46444765522
ACH-001654,-1.48036966534
ACH-001715,-1.31627408776
ACH-001735,-1.5919518232799998
ACH-001736,-1.66201731173
ACH-001737,-1.70225214588
ACH-001740,-1.67386310717
ACH-001745,-1.7289844521000002
ACH-001750,-1.38865663424
ACH-001765,-1.56847241973
ACH-001956,-1.62775873266
ACH-001957,-1.17612299408
