,APEH (327)
ACH-000621,-0.229659161397
ACH-000622,-0.13522991262599998
ACH-000623,-0.014793386262999999
ACH-000624,-0.255833357763
ACH-000627,-0.19384165537
ACH-000630,-0.289120657281
ACH-000632,-0.18030003551100002
ACH-000633,-0.268875378983
ACH-000637,0.0052893490239
ACH-000638,-0.253146765447
ACH-000646,-0.281367039674
ACH-000647,-0.09797890248819999
ACH-000648,0.104489671065
ACH-000649,-0.136319519407
ACH-000651,-0.22800476144999998
ACH-000652,-0.349780888493
ACH-000653,-0.19596255823
ACH-000657,-0.23502412025400002
ACH-000658,-0.315742836169
ACH-000661,-0.302729227929
ACH-000662,-0.15481474793199998
ACH-000663,-0.136866650818
ACH-000665,-0.21313295850800001
ACH-000671,-0.29907316262600003
ACH-000673,-0.222145977053
ACH-000676,-0.236923710773
ACH-000677,-0.0962687628012
ACH-000681,-0.21510640202599998
ACH-000682,-0.21608594396699998
ACH-000683,-0.268786161732
ACH-000684,-0.203261872022
ACH-000688,-0.316640068941
ACH-000693,-0.179213386236
ACH-000694,-0.217847728185
ACH-000695,0.10741363783399999
ACH-000696,-0.25038774130999997
ACH-000697,-0.0836355027716
ACH-000699,-0.427164491683
ACH-000701,-0.0924952811898
ACH-000706,-0.215448898123
ACH-000711,-0.24653669447700002
ACH-000713,-0.075293974996
ACH-000714,-0.156697435832
ACH-000718,-0.442774715664
ACH-000720,-0.329105331617
ACH-000721,-0.24882916970400001
ACH-000724,0.017575604177400003
ACH-000725,-0.151350397981
ACH-000732,-0.24735289475299999
ACH-000734,-0.285376926837
ACH-000735,-0.248683460865
ACH-000736,-0.13476522110300002
ACH-000738,-0.305286769781
ACH-000746,-0.117607871249
ACH-000747,-0.28958797899300004
ACH-000748,-0.307010457086
ACH-000753,-0.196296165489
ACH-000756,-0.0351401764122
ACH-000757,-0.49991048318099995
ACH-000758,-0.146945570472
ACH-000760,-0.132110973497
ACH-000763,-0.0947030372526
ACH-000764,-0.44344809079499997
ACH-000765,-0.110080061118
ACH-000766,-0.27819228989100003
ACH-000767,-0.023428363500599996
ACH-000768,-0.292401647833
ACH-000769,-0.284056990987
ACH-000770,-0.20974802081399999
ACH-000771,-0.236107652949
ACH-000773,-0.12351282289200001
ACH-000776,-0.293937082956
ACH-000777,-0.053438867045200004
ACH-000778,-0.310449014591
ACH-000781,-0.21544778150899999
ACH-000782,-0.24075956878000002
ACH-000783,-0.20886740059999997
ACH-000784,-0.169393667592
ACH-000785,-0.129716804121
ACH-000787,-0.0767378314664
ACH-000788,-0.215724498316
ACH-000791,-0.346836136867
ACH-000792,-0.368681727962
ACH-000794,-0.274113879857
ACH-000796,-0.292176539776
ACH-000799,-0.09361214314210001
ACH-000800,-0.326476975029
ACH-000802,-0.060609897945099994
ACH-000804,-0.43756819842699995
ACH-000805,-0.0787782697658
ACH-000809,-0.13268273419399998
ACH-000810,-0.252463919379
ACH-000811,-0.22307361314
ACH-000817,-0.16183564461
ACH-000819,-0.148584995007
ACH-000820,-0.10086408665100001
ACH-000821,-0.25963192799699997
ACH-000822,-0.443940017544
ACH-000823,-0.206341983859
ACH-000824,-0.130427685292
ACH-000827,-0.285637758884
ACH-000829,-0.0661446035595
ACH-000831,-0.190829768766
ACH-000832,-0.17889122447900002
ACH-000833,-0.17472755760000003
ACH-000834,-0.13096427681199999
ACH-000835,-0.059672006994699996
ACH-000836,-0.225816236955
ACH-000837,-0.341057884856
ACH-000838,0.090277630046
ACH-000839,-0.380055671659
ACH-000840,-0.25641222227
ACH-000841,-0.290246465894
ACH-000843,-0.104456912227
ACH-000846,-0.258626867245
ACH-000847,-0.29234801578200004
ACH-000848,-0.28565502731
ACH-000849,-0.403529607654
ACH-000851,-0.152710971749
ACH-000855,-0.028983629388099997
ACH-000856,-0.24481647529
ACH-000858,-0.164363155779
ACH-000859,-0.39315153682099996
ACH-000861,0.00205594495963
ACH-000862,-0.0373276604733
ACH-000865,-0.0983734029373
ACH-000866,-0.14469526606799998
ACH-000867,-0.26830748925000003
ACH-000869,-0.412712709021
ACH-000872,-0.258836255501
ACH-000873,-0.282719702782
ACH-000876,0.0647087951614
ACH-000878,-0.390119816519
ACH-000880,0.08382490668110001
ACH-000881,-0.20052446201699997
ACH-000882,-0.13959927698
ACH-000884,-0.296587316629
ACH-000885,-0.244670827217
ACH-000887,-0.21892116211800003
ACH-000888,-0.15914008956700001
ACH-000889,-0.123385897444
ACH-000890,0.0600750621846
ACH-000896,-0.07171477187099999
ACH-000898,-0.188391816239
ACH-000900,-0.307809424337
ACH-000901,-0.197034205508
ACH-000905,-0.260204160682
ACH-000906,-0.22234340308000003
ACH-000907,-0.175657805817
ACH-000910,-0.14257328719
ACH-000911,-0.23973982431200003
ACH-000912,-0.04015846235269999
ACH-000913,-0.275824530396
ACH-000915,-0.409441014331
ACH-000916,-0.291775551759
ACH-000917,-0.12276250128900001
ACH-000921,-0.35414379518
ACH-000924,-0.16843661447299998
ACH-000926,-0.261695218258
ACH-000928,-0.292408249613
ACH-000929,0.008166519379620001
ACH-000932,-0.278185885904
ACH-000935,-0.220202343986
ACH-000936,-0.109641512776
ACH-000937,-0.175329567498
ACH-000938,-0.0710380192837
ACH-000939,-0.184947478965
ACH-000941,-0.33391707436
ACH-000943,-0.19064580012200003
ACH-000946,-0.258376055
ACH-000947,-0.160883275759
ACH-000948,-0.106103128189
ACH-000950,-0.0979380038999
ACH-000953,-0.195044709253
ACH-000957,-0.25465898915999996
ACH-000958,-0.197072463635
ACH-000960,-0.156333609492
ACH-000963,-0.349232576019
ACH-000968,-0.130634638014
ACH-000969,-0.183905515663
ACH-000973,-0.258035971431
ACH-000974,-0.161697693649
ACH-000975,-0.30790296735100003
ACH-000976,-0.030531999031700004
ACH-000978,-0.203144112267
ACH-000980,-0.104526455529
ACH-000984,-0.325084368618
ACH-000986,-0.263148610623
ACH-000988,-0.18967887236699998
ACH-000993,-0.42179050861
ACH-000994,-0.201884169661
ACH-000996,-0.318089392798
ACH-001001,-0.227390094652
ACH-001020,-0.399491338543
ACH-001028,-0.200924106593
ACH-001031,-0.214721537945
ACH-001038,-0.164915391951
ACH-001048,-0.214202409234
ACH-001050,0.0061369412311799995
ACH-001053,-0.0616436725853
ACH-001054,-0.24966824311
ACH-001061,-0.34110153728799997
ACH-001067,-0.306753267686
ACH-001075,-0.22423964002099997
ACH-001096,-0.12023101792199999
ACH-001128,-0.231285154531
ACH-001134,-0.183415555535
ACH-001151,-0.149622184621
ACH-001163,-0.40795176105400005
ACH-001164,-0.271850217719
ACH-001173,-0.286201359908
ACH-001183,0.0631762490251
ACH-001184,0.0748419047161
ACH-001190,-0.37591094646799994
ACH-001192,-0.112902430917
ACH-001193,0.00623414337931
ACH-001196,-0.274293264113
ACH-001197,-0.256491765376
ACH-001205,-0.22418336695799998
ACH-001211,-0.36939351972900003
ACH-001212,-0.38994550173
ACH-001228,-0.100448806598
ACH-001232,-0.316838566329
ACH-001239,-0.158779756745
ACH-001274,-0.323080808788
ACH-001275,-0.014598808080799998
ACH-001277,-0.397732583525
ACH-001278,-0.151792715818
ACH-001280,-0.11286561985099999
ACH-001283,-0.0530632359408
ACH-001289,0.0585323205927
ACH-001295,-0.135049018553
ACH-001300,-0.0243324445837
ACH-001301,-0.0698985653597
ACH-001302,0.073817111923
ACH-001303,-0.105976974539
ACH-001306,-0.24419960852400002
ACH-001318,-0.0405576411908
ACH-001322,-0.147713307995
ACH-001328,-0.189065293007
ACH-001332,-0.10492003415699999
ACH-001333,-0.270337988408
ACH-001336,-0.346220566808
ACH-001340,-0.29333543603
ACH-001346,-0.09943132376199999
ACH-001353,-0.180367539358
ACH-001354,0.013819015632599999
ACH-001367,-0.114615013038
ACH-001368,-0.22269351151099998
ACH-001374,-0.773248239336
ACH-001375,-0.017218854796400004
ACH-001377,-0.196715623295
ACH-001380,-0.346399191119
ACH-001391,-0.11107581652899999
ACH-001407,-0.237275276887
ACH-001408,-0.11632633777200001
ACH-001413,-0.43200268915299994
ACH-001430,0.08944260913869999
ACH-001431,-0.268348430257
ACH-001450,0.021102655330000004
ACH-001496,-0.247054476351
ACH-001500,-0.125822895464
ACH-001521,-0.207243173937
ACH-001523,-0.204846222263
ACH-001532,-0.29366899366
ACH-001536,-0.210010142642
ACH-001550,-0.247564534332
ACH-001552,0.0323003970653
ACH-001554,-0.235587399974
ACH-001645,-0.36274539980400006
ACH-001654,-0.143981016095
ACH-001715,-0.251284893226
ACH-001735,-0.195087507004
ACH-001736,-0.164508158188
ACH-001737,-0.0703757313373
ACH-001740,0.0283945357899
ACH-001745,-0.133860111577
ACH-001750,-0.263874192333
ACH-001765,-0.112156042621
ACH-001956,-0.212855667568
ACH-001957,-0.19283163566199998
