,GABRD (2563)
ACH-000975,-0.37983324389300005
ACH-000976,-0.0798512936495
ACH-000978,-0.0290642342161
ACH-000980,-0.322711838413
ACH-000984,-0.18234876233
ACH-000986,-0.33856737386
ACH-000988,-0.201345814127
ACH-000993,-0.190875231342
ACH-000994,-0.345816564342
ACH-000996,-0.243110946113
ACH-001001,-0.30432454811299997
ACH-001020,-0.162385524276
ACH-001028,-0.173550306427
ACH-001031,-0.18731894502399998
ACH-001038,-0.194636687386
ACH-001048,-0.211691780784
ACH-001050,-0.295185082445
ACH-001053,-0.258221904938
ACH-001054,-0.28167801058499997
ACH-001061,-0.240935936199
ACH-001067,-0.275410034385
ACH-001075,-0.255983660839
ACH-001096,-0.378071334274
ACH-001128,0.18441496556499998
ACH-001134,-0.126692168234
ACH-001151,-0.17242005318700002
ACH-001163,-0.160585558539
ACH-001164,-0.255346216377
ACH-001173,-0.135355703941
ACH-001183,0.0984687565404
ACH-001184,-0.117525161809
ACH-001190,-0.357258696108
ACH-001192,-0.407778949223
ACH-001193,-0.258353163776
ACH-001196,-0.192368985953
ACH-001197,-0.423937068
ACH-001205,-0.00910421780183
ACH-001211,-0.28115994399300004
ACH-001212,0.300114464829
ACH-001228,-0.40654545090800004
ACH-001232,-0.213402394247
ACH-001239,-0.023094236424
ACH-001274,-0.322330014986
ACH-001275,-0.393801055715
ACH-001277,-0.0963683182299
ACH-001278,-0.323561218229
ACH-001280,-0.140204983193
ACH-001283,-0.154780426512
ACH-001289,-0.295199054828
ACH-001295,-0.295657472198
ACH-001300,-0.298265051346
ACH-001301,-0.185304644991
ACH-001302,0.020715823488700002
ACH-001303,-0.101409261374
ACH-001306,-0.16275988120100002
ACH-001318,-0.236315118759
ACH-001322,-0.173266910336
ACH-001328,-0.458023443131
ACH-001332,-0.103573421651
ACH-001333,-0.325087954551
ACH-001336,-0.120773464761
ACH-001340,-0.251746114096
ACH-001346,-0.209093926745
ACH-001353,-0.15600459047700002
ACH-001354,-0.307027968515
ACH-001367,-0.0746230134804
ACH-001368,-0.1620385756
ACH-001374,-0.41623336697999996
ACH-001375,-0.258600904904
ACH-001377,-0.16892644309399998
ACH-001380,-0.126502025474
ACH-001391,-0.38124259473399996
ACH-001407,-0.22416698419300002
ACH-001408,-0.0874737402442
ACH-001413,0.08490558870619999
ACH-001430,-0.0427906215814
ACH-001431,-0.21849220994100002
ACH-001450,-0.243031937565
ACH-001496,-0.10023146784499999
ACH-001500,-0.37629872264200004
ACH-001521,-0.24129683776799998
ACH-001523,-0.23686531726399998
ACH-001532,-0.11414205535000001
ACH-001536,-0.258800828608
ACH-001550,-0.130579882508
ACH-001552,-0.41992513781400004
ACH-001554,-0.14579994271900001
ACH-001645,-0.304722889678
ACH-001654,-0.320783910364
ACH-001715,0.09960749698429999
ACH-001735,-0.180635574454
ACH-001736,-0.208950803551
ACH-001737,-0.652717716221
ACH-001740,-0.16719207227
ACH-001745,-0.327342962451
ACH-001750,-0.32051512735800003
ACH-001765,-0.0265408136116
ACH-001956,-0.25013361889
ACH-001957,-0.184208705518
