,YARS (8565)
ACH-000924,-1.6682359339300001
ACH-000926,-2.4238719406
ACH-000928,-1.7206879935599997
ACH-000929,-1.51493700228
ACH-000932,-1.9359506736200003
ACH-000935,-1.65236125494
ACH-000936,-1.77389951145
ACH-000937,-2.0453279288
ACH-000938,-1.79575446712
ACH-000939,-1.92972732613
ACH-000941,-2.07237652964
ACH-000943,-1.538971296
ACH-000946,-1.6921580307600002
ACH-000947,-1.87742802887
ACH-000948,-1.49087423211
ACH-000950,-1.7920264645
ACH-000953,-2.0834484101700004
ACH-000957,-1.78841663197
ACH-000958,-1.6780033210799998
ACH-000960,-2.0666417411099998
ACH-000963,-1.4694950197999999
ACH-000968,-1.7186153052200002
ACH-000969,-1.68102226433
ACH-000973,-1.88738251961
ACH-000974,-1.94869020813
ACH-000975,-1.74784732781
ACH-000976,-1.77512919403
ACH-000978,-2.0711216251900004
ACH-000980,-1.74115078175
ACH-000984,-2.03228837955
ACH-000986,-1.64379656365
ACH-000988,-1.80688560697
ACH-000993,-1.5078862365799999
ACH-000994,-2.04883022609
ACH-000996,-1.8271079689900003
ACH-001001,-1.7155247056999998
ACH-001020,-2.11223858051
ACH-001028,-2.03899482841
ACH-001031,-1.8372587773900002
ACH-001038,-1.76766041588
ACH-001048,-1.91269539217
ACH-001050,-1.9713849050299999
ACH-001053,-1.9690571654799998
ACH-001054,-1.7142304241600002
ACH-001061,-1.6042459966799998
ACH-001067,-1.84122870308
ACH-001075,-1.7205423892400002
ACH-001096,-1.7703546507900003
ACH-001128,-1.6816468752
ACH-001134,-1.47651503555
ACH-001151,-1.87530546805
ACH-001163,-1.8458869442099997
ACH-001164,-1.7420437824200001
ACH-001173,-1.7379105989099997
ACH-001183,-1.50853363514
ACH-001184,-1.4265703823700002
ACH-001190,-1.8736175878099999
ACH-001192,-1.5679675124599999
ACH-001193,-1.5168450642700002
ACH-001196,-1.39060522472
ACH-001197,-2.06096833567
ACH-001205,-1.85043148093
ACH-001211,-1.6878244604
ACH-001212,-1.68074153407
ACH-001228,-1.8025363911099996
ACH-001232,-1.67228713379
ACH-001239,-1.96826599877
ACH-001274,-1.8542877236700002
ACH-001275,-1.8448305783400003
ACH-001277,-1.3900598550799999
ACH-001278,-1.73074208926
ACH-001280,-1.5374052998299998
ACH-001283,-1.5771567890600002
ACH-001289,-1.51639053977
ACH-001295,-2.0209615205400002
ACH-001300,-1.7227592160099998
ACH-001301,-2.10585831982
ACH-001302,-2.23131455992
ACH-001303,-2.17010725537
ACH-001306,-1.72816893888
ACH-001318,-1.6075927409900002
ACH-001322,-1.9115412574900001
ACH-001328,-1.58948837771
ACH-001332,-1.53753371273
ACH-001333,-1.912561613
ACH-001336,-1.4885482695200003
ACH-001340,-1.6794142980700002
ACH-001346,-1.4830344435299998
ACH-001353,-1.8569249826099998
ACH-001354,-1.5181122579799997
ACH-001367,-1.85047930145
ACH-001368,-1.9135631571
ACH-001374,-2.01884305982
ACH-001375,-1.7453880294
ACH-001377,-1.8350063640599998
ACH-001380,-1.65192225015
ACH-001391,-2.15350957824
ACH-001407,-1.8060243661099997
ACH-001408,-1.55694196291
ACH-001413,-1.6442604973800001
ACH-001430,-2.3672333724900003
ACH-001431,-1.8844253284599999
ACH-001450,-1.6122166972999998
ACH-001496,-1.7244153948599996
ACH-001500,-2.05399366345
ACH-001521,-1.78880799335
ACH-001523,-1.63799465532
ACH-001532,-1.58460413622
ACH-001536,-1.92386900273
ACH-001550,-2.14601216753
ACH-001552,-1.71445596368
ACH-001554,-1.69050046956
ACH-001645,-1.90203761055
ACH-001654,-1.8709874448099997
ACH-001715,-1.6269363525
ACH-001735,-1.6560574221000002
ACH-001736,-1.93781285893
ACH-001737,-2.090494061
ACH-001740,-1.62617263574
ACH-001745,-1.7085614224899999
ACH-001750,-1.61762427456
ACH-001765,-1.59907552261
ACH-001956,-1.62574313004
ACH-001957,-1.75048359602
