,CEP85L (387119)
ACH-000262,-0.16468487328099998
ACH-000263,-0.133249052512
ACH-000264,-0.171384956511
ACH-000265,-0.116328229486
ACH-000266,-0.0504553692719
ACH-000272,-0.288704011984
ACH-000273,-0.184136199554
ACH-000274,-0.305631139444
ACH-000277,-0.176393059652
ACH-000278,-0.26534644527199996
ACH-000279,-0.22770670104200003
ACH-000280,-0.07433089048989999
ACH-000281,-0.010135415086700001
ACH-000288,-0.440845580803
ACH-000291,-0.113054133954
ACH-000293,-0.30968863048
ACH-000294,0.14554753593699998
ACH-000295,-0.582706775749
ACH-000296,-0.0903406542174
ACH-000302,-0.132964001853
ACH-000304,0.0467381975191
ACH-000307,-0.12286276022
ACH-000308,-0.10640987372300001
ACH-000310,-0.19386376357299998
ACH-000311,-0.0776434673388
ACH-000312,0.07379043890989999
ACH-000315,0.0341975112811
ACH-000316,0.0667560034171
ACH-000317,-0.030577642025
ACH-000318,-0.185029759765
ACH-000319,-0.147762611274
ACH-000320,-0.024671758056900004
ACH-000322,-0.40561088051
ACH-000323,-0.195294155355
ACH-000324,-0.326501304544
ACH-000329,-0.407094580271
ACH-000330,-0.290399382617
ACH-000331,-0.27334629636700003
ACH-000332,-0.10371136959899999
ACH-000334,0.18751012028
ACH-000335,-0.465455153865
ACH-000336,-0.355054304887
ACH-000337,-0.143099393028
ACH-000339,-0.285507513615
ACH-000341,-0.135646044673
ACH-000348,-0.19236705080699998
ACH-000350,0.07536308833269999
ACH-000352,-0.192019010961
ACH-000356,-0.118844329809
ACH-000361,-0.26715666061500004
ACH-000362,-0.15582926963500002
ACH-000363,0.10257992633
ACH-000364,-0.107011575672
ACH-000365,-0.196328054903
ACH-000366,-0.447844376202
ACH-000368,-0.502408306578
ACH-000374,-0.08216898999780001
ACH-000375,-0.0600740507392
ACH-000376,-0.218598062412
ACH-000381,-0.0063114794781099996
ACH-000383,-0.265214790763
ACH-000387,-0.309377815768
ACH-000389,-0.16327014183
ACH-000390,-0.047348680521599996
ACH-000393,-0.310252459895
ACH-000395,-0.149362475545
ACH-000397,-0.136673467877
ACH-000401,-0.173114128561
ACH-000402,0.36262340335999993
ACH-000403,-0.23331793950399998
ACH-000404,-0.7646957320550001
ACH-000406,-0.215218107784
ACH-000407,-0.184613540015
ACH-000408,-0.0101676223527
ACH-000410,-0.184477324298
ACH-000411,-0.37956781025499997
ACH-000414,-0.292947895731
ACH-000415,-0.40946155920599997
ACH-000416,-0.290031231848
ACH-000420,-0.209525201551
ACH-000421,-0.203841184749
ACH-000424,-0.09901505289200001
ACH-000425,-0.36084293597499995
ACH-000426,-0.31727971219
ACH-000427,-0.419628914162
ACH-000433,-0.11175078206599999
ACH-000436,-0.0235854547546
ACH-000444,-0.18589604947000002
ACH-000445,-0.351970373222
ACH-000448,-0.21721812356999998
ACH-000450,-0.46185656624899996
ACH-000452,-0.39961208575499996
ACH-000454,-0.21992557049000003
ACH-000458,-0.16411721592599998
ACH-000459,-0.08788544332519999
ACH-000460,0.0240664887986
ACH-000461,-0.268668772475
ACH-000463,-0.41801477767399997
ACH-000464,-0.47744650991000004
ACH-000466,-0.141681857661
ACH-000467,-0.200483151811
ACH-000468,-0.212148600286
ACH-000469,-0.413652775788
ACH-000470,-0.377589627456
ACH-000471,-0.0635785410529
ACH-000472,-0.322859675892
ACH-000473,0.10628716723300001
ACH-000475,-0.30985902704999996
ACH-000476,-0.294652870776
ACH-000477,-0.265628319517
ACH-000480,-0.45660918442500004
ACH-000481,-0.241097199941
ACH-000483,-0.217123425347
ACH-000484,-0.00420493768457
ACH-000485,-0.29236219841600003
ACH-000486,-0.246179800442
ACH-000487,-0.31558655922699996
ACH-000488,-0.21810253178300001
ACH-000490,-0.309733637152
ACH-000491,-0.038185762603599994
ACH-000495,0.017695060180400003
ACH-000496,-0.25043572546
ACH-000499,-0.286337694939
ACH-000500,-0.351696118041
ACH-000502,-0.135094059821
ACH-000503,-0.420440369719
ACH-000505,-0.41290965276999997
ACH-000507,-0.103526833305
ACH-000510,-0.07915130832089999
ACH-000511,-0.30155495376999997
ACH-000512,0.058605155286
ACH-000516,-0.23610857040199998
ACH-000517,-0.06455044062149999
ACH-000518,-0.261427704885
ACH-000520,-0.15333882650800001
ACH-000521,-0.0308379011619
ACH-000522,-0.157729141199
ACH-000524,-0.094448597664
ACH-000527,-0.0874579613999
ACH-000528,-0.214262059018
ACH-000537,-0.349941543944
ACH-000541,-0.259953603634
ACH-000542,-0.400522308267
ACH-000544,-0.244443654803
ACH-000545,-0.25534188993900003
ACH-000547,-0.331068997441
ACH-000548,-0.230663419245
ACH-000549,-0.136891424296
ACH-000550,-0.252225527788
ACH-000552,-0.35054496003300006
ACH-000556,-0.195049245698
ACH-000557,-0.0611006230976
ACH-000570,-0.30138074152600003
ACH-000571,-0.2097910871
ACH-000573,-0.312463394131
ACH-000576,-0.054900841398499996
ACH-000580,-0.060908595109800005
ACH-000584,-0.0423786819987
ACH-000585,-0.32652495686599997
ACH-000588,-0.04813897642519999
ACH-000589,-0.120688862731
ACH-000591,-0.113234876493
ACH-000593,-0.141069196111
ACH-000600,-0.32915506025400004
ACH-000601,-0.32800320383299997
ACH-000604,0.11201649073799999
ACH-000605,-0.186301474417
ACH-000606,-0.23176413151099998
ACH-000608,-0.22257131678800002
ACH-000614,-0.32384027524
ACH-000616,-0.490272939349
ACH-000618,-0.323811895345
ACH-000619,-0.18690575028200002
ACH-000620,-0.192278216373
ACH-000621,-0.157000517331
ACH-000622,-0.259791465922
ACH-000623,-0.28166673265299996
ACH-000624,-0.323046716129
ACH-000627,-0.176159558663
ACH-000630,-0.256270117373
ACH-000632,-0.43578957712800004
ACH-000633,0.0548895300031
ACH-000637,-0.17769841078600002
ACH-000638,-0.373315534074
ACH-000646,0.164519863018
ACH-000647,-0.30675476695099996
ACH-000648,-0.316589513519
ACH-000649,-0.332235044016
ACH-000651,-0.152298021388
ACH-000652,-0.253765950217
ACH-000653,-0.162626475015
ACH-000657,-0.19527811353
ACH-000658,-0.187272790438
ACH-000661,-0.5249368379580001
ACH-000662,-0.866016680285
ACH-000663,-0.00011356329094600001
ACH-000665,-0.36180399775
ACH-000671,-0.219427859373
ACH-000673,-0.1933792982
ACH-000676,-0.456578218622
ACH-000677,-0.377623095423
ACH-000681,-0.195770435226
ACH-000682,-0.176206788239
ACH-000683,-0.36152478949199995
ACH-000684,-0.294502570995
ACH-000688,-0.662846926924
ACH-000693,-0.236764048886
ACH-000694,-0.234086397347
ACH-000695,-0.213026023382
ACH-000696,-0.314121835247
ACH-000697,-0.35448976979099994
ACH-000699,-0.47028063620899996
ACH-000701,0.0588817505735
ACH-000706,-0.25059559832899997
ACH-000711,-0.23553657198000003
ACH-000713,-0.333720489337
ACH-000714,-0.0326601677268
ACH-000718,-0.374194905618
ACH-000720,-0.35526135563699995
ACH-000721,-0.230303252362
ACH-000724,-0.0651139108325
ACH-000725,-0.299336197892
ACH-000732,-0.34069100889
ACH-000734,-0.15689840487099999
ACH-000735,-0.225142551137
ACH-000736,-0.218531199492
ACH-000738,-0.22342838895199998
ACH-000746,-0.284690069326
ACH-000747,-0.229190818585
ACH-000748,-0.145345604282
ACH-000753,-0.24628631251400002
ACH-000756,-0.294671077921
ACH-000757,-0.0873241339621
ACH-000758,-0.316059690326
ACH-000760,-0.217854662061
ACH-000763,-0.26013652311200003
ACH-000764,-0.388516866192
ACH-000765,-0.29959184012699996
ACH-000766,-0.342609369749
ACH-000767,0.136330881927
ACH-000768,-0.319087634192
ACH-000769,-0.469057842065
ACH-000770,-0.174978946032
ACH-000771,-0.25785146731999997
ACH-000773,-0.306887815669
ACH-000776,-0.36583199457500004
ACH-000777,-0.09313129322930001
ACH-000778,-0.277664214331
ACH-000781,-0.201734912018
ACH-000782,-0.092452674646
ACH-000783,-0.243817180398
ACH-000784,-0.175455794692
ACH-000785,-0.012910091122700001
ACH-000787,-0.11187477739
ACH-000788,-0.508652779628
ACH-000791,-0.19981874548300002
ACH-000792,-0.397528151867
ACH-000794,-0.24409081869399998
ACH-000796,-0.10988909041600001
ACH-000799,-0.246400117147
ACH-000800,-0.026339275872
ACH-000802,-0.275471772266
ACH-000804,-0.0353755895896
ACH-000805,-0.144126125801
ACH-000809,-0.265153448652
ACH-000810,-0.442415048775
ACH-000811,-0.0806927790698
ACH-000817,-0.278198519128
ACH-000819,-0.036037037491699994
ACH-000820,-0.5034297769080001
ACH-000821,0.123834997089
ACH-000822,-0.167580074506
ACH-000823,-0.266482320193
ACH-000824,-0.144138822141
ACH-000827,-0.207379761831
ACH-000829,-0.37056098269
ACH-000831,-0.0065376915422799995
ACH-000832,-0.139290378739
ACH-000833,0.317931819128
ACH-000834,-0.0741450897694
ACH-000835,-0.28119768967
ACH-000836,-0.340892074305
ACH-000837,-0.20879973543299998
ACH-000838,-0.276344502584
ACH-000839,-0.129427436313
ACH-000840,-0.44107268546000006
ACH-000841,-0.131637490567
ACH-000843,-0.350841380065
ACH-000846,-0.30319057488400003
ACH-000847,-0.29066529420000004
ACH-000848,-0.133628851666
ACH-000849,-0.275418692445
ACH-000851,0.0589090546196
ACH-000855,-0.188396765616
ACH-000856,-0.34716924721299997
ACH-000858,-0.254242454791
ACH-000859,-0.270471115437
ACH-000861,-0.18429960988400002
ACH-000862,-0.37545489548100003
ACH-000865,-0.23855354413000002
ACH-000866,-0.208375891006
ACH-000867,-0.10860192326300001
ACH-000869,-0.0774866562777
ACH-000872,-0.278648843425
ACH-000873,-0.372565034843
ACH-000876,0.0185978297744
ACH-000878,-0.352167270629
ACH-000880,-0.277351007708
ACH-000881,-0.44666712228200006
ACH-000882,-0.405674466329
ACH-000884,-0.450772671836
ACH-000885,-0.30341627036999996
ACH-000887,-0.211504515752
ACH-000888,-0.319905322497
ACH-000889,-0.0853540721244
ACH-000890,-0.126181377085
ACH-000896,-0.30558783448000004
ACH-000898,-0.059751196013599996
ACH-000900,-0.0659825687911
ACH-000901,-0.20562034089899997
ACH-000905,-0.07866376003060001
ACH-000906,-0.31538055164900003
ACH-000907,-0.450949054881
ACH-000910,-0.07297148199839999
ACH-000911,-0.200153275948
ACH-000912,-0.210491070779
ACH-000913,-0.41668988300399995
ACH-000915,-0.231608400169
ACH-000916,-0.175888305871
ACH-000917,0.029649636386700002
ACH-000921,-0.296768283605
ACH-000924,-0.0036564033413500003
ACH-000926,-0.30618691570900003
ACH-000928,-0.131483405795
ACH-000929,0.20976211975
ACH-000932,0.0111365233481
ACH-000935,-0.185262444853
ACH-000936,-0.247962296107
ACH-000937,-0.228222501967
ACH-000938,-0.0695604612443
ACH-000939,-0.203651365612
ACH-000941,-0.128469108005
ACH-000943,-0.315918610273
ACH-000946,-0.390669595252
ACH-000947,-0.13843844101299999
ACH-000948,-0.275028761891
ACH-000950,-0.405856187472
ACH-000953,-0.156712378774
ACH-000957,-0.147470513212
ACH-000958,-0.436007222571
ACH-000960,-0.22169933943700001
ACH-000963,0.23691808081799998
ACH-000968,-0.205433507154
ACH-000969,-0.309136685008
ACH-000973,-0.284998948616
ACH-000974,-0.168094728174
ACH-000975,-0.229882276638
ACH-000976,-0.400776205093
ACH-000978,0.0348694967236
ACH-000980,-0.195858192463
ACH-000984,-0.382363517955
ACH-000986,-0.16842071252000002
ACH-000988,-0.252153095916
ACH-000993,-0.0661663016989
ACH-000994,0.11616706012
ACH-000996,-0.478416651721
ACH-001001,0.00452919033528
ACH-001020,-0.40402811884499995
ACH-001028,-0.246658925548
ACH-001031,-0.223206458178
ACH-001038,-0.13130247218399999
ACH-001048,-0.08962865279030001
ACH-001050,-0.293926160537
ACH-001053,-0.034558833440800005
ACH-001054,-0.020926013806900002
ACH-001061,-0.193332193645
ACH-001067,-0.0211158743413
ACH-001075,-0.252546037811
ACH-001096,-0.17921550360999997
ACH-001128,-0.464274587313
ACH-001134,-0.286876226396
ACH-001151,-0.153179916021
ACH-001163,-0.18490884589
ACH-001164,0.0120186083269
ACH-001173,-0.228795100101
ACH-001183,-0.323095725936
ACH-001184,-0.258000703995
ACH-001190,-0.19988759105099999
ACH-001192,-0.395077848287
ACH-001193,-0.43189694446099997
ACH-001196,-0.428335341233
ACH-001197,-0.0930080635425
ACH-001205,-0.301463871041
ACH-001211,-0.40263748717200004
ACH-001212,-0.135229201171
ACH-001228,-0.219925566808
ACH-001232,0.0433247915109
ACH-001239,-0.41128519299000005
ACH-001274,-0.421543917932
ACH-001275,-0.252056366954
ACH-001277,-0.505588166446
ACH-001278,-0.36172657399400004
ACH-001280,-0.080186509697
ACH-001283,-0.0055112871974
ACH-001289,-0.022898944125200004
ACH-001295,-0.269928487475
ACH-001300,-0.314995093888
ACH-001301,-0.150122152915
ACH-001302,-0.6834628429780001
ACH-001303,-0.40771963034599995
ACH-001306,-0.328504275322
ACH-001318,-0.28497539901
ACH-001322,-0.24760626192200003
ACH-001328,-0.102069111655
ACH-001332,-0.216073993961
ACH-001333,-0.0701416999668
ACH-001336,-0.0948240993404
ACH-001340,-0.25663573513
ACH-001346,-0.325820720887
ACH-001353,-0.264908536357
ACH-001354,-0.23734131793299998
ACH-001367,0.0172446799011
ACH-001368,-0.10089659989600001
ACH-001374,-0.363111410982
ACH-001375,-0.19900769002399998
ACH-001377,-0.340729173843
ACH-001380,-0.31583332889800003
ACH-001391,-0.166006496603
ACH-001407,-0.24858811095400002
ACH-001408,-0.15759196630300001
ACH-001413,-0.39322380864900003
ACH-001430,-0.0867212219675
ACH-001431,-0.324638213639
ACH-001450,-0.022714355240099997
ACH-001496,-0.08058688619960001
ACH-001500,-0.300105895418
ACH-001521,-0.148721771568
ACH-001523,-0.042948198512699994
ACH-001532,-0.0325957333169
ACH-001536,-0.139012709117
ACH-001550,-0.242894683897
ACH-001552,-0.42891174696999995
ACH-001554,-0.302271883231
ACH-001645,-0.163710420002
ACH-001654,-0.235773553822
ACH-001715,-0.393838455611
ACH-001735,-0.20017751016899998
ACH-001736,0.04539516495780001
ACH-001737,0.17500469537399999
ACH-001740,-0.0739508849313
ACH-001745,-0.431676670696
ACH-001750,-0.37053853589599994
ACH-001765,-0.308294013311
ACH-001956,-0.272204501669
ACH-001957,-0.303740147115
