,TAF1C (9013)
ACH-000296,-1.4990077240200002
ACH-000302,-1.33423279484
ACH-000304,-1.0987036394299998
ACH-000307,-1.53422632348
ACH-000308,-1.49536264998
ACH-000310,-1.04074847443
ACH-000311,-1.22742054449
ACH-000312,-1.25387180205
ACH-000315,-1.3997924889500002
ACH-000316,-1.5966268433000002
ACH-000317,-1.5394821234799998
ACH-000318,-1.44004952528
ACH-000319,-1.4772673504700002
ACH-000320,-1.3104070213099999
ACH-000322,-1.54135002574
ACH-000323,-1.21065387306
ACH-000324,-1.4985438843599999
ACH-000329,-1.55214735375
ACH-000330,-1.76376557715
ACH-000331,-1.3422377677500001
ACH-000332,-1.33455606604
ACH-000334,-1.14484437054
ACH-000335,-1.56639699455
ACH-000336,-1.3644925163100001
ACH-000337,-1.3662657505200002
ACH-000339,-1.31478208414
ACH-000341,-1.22066094376
ACH-000348,-1.0646130786399999
ACH-000350,-1.80159337727
ACH-000352,-1.43774630857
ACH-000356,-1.5887785049899998
ACH-000361,-1.60492919745
ACH-000362,-1.36975043837
ACH-000363,-1.84698424103
ACH-000364,-1.13839891323
ACH-000365,-1.4409306551700003
ACH-000366,-1.3730541139599999
ACH-000368,-1.8033330185699998
ACH-000374,-1.44307773253
ACH-000375,-1.40645867696
ACH-000376,-1.57027678074
ACH-000381,-1.34075556443
ACH-000383,-1.5064089694999998
ACH-000387,-1.04153581486
ACH-000389,-1.2517250535299997
ACH-000390,-1.35969222908
ACH-000393,-1.40793436021
ACH-000395,-1.45728068565
ACH-000397,-1.5779597140900001
ACH-000401,-1.70230787729
ACH-000402,-1.4196568879499998
ACH-000403,-1.1466670134
ACH-000404,-1.23734724722
ACH-000406,-1.5119536122200001
ACH-000407,-1.6203368938999998
ACH-000408,-1.3472966106
ACH-000410,-1.36660842262
ACH-000411,-1.3665317010799998
ACH-000414,-1.32557180983
ACH-000415,-1.51626464062
ACH-000416,-1.4602085013600001
ACH-000420,-1.00718374419
ACH-000421,-1.29729492936
ACH-000424,-1.24931321084
ACH-000425,-1.4136157573500001
ACH-000426,-1.6160236891
ACH-000427,-0.963562654628
ACH-000433,-1.10956881889
ACH-000436,-1.45711812109
ACH-000444,-1.59448915028
ACH-000445,-1.5083814699200002
ACH-000448,-1.44347812759
ACH-000450,-1.3915060328600002
ACH-000452,-1.40873272319
ACH-000454,-1.79750876697
ACH-000458,-1.44444539618
ACH-000459,-1.8888914370099998
ACH-000460,-1.37819702776
ACH-000461,-1.35485029692
ACH-000463,-1.61934297657
ACH-000464,-1.56672562955
ACH-000466,-1.3959170780599999
ACH-000467,-1.6089938825799999
ACH-000468,-1.57551979567
ACH-000469,-1.55456466271
ACH-000470,-1.34054075838
ACH-000471,-1.22335856202
ACH-000472,-1.5020910373899998
ACH-000473,-1.58508460264
ACH-000475,-1.35954551217
ACH-000476,-1.37966337374
ACH-000477,-1.90735698999
ACH-000480,-1.13916043208
ACH-000481,-1.3491593563600002
ACH-000483,-0.88564745722
ACH-000484,-1.26352127125
ACH-000485,-1.57473979313
ACH-000486,-1.2795415696799999
ACH-000487,-1.40881131056
ACH-000488,-1.29060653705
ACH-000490,-1.23985353804
ACH-000491,-1.5864045339200001
ACH-000495,-1.28606072002
ACH-000496,-1.32947659678
ACH-000499,-1.5511813266499999
ACH-000500,-1.76080857335
ACH-000502,-1.30930419549
ACH-000503,-1.7251393536500002
ACH-000505,-1.2804840876899999
ACH-000507,-1.33860454131
ACH-000510,-1.49522950308
ACH-000511,-1.5395936723299999
ACH-000512,-1.3385608724299998
ACH-000516,-1.4723863985899999
ACH-000517,-1.31114008799
ACH-000518,-1.5595809299899999
ACH-000520,-1.3046125911700002
ACH-000521,-1.2464150620899999
ACH-000522,-1.4015075750600001
ACH-000524,-1.2456090901799999
ACH-000527,-1.5976315733500002
ACH-000528,-1.38687678232
ACH-000537,-1.17820045245
ACH-000541,-1.5206291204799998
ACH-000542,-1.41689084833
ACH-000544,-1.31256599286
ACH-000545,-1.20001643761
ACH-000547,-1.37279186508
ACH-000548,-1.5311221371200001
ACH-000549,-1.5778693458200002
ACH-000550,-1.7382094006599997
ACH-000552,-1.39429487521
ACH-000556,-1.2391636941700002
ACH-000557,-1.51197566917
ACH-000570,-1.38610290581
ACH-000571,-1.37308405371
ACH-000573,-1.4464471740600002
ACH-000576,-1.3216170364
ACH-000580,-1.5274350885299999
ACH-000584,-1.5093203326499998
ACH-000585,-1.3718636762600003
ACH-000588,-1.3354045489700002
ACH-000589,-1.19509727784
ACH-000591,-1.58345876498
ACH-000593,-1.31776140252
ACH-000600,-1.4787135325999998
ACH-000601,-1.3558078678999999
ACH-000604,-1.4527066682799998
ACH-000605,-1.54353314011
ACH-000606,-1.28476136262
ACH-000608,-0.968497625018
ACH-000614,-1.2776404786
ACH-000616,-1.2358118987
ACH-000618,-1.40560561537
ACH-000619,-1.37606012395
ACH-000620,-1.5698337896
ACH-000621,-1.3495307771
ACH-000622,-1.41351084975
ACH-000623,-1.48013541676
ACH-000624,-1.3614144772299999
ACH-000627,-1.35898916101
ACH-000630,-1.24143214256
ACH-000632,-1.6337830859399998
ACH-000633,-1.27002309411
ACH-000637,-1.59168928294
ACH-000638,-1.1890754812200002
ACH-000646,-1.00830442327
ACH-000647,-1.2747153766
ACH-000648,-1.83870722449
ACH-000649,-1.47697811782
ACH-000651,-1.55010168087
ACH-000652,-1.52289179814
ACH-000653,-1.28034751835
ACH-000657,-1.43481193087
ACH-000658,-1.40700025368
ACH-000661,-1.76275437745
ACH-000662,-1.36394951869
ACH-000663,-1.7371012870700002
ACH-000665,-1.53385183054
ACH-000671,-1.4179196386200001
ACH-000673,-1.29180466787
ACH-000676,-1.37858686778
ACH-000677,-1.1497468736799998
ACH-000681,-1.3715476905200001
ACH-000682,-1.40986538414
ACH-000683,-1.13969079119
ACH-000684,-1.6160562024399998
ACH-000688,-1.32103491749
ACH-000693,-1.38848057776
ACH-000694,-1.2726527853899998
ACH-000695,-1.8143283411099997
ACH-000696,-1.4759920516100002
ACH-000697,-1.2365413998399999
ACH-000699,-0.9114059778229999
ACH-000701,-1.37349290762
ACH-000706,-1.3382947133399998
ACH-000711,-1.15557238738
ACH-000713,-1.5359512327
ACH-000714,-1.53118970143
ACH-000718,-1.38425255388
ACH-000720,-1.3940521346
ACH-000721,-1.31878265869
ACH-000724,-1.2638227830600002
ACH-000725,-1.40440450224
ACH-000732,-1.20656683009
ACH-000734,-1.49553597951
ACH-000735,-1.25648434641
ACH-000736,-1.3446731114300001
ACH-000738,-1.45686988372
ACH-000746,-1.6216159349500001
ACH-000747,-1.45622215461
ACH-000748,-1.38757452732
ACH-000753,-1.35099484929
ACH-000756,-1.5126528348500001
ACH-000757,-1.65383274049
ACH-000758,-1.4990196889899998
ACH-000760,-1.37758370176
ACH-000763,-1.6999104510499998
ACH-000764,-1.3274634797799998
ACH-000765,-1.62378021722
ACH-000766,-1.40469757104
ACH-000767,-1.6617515120100002
ACH-000768,-1.3735808519400001
ACH-000769,-1.3209605074200002
ACH-000770,-1.50085528754
ACH-000771,-1.5800916135799998
ACH-000773,-1.64319868337
ACH-000776,-1.3898267473600001
ACH-000777,-1.56883170667
ACH-000778,-1.32800754283
ACH-000781,-1.3226018771999999
ACH-000782,-1.26390519809
ACH-000783,-1.2760475728
ACH-000784,-1.65890481058
ACH-000785,-1.22266951042
ACH-000787,-1.2961462425599999
ACH-000788,-1.3345352132200001
ACH-000791,-1.56848163692
ACH-000792,-1.6094770001299998
ACH-000794,-1.29133771435
ACH-000796,-1.4292129571899999
ACH-000799,-0.985308890346
ACH-000800,-1.80500288124
ACH-000802,-1.32101036131
ACH-000804,-1.4485778658300001
ACH-000805,-1.5188075485799999
ACH-000809,-1.25092196485
ACH-000810,-1.3521122028
ACH-000811,-1.59380966722
ACH-000817,-1.3361489530500001
ACH-000819,-1.52403091243
ACH-000820,-1.28336939693
ACH-000821,-1.41736208448
ACH-000822,-0.7589833282940001
ACH-000823,-1.4817865628100002
ACH-000824,-1.47597637441
ACH-000827,-1.30360801679
ACH-000829,-1.46180814849
ACH-000831,-1.35196782229
ACH-000832,-1.3181844868100001
ACH-000833,-1.7103125990999999
ACH-000834,-1.4649328776600001
ACH-000835,-1.30686369798
ACH-000836,-0.944382881348
ACH-000837,-1.2993514554
ACH-000838,-1.3346249967100001
ACH-000839,-1.68364773685
ACH-000840,-1.4030710744
ACH-000841,-1.35912447523
ACH-000843,-1.52887295642
ACH-000846,-1.36345241997
ACH-000847,-1.7315318002400002
ACH-000848,-1.5069631995700001
ACH-000849,-1.31049800552
ACH-000851,-1.12644569624
ACH-000855,-1.46237657875
ACH-000856,-1.3822420497499999
ACH-000858,-1.46269172223
ACH-000859,-1.09485575559
ACH-000861,-1.2263340431299998
ACH-000862,-1.38186078479
ACH-000865,-1.22281535609
ACH-000866,-1.5073666128299998
ACH-000867,-1.1787876956299999
ACH-000869,-1.03608610691
ACH-000872,-1.5269912051199999
ACH-000873,-1.16854732041
ACH-000876,-1.6410916482299998
ACH-000878,-1.4091489382
ACH-000880,-1.447011214
ACH-000881,-1.3636787615200001
ACH-000882,-1.1288568885799999
ACH-000884,-1.51114693356
ACH-000885,-1.2448799531499999
ACH-000887,-1.4675888272
ACH-000888,-1.27014946259
ACH-000889,-1.2719131224299998
ACH-000890,-1.4203135602
ACH-000896,-1.3975341807600001
ACH-000898,-1.2545126361399999
ACH-000900,-1.34355565243
ACH-000901,-1.4195391322100002
ACH-000905,-1.43075121257
ACH-000906,-1.2888802969600002
ACH-000907,-1.3100709209999999
ACH-000910,-1.69660966377
ACH-000911,-1.42039562819
ACH-000912,-1.43275668879
ACH-000913,-1.38106748718
ACH-000915,-1.41915936731
ACH-000916,-1.29280078262
ACH-000917,-1.39973559365
ACH-000921,-1.4847685926899998
ACH-000924,-1.3650034989300002
ACH-000926,-1.19197388055
ACH-000928,-1.54259845284
ACH-000929,-1.37319924916
ACH-000932,-1.34793226565
ACH-000935,-1.3453378635100002
ACH-000936,-1.61506947093
ACH-000937,-1.48190047195
ACH-000938,-1.3960793076700002
ACH-000939,-1.4997069599500001
ACH-000941,-1.7755323531799998
ACH-000943,-1.43142335546
ACH-000946,-1.3641150017299999
ACH-000947,-1.5074193852200002
ACH-000948,-1.4397859968399997
ACH-000950,-1.4294604471899999
ACH-000953,-1.61029581768
ACH-000957,-1.64193733436
ACH-000958,-1.42798236523
ACH-000960,-1.4446762665000001
ACH-000963,-0.884767171356
ACH-000968,-1.2745820271500001
ACH-000969,-1.26326561546
ACH-000973,-1.48247449246
ACH-000974,-1.53996744817
ACH-000975,-1.13768845787
ACH-000976,-1.63007673461
ACH-000978,-2.2242455357599997
ACH-000980,-1.33699806194
ACH-000984,-1.08909786707
ACH-000986,-1.3878908365600002
ACH-000988,-1.6547415293399999
ACH-000993,-1.1270177324700001
ACH-000994,-1.5943839579499999
ACH-000996,-1.3432339158200002
ACH-001001,-1.39991269888
ACH-001020,-1.7470719511099997
ACH-001028,-1.29095488492
ACH-001031,-1.0314948191600002
ACH-001038,-1.46864974162
ACH-001048,-1.23845724659
ACH-001050,-1.6810418257799997
ACH-001053,-1.3521994599
ACH-001054,-1.6060084436200002
ACH-001061,-1.31748942222
ACH-001067,-1.43038264554
ACH-001075,-1.3271097865
ACH-001096,-1.21964619361
ACH-001128,-0.448680132407
ACH-001134,-1.3263963538299999
ACH-001151,-1.5027418872100002
ACH-001163,-1.42817672382
ACH-001164,-1.2834707537999999
ACH-001173,-1.47169264516
ACH-001183,-1.7930465058200002
ACH-001184,-1.31291385197
ACH-001190,-0.93032690636
ACH-001192,-1.46580828935
ACH-001193,-1.56350104667
ACH-001196,-1.63077045306
ACH-001197,-1.1348895868200002
ACH-001205,-1.2764269967
ACH-001211,-1.4884949721
ACH-001212,-1.3166390495
ACH-001228,-1.05560785053
ACH-001232,-1.4354541628400002
ACH-001239,-1.53435163118
ACH-001274,-1.51725564334
ACH-001275,-1.66575284283
ACH-001277,-1.5488808044100002
ACH-001278,-1.55258685778
ACH-001280,-1.48389066155
ACH-001283,-1.42043812449
ACH-001289,-1.26996938301
ACH-001295,-1.32136847641
ACH-001300,-1.3702045537099998
ACH-001301,-1.37268505014
ACH-001302,-1.34244698284
ACH-001303,-1.41931500275
ACH-001306,-1.37242558867
ACH-001318,-1.58826454625
ACH-001322,-1.06116084391
ACH-001328,-1.4373950499700001
ACH-001332,-1.25912166971
ACH-001333,-1.3862876345800001
ACH-001336,-1.43488273776
ACH-001340,-1.40364918549
ACH-001346,-1.35108138504
ACH-001353,-1.3401242713500001
ACH-001354,-1.129673816
ACH-001367,-1.45902618292
ACH-001368,-1.36031430903
ACH-001374,-1.64684374326
ACH-001375,-1.43042351905
ACH-001377,-1.47735166929
ACH-001380,-1.40934910331
ACH-001391,-1.17043558657
ACH-001407,-1.44577778716
ACH-001408,-1.57152983088
ACH-001413,-1.22167942505
ACH-001430,-1.5193931249700001
ACH-001431,-1.67233294255
ACH-001450,-1.44700570166
ACH-001496,-1.1284422702299999
ACH-001500,-1.03885530006
ACH-001521,-0.9715784939319999
ACH-001523,-1.36667837105
ACH-001532,-1.31945942422
ACH-001536,-1.30579855642
ACH-001550,-0.9680155510870001
ACH-001552,-1.09803376981
ACH-001554,-1.6072160873899999
ACH-001645,-1.3287159476100001
ACH-001654,-1.4097879838499998
ACH-001715,-1.4364854606
ACH-001735,-1.5321772048700002
ACH-001736,-1.48300617529
ACH-001737,-1.6835138464300001
ACH-001740,-0.9378525355410001
ACH-001745,-1.3476910489700002
ACH-001750,-1.43896773421
ACH-001765,-1.3400964255299999
ACH-001956,-1.34404637208
ACH-001957,-1.2863273371600001
