,GOLGA8M (653720)
ACH-000189,-0.24570308325399998
ACH-000190,-0.202657307227
ACH-000198,-0.24376404121800002
ACH-000204,-0.101384249451
ACH-000206,-0.15432491342000001
ACH-000207,-0.260269300438
ACH-000211,-0.19101438326900003
ACH-000215,-0.14436070315400001
ACH-000221,-0.362653333702
ACH-000222,-0.554446538645
ACH-000223,-0.48248434813
ACH-000226,-0.632125057245
ACH-000227,-0.353407324519
ACH-000228,-0.476919662241
ACH-000231,-0.2222604224
ACH-000232,-0.14376528183
ACH-000233,-0.25287971232900003
ACH-000234,-0.12378460385
ACH-000235,-0.372263253601
ACH-000237,-0.43845266892499996
ACH-000238,-0.132222180472
ACH-000243,-0.5574124568850001
ACH-000244,-0.141549456106
ACH-000246,-0.38788862642300004
ACH-000248,-0.274335540174
ACH-000250,-0.122903982597
ACH-000251,-0.235355613691
ACH-000253,-0.306620149006
ACH-000255,-0.50822538775
ACH-000256,-0.39114229912
ACH-000257,-0.28668996462499996
ACH-000258,-0.57145712653
ACH-000259,-0.140340492027
ACH-000260,-0.194765879089
ACH-000261,-0.391925667841
ACH-000262,-0.501620245591
ACH-000263,-0.0780299387317
ACH-000264,-0.314692558216
ACH-000265,-0.462058660872
ACH-000266,-0.26975355298
ACH-000272,-0.561874777283
ACH-000273,-0.230150081
ACH-000274,-0.199841361995
ACH-000277,-0.12032459290200001
ACH-000278,-0.244453493241
ACH-000279,-0.40630903914399996
ACH-000280,-0.17960084778000002
ACH-000281,-0.190560430093
ACH-000288,-0.508447424864
ACH-000291,-0.19227932760699998
ACH-000293,-0.0933239045624
ACH-000294,-0.389897249705
ACH-000295,-0.24919906831
ACH-000296,-0.646685080453
ACH-000302,-0.27060464386
ACH-000304,-0.07167879355330001
ACH-000307,-0.277720123511
ACH-000308,-0.22169051410100002
ACH-000310,-0.196137942645
ACH-000311,-0.157692791131
ACH-000312,-0.374639220054
ACH-000315,-0.321919500459
ACH-000316,-0.194275108545
ACH-000317,-0.412107277323
ACH-000318,-0.3333243464
ACH-000319,-0.36109715315800006
ACH-000320,-0.368165653476
ACH-000322,-0.194775978856
ACH-000323,-0.287910633317
ACH-000324,-0.27992579824499997
ACH-000329,0.0365284107158
ACH-000330,-0.24289329269999999
ACH-000331,-0.459322305609
ACH-000332,-0.268117462992
ACH-000334,-0.672191533889
ACH-000335,-0.31117254209199996
ACH-000336,-0.19632798685800001
ACH-000337,-0.38305184068899994
ACH-000339,-0.158804827425
ACH-000341,-0.320260396888
ACH-000348,-0.253775633259
ACH-000350,-0.41665841326700004
ACH-000352,-0.312011538292
ACH-000356,-0.151826336505
ACH-000361,-0.569721902121
ACH-000362,-0.32756536288800003
ACH-000363,-0.115504636154
ACH-000364,-0.0344773917649
ACH-000365,-0.22883883369600003
ACH-000366,-0.131813824278
ACH-000368,-0.382863568874
ACH-000374,-0.427035058756
ACH-000375,-0.550468713744
ACH-000376,-0.400161286149
ACH-000381,-0.465785520955
ACH-000383,-0.43751088373400004
ACH-000387,-0.196052268254
ACH-000389,-0.397082525559
ACH-000390,-0.331391040368
ACH-000393,-0.466500283689
ACH-000395,-0.315446037967
ACH-000397,-0.21849546275899998
ACH-000401,-0.354741661853
ACH-000402,-0.21679748188700002
ACH-000403,-0.388940051888
ACH-000404,-0.29034758588799997
ACH-000406,-0.127485428087
ACH-000407,-0.367046236923
ACH-000408,-0.0616567116946
ACH-000410,-0.310032720251
ACH-000411,-0.25195926913000005
ACH-000414,-0.264196026146
ACH-000415,-0.143434120843
ACH-000416,-0.21753049808299998
ACH-000420,-0.359273193781
ACH-000421,-0.256008150334
ACH-000424,-0.28149320125300004
ACH-000425,-0.304028821411
ACH-000426,-0.167438770816
ACH-000427,-0.281789580651
ACH-000433,-0.357455920516
ACH-000436,-0.184790811638
ACH-000444,-0.26382836452799996
ACH-000445,-0.320822132725
ACH-000448,-0.30969658540999995
ACH-000450,-0.479699933495
ACH-000452,-0.1294639672
ACH-000454,-0.277058234979
ACH-000458,-0.218632858502
ACH-000459,-0.0631838393224
ACH-000460,-0.409606005484
ACH-000461,-0.257387973569
ACH-000463,-0.299030514096
ACH-000464,-0.61602601302
ACH-000466,-0.20063730997
ACH-000467,-0.22193816590100002
ACH-000468,-0.34608069746200004
ACH-000469,-0.278282557832
ACH-000470,-0.439206832867
ACH-000471,-0.12030493611700001
ACH-000472,-0.17543185867400002
ACH-000473,-0.116161606569
ACH-000475,-0.10280505205
ACH-000476,-0.08579882432769999
ACH-000477,-0.0824640722627
ACH-000480,-0.264910504945
ACH-000481,-0.400825631019
ACH-000483,-0.37528845899499996
ACH-000484,-0.238509729987
ACH-000485,-0.283375158381
ACH-000486,-0.296148082794
ACH-000487,-0.241092535099
ACH-000488,-0.295815053494
ACH-000490,-0.420179389327
ACH-000491,-0.44282915718000004
ACH-000495,-0.542975755714
ACH-000496,-0.551077635778
ACH-000499,-0.39684516611299997
ACH-000500,-0.28378600680599997
ACH-000502,-0.10673425249299999
ACH-000503,-0.943644032747
ACH-000505,-0.16944731760600001
ACH-000507,-0.255228752776
ACH-000510,-0.188008268776
ACH-000511,-0.255787011055
ACH-000512,-0.265276033365
ACH-000516,-0.195075699989
ACH-000517,-0.268044319936
ACH-000518,-0.17075667780499998
ACH-000520,-0.429822296871
ACH-000521,-0.332804917207
ACH-000522,-0.442898340981
ACH-000524,-0.22054303288600002
ACH-000527,-0.319860163215
ACH-000528,-0.17776741647
ACH-000537,-0.425389503362
ACH-000541,-0.00113469799606
ACH-000542,-0.23483020789500003
ACH-000544,-0.332488112986
ACH-000545,-0.186285780622
ACH-000547,-0.184093300376
ACH-000548,-0.364785606712
ACH-000549,-0.1392595505
ACH-000550,-0.32682646417399996
ACH-000552,-0.177131663763
ACH-000556,-0.0397740920149
ACH-000557,-0.119749893657
ACH-000570,-0.261545016999
ACH-000571,-0.359142480332
ACH-000573,-0.557053002835
ACH-000576,-0.209077115551
ACH-000580,-0.602676726989
ACH-000584,-0.498608528264
ACH-000585,-0.327055833718
ACH-000588,-0.19998383505399997
ACH-000589,-0.193837447357
ACH-000591,-0.274762857155
ACH-000593,-0.38126678066200004
ACH-000600,-0.385161842668
ACH-000601,-0.390695097277
ACH-000604,-0.659696244147
ACH-000605,-0.0928527845183
ACH-000606,-0.17262529897
ACH-000608,-0.511752617662
ACH-000614,-0.219760705713
ACH-000616,-0.38191737634499995
ACH-000618,-0.340792289051
ACH-000619,-0.510215775041
ACH-000620,-0.269405263783
ACH-000621,-0.373203053466
ACH-000622,-0.23532327152
ACH-000623,-0.212729677084
ACH-000624,-0.356325243287
ACH-000627,-0.342065670954
ACH-000630,-0.182420084293
ACH-000632,-0.350142488719
ACH-000633,-0.198279595211
ACH-000637,-0.148430267586
ACH-000638,-0.564036600717
ACH-000646,-0.196821038172
ACH-000647,-0.201508169589
ACH-000648,-0.231586372754
ACH-000649,-0.219239536303
ACH-000651,-0.286907642904
ACH-000652,-0.2280522202
ACH-000653,-0.383274676064
ACH-000657,-0.327227413715
ACH-000658,-0.106549841293
ACH-000661,-0.130198934504
ACH-000662,-0.414717090008
ACH-000663,-0.257421325664
ACH-000665,-0.37184662436800003
ACH-000671,-0.494324179212
ACH-000673,-0.185922547203
ACH-000676,-0.25676649314399996
ACH-000677,-0.431278367682
ACH-000681,-0.618560692287
ACH-000682,-0.22231782805999997
ACH-000683,-0.107486942059
ACH-000684,-0.45504680627
ACH-000688,-0.514111635977
ACH-000693,-0.323656076769
ACH-000694,-0.324095706649
ACH-000695,-0.262094478858
ACH-000696,-0.351516021753
ACH-000697,-0.23100273504000002
ACH-000699,-0.117291097115
ACH-000701,-0.205623496257
ACH-000706,-0.33504168402199996
ACH-000711,-0.36964493063000003
ACH-000713,-0.395700465051
ACH-000714,-0.030705695867499997
ACH-000718,-0.356846599001
ACH-000720,-0.19223623293900002
ACH-000721,-0.38253529275799997
ACH-000724,-0.307426810707
ACH-000725,-0.36794676602399995
ACH-000732,-0.44263490738399996
ACH-000734,-0.161762167803
ACH-000735,-0.228679200693
ACH-000736,-0.42786110528800003
ACH-000738,-0.18121983897799998
ACH-000746,-0.303147336897
ACH-000747,-0.383835247649
ACH-000748,-0.31271242248000003
ACH-000753,-0.368378696761
ACH-000756,-0.30738444093600004
ACH-000757,-0.658371101661
ACH-000758,-0.35507182302199997
ACH-000760,-0.40517517089199995
ACH-000763,-0.231810178614
ACH-000764,-0.357052491947
ACH-000765,-0.138880286002
ACH-000766,-0.208709511235
ACH-000767,-0.136424615542
ACH-000768,-0.287751726291
ACH-000769,-0.18898673999
ACH-000770,-0.21894557692299998
ACH-000771,-0.339725138536
ACH-000773,-0.42245109342
ACH-000776,-0.1798278282
ACH-000777,-0.19469179455699998
ACH-000778,-0.44839458692
ACH-000781,-0.393604321152
ACH-000782,-0.323416408024
ACH-000783,-0.12493037149599999
ACH-000784,-0.304137117622
ACH-000785,-0.5256143604119999
ACH-000787,-0.32411740157900004
ACH-000788,-0.397230906907
ACH-000791,0.0072561096539899995
ACH-000792,-0.21975122452100002
ACH-000794,-0.293462840835
ACH-000796,-0.439834463093
ACH-000799,-0.347423983827
ACH-000800,-0.549736823795
ACH-000802,-0.238366072784
ACH-000804,-0.25561552468000004
ACH-000805,-0.180799319157
ACH-000809,-0.21450468823600002
ACH-000810,-0.751700614113
ACH-000811,-0.159268967076
ACH-000817,-0.22113684535300002
ACH-000819,-0.327473000325
ACH-000820,-0.310442736858
ACH-000821,-0.308652587983
ACH-000822,-0.0762527873808
ACH-000823,-0.284405010899
ACH-000824,-0.0476172424179
ACH-000827,-0.337845777801
ACH-000829,-0.412507014587
ACH-000831,-0.260108062218
ACH-000832,-0.507882942309
ACH-000833,-0.026140800011299998
ACH-000834,-0.38400270188100005
ACH-000835,-0.304279448525
ACH-000836,-0.43439410526999994
ACH-000837,-0.30164636854800003
ACH-000838,-0.206452741988
ACH-000839,-0.266414987878
ACH-000840,-0.20988588138
ACH-000841,-0.275150044935
ACH-000843,-0.399695870133
ACH-000846,-0.24722575311500003
ACH-000847,-0.0635357361671
ACH-000848,-0.22167783925999998
ACH-000849,-0.522419619907
ACH-000851,-0.390472349947
ACH-000855,-0.153390403892
ACH-000856,-0.41451297085199995
ACH-000858,-0.228522729916
ACH-000859,-0.252961872055
ACH-000861,-0.437543113139
ACH-000862,-0.011472168851299999
ACH-000865,-0.21858398773
ACH-000866,-0.135526022057
ACH-000867,-0.370934690867
ACH-000869,-0.369646830151
ACH-000872,-0.0629961014509
ACH-000873,-0.77361206991
ACH-000876,-0.24750376145300002
ACH-000878,-0.34467559875200005
ACH-000880,-0.371400610829
ACH-000881,-0.186555840365
ACH-000882,-0.333762637901
ACH-000884,-0.2258071084
ACH-000885,-0.270687284986
ACH-000887,-0.19685361538600002
ACH-000888,-0.00736858190818
ACH-000889,-0.12233804341499999
ACH-000890,-0.4640477782
ACH-000896,-0.322892439883
ACH-000898,-0.21044086810100002
ACH-000900,-0.42322158745300004
ACH-000901,-0.299228429984
ACH-000905,-0.603906804537
ACH-000906,-0.294613353636
ACH-000907,-0.5790428029370001
ACH-000910,-0.173615316391
ACH-000911,-0.13555247896
ACH-000912,-0.39879401029399997
ACH-000913,-0.396708941985
ACH-000915,-0.454116715034
ACH-000916,-0.629887714183
ACH-000917,-0.318808361646
ACH-000921,-0.46033533583700004
ACH-000924,-0.325835461667
ACH-000926,-0.22949744371300002
ACH-000928,-0.0638189503127
ACH-000929,-0.296160140838
ACH-000932,-0.40325883265699997
ACH-000935,-0.418415162305
ACH-000936,-0.298969529947
ACH-000937,-0.0116723572949
ACH-000938,-0.328600715386
ACH-000939,-0.32312804259100003
ACH-000941,-0.138778317443
ACH-000943,-0.30918838696
ACH-000946,-0.30095150683
ACH-000947,-0.297771135947
ACH-000948,-0.191832220079
ACH-000950,-0.373034831133
ACH-000953,-0.181687212376
ACH-000957,-0.25352947412300003
ACH-000958,-0.19928478223700002
ACH-000960,-0.232928249229
ACH-000963,-0.5045189980129999
ACH-000968,-0.433538708501
ACH-000969,-0.22686192515599998
ACH-000973,-0.469383395968
ACH-000974,-0.100938633813
ACH-000975,-0.44148667204899994
ACH-000976,-0.294734422463
ACH-000978,-0.135661600645
ACH-000980,-0.108861129923
ACH-000984,-0.21725350295499998
ACH-000986,-0.364121159551
ACH-000988,-0.520218381536
ACH-000993,-0.147180375207
ACH-000994,-0.298070142412
ACH-000996,-0.346417432014
ACH-001001,-0.21017591280900003
ACH-001020,-0.428780801266
ACH-001028,-0.0993206139223
ACH-001031,-0.411935135441
ACH-001038,-0.37706676891199997
ACH-001048,-0.18656277713599997
ACH-001050,-0.488213817825
ACH-001053,-0.39163285533799996
ACH-001054,-0.120134298922
ACH-001061,-0.109527036067
ACH-001067,-0.47265844207099994
ACH-001075,-0.524192564537
ACH-001096,-0.10684751318399999
ACH-001128,-0.558923835275
ACH-001134,-0.281247019987
ACH-001151,-0.21296741878699998
ACH-001163,-0.33059451386
ACH-001164,-0.312115777268
ACH-001173,-0.224718248148
ACH-001183,-0.36012048081799997
ACH-001184,-0.341051578193
ACH-001190,-0.378770916938
ACH-001192,-0.22277176378400002
ACH-001193,-0.0638865866438
ACH-001196,-0.357529572439
ACH-001197,-0.12719348654
ACH-001205,-0.293834728227
ACH-001211,-0.407335545431
ACH-001212,-0.520508426875
ACH-001228,-0.0180053102774
ACH-001232,-0.36771960382799995
ACH-001239,-0.065700214532
ACH-001274,-0.477767690593
ACH-001275,-0.40746007008699997
ACH-001277,-0.120721041315
ACH-001278,-0.354638436797
ACH-001280,-0.214320512887
ACH-001283,-0.37063808955899996
ACH-001289,-0.522546044266
ACH-001295,-0.34891188652800004
ACH-001300,-0.172281122181
ACH-001301,-0.481468919107
ACH-001302,-0.463862378156
ACH-001303,-0.47085416401600005
ACH-001306,-0.38307376179499997
ACH-001318,-0.0844442638711
ACH-001322,-0.32518626928000005
ACH-001328,-0.153054281998
ACH-001332,-0.462821512522
ACH-001333,-0.14666418876499998
ACH-001336,-0.21406600492699998
ACH-001340,-0.13403610027
ACH-001346,-0.261126145065
ACH-001353,-0.233699625906
ACH-001354,-0.0551396142229
ACH-001367,-0.200026573446
ACH-001368,-0.276321080907
ACH-001374,-0.449295029781
ACH-001375,-0.131313590151
ACH-001377,-0.08699979804539999
ACH-001380,-0.42939607259400003
ACH-001391,-0.221617062124
ACH-001407,-0.34720879456299997
ACH-001408,-0.16608974143400002
ACH-001413,-0.37545003386799997
ACH-001430,0.029637636974400004
ACH-001431,-0.161804299003
ACH-001450,-0.142152027219
ACH-001496,-0.387985771065
ACH-001500,-0.304866363259
ACH-001521,-0.381263529692
ACH-001523,-0.138321040634
ACH-001532,-0.338639847459
ACH-001536,-0.295910224084
ACH-001550,-0.224076649868
ACH-001552,-0.35733782648199997
ACH-001554,-0.219061633187
ACH-001645,-0.187180012927
ACH-001654,-0.276003741151
ACH-001715,-0.113999026385
ACH-001735,-0.287222093215
ACH-001736,-0.37116781690399997
ACH-001737,0.14814865563899998
ACH-001740,-0.325892713453
ACH-001745,-0.397107064638
ACH-001750,-0.46489423435599997
ACH-001765,-0.215582346532
ACH-001956,-0.454079088014
ACH-001957,-0.526759015515
