,CDC25C (995)
ACH-000495,-0.321290259489
ACH-000496,-0.445219098243
ACH-000499,-0.269167674598
ACH-000500,-0.469064543566
ACH-000502,-0.424628858873
ACH-000503,-0.17469610782900002
ACH-000505,-0.349172382471
ACH-000507,-0.207940551449
ACH-000510,-0.31692040841999997
ACH-000511,-0.23338930413800002
ACH-000512,-0.29672780714499997
ACH-000516,-0.20994716451499998
ACH-000517,-0.29117022387200003
ACH-000518,-0.348633275467
ACH-000520,-0.490878251945
ACH-000521,-0.169742415181
ACH-000522,-0.335028213261
ACH-000524,-0.310215502344
ACH-000527,-0.227669534182
ACH-000528,-0.26114248264
ACH-000537,-0.240180094256
ACH-000541,-0.19688161141
ACH-000542,-0.13090825084000002
ACH-000544,-0.25862132289
ACH-000545,-0.24429383692099998
ACH-000547,-0.14220018193700001
ACH-000548,-0.28857570553100004
ACH-000549,-0.15178636058
ACH-000550,-0.450365206533
ACH-000552,-0.189431712489
ACH-000556,-0.347637597011
ACH-000557,-0.228991672687
ACH-000570,-0.15386405744999998
ACH-000571,-0.360688219575
ACH-000573,-0.261208765199
ACH-000576,-0.110779727525
ACH-000580,-0.0463346619388
ACH-000584,-0.28712337801800003
ACH-000585,-0.269853936078
ACH-000588,-0.058083216401000004
ACH-000589,-0.366807764604
ACH-000591,-0.0614774407756
ACH-000593,-0.249841119426
ACH-000600,-0.0984743749802
ACH-000601,-0.38937848825099997
ACH-000604,-0.183232470618
ACH-000605,-0.096740388627
ACH-000606,-0.27786247385400004
ACH-000608,-0.23405221740499998
ACH-000614,-0.21326655410300002
ACH-000616,-0.41774669641400003
ACH-000618,-0.186053454222
ACH-000619,-0.16966266274099998
ACH-000620,-0.21107569831300002
ACH-000621,-0.24497733422899998
ACH-000622,-0.132007461224
ACH-000623,-0.308668195929
ACH-000624,-0.347820699049
ACH-000627,-0.36089798606299994
ACH-000630,-0.354358021345
ACH-000632,-0.186312865319
ACH-000633,-0.185530665629
ACH-000637,-0.150987004167
ACH-000638,-0.29589643090100004
ACH-000646,-0.143668138242
ACH-000647,-0.339026737214
ACH-000648,-0.182692377213
ACH-000649,-0.346391616431
ACH-000651,-0.25227489681
ACH-000652,-0.289887956211
ACH-000653,-0.176082393504
ACH-000657,-0.305068049923
ACH-000658,-0.266605861731
ACH-000661,-0.318262152404
ACH-000662,-0.400810689159
ACH-000663,-0.068407757193
ACH-000665,-0.370232764996
ACH-000671,-0.19345188449
ACH-000673,-0.329608413904
ACH-000676,-0.241521562419
ACH-000677,-0.0646333118862
ACH-000681,-0.390791481808
ACH-000682,-0.253567334665
ACH-000683,-0.141313066195
ACH-000684,-0.379783405544
ACH-000688,-0.151594735969
ACH-000693,-0.190377182261
ACH-000694,-0.18414315094300002
ACH-000695,-0.374129669595
ACH-000696,-0.255043134867
ACH-000697,-0.298158335999
ACH-000699,-0.46665946013899995
ACH-000701,-0.32688120689800004
ACH-000706,-0.223974765922
ACH-000711,-0.302404322788
ACH-000713,-0.222011570433
ACH-000714,-0.265363189253
ACH-000718,-0.19608421858199998
ACH-000720,-0.297469930495
ACH-000721,-0.261702980622
ACH-000724,-0.357579343427
ACH-000725,-0.190824132355
ACH-000732,-0.384647599442
ACH-000734,-0.32233312814
ACH-000735,-0.283543508403
ACH-000736,-0.278570338757
ACH-000738,-0.322140005067
ACH-000746,-0.112525451009
ACH-000747,-0.261522581799
ACH-000748,-0.194862190445
ACH-000753,-0.31768113814300003
ACH-000756,-0.182546233827
ACH-000757,-0.38825469721999994
ACH-000758,-0.38209847659400004
ACH-000760,-0.258288959593
ACH-000763,-0.479492075648
ACH-000764,-0.172380878678
ACH-000765,-0.3005743819
ACH-000766,-0.33675011486900003
ACH-000767,-0.107025654763
ACH-000768,-0.138266451965
ACH-000769,-0.473691156548
ACH-000770,-0.37068649235699996
ACH-000771,-0.274669771117
ACH-000773,-0.298155157455
ACH-000776,-0.13700327922299999
ACH-000777,-0.162136927413
ACH-000778,-0.370322864064
ACH-000781,-0.28858303065499996
ACH-000782,-0.23019318427700003
ACH-000783,-0.49065411216000004
ACH-000784,-0.327474518162
ACH-000785,-0.453772663674
ACH-000787,-0.279072578422
ACH-000788,-0.24477583420000001
ACH-000791,-0.487687174871
ACH-000792,-0.27470261852600003
ACH-000794,-0.319677673276
ACH-000796,-0.23203501511500002
ACH-000799,-0.601266505117
ACH-000800,-0.148217218195
ACH-000802,-0.46406351275799995
ACH-000804,-0.424709819925
ACH-000805,-0.0995279035558
ACH-000809,-0.37507659683600003
ACH-000810,-0.260035269243
ACH-000811,-0.32514550589499996
ACH-000817,-0.0408417799665
ACH-000819,-0.235055754328
ACH-000820,0.0158897022792
ACH-000821,-0.169501665302
ACH-000822,-0.46398283526999995
ACH-000823,-0.349345707138
ACH-000824,-0.394846754252
ACH-000827,-0.120169366458
ACH-000829,-0.135795036511
ACH-000831,-0.0984104913245
ACH-000832,-0.36910468901
ACH-000833,-0.226507070072
ACH-000834,-0.359733163085
ACH-000835,-0.247217382093
ACH-000836,-0.17268014927900002
ACH-000837,-0.336545449633
ACH-000838,-0.24067591372299998
ACH-000839,-0.333515278154
ACH-000840,-0.559661430705
ACH-000841,-0.509843506496
ACH-000843,-0.313569237923
ACH-000846,-0.0894907367786
ACH-000847,-0.081896995651
ACH-000848,-0.23951384063099998
ACH-000849,-0.23712291163199997
ACH-000851,-0.465053088552
ACH-000855,-0.32513129282
ACH-000856,-0.220759569898
ACH-000858,-0.27974117161
ACH-000859,-0.193981528991
ACH-000861,-0.39073061970600004
ACH-000862,-0.343344374697
ACH-000865,-0.30968134636100003
ACH-000866,-0.206261496366
ACH-000867,-0.327434348956
ACH-000869,-0.275085196814
ACH-000872,-0.21690905607799998
ACH-000873,-0.42423498026600004
ACH-000876,-0.36748429671800004
ACH-000878,-0.202511592819
ACH-000880,-0.29094568506499996
ACH-000881,-0.35847918344999996
ACH-000882,-0.245059663187
ACH-000884,-0.228705552748
ACH-000885,-0.155744263244
ACH-000887,-0.18439282849599997
ACH-000888,-0.284682370286
ACH-000889,-0.224747175794
ACH-000890,-0.382771135613
ACH-000896,-0.197191795487
ACH-000898,-0.168798611353
ACH-000900,-0.36058656128300004
ACH-000901,-0.403074235194
ACH-000905,-0.41514786185400004
ACH-000906,-0.332034818845
ACH-000907,-0.106687991076
ACH-000910,-0.227092243877
ACH-000911,-0.22461903080600001
ACH-000912,-0.391198384883
ACH-000913,-0.393871577972
ACH-000915,-0.343356632434
ACH-000916,-0.228187701223
ACH-000917,-0.32943852826299996
ACH-000921,-0.277753329424
ACH-000924,-0.38777558466300005
ACH-000926,-0.335307947725
ACH-000928,-0.373890677775
ACH-000929,-0.213221037629
ACH-000932,-0.36303228993299996
ACH-000935,-0.247822009222
ACH-000936,-0.275041622069
ACH-000937,-0.155355206695
ACH-000938,-0.176885440116
ACH-000939,-0.299046113456
ACH-000941,-0.399375111396
ACH-000943,-0.306969981634
ACH-000946,-0.448882896675
ACH-000947,-0.242374464575
ACH-000948,-0.302293909883
ACH-000950,-0.29255237129
ACH-000953,-0.210815810597
ACH-000957,-0.233639211033
ACH-000958,-0.16810601251200002
ACH-000960,-0.14388486366699998
ACH-000963,-0.570609703242
ACH-000968,-0.30039108116700003
ACH-000969,-0.412358640348
ACH-000973,-0.219790082456
ACH-000974,-0.213387894439
ACH-000975,-0.284572785975
ACH-000976,-0.22095056018000003
ACH-000978,-0.49421407008100005
ACH-000980,-0.186872302246
ACH-000984,-0.241757447245
ACH-000986,-0.36930197784999996
ACH-000988,-0.219417707385
ACH-000993,-0.060004888791500004
ACH-000994,-0.541522748282
ACH-000996,-0.107376169232
ACH-001001,-0.290063222548
ACH-001020,-0.669345033491
ACH-001028,-0.316093996463
ACH-001031,-0.183576451283
ACH-001038,-0.34796015992799995
ACH-001048,-0.227745937669
ACH-001050,-0.23378841292199998
ACH-001053,-0.18042591805
ACH-001054,-0.12225193807
ACH-001061,-0.33357017443500003
ACH-001067,-0.169417707595
ACH-001075,-0.42357314592600004
ACH-001096,-0.293101365818
ACH-001128,-0.315836123466
ACH-001134,-0.30761259750500003
ACH-001151,-0.253542255638
ACH-001163,-0.28382929493000003
ACH-001164,0.0156786817013
ACH-001173,-0.261170119205
ACH-001183,-0.5713099330870001
ACH-001184,-0.144565344261
ACH-001190,-0.214231248946
ACH-001192,-0.301591666639
ACH-001193,-0.0387400667468
ACH-001196,-0.1557185687
ACH-001197,-0.512360155659
ACH-001205,-0.251245956399
ACH-001211,-0.263018051134
ACH-001212,-0.058983006518
ACH-001228,-0.107308913486
ACH-001232,-0.327629230712
ACH-001239,-0.11168701952299999
ACH-001274,-0.261748124689
ACH-001275,0.010631809719000001
ACH-001277,-0.37108085895099996
ACH-001278,-0.145996710928
ACH-001280,-0.05436615882759999
ACH-001283,-0.163089097238
ACH-001289,-0.479213683869
ACH-001295,-0.14755163904899998
ACH-001300,-0.40712249631999997
ACH-001301,-0.22204207997900002
ACH-001302,-0.328189836304
ACH-001303,-0.16974054903900002
ACH-001306,-0.138143975152
ACH-001318,-0.44297920857100004
ACH-001322,-0.48979019366300003
ACH-001328,-0.280246698442
ACH-001332,-0.10148967701600001
ACH-001333,-0.23714964088799997
ACH-001336,-0.271747832105
ACH-001340,-0.243777835941
ACH-001346,-0.40950413979
ACH-001353,-0.262738257318
ACH-001354,-0.246244536796
ACH-001367,-0.215348735065
ACH-001368,-0.328376004393
ACH-001374,-0.288138466938
ACH-001375,-0.39385888734200003
ACH-001377,-0.22842391999699999
ACH-001380,-0.33812978888800005
ACH-001391,-0.235883791085
ACH-001407,-0.254708772797
ACH-001408,-0.42413710299900004
ACH-001413,-0.345402170406
ACH-001430,0.05388244257259999
ACH-001431,-0.41345342178000005
ACH-001450,0.045076850606300005
ACH-001496,-0.238211912137
ACH-001500,-0.361969586486
ACH-001521,-0.449163841438
ACH-001523,-0.24626355609
ACH-001532,-0.219525892654
ACH-001536,-0.356465970131
ACH-001550,-0.323622500749
ACH-001552,-0.390633173597
ACH-001554,-0.252641866441
ACH-001645,-0.315778338023
ACH-001654,-0.165824968615
ACH-001715,-0.33680376472900003
ACH-001735,-0.408091347566
ACH-001736,-0.336371114508
ACH-001737,-0.13079950821900002
ACH-001740,-0.285671239142
ACH-001745,-0.234702009156
ACH-001750,-0.07522103336120001
ACH-001765,-0.280642511085
ACH-001956,-0.322263928292
ACH-001957,-0.29423537526
