,RNGTT (8732)
ACH-000330,-1.62405636152
ACH-000331,-1.69905983533
ACH-000332,-1.64811238529
ACH-000334,-2.8062981679799996
ACH-000335,-1.66807948036
ACH-000336,-2.44992478694
ACH-000337,-1.7231307174400001
ACH-000339,-1.7399269399000001
ACH-000341,-1.9537485689200003
ACH-000348,-1.9494520009799998
ACH-000350,-2.28294217963
ACH-000352,-1.78558350629
ACH-000356,-1.61127651831
ACH-000361,-2.0453278953400003
ACH-000362,-1.95064381325
ACH-000363,-1.87607884917
ACH-000364,-1.63300567926
ACH-000365,-1.8357143776
ACH-000366,-1.9219169548900001
ACH-000368,-1.6248240364700002
ACH-000374,-1.62333186335
ACH-000375,-1.85422259563
ACH-000376,-1.7209587791499998
ACH-000381,-1.7144268461
ACH-000383,-1.9171059570099998
ACH-000387,-1.7646714743599998
ACH-000389,-2.21719255692
ACH-000390,-2.00605003241
ACH-000393,-1.82106400403
ACH-000395,-1.6524858308300001
ACH-000397,-1.9708573458
ACH-000401,-1.59261306729
ACH-000402,-1.63663729174
ACH-000403,-1.98216947573
ACH-000404,-1.9575721293500001
ACH-000406,-1.90801442903
ACH-000407,-1.52429031585
ACH-000408,-1.7888711728599997
ACH-000410,-1.6195147024399998
ACH-000411,-1.8061923737999999
ACH-000414,-2.00598917013
ACH-000415,-1.7460375412
ACH-000416,-1.69460938585
ACH-000420,-1.6669897843
ACH-000421,-1.49284433163
ACH-000424,-1.70504992746
ACH-000425,-1.79046605275
ACH-000426,-1.80610386623
ACH-000427,-1.76358715158
ACH-000433,-1.74453152085
ACH-000436,-1.83215945676
ACH-000444,-1.5155653717200002
ACH-000445,-1.3998385997100002
ACH-000448,-1.85990574217
ACH-000450,-2.0924801093400003
ACH-000452,-1.679208536
ACH-000454,-1.61258450208
ACH-000458,-1.8819834723500002
ACH-000459,-2.3090621112200003
ACH-000460,-1.74519415211
ACH-000461,-1.6357181604700002
ACH-000463,-1.63776760334
ACH-000464,-1.51682762455
ACH-000466,-1.8535497360900002
ACH-000467,-1.6032919015600002
ACH-000468,-1.87507330757
ACH-000469,-1.82984746699
ACH-000470,-2.07168868696
ACH-000471,-1.7089565906600002
ACH-000472,-1.95962159246
ACH-000473,-1.9598560612
ACH-000475,-1.77314354374
ACH-000476,-1.7500163385699998
ACH-000477,-2.21335682401
ACH-000480,-1.91971664275
ACH-000481,-1.95201051317
ACH-000483,-2.29406421454
ACH-000484,-1.80275316618
ACH-000485,-1.7485940154
ACH-000486,-1.6304200503900002
ACH-000487,-1.81679114801
ACH-000488,-1.6755834835299999
ACH-000490,-1.5844993342200002
ACH-000491,-2.08427920991
ACH-000495,-1.6855223809900002
ACH-000496,-1.78622774935
ACH-000499,-1.79054128384
ACH-000500,-1.72489175118
ACH-000502,-1.68095022331
ACH-000503,-2.0003036085900003
ACH-000505,-1.5562589076
ACH-000507,-1.7158944865999999
ACH-000510,-1.67662019391
ACH-000511,-1.65305602829
ACH-000512,-1.42847703103
ACH-000516,-1.98013375863
ACH-000517,-1.88502882134
ACH-000518,-1.54310164117
ACH-000520,-1.8585579179
ACH-000521,-1.4893954721399998
ACH-000522,-1.78544196505
ACH-000524,-2.07369693017
ACH-000527,-1.66432032522
ACH-000528,-1.6119487798199998
ACH-000537,-1.73804130824
ACH-000541,-1.9384174596900001
ACH-000542,-1.6196336113799998
ACH-000544,-1.6114389893399998
ACH-000545,-1.49482363051
ACH-000547,-1.9821743970900003
ACH-000548,-1.6843071845200002
ACH-000549,-1.48867319871
ACH-000550,-1.91117057502
ACH-000552,-1.71547086315
ACH-000556,-1.8610101640799999
ACH-000557,-2.20312047165
ACH-000570,-1.8544490286300002
ACH-000571,-2.45352213833
ACH-000573,-1.84372558461
ACH-000576,-1.88148201867
ACH-000580,-2.02245252478
ACH-000584,-1.96766075107
ACH-000585,-1.9395459973500002
ACH-000588,-1.82324340843
ACH-000589,-1.66931428904
ACH-000591,-1.5279073907299998
ACH-000593,-1.58511880746
ACH-000600,-1.8407428601299998
ACH-000601,-1.7182830080400002
ACH-000604,-1.8850230354700002
ACH-000605,-1.89935597751
ACH-000606,-1.60159966528
ACH-000608,-1.8370943394099999
ACH-000614,-1.9217547136900002
ACH-000616,-1.56844055179
ACH-000618,-1.87636072667
ACH-000619,-1.7891223007
ACH-000620,-1.75695043773
ACH-000621,-1.9768061870099998
ACH-000622,-1.91010904217
ACH-000623,-1.8669299906799999
ACH-000624,-1.8617285846599998
ACH-000627,-1.6382143553
ACH-000630,-1.53482294792
ACH-000632,-1.90325778393
ACH-000633,-1.69007171868
ACH-000637,-1.53604318305
ACH-000638,-1.60687310918
ACH-000646,-2.07250149816
ACH-000647,-1.5813057269100002
ACH-000648,-1.87861544873
ACH-000649,-1.9021931541400001
ACH-000651,-1.7593591497599999
ACH-000652,-1.7496305959799998
ACH-000653,-2.0220868376900003
ACH-000657,-1.8980116161900003
ACH-000658,-2.05601460282
ACH-000661,-2.08272206659
ACH-000662,-1.4184738065399998
ACH-000663,-1.71222094726
ACH-000665,-1.69363246639
ACH-000671,-1.8744257571
ACH-000673,-1.7089102027899998
ACH-000676,-1.74257546898
ACH-000677,-1.83878696468
ACH-000681,-1.7116426869999999
ACH-000682,-1.6042440023
ACH-000683,-1.8189312488999998
ACH-000684,-1.45119021139
ACH-000688,-2.1425860709299998
ACH-000693,-1.93647188662
ACH-000694,-1.72471948104
ACH-000695,-1.4497024762600002
ACH-000696,-1.6150192188299999
ACH-000697,-1.4243797338600002
ACH-000699,-2.31371878596
ACH-000701,-1.9454668291
ACH-000706,-1.7901137652799999
ACH-000711,-1.7746019560799997
ACH-000713,-1.48419430562
ACH-000714,-2.02146448482
ACH-000718,-1.7781473932299998
ACH-000720,-1.86587227507
ACH-000721,-1.8681741160699998
ACH-000724,-2.5498085148299996
ACH-000725,-2.26887933312
ACH-000732,-1.2335817112799998
ACH-000734,-1.7392214995400002
ACH-000735,-1.7535193011
ACH-000736,-1.9309262612400002
ACH-000738,-1.7517115232599998
ACH-000746,-1.8564637057799998
ACH-000747,-1.59404018007
ACH-000748,-1.58583140808
ACH-000753,-1.78978330838
ACH-000756,-1.66174679617
ACH-000757,-1.97762118244
ACH-000758,-1.44876887966
ACH-000760,-1.60677043831
ACH-000763,-2.02512130656
ACH-000764,-1.3648664712
ACH-000765,-1.5154929419499998
ACH-000766,-1.76891784073
ACH-000767,-1.9205017306999999
ACH-000768,-1.8233644110599998
ACH-000769,-1.7824668848400003
ACH-000770,-1.94510814648
ACH-000771,-1.5602651653200001
ACH-000773,-1.6206490794
ACH-000776,-1.8321924580000002
ACH-000777,-1.63100763711
ACH-000778,-2.34293119046
ACH-000781,-1.71282051777
ACH-000782,-1.7634894428
ACH-000783,-2.32842821933
ACH-000784,-1.77871054732
ACH-000785,-1.99187982997
ACH-000787,-1.7493304416099997
ACH-000788,-1.8349848608700001
ACH-000791,-1.65916843365
ACH-000792,-1.50080860444
ACH-000794,-1.5229624545200002
ACH-000796,-1.68032125626
ACH-000799,-1.72135313148
ACH-000800,-2.12640587558
ACH-000802,-1.6695291489300002
ACH-000804,-1.9771687525900001
ACH-000805,-1.56123046169
ACH-000809,-1.89283523933
ACH-000810,-2.1446478463900003
ACH-000811,-1.95136274392
ACH-000817,-1.5321600423299997
ACH-000819,-1.63042360683
ACH-000820,-1.21978797514
ACH-000821,-1.9446920022799998
ACH-000822,-2.2530036226099996
ACH-000823,-1.6596619687399998
ACH-000824,-1.9909736186400002
ACH-000827,-1.62114316072
ACH-000829,-1.7097357842200003
ACH-000831,-1.81375724039
ACH-000832,-1.45799869667
ACH-000833,-2.00297273103
ACH-000834,-1.68083158012
ACH-000835,-1.67539957551
ACH-000836,-1.9834172020400003
ACH-000837,-1.6776452974899998
ACH-000838,-1.9080344768000002
ACH-000839,-1.49213524491
ACH-000840,-1.7388468512900002
ACH-000841,-1.9538566005000002
ACH-000843,-1.2844226970000001
ACH-000846,-1.70987711967
ACH-000847,-1.6667624818
ACH-000848,-1.8627708620099999
ACH-000849,-1.87543209463
ACH-000851,-1.70874284574
ACH-000855,-1.4784103302899998
ACH-000856,-1.9635223265000001
ACH-000858,-1.5521816431
ACH-000859,-1.5856293588400001
ACH-000861,-1.71070165711
ACH-000862,-1.75145647785
ACH-000865,-1.7378107280500001
ACH-000866,-1.75036500904
ACH-000867,-1.79540906789
ACH-000869,-1.8586391114099998
ACH-000872,-1.5156655775
ACH-000873,-1.71946484152
ACH-000876,-2.01316511875
ACH-000878,-1.42305017067
ACH-000880,-1.8660491445400003
ACH-000881,-2.03781663132
ACH-000882,-1.6283491435100002
ACH-000884,-1.8411415010599999
ACH-000885,-1.9271660808500002
ACH-000887,-1.5956044469600001
ACH-000888,-1.8491867469999999
ACH-000889,-2.0480810577599997
ACH-000890,-1.8666358799200002
ACH-000896,-1.8189537468
ACH-000898,-1.86990128352
ACH-000900,-1.68725031585
ACH-000901,-1.83544841972
ACH-000905,-1.7266399988799999
ACH-000906,-1.9159922788400001
ACH-000907,-1.61160898126
ACH-000910,-1.86267926295
ACH-000911,-1.62418560396
ACH-000912,-1.7140604721700001
ACH-000913,-1.6000860847100002
ACH-000915,-1.75142730051
ACH-000916,-0.260544253103
ACH-000917,-1.68425674385
ACH-000921,-1.9063822668200001
ACH-000924,-1.8135394149400001
ACH-000926,-2.1281538145599996
ACH-000928,-1.69575386697
ACH-000929,-1.25850509975
ACH-000932,-1.96532150632
ACH-000935,-1.4851303141799999
ACH-000936,-1.9927910502400001
ACH-000937,-2.1387074099400003
ACH-000938,-1.8451729541900004
ACH-000939,-1.6560133216400001
ACH-000941,-1.9735962211400002
ACH-000943,-1.90838565461
ACH-000946,-1.8605760698299998
ACH-000947,-1.9542089337200002
ACH-000948,-1.7108002517899998
ACH-000950,-1.90000503065
ACH-000953,-2.23794993358
ACH-000957,-1.9039958879499999
ACH-000958,-1.39735587829
ACH-000960,-2.16063222402
ACH-000963,-1.2162655852
ACH-000968,-1.7411149658200002
ACH-000969,-1.75083407792
ACH-000973,-1.7973033586700002
ACH-000974,-1.5800141945500001
ACH-000975,-1.8270634772599998
ACH-000976,-1.9074197347599997
ACH-000978,-2.0753333998500003
ACH-000980,-1.8099898907099998
ACH-000984,-1.65714601515
ACH-000986,-1.57179772678
ACH-000988,-1.80089195496
ACH-000993,-1.67876902655
ACH-000994,-2.09543680657
ACH-000996,-1.9287490369599998
ACH-001001,-1.81748735762
ACH-001020,-1.6775122910799998
ACH-001028,-1.75506764123
ACH-001031,-1.7895427316799999
ACH-001038,-1.8488741892400002
ACH-001048,-1.7915191397799999
ACH-001050,-1.33450395248
ACH-001053,-1.59734986771
ACH-001054,-1.87499704868
ACH-001061,-1.73518013839
ACH-001067,-1.7081292683200002
ACH-001075,-1.59030690896
ACH-001096,-2.07766890122
ACH-001128,-2.27190899536
ACH-001134,-1.8180942427900002
ACH-001151,-1.61585948308
ACH-001163,-1.7671306489900003
ACH-001164,-2.0599669433
ACH-001173,-1.77002673021
ACH-001183,-1.51401203125
ACH-001184,-2.0072031601900004
ACH-001190,-1.5479855122600001
ACH-001192,-1.91848269134
ACH-001193,-1.88526538409
ACH-001196,-1.70919315678
ACH-001197,-2.01125667018
ACH-001205,-1.5434028501700001
ACH-001211,-1.71138487435
ACH-001212,-1.69615186991
ACH-001228,-1.8502184021599999
ACH-001232,-1.3908169138100002
ACH-001239,-1.84530336684
ACH-001274,-1.7382169901
ACH-001275,-1.66823502692
ACH-001277,-1.71006063965
ACH-001278,-2.1482851738
ACH-001280,-2.15891033741
ACH-001283,-1.86572167722
ACH-001289,-1.58732421324
ACH-001295,-1.7906096400599998
ACH-001300,-1.92408000115
ACH-001301,-1.67104780622
ACH-001302,-1.8760872581799999
ACH-001303,-1.87118633198
ACH-001306,-1.33402842675
ACH-001318,-1.58868480761
ACH-001322,-1.4240792490399998
ACH-001328,-1.5825986717899998
ACH-001332,-1.28488802343
ACH-001333,-1.78726766843
ACH-001336,-1.7073906433000001
ACH-001340,-1.71686679037
ACH-001346,-1.6906948882700001
ACH-001353,-1.71394824931
ACH-001354,-1.87053449661
ACH-001367,-1.73512972624
ACH-001368,-1.71855650032
ACH-001374,-1.67742685996
ACH-001375,-1.83663628273
ACH-001377,-1.90879404306
ACH-001380,-1.7193489342
ACH-001391,-1.55764973628
ACH-001407,-1.9193336229
ACH-001408,-1.5861687848600001
ACH-001413,-1.48710070006
ACH-001430,-1.4773481908200001
ACH-001431,-1.7841438446900002
ACH-001450,-1.8111972345200003
ACH-001496,-1.9175212223
ACH-001500,-1.9055734539900002
ACH-001521,-2.0027598773900004
ACH-001523,-1.6245157868399998
ACH-001532,-1.7531909410099997
ACH-001536,-1.76582526118
ACH-001550,-1.8020920407499998
ACH-001552,-1.5778478371899998
ACH-001554,-1.8565763861500002
ACH-001645,-1.83450107281
ACH-001654,-1.80952787485
ACH-001715,-1.65998994859
ACH-001735,-1.84419674376
ACH-001736,-2.12839637705
ACH-001737,-2.65866026722
ACH-001740,-2.24078136522
ACH-001745,-1.9612179862
ACH-001750,-1.84619024385
ACH-001765,-1.7336164452
ACH-001956,-1.99575442653
ACH-001957,-1.7213607898099998
