,PRRC2A (7916)
ACH-000243,-0.53127002028
ACH-000244,-0.8392259710079999
ACH-000246,-0.5662129610800001
ACH-000248,-0.56312487493
ACH-000250,-0.760703293489
ACH-000251,-0.676430615191
ACH-000253,-0.5481383582289999
ACH-000255,-0.926830213334
ACH-000256,-1.12800820256
ACH-000257,-0.934461065464
ACH-000258,-0.435435004347
ACH-000259,-0.711387214621
ACH-000260,-0.844742693354
ACH-000261,-0.64640595145
ACH-000262,-0.630718737227
ACH-000263,-1.0847619389399998
ACH-000264,-0.615155249499
ACH-000265,-0.801413489888
ACH-000266,-0.836766298134
ACH-000272,-0.5330383050199999
ACH-000273,-0.924844601787
ACH-000274,-0.7940595042199999
ACH-000277,-0.775191126584
ACH-000278,-0.5086572888759999
ACH-000279,-0.756034490144
ACH-000280,-0.6575250512290001
ACH-000281,-0.9069806538930001
ACH-000288,-0.783946248636
ACH-000291,-0.705330916938
ACH-000293,-1.08563278286
ACH-000294,-0.678565379736
ACH-000295,-0.988045091987
ACH-000296,-1.02464645379
ACH-000302,-0.875840035086
ACH-000304,-0.716017418691
ACH-000307,-0.6870880619799999
ACH-000308,-0.9207745644140001
ACH-000310,-0.621785473933
ACH-000311,-1.03245098998
ACH-000312,-0.7033937842569999
ACH-000315,-0.958671703267
ACH-000316,-0.535026509785
ACH-000317,-0.7761130417569999
ACH-000318,-0.6085820741269999
ACH-000319,-0.582492085127
ACH-000320,-0.6495684008770001
ACH-000322,-0.535433482798
ACH-000323,-0.700241293167
ACH-000324,-0.924715244135
ACH-000329,-0.583532699516
ACH-000330,-0.7305476411310001
ACH-000331,-0.756552328238
ACH-000332,-0.777271492819
ACH-000334,-0.730400519206
ACH-000335,-0.45697059985
ACH-000336,-0.7939364281550001
ACH-000337,-0.8963569509
ACH-000339,-0.9218161907260001
ACH-000341,-0.949450233416
ACH-000348,-0.6736481273289999
ACH-000350,-0.645449653598
ACH-000352,-1.0169576607100002
ACH-000356,-0.621218215911
ACH-000361,-0.43780069734800003
ACH-000362,-0.7496545264650001
ACH-000363,-0.898770201593
ACH-000364,-0.801711822019
ACH-000365,-0.48112882801600004
ACH-000366,-0.47193946512699997
ACH-000368,-0.706861996349
ACH-000374,-1.2827260332500001
ACH-000375,-0.566469026732
ACH-000376,-0.762630821409
ACH-000381,-0.652040435575
ACH-000383,-0.624167241624
ACH-000387,-1.07685380349
ACH-000389,-0.695519951659
ACH-000390,-0.552484253311
ACH-000393,-1.08010226246
ACH-000395,-0.710478793567
ACH-000397,-1.1129866668600001
ACH-000401,-0.8536770134720001
ACH-000402,0.13663435357999998
ACH-000403,-0.7087005959649999
ACH-000404,-0.506798705696
ACH-000406,-0.772055738893
ACH-000407,-0.717266251141
ACH-000408,-0.730493685192
ACH-000410,-0.45732275303400005
ACH-000411,-0.48771694345100003
ACH-000414,-0.76270370294
ACH-000415,-0.600703658923
ACH-000416,-0.784559213329
ACH-000420,-0.599707921455
ACH-000421,-0.9260037302140001
ACH-000424,-0.604485857861
ACH-000425,-0.540068481062
ACH-000426,-0.47885371268999993
ACH-000427,-0.37880892304700003
ACH-000433,-0.754864649013
ACH-000436,-0.6299108162520001
ACH-000444,-0.7331459001899999
ACH-000445,-0.781117011169
ACH-000448,-0.527872297302
ACH-000450,-0.8565352464910001
ACH-000452,-0.8118916312729999
ACH-000454,-0.8565499013500001
ACH-000458,-0.681348380887
ACH-000459,-0.5310583488139999
ACH-000460,-0.911807786075
ACH-000461,-0.418784498943
ACH-000463,-0.7734485387960001
ACH-000464,-0.48550115439999997
ACH-000466,-0.6511366174109999
ACH-000467,-0.61477845637
ACH-000468,-0.481528930595
ACH-000469,-0.883154019353
ACH-000470,-1.16948901641
ACH-000471,-0.161765927423
ACH-000472,-0.9443208751019999
ACH-000473,-0.813043327538
ACH-000475,-0.57141554497
ACH-000476,-1.2228189654700001
ACH-000477,-0.6805583712250001
ACH-000480,-0.624806737
ACH-000481,-0.601951722147
ACH-000483,-1.03429809192
ACH-000484,-0.290925304734
ACH-000485,-0.8297880824989999
ACH-000486,-0.594475011213
ACH-000487,-0.789313920097
ACH-000488,-0.624138186277
ACH-000490,-0.737472257024
ACH-000491,-0.943523761008
ACH-000495,-0.758944587082
ACH-000496,-0.51314892018
ACH-000499,-0.7350818376180001
ACH-000500,-0.305400030732
ACH-000502,-0.809143665243
ACH-000503,-1.03420761504
ACH-000505,-0.744695995107
ACH-000507,-0.67051377437
ACH-000510,-0.490011828823
ACH-000511,-0.670861458381
ACH-000512,-0.551417375457
ACH-000516,-0.768255364826
ACH-000517,-0.972185200531
ACH-000518,-0.789765955674
ACH-000520,-1.11516062341
ACH-000521,-0.41692432600999996
ACH-000522,-0.519658773318
ACH-000524,-0.831325553284
ACH-000527,-0.706471802243
ACH-000528,-0.625026981901
ACH-000537,-0.293234238448
ACH-000541,-1.0178522790200002
ACH-000542,-0.560517062324
ACH-000544,-0.8385694748520001
ACH-000545,-0.681380061965
ACH-000547,-1.18183082565
ACH-000548,-0.762503110596
ACH-000549,-0.620941885864
ACH-000550,-0.604816585316
ACH-000552,-0.7682211221999999
ACH-000556,-0.679814698922
ACH-000557,-0.7526680322689999
ACH-000570,-0.828122787545
ACH-000571,-0.96388481949
ACH-000573,-0.70330493849
ACH-000576,-0.863988807534
ACH-000580,-0.588609347207
ACH-000584,-0.981402929997
ACH-000585,-0.547005142924
ACH-000588,-0.285630955312
ACH-000589,-0.5694016334399999
ACH-000591,-0.932922453634
ACH-000593,-0.6651853774090001
ACH-000600,-0.988159370421
ACH-000601,-0.898013042939
ACH-000604,-0.705699108889
ACH-000605,-0.7670882770630001
ACH-000606,-0.929004871138
ACH-000608,-0.686819138029
ACH-000614,-0.352954199551
ACH-000616,-0.692313978935
ACH-000618,-0.872234689459
ACH-000619,-0.801963591287
ACH-000620,-0.83214600531
ACH-000621,-0.928933991566
ACH-000622,-0.5896808414
ACH-000623,-0.7581208467370001
ACH-000624,-1.1502901497799998
ACH-000627,-0.432130014821
ACH-000630,-0.639093955362
ACH-000632,-0.540059885754
ACH-000633,-0.810332558951
ACH-000637,-0.651989078293
ACH-000638,-1.0793413972299999
ACH-000646,-0.970857152731
ACH-000647,-0.8001516869840001
ACH-000648,-0.6812223894580001
ACH-000649,-0.576522172662
ACH-000651,-0.517522428309
ACH-000652,-0.841165877569
ACH-000653,-0.605538287138
ACH-000657,-0.604259293068
ACH-000658,-1.00631697
ACH-000661,-0.913413453771
ACH-000662,-0.7138364356970001
ACH-000663,-0.913326385523
ACH-000665,-0.686245691745
ACH-000671,-0.7675585077420001
ACH-000673,-0.767036622888
ACH-000676,-0.598437681736
ACH-000677,-0.895695699721
ACH-000681,-0.584410647431
ACH-000682,-0.582644316005
ACH-000683,-0.716591148457
ACH-000684,-0.463964606565
ACH-000688,-0.6610694058609999
ACH-000693,-0.6926719123880001
ACH-000694,-0.810866179676
ACH-000695,-0.9226560409639999
ACH-000696,-0.754564659303
ACH-000697,-0.919145722904
ACH-000699,-0.804700262647
ACH-000701,-0.941377701965
ACH-000706,-0.712518426743
ACH-000711,-0.7815916490989999
ACH-000713,-0.685281552228
ACH-000714,-0.48655506601099996
ACH-000718,-0.8819337699200002
ACH-000720,-0.555947237211
ACH-000721,-0.7148361373469999
ACH-000724,-0.75607249956
ACH-000725,-0.544710902539
ACH-000732,-0.7948668564370001
ACH-000734,-0.526059544416
ACH-000735,-0.631875488068
ACH-000736,-0.9603608005259999
ACH-000738,-0.929169104229
ACH-000746,-0.8396293540109999
ACH-000747,-0.877525835733
ACH-000748,-0.482290477992
ACH-000753,-0.7840251873109999
ACH-000756,-0.61702057401
ACH-000757,-1.0476084785600002
ACH-000758,-0.822356947599
ACH-000760,-0.8484792185619999
ACH-000763,-0.5168412924
ACH-000764,-0.7709542661750001
ACH-000765,-0.45611312646700003
ACH-000766,-0.904065127897
ACH-000767,-0.9199903710590001
ACH-000768,-0.650184452293
ACH-000769,-0.388217550223
ACH-000770,-0.7961679289
ACH-000771,-0.602846425056
ACH-000773,-0.641003057928
ACH-000776,-0.8619313652989999
ACH-000777,-0.625682953826
ACH-000778,-0.8352821624869999
ACH-000781,-0.7719831284950001
ACH-000782,-0.744344439853
ACH-000783,-1.0702205519299999
ACH-000784,-0.5945682509929999
ACH-000785,-0.770497704948
ACH-000787,-0.521136645872
ACH-000788,-0.544875134908
ACH-000791,-0.660922102799
ACH-000792,-0.6874757437540001
ACH-000794,-0.8492300941150001
ACH-000796,-0.7374911740889999
ACH-000799,-0.663724012898
ACH-000800,-1.0398424203
ACH-000802,-0.870434889592
ACH-000804,-0.649627042439
ACH-000805,-0.468717640072
ACH-000809,-0.548590330944
ACH-000810,-0.739553532417
ACH-000811,-0.6392316975460001
ACH-000817,-0.299386876623
ACH-000819,-0.79326971489
ACH-000820,-0.536344968205
ACH-000821,-0.606846834686
ACH-000822,-0.83881665962
ACH-000823,-0.808162891426
ACH-000824,-0.7389924617
ACH-000827,-0.9129406210519999
ACH-000829,-0.528348994043
ACH-000831,-0.595979649045
ACH-000832,-0.715861646932
ACH-000833,-0.68590163281
ACH-000834,-0.443942564869
ACH-000835,-0.695279642007
ACH-000836,-0.902116854183
ACH-000837,-0.8692898784559999
ACH-000838,-0.513863957084
ACH-000839,-0.787948652939
ACH-000840,-0.655512132289
ACH-000841,-0.7572672842270001
ACH-000843,-0.619225323322
ACH-000846,-0.733167829597
ACH-000847,-0.6840870964929999
ACH-000848,-0.58970949705
ACH-000849,-0.736353606103
ACH-000851,-0.749006614609
ACH-000855,-0.33304312097399996
ACH-000856,-0.818986992196
ACH-000858,-0.749845644289
ACH-000859,-0.789074460308
ACH-000861,-0.8647398362530001
ACH-000862,-0.7680597644789999
ACH-000865,-0.74141169845
ACH-000866,-0.7253909645759999
ACH-000867,-0.7317221689460001
ACH-000869,-0.853321933891
ACH-000872,-0.6727820433480001
ACH-000873,-0.711725437782
ACH-000876,-1.1900166714700002
ACH-000878,-0.9507282941140001
ACH-000880,-0.717237745232
ACH-000881,-0.444539708377
ACH-000882,-0.757843190332
ACH-000884,-0.9641141891700001
ACH-000885,-0.657315200149
ACH-000887,-0.49519759299500005
ACH-000888,-0.64665555814
ACH-000889,-0.833219515767
ACH-000890,-0.784859756017
ACH-000896,-0.47802883876100005
ACH-000898,-0.7519093650059999
ACH-000900,-0.9883216486390001
ACH-000901,-0.65574376512
ACH-000905,-0.51020491923
ACH-000906,-0.623907764814
ACH-000907,-1.16794695084
ACH-000910,-0.6983352492489999
ACH-000911,-0.748784709719
ACH-000912,-0.842848407346
ACH-000913,-0.9435703666099999
ACH-000915,-0.566669074178
ACH-000916,-0.6276330946809999
ACH-000917,-0.843913599069
ACH-000921,-0.931625279037
ACH-000924,-0.517761922986
ACH-000926,-0.711282504832
ACH-000928,-0.710264020782
ACH-000929,-0.699776996706
ACH-000932,-0.6179171600469999
ACH-000935,-0.5519067464490001
ACH-000936,-0.7847427410430001
ACH-000937,-0.9383660832449999
ACH-000938,-0.83757232999
ACH-000939,-0.777324789315
ACH-000941,-0.858936242609
ACH-000943,-0.7404893339540001
ACH-000946,-0.772956867079
ACH-000947,-0.6616557617800001
ACH-000948,-0.943929518288
ACH-000950,-0.712731234607
ACH-000953,-0.7423102258670001
ACH-000957,-0.7640464683670001
ACH-000958,-0.797911553697
ACH-000960,-0.7494216946009999
ACH-000963,-0.749550751213
ACH-000968,-0.569061011113
ACH-000969,-0.594799494074
ACH-000973,-0.8407732988140001
ACH-000974,-0.696360629831
ACH-000975,-0.977514050637
ACH-000976,-1.02275154872
ACH-000978,-0.821841056421
ACH-000980,-0.55151427304
ACH-000984,-0.8239096274779999
ACH-000986,-0.8930248729989999
ACH-000988,-0.9187679975220001
ACH-000993,-0.997572060608
ACH-000994,-0.7879061903910001
ACH-000996,-0.924460483339
ACH-001001,-0.714113390931
ACH-001020,-0.713579136955
ACH-001028,-0.788398369506
ACH-001031,-0.94430766994
ACH-001038,-0.343925098074
ACH-001048,-0.7358766201029999
ACH-001050,-0.9358061364040001
ACH-001053,-0.717991945275
ACH-001054,-0.843956481441
ACH-001061,-0.8589667999609999
ACH-001067,-0.7831193673989999
ACH-001075,-0.6128624807549999
ACH-001096,-0.283285424778
ACH-001128,-0.6198920819389999
ACH-001134,-0.7247067919779999
ACH-001151,-0.6363810581189999
ACH-001163,-0.909293100457
ACH-001164,-0.658083231798
ACH-001173,-0.857274943273
ACH-001183,-0.915672954575
ACH-001184,-0.534201094556
ACH-001190,-0.870182599908
ACH-001192,-0.780866999731
ACH-001193,-0.307387577139
ACH-001196,-0.951496878059
ACH-001197,-0.803245767579
ACH-001205,-0.820471081225
ACH-001211,-0.689431046687
ACH-001212,-0.8004103641600001
ACH-001228,-0.410160314859
ACH-001232,-0.729459622729
ACH-001239,-0.442694983205
ACH-001274,-0.7995958746840001
ACH-001275,-0.7845715880349999
ACH-001277,-1.12425119714
ACH-001278,-0.7824617318189999
ACH-001280,-0.34328778673199994
ACH-001283,-0.902522255401
ACH-001289,-0.8335317610519999
ACH-001295,-0.608953856083
ACH-001300,-0.536688913265
ACH-001301,-0.903319957456
ACH-001302,-0.58278842348
ACH-001303,-0.462200377418
ACH-001306,-0.508698742049
ACH-001318,-0.577165790338
ACH-001322,-0.7863434899259999
ACH-001328,-0.928684985203
ACH-001332,-0.67294214621
ACH-001333,-0.6870019128779999
ACH-001336,-0.8350752342569999
ACH-001340,-0.8817978469700001
ACH-001346,-0.6823563236650001
ACH-001353,-0.8863733010789999
ACH-001354,-0.970257920472
ACH-001367,-0.718833745014
ACH-001368,-0.786395757158
ACH-001374,-0.837013437295
ACH-001375,-0.6244545806740001
ACH-001377,-0.74627210374
ACH-001380,-0.8148588689219999
ACH-001391,-0.9113320404809999
ACH-001407,-1.06684805621
ACH-001408,-0.6854035943019999
ACH-001413,-0.621927860418
ACH-001430,-0.9976178155869999
ACH-001431,-0.820500589418
ACH-001450,-0.287270571757
ACH-001496,-0.725621958108
ACH-001500,-0.566317294234
ACH-001521,-0.932738074413
ACH-001523,-0.514727153917
ACH-001532,-1.05847184596
ACH-001536,-1.2738390306999998
ACH-001550,-0.851812296847
ACH-001552,-0.717712077344
ACH-001554,-0.747512771217
ACH-001645,-0.29903271979699997
ACH-001654,-0.5015852680780001
ACH-001715,-1.08919288656
ACH-001735,-0.6287593561399999
ACH-001736,-0.654027703278
ACH-001737,-0.512875509211
ACH-001740,-0.944362991748
ACH-001745,-0.948801616135
ACH-001750,-0.8283839059729999
ACH-001765,-0.973173674328
ACH-001956,-0.7704235183779999
ACH-001957,-0.663967642917
