,ACTL6A (86)
ACH-000408,-1.22689622852
ACH-000410,-1.6520001927
ACH-000411,-1.17345156073
ACH-000414,-1.50516401236
ACH-000415,-1.30171885441
ACH-000416,-1.32511754264
ACH-000420,-1.4265428569799998
ACH-000421,-1.41834676651
ACH-000424,-1.60394966824
ACH-000425,-1.3658999909
ACH-000426,-1.1356047925100001
ACH-000427,-1.45564580873
ACH-000433,-1.33588653785
ACH-000436,-1.44685268701
ACH-000444,-1.55456548435
ACH-000445,-1.1481092295
ACH-000448,-1.54367345542
ACH-000450,-1.3982358603999998
ACH-000452,-1.28380045297
ACH-000454,-1.2734829456399999
ACH-000458,-1.28115480004
ACH-000459,-1.32690681059
ACH-000460,-1.3655377887
ACH-000461,-1.3963837286899998
ACH-000463,-1.5249173878100002
ACH-000464,-1.6271328447799998
ACH-000466,-1.3108516667899999
ACH-000467,-1.2073665196799999
ACH-000468,-1.3087239480500001
ACH-000469,-1.4626921112
ACH-000470,-1.62941779081
ACH-000471,-1.5504756087399998
ACH-000472,-1.45642586288
ACH-000473,-1.21582007221
ACH-000475,-1.5150262108399999
ACH-000476,-1.4599201931999999
ACH-000477,-1.37564372549
ACH-000480,-1.42821987007
ACH-000481,-1.72072752245
ACH-000483,-1.3762903923899998
ACH-000484,-1.3541229104199999
ACH-000485,-1.4175313414
ACH-000486,-1.4066389354700002
ACH-000487,-1.5053694421200001
ACH-000488,-1.37853386042
ACH-000490,-1.1575116621100001
ACH-000491,-1.24755287087
ACH-000495,-1.3118838482600002
ACH-000496,-1.20323361187
ACH-000499,-1.35708695686
ACH-000500,-1.43149244748
ACH-000502,-1.2395597762100001
ACH-000503,-1.58876882408
ACH-000505,-1.49793573034
ACH-000507,-1.2139981810200002
ACH-000510,-1.37414314606
ACH-000511,-1.33628780408
ACH-000512,-1.59563797179
ACH-000516,-1.48397935662
ACH-000517,-1.42286529562
ACH-000518,-1.1458592272900001
ACH-000520,-1.5128208631400002
ACH-000521,-1.19047834639
ACH-000522,-1.24359995861
ACH-000524,-1.58010871074
ACH-000527,-1.29299587769
ACH-000528,-1.29298052947
ACH-000537,-1.1115978580399999
ACH-000541,-0.995137573538
ACH-000542,-1.16969413445
ACH-000544,-1.2042026383
ACH-000545,-1.34429957181
ACH-000547,-1.21248551264
ACH-000548,-1.1581434963700001
ACH-000549,-1.0549599597100001
ACH-000550,-1.4635138313299998
ACH-000552,-1.2553354934899998
ACH-000556,-1.32691662581
ACH-000557,-1.79933362041
ACH-000570,-1.44326433167
ACH-000571,-1.8046061895900003
ACH-000573,-1.5871834183200002
ACH-000576,-1.5129396721200001
ACH-000580,-1.5618285730099999
ACH-000584,-1.3653983193500001
ACH-000585,-1.2848905718899999
ACH-000588,-1.43064294299
ACH-000589,-1.3487929321899998
ACH-000591,-1.193556617
ACH-000593,-1.38328951511
ACH-000600,-1.02659995244
ACH-000601,-1.32508692949
ACH-000604,-1.66451047692
ACH-000605,-1.21240245464
ACH-000606,-1.17508917302
ACH-000608,-1.37868644718
ACH-000614,-1.48560213273
ACH-000616,-1.40816116891
ACH-000618,-1.33139842876
ACH-000619,-1.2956387598999999
ACH-000620,-1.4824053021899999
ACH-000621,-1.68368666845
ACH-000622,-1.1453440477799999
ACH-000623,-1.244288298
ACH-000624,-1.35182726162
ACH-000627,-1.44392281838
ACH-000630,-1.30905009465
ACH-000632,-1.4212457313999998
ACH-000633,-1.25329478219
ACH-000637,-1.4446387003299999
ACH-000638,-1.2330632972799997
ACH-000646,-1.02325975892
ACH-000647,-1.4348303846500001
ACH-000648,-1.51679125601
ACH-000649,-1.31402568165
ACH-000651,-1.47863015399
ACH-000652,-1.28428651301
ACH-000653,-1.73523921667
ACH-000657,-1.5043408268399998
ACH-000658,-1.8171994747599998
ACH-000661,-1.4078564145399999
ACH-000662,-1.48442799641
ACH-000663,-1.16774699073
ACH-000665,-1.17310184869
ACH-000671,-1.20561331858
ACH-000673,-1.6207086379299998
ACH-000676,-1.42469458037
ACH-000677,-1.38008014234
ACH-000681,-1.50816674648
ACH-000682,-1.3505563657
ACH-000683,-1.29662455725
ACH-000684,-1.36408759236
ACH-000688,-1.37647924323
ACH-000693,-1.0870443810400001
ACH-000694,-1.1469111692
ACH-000695,-1.4860727616999998
ACH-000696,-1.38292879168
ACH-000697,-1.14799277272
ACH-000699,-1.34729045933
ACH-000701,-1.4237684404799997
ACH-000706,-1.2027010611799998
ACH-000711,-1.27178042091
ACH-000713,-1.23103242501
ACH-000714,-1.30369897008
ACH-000718,-1.37094480887
ACH-000720,-1.60322708956
ACH-000721,-1.06083929545
ACH-000724,-1.51305488123
ACH-000725,-1.36813810768
ACH-000732,-1.11670282835
ACH-000734,-1.5054713658899999
ACH-000735,-1.07450971515
ACH-000736,-1.24772085664
ACH-000738,-1.5068658146
ACH-000746,-1.44453311319
ACH-000747,-1.33282954791
ACH-000748,-1.42256318046
ACH-000753,-1.47776881942
ACH-000756,-1.7564230313099998
ACH-000757,-1.0652179879299999
ACH-000758,-1.1749624948200001
ACH-000760,-1.39275102351
ACH-000763,-1.3326825548999999
ACH-000764,-1.4353216840600003
ACH-000765,-1.4355306694799999
ACH-000766,-1.21886910965
ACH-000767,-0.933654048048
ACH-000768,-1.52440748771
ACH-000769,-1.4550892629700003
ACH-000770,-1.3669246775900001
ACH-000771,-1.19293962469
ACH-000773,-1.29482902214
ACH-000776,-1.35141781273
ACH-000777,-1.13340601864
ACH-000778,-1.17931308979
ACH-000781,-1.22575020968
ACH-000782,-1.47904453095
ACH-000783,-1.8428756710599998
ACH-000784,-0.95816255111
ACH-000785,-2.08756959554
ACH-000787,-1.34508833942
ACH-000788,-1.58515752875
ACH-000791,-1.3144594689
ACH-000792,-1.1523216731
ACH-000794,-1.39717193343
ACH-000796,-1.54341415746
ACH-000799,-1.8025651564099998
ACH-000800,-1.57453461493
ACH-000802,-1.204857688
ACH-000804,-1.37685881408
ACH-000805,-1.59124518658
ACH-000809,-1.32660201481
ACH-000810,-0.795710177413
ACH-000811,-1.18869790152
ACH-000817,-1.2012177102600001
ACH-000819,-1.47203004311
ACH-000820,-1.90865616998
ACH-000821,-1.45094445931
ACH-000822,-2.0017149706
ACH-000823,-1.12675858161
ACH-000824,-1.54828373931
ACH-000827,-1.46768748955
ACH-000829,-1.5318411114700001
ACH-000831,-1.35489830139
ACH-000832,-1.1034856693600001
ACH-000833,-1.77623858783
ACH-000834,-1.2736832314
ACH-000835,-1.44503462407
ACH-000836,-1.0495764288
ACH-000837,-1.24886347944
ACH-000838,-1.44970818296
ACH-000839,-1.43624279366
ACH-000840,-1.40399595574
ACH-000841,-1.35780245206
ACH-000843,-1.16343884736
ACH-000846,-1.2285695627600002
ACH-000847,-1.6773458057
ACH-000848,-1.49888116412
ACH-000849,-1.55050801505
ACH-000851,-1.3623108236700001
ACH-000855,-1.28786899936
ACH-000856,-1.35340680529
ACH-000858,-1.26371105184
ACH-000859,-1.57780885382
ACH-000861,-1.34808926603
ACH-000862,-1.16533287133
ACH-000865,-1.14136231869
ACH-000866,-1.57531969465
ACH-000867,-1.43629137321
ACH-000869,-1.29961964891
ACH-000872,-1.34695086245
ACH-000873,-1.1316293152099999
ACH-000876,-1.63671500009
ACH-000878,-1.80837151257
ACH-000880,-1.31991612909
ACH-000881,-1.25561091151
ACH-000882,-1.60961438303
ACH-000884,-1.38722182528
ACH-000885,-1.35452097994
ACH-000887,-1.3570899787900002
ACH-000888,-1.44246173671
ACH-000889,-1.4951407649000001
ACH-000890,-1.42986428185
ACH-000896,-1.3748502977300001
ACH-000898,-1.43732647151
ACH-000900,-1.47368103514
ACH-000901,-1.6982793671399998
ACH-000905,-1.25385181184
ACH-000906,-1.3563152864399999
ACH-000907,-1.39211073706
ACH-000910,-1.3685127584299999
ACH-000911,-1.43781324754
ACH-000912,-1.3098858355399998
ACH-000913,-1.79229581841
ACH-000915,-1.26789274188
ACH-000916,-1.26337444294
ACH-000917,-1.14462814204
ACH-000921,-1.3075024542799998
ACH-000924,-1.4441874618900001
ACH-000926,-1.9587361111300001
ACH-000928,-1.5827205808700002
ACH-000929,-1.3829048597600002
ACH-000932,-1.4014905378100002
ACH-000935,-1.72956715662
ACH-000936,-1.40986434192
ACH-000937,-1.7298099683300001
ACH-000938,-1.32527423788
ACH-000939,-1.3639697296899997
ACH-000941,-1.3254786130299998
ACH-000943,-1.4699203091799997
ACH-000946,-1.4438823379499999
ACH-000947,-1.51142277996
ACH-000948,-1.3733326055000001
ACH-000950,-1.52244811321
ACH-000953,-1.8448476300799999
ACH-000957,-1.5526689935799998
ACH-000958,-1.7760965527099999
ACH-000960,-1.44885361099
ACH-000963,-1.8251691431700001
ACH-000968,-1.489329696
ACH-000969,-1.60304752461
ACH-000973,-1.4650136092100001
ACH-000974,-1.6538320425100002
ACH-000975,-1.26229807754
ACH-000976,-1.44942351309
ACH-000978,-1.0738030601200002
ACH-000980,-1.09279727342
ACH-000984,-1.18514432332
ACH-000986,-1.45228415699
ACH-000988,-1.40884422581
ACH-000993,-1.32582028562
ACH-000994,-1.34931355902
ACH-000996,-1.3795071079799999
ACH-001001,-1.2810530202600001
ACH-001020,-1.2588442261900001
ACH-001028,-1.52042311051
ACH-001031,-1.57448634565
ACH-001038,-1.65012464945
ACH-001048,-1.33001951987
ACH-001050,-1.7172857173700002
ACH-001053,-1.4963856853400002
ACH-001054,-1.41952528905
ACH-001061,-1.1839055832799998
ACH-001067,-1.46636062084
ACH-001075,-1.44124905187
ACH-001096,-1.5841301540000001
ACH-001128,-0.9131097549160001
ACH-001134,-1.3956709173
ACH-001151,-1.15495310651
ACH-001163,-1.4185326425799998
ACH-001164,-1.30820273876
ACH-001173,-1.31998120287
ACH-001183,-1.1407797479100001
ACH-001184,-1.92968794898
ACH-001190,-1.43177522184
ACH-001192,-1.80723432803
ACH-001193,-1.4265615435899999
ACH-001196,-1.59444505637
ACH-001197,-1.68994660792
ACH-001205,-1.6949085625
ACH-001211,-1.57199562551
ACH-001212,-1.4221937334
ACH-001228,-1.4024428339
ACH-001232,-1.11754275844
ACH-001239,-1.5481330600299998
ACH-001274,-1.34316369685
ACH-001275,-1.40187448766
ACH-001277,-1.55563525039
ACH-001278,-1.4896428380899998
ACH-001280,-1.46381616051
ACH-001283,-1.56290462234
ACH-001289,-1.42547385115
ACH-001295,-1.3294469344600002
ACH-001300,-1.24724650961
ACH-001301,-1.3289950433700002
ACH-001302,-1.24008287569
ACH-001303,-1.05051064067
ACH-001306,-1.4807137882499999
ACH-001318,-1.71239049759
ACH-001322,-1.29325224463
ACH-001328,-1.14173247104
ACH-001332,-1.62879591021
ACH-001333,-1.27368464199
ACH-001336,-1.44833679891
ACH-001340,-1.23628543772
ACH-001346,-1.10469564748
ACH-001353,-1.3049585389899998
ACH-001354,-0.720930584236
ACH-001367,-1.19230888952
ACH-001368,-1.5814336918
ACH-001374,-1.6752006378
ACH-001375,-1.33683925596
ACH-001377,-1.2542976695499999
ACH-001380,-1.2597300241399998
ACH-001391,-1.6811303657299999
ACH-001407,-1.25565193888
ACH-001408,-1.22710999535
ACH-001413,-1.32784677348
ACH-001430,-1.7703465205700002
ACH-001431,-1.47299768812
ACH-001450,-1.21677977787
ACH-001496,-1.1231882772
ACH-001500,-1.28056946834
ACH-001521,-1.44444143829
ACH-001523,-1.2139363296799999
ACH-001532,-1.5831676270299997
ACH-001536,-1.30599884215
ACH-001550,-1.07174433731
ACH-001552,-1.9063092400900001
ACH-001554,-1.6942559886500002
ACH-001645,-1.4084191265900001
ACH-001654,-1.47265471285
ACH-001715,-1.24646140474
ACH-001735,-1.5180119402599999
ACH-001736,-1.51966987391
ACH-001737,-1.19312924685
ACH-001740,-1.54737234074
ACH-001745,-1.68913518329
ACH-001750,-1.3727002806900002
ACH-001765,-1.53953023567
ACH-001956,-1.5229765936500002
ACH-001957,-1.6882078517299999
