,TINF2 (26277)
ACH-000855,-0.9648297747650001
ACH-000856,-1.3711584413
ACH-000858,-1.29572661192
ACH-000859,-1.3934636492399999
ACH-000861,-1.2677429223299999
ACH-000862,-1.27858133338
ACH-000865,-1.6362218822499999
ACH-000866,-1.4191129179299997
ACH-000867,-0.8892243564460001
ACH-000869,-0.699870122475
ACH-000872,-1.34242591765
ACH-000873,-1.4448425028999998
ACH-000876,-1.3491235482
ACH-000878,-1.5093277788100001
ACH-000880,-1.35308718836
ACH-000881,-1.6711623706
ACH-000882,-1.5333016783000002
ACH-000884,-1.5042313678
ACH-000885,-1.32201393222
ACH-000887,-1.2320271999899999
ACH-000888,-1.32636112825
ACH-000889,-1.57065514928
ACH-000890,-0.879638754234
ACH-000896,-1.34213085215
ACH-000898,-1.29498546995
ACH-000900,-1.15313469775
ACH-000901,-1.18112250272
ACH-000905,-1.58100018618
ACH-000906,-1.4699255077899998
ACH-000907,-1.35562593765
ACH-000910,-1.22849030239
ACH-000911,-1.18744032419
ACH-000912,-1.13364736819
ACH-000913,-1.33765810926
ACH-000915,-1.4631205971099999
ACH-000916,-1.32744658811
ACH-000917,-1.47954297007
ACH-000921,-1.4218739196099999
ACH-000924,-1.51751465259
ACH-000926,-1.53406930116
ACH-000928,-1.56714212132
ACH-000929,-1.49874890977
ACH-000932,-1.29325810694
ACH-000935,-1.44129867984
ACH-000936,-1.11581031844
ACH-000937,-1.66325683909
ACH-000938,-1.51434427069
ACH-000939,-0.7482557524310001
ACH-000941,-1.4359556825600002
ACH-000943,-1.35445911605
ACH-000946,-1.36816140569
ACH-000947,-1.42588778133
ACH-000948,-1.51069713944
ACH-000950,-1.02241899238
ACH-000953,-1.7542007334799998
ACH-000957,-0.994011491854
ACH-000958,-1.24367150713
ACH-000960,-1.5596861182600001
ACH-000963,-1.7651803202400003
ACH-000968,-1.7274428195400002
ACH-000969,-1.09860454593
ACH-000973,-1.30158945572
ACH-000974,-1.18645528217
ACH-000975,-0.823443407229
ACH-000976,-1.4558979237600003
ACH-000978,-1.29764502753
ACH-000980,-1.40776297241
ACH-000984,-0.924300070967
ACH-000986,-1.06351351926
ACH-000988,-1.42816070704
ACH-000993,-1.3850835576499998
ACH-000994,-1.32485504319
ACH-000996,-1.13955617366
ACH-001001,-1.33961742132
ACH-001020,-0.881352133161
ACH-001028,-1.4198232924
ACH-001031,-1.25803699479
ACH-001038,-1.60244828854
ACH-001048,-1.42804110257
ACH-001050,-1.5081696473800001
ACH-001053,-1.54350410213
ACH-001054,-1.5114630085
ACH-001061,-1.21456325825
ACH-001067,-1.3470501727200002
ACH-001075,-1.38786000414
ACH-001096,-1.42532654488
ACH-001128,-0.273644460707
ACH-001134,-1.27463388966
ACH-001151,-1.2219092481
ACH-001163,-0.752749254102
ACH-001164,-1.27963771408
ACH-001173,-0.9824526591580001
ACH-001183,-1.41266329367
ACH-001184,-1.1770035996
ACH-001190,-1.4314526764500002
ACH-001192,-1.6473716613299998
ACH-001193,-1.3839910891999998
ACH-001196,-1.42437525664
ACH-001197,-1.38623303525
ACH-001205,-1.21987927248
ACH-001211,-1.06774301515
ACH-001212,-1.49344537477
ACH-001228,-0.990012955686
ACH-001232,-1.49303796667
ACH-001239,-1.64331438868
ACH-001274,-0.8570342377060001
ACH-001275,-1.43091854306
ACH-001277,-1.55082029507
ACH-001278,-1.3721681351
ACH-001280,-1.8972534686200002
ACH-001283,-1.22918252004
ACH-001289,-1.59477450666
ACH-001295,-1.44391706982
ACH-001300,-1.5841993200400002
ACH-001301,-1.45806533721
ACH-001302,-1.3539862513299998
ACH-001303,-1.6351437295500002
ACH-001306,-0.856772039058
ACH-001318,-1.64726810206
ACH-001322,-1.4772176116999998
ACH-001328,-1.45463667486
ACH-001332,-1.75899234993
ACH-001333,-1.19002568312
ACH-001336,-1.22797153986
ACH-001340,-1.48897313505
ACH-001346,-1.24907183479
ACH-001353,-1.3307420458600001
ACH-001354,-1.93996719132
ACH-001367,-1.81344715131
ACH-001368,-1.3550277669600002
ACH-001374,-1.22185040181
ACH-001375,-1.5915188438699999
ACH-001377,-1.2944742538299998
ACH-001380,-1.32593170637
ACH-001391,-1.5503966957100002
ACH-001407,-1.4621846193599999
ACH-001408,-1.5677536278100002
ACH-001413,-0.906698718513
ACH-001430,-1.6644729907799998
ACH-001431,-1.7765788947799999
ACH-001450,-1.6587527198899998
ACH-001496,-0.999777032118
ACH-001500,-1.0230896436
ACH-001521,-1.16361643857
ACH-001523,-1.3705388962799998
ACH-001532,-1.32691037752
ACH-001536,-1.56375113299
ACH-001550,-0.814030335677
ACH-001552,-1.44754839019
ACH-001554,-1.4881689336200001
ACH-001645,-1.4680851103900001
ACH-001654,-1.52393699554
ACH-001715,-0.800224215014
ACH-001735,-1.52584623849
ACH-001736,-1.5038341998700002
ACH-001737,-1.32197000869
ACH-001740,-1.3662697800299999
ACH-001745,-1.50537821779
ACH-001750,-1.28297963779
ACH-001765,-1.37803826977
ACH-001956,-1.46735463264
ACH-001957,-1.48167202881
