,MTBP (27085)
ACH-000476,-1.61281568925
ACH-000477,-1.6442492202899999
ACH-000480,-1.17724944582
ACH-000481,-1.85333345948
ACH-000483,-1.5449542481099998
ACH-000484,-1.40771047851
ACH-000485,-1.6942075336700002
ACH-000486,-1.4807158170399999
ACH-000487,-1.5405149877899997
ACH-000488,-1.30157093169
ACH-000490,-1.25766177911
ACH-000491,-2.02687414101
ACH-000495,-1.52758494387
ACH-000496,-1.5889859278999998
ACH-000499,-1.5649208886700001
ACH-000500,-1.25366464944
ACH-000502,-1.60302846335
ACH-000503,-1.3020360250299998
ACH-000505,-1.69125976885
ACH-000507,-1.5343168635299997
ACH-000510,-1.7108392194
ACH-000511,-1.65475265338
ACH-000512,-1.3913894866799998
ACH-000516,-1.53010601629
ACH-000517,-1.68229056616
ACH-000518,-1.57206473967
ACH-000520,-1.46371071861
ACH-000521,-1.4596424299500002
ACH-000522,-1.72387017996
ACH-000524,-1.51047262108
ACH-000527,-1.5390297359099998
ACH-000528,-1.50728704106
ACH-000537,-1.5675892405
ACH-000541,-1.45011862361
ACH-000542,-1.44792793093
ACH-000544,-1.35020695546
ACH-000545,-1.44210224509
ACH-000547,-1.4566828141
ACH-000548,-1.3525799283000002
ACH-000549,-1.42749849646
ACH-000550,-1.57753363777
ACH-000552,-1.4060919924000002
ACH-000556,-1.52939237006
ACH-000557,-2.19893588602
ACH-000570,-1.5586472432
ACH-000571,-1.94927981912
ACH-000573,-1.5163037762600002
ACH-000576,-1.30329251268
ACH-000580,-1.5117362239399998
ACH-000584,-1.52724850588
ACH-000585,-1.77632541194
ACH-000588,-1.5628022353400002
ACH-000589,-1.42458162416
ACH-000591,-1.4262556103100001
ACH-000593,-1.53184849537
ACH-000600,-1.40058880974
ACH-000601,-1.6875561882499999
ACH-000604,-1.58518184364
ACH-000605,-1.5773288225600002
ACH-000606,-1.2280635201999999
ACH-000608,-2.08348232764
ACH-000614,-1.70237622962
ACH-000616,-1.34940111281
ACH-000618,-1.4862407899399999
ACH-000619,-1.50677182795
ACH-000620,-1.60100458991
ACH-000621,-1.7398574841299999
ACH-000622,-1.59806821295
ACH-000623,-1.5219670875600002
ACH-000624,-1.4442364657799998
ACH-000627,-1.53796923121
ACH-000630,-1.3718038800999999
ACH-000632,-1.58035819014
ACH-000633,-1.51561689144
ACH-000637,-1.34910593718
ACH-000638,-1.51313541759
ACH-000646,-1.82195769091
ACH-000647,-1.7152728899899998
ACH-000648,-1.63597045023
ACH-000649,-1.3607038339
ACH-000651,-1.6915774767200003
ACH-000652,-1.54351206912
ACH-000653,-1.68106159192
ACH-000657,-1.50861852939
ACH-000658,-1.7337316503799998
ACH-000661,-1.29395756392
ACH-000662,-1.82513160062
ACH-000663,-1.41729276474
ACH-000665,-1.46415239696
ACH-000671,-1.3434838666600002
ACH-000673,-1.64373820036
ACH-000676,-1.7326271902500001
ACH-000677,-1.9232517747
ACH-000681,-1.57291562801
ACH-000682,-1.4169778290700001
ACH-000683,-1.68143145321
ACH-000684,-1.31467255717
ACH-000688,-2.0108887061300003
ACH-000693,-1.57079653393
ACH-000694,-1.5862241516100002
ACH-000695,-1.83671890634
ACH-000696,-1.36006106444
ACH-000697,-1.4129319137799998
ACH-000699,-1.42731297167
ACH-000701,-1.79279571277
ACH-000706,-1.51559308032
ACH-000711,-1.55377728931
ACH-000713,-1.50441489692
ACH-000714,-1.5930514998899998
ACH-000718,-1.8651640890599999
ACH-000720,-1.34099576073
ACH-000721,-1.4839876535799998
ACH-000724,-1.53894721056
ACH-000725,-1.9183183484
ACH-000732,-1.37735721097
ACH-000734,-1.55151096787
ACH-000735,-1.64683046517
ACH-000736,-1.3657520742700002
ACH-000738,-1.52118663685
ACH-000746,-1.85088865143
ACH-000747,-1.52360724064
ACH-000748,-1.5592714975100002
ACH-000753,-1.66074129289
ACH-000756,-1.4631283097
ACH-000757,-1.7997070570099998
ACH-000758,-1.12323937022
ACH-000760,-1.63318881032
ACH-000763,-1.74376791801
ACH-000764,-1.48050301564
ACH-000765,-1.35894944308
ACH-000766,-1.4659490825900001
ACH-000767,-1.7615344268900002
ACH-000768,-1.3119109096500001
ACH-000769,-1.49101716567
ACH-000770,-1.72350848292
ACH-000771,-1.52301568666
ACH-000773,-1.47733908039
ACH-000776,-1.31762053014
ACH-000777,-1.2478767423600001
ACH-000778,-1.92862873245
ACH-000781,-1.3839130919299998
ACH-000782,-1.40474364007
ACH-000783,-1.69575634096
ACH-000784,-1.5259655729100001
ACH-000785,-1.8521067701900003
ACH-000787,-1.5084788716100002
ACH-000788,-1.59426592609
ACH-000791,-1.57366659766
ACH-000792,-1.41407812425
ACH-000794,-1.29154754308
ACH-000796,-1.7189834981099998
ACH-000799,-1.634615116
ACH-000800,-1.6416219927200002
ACH-000802,-1.4204158908700002
ACH-000804,-1.45571937512
ACH-000805,-1.5973642340399998
ACH-000809,-1.31486655066
ACH-000810,-1.43448124482
ACH-000811,-1.57607681484
ACH-000817,-1.4947227475600002
ACH-000819,-1.63600181734
ACH-000820,-1.85289405273
ACH-000821,-1.5600592230099999
ACH-000822,-1.89758287039
ACH-000823,-1.4883242796399998
ACH-000824,-1.4869744408399999
ACH-000827,-1.32034873205
ACH-000829,-1.84870966507
ACH-000831,-1.30616743142
ACH-000832,-1.30989355065
ACH-000833,-1.66344037321
ACH-000834,-1.48288077186
ACH-000835,-1.48435788099
ACH-000836,-1.63097970125
ACH-000837,-1.4923219013100002
ACH-000838,-1.5070201741100002
ACH-000839,-1.5414021737299999
ACH-000840,-1.32516443173
ACH-000841,-1.50789912935
ACH-000843,-1.47415751178
ACH-000846,-1.2005493815000001
ACH-000847,-1.18565517704
ACH-000848,-1.43117560199
ACH-000849,-1.70038506946
ACH-000851,-1.4523078963299998
ACH-000855,-1.66485605076
ACH-000856,-1.73895514148
ACH-000858,-1.73111328097
ACH-000859,-1.27577084927
ACH-000861,-1.5430355479
ACH-000862,-1.6623473434799998
ACH-000865,-1.54567687509
ACH-000866,-1.8359350176099998
ACH-000867,-1.5802609979
ACH-000869,-1.2186158592
ACH-000872,-1.34980867549
ACH-000873,-1.39600054988
ACH-000876,-1.55788062391
ACH-000878,-1.11833941323
ACH-000880,-1.49404931437
ACH-000881,-1.57806199845
ACH-000882,-1.60824664926
ACH-000884,-1.6356835511399999
ACH-000885,-1.6725698034799998
ACH-000887,-1.3686787056799998
ACH-000888,-1.6622584684700001
ACH-000889,-1.6629194428
ACH-000890,-1.46540241282
ACH-000896,-1.36269327784
ACH-000898,-1.56224815407
ACH-000900,-1.60848602583
ACH-000901,-1.41678440435
ACH-000905,-1.45930342643
ACH-000906,-1.69188289369
ACH-000907,-1.47698969304
ACH-000910,-1.3868960982299998
ACH-000911,-1.5463592967500002
ACH-000912,-1.49855525059
ACH-000913,-1.782659726
ACH-000915,-1.69341683067
ACH-000916,-1.20341003185
ACH-000917,-1.31649569224
ACH-000921,-1.4209722553100002
ACH-000924,-1.3979498598700002
ACH-000926,-1.50984236189
ACH-000928,-1.47426539238
ACH-000929,-1.65229615329
ACH-000932,-1.36612263759
ACH-000935,-1.6276212022299998
ACH-000936,-1.49427200635
ACH-000937,-1.8588895834499999
ACH-000938,-1.61750453895
ACH-000939,-1.5773350528499999
ACH-000941,-1.7136858673500002
ACH-000943,-1.2331798465100001
ACH-000946,-1.6204028824899999
ACH-000947,-1.46175333206
ACH-000948,-1.19970396747
ACH-000950,-1.30423332143
ACH-000953,-1.76379321051
ACH-000957,-1.4276248822600002
ACH-000958,-1.5608809906
ACH-000960,-1.8572804160799998
ACH-000963,-1.35444125316
ACH-000968,-1.45328359314
ACH-000969,-1.67425765311
ACH-000973,-1.70206799165
ACH-000974,-1.59977098468
ACH-000975,-1.57263403715
ACH-000976,-1.43528881968
ACH-000978,-1.28712833409
ACH-000980,-1.63758731776
ACH-000984,-1.59715317517
ACH-000986,-1.477335769
ACH-000988,-1.96392272153
ACH-000993,-1.53177673893
ACH-000994,-1.49669913493
ACH-000996,-1.5826269132600002
ACH-001001,-1.5493351470299999
ACH-001020,-1.79145564915
ACH-001028,-1.7005158969299998
ACH-001031,-1.46676426704
ACH-001038,-1.63413942883
ACH-001048,-1.62305295435
ACH-001050,-1.6094735491499998
ACH-001053,-1.4779696694100002
ACH-001054,-1.5879297928799998
ACH-001061,-1.3598365239899999
ACH-001067,-1.60082318038
ACH-001075,-1.4372846677700002
ACH-001096,-1.8163719335900004
ACH-001128,-1.8184098645299998
ACH-001134,-1.59097776304
ACH-001151,-1.5354408138100002
ACH-001163,-1.5202582697100002
ACH-001164,-1.51394111691
ACH-001173,-1.57216209755
ACH-001183,-1.3555942405899999
ACH-001184,-2.0258453658400004
ACH-001190,-1.6007784994999998
ACH-001192,-1.57489468206
ACH-001193,-1.8338707204599998
ACH-001196,-1.4133570579799999
ACH-001197,-1.4420390172100002
ACH-001205,-1.51969017747
ACH-001211,-1.51145614739
ACH-001212,-1.58813260289
ACH-001228,-1.5554251603
ACH-001232,-1.4761501253600002
ACH-001239,-1.8139737324400003
ACH-001274,-1.32360386484
ACH-001275,-1.3971827401899999
ACH-001277,-1.61780105322
ACH-001278,-1.40848500066
ACH-001280,-1.8508321291
ACH-001283,-1.47398932141
ACH-001289,-1.5858193677
ACH-001295,-1.76111694569
ACH-001300,-1.49223981243
ACH-001301,-1.6881916723800001
ACH-001302,-1.69959529785
ACH-001303,-1.7667406803799999
ACH-001306,-1.57444253273
ACH-001318,-1.33345301036
ACH-001322,-1.52619520511
ACH-001328,-1.4760307124599998
ACH-001332,-1.12206001326
ACH-001333,-1.42154555239
ACH-001336,-1.20944420924
ACH-001340,-1.4599184376499998
ACH-001346,-1.33472575247
ACH-001353,-1.5668829928299999
ACH-001354,-1.2672629839
ACH-001367,-1.7000203451700002
ACH-001368,-1.54562205609
ACH-001374,-1.8064934651900002
ACH-001375,-1.5397316104799998
ACH-001377,-1.5106799634
ACH-001380,-1.41538700912
ACH-001391,-2.11563022088
ACH-001407,-1.35435177344
ACH-001408,-1.36083466715
ACH-001413,-1.5760307868799999
ACH-001430,-1.78775156872
ACH-001431,-1.9492028326900002
ACH-001450,-1.5492003932
ACH-001496,-1.48528319546
ACH-001500,-1.4596631317
ACH-001521,-1.16819908918
ACH-001523,-1.28147152296
ACH-001532,-1.6219274248500002
ACH-001536,-1.6059901547400002
ACH-001550,-1.90076984737
ACH-001552,-1.61530423215
ACH-001554,-1.5307960218099999
ACH-001645,-1.79303337208
ACH-001654,-1.54884203146
ACH-001715,-1.10375960769
ACH-001735,-1.7583330303799998
ACH-001736,-1.80423331252
ACH-001737,-1.76235673465
ACH-001740,-1.6390574035799998
ACH-001745,-1.7511118491799997
ACH-001750,-1.50871216881
ACH-001765,-1.5597138262999999
ACH-001956,-1.51603388122
ACH-001957,-1.57851720396
