,DGKZ (8525)
ACH-000169,-0.270626143351
ACH-000178,-0.112024540967
ACH-000182,-0.273409590167
ACH-000183,0.0657566503339
ACH-000188,-0.214054916068
ACH-000189,-0.327139449592
ACH-000190,-0.253753672816
ACH-000198,-0.111977411056
ACH-000204,-0.12909643437999999
ACH-000206,-0.158314708933
ACH-000207,-0.544662952771
ACH-000211,-0.213439535693
ACH-000215,-0.27047330782699996
ACH-000221,-0.5856467793069999
ACH-000222,-0.43624386712499996
ACH-000223,-0.048615097695800004
ACH-000226,-0.0751762104441
ACH-000227,-0.19998611721
ACH-000228,-0.0052068959124
ACH-000231,-0.322281688182
ACH-000232,-0.368994031128
ACH-000233,0.129539684949
ACH-000234,-0.0827070019054
ACH-000235,-0.142501997165
ACH-000237,-0.141360509986
ACH-000238,0.04414540563159999
ACH-000243,-0.046988353982499995
ACH-000244,-0.29341225061500004
ACH-000246,-0.0965172891263
ACH-000248,-0.0684552338583
ACH-000250,-0.0702420986819
ACH-000251,-0.304309898396
ACH-000253,-0.030972823602
ACH-000255,-0.315569751184
ACH-000256,-0.100617798937
ACH-000257,-0.49915446593999996
ACH-000258,0.122309060917
ACH-000259,-0.275807838016
ACH-000260,-0.19541520055
ACH-000261,-0.14727269118300002
ACH-000262,-0.120329789386
ACH-000263,-0.0821086091369
ACH-000264,-0.16401459820699998
ACH-000265,-0.331366231005
ACH-000266,-0.140314940204
ACH-000272,-0.0335957282424
ACH-000273,-0.137197370619
ACH-000274,-0.110827585797
ACH-000277,0.0052611694562700005
ACH-000278,-0.07223134404510001
ACH-000279,-0.12325288126900001
ACH-000280,-0.148422331743
ACH-000281,-0.569829443874
ACH-000288,-0.329455547748
ACH-000291,0.0120525564042
ACH-000293,-0.0814720961842
ACH-000294,-0.050202044159900004
ACH-000295,-0.20733262062
ACH-000296,0.0182975120863
ACH-000302,-0.0344626394026
ACH-000304,-0.18357494888599998
ACH-000307,-0.232342757837
ACH-000308,-0.074202828969
ACH-000310,-0.186705776299
ACH-000311,-0.0560657843155
ACH-000312,-0.18615370254900002
ACH-000315,-0.34775138460199995
ACH-000316,-0.104387051922
ACH-000317,-0.309089069894
ACH-000318,-0.38607619165299994
ACH-000319,-0.471310526324
ACH-000320,-0.019032531638799997
ACH-000322,-0.252322723051
ACH-000323,-0.385108999951
ACH-000324,-0.131566327467
ACH-000329,-0.0933893138033
ACH-000330,-0.161637610169
ACH-000331,0.0112177421679
ACH-000332,-0.009270930054110001
ACH-000334,-0.0739732416605
ACH-000335,0.00790914112282
ACH-000336,0.17915380769
ACH-000337,-0.0499987709261
ACH-000339,-0.054475127214599996
ACH-000341,-0.238049625238
ACH-000348,-0.38724091846
ACH-000350,-0.152744976219
ACH-000352,-0.234426401584
ACH-000356,-0.278628218175
ACH-000361,-0.256554803453
ACH-000362,-0.0550516016415
ACH-000363,-0.163180040069
ACH-000364,0.11264052505899999
ACH-000365,-0.10478058047399999
ACH-000366,-0.18576945807
ACH-000368,-0.12706718955399998
ACH-000374,-0.0951297877136
ACH-000375,-0.209567010763
ACH-000376,-0.192536126858
ACH-000381,-0.21422832552
ACH-000383,-0.19659279968899998
ACH-000387,-0.146847966333
ACH-000389,-0.164419285255
ACH-000390,-0.22131684656800002
ACH-000393,-0.177011473706
ACH-000395,-0.176941888235
ACH-000397,-0.0635625338162
ACH-000401,-0.24338845653400001
ACH-000402,0.161725455193
ACH-000403,-0.210234787531
ACH-000404,-0.393249661413
ACH-000406,-0.207258417999
ACH-000407,-0.0722024650738
ACH-000408,-0.41781703610200005
ACH-000410,-0.16180752583900002
ACH-000411,-0.154268396708
ACH-000414,-0.0968106307253
ACH-000415,-0.539669601662
ACH-000416,0.00337181632488
ACH-000420,-0.287725798182
ACH-000421,-0.219266932672
ACH-000424,-0.237957221404
ACH-000425,-0.0715538852088
ACH-000426,-0.0718279527924
ACH-000427,0.00171937882269
ACH-000433,-0.36870269964
ACH-000436,-0.17284272516899998
ACH-000444,-0.197503641881
ACH-000445,0.105080592027
ACH-000448,-0.109803871476
ACH-000450,-0.429548674148
ACH-000452,-0.026089467216500004
ACH-000454,-0.27672854618299997
ACH-000458,-0.0937542696257
ACH-000459,-0.126025742444
ACH-000460,-0.282605122388
ACH-000461,-0.172515537219
ACH-000463,-0.040813636319
ACH-000464,-0.254673445418
ACH-000466,-0.0682344996677
ACH-000467,0.0293200522651
ACH-000468,-0.48349089597499995
ACH-000469,-0.33601346565300005
ACH-000470,-0.301857153556
ACH-000471,0.06849540116019999
ACH-000472,-0.10996869884199999
ACH-000473,-0.0683727669181
ACH-000475,-0.0005933179100599999
ACH-000476,-0.245372800681
ACH-000477,-0.233102072745
ACH-000480,-0.00925204739
ACH-000481,-0.22959032213799999
ACH-000483,-0.16064244872400002
ACH-000484,-0.227883126634
ACH-000485,-0.067980806651
ACH-000486,-0.23342243951299999
ACH-000487,-0.667537976439
ACH-000488,-0.08418491221079999
ACH-000490,-0.225646251221
ACH-000491,-0.27950435155000003
ACH-000495,-0.314775122
ACH-000496,-0.09664130089510001
ACH-000499,-0.5264229126659999
ACH-000500,-0.236771440834
ACH-000502,-0.037000518017300005
ACH-000503,-0.24776464917399998
ACH-000505,-0.012994017614
ACH-000507,-0.10661763593599999
ACH-000510,-0.257296132875
ACH-000511,-0.184540812744
ACH-000512,-0.27088885151500003
ACH-000516,-0.196348147422
ACH-000517,-0.165762622658
ACH-000518,-0.0757299427168
ACH-000520,-0.20634174007300002
ACH-000521,0.104365825747
ACH-000522,-0.400810044513
ACH-000524,-0.07798070002660001
ACH-000527,-0.0574596315868
ACH-000528,-0.0715065111214
ACH-000537,-0.404487394891
ACH-000541,-0.069490459174
ACH-000542,-0.0527981353273
ACH-000544,-0.314075072423
ACH-000545,-0.195034457707
ACH-000547,-0.33579557564999996
ACH-000548,-0.0758329195859
ACH-000549,-0.157399440603
ACH-000550,-0.172750685841
ACH-000552,0.014572401989200002
ACH-000556,-0.10265754903100001
ACH-000557,-0.108887829968
ACH-000570,-0.22692570738499998
ACH-000571,-0.09200096650089999
ACH-000573,-0.19496844436500002
ACH-000576,0.0445413838204
ACH-000580,-0.013844975699200002
ACH-000584,-0.227998917044
ACH-000585,-0.324571620258
ACH-000588,0.117412806252
ACH-000589,-0.276265078175
ACH-000591,-0.05916388852519999
ACH-000593,-0.17250743706500002
ACH-000600,-0.193759983778
ACH-000601,-0.08602373788010001
ACH-000604,-0.321994880537
ACH-000605,0.0505735549969
ACH-000606,-0.218822668922
ACH-000608,-0.339596449461
ACH-000614,0.006470503559140001
ACH-000616,0.006291814746109999
ACH-000618,-0.140871234314
ACH-000619,-0.46911240466000004
ACH-000620,-0.0183112819282
ACH-000621,-0.116193381393
ACH-000622,0.031644173086
ACH-000623,-0.24224643973999999
ACH-000624,-0.21172894952
ACH-000627,-0.127415625628
ACH-000630,0.08075871150830001
ACH-000632,-0.179701778354
ACH-000633,0.025125038197599998
ACH-000637,0.0945402324303
ACH-000638,-0.220637046008
ACH-000646,0.218846333095
ACH-000647,-0.008836893265959999
ACH-000648,0.128539931186
ACH-000649,-0.0616375710435
ACH-000651,-0.026412475894
ACH-000652,-0.0963732159949
ACH-000653,-0.054562171287699995
ACH-000657,-0.182082832436
ACH-000658,-0.0042761317356700005
ACH-000661,-0.194344601439
ACH-000662,-0.583730979608
ACH-000663,-0.0808971759191
ACH-000665,-0.477249922677
ACH-000671,-0.36877368259900006
ACH-000673,-0.128827244839
ACH-000676,0.0926269799258
ACH-000677,0.025231267063500002
ACH-000681,-0.0293817703065
ACH-000682,-0.16983082575599998
ACH-000683,-0.133701913778
ACH-000684,-0.38575968795500004
ACH-000688,-0.179838025598
ACH-000693,-0.27862942850600003
ACH-000694,-0.0474820599423
ACH-000695,-0.27663375425000003
ACH-000696,-0.141315449159
ACH-000697,-0.0753459799986
ACH-000699,-0.143244265121
ACH-000701,0.305880374387
ACH-000706,-0.40151667089299997
ACH-000711,-0.340327248657
ACH-000713,-0.37622451081999997
ACH-000714,-0.20234730438700002
ACH-000718,-0.0462518249167
ACH-000720,-0.404538081447
ACH-000721,0.14879955076999998
ACH-000724,-0.21436427186299997
ACH-000725,-0.16737248353700002
ACH-000732,-0.24982419492600003
ACH-000734,-0.284841430385
ACH-000735,-0.25833427106199996
ACH-000736,-0.103957829392
ACH-000738,-0.239415308878
ACH-000746,-0.163277752218
ACH-000747,-0.125834593683
ACH-000748,-0.154613748371
ACH-000753,-0.172136850078
ACH-000756,-0.11268013798
ACH-000757,-0.372949726228
ACH-000758,-0.0514643254165
ACH-000760,-0.138831578559
ACH-000763,0.0884284813831
ACH-000764,-0.0253992366703
ACH-000765,-0.190298634017
ACH-000766,-0.142367278302
ACH-000767,-0.07269326839660001
ACH-000768,0.0348295043524
ACH-000769,-0.08195296698480001
ACH-000770,-0.167121743193
ACH-000771,-0.13726000903
ACH-000773,-0.156909342796
ACH-000776,-0.308803846845
ACH-000777,-0.0254367203513
ACH-000778,-0.109906261953
ACH-000781,-0.27916192558499997
ACH-000782,-0.257841766551
ACH-000783,-0.111017529016
ACH-000784,-0.167098482273
ACH-000785,-0.277511951045
ACH-000787,-0.17225205752099998
ACH-000788,-0.16979217771
ACH-000791,-0.275119364945
ACH-000792,-0.14461467621500002
ACH-000794,-0.0644783191902
ACH-000796,-0.119271287344
ACH-000799,-0.0974068505796
ACH-000800,-0.175403596854
ACH-000802,-0.35654421604000003
ACH-000804,-0.138531027956
ACH-000805,-0.000497096456887
ACH-000809,-0.16178376754499998
ACH-000810,-0.118707746862
ACH-000811,-0.25898850196199996
ACH-000817,0.23496199724800002
ACH-000819,-0.16498876016
ACH-000820,-0.0782795206135
ACH-000821,-0.138826534587
ACH-000822,0.10275545012800001
ACH-000823,-0.275553174395
ACH-000824,-0.21711265421999998
ACH-000827,-0.0034761977481
ACH-000829,-0.207687793382
ACH-000831,-0.38746904225900003
ACH-000832,-0.237995233653
ACH-000833,-0.40263883484800006
ACH-000834,-0.0583577399061
ACH-000835,-0.0212285242644
ACH-000836,-0.18983427536800002
ACH-000837,0.0024101016929899996
ACH-000838,-0.12503928550100002
ACH-000839,-0.126532686907
ACH-000840,-0.207082714173
ACH-000841,-0.2319845747
ACH-000843,-0.611620425607
ACH-000846,-0.250744358241
ACH-000847,-0.34668885532
ACH-000848,-0.327092124566
ACH-000849,-0.209617216848
ACH-000851,-0.0790989212676
ACH-000855,-0.133799801217
ACH-000856,-0.10021152175899999
ACH-000858,-0.175247735121
ACH-000859,-0.22787836268000003
ACH-000861,-0.06130217501659999
ACH-000862,0.0154778589517
ACH-000865,-0.106183476812
ACH-000866,-0.23225969563700002
ACH-000867,-0.11790390597000001
ACH-000869,-0.16642611747000002
ACH-000872,-0.178391993043
ACH-000873,-0.150009253104
ACH-000876,-0.284570690355
ACH-000878,0.109761404276
ACH-000880,0.05578416446000001
ACH-000881,0.12508396394500002
ACH-000882,-0.124346823343
ACH-000884,-0.130616301001
ACH-000885,-0.168254043776
ACH-000887,-0.108665405405
ACH-000888,-0.0554270348054
ACH-000889,-0.0698625577393
ACH-000890,-0.17290526600900002
ACH-000896,-0.110267358017
ACH-000898,0.0436969158316
ACH-000900,-0.329772024123
ACH-000901,-0.0857116810891
ACH-000905,-0.192699178608
ACH-000906,-0.149066327223
ACH-000907,-0.414453302473
ACH-000910,-0.32910903001499997
ACH-000911,-0.0814538588643
ACH-000912,-0.0942730580656
ACH-000913,-0.09604683915819999
ACH-000915,-0.341037522037
ACH-000916,-0.24281777270799998
ACH-000917,-0.44735885144599996
ACH-000921,-0.148683359329
ACH-000924,-0.00113334439449
ACH-000926,0.0661286651797
ACH-000928,-0.209279651928
ACH-000929,-0.260979505474
ACH-000932,-0.262776177303
ACH-000935,-0.0458912504424
ACH-000936,-0.166282089244
ACH-000937,-0.250455218435
ACH-000938,-0.14129438620999998
ACH-000939,0.107613769399
ACH-000941,-0.188789996533
ACH-000943,-0.188911710722
ACH-000946,-0.07413093737160001
ACH-000947,-0.13197215007500002
ACH-000948,-0.251219485218
ACH-000950,-0.0463388850311
ACH-000953,-0.38718799953500005
ACH-000957,-0.22261830264899998
ACH-000958,-0.294740262931
ACH-000960,-0.07211214667339999
ACH-000963,-0.180773667456
ACH-000968,0.21352681719099997
ACH-000969,-0.172689903732
ACH-000973,-0.0937353653183
ACH-000974,-0.09818955638980001
ACH-000975,-0.177915472661
ACH-000976,-0.253993591739
ACH-000978,0.3619555923800001
ACH-000980,-0.109816018213
ACH-000984,0.125225156994
ACH-000986,-0.36133137331
ACH-000988,-0.364418047304
ACH-000993,-0.178466237789
ACH-000994,-0.16154794280999998
ACH-000996,-0.342498843768
ACH-001001,0.034189332768299996
ACH-001020,-0.507949471502
ACH-001028,-0.072697796875
ACH-001031,-0.370317340995
ACH-001038,-0.119689838323
ACH-001048,-0.15098024412900002
ACH-001050,-0.193986479963
ACH-001053,-0.463782131923
ACH-001054,-0.170189181778
ACH-001061,-0.0732787201848
ACH-001067,-0.22046595695500001
ACH-001075,-0.205811455348
ACH-001096,-0.287639252394
ACH-001128,-0.597458218731
ACH-001134,-0.0476010512935
ACH-001151,-0.0810044524677
ACH-001163,-0.018232933292200004
ACH-001164,-0.291714998263
ACH-001173,-0.113925762413
ACH-001183,-0.238159302643
ACH-001184,0.000156232151288
ACH-001190,-0.292315445454
ACH-001192,-0.328868387699
ACH-001193,-0.356950479789
ACH-001196,-0.37495496853699994
ACH-001197,-0.19257302335299997
ACH-001205,0.06105636853350001
ACH-001211,-0.250347351963
ACH-001212,-0.35759270234499996
ACH-001228,-0.188769851964
ACH-001232,-0.255015821011
ACH-001239,-0.08018305168810001
ACH-001274,0.140118966598
ACH-001275,0.09224242696070001
ACH-001277,-0.252007186373
ACH-001278,-0.269201462458
ACH-001280,-0.06877594132680001
ACH-001283,-0.29688590746599997
ACH-001289,-0.0281629388248
ACH-001295,-0.16812601844500003
ACH-001300,-0.19049078808699998
ACH-001301,-0.101949089949
ACH-001302,-0.565091188597
ACH-001303,-0.299389631074
ACH-001306,-0.215761823403
ACH-001318,-0.178000990396
ACH-001322,0.122602822933
ACH-001328,-0.117270686167
ACH-001332,0.22927309279199998
ACH-001333,-0.16932191338
ACH-001336,-0.21115101279100001
ACH-001340,-0.247934020002
ACH-001346,-0.234009489492
ACH-001353,-0.149420764343
ACH-001354,-0.10176673352299999
ACH-001367,-0.448559731365
ACH-001368,-0.17649552241900002
ACH-001374,-0.00347570734016
ACH-001375,-0.375055283267
ACH-001377,-0.161218803681
ACH-001380,-0.0514778630368
ACH-001391,-0.022551711844099997
ACH-001407,-0.274339528123
ACH-001408,-0.106022875102
ACH-001413,-0.144505174098
ACH-001430,0.09872089260510002
ACH-001431,-0.20804241884799998
ACH-001450,-0.286308591598
ACH-001496,-0.17612548854899998
ACH-001500,0.145903938566
ACH-001521,-0.38431781941200005
ACH-001523,0.007560410433939999
ACH-001532,-0.132215174025
ACH-001536,0.17203361880999998
ACH-001550,0.012022734647600002
ACH-001552,-0.309230765664
ACH-001554,-0.48718912473399995
ACH-001645,-0.09165940814989999
ACH-001654,-0.268997920477
ACH-001715,-0.266976841558
ACH-001735,-0.112200988135
ACH-001736,-0.22533952118099998
ACH-001737,-0.255908004598
ACH-001740,-0.268958671581
ACH-001745,-0.28310024439
ACH-001750,-0.023462527257099998
ACH-001765,-0.15881227895400002
ACH-001956,-0.202050124518
ACH-001957,-0.23237367687
