,BYSL (705)
ACH-000222,-1.6336929719100002
ACH-000223,-1.2603652319399998
ACH-000226,-1.0966895704100001
ACH-000227,-1.15164590157
ACH-000228,-1.34821521442
ACH-000231,-1.18942148949
ACH-000232,-1.19112743403
ACH-000233,-1.26943129871
ACH-000234,-1.34983162042
ACH-000235,-1.44619082788
ACH-000237,-1.1626918049400001
ACH-000238,-1.18998991816
ACH-000243,-1.30489777473
ACH-000244,-1.05032357162
ACH-000246,-1.3423873203
ACH-000248,-1.25225765797
ACH-000250,-1.09166929101
ACH-000251,-1.2677485935500001
ACH-000253,-0.890199265132
ACH-000255,-1.4171305939899999
ACH-000256,-1.0008822464799998
ACH-000257,-1.05189639223
ACH-000258,-1.21184037937
ACH-000259,-1.36393255946
ACH-000260,-1.28958890981
ACH-000261,-1.18004709808
ACH-000262,-1.3633021276800001
ACH-000263,-1.18596313741
ACH-000264,-1.50404261169
ACH-000265,-1.3243745220299998
ACH-000266,-1.1730017558399999
ACH-000272,-1.24006635532
ACH-000273,-1.1605147977799999
ACH-000274,-1.34362952958
ACH-000277,-1.1501504537799998
ACH-000278,-1.0338644419399998
ACH-000279,-1.3020781193100002
ACH-000280,-1.33939725654
ACH-000281,-1.4210183569900001
ACH-000288,-1.09001232266
ACH-000291,-1.3465687864899998
ACH-000293,-1.07164386323
ACH-000294,-1.0846764510100002
ACH-000295,-1.39774671635
ACH-000296,-1.1392059831999999
ACH-000302,-1.09603402942
ACH-000304,-1.1476463535299999
ACH-000307,-1.56005244558
ACH-000308,-1.3918245513999998
ACH-000310,-1.30666491245
ACH-000311,-1.3595675496899997
ACH-000312,-1.37004387379
ACH-000315,-0.9196689926739999
ACH-000316,-1.0332031221100002
ACH-000317,-1.54180914989
ACH-000318,-1.02963886524
ACH-000319,-1.3529784655200001
ACH-000320,-1.54544609056
ACH-000322,-1.17860063381
ACH-000323,-1.28967188005
ACH-000324,-1.1529276530500001
ACH-000329,-0.355379488361
ACH-000330,-1.40642288314
ACH-000331,-1.24194045764
ACH-000332,-0.6717583130920001
ACH-000334,-1.4186874480899998
ACH-000335,-1.1854089709
ACH-000336,-1.58541108241
ACH-000337,-1.0098934086799998
ACH-000339,-1.3880414466799997
ACH-000341,-1.41067907566
ACH-000348,-1.17847844329
ACH-000350,-1.3315741543000001
ACH-000352,-1.3766874134399998
ACH-000356,-1.0238474070799999
ACH-000361,-1.2797578916299999
ACH-000362,-1.2174738225200001
ACH-000363,-1.6853814104
ACH-000364,-1.32596548552
ACH-000365,-1.17784943935
ACH-000366,-1.18446895126
ACH-000368,-1.33359385235
ACH-000374,-1.13393778815
ACH-000375,-1.5391218720500002
ACH-000376,-1.18921956916
ACH-000381,-1.11766300809
ACH-000383,-1.24662220232
ACH-000387,-1.32278397389
ACH-000389,-1.22203241756
ACH-000390,-1.24326723644
ACH-000393,-1.4254872991999998
ACH-000395,-1.20932760956
ACH-000397,-1.28152240434
ACH-000401,-1.1055301798000001
ACH-000402,-1.3148347202700001
ACH-000403,-1.32452730657
ACH-000404,-1.2444742551999999
ACH-000406,-1.0425592192200002
ACH-000407,-1.1473134943799999
ACH-000408,-1.2227833330600002
ACH-000410,-1.18781777099
ACH-000411,-1.2849356382500001
ACH-000414,-1.5061453779499998
ACH-000415,-1.09607073979
ACH-000416,-1.3645681449200002
ACH-000420,-1.4534050055599999
ACH-000421,-1.2466084317
ACH-000424,-1.09692358464
ACH-000425,-1.27045309254
ACH-000426,-1.69518856787
ACH-000427,-1.1444806625200001
ACH-000433,-1.34425392098
ACH-000436,-1.3725926099399999
ACH-000444,-1.15654821219
ACH-000445,-1.0615984268
ACH-000448,-1.31303013096
ACH-000450,-1.08620356947
ACH-000452,-1.4186541800499999
ACH-000454,-1.24178423528
ACH-000458,-1.34024628217
ACH-000459,-0.8822627275630001
ACH-000460,-1.30690294719
ACH-000461,-0.691363216757
ACH-000463,-1.17566260889
ACH-000464,-1.33871094591
ACH-000466,-1.5574747818799999
ACH-000467,-1.10882246085
ACH-000468,-1.20545660149
ACH-000469,-1.2286186942200001
ACH-000470,-1.230704985
ACH-000471,-1.32943039712
ACH-000472,-1.2244995303100001
ACH-000473,-1.3180838348200001
ACH-000475,-1.3429106232899999
ACH-000476,-1.4854370551499998
ACH-000477,-1.18187391215
ACH-000480,-1.45716698662
ACH-000481,-1.21277498343
ACH-000483,-1.3077486535299998
ACH-000484,-1.1921198014499998
ACH-000485,-1.1962278641500002
ACH-000486,-1.3998772116799998
ACH-000487,-1.22708535451
ACH-000488,-1.27138734969
ACH-000490,-1.18159150575
ACH-000491,-1.35986073664
ACH-000495,-0.988312138943
ACH-000496,-1.30359661663
ACH-000499,-1.37520081774
ACH-000500,-1.50900626536
ACH-000502,-1.2073692340100002
ACH-000503,-1.23005646298
ACH-000505,-1.29238423727
ACH-000507,-1.18843887606
ACH-000510,-1.2777533136499999
ACH-000511,-1.5270639675600002
ACH-000512,-1.37005259947
ACH-000516,-1.20855081471
ACH-000517,-1.3758039794699999
ACH-000518,-1.21686361411
ACH-000520,-0.885860851928
ACH-000521,-1.37009161799
ACH-000522,-1.48966854638
ACH-000524,-1.54911191823
ACH-000527,-1.45896654753
ACH-000528,-1.2264438501100001
ACH-000537,-1.4288755315600001
ACH-000541,-1.09761581801
ACH-000542,-1.41349874054
ACH-000544,-1.4260587699
ACH-000545,-1.3011102009200002
ACH-000547,-1.4732265823299997
ACH-000548,-1.0962057985100002
ACH-000549,-1.1247954471
ACH-000550,-1.68222331029
ACH-000552,-1.3198988269299998
ACH-000556,-1.34461395824
ACH-000557,-1.55673733948
ACH-000570,-1.0937774014
ACH-000571,-1.43103221437
ACH-000573,-1.4281924677899998
ACH-000576,-1.3237279557100001
ACH-000580,-1.0567422334299998
ACH-000584,-1.22278174792
ACH-000585,-1.05574940925
ACH-000588,-1.37187072271
ACH-000589,-1.51653203256
ACH-000591,-1.2385697577299999
ACH-000593,-1.21878939854
ACH-000600,-1.1364898637899998
ACH-000601,-1.2992090359000001
ACH-000604,-1.1659602211
ACH-000605,-1.1086218407600001
ACH-000606,-1.2064871203
ACH-000608,-1.3473768366999999
ACH-000614,-1.33360460524
ACH-000616,-1.13749672325
ACH-000618,-1.27996653278
ACH-000619,-1.25909069587
ACH-000620,-1.28072001469
ACH-000621,-1.27953044719
ACH-000622,-1.82794475676
ACH-000623,-1.28651182497
ACH-000624,-1.31077542425
ACH-000627,-1.24518532645
ACH-000630,-1.04663221217
ACH-000632,-1.11450996921
ACH-000633,-1.52429155361
ACH-000637,-1.55062681085
ACH-000638,-1.18032343644
ACH-000646,-1.45061205265
ACH-000647,-1.4895730796899997
ACH-000648,-1.23916440394
ACH-000649,-1.3733480211899998
ACH-000651,-1.1932560679200002
ACH-000652,-1.3096631682100002
ACH-000653,-1.25178215524
ACH-000657,-1.21258574524
ACH-000658,-1.2676492879799999
ACH-000661,-1.42837241143
ACH-000662,-1.04695457347
ACH-000663,-1.50205008252
ACH-000665,-1.35311660613
ACH-000671,-1.5408290421700002
ACH-000673,-1.1627400014700002
ACH-000676,-1.2312999708299999
ACH-000677,-1.52689341
ACH-000681,-1.4005337222999998
ACH-000682,-1.2614833540000001
ACH-000683,-1.44886314271
ACH-000684,-1.33359719283
ACH-000688,-1.07308609399
ACH-000693,-1.11648381982
ACH-000694,-1.21589313161
ACH-000695,-1.37030113681
ACH-000696,-1.1810278660299998
ACH-000697,-1.2084702945
ACH-000699,-1.02559417829
ACH-000701,-1.29343036968
ACH-000706,-1.49565028523
ACH-000711,-1.2186107850399999
ACH-000713,-0.971618108498
ACH-000714,-1.1311580320799999
ACH-000718,-1.30672864328
ACH-000720,-1.05561230099
ACH-000721,-1.22277711885
ACH-000724,-1.2187883634
ACH-000725,-1.0729557951100002
ACH-000732,-0.995072844144
ACH-000734,-1.3423674116
ACH-000735,-1.12429288914
ACH-000736,-1.0229667303
ACH-000738,-1.39024900491
ACH-000746,-1.40455319595
ACH-000747,-1.0964609960299998
ACH-000748,-1.38729036893
ACH-000753,-1.23333585371
ACH-000756,-1.09580993009
ACH-000757,-1.41031358118
ACH-000758,-1.28154555324
ACH-000760,-1.40782648739
ACH-000763,-1.2670069035
ACH-000764,-1.18171384746
ACH-000765,-1.24837780261
ACH-000766,-1.47098163255
ACH-000767,-1.3825241184900001
ACH-000768,-0.889440822086
ACH-000769,-1.30105505589
ACH-000770,-1.28272282498
ACH-000771,-1.05341199747
ACH-000773,-1.32268431734
ACH-000776,-1.33099685945
ACH-000777,-1.35129049322
ACH-000778,-1.7834692370400003
ACH-000781,-1.4962711632499999
ACH-000782,-1.24356356889
ACH-000783,-0.904321886243
ACH-000784,-1.46278585701
ACH-000785,-1.05365082082
ACH-000787,-1.19224078479
ACH-000788,-1.30668336883
ACH-000791,-1.2772853659799999
ACH-000792,-0.753792192242
ACH-000794,-0.9825530656579999
ACH-000796,-1.1130836227299998
ACH-000799,-1.26772243032
ACH-000800,-1.2389554685200002
ACH-000802,-1.10299824978
ACH-000804,-1.33698959435
ACH-000805,-1.54334319116
ACH-000809,-1.21932421331
ACH-000810,-0.9067193585430001
ACH-000811,-1.48425532028
ACH-000817,-1.62596187943
ACH-000819,-1.40260057044
ACH-000820,-1.3605141333200002
ACH-000821,-1.36432022412
ACH-000822,-0.946062671504
ACH-000823,-1.18201275682
ACH-000824,-1.46322412739
ACH-000827,-1.25856313088
ACH-000829,-1.28217573646
ACH-000831,-1.35608710715
ACH-000832,-1.16452364222
ACH-000833,-1.49947428139
ACH-000834,-1.18754946202
ACH-000835,-1.2030391152200002
ACH-000836,-1.28404658573
ACH-000837,-1.1748333765799999
ACH-000838,-1.10381617121
ACH-000839,-1.25408785222
ACH-000840,-1.32519318584
ACH-000841,-1.28073022634
ACH-000843,-1.3660403814700002
ACH-000846,-1.08837487339
ACH-000847,-1.44213832393
ACH-000848,-1.22681205872
ACH-000849,-1.3042315662000001
ACH-000851,-1.1904497035700001
ACH-000855,-1.35908623322
ACH-000856,-1.1935080694
ACH-000858,-1.2596420087
ACH-000859,-1.3004566653899998
ACH-000861,-1.23425632911
ACH-000862,-1.20314807294
ACH-000865,-1.30051908514
ACH-000866,-1.17695645867
ACH-000867,-1.27820365841
ACH-000869,-1.24665669837
ACH-000872,-1.28088281555
ACH-000873,-1.33262149667
ACH-000876,-1.06847802521
ACH-000878,-1.0723736999
ACH-000880,-1.01095266471
ACH-000881,-1.22215322124
ACH-000882,-1.3889906757100001
ACH-000884,-1.0284086572
ACH-000885,-1.07157805249
ACH-000887,-1.1090680718700001
ACH-000888,-1.2978908011
ACH-000889,-1.2316682017799998
ACH-000890,-1.25915209639
ACH-000896,-0.900136869207
ACH-000898,-1.3312060362
ACH-000900,-1.15398999366
ACH-000901,-1.2748526175700001
ACH-000905,-1.25757849193
ACH-000906,-1.38208360137
ACH-000907,-1.4182996980200002
ACH-000910,-1.22548030083
ACH-000911,-1.17400770234
ACH-000912,-1.43068780442
ACH-000913,-1.1148472472600002
ACH-000915,-1.2623142005799999
ACH-000916,-1.01358405385
ACH-000917,-1.2663123815200001
ACH-000921,-1.17239116103
ACH-000924,-1.4185774956200001
ACH-000926,-1.1873836634100001
ACH-000928,-1.42840809972
ACH-000929,-1.2337902433
ACH-000932,-1.25885477945
ACH-000935,-1.48968360859
ACH-000936,-1.31422644453
ACH-000937,-1.24095891381
ACH-000938,-1.37692333135
ACH-000939,-1.21074759013
ACH-000941,-1.37578208241
ACH-000943,-1.2552918500299999
ACH-000946,-1.29599734528
ACH-000947,-1.1827545921200002
ACH-000948,-1.1615934062200002
ACH-000950,-1.5488278816799999
ACH-000953,-1.11854792403
ACH-000957,-1.31693499484
ACH-000958,-1.4128546335299998
ACH-000960,-1.3112559811700002
ACH-000963,-1.25723602697
ACH-000968,-0.6257981480579999
ACH-000969,-1.24603797478
ACH-000973,-1.28412009306
ACH-000974,-1.14868573699
ACH-000975,-1.29396108691
ACH-000976,-1.2826920915100002
ACH-000978,-1.14670634924
ACH-000980,-1.3439926242200002
ACH-000984,-1.45877153834
ACH-000986,-1.1287772726899998
ACH-000988,-1.29506334086
ACH-000993,-1.4443398275600001
ACH-000994,-1.28390212209
ACH-000996,-1.2864059379600001
ACH-001001,-1.05940776715
ACH-001020,-1.18224631581
ACH-001028,-1.40323545489
ACH-001031,-1.3217581183
ACH-001038,-1.3530716912
ACH-001048,-1.24707660243
ACH-001050,-1.48949996653
ACH-001053,-1.2532949549299999
ACH-001054,-1.09796377486
ACH-001061,-1.1347488341399998
ACH-001067,-1.30836480684
ACH-001075,-1.23155502193
ACH-001096,-1.3025265715
ACH-001128,-1.6489542479100001
ACH-001134,-1.56479703532
ACH-001151,-1.29089208823
ACH-001163,-1.24381755077
ACH-001164,-0.950282793856
ACH-001173,-1.18955088426
ACH-001183,-1.23918245107
ACH-001184,-1.20375361006
ACH-001190,-1.2335887897799998
ACH-001192,-1.32025210441
ACH-001193,-1.2129673887999999
ACH-001196,-1.04265764418
ACH-001197,-1.30013719428
ACH-001205,-1.23826141668
ACH-001211,-1.59065102373
ACH-001212,-1.45955529178
ACH-001228,-1.51146126572
ACH-001232,-1.3204159557
ACH-001239,-1.3862777826600001
ACH-001274,-1.26320409465
ACH-001275,-1.08512088305
ACH-001277,-1.4524566117500002
ACH-001278,-1.20962240362
ACH-001280,-1.51997952024
ACH-001283,-1.2099758336700002
ACH-001289,-1.0205423040700001
ACH-001295,-1.08053822803
ACH-001300,-1.4624890022200001
ACH-001301,-1.37857242592
ACH-001302,-1.3730527733700002
ACH-001303,-1.42407700784
ACH-001306,-1.33826991045
ACH-001318,-1.05519794424
ACH-001322,-1.2247237041299999
ACH-001328,-1.05250652969
ACH-001332,-1.06869741925
ACH-001333,-1.27696511975
ACH-001336,-1.15475394177
ACH-001340,-1.26695497807
ACH-001346,-1.24082123373
ACH-001353,-1.3641541106400001
ACH-001354,-1.19368454934
ACH-001367,-1.27617348427
ACH-001368,-1.2589135213
ACH-001374,-1.08526309173
ACH-001375,-1.1398436061
ACH-001377,-1.22589751832
ACH-001380,-1.17891727573
ACH-001391,-1.23337110801
ACH-001407,-1.10966506308
ACH-001408,-1.0771922174500002
ACH-001413,-1.0647143536399999
ACH-001430,-1.12677475587
ACH-001431,-1.42799168345
ACH-001450,-1.2306556127
ACH-001496,-1.28213157262
ACH-001500,-1.29686507102
ACH-001521,-1.40348193227
ACH-001523,-1.17553611406
ACH-001532,-1.2104112726
ACH-001536,-0.996431989464
ACH-001550,-1.4724688225799998
ACH-001552,-1.27733077659
ACH-001554,-1.0994873728899999
ACH-001645,-1.5067791648
ACH-001654,-1.6061715288799998
ACH-001715,-0.949856701488
ACH-001735,-1.22305577651
ACH-001736,-1.2529740339700002
ACH-001737,-0.840586342923
ACH-001740,-1.24786401802
ACH-001745,-1.20191163964
ACH-001750,-1.07918766067
ACH-001765,-1.32650102841
ACH-001956,-1.21008219601
ACH-001957,-1.23271439589
