,DBR1 (51163)
ACH-000232,-2.05178543223
ACH-000233,-2.10507769478
ACH-000234,-2.2540816688799996
ACH-000235,-1.9947834762999999
ACH-000237,-2.08006072263
ACH-000238,-1.63717092422
ACH-000243,-1.7902946564200002
ACH-000244,-1.4986505085799997
ACH-000246,-1.78502171819
ACH-000248,-1.86747016283
ACH-000250,-1.62836695843
ACH-000251,-2.01863365938
ACH-000253,-2.08785494466
ACH-000255,-1.5103154867
ACH-000256,-1.85238328477
ACH-000257,-1.5401807317200003
ACH-000258,-1.54372232584
ACH-000259,-1.93659935996
ACH-000260,-1.83328730602
ACH-000261,-1.86533351155
ACH-000262,-1.76013932093
ACH-000263,-2.01745779193
ACH-000264,-1.71695855095
ACH-000265,-1.98797402417
ACH-000266,-1.7934221180400003
ACH-000272,-1.87414454997
ACH-000273,-1.8332517861000002
ACH-000274,-1.65467797901
ACH-000277,-1.7622374345400003
ACH-000278,-1.8877381689500001
ACH-000279,-2.00396453159
ACH-000280,-1.99046442097
ACH-000281,-1.79383989724
ACH-000288,-1.8652518733099996
ACH-000291,-1.9894673786700001
ACH-000293,-2.02946338254
ACH-000294,-2.4227733558
ACH-000295,-1.66390869141
ACH-000296,-2.0480919889099996
ACH-000302,-2.30910540472
ACH-000304,-2.34315714121
ACH-000307,-1.69002057707
ACH-000308,-1.7804538141599997
ACH-000310,-0.8537343552150001
ACH-000311,-1.8367005429599998
ACH-000312,-1.8443657140099998
ACH-000315,-1.9023822251299998
ACH-000316,-2.14672534473
ACH-000317,-2.08258726587
ACH-000318,-1.79730037159
ACH-000319,-1.6321561889200003
ACH-000320,-1.88916093911
ACH-000322,-1.46939556836
ACH-000323,-1.7130000053299999
ACH-000324,-1.9061346096400003
ACH-000329,-2.0339255162
ACH-000330,-1.8533724533400002
ACH-000331,-1.7184274872099998
ACH-000332,-1.73937458472
ACH-000334,-1.8308730759
ACH-000335,-1.9271626934400001
ACH-000336,-2.14241724072
ACH-000337,-1.82502772574
ACH-000339,-1.8922251953799998
ACH-000341,-2.05444903121
ACH-000348,-2.27224813142
ACH-000350,-1.9601152054599997
ACH-000352,-1.6895730259900001
ACH-000356,-1.9525419379400002
ACH-000361,-1.63962230603
ACH-000362,-2.11155540188
ACH-000363,-1.7547782354400003
ACH-000364,-1.9806458198599997
ACH-000365,-1.96355424194
ACH-000366,-1.97033770978
ACH-000368,-1.8751276713099998
ACH-000374,-1.6431731282700002
ACH-000375,-1.6673882092399999
ACH-000376,-1.76032427933
ACH-000381,-1.7240142347
ACH-000383,-2.04269392226
ACH-000387,-1.9143828913099998
ACH-000389,-1.88686675819
ACH-000390,-1.87704072348
ACH-000393,-1.9659715508700002
ACH-000395,-1.8208340586099998
ACH-000397,-1.69234628215
ACH-000401,-1.6047801041299998
ACH-000402,-2.4564981277
ACH-000403,-1.87469923938
ACH-000404,-1.82193322413
ACH-000406,-1.9928522197999998
ACH-000407,-1.65088916072
ACH-000408,-1.6293212877399998
ACH-000410,-1.7905019932599997
ACH-000411,-1.8363119330700002
ACH-000414,-2.0905572708
ACH-000415,-1.5818054918
ACH-000416,-1.6332998032
ACH-000420,-1.8953917608500002
ACH-000421,-1.8771377911099998
ACH-000424,-1.8569634741
ACH-000425,-1.60993452147
ACH-000426,-1.88910362118
ACH-000427,-1.33078789995
ACH-000433,-1.78103404259
ACH-000436,-1.9827214626499998
ACH-000444,-1.7676841006900001
ACH-000445,-1.45497291572
ACH-000448,-1.8808044504099999
ACH-000450,-2.0103048157
ACH-000452,-1.84246768659
ACH-000454,-1.685151627
ACH-000458,-1.7404917705400003
ACH-000459,-2.24132500965
ACH-000460,-1.53108576635
ACH-000461,-2.08317180721
ACH-000463,-1.89696686949
ACH-000464,-1.81362834523
ACH-000466,-1.81279598092
ACH-000467,-2.0300263010900004
ACH-000468,-1.9745011429400003
ACH-000469,-1.80742713162
ACH-000470,-2.31165757475
ACH-000471,-1.7652975548700003
ACH-000472,-1.9912901130900003
ACH-000473,-1.91666398612
ACH-000475,-1.9489072987
ACH-000476,-2.03370396515
ACH-000477,-2.57262682886
ACH-000480,-1.69991881947
ACH-000481,-1.8967685554799998
ACH-000483,-1.95445785284
ACH-000484,-2.41026830222
ACH-000485,-1.74803242153
ACH-000486,-1.7792751567099998
ACH-000487,-1.8533990026499998
ACH-000488,-1.59001452831
ACH-000490,-1.88451876572
ACH-000491,-1.88300060879
ACH-000495,-2.0810427676299996
ACH-000496,-1.9240760838
ACH-000499,-1.65614240587
ACH-000500,-1.8237676573900001
ACH-000502,-1.8227442297799998
ACH-000503,-1.6110487975
ACH-000505,-2.0478737064
ACH-000507,-1.7663664681599998
ACH-000510,-2.0236425263799998
ACH-000511,-1.59025691182
ACH-000512,-1.5991110094
ACH-000516,-1.63182474375
ACH-000517,-1.7291645364800001
ACH-000518,-1.4791941393
ACH-000520,-1.76442607056
ACH-000521,-1.76728726911
ACH-000522,-1.82752924396
ACH-000524,-2.09374312129
ACH-000527,-1.8325009729599997
ACH-000528,-1.52627887507
ACH-000537,-2.00955375408
ACH-000541,-2.01785531912
ACH-000542,-1.59577759669
ACH-000544,-1.5057944058500001
ACH-000545,-1.55524247498
ACH-000547,-1.3898699787900002
ACH-000548,-1.91957866436
ACH-000549,-1.78525810777
ACH-000550,-1.9615491007799999
ACH-000552,-1.69335167056
ACH-000556,-1.63117005831
ACH-000557,-1.6656702920700002
ACH-000570,-1.72175957039
ACH-000571,-2.31653848993
ACH-000573,-2.10327578833
ACH-000576,-1.9919051210299998
ACH-000580,-1.78492271842
ACH-000584,-1.9895333579799999
ACH-000585,-1.93636869933
ACH-000588,-1.8766964657799998
ACH-000589,-1.77721184741
ACH-000591,-1.6096021822100002
ACH-000593,-1.9271479195599996
ACH-000600,-2.05460728124
ACH-000601,-1.6448766814500002
ACH-000604,-1.7970554835099999
ACH-000605,-1.8460368172400001
ACH-000606,-1.6909158963600002
ACH-000608,-1.8919962373700001
ACH-000614,-1.6725428900600001
ACH-000616,-1.6229624867899999
ACH-000618,-1.64882382991
ACH-000619,-1.5688120229700002
ACH-000620,-1.9016569116599997
ACH-000621,-2.19538578933
ACH-000622,-2.07960173419
ACH-000623,-1.9594326989900002
ACH-000624,-1.7608734813799998
ACH-000627,-1.52098952045
ACH-000630,-1.67855951024
ACH-000632,-2.00349247991
ACH-000633,-2.0254766718
ACH-000637,-1.75723664977
ACH-000638,-1.7373088886
ACH-000646,-1.98935913102
ACH-000647,-1.63579548581
ACH-000648,-2.03939555338
ACH-000649,-1.9392023051599998
ACH-000651,-1.84192302155
ACH-000652,-1.7672202223700002
ACH-000653,-1.8200316770900002
ACH-000657,-1.91956852072
ACH-000658,-1.83088790833
ACH-000661,-2.3747645250900002
ACH-000662,-2.10674169317
ACH-000663,-2.1034010832799996
ACH-000665,-1.7256332466
ACH-000671,-1.96793891063
ACH-000673,-1.6148844248899998
ACH-000676,-1.7653617975799998
ACH-000677,-2.77548962503
ACH-000681,-2.1584699340299998
ACH-000682,-1.8331078591
ACH-000683,-1.7485787773700001
ACH-000684,-1.85282323458
ACH-000688,-1.78305174659
ACH-000693,-1.6506381669799999
ACH-000694,-1.6493620032499998
ACH-000695,-1.5755530541100002
ACH-000696,-1.7785288693999999
ACH-000697,-1.8729569893900002
ACH-000699,-1.9336923509900001
ACH-000701,-1.45261630373
ACH-000706,-1.8481057022999998
ACH-000711,-1.7043643483500002
ACH-000713,-1.7031379158200002
ACH-000714,-1.8057552470599998
ACH-000718,-1.87134110407
ACH-000720,-1.9497065760699999
ACH-000721,-1.6907780548700002
ACH-000724,-2.31165171713
ACH-000725,-1.34032734922
ACH-000732,-1.5883047804700001
ACH-000734,-1.936575594
ACH-000735,-1.69576945495
ACH-000736,-1.73493518205
ACH-000738,-1.9076925855400002
ACH-000746,-1.6439390299599999
ACH-000747,-1.8503770975599998
ACH-000748,-1.8114097792700001
ACH-000753,-1.86692213605
ACH-000756,-1.7887627465
ACH-000757,-1.47843863727
ACH-000758,-1.52905509039
ACH-000760,-1.73201310833
ACH-000763,-1.9047937766799998
ACH-000764,-1.5156572544799998
ACH-000765,-1.8370322746099998
ACH-000766,-1.7111789337
ACH-000767,-1.79942251497
ACH-000768,-1.96418065968
ACH-000769,-1.9931455791599997
ACH-000770,-1.77580180572
ACH-000771,-1.6521272880000002
ACH-000773,-1.89524256039
ACH-000776,-1.56198429348
ACH-000777,-1.92007485673
ACH-000778,-2.3891330290400004
ACH-000781,-1.88594837588
ACH-000782,-1.9705306554900002
ACH-000783,-1.3440944731400002
ACH-000784,-1.85294013945
ACH-000785,-1.97839582215
ACH-000787,-1.87455121273
ACH-000788,-1.7792940007299998
ACH-000791,-1.6998098710299998
ACH-000792,-2.00071580635
ACH-000794,-1.72853789175
ACH-000796,-1.8696005208900002
ACH-000799,-1.44804328964
ACH-000800,-2.3688224234999997
ACH-000802,-1.7180025269099999
ACH-000804,-2.32824537569
ACH-000805,-1.54977598926
ACH-000809,-1.69610325803
ACH-000810,-1.8987426160299998
ACH-000811,-2.0835617137
ACH-000817,-1.7768859211400003
ACH-000819,-1.75805162444
ACH-000820,-1.41350465395
ACH-000821,-2.13052819918
ACH-000822,-2.34899316629
ACH-000823,-1.43944671447
ACH-000824,-2.2758132010599996
ACH-000827,-1.822390185
ACH-000829,-2.05867200968
ACH-000831,-1.89410251659
ACH-000832,-1.5592989802200001
ACH-000833,-2.24293793032
ACH-000834,-1.8153309666599997
ACH-000835,-1.6585525953100002
ACH-000836,-1.92154188372
ACH-000837,-1.92595498508
ACH-000838,-1.7528266451299999
ACH-000839,-1.321348164
ACH-000840,-2.19309646152
ACH-000841,-1.81888294308
ACH-000843,-1.7507354517200002
ACH-000846,-1.68406473642
ACH-000847,-1.84038345646
ACH-000848,-2.03377375006
ACH-000849,-1.9995448641
ACH-000851,-1.94687976779
ACH-000855,-1.9075051266499998
ACH-000856,-1.8169785081599998
ACH-000858,-1.68051259147
ACH-000859,-1.6329723130899998
ACH-000861,-1.8416288182599998
ACH-000862,-1.75680551811
ACH-000865,-1.6031560532700002
ACH-000866,-1.7779686801599996
ACH-000867,-1.8386212858500002
ACH-000869,-1.51339538182
ACH-000872,-1.85265733343
ACH-000873,-1.68384090394
ACH-000876,-2.10534895036
ACH-000878,-2.0551534291299998
ACH-000880,-1.98310791336
ACH-000881,-1.8804395645400003
ACH-000882,-1.69577150405
ACH-000884,-1.93462991363
ACH-000885,-1.80306399534
ACH-000887,-1.6216707578799998
ACH-000888,-1.7876203328
ACH-000889,-1.73579399724
ACH-000890,-2.12442509971
ACH-000896,-1.90527013433
ACH-000898,-1.8855429312799998
ACH-000900,-1.6593323247100003
ACH-000901,-2.1379683017400004
ACH-000905,-1.8237051724200002
ACH-000906,-1.7957929897999998
ACH-000907,-1.9430270967200003
ACH-000910,-1.9795028409
ACH-000911,-1.67016738919
ACH-000912,-1.58860287191
ACH-000913,-1.52877164014
ACH-000915,-1.83140272995
ACH-000916,-1.57151505928
ACH-000917,-1.7795538948599998
ACH-000921,-1.59871867524
ACH-000924,-1.7431844345099998
ACH-000926,-2.19056805857
ACH-000928,-1.69549237354
ACH-000929,-2.1530726788
ACH-000932,-1.76170729182
ACH-000935,-1.81159538028
ACH-000936,-1.98749058324
ACH-000937,-2.20210922231
ACH-000938,-1.9430509844200001
ACH-000939,-1.91869358465
ACH-000941,-1.7968565182099998
ACH-000943,-1.9702064358200002
ACH-000946,-1.73061920375
ACH-000947,-1.7958875067500002
ACH-000948,-1.8526488936200003
ACH-000950,-1.8079119696000001
ACH-000953,-1.9675688187400002
ACH-000957,-1.6416690928
ACH-000958,-1.65372278007
ACH-000960,-2.05969455311
ACH-000963,-1.23982732581
ACH-000968,-1.7816896595599998
ACH-000969,-1.7739400065000002
ACH-000973,-1.6189339718200002
ACH-000974,-1.93458138213
ACH-000975,-1.9238688228
ACH-000976,-1.8148705753599998
ACH-000978,-2.8410247490200002
ACH-000980,-1.7918685695299998
ACH-000984,-1.8039013122
ACH-000986,-1.6849881473500001
ACH-000988,-2.10284192516
ACH-000993,-1.9697072007700003
ACH-000994,-1.77758822062
ACH-000996,-1.5655983712900001
ACH-001001,-1.79538965787
ACH-001020,-1.99642953287
ACH-001028,-1.9772810308099997
ACH-001031,-1.9159715139099998
ACH-001038,-1.93665614145
ACH-001048,-1.9377940679799999
ACH-001050,-1.6849793241799997
ACH-001053,-2.21757045334
ACH-001054,-1.78883928558
ACH-001061,-1.8234049637099998
ACH-001067,-1.73611239393
ACH-001075,-1.89389954592
ACH-001096,-1.95399117713
ACH-001128,-1.8664502138699999
ACH-001134,-1.72732569972
ACH-001151,-1.8947762188599997
ACH-001163,-2.2924342836
ACH-001164,-1.97026754762
ACH-001173,-1.7968099117099998
ACH-001183,-1.67908941875
ACH-001184,-1.96956880668
ACH-001190,-1.6453420163699999
ACH-001192,-2.1404885166900005
ACH-001193,-1.71023364419
ACH-001196,-1.80276798507
ACH-001197,-1.98599333023
ACH-001205,-1.84660342028
ACH-001211,-2.06125203869
ACH-001212,-2.19241751176
ACH-001228,-2.02954812095
ACH-001232,-1.6065204197299998
ACH-001239,-1.9058849329700003
ACH-001274,-2.12448616999
ACH-001275,-1.89100815253
ACH-001277,-2.109403134
ACH-001278,-2.18266985636
ACH-001280,-1.8135281089500002
ACH-001283,-1.8696161359
ACH-001289,-2.0364652625999997
ACH-001295,-1.84711232955
ACH-001300,-1.92964284646
ACH-001301,-1.9299710862200001
ACH-001302,-1.8946142579599998
ACH-001303,-1.49311977387
ACH-001306,-1.75107899371
ACH-001318,-1.9604924104900003
ACH-001322,-1.80258734875
ACH-001328,-1.6095340029700003
ACH-001332,-1.6443471887299999
ACH-001333,-1.8977612941799997
ACH-001336,-1.7013503609600003
ACH-001340,-1.72418863852
ACH-001346,-1.55227305384
ACH-001353,-1.84474404233
ACH-001354,-2.15831846872
ACH-001367,-1.5742661805000002
ACH-001368,-1.7787168779400002
ACH-001374,-1.7812522476099997
ACH-001375,-1.7076578853
ACH-001377,-1.96096611165
ACH-001380,-1.77090814887
ACH-001391,-2.13044833241
ACH-001407,-1.77617816937
ACH-001408,-1.8953885519099998
ACH-001413,-1.6002785981999998
ACH-001430,-1.71575168274
ACH-001431,-2.05996979365
ACH-001450,-1.9502828128999998
ACH-001496,-1.99977537039
ACH-001500,-1.7013616778999998
ACH-001521,-1.90016266426
ACH-001523,-1.60145384121
ACH-001532,-1.79583386412
ACH-001536,-1.87558813155
ACH-001550,-1.99197348087
ACH-001552,-1.9500226329599997
ACH-001554,-1.96919455667
ACH-001645,-1.84104793089
ACH-001654,-1.9125000108599999
ACH-001715,-1.67017088366
ACH-001735,-2.12416674987
ACH-001736,-2.0144602585499998
ACH-001737,-2.28026738574
ACH-001740,-1.62796366292
ACH-001745,-1.76002485281
ACH-001750,-1.6215574283399998
ACH-001765,-1.7503339388999999
ACH-001956,-1.81684653475
ACH-001957,-1.99924295875
