,PPAN (56342)
ACH-000511,-1.32565886795
ACH-000512,-1.58052863414
ACH-000516,-1.3095924206
ACH-000517,-1.3825443405700002
ACH-000518,-1.51687203571
ACH-000520,-1.4093986964899998
ACH-000521,-1.1896965089
ACH-000522,-1.6536948278799999
ACH-000524,-1.20523257123
ACH-000527,-1.4108589040700001
ACH-000528,-1.24178653843
ACH-000537,-1.11136424394
ACH-000541,-1.28874444762
ACH-000542,-1.5926257440399998
ACH-000544,-1.4737502395200002
ACH-000545,-1.62762124907
ACH-000547,-1.25880864664
ACH-000548,-1.1500446534200002
ACH-000549,-1.68556081537
ACH-000550,-1.30884251958
ACH-000552,-1.37749665226
ACH-000556,-1.60438886597
ACH-000557,-1.26821835816
ACH-000570,-1.3982156985699998
ACH-000571,-1.7654489260900004
ACH-000573,-1.34281162773
ACH-000576,-0.933008569217
ACH-000580,-1.4220714019999998
ACH-000584,-1.40172916
ACH-000585,-1.2540736744399998
ACH-000588,-1.4482811660400001
ACH-000589,-1.3590281056400002
ACH-000591,-1.58707089292
ACH-000593,-1.3659533807
ACH-000600,-1.44803277532
ACH-000601,-1.38590394384
ACH-000604,-1.2512901983
ACH-000605,-1.35714045093
ACH-000606,-1.4419909131200002
ACH-000608,-1.3128304652399998
ACH-000614,-1.49777719988
ACH-000616,-1.5009894899899998
ACH-000618,-1.3179621224299998
ACH-000619,-1.2843248092200001
ACH-000620,-1.2796097854200001
ACH-000621,-1.35753269571
ACH-000622,-1.2804062591
ACH-000623,-1.4539105357799997
ACH-000624,-1.3052673288799999
ACH-000627,-1.5455680422100002
ACH-000630,-1.3582901285
ACH-000632,-1.60680511332
ACH-000633,-1.64318182391
ACH-000637,-1.13451825501
ACH-000638,-1.3957823290399998
ACH-000646,-1.18604180667
ACH-000647,-1.5983785788999998
ACH-000648,-1.1827921881399999
ACH-000649,-1.55688066697
ACH-000651,-1.27440298577
ACH-000652,-1.37017334964
ACH-000653,-1.46512706357
ACH-000657,-1.34384431039
ACH-000658,-1.04495977733
ACH-000661,-1.4531525720899998
ACH-000662,-1.31514152301
ACH-000663,-1.42947799414
ACH-000665,-1.52581149561
ACH-000671,-1.69340227244
ACH-000673,-1.45591816537
ACH-000676,-1.55861076756
ACH-000677,-1.2151445273
ACH-000681,-1.43075809982
ACH-000682,-1.64762358067
ACH-000683,-1.40727475979
ACH-000684,-1.38744233633
ACH-000688,-1.08606105226
ACH-000693,-1.41330132538
ACH-000694,-1.51568558905
ACH-000695,-1.2175945480500001
ACH-000696,-1.29217638596
ACH-000697,-1.51329743671
ACH-000699,-0.9703253685950001
ACH-000701,-1.7337323735599999
ACH-000706,-1.2850118931399999
ACH-000711,-1.40660684555
ACH-000713,-1.6000559226299997
ACH-000714,-1.24456137943
ACH-000718,-1.23483919641
ACH-000720,-1.25325811109
ACH-000721,-1.6020357882700003
ACH-000724,-1.35770995357
ACH-000725,-1.0739918836
ACH-000732,-1.62594493891
ACH-000734,-1.4415954058700002
ACH-000735,-1.54897980123
ACH-000736,-1.3485106547999999
ACH-000738,-1.4583787496
ACH-000746,-1.31909718759
ACH-000747,-1.25280736659
ACH-000748,-1.29287848244
ACH-000753,-1.08699002932
ACH-000756,-1.5819446075699999
ACH-000757,-1.57840162689
ACH-000758,-1.27350340031
ACH-000760,-1.53985413574
ACH-000763,-1.12330252544
ACH-000764,-1.63906359949
ACH-000765,-1.49569804228
ACH-000766,-1.41723278312
ACH-000767,-1.65202097986
ACH-000768,-1.3039732532200001
ACH-000769,-1.51946022183
ACH-000770,-1.15234801961
ACH-000771,-1.10008200521
ACH-000773,-1.3644767635799997
ACH-000776,-1.2645360324400001
ACH-000777,-1.4225224604799998
ACH-000778,-0.9743349951170001
ACH-000781,-1.45449626081
ACH-000782,-1.20121216638
ACH-000783,-1.27253016629
ACH-000784,-1.18952250586
ACH-000785,-0.957038860208
ACH-000787,-1.20573938367
ACH-000788,-1.78288838259
ACH-000791,-1.29397773878
ACH-000792,-1.24384226722
ACH-000794,-1.67191622182
ACH-000796,-1.2840325636399998
ACH-000799,-1.40386622146
ACH-000800,-1.25803453322
ACH-000802,-1.35866794504
ACH-000804,-1.3708551436399998
ACH-000805,-1.46910180541
ACH-000809,-1.40283714182
ACH-000810,-1.27396309136
ACH-000811,-1.18500855924
ACH-000817,-1.41784337102
ACH-000819,-1.49498662689
ACH-000820,-1.7485656821000002
ACH-000821,-1.29901302924
ACH-000822,-1.54773918925
ACH-000823,-1.5107901432799997
ACH-000824,-1.5603585057700002
ACH-000827,-1.4400673577399998
ACH-000829,-1.69204765099
ACH-000831,-1.2519158862100002
ACH-000832,-1.28357815676
ACH-000833,-1.60498617324
ACH-000834,-1.3904452431099998
ACH-000835,-1.45846088227
ACH-000836,-1.5289785430399998
ACH-000837,-1.27664787018
ACH-000838,-1.34496630582
ACH-000839,-1.39261435589
ACH-000840,-1.17218830086
ACH-000841,-1.53668590588
ACH-000843,-1.3693993906600002
ACH-000846,-1.41057840688
ACH-000847,-1.3274590938200002
ACH-000848,-1.4266996935799998
ACH-000849,-0.761794934814
ACH-000851,-1.20627335612
ACH-000855,-1.60507932609
ACH-000856,-1.30826491279
ACH-000858,-1.2665940498200001
ACH-000859,-1.73154036474
ACH-000861,-1.33839759265
ACH-000862,-1.16024439385
ACH-000865,-1.58059748914
ACH-000866,-1.4457131392299998
ACH-000867,-1.67925816662
ACH-000869,-1.3614952173100001
ACH-000872,-1.39133058514
ACH-000873,-1.22133878125
ACH-000876,-1.0840778095799999
ACH-000878,-1.8977539038099998
ACH-000880,-1.44685020655
ACH-000881,-1.3876089546200001
ACH-000882,-1.4292716613999998
ACH-000884,-1.2425542945899999
ACH-000885,-1.30245561268
ACH-000887,-1.62489454824
ACH-000888,-1.40868637842
ACH-000889,-1.62603511357
ACH-000890,-1.4852821309200002
ACH-000896,-1.4050849799899998
ACH-000898,-1.48045398555
ACH-000900,-1.4132706666100001
ACH-000901,-1.26549896104
ACH-000905,-1.1714608122499999
ACH-000906,-1.6231436793599998
ACH-000907,-1.45355456553
ACH-000910,-1.20329050163
ACH-000911,-1.3931961798299999
ACH-000912,-1.30281908296
ACH-000913,-1.49730015981
ACH-000915,-1.28478280134
ACH-000916,-1.51132453153
ACH-000917,-1.4852412032299998
ACH-000921,-1.32966152472
ACH-000924,-1.51695019365
ACH-000926,-1.52105419808
ACH-000928,-1.3779468971200002
ACH-000929,-1.4733093769499999
ACH-000932,-1.5515699937399998
ACH-000935,-1.24868406562
ACH-000936,-1.37653578491
ACH-000937,-1.59826905355
ACH-000938,-1.4691460488799999
ACH-000939,-1.14295634542
ACH-000941,-1.2026139958600002
ACH-000943,-1.38942137456
ACH-000946,-1.4312289106799998
ACH-000947,-1.46879821339
ACH-000948,-1.2072875146200002
ACH-000950,-1.61375647932
ACH-000953,-1.48218378689
ACH-000957,-1.24782216318
ACH-000958,-1.52214372627
ACH-000960,-1.3935183565
ACH-000963,-1.6430397661899998
ACH-000968,-1.30690965425
ACH-000969,-1.30743759884
ACH-000973,-1.52833744908
ACH-000974,-1.365443961
ACH-000975,-1.31698619389
ACH-000976,-1.33106509454
ACH-000978,-1.6754740405700002
ACH-000980,-1.40114758746
ACH-000984,-1.49535538522
ACH-000986,-1.27819551362
ACH-000988,-1.3151167344499999
ACH-000993,-1.20489101923
ACH-000994,-1.6488976157100002
ACH-000996,-1.41039792544
ACH-001001,-1.40326667917
ACH-001020,-1.28449483996
ACH-001028,-1.5809212663799999
ACH-001031,-1.3915064153299999
ACH-001038,-1.36001856522
ACH-001048,-1.39229283262
ACH-001050,-1.57814425748
ACH-001053,-1.2768271485200002
ACH-001054,-1.33271910009
ACH-001061,-1.24262501776
ACH-001067,-1.53798839042
ACH-001075,-1.54425480611
ACH-001096,-1.1771915255399998
ACH-001128,-1.66770078593
ACH-001134,-1.29720346934
ACH-001151,-1.42395117375
ACH-001163,-1.3521406090900001
ACH-001164,-1.6677856218
ACH-001173,-1.34767574433
ACH-001183,-1.28071006564
ACH-001184,-1.30249213807
ACH-001190,-1.4345895407700002
ACH-001192,-1.3440287200799999
ACH-001193,-1.4614501549899999
ACH-001196,-1.55765280724
ACH-001197,-1.39520704724
ACH-001205,-1.3244767286599999
ACH-001211,-1.19148464081
ACH-001212,-1.6175786859999999
ACH-001228,-1.5235533370899998
ACH-001232,-1.49305461435
ACH-001239,-1.3958202919100002
ACH-001274,-1.7775070423500001
ACH-001275,-1.29834419673
ACH-001277,-1.43455831896
ACH-001278,-1.37006511711
ACH-001280,-0.771746726839
ACH-001283,-1.4505349850799998
ACH-001289,-1.18395753689
ACH-001295,-1.3306761826200002
ACH-001300,-1.2927425891
ACH-001301,-1.4384580980300001
ACH-001302,-1.51658444026
ACH-001303,-1.20096854038
ACH-001306,-1.3769937013100002
ACH-001318,-1.57665792396
ACH-001322,-1.5672433695299999
ACH-001328,-1.4509958394799998
ACH-001332,-1.33350186946
ACH-001333,-1.33120595574
ACH-001336,-1.4194688070200001
ACH-001340,-1.09518108109
ACH-001346,-1.29895972411
ACH-001353,-1.44081286516
ACH-001354,-1.60481804618
ACH-001367,-1.47282135968
ACH-001368,-1.4426445263999998
ACH-001374,-1.60013300124
ACH-001375,-1.2890567495999998
ACH-001377,-1.1174667919299999
ACH-001380,-1.07111312783
ACH-001391,-1.26720590891
ACH-001407,-1.5600051578799998
ACH-001408,-1.2208604926100002
ACH-001413,-1.2960123308
ACH-001430,-1.36090248002
ACH-001431,-1.36580408449
ACH-001450,-1.09947055404
ACH-001496,-1.49997589689
ACH-001500,-1.2881728125299998
ACH-001521,-1.39153455319
ACH-001523,-1.26984770621
ACH-001532,-1.19839592295
ACH-001536,-1.4381269261399998
ACH-001550,-1.57367798335
ACH-001552,-1.75740723072
ACH-001554,-1.35866002722
ACH-001645,-1.8340487388099997
ACH-001654,-1.4654517603200001
ACH-001715,-1.57504460385
ACH-001735,-1.29871692811
ACH-001736,-1.4262384378400002
ACH-001737,-1.48760247462
ACH-001740,-1.5313537323299997
ACH-001745,-1.32376493426
ACH-001750,-1.16592471097
ACH-001765,-1.42768935768
ACH-001956,-1.21114832251
ACH-001957,-1.33345179987
