,RAD54L (8438)
ACH-000330,-0.528213722269
ACH-000331,-0.386335857905
ACH-000332,-0.208534142931
ACH-000334,-0.188521069263
ACH-000335,-0.637427129104
ACH-000336,-0.349289408768
ACH-000337,-0.388071474006
ACH-000339,-0.24802977412500002
ACH-000341,-0.0815042601787
ACH-000348,-0.392263167871
ACH-000350,-0.240301382591
ACH-000352,-0.264971810867
ACH-000356,-0.538333490264
ACH-000361,-0.385136923647
ACH-000362,-0.122631931196
ACH-000363,-0.16264156727600002
ACH-000364,-0.5179380500399999
ACH-000365,-0.244759411931
ACH-000366,-0.29213561075100003
ACH-000368,-0.486350308089
ACH-000374,-0.529922257173
ACH-000375,-0.38300429935
ACH-000376,-0.373604643068
ACH-000381,-0.26424559522
ACH-000383,-0.174864775413
ACH-000387,-0.41796661320699996
ACH-000389,-0.589071104146
ACH-000390,-0.158752967384
ACH-000393,-0.263721626541
ACH-000395,-0.29423181245499996
ACH-000397,-0.161676574104
ACH-000401,-0.418735898398
ACH-000402,-0.367510820505
ACH-000403,-0.204733244047
ACH-000404,-0.31551787878000004
ACH-000406,-0.256251678886
ACH-000407,-0.307906381386
ACH-000408,-0.22483823309999998
ACH-000410,-0.350436607715
ACH-000411,-0.458763796829
ACH-000414,-0.230203697105
ACH-000415,-0.595771100372
ACH-000416,-0.208776462915
ACH-000420,-0.209494030668
ACH-000421,-0.16068875944299998
ACH-000424,-0.552153707913
ACH-000425,-0.373328998988
ACH-000426,-0.43665200556199996
ACH-000427,-0.56019295874
ACH-000433,-0.8560246004690001
ACH-000436,-0.43230321178900005
ACH-000444,-0.37911289675099996
ACH-000445,-0.550386028806
ACH-000448,-0.736452474171
ACH-000450,-0.289892030598
ACH-000452,-0.08212374751889999
ACH-000454,-0.147384750657
ACH-000458,-0.25105373412099996
ACH-000459,-0.252072757147
ACH-000460,-0.425157822393
ACH-000461,-0.560413971211
ACH-000463,-0.443171963221
ACH-000464,-0.491812697364
ACH-000466,-0.132804090311
ACH-000467,-0.238718036134
ACH-000468,-0.257549708258
ACH-000469,-0.33837474379500004
ACH-000470,-0.28283513069000005
ACH-000471,-0.138394426708
ACH-000472,-0.21416325510899997
ACH-000473,-0.261327680929
ACH-000475,-0.32579809683899996
ACH-000476,-0.33192782903499995
ACH-000477,0.19014716268100001
ACH-000480,-0.483158275661
ACH-000481,-0.32826431447099996
ACH-000483,-0.22199503542500001
ACH-000484,-0.33920884589
ACH-000485,-0.113449307975
ACH-000486,-0.47387500171400004
ACH-000487,-0.30987476916900003
ACH-000488,-0.276133046926
ACH-000490,-0.181687691312
ACH-000491,-0.274997486125
ACH-000495,-0.533483145378
ACH-000496,-0.516202964803
ACH-000499,-0.406669378833
ACH-000500,-0.232407802263
ACH-000502,-0.22560579276099998
ACH-000503,-0.467726047478
ACH-000505,-0.113230234807
ACH-000507,-0.37022319567900003
ACH-000510,-0.150475250972
ACH-000511,-0.15794014251900002
ACH-000512,-0.15448454600199998
ACH-000516,-0.119963344081
ACH-000517,-0.249095867412
ACH-000518,-0.232897379851
ACH-000520,-0.481501912195
ACH-000521,-0.432930186482
ACH-000522,-0.41283314877099997
ACH-000524,-0.329863664121
ACH-000527,-0.338524967717
ACH-000528,-0.273059736116
ACH-000537,-0.248690170979
ACH-000541,-0.262689704595
ACH-000542,-0.250451242962
ACH-000544,-0.49061663453800003
ACH-000545,-0.556512074833
ACH-000547,-0.41536536154799997
ACH-000548,-0.16102264373800002
ACH-000549,-0.171703859776
ACH-000550,-0.5646317616309999
ACH-000552,-0.116563747951
ACH-000556,-0.311098624617
ACH-000557,-0.0893961618695
ACH-000570,-0.278459122872
ACH-000571,-0.176431792315
ACH-000573,-0.319905310275
ACH-000576,-0.29684321485599996
ACH-000580,-0.195212087093
ACH-000584,-0.433233266462
ACH-000585,-0.469645699549
ACH-000588,-0.199626937764
ACH-000589,-0.264486041387
ACH-000591,-0.19514117514
ACH-000593,-0.24398583491700002
ACH-000600,-0.43792747587700004
ACH-000601,-0.436674321427
ACH-000604,-0.28400216243
ACH-000605,-0.34744864786300006
ACH-000606,-0.403081354083
ACH-000608,-0.269281370107
ACH-000614,-0.278767268688
ACH-000616,-0.131165157655
ACH-000618,-0.29821909341499997
ACH-000619,-0.36584944880900006
ACH-000620,-0.375735010107
ACH-000621,-0.604158823773
ACH-000622,-0.0647898260726
ACH-000623,-0.272945713206
ACH-000624,-0.33846692530699996
ACH-000627,-0.436688000103
ACH-000630,-0.496292842355
ACH-000632,-0.370310035901
ACH-000633,-0.491248706752
ACH-000637,-0.44432795157899996
ACH-000638,-0.428257551035
ACH-000646,-0.229155362718
ACH-000647,-0.338786039696
ACH-000648,-0.33522903587499997
ACH-000649,-0.23149911743700002
ACH-000651,-0.359490823135
ACH-000652,-0.172059145238
ACH-000653,-0.19479489563400001
ACH-000657,-0.411754305916
ACH-000658,-0.0679712754574
ACH-000661,-0.106838084176
ACH-000662,-0.419840926672
ACH-000663,0.020340949313599997
ACH-000665,-0.38128425811300004
ACH-000671,-0.0626410944703
ACH-000673,-0.267558966329
ACH-000676,-0.319917103279
ACH-000677,-0.475928402488
ACH-000681,-0.473145458288
ACH-000682,-0.249386011138
ACH-000683,-0.329859290486
ACH-000684,-0.320144400246
ACH-000688,-0.617467214798
ACH-000693,-0.42899641626199997
ACH-000694,-0.548519189179
ACH-000695,-0.217402013318
ACH-000696,-0.350576462494
ACH-000697,-0.757186593999
ACH-000699,-0.16826866805500001
ACH-000701,-0.393673749838
ACH-000706,-0.371959592385
ACH-000711,-0.311349727112
ACH-000713,-0.5931601269169999
ACH-000714,-0.232406486794
ACH-000718,-0.32152782235800004
ACH-000720,-0.543540759953
ACH-000721,-0.28891419303300003
ACH-000724,-0.38635527688
ACH-000725,-0.46686528490400003
ACH-000732,-0.589594066594
ACH-000734,-0.34093056147600004
ACH-000735,-0.26284282208099996
ACH-000736,-0.38258098739699997
ACH-000738,-0.342165612804
ACH-000746,-0.314552040834
ACH-000747,-0.300886378693
ACH-000748,-0.558809259988
ACH-000753,-0.27265598799699997
ACH-000756,-0.489103718682
ACH-000757,-0.416624086556
ACH-000758,-0.298130903521
ACH-000760,-0.304159636941
ACH-000763,-0.183904527013
ACH-000764,-0.271351814794
ACH-000765,-0.24414805650199997
ACH-000766,-0.320498517599
ACH-000767,-0.23331006046
ACH-000768,-0.228293548152
ACH-000769,-0.37771420754699997
ACH-000770,-0.272678159143
ACH-000771,-0.283774670136
ACH-000773,-0.301101560034
ACH-000776,-0.498408757168
ACH-000777,-0.457460273711
ACH-000778,-0.14623191376800002
ACH-000781,-0.245374083945
ACH-000782,-0.24745035664700002
ACH-000783,-0.365841265597
ACH-000784,-0.192968127258
ACH-000785,-0.624739485627
ACH-000787,-0.234967187724
ACH-000788,-0.29452111172400003
ACH-000791,-0.271065479642
ACH-000792,-0.495885110266
ACH-000794,-0.16608913190400001
ACH-000796,-0.259737633457
ACH-000799,-0.796753854972
ACH-000800,-0.244483968367
ACH-000802,-0.249148783841
ACH-000804,-0.474819393389
ACH-000805,-0.473230010044
ACH-000809,-0.201435178869
ACH-000810,-0.7283194163940001
ACH-000811,-0.410063662992
ACH-000817,-0.0836790531363
ACH-000819,-0.341844024476
ACH-000820,-0.53743551796
ACH-000821,-0.23367303148600002
ACH-000822,-0.163291336751
ACH-000823,-0.445612882466
ACH-000824,-0.24696384303000002
ACH-000827,-0.32331547105
ACH-000829,-0.313996372345
ACH-000831,-0.44053024424500004
ACH-000832,-0.462154146599
ACH-000833,-0.35668979210600005
ACH-000834,-0.289230859354
ACH-000835,-0.273839033687
ACH-000836,0.049249115445800004
ACH-000837,-0.45686212763499995
ACH-000838,-0.315081776255
ACH-000839,-0.29343261994000003
ACH-000840,-0.17034274285599998
ACH-000841,-0.38866484747100005
ACH-000843,-0.265340420425
ACH-000846,-0.19354775780000003
ACH-000847,-0.290699276378
ACH-000848,-0.328162370658
ACH-000849,-0.388625355858
ACH-000851,-0.373860064283
ACH-000855,-0.20360232341899998
ACH-000856,-0.39654553764
ACH-000858,-0.164468281733
ACH-000859,-0.335674779499
ACH-000861,-0.479125020008
ACH-000862,-0.150087219878
ACH-000865,-0.321006334281
ACH-000866,-0.30339353583900003
ACH-000867,-0.480207361611
ACH-000869,-0.321462581997
ACH-000872,-0.548778770961
ACH-000873,-0.173780895369
ACH-000876,-0.37382560971199996
ACH-000878,-0.295238180876
ACH-000880,-0.167409148532
ACH-000881,-0.253580835123
ACH-000882,-0.315950170833
ACH-000884,-0.313155113173
ACH-000885,-0.474806014279
ACH-000887,-0.405432983525
ACH-000888,-0.283052553719
ACH-000889,-0.337555340925
ACH-000890,-0.38672822755999997
ACH-000896,-0.236966677675
ACH-000898,-0.268321345649
ACH-000900,-0.576348966054
ACH-000901,-0.366232473891
ACH-000905,-0.508844511159
ACH-000906,-0.432938124604
ACH-000907,-0.329455387765
ACH-000910,-0.17002259276599999
ACH-000911,-0.340783568641
ACH-000912,-0.38731036669600005
ACH-000913,-0.209969466976
ACH-000915,-0.206049610043
ACH-000916,0.054939178479800004
ACH-000917,-0.319438577019
ACH-000921,-0.336095355563
ACH-000924,-0.287574709951
ACH-000926,-0.389474452516
ACH-000928,-0.401865035492
ACH-000929,-0.371180448007
ACH-000932,-0.215644739547
ACH-000935,-0.42527365767700004
ACH-000936,-0.302331110784
ACH-000937,-0.231814243446
ACH-000938,-0.194880436442
ACH-000939,0.00985645933511
ACH-000941,-0.208071110767
ACH-000943,-0.260265702448
ACH-000946,-0.46240784153700004
ACH-000947,-0.336548492232
ACH-000948,-0.36115586696999996
ACH-000950,-0.10156882853299999
ACH-000953,-0.30429063184599997
ACH-000957,-0.218310748571
ACH-000958,-0.308390266459
ACH-000960,-0.20092307851
ACH-000963,-0.324605143783
ACH-000968,-0.28462950198000003
ACH-000969,-0.377325976765
ACH-000973,-0.361040331911
ACH-000974,-0.04297442952219999
ACH-000975,-0.293760017337
ACH-000976,-0.296475113244
ACH-000978,-0.345056917153
ACH-000980,-0.31859112691999997
ACH-000984,-0.39166958567000004
ACH-000986,-0.388389985105
ACH-000988,-0.18391943102000002
ACH-000993,-0.592749553684
ACH-000994,-0.19978892548500002
ACH-000996,-0.634587277153
ACH-001001,-0.252696500675
ACH-001020,-0.157034564042
ACH-001028,-0.24567670461399999
ACH-001031,-0.22491819960999998
ACH-001038,-0.244520974298
ACH-001048,-0.463882885143
ACH-001050,-0.367956061475
ACH-001053,-0.364578789133
ACH-001054,-0.5560756009800001
ACH-001061,-0.293864977802
ACH-001067,-0.557973986564
ACH-001075,-0.22278521341
ACH-001096,-0.209004411325
ACH-001128,0.526813902115
ACH-001134,-0.29909951323199996
ACH-001151,-0.23860081662799998
ACH-001163,-0.289256192945
ACH-001164,-0.051893746732400006
ACH-001173,-0.226640913686
ACH-001183,-0.25883367983000005
ACH-001184,-0.416425961169
ACH-001190,-0.35371371285400005
ACH-001192,-0.23587341520799998
ACH-001193,-0.381683735251
ACH-001196,-0.557320344029
ACH-001197,-0.432313960215
ACH-001205,-0.32240022767099996
ACH-001211,-0.47099376581299995
ACH-001212,-0.38171834636
ACH-001228,-0.27397588138
ACH-001232,-0.35307395744900005
ACH-001239,-0.477890728576
ACH-001274,-0.188253606274
ACH-001275,-0.836479861705
ACH-001277,-0.24017088334199999
ACH-001278,-0.24109397620499998
ACH-001280,-0.5158618784100001
ACH-001283,-0.353801855363
ACH-001289,-0.372555130913
ACH-001295,-0.471265649116
ACH-001300,-0.138636104806
ACH-001301,-0.478199642623
ACH-001302,-0.0027781352448999997
ACH-001303,-0.48305866224
ACH-001306,-0.26312457548900003
ACH-001318,-0.43620982609399994
ACH-001322,-0.591523516728
ACH-001328,-0.424334940313
ACH-001332,-0.55787238555
ACH-001333,-0.41042921453000003
ACH-001336,-0.284182851472
ACH-001340,-0.320220339068
ACH-001346,-0.30777992585
ACH-001353,-0.238820670542
ACH-001354,-0.593548433939
ACH-001367,-0.42441237985
ACH-001368,-0.381726107785
ACH-001374,-0.273438954557
ACH-001375,-0.23396385650600002
ACH-001377,-0.256885644726
ACH-001380,-0.37150958110699994
ACH-001391,-0.173752960269
ACH-001407,-0.148729133239
ACH-001408,-0.696659173883
ACH-001413,-0.354877187908
ACH-001430,-0.439239414847
ACH-001431,-0.39112770386999995
ACH-001450,-0.352840659116
ACH-001496,-0.214965914114
ACH-001500,-0.291534571356
ACH-001521,-0.290907066626
ACH-001523,-0.243944827694
ACH-001532,-0.432403805012
ACH-001536,-0.277773598445
ACH-001550,-0.17069633601300002
ACH-001552,-0.339806970412
ACH-001554,-0.296273585269
ACH-001645,-0.30049096535
ACH-001654,-0.37725837670400003
ACH-001715,-0.457123870283
ACH-001735,-0.119951535411
ACH-001736,-0.53165242222
ACH-001737,-0.0333057327339
ACH-001740,-0.14506273794299998
ACH-001745,-0.254488198595
ACH-001750,-0.37905362788400004
ACH-001765,-0.22165869114
ACH-001956,-0.297918385297
ACH-001957,-0.374212662425
