,TBKBP1 (9755)
ACH-000258,-0.48902535987400003
ACH-000259,-0.365753045962
ACH-000260,-0.307547589124
ACH-000261,-0.17004796176399997
ACH-000262,-0.10800815783199999
ACH-000263,-0.381320124091
ACH-000264,-0.261370371782
ACH-000265,-0.23604625251699998
ACH-000266,-0.227414221055
ACH-000272,-0.43767139920599996
ACH-000273,-0.334852081358
ACH-000274,-0.371548728169
ACH-000277,-0.061659408786699996
ACH-000278,-0.281348613552
ACH-000279,-0.220211775896
ACH-000280,-0.399406758126
ACH-000281,-0.119087648014
ACH-000288,-0.419452208111
ACH-000291,-0.171699619426
ACH-000293,-0.49883281589699996
ACH-000294,-0.44518948257299995
ACH-000295,-0.477743500778
ACH-000296,-0.24588190599399998
ACH-000302,-0.300422195883
ACH-000304,-0.319492363529
ACH-000307,-0.257047643382
ACH-000308,-0.316024284455
ACH-000310,-0.521552980347
ACH-000311,-0.239340969894
ACH-000312,-0.32792972402
ACH-000315,-0.22916865214
ACH-000316,-0.41648793569200004
ACH-000317,-0.35434952655199997
ACH-000318,-0.366182552578
ACH-000319,-0.547446688428
ACH-000320,-0.169345715242
ACH-000322,-0.426645485521
ACH-000323,-0.169672463889
ACH-000324,-0.332587750345
ACH-000329,-0.325584897183
ACH-000330,-0.33569965388000006
ACH-000331,-0.16058831219900002
ACH-000332,-0.32891924274
ACH-000334,-0.36312687442
ACH-000335,-0.238649601705
ACH-000336,-0.35943020730700004
ACH-000337,-0.469636700756
ACH-000339,-0.282567266638
ACH-000341,-0.335147911792
ACH-000348,-0.322598206516
ACH-000350,-0.28334318815299997
ACH-000352,-0.20478760970499998
ACH-000356,-0.383471674273
ACH-000361,-0.221994723601
ACH-000362,-0.174837482631
ACH-000363,-0.21786538226
ACH-000364,-0.148265280747
ACH-000365,-0.262911197933
ACH-000366,-0.295280220762
ACH-000368,-0.271976775797
ACH-000374,-0.22667152433600002
ACH-000375,-0.49001935328
ACH-000376,-0.153106416355
ACH-000381,-0.447245935915
ACH-000383,-0.344159389934
ACH-000387,-0.236623958158
ACH-000389,-0.38071178964900004
ACH-000390,-0.297356409947
ACH-000393,-0.0402694521121
ACH-000395,-0.323659991475
ACH-000397,-0.322352050918
ACH-000401,-0.481622344885
ACH-000402,-0.16907936625300002
ACH-000403,-0.308684995266
ACH-000404,-0.246561564221
ACH-000406,-0.228399981018
ACH-000407,-0.33023111554900003
ACH-000408,-0.31488013962
ACH-000410,-0.134103145631
ACH-000411,-0.39147500401
ACH-000414,-0.17438987832299999
ACH-000415,-0.667017702722
ACH-000416,-0.24411313959199998
ACH-000420,-0.345222034819
ACH-000421,-0.35204089256300003
ACH-000424,-0.47093330272699996
ACH-000425,-0.36386234075400004
ACH-000426,-0.313288345181
ACH-000427,-0.445688734129
ACH-000433,-0.204376756554
ACH-000436,-0.0764722858197
ACH-000444,-0.199705758156
ACH-000445,-0.442631295022
ACH-000448,-0.315319815427
ACH-000450,-0.14675255668099998
ACH-000452,-0.18675510300599998
ACH-000454,-0.25289732291
ACH-000458,-0.40960669186800003
ACH-000459,-0.27025692507599997
ACH-000460,-0.334349634169
ACH-000461,-0.221162460817
ACH-000463,-0.210963739752
ACH-000464,-0.20109388955899998
ACH-000466,-0.322149819446
ACH-000467,-0.42574900183200004
ACH-000468,-0.456693715436
ACH-000469,-0.126834968762
ACH-000470,-0.11279525563500001
ACH-000471,-0.19984907149199999
ACH-000472,-0.295473865803
ACH-000473,-0.36284548293499996
ACH-000475,-0.190569365269
ACH-000476,-0.213343431191
ACH-000477,-0.132155738761
ACH-000480,-0.41832145360699996
ACH-000481,-0.228408122056
ACH-000483,-0.13546301270199998
ACH-000484,-0.0130979245858
ACH-000485,-0.268054403552
ACH-000486,-0.279570776237
ACH-000487,-0.168855856861
ACH-000488,-0.258496633406
ACH-000490,-0.263410815647
ACH-000491,-0.30998102824499996
ACH-000495,-0.240546760291
ACH-000496,-0.31832646868700004
ACH-000499,-0.269968180055
ACH-000500,-0.00176662685451
ACH-000502,-0.239390203565
ACH-000503,0.193718768457
ACH-000505,-0.277122019104
ACH-000507,-0.5563907089410001
ACH-000510,-0.365996735045
ACH-000511,-0.303878085175
ACH-000512,-0.123224326837
ACH-000516,-0.38371331278899995
ACH-000517,-0.234679116585
ACH-000518,-0.220663711614
ACH-000520,-0.123489883287
ACH-000521,-0.23443212099
ACH-000522,-0.299507545211
ACH-000524,-0.22521660648699998
ACH-000527,-0.318619185805
ACH-000528,-0.19684665828200001
ACH-000537,-0.320657871774
ACH-000541,-0.11211957737299999
ACH-000542,-0.323964832415
ACH-000544,-0.5237461012969999
ACH-000545,-0.370345865704
ACH-000547,-0.50355707985
ACH-000548,-0.321374025557
ACH-000549,-0.36121482979900005
ACH-000550,-0.42871839177
ACH-000552,-0.32149531635
ACH-000556,-0.42931049038900004
ACH-000557,0.0794657109082
ACH-000570,-0.404624841981
ACH-000571,-0.337101874513
ACH-000573,-0.22097417414
ACH-000576,-0.246647574626
ACH-000580,-0.264055340316
ACH-000584,-0.228029810393
ACH-000585,-0.198220744762
ACH-000588,-0.251174448955
ACH-000589,-0.35188768409000004
ACH-000591,-0.299672576995
ACH-000593,-0.388977232836
ACH-000600,-0.536770883947
ACH-000601,-0.31233808997900003
ACH-000604,-0.354812145466
ACH-000605,-0.12496692155099999
ACH-000606,-0.46575746854500005
ACH-000608,-0.35297831575599997
ACH-000614,-0.253865378222
ACH-000616,-0.126505317792
ACH-000618,-0.32259798186
ACH-000619,-0.206012550336
ACH-000620,-0.213835054511
ACH-000621,-0.14080550719
ACH-000622,-0.303932601752
ACH-000623,-0.412786178661
ACH-000624,-0.220828343543
ACH-000627,-0.329416768107
ACH-000630,-0.35713859635899997
ACH-000632,-0.269705848979
ACH-000633,-0.385647369401
ACH-000637,-0.382648603692
ACH-000638,-0.11188395900699999
ACH-000646,-0.26403998904599996
ACH-000647,-0.474883406106
ACH-000648,-0.162089003389
ACH-000649,-0.31200385305
ACH-000651,-0.19255137597
ACH-000652,-0.469163200978
ACH-000653,-0.126214862038
ACH-000657,-0.261005445059
ACH-000658,-0.177422480996
ACH-000661,-0.207331674429
ACH-000662,-0.5401942332199999
ACH-000663,-0.36225557419
ACH-000665,-0.198957124704
ACH-000671,-0.36129832534199996
ACH-000673,-0.33335855194499997
ACH-000676,-0.365269453447
ACH-000677,-0.14576160576199998
ACH-000681,-0.29841333664999997
ACH-000682,-0.238789867157
ACH-000683,-0.326965022353
ACH-000684,-0.284776357919
ACH-000688,-0.316656767327
ACH-000693,-0.277339616124
ACH-000694,-0.311679651572
ACH-000695,-0.395149290731
ACH-000696,-0.271429179007
ACH-000697,-0.335888845909
ACH-000699,-0.244235423024
ACH-000701,-0.361129084
ACH-000706,-0.427988854572
ACH-000711,-0.263108448578
ACH-000713,-0.290868762335
ACH-000714,-0.319111288506
ACH-000718,-0.215439383085
ACH-000720,-0.514623180712
ACH-000721,-0.435894635519
ACH-000724,-0.185979928339
ACH-000725,-0.22593148975400001
ACH-000732,-0.441947377373
ACH-000734,-0.19016855525100002
ACH-000735,-0.316542691571
ACH-000736,-0.282524074057
ACH-000738,-0.330845933391
ACH-000746,-0.352602095471
ACH-000747,-0.40389764912799997
ACH-000748,-0.21217077089699998
ACH-000753,-0.346183087898
ACH-000756,-0.304248272602
ACH-000757,0.043347721658699996
ACH-000758,-0.315257026777
ACH-000760,-0.284769476981
ACH-000763,-0.141347214474
ACH-000764,-0.365720752478
ACH-000765,-0.252724602235
ACH-000766,-0.235133699335
ACH-000767,-0.271281329503
ACH-000768,-0.30661338352899997
ACH-000769,-0.289081256425
ACH-000770,-0.195056608614
ACH-000771,-0.313281241193
ACH-000773,-0.37759196462899997
ACH-000776,-0.5297975086600001
ACH-000777,-0.195643728418
ACH-000778,-0.306481614271
ACH-000781,-0.277193806276
ACH-000782,-0.124216311912
ACH-000783,-0.237383945995
ACH-000784,-0.37406716912199994
ACH-000785,-0.261850147041
ACH-000787,-0.249642361734
ACH-000788,-0.48489004341499997
ACH-000791,-0.35919604418799994
ACH-000792,-0.282188864829
ACH-000794,-0.403358806053
ACH-000796,-0.35214074990500005
ACH-000799,-0.25926507733000004
ACH-000800,-0.31919797165999997
ACH-000802,-0.29558902845400004
ACH-000804,-0.212926723013
ACH-000805,-0.252469420153
ACH-000809,-0.378004042819
ACH-000810,-0.19485188436099998
ACH-000811,-0.479081667346
ACH-000817,-0.14263354465800002
ACH-000819,-0.222306008807
ACH-000820,-0.337783332905
ACH-000821,-0.113235868358
ACH-000822,-0.305678182314
ACH-000823,-0.331709699738
ACH-000824,-0.237848698061
ACH-000827,-0.265902698386
ACH-000829,-0.240058803888
ACH-000831,-0.337278895079
ACH-000832,-0.229964205402
ACH-000833,-0.350560109919
ACH-000834,-0.291007446306
ACH-000835,-0.198898446975
ACH-000836,-0.269279128356
ACH-000837,-0.44801367747299997
ACH-000838,-0.389961510119
ACH-000839,-0.30351799785
ACH-000840,-0.416581409034
ACH-000841,-0.320519280936
ACH-000843,-0.450034121558
ACH-000846,-0.128406927191
ACH-000847,-0.294223743305
ACH-000848,-0.0663823759246
ACH-000849,-0.46809280664399994
ACH-000851,-0.33123440416
ACH-000855,-0.106188107861
ACH-000856,-0.247333882574
ACH-000858,-0.364794157302
ACH-000859,-0.24893967121999996
ACH-000861,-0.19009110003899998
ACH-000862,-0.199012667643
ACH-000865,-0.166066505154
ACH-000866,-0.23961331856600002
ACH-000867,-0.215893659276
ACH-000869,-0.25455453721500004
ACH-000872,-0.14799645096300001
ACH-000873,-0.19894230350900002
ACH-000876,-0.31917353383
ACH-000878,-0.09805926337750001
ACH-000880,-0.310415112283
ACH-000881,-0.372792315783
ACH-000882,-0.21478520375500001
ACH-000884,-0.252004782359
ACH-000885,-0.18130209124899999
ACH-000887,-0.378952179326
ACH-000888,-0.138987345071
ACH-000889,-0.243618587586
ACH-000890,-0.211716241197
ACH-000896,-0.268376136106
ACH-000898,-0.233609325004
ACH-000900,-0.40771347720299994
ACH-000901,-0.24126034515099998
ACH-000905,-0.311660635178
ACH-000906,-0.273064334337
ACH-000907,-0.345006117158
ACH-000910,-0.267434703835
ACH-000911,-0.351798742671
ACH-000912,-0.145819392659
ACH-000913,-0.41211861812899997
ACH-000915,-0.201692788706
ACH-000916,-0.6401364228499999
ACH-000917,-0.46809872101000005
ACH-000921,-0.23024865972
ACH-000924,-0.190858126673
ACH-000926,-0.128776834015
ACH-000928,-0.35106963198299995
ACH-000929,-0.371781398094
ACH-000932,-0.42510512328
ACH-000935,-0.482293421971
ACH-000936,-0.167472529603
ACH-000937,-0.284706455562
ACH-000938,-0.113711565459
ACH-000939,-0.288031727514
ACH-000941,-0.296293138642
ACH-000943,-0.250447856405
ACH-000946,-0.29679056299600004
ACH-000947,-0.225925468786
ACH-000948,-0.40962439233000003
ACH-000950,-0.22871022368900001
ACH-000953,-0.333110209809
ACH-000957,-0.13702755123500002
ACH-000958,-0.0963437404669
ACH-000960,-0.20907987900299999
ACH-000963,-0.421562610731
ACH-000968,-0.267402276485
ACH-000969,-0.41754534192000003
ACH-000973,-0.297245195704
ACH-000974,-0.40365895766000004
ACH-000975,-0.35144050621600004
ACH-000976,-0.205243738779
ACH-000978,-0.221686071409
ACH-000980,-0.149237705514
ACH-000984,-0.303925639635
ACH-000986,-0.368144126242
ACH-000988,-0.195391569881
ACH-000993,-0.49951718174099996
ACH-000994,-0.17591525411400002
ACH-000996,-0.5402496642279999
ACH-001001,-0.38286400129799997
ACH-001020,-0.303265016302
ACH-001028,-0.242579935997
ACH-001031,-0.36956154416599996
ACH-001038,-0.28216223380399996
ACH-001048,-0.21624831782099999
ACH-001050,-0.434000663183
ACH-001053,-0.28655761977899996
ACH-001054,-0.158780190681
ACH-001061,-0.22221142516800002
ACH-001067,-0.37913728618299997
ACH-001075,-0.291790016677
ACH-001096,-0.30190645976799996
ACH-001128,-0.312299437312
ACH-001134,-0.355001316717
ACH-001151,-0.360765550414
ACH-001163,-0.5377201930709999
ACH-001164,-0.0975299925888
ACH-001173,-0.306659108527
ACH-001183,-0.33064569649500003
ACH-001184,-0.313781808864
ACH-001190,-0.259418346136
ACH-001192,-0.499479878958
ACH-001193,-0.48996364049900004
ACH-001196,-0.30342009682300003
ACH-001197,-0.720175870324
ACH-001205,-0.337711554692
ACH-001211,-0.382879897834
ACH-001212,-0.0517127457385
ACH-001228,-0.392320122015
ACH-001232,-0.349523712488
ACH-001239,-0.462345772873
ACH-001274,-0.3360876138
ACH-001275,-0.441934478398
ACH-001277,-0.132583769396
ACH-001278,-0.293596938606
ACH-001280,-0.37485872831
ACH-001283,-0.462410783577
ACH-001289,-0.36898971788900004
ACH-001295,-0.24734750274099998
ACH-001300,-0.378188409259
ACH-001301,-0.438315912202
ACH-001302,-0.5003339330259999
ACH-001303,-0.62418197005
ACH-001306,-0.224281298589
ACH-001318,-0.231452939861
ACH-001322,-0.242392531516
ACH-001328,-0.445817340567
ACH-001332,-0.23450969156100002
ACH-001333,-0.35632335540200005
ACH-001336,-0.262325333314
ACH-001340,-0.34399118698200004
ACH-001346,-0.325203633923
ACH-001353,-0.39914116378700004
ACH-001354,-0.400241259314
ACH-001367,-0.176742925191
ACH-001368,-0.269656433862
ACH-001374,-0.180607073326
ACH-001375,-0.39906976793300003
ACH-001377,-0.383880838168
ACH-001380,-0.361110608918
ACH-001391,-0.303437794449
ACH-001407,-0.334899625492
ACH-001408,-0.341506521052
ACH-001413,-0.399934524664
ACH-001430,0.140281251014
ACH-001431,-0.311416301003
ACH-001450,-0.361017839814
ACH-001496,-0.275690648408
ACH-001500,-0.460721387506
ACH-001521,-0.363809136674
ACH-001523,-0.51408172564
ACH-001532,-0.281589982493
ACH-001536,-0.299729027791
ACH-001550,-0.300973894407
ACH-001552,-0.17743056368000001
ACH-001554,-0.19712931455200003
ACH-001645,-0.223950180647
ACH-001654,-0.412136789323
ACH-001715,-0.229324510873
ACH-001735,-0.346615916382
ACH-001736,-0.345376558763
ACH-001737,0.014837444428100002
ACH-001740,-0.334490680298
ACH-001745,-0.219360537497
ACH-001750,-0.431190904722
ACH-001765,-0.173002183688
ACH-001956,-0.152190042158
ACH-001957,-0.219912380531
