,UBE2I (7329)
ACH-000255,-1.1802621956100001
ACH-000256,-1.00095438876
ACH-000257,-0.935101908118
ACH-000258,-1.38643741475
ACH-000259,-1.09970382508
ACH-000260,-1.06902323294
ACH-000261,-1.19570405487
ACH-000262,-0.8765344657799999
ACH-000263,-1.10640142471
ACH-000264,-1.28339765685
ACH-000265,-1.18268354661
ACH-000266,-1.31642934102
ACH-000272,-1.09875455374
ACH-000273,-0.848789776337
ACH-000274,-1.30872619179
ACH-000277,-0.979401359037
ACH-000278,-0.9559325464309999
ACH-000279,-1.17618814964
ACH-000280,-0.9658801590430001
ACH-000281,-0.9916693995999999
ACH-000288,-1.08702741683
ACH-000291,-1.1179831544399998
ACH-000293,-1.03057513718
ACH-000294,-1.24686197972
ACH-000295,-1.13249573497
ACH-000296,-1.3494356599700001
ACH-000302,-1.0195548295999999
ACH-000304,-1.11841175049
ACH-000307,-1.05900036344
ACH-000308,-1.1892166903499999
ACH-000310,-1.37646987104
ACH-000311,-1.17817441987
ACH-000312,-0.80649906589
ACH-000315,-1.08664601764
ACH-000316,-0.942153638169
ACH-000317,-1.1469708793100002
ACH-000318,-0.861584193863
ACH-000319,-1.1709662333600002
ACH-000320,-1.0973274833700002
ACH-000322,-0.990204503121
ACH-000323,-1.5452345729199999
ACH-000324,-1.05797568626
ACH-000329,-1.12347361221
ACH-000330,-0.97717938619
ACH-000331,-0.9173385071950001
ACH-000332,-1.2697783517299999
ACH-000334,-0.936501784352
ACH-000335,-1.2259477998200001
ACH-000336,-1.0452132288
ACH-000337,-0.808438457596
ACH-000339,-1.0167195418200001
ACH-000341,-0.689828901255
ACH-000348,-1.14399862969
ACH-000350,-0.866314537471
ACH-000352,-1.1479214559
ACH-000356,-1.2924120295700001
ACH-000361,-0.9693062545029999
ACH-000362,-1.17723631952
ACH-000363,-1.17900141463
ACH-000364,-0.988898884905
ACH-000365,-0.832205420186
ACH-000366,-1.10645159009
ACH-000368,-1.1327539548299999
ACH-000374,-1.03023001808
ACH-000375,-0.8176266339239999
ACH-000376,-0.889019669404
ACH-000381,-0.8659464432289999
ACH-000383,-1.28064121725
ACH-000387,-1.0449911243899999
ACH-000389,-1.0412228614499999
ACH-000390,-1.21537856765
ACH-000393,-1.3230825615700001
ACH-000395,-1.22093766621
ACH-000397,-1.527236279
ACH-000401,-1.19920676266
ACH-000402,-0.788230988506
ACH-000403,-1.33597528236
ACH-000404,-0.893251023901
ACH-000406,-0.924553571567
ACH-000407,-1.16049922927
ACH-000408,-0.936660110223
ACH-000410,-0.9283957624279999
ACH-000411,-1.03494906498
ACH-000414,-0.867479447047
ACH-000415,-0.860070331504
ACH-000416,-1.0
ACH-000420,-1.28598332595
ACH-000421,-0.9789139229
ACH-000424,-0.874009922905
ACH-000425,-1.29879159842
ACH-000426,-1.02391164886
ACH-000427,-1.06329002152
ACH-000433,-0.9178049798610001
ACH-000436,-1.48629100005
ACH-000444,-1.0962522025599999
ACH-000445,-0.674727791947
ACH-000448,-0.6526894769280001
ACH-000450,-1.05989024939
ACH-000452,-1.0381107273299999
ACH-000454,-1.1685722669299998
ACH-000458,-1.1136100254899999
ACH-000459,-0.460461510776
ACH-000460,-1.00289266304
ACH-000461,-1.04040862037
ACH-000463,-1.3213281392799998
ACH-000464,-1.05071146483
ACH-000466,-1.04866072441
ACH-000467,-1.06326796128
ACH-000468,-1.28669883436
ACH-000469,-0.951917794241
ACH-000470,-0.84438397738
ACH-000471,-0.9301398975059999
ACH-000472,-1.31169930798
ACH-000473,-0.9399958294290001
ACH-000475,-1.1319308940600001
ACH-000476,-1.40687769639
ACH-000477,-1.33362171009
ACH-000480,-0.808399276112
ACH-000481,-0.9060120992749999
ACH-000483,-0.9958670932449999
ACH-000484,-1.13657052035
ACH-000485,-1.33211584963
ACH-000486,-1.07616622067
ACH-000487,-1.03159971222
ACH-000488,-0.930043889112
ACH-000490,-0.9298423863519999
ACH-000491,-1.2042921405299998
ACH-000495,-0.952295984527
ACH-000496,-1.0662659243100001
ACH-000499,-1.38562550854
ACH-000500,-1.36635946391
ACH-000502,-1.0856696070899998
ACH-000503,-0.646056283615
ACH-000505,-1.10422001232
ACH-000507,-1.08001182702
ACH-000510,-1.11594114146
ACH-000511,-0.982058921517
ACH-000512,-0.63445364461
ACH-000516,-1.37262744421
ACH-000517,-1.31460962315
ACH-000518,-0.621643215933
ACH-000520,-1.32292075555
ACH-000521,-1.24369056761
ACH-000522,-1.2983505575399998
ACH-000524,-0.932189282202
ACH-000527,-1.04115065936
ACH-000528,-0.9827273723190001
ACH-000537,-0.9729802865870001
ACH-000541,-1.0469413156799998
ACH-000542,-1.24748898266
ACH-000544,-0.934396661902
ACH-000545,-1.07144825389
ACH-000547,-0.861816518785
ACH-000548,-1.23591622881
ACH-000549,-1.0065414127299999
ACH-000550,-0.95906930063
ACH-000552,-1.15549209893
ACH-000556,-1.17704890513
ACH-000557,-0.9375045681919999
ACH-000570,-0.972866235019
ACH-000571,-1.4328034152000002
ACH-000573,-0.8537653356470001
ACH-000576,-1.21211949186
ACH-000580,-1.0924517708100001
ACH-000584,-1.01485534096
ACH-000585,-0.7864531443520001
ACH-000588,-0.7977412323499999
ACH-000589,-1.06139245855
ACH-000591,-1.01329558275
ACH-000593,-0.809540502694
ACH-000600,-0.982900285675
ACH-000601,-1.14910533561
ACH-000604,-0.9669448187109999
ACH-000605,-0.9978563216799999
ACH-000606,-0.8616614113590001
ACH-000608,-1.10341450063
ACH-000614,-0.8727182734710001
ACH-000616,-1.17006878321
ACH-000618,-0.6806575066230001
ACH-000619,-1.03625320081
ACH-000620,-0.938639401039
ACH-000621,-1.35315395522
ACH-000622,-0.937792991062
ACH-000623,-0.8267224032439999
ACH-000624,-0.808872534438
ACH-000627,-0.707393351346
ACH-000630,-0.8122850823710001
ACH-000632,-0.982507562182
ACH-000633,-0.972443609317
ACH-000637,-0.946737851385
ACH-000638,-1.14995748218
ACH-000646,-1.12181670003
ACH-000647,-1.15537657807
ACH-000648,-1.28317346076
ACH-000649,-0.957325008249
ACH-000651,-0.947687679338
ACH-000652,-1.1388542027600002
ACH-000653,-1.10613806533
ACH-000657,-0.9624578071590001
ACH-000658,-0.8395466656300001
ACH-000661,-1.07086528874
ACH-000662,-1.0932317759899999
ACH-000663,-0.720153664894
ACH-000665,-1.07335248287
ACH-000671,-1.13576587765
ACH-000673,-1.24930177434
ACH-000676,-0.975630161484
ACH-000677,-0.529034822469
ACH-000681,-1.15052548031
ACH-000682,-1.021923159
ACH-000683,-1.1564037885299998
ACH-000684,-1.26958776878
ACH-000688,-1.21673601356
ACH-000693,-0.9101220605320001
ACH-000694,-0.933552959562
ACH-000695,-0.875528426343
ACH-000696,-1.0334105879200002
ACH-000697,-1.335748511
ACH-000699,-1.1868741415700002
ACH-000701,-1.13453639295
ACH-000706,-1.0062324891299999
ACH-000711,-0.810252309008
ACH-000713,-1.3979501127200002
ACH-000714,-1.06277297922
ACH-000718,-1.2764421186
ACH-000720,-1.06944158469
ACH-000721,-1.2225246811100001
ACH-000724,-1.3307417154799999
ACH-000725,-1.62305190386
ACH-000732,-1.03309687262
ACH-000734,-1.10897505517
ACH-000735,-0.875436259651
ACH-000736,-1.20690121458
ACH-000738,-1.06496898362
ACH-000746,-0.798084458158
ACH-000747,-0.97879220506
ACH-000748,-1.33590231768
ACH-000753,-0.806170742512
ACH-000756,-1.16486845324
ACH-000757,-1.34746327027
ACH-000758,-1.05390096037
ACH-000760,-1.20383999968
ACH-000763,-0.674976607407
ACH-000764,-1.32124991045
ACH-000765,-1.2099496763700002
ACH-000766,-1.22298883793
ACH-000767,-1.3596212937999999
ACH-000768,-1.14725124996
ACH-000769,-1.11835303902
ACH-000770,-1.12604458421
ACH-000771,-1.01431097477
ACH-000773,-1.2294093370499999
ACH-000776,-1.12970728906
ACH-000777,-0.935757275546
ACH-000778,-0.784325481292
ACH-000781,-0.8538631047249999
ACH-000782,-1.14568120688
ACH-000783,-1.5206902646899998
ACH-000784,-0.980124190516
ACH-000785,-1.05560307218
ACH-000787,-0.9957234582469999
ACH-000788,-1.1472335311700002
ACH-000791,-1.11351195043
ACH-000792,-0.953586324102
ACH-000794,-1.06314547564
ACH-000796,-1.4447805336200001
ACH-000799,-1.08948456753
ACH-000800,-1.12054170132
ACH-000802,-0.918741202792
ACH-000804,-0.942995863792
ACH-000805,-1.00424929684
ACH-000809,-0.96905027266
ACH-000810,-0.933678658296
ACH-000811,-0.90965029347
ACH-000817,-0.6295562083030001
ACH-000819,-1.1604947910299999
ACH-000820,-1.3886367054100002
ACH-000821,-0.5438250166130001
ACH-000822,-1.1825783106
ACH-000823,-1.12570968865
ACH-000824,-1.4471625999000002
ACH-000827,-0.8446003810430001
ACH-000829,-1.05188370559
ACH-000831,-1.09252602018
ACH-000832,-1.04976653532
ACH-000833,-1.1511196147
ACH-000834,-0.914779202755
ACH-000835,-1.06137582593
ACH-000836,-0.473128179407
ACH-000837,-0.867560168442
ACH-000838,-0.793615643416
ACH-000839,-1.22655727699
ACH-000840,-1.1923643231799999
ACH-000841,-1.16981801249
ACH-000843,-1.13396312065
ACH-000846,-0.773943412704
ACH-000847,-1.0321386608399998
ACH-000848,-0.926261851347
ACH-000849,-1.0134309104700001
ACH-000851,-1.15952083698
ACH-000855,-0.8820035587170001
ACH-000856,-0.884845472216
ACH-000858,-0.7929949249930001
ACH-000859,-1.30968092726
ACH-000861,-1.1532429875299999
ACH-000862,-0.7461109974169999
ACH-000865,-0.964943894453
ACH-000866,-1.14129358681
ACH-000867,-1.0984211144
ACH-000869,-0.9129556465049999
ACH-000872,-1.02739180905
ACH-000873,-0.9943671834100001
ACH-000876,-0.9275554891969999
ACH-000878,-1.04968256309
ACH-000880,-0.798299171761
ACH-000881,-0.840334149955
ACH-000882,-0.912567818272
ACH-000884,-1.13953823767
ACH-000885,-0.972403326691
ACH-000887,-1.15358597137
ACH-000888,-1.2894209124200002
ACH-000889,-0.8411958847040001
ACH-000890,-1.3338966584999998
ACH-000896,-1.14415704921
ACH-000898,-1.0
ACH-000900,-1.31137178812
ACH-000901,-1.28952154498
ACH-000905,-1.0783687972799998
ACH-000906,-1.0579244256799998
ACH-000907,-1.1690840254700001
ACH-000910,-0.984683677606
ACH-000911,-1.29912860121
ACH-000912,-0.8022678911579999
ACH-000913,-1.07467398076
ACH-000915,-1.01480208631
ACH-000916,-1.15675431358
ACH-000917,-0.867773166679
ACH-000921,-1.25389177044
ACH-000924,-0.907369970877
ACH-000926,-1.0224801324700001
ACH-000928,-1.1173743842000001
ACH-000929,-0.979985930473
ACH-000932,-1.20759344656
ACH-000935,-1.1910774123999999
ACH-000936,-0.7125538766159999
ACH-000937,-1.2487665024299999
ACH-000938,-1.3317858759
ACH-000939,-0.5880848478890001
ACH-000941,-1.0755231389700002
ACH-000943,-0.697207794001
ACH-000946,-0.903731767946
ACH-000947,-1.04175428031
ACH-000948,-0.648169708679
ACH-000950,-1.3080220405399998
ACH-000953,-1.18769034196
ACH-000957,-1.08128160191
ACH-000958,-0.893576827651
ACH-000960,-1.26242275037
ACH-000963,-1.16886764528
ACH-000968,-1.02749798692
ACH-000969,-0.758688349948
ACH-000973,-1.1042304785200001
ACH-000974,-1.02976158422
ACH-000975,-1.11025670812
ACH-000976,-1.47057885755
ACH-000978,-0.784778432474
ACH-000980,-0.875077851154
ACH-000984,-1.04701685711
ACH-000986,-1.03812899392
ACH-000988,-0.8299266631129999
ACH-000993,-1.29312768255
ACH-000994,-1.2329434057700002
ACH-000996,-1.0945654896700001
ACH-001001,-1.36543688934
ACH-001020,-1.1115133775100001
ACH-001028,-1.0433867073799998
ACH-001031,-0.806611204745
ACH-001038,-1.1706013688299999
ACH-001048,-1.03820303639
ACH-001050,-1.06165635139
ACH-001053,-1.01992222533
ACH-001054,-1.07439164536
ACH-001061,-0.9218661230509999
ACH-001067,-1.2648349505399998
ACH-001075,-1.09257786221
ACH-001096,-0.8848171215739999
ACH-001128,-0.210891810768
ACH-001134,-0.8468791723639999
ACH-001151,-0.902061857827
ACH-001163,-1.1291994068200002
ACH-001164,-1.32853493891
ACH-001173,-1.04045371445
ACH-001183,-1.06105056081
ACH-001184,-1.2633329105
ACH-001190,-1.47333742706
ACH-001192,-1.27622903218
ACH-001193,-1.28760760219
ACH-001196,-0.900329739898
ACH-001197,-1.14441025419
ACH-001205,-1.1560751247299998
ACH-001211,-0.8460299255220001
ACH-001212,-1.4141490519799997
ACH-001228,-1.2699279122799998
ACH-001232,-0.9337173273810001
ACH-001239,-1.2037677446
ACH-001274,-1.22151185147
ACH-001275,-1.17811147314
ACH-001277,-0.939550991498
ACH-001278,-1.0938311668
ACH-001280,-1.39826996488
ACH-001283,-1.3610210342700002
ACH-001289,-1.2449841190000002
ACH-001295,-1.46066971069
ACH-001300,-1.09613237939
ACH-001301,-0.9816650550239999
ACH-001302,-1.07593161423
ACH-001303,-1.06520023794
ACH-001306,-1.1001521440100002
ACH-001318,-1.04400087248
ACH-001322,-1.12261316057
ACH-001328,-1.1420194906799999
ACH-001332,-1.0143998964899998
ACH-001333,-0.9241836777310001
ACH-001336,-1.1635286713200002
ACH-001340,-1.2430670473
ACH-001346,-0.869452921329
ACH-001353,-1.1022275643500001
ACH-001354,-0.881328458654
ACH-001367,-1.10724841569
ACH-001368,-1.06176046681
ACH-001374,-1.10181896933
ACH-001375,-1.3494805551
ACH-001377,-0.7957844613889999
ACH-001380,-0.9695427686220001
ACH-001391,-1.21532475524
ACH-001407,-1.14897542319
ACH-001408,-0.8787957723729999
ACH-001413,-1.2008086499700001
ACH-001430,-1.24512228671
ACH-001431,-1.0807162879
ACH-001450,-1.07858243275
ACH-001496,-0.51568246351
ACH-001500,-0.9665349777560001
ACH-001521,-1.12814058079
ACH-001523,-0.737863775379
ACH-001532,-1.2360631036399998
ACH-001536,-1.02415415442
ACH-001550,-0.514022752344
ACH-001552,-1.3287157106999998
ACH-001554,-0.958582771282
ACH-001645,-1.2274815109100001
ACH-001654,-1.09161902472
ACH-001715,-1.38186012968
ACH-001735,-0.9127558811220001
ACH-001736,-0.959060495978
ACH-001737,-1.3374946888700001
ACH-001740,-1.04214644185
ACH-001745,-1.14819566531
ACH-001750,-1.1582558619299999
ACH-001765,-1.0205620991700002
ACH-001956,-0.937750038321
ACH-001957,-0.910588718442
