,PRIM1 (5557)
ACH-000520,-1.3742103263
ACH-000521,-1.31065296609
ACH-000522,-1.21233725836
ACH-000524,-1.87023123502
ACH-000527,-1.21001394618
ACH-000528,-1.3541899575299998
ACH-000537,-1.5213488177899999
ACH-000541,-1.64241699688
ACH-000542,-1.3068849524500001
ACH-000544,-1.13911271184
ACH-000545,-1.1708577312700001
ACH-000547,-1.23385937474
ACH-000548,-1.34211796537
ACH-000549,-1.23781042167
ACH-000550,-1.33675719311
ACH-000552,-1.54470452736
ACH-000556,-1.39268288439
ACH-000557,-1.8653559041999999
ACH-000570,-1.23059799379
ACH-000571,-1.80297572238
ACH-000573,-1.5372043330399998
ACH-000576,-1.48103341502
ACH-000580,-1.5655423978999998
ACH-000584,-1.52991349822
ACH-000585,-1.45196913575
ACH-000588,-1.15103519295
ACH-000589,-1.4024810344299998
ACH-000591,-1.52476044171
ACH-000593,-1.41279514506
ACH-000600,-1.35721424972
ACH-000601,-1.4792964075900001
ACH-000604,-1.2842219262899999
ACH-000605,-1.3447053763699999
ACH-000606,-1.35911403449
ACH-000608,-2.02121053224
ACH-000614,-1.32518878604
ACH-000616,-1.54351645625
ACH-000618,-1.30238892408
ACH-000619,-1.07819319589
ACH-000620,-1.40123175872
ACH-000621,-1.8234316986
ACH-000622,-1.2662213436299998
ACH-000623,-1.40488928235
ACH-000624,-1.43830033377
ACH-000627,-1.2167297012
ACH-000630,-1.19107765708
ACH-000632,-1.3991859980799999
ACH-000633,-1.1582360001
ACH-000637,-1.7570663548199998
ACH-000638,-1.2491611762700001
ACH-000646,-1.4021046743799999
ACH-000647,-1.5758903442399999
ACH-000648,-1.4504543224700002
ACH-000649,-1.3140161661
ACH-000651,-1.3267383213500001
ACH-000652,-1.1582352341
ACH-000653,-1.3036921242100001
ACH-000657,-1.4922992406600002
ACH-000658,-1.3813535055700001
ACH-000661,-1.5775577338299998
ACH-000662,-1.67420524571
ACH-000663,-1.4377613129700002
ACH-000665,-1.4779860084799998
ACH-000671,-1.05782043694
ACH-000673,-1.52227590579
ACH-000676,-1.3967546384399998
ACH-000677,-1.05821507279
ACH-000681,-1.1517114538
ACH-000682,-1.33922005699
ACH-000683,-1.5337185214200002
ACH-000684,-1.2226726483700001
ACH-000688,-1.8648980472999999
ACH-000693,-1.4846368864700001
ACH-000694,-1.3296797060299999
ACH-000695,-1.49087030106
ACH-000696,-1.4017152672400002
ACH-000697,-1.3725333477500001
ACH-000699,-1.77001731477
ACH-000701,-1.4597087763499998
ACH-000706,-1.2816519923899998
ACH-000711,-1.3562361694
ACH-000713,-1.3137048311
ACH-000714,-1.20517888391
ACH-000718,-1.6559507895399999
ACH-000720,-1.66284792653
ACH-000721,-1.52586198024
ACH-000724,-1.4533768082
ACH-000725,-1.91242924597
ACH-000732,-1.57786755026
ACH-000734,-1.3942791002700001
ACH-000735,-1.5083305490999999
ACH-000736,-1.60171609216
ACH-000738,-1.22334592707
ACH-000746,-1.3693965702000002
ACH-000747,-1.30531006186
ACH-000748,-1.3675752464200002
ACH-000753,-1.3942222409099998
ACH-000756,-1.3688793801299999
ACH-000757,-1.1998389691700002
ACH-000758,-1.4292555764200001
ACH-000760,-1.75102152883
ACH-000763,-1.6772039287600002
ACH-000764,-1.1848048817499999
ACH-000765,-1.3705319652899999
ACH-000766,-1.51789857477
ACH-000767,-1.52304382232
ACH-000768,-1.44239092125
ACH-000769,-1.4117967433899998
ACH-000770,-1.5181211304700002
ACH-000771,-1.2570176145
ACH-000773,-1.61295705181
ACH-000776,-1.3722741657799997
ACH-000777,-1.27693452023
ACH-000778,-1.4436733653
ACH-000781,-1.17288925876
ACH-000782,-1.7562229537
ACH-000783,-1.6539395855599999
ACH-000784,-1.3581770419299999
ACH-000785,-1.65050325724
ACH-000787,-1.08103428976
ACH-000788,-1.39153666701
ACH-000791,-1.34720765628
ACH-000792,-1.28932512545
ACH-000794,-1.3244925295999999
ACH-000796,-1.6744345799399998
ACH-000799,-1.6470826844
ACH-000800,-1.21235511573
ACH-000802,-1.19233773764
ACH-000804,-1.42975938954
ACH-000805,-1.40519557921
ACH-000809,-1.3643842055500002
ACH-000810,-1.37133220366
ACH-000811,-1.56007072666
ACH-000817,-1.37663079532
ACH-000819,-1.38507345712
ACH-000820,-1.3830091530000002
ACH-000821,-1.34971857266
ACH-000822,-1.9682980011900002
ACH-000823,-1.35241426062
ACH-000824,-1.4222951668000001
ACH-000827,-1.35521270459
ACH-000829,-1.27930207621
ACH-000831,-1.35972911652
ACH-000832,-1.43107567484
ACH-000833,-1.6404332754299997
ACH-000834,-1.4258047305500001
ACH-000835,-1.22236548264
ACH-000836,-1.4347292387900001
ACH-000837,-1.28583972414
ACH-000838,-1.1289680575799999
ACH-000839,-1.2624859144399998
ACH-000840,-1.27010528515
ACH-000841,-1.16011166079
ACH-000843,-1.32403393849
ACH-000846,-1.20905102611
ACH-000847,-1.17236432326
ACH-000848,-1.1165642782
ACH-000849,-1.14345545581
ACH-000851,-1.53407636292
ACH-000855,-1.12938423111
ACH-000856,-1.32234177011
ACH-000858,-1.30134649968
ACH-000859,-1.1210411872900001
ACH-000861,-1.54363537316
ACH-000862,-1.3625103433
ACH-000865,-1.3040844422
ACH-000866,-1.60842079993
ACH-000867,-1.48289801949
ACH-000869,-1.42944220261
ACH-000872,-1.17443669057
ACH-000873,-1.19975623756
ACH-000876,-1.8403747698400004
ACH-000878,-1.09552021206
ACH-000880,-1.53509797837
ACH-000881,-1.3799003090900002
ACH-000882,-1.31140701116
ACH-000884,-1.60728855676
ACH-000885,-1.4115144441999998
ACH-000887,-1.3283157047299998
ACH-000888,-1.4309418657600002
ACH-000889,-1.20303678309
ACH-000890,-1.23005361734
ACH-000896,-1.3930639900100001
ACH-000898,-1.72202490155
ACH-000900,-1.40695286931
ACH-000901,-1.38943873253
ACH-000905,-1.35463399902
ACH-000906,-1.62856186183
ACH-000907,-1.26207665287
ACH-000910,-1.36624532774
ACH-000911,-1.43864284345
ACH-000912,-1.25955469659
ACH-000913,-1.34197945269
ACH-000915,-1.4285422915500001
ACH-000916,-1.27457370302
ACH-000917,-1.32054871927
ACH-000921,-1.39249849676
ACH-000924,-1.270343569
ACH-000926,-1.3637274956
ACH-000928,-1.56308631068
ACH-000929,-1.3105779560100002
ACH-000932,-1.5235689758200002
ACH-000935,-1.30044027223
ACH-000936,-1.10294133435
ACH-000937,-1.6705320425
ACH-000938,-1.570886477
ACH-000939,-1.60805396775
ACH-000941,-1.20489112275
ACH-000943,-1.0309279136299998
ACH-000946,-1.36950168433
ACH-000947,-1.3445798378
ACH-000948,-1.35385302086
ACH-000950,-1.26498880619
ACH-000953,-1.66079179211
ACH-000957,-1.0785449598299999
ACH-000958,-1.5035878863799998
ACH-000960,-1.5489678617299998
ACH-000963,-1.59476074061
ACH-000968,-1.21341619377
ACH-000969,-1.42274147699
ACH-000973,-1.48278720713
ACH-000974,-1.39383698502
ACH-000975,-1.5195978342299998
ACH-000976,-1.31520495734
ACH-000978,-1.34861626314
ACH-000980,-1.53609474922
ACH-000984,-1.53300616729
ACH-000986,-1.3414296639799999
ACH-000988,-1.4829483498700002
ACH-000993,-1.16022016636
ACH-000994,-1.3550520048899999
ACH-000996,-1.3972504548299998
ACH-001001,-1.26460202175
ACH-001020,-1.48627388877
ACH-001028,-1.52461583565
ACH-001031,-1.3373194509200002
ACH-001038,-1.7481586193799998
ACH-001048,-1.5312372158399998
ACH-001050,-1.43564605341
ACH-001053,-1.12727219882
ACH-001054,-1.32457286783
ACH-001061,-1.14784895535
ACH-001067,-1.53982110026
ACH-001075,-1.18392454753
ACH-001096,-1.47460858512
ACH-001128,-1.9027690981999998
ACH-001134,-1.3455943020899999
ACH-001151,-1.40708370973
ACH-001163,-1.26581424444
ACH-001164,-1.35481592936
ACH-001173,-1.40420585759
ACH-001183,-1.19145421545
ACH-001184,-1.5009200869200001
ACH-001190,-1.53541148558
ACH-001192,-1.61425669583
ACH-001193,-1.3217481349
ACH-001196,-1.49312308794
ACH-001197,-1.10588782842
ACH-001205,-1.63196543813
ACH-001211,-1.59037576055
ACH-001212,-1.37525332712
ACH-001228,-1.53323335981
ACH-001232,-1.3672053902
ACH-001239,-1.4775807795500002
ACH-001274,-1.4490733225799999
ACH-001275,-1.5778711682100002
ACH-001277,-1.40548305136
ACH-001278,-1.27905694999
ACH-001280,-2.1746763640299998
ACH-001283,-1.4301256069
ACH-001289,-1.3443628490900001
ACH-001295,-1.56147552556
ACH-001300,-1.53109875831
ACH-001301,-1.40974406426
ACH-001302,-1.6111066884399998
ACH-001303,-1.62035201987
ACH-001306,-1.31606594359
ACH-001318,-1.13387873581
ACH-001322,-1.33896634589
ACH-001328,-1.40921578627
ACH-001332,-1.05054500673
ACH-001333,-1.09744324129
ACH-001336,-1.25383945701
ACH-001340,-1.32819400986
ACH-001346,-1.27892283773
ACH-001353,-1.4992384836100001
ACH-001354,-1.2843770753000001
ACH-001367,-1.52042943477
ACH-001368,-1.56334687164
ACH-001374,-1.1909002899799999
ACH-001375,-1.6140700045899998
ACH-001377,-1.3669230347699999
ACH-001380,-1.35786404441
ACH-001391,-1.65599949359
ACH-001407,-1.32153481531
ACH-001408,-1.25321128667
ACH-001413,-1.48323260028
ACH-001430,-1.62682259484
ACH-001431,-1.52136417338
ACH-001450,-1.56720143801
ACH-001496,-1.58781582136
ACH-001500,-1.0
ACH-001521,-1.80768031593
ACH-001523,-1.1573377278399999
ACH-001532,-1.47764347857
ACH-001536,-1.2538596705299998
ACH-001550,-1.44519323619
ACH-001552,-1.66020094145
ACH-001554,-1.4189379426800002
ACH-001645,-1.6466990056600002
ACH-001654,-1.43394750915
ACH-001715,-1.12208329101
ACH-001735,-1.69785329937
ACH-001736,-1.6814068015799999
ACH-001737,-1.7530246022
ACH-001740,-1.5947956623700001
ACH-001745,-1.5467372554799999
ACH-001750,-1.40726776541
ACH-001765,-1.2440118064499999
ACH-001956,-1.51751775985
ACH-001957,-1.6894661965900002
