,EEF2 (1938)
ACH-000259,-1.7651230000099998
ACH-000260,-1.8088680980200003
ACH-000261,-2.0329329221
ACH-000262,-1.84327989741
ACH-000263,-1.8860784272599997
ACH-000264,-1.99636315553
ACH-000265,-2.1408593789099997
ACH-000266,-2.0658470109200002
ACH-000272,-1.73086366926
ACH-000273,-2.13686928616
ACH-000274,-2.08780975541
ACH-000277,-2.31707169125
ACH-000278,-2.08726706457
ACH-000279,-2.03266290825
ACH-000280,-2.3073397993
ACH-000281,-2.11029581283
ACH-000288,-1.86960089789
ACH-000291,-2.16234217648
ACH-000293,-2.48494257359
ACH-000294,-2.32343386316
ACH-000295,-2.13844989799
ACH-000296,-2.01831022961
ACH-000302,-2.5059476833
ACH-000304,-2.631372212
ACH-000307,-1.9761711586099997
ACH-000308,-2.16858857289
ACH-000310,-2.01799376688
ACH-000311,-2.19155267468
ACH-000312,-1.68820950977
ACH-000315,-2.44196002262
ACH-000316,-1.7243093566900003
ACH-000317,-1.7677344906299999
ACH-000318,-2.24895367588
ACH-000319,-2.16350184528
ACH-000320,-1.7893854883200002
ACH-000322,-2.01960697759
ACH-000323,-2.00253475971
ACH-000324,-1.99278894257
ACH-000329,-1.9857709888
ACH-000330,-2.1558710234
ACH-000331,-1.7802443170099997
ACH-000332,-2.15193524306
ACH-000334,-2.15170458328
ACH-000335,-2.18231405592
ACH-000336,-2.2144614704400003
ACH-000337,-1.8402525364400002
ACH-000339,-2.0279376482599996
ACH-000341,-1.85125308163
ACH-000348,-2.34207395464
ACH-000350,-1.8700617819599998
ACH-000352,-2.1881037776400003
ACH-000356,-1.6872498955700002
ACH-000361,-2.13907596511
ACH-000362,-2.2556939771
ACH-000363,-2.33185821507
ACH-000364,-2.07544494282
ACH-000365,-2.03166580301
ACH-000366,-2.1360089803799998
ACH-000368,-1.73551576677
ACH-000374,-1.94529629708
ACH-000375,-2.50314255718
ACH-000376,-2.25865599569
ACH-000381,-2.30888103165
ACH-000383,-1.6347101451600001
ACH-000387,-1.9834259305200002
ACH-000389,-1.95455243917
ACH-000390,-2.3016272521900003
ACH-000393,-2.0856193941799996
ACH-000395,-2.01661629543
ACH-000397,-2.17488465916
ACH-000401,-2.1865652149200003
ACH-000402,-1.71283816464
ACH-000403,-2.41924465328
ACH-000404,-2.31945546729
ACH-000406,-2.2037451524500002
ACH-000407,-1.72848250405
ACH-000408,-1.4480517449599999
ACH-000410,-1.9399771989400003
ACH-000411,-2.19802909715
ACH-000414,-2.50836657562
ACH-000415,-1.99904988162
ACH-000416,-1.9215574621200002
ACH-000420,-2.0897197378
ACH-000421,-2.1267003606099997
ACH-000424,-2.4264076851599996
ACH-000425,-1.9591423751800001
ACH-000426,-2.7621089637000003
ACH-000427,-2.4361606414200003
ACH-000433,-1.8858793669799998
ACH-000436,-2.2554692609
ACH-000444,-1.9295164780200003
ACH-000445,-1.7955981220099997
ACH-000448,-2.01363664972
ACH-000450,-2.08785126253
ACH-000452,-2.25757827721
ACH-000454,-1.9793536078599998
ACH-000458,-2.1373664725099997
ACH-000459,-2.6838936720900004
ACH-000460,-1.86683997135
ACH-000461,-2.07192993582
ACH-000463,-1.9106575697900001
ACH-000464,-1.5882031485299999
ACH-000466,-2.16759595615
ACH-000467,-1.8165608713299999
ACH-000468,-1.88802338997
ACH-000469,-1.9935480222400002
ACH-000470,-2.31585088691
ACH-000471,-1.9672351156599999
ACH-000472,-1.8885091733700001
ACH-000473,-2.2218121563
ACH-000475,-2.06556818488
ACH-000476,-2.1139635395700003
ACH-000477,-3.05680667232
ACH-000480,-2.1839988238099997
ACH-000481,-2.19862466987
ACH-000483,-2.61274693854
ACH-000484,-2.0225606486000003
ACH-000485,-2.32600232752
ACH-000486,-2.0265758834
ACH-000487,-2.2033394866599996
ACH-000488,-2.09943953088
ACH-000490,-1.9645833673
ACH-000491,-2.27707477189
ACH-000495,-1.8738549474400001
ACH-000496,-2.03263172153
ACH-000499,-2.15899596637
ACH-000500,-1.9600979415900002
ACH-000502,-1.9397248894499999
ACH-000503,-1.74587757873
ACH-000505,-2.21182527625
ACH-000507,-1.98302778412
ACH-000510,-2.0633009702000003
ACH-000511,-1.6877191968399998
ACH-000512,-1.7892069645200002
ACH-000516,-1.89317015836
ACH-000517,-2.04948762989
ACH-000518,-1.81240241009
ACH-000520,-2.2318155792099996
ACH-000521,-1.99946737032
ACH-000522,-2.06859698346
ACH-000524,-2.3412294949200003
ACH-000527,-2.28376700551
ACH-000528,-1.9132892139300002
ACH-000537,-1.9444070332900003
ACH-000541,-1.95003758809
ACH-000542,-2.08287409247
ACH-000544,-1.9904164948700003
ACH-000545,-1.96257367567
ACH-000547,-2.1079897184400003
ACH-000548,-1.93594914526
ACH-000549,-1.70380592379
ACH-000550,-1.7521185333900002
ACH-000552,-1.7498497883000002
ACH-000556,-2.15164948765
ACH-000557,-2.65705148226
ACH-000570,-2.0412128811700003
ACH-000571,-2.7568039083399998
ACH-000573,-1.8416397068500001
ACH-000576,-2.1534723322
ACH-000580,-2.10552480556
ACH-000584,-2.2538838767900002
ACH-000585,-1.57078566903
ACH-000588,-1.74156927943
ACH-000589,-1.86456844119
ACH-000591,-1.7172574649799999
ACH-000593,-2.00653736016
ACH-000600,-2.10910029887
ACH-000601,-2.0804548400400003
ACH-000604,-2.7424421597900004
ACH-000605,-2.28559152855
ACH-000606,-1.8343912674599998
ACH-000608,-1.8541354369599998
ACH-000614,-2.1639932411
ACH-000616,-1.7869300223599998
ACH-000618,-1.60257541178
ACH-000619,-1.64098458257
ACH-000620,-1.8369691285
ACH-000621,-1.9861059377
ACH-000622,-2.16394115792
ACH-000623,-2.10770202627
ACH-000624,-1.7241669654400003
ACH-000627,-2.02581123121
ACH-000630,-1.8190592089
ACH-000632,-1.99600719896
ACH-000633,-2.4676384816
ACH-000637,-1.79178502352
ACH-000638,-1.9102126615400001
ACH-000646,-2.74739469683
ACH-000647,-2.11165064693
ACH-000648,-1.76714340121
ACH-000649,-1.97496721525
ACH-000651,-1.96903747123
ACH-000652,-2.14128827928
ACH-000653,-1.87101678176
ACH-000657,-2.09746888561
ACH-000658,-2.1554795821400003
ACH-000661,-2.7764158405
ACH-000662,-2.3064803358200003
ACH-000663,-1.9494723104499998
ACH-000665,-2.02062576163
ACH-000671,-1.9700355969799999
ACH-000673,-1.9227986879700003
ACH-000676,-1.8461262759000001
ACH-000677,-2.24380071576
ACH-000681,-2.34500910229
ACH-000682,-2.0627779369
ACH-000683,-2.2563052681799998
ACH-000684,-1.9829796929499999
ACH-000688,-2.36378055317
ACH-000693,-2.04765550395
ACH-000694,-1.93090489194
ACH-000695,-1.91713526028
ACH-000696,-2.10337451985
ACH-000697,-1.7967292776
ACH-000699,-1.71543933938
ACH-000701,-2.3636297338900003
ACH-000706,-1.8629675801199999
ACH-000711,-2.03520756541
ACH-000713,-1.91751429836
ACH-000714,-2.36545705259
ACH-000718,-1.8527750032599997
ACH-000720,-1.7142237778100002
ACH-000721,-2.07598781891
ACH-000724,-2.5521849310299998
ACH-000725,-1.5970651512799998
ACH-000732,-1.7514974647400001
ACH-000734,-1.8501942537400002
ACH-000735,-2.0714188720299997
ACH-000736,-2.09811565568
ACH-000738,-2.10824833675
ACH-000746,-2.29140281824
ACH-000747,-2.06328533316
ACH-000748,-1.66391917362
ACH-000753,-2.11516344117
ACH-000756,-1.9963795645200002
ACH-000757,-1.9741715936900002
ACH-000758,-1.93285953937
ACH-000760,-1.83570014939
ACH-000763,-2.03384325413
ACH-000764,-2.08974655778
ACH-000765,-1.42285371474
ACH-000766,-1.9175715966799998
ACH-000767,-1.94986069276
ACH-000768,-2.0819296497299997
ACH-000769,-2.21228405793
ACH-000770,-2.03495255076
ACH-000771,-1.9754140688799997
ACH-000773,-2.0992872920599996
ACH-000776,-2.00763486517
ACH-000777,-2.19755996499
ACH-000778,-2.2744083493200002
ACH-000781,-2.29795285377
ACH-000782,-2.1704128983400004
ACH-000783,-2.0087799338599996
ACH-000784,-2.0952692761500002
ACH-000785,-2.34619775024
ACH-000787,-1.9473164703099999
ACH-000788,-1.9205879775699999
ACH-000791,-2.01032276136
ACH-000792,-2.3286992754900004
ACH-000794,-1.93506228742
ACH-000796,-2.0799735976900005
ACH-000799,-1.3307556006299999
ACH-000800,-1.9074892432
ACH-000802,-2.18099111043
ACH-000804,-2.16683184752
ACH-000805,-1.9153201515400002
ACH-000809,-2.0551868368400004
ACH-000810,-1.54843087791
ACH-000811,-2.18416297233
ACH-000817,-1.77087878507
ACH-000819,-1.99350050876
ACH-000820,-1.3990293758399999
ACH-000821,-1.65233165399
ACH-000822,-2.47580000317
ACH-000823,-1.9988853265900002
ACH-000824,-2.37562425637
ACH-000827,-1.8899521727700002
ACH-000829,-2.14624642763
ACH-000831,-2.1211747614
ACH-000832,-1.9571598215700001
ACH-000833,-2.1874365572
ACH-000834,-1.7728344984
ACH-000835,-1.89744899089
ACH-000836,-2.337621645
ACH-000837,-1.98581111976
ACH-000838,-2.54727972961
ACH-000839,-1.46245411724
ACH-000840,-1.5904784093900002
ACH-000841,-1.8454797426099998
ACH-000843,-2.2344697728900003
ACH-000846,-2.20916671491
ACH-000847,-2.09689567247
ACH-000848,-2.33742365396
ACH-000849,-1.83813546738
ACH-000851,-1.8833592751800001
ACH-000855,-2.04765923178
ACH-000856,-2.1590623326
ACH-000858,-1.8672058407799998
ACH-000859,-1.65336899232
ACH-000861,-2.24999518988
ACH-000862,-1.9935765886099996
ACH-000865,-1.9800434427900002
ACH-000866,-1.66755035389
ACH-000867,-2.31517518896
ACH-000869,-2.14013282505
ACH-000872,-2.10479385052
ACH-000873,-1.9721089979599997
ACH-000876,-2.47836454839
ACH-000878,-2.07944898575
ACH-000880,-2.09283629345
ACH-000881,-2.2119350195500003
ACH-000882,-2.12469966201
ACH-000884,-1.71169095411
ACH-000885,-2.13208970232
ACH-000887,-1.6007782850999999
ACH-000888,-1.7015760532
ACH-000889,-2.2823211751900003
ACH-000890,-1.9781484633099997
ACH-000896,-2.1167558423500004
ACH-000898,-2.12084229316
ACH-000900,-1.8275407661
ACH-000901,-1.6787475867500001
ACH-000905,-1.74292188645
ACH-000906,-1.9594719881799998
ACH-000907,-1.74177608813
ACH-000910,-2.25460473178
ACH-000911,-1.98069460072
ACH-000912,-1.9379371126099998
ACH-000913,-2.18326484466
ACH-000915,-2.1213069863
ACH-000916,-2.53809066819
ACH-000917,-1.8601440543099999
ACH-000921,-1.51591264023
ACH-000924,-1.9010592476
ACH-000926,-2.26085466125
ACH-000928,-1.84820238753
ACH-000929,-1.61233412574
ACH-000932,-2.02170476885
ACH-000935,-1.7658946238799997
ACH-000936,-2.01793497694
ACH-000937,-2.40754227241
ACH-000938,-2.31464713003
ACH-000939,-2.34191072128
ACH-000941,-2.33728227901
ACH-000943,-2.0628663229599997
ACH-000946,-2.14530313733
ACH-000947,-2.1995387386300003
ACH-000948,-1.8529908898400003
ACH-000950,-1.8763053500599998
ACH-000953,-2.3477372940400003
ACH-000957,-1.7692839144599999
ACH-000958,-1.81489158426
ACH-000960,-2.45842131783
ACH-000963,-1.6302112661300001
ACH-000968,-1.68773148476
ACH-000969,-1.83220744699
ACH-000973,-1.87709766495
ACH-000974,-1.94143272426
ACH-000975,-2.1593834832799996
ACH-000976,-1.91165155317
ACH-000978,-1.7551005686400003
ACH-000980,-2.1033901571099998
ACH-000984,-1.9728822777200001
ACH-000986,-1.8546520171400003
ACH-000988,-1.71183842775
ACH-000993,-2.13305432873
ACH-000994,-2.3855509536099997
ACH-000996,-1.5363697033100001
ACH-001001,-1.9865285577200003
ACH-001020,-2.29777194465
ACH-001028,-2.1794895171
ACH-001031,-2.3305513584999997
ACH-001038,-2.109727548
ACH-001048,-2.2102064398
ACH-001050,-1.76390824878
ACH-001053,-2.11020337325
ACH-001054,-1.8805094956400001
ACH-001061,-1.7963391606599999
ACH-001067,-1.9038694360900004
ACH-001075,-1.65770246812
ACH-001096,-2.08923007371
ACH-001128,-1.9341360486400003
ACH-001134,-2.01159225523
ACH-001151,-1.97645004806
ACH-001163,-2.39086609107
ACH-001164,-1.87809696566
ACH-001173,-1.9306352609
ACH-001183,-1.9516944490900001
ACH-001184,-1.6046531989700001
ACH-001190,-1.70227032299
ACH-001192,-2.26191731243
ACH-001193,-1.8944959144
ACH-001196,-2.16889425955
ACH-001197,-2.15860919983
ACH-001205,-2.17414893807
ACH-001211,-1.9898090253799998
ACH-001212,-1.71225427416
ACH-001228,-2.2700304292299998
ACH-001232,-1.7797908576900003
ACH-001239,-2.14891681723
ACH-001274,-2.0984545728
ACH-001275,-2.35606129634
ACH-001277,-1.5658305623
ACH-001278,-2.3736184480599998
ACH-001280,-2.2778452993
ACH-001283,-1.7611692804400003
ACH-001289,-2.15719557949
ACH-001295,-2.1922031311200003
ACH-001300,-2.1227211392700003
ACH-001301,-1.8658434576900003
ACH-001302,-2.08315669884
ACH-001303,-2.2340063844099998
ACH-001306,-2.06457446041
ACH-001318,-1.9495510972099999
ACH-001322,-1.7817804287299999
ACH-001328,-1.7793708453000001
ACH-001332,-1.4381042052200002
ACH-001333,-2.14029354079
ACH-001336,-1.99390666349
ACH-001340,-1.7668994992500002
ACH-001346,-1.54217494026
ACH-001353,-1.8575191807499998
ACH-001354,-2.66800291477
ACH-001367,-2.15635196221
ACH-001368,-2.25111788123
ACH-001374,-1.62293491685
ACH-001375,-1.83905704825
ACH-001377,-1.6840956529299997
ACH-001380,-2.0667343295299996
ACH-001391,-1.6765375704700003
ACH-001407,-2.05295813852
ACH-001408,-2.3071676245400004
ACH-001413,-1.80185988091
ACH-001430,-2.1098553453499997
ACH-001431,-1.82056726322
ACH-001450,-1.8596820157299998
ACH-001496,-2.20959997412
ACH-001500,-1.83883224659
ACH-001521,-2.28341743931
ACH-001523,-1.9164535500599997
ACH-001532,-2.2125637556999997
ACH-001536,-2.07666527817
ACH-001550,-2.2115299515999998
ACH-001552,-1.69970340475
ACH-001554,-2.12279469826
ACH-001645,-1.93812026368
ACH-001654,-2.0758889580599997
ACH-001715,-1.6544331884099999
ACH-001735,-2.21367828729
ACH-001736,-2.31500076376
ACH-001737,-2.0297154219499998
ACH-001740,-2.15674803118
ACH-001745,-2.3862824419099997
ACH-001750,-1.95126213905
ACH-001765,-1.7248489169299999
ACH-001956,-2.1078250506400003
ACH-001957,-1.9708911077700002
