,PNO1 (56902)
ACH-000926,-0.592797711532
ACH-000928,-0.525597285423
ACH-000929,-0.4798897388600001
ACH-000932,-0.439171641759
ACH-000935,-0.521095102145
ACH-000936,-0.419240305969
ACH-000937,-0.45110192619999995
ACH-000938,-0.6643516438970001
ACH-000939,-0.501798275277
ACH-000941,-0.475860459071
ACH-000943,-0.659303881131
ACH-000946,-0.678533367563
ACH-000947,-0.656942596075
ACH-000948,-0.427297253544
ACH-000950,-0.412091492913
ACH-000953,-0.29718536341699997
ACH-000957,-0.64171766387
ACH-000958,-0.708865922394
ACH-000960,-0.445557626178
ACH-000963,-1.1265055903899999
ACH-000968,-0.603519115852
ACH-000969,-0.8331091105239999
ACH-000973,-0.616157327205
ACH-000974,-0.3392808942
ACH-000975,-0.678014709844
ACH-000976,-0.17779670093400002
ACH-000978,-0.772467697881
ACH-000980,-0.670930035805
ACH-000984,-0.7357345314589999
ACH-000986,-0.5941464497600001
ACH-000988,-0.372002252382
ACH-000993,-0.495726486112
ACH-000994,-0.614990989999
ACH-000996,-0.7622478687299999
ACH-001001,-0.307050224667
ACH-001020,-0.37028581056800003
ACH-001028,-0.367623140819
ACH-001031,-0.253130709171
ACH-001038,-0.454684945892
ACH-001048,-0.520355905385
ACH-001050,-0.995392854522
ACH-001053,-0.192706882982
ACH-001054,-0.45630626833800003
ACH-001061,-0.505460868344
ACH-001067,-0.449961782663
ACH-001075,-0.440238448678
ACH-001096,-0.441819514773
ACH-001128,-0.683339854382
ACH-001134,-0.743128710767
ACH-001151,-0.533478178659
ACH-001163,-0.6748099655390001
ACH-001164,-0.681360471246
ACH-001173,-0.472476741245
ACH-001183,-0.678084600851
ACH-001184,-0.294943727792
ACH-001190,-0.511760838088
ACH-001192,-0.7125391688689999
ACH-001193,-0.371748534747
ACH-001196,-0.401166974135
ACH-001197,-0.708948943449
ACH-001205,-0.41074064687899997
ACH-001211,-0.25019090998599997
ACH-001212,-0.432487142618
ACH-001228,-0.978981420776
ACH-001232,-0.923129340555
ACH-001239,-0.786090692014
ACH-001274,-0.5956279614150001
ACH-001275,-0.44975939637400003
ACH-001277,-0.180927141756
ACH-001278,-0.37242999224600004
ACH-001280,-0.540048132323
ACH-001283,-0.31802518604
ACH-001289,-0.658652718165
ACH-001295,-0.501159709048
ACH-001300,-0.779404042019
ACH-001301,-0.349378090448
ACH-001302,-0.955162667686
ACH-001303,-0.485285422689
ACH-001306,-0.453405047185
ACH-001318,-0.35296507970799995
ACH-001322,-0.499624139325
ACH-001328,-0.490258086215
ACH-001332,-0.5625714511559999
ACH-001333,-0.335266889557
ACH-001336,-0.33626749218400004
ACH-001340,-0.545616431377
ACH-001346,-0.377826101382
ACH-001353,-0.8693826686630001
ACH-001354,-0.726526473756
ACH-001367,-0.7897199968880001
ACH-001368,-0.569198191837
ACH-001374,-0.5423471127880001
ACH-001375,-0.523376503661
ACH-001377,-0.5755908703379999
ACH-001380,-0.534555149893
ACH-001391,-0.534931062769
ACH-001407,-0.466779345938
ACH-001408,-0.345654458728
ACH-001413,-0.6728978493629999
ACH-001430,-0.294639175124
ACH-001431,-0.39930509524400004
ACH-001450,-0.8137194690109999
ACH-001496,-0.472150280167
ACH-001500,-0.08609122757729999
ACH-001521,-0.714589371022
ACH-001523,-0.530392098223
ACH-001532,-0.69310052609
ACH-001536,-0.8321397533630001
ACH-001550,-0.725821362129
ACH-001552,-0.580681121634
ACH-001554,-0.39290885285
ACH-001645,-0.610672185975
ACH-001654,-0.301541306578
ACH-001715,-0.09187152267719999
ACH-001735,-0.311140924364
ACH-001736,-0.438797468204
ACH-001737,-0.300022877384
ACH-001740,-0.342540493644
ACH-001745,-0.296868025349
ACH-001750,-0.467101590656
ACH-001765,-0.261847190828
ACH-001956,-0.350262143786
ACH-001957,-0.35330615623499995
