,HIST1H2AM (8336)
ACH-000182,-0.22404854017200002
ACH-000183,-0.264752773547
ACH-000188,-0.223195603829
ACH-000189,-0.448821122732
ACH-000190,-0.5170506327359999
ACH-000198,-0.355862621519
ACH-000204,0.16532453716099998
ACH-000206,-0.166990094321
ACH-000207,-0.289649532537
ACH-000211,-0.33023768736299997
ACH-000215,-0.33922311822800005
ACH-000221,-0.423956729837
ACH-000222,-0.556528189247
ACH-000223,-0.539927549623
ACH-000226,-0.31136255439599997
ACH-000227,-0.298266203593
ACH-000228,-0.512993329226
ACH-000231,-0.377699886805
ACH-000232,-0.226423446143
ACH-000233,-0.549102864136
ACH-000234,-0.405246068914
ACH-000235,-0.363082189838
ACH-000237,-0.31666178786
ACH-000238,-0.455632141286
ACH-000243,-0.265614182986
ACH-000244,-0.311524228889
ACH-000246,-0.394574309993
ACH-000248,-0.360050629685
ACH-000250,-0.24039813928599998
ACH-000251,-0.17684640005
ACH-000253,-0.386204057231
ACH-000255,-0.221881030209
ACH-000256,-0.5899643177080001
ACH-000257,-0.34067914494400003
ACH-000258,-0.467378100833
ACH-000259,-0.10085030076300001
ACH-000260,-0.383392142958
ACH-000261,-0.336903366851
ACH-000262,-0.523519581568
ACH-000263,-0.544336358141
ACH-000264,-0.259299880593
ACH-000265,-0.29766000081099997
ACH-000266,-0.288851914088
ACH-000272,-0.161758201106
ACH-000273,-0.42484939575499997
ACH-000274,-0.213491960551
ACH-000277,-0.501325089126
ACH-000278,-0.312895289256
ACH-000279,-0.337875807157
ACH-000280,-0.544442689695
ACH-000281,-0.39852604630599997
ACH-000288,-0.259357694421
ACH-000291,-0.398784822228
ACH-000293,-0.3185997805
ACH-000294,-0.191581000282
ACH-000295,-0.418850242245
ACH-000296,-0.44283440393299994
ACH-000302,-0.28132782740699996
ACH-000304,-0.1951034282
ACH-000307,-0.32858540329
ACH-000308,-0.351013943823
ACH-000310,-0.171724960823
ACH-000311,-0.191765213545
ACH-000312,-0.267488364918
ACH-000315,-0.232225463675
ACH-000316,-0.266248845852
ACH-000317,-0.217618593145
ACH-000318,-0.304190797494
ACH-000319,-0.38257700012400003
ACH-000320,-0.301435465475
ACH-000322,-0.138625927995
ACH-000323,-0.339661569722
ACH-000324,-0.343993463229
ACH-000329,-0.38844873576
ACH-000330,-0.464819378015
ACH-000331,-0.332288361362
ACH-000332,-0.402445114344
ACH-000334,-0.37167473583599997
ACH-000335,-0.301979790579
ACH-000336,-0.510088532556
ACH-000337,-0.278748781283
ACH-000339,-0.301932111485
ACH-000341,-0.448046750697
ACH-000348,-0.367871306774
ACH-000350,-0.194582942722
ACH-000352,-0.22294524495999998
ACH-000356,-0.359996539294
ACH-000361,-0.402753819511
ACH-000362,-0.230142043599
ACH-000363,-0.10233677614299999
ACH-000364,-0.306321968342
ACH-000365,-0.265513924118
ACH-000366,-0.188866329566
ACH-000368,-0.33679578346199995
ACH-000374,-0.561807319578
ACH-000375,-0.458211255444
ACH-000376,-0.29545580372200003
ACH-000381,-0.553526926999
ACH-000383,-0.369318288093
ACH-000387,-0.159898168643
ACH-000389,-0.369149717466
ACH-000390,-0.338064252949
ACH-000393,-0.440181629908
ACH-000395,-0.359954372857
ACH-000397,-0.367127778698
ACH-000401,-0.46143890862099995
ACH-000402,0.0669065362034
ACH-000403,-0.323246353579
ACH-000404,-0.31209607482900004
ACH-000406,-0.23251646522
ACH-000407,-0.319453617821
ACH-000408,-0.22711254199900002
ACH-000410,-0.222888768722
ACH-000411,-0.19226068568
ACH-000414,-0.30263788025
ACH-000415,-0.25971654474800004
ACH-000416,-0.266920002535
ACH-000420,-0.33802458368199995
ACH-000421,-0.278120614392
ACH-000424,-0.14606526274
ACH-000425,-0.319854493457
ACH-000426,-0.357680162861
ACH-000427,-0.5354163147100001
ACH-000433,-0.035448042018199996
ACH-000436,-0.427210542401
ACH-000444,-0.34826828789000003
ACH-000445,-0.49709468291299996
ACH-000448,-0.34399751275799995
ACH-000450,-0.34684855221999994
ACH-000452,-0.39369757513099995
ACH-000454,-0.562220397249
ACH-000458,-0.409691727861
ACH-000459,-0.461047822878
ACH-000460,-0.327096016003
ACH-000461,-0.506166995722
ACH-000463,-0.23764401660599999
ACH-000464,-0.3118822198
ACH-000466,-0.470396059912
ACH-000467,-0.35162475077600003
ACH-000468,-0.22141818840799998
ACH-000469,-0.33636848661700003
ACH-000470,-0.481628194282
ACH-000471,-0.257748014987
ACH-000472,-0.252045364353
ACH-000473,-0.5237751370979999
ACH-000475,-0.134441824965
ACH-000476,-0.429952304367
ACH-000477,-0.216456617738
ACH-000480,-0.235702740385
ACH-000481,-0.450227896358
ACH-000483,-0.149888113755
ACH-000484,-0.06413664024349999
ACH-000485,-0.526727226752
ACH-000486,-0.303242948779
ACH-000487,-0.303850746583
ACH-000488,-0.307461744085
ACH-000490,-0.35853434767
ACH-000491,-0.38282202725500003
ACH-000495,-0.092169613301
ACH-000496,-0.239026769638
ACH-000499,-0.38805526822700004
ACH-000500,0.07607990575939999
ACH-000502,-0.294778780069
ACH-000503,-0.600681505343
ACH-000505,-0.238439319249
ACH-000507,-0.28425720082600003
ACH-000510,-0.26818765223900004
ACH-000511,-0.434009217076
ACH-000512,-0.310343338046
ACH-000516,-0.467664274863
ACH-000517,-0.36278258516500006
ACH-000518,-0.39990996409400004
ACH-000520,-0.344002886041
ACH-000521,-0.19008068397999997
ACH-000522,-0.413873964502
ACH-000524,-0.43938346524099997
ACH-000527,-0.251037156904
ACH-000528,-0.313323189351
ACH-000537,-0.33634142630099995
ACH-000541,-0.371729705264
ACH-000542,-0.230043053798
ACH-000544,-0.35453701194
ACH-000545,-0.44970104159999996
ACH-000547,-0.242097564472
ACH-000548,-0.35911501831
ACH-000549,-0.252074283356
ACH-000550,-0.239322700009
ACH-000552,-0.24406945344
ACH-000556,-0.1236123843
ACH-000557,-0.015497483515999999
ACH-000570,-0.29186221765500003
ACH-000571,-0.31787684892499996
ACH-000573,-0.315656435593
ACH-000576,-0.472668455198
ACH-000580,-0.44781829630599995
ACH-000584,-0.343323023002
ACH-000585,-0.39214537841700003
ACH-000588,-0.38815686434
ACH-000589,-0.316394949627
ACH-000591,-0.21210402820799998
ACH-000593,-0.19955816634399998
ACH-000600,-0.374902222096
ACH-000601,-0.330561287398
ACH-000604,-0.255368699544
ACH-000605,-0.37521525422799995
ACH-000606,-0.34776916078000003
ACH-000608,-0.42659433918000006
ACH-000614,-0.255821993245
ACH-000616,-0.200662177299
ACH-000618,-0.385058329179
ACH-000619,-0.312647056836
ACH-000620,-0.399240018661
ACH-000621,-0.39727705685500003
ACH-000622,-0.0912067680305
ACH-000623,-0.203736197304
ACH-000624,-0.38105090788199997
ACH-000627,-0.4004763068
ACH-000630,-0.364344437853
ACH-000632,-0.249820859873
ACH-000633,-0.20068951212000002
ACH-000637,-0.489284428208
ACH-000638,-0.271030843103
ACH-000646,-0.610004264405
ACH-000647,-0.44078928936800005
ACH-000648,-0.46039350997699996
ACH-000649,-0.19213032814
ACH-000651,-0.141424242331
ACH-000652,-0.343341498178
ACH-000653,-0.280253237045
ACH-000657,-0.37366457742
ACH-000658,-0.26921340090999996
ACH-000661,-0.351753942412
ACH-000662,-0.773358251191
ACH-000663,-0.141601833419
ACH-000665,-0.371434536861
ACH-000671,-0.283436421106
ACH-000673,-0.212287029041
ACH-000676,-0.268775203914
ACH-000677,-0.23281187743700002
ACH-000681,-0.35139574700099996
ACH-000682,-0.454461969521
ACH-000683,-0.262527567873
ACH-000684,-0.0878705435776
ACH-000688,-0.611650940185
ACH-000693,-0.321480740751
ACH-000694,-0.460621988346
ACH-000695,-0.08073990172210001
ACH-000696,-0.47638535906900004
ACH-000697,-0.371350790275
ACH-000699,-0.32338818577100004
ACH-000701,-0.334014027025
ACH-000706,-0.376474689357
ACH-000711,-0.351695634126
ACH-000713,-0.631081500456
ACH-000714,-0.304341557192
ACH-000718,-0.217087309988
ACH-000720,-0.40188427156999995
ACH-000721,-0.33122827465
ACH-000724,-0.9065948023200001
ACH-000725,-0.24432454149900001
ACH-000732,-0.32228621668900004
ACH-000734,-0.366890879661
ACH-000735,-0.3325725029
ACH-000736,-0.259761748182
ACH-000738,-0.344276478936
ACH-000746,-0.396685017066
ACH-000747,-0.28202908238
ACH-000748,-0.28598233571
ACH-000753,-0.322022637248
ACH-000756,-0.29814502440699997
ACH-000757,-0.14760605688200001
ACH-000758,-0.320702377995
ACH-000760,-0.26542837797200003
ACH-000763,-0.337742095681
ACH-000764,-0.509760689215
ACH-000765,-0.245225407559
ACH-000766,-0.203132097105
ACH-000767,-0.407433688784
ACH-000768,-0.364562475481
ACH-000769,-0.17242142205699998
ACH-000770,-0.317630303116
ACH-000771,-0.307956118474
ACH-000773,-0.538059000932
ACH-000776,-0.306728398947
ACH-000777,-0.212146427223
ACH-000778,-0.451818506276
ACH-000781,-0.358996468453
ACH-000782,-0.39970930130599996
ACH-000783,-0.534810438425
ACH-000784,-0.226778460839
ACH-000785,-0.07972358645710001
ACH-000787,-0.123121969456
ACH-000788,-0.31677254893
ACH-000791,-0.340674991306
ACH-000792,-0.372709949455
ACH-000794,-0.31933611447500004
ACH-000796,-0.329483151865
ACH-000799,-0.432426500554
ACH-000800,-0.250626805889
ACH-000802,-0.18756916379900002
ACH-000804,-0.589725410955
ACH-000805,-0.58570470205
ACH-000809,-0.330638641395
ACH-000810,-0.467286492078
ACH-000811,-0.421105744098
ACH-000817,-0.467006098471
ACH-000819,-0.280800835834
ACH-000820,-0.18000468690000002
ACH-000821,-0.140665165723
ACH-000822,-0.259809667281
ACH-000823,-0.182318094302
ACH-000824,-0.31505969915800003
ACH-000827,-0.32365048172
ACH-000829,-0.38281099432300003
ACH-000831,-0.213761200046
ACH-000832,-0.261189575693
ACH-000833,-0.37919432894599997
ACH-000834,-0.49253494601000003
ACH-000835,-0.213886567666
ACH-000836,-0.176370509859
ACH-000837,-0.0455769860777
ACH-000838,-0.383081115986
ACH-000839,-0.520279699667
ACH-000840,-0.250173121596
ACH-000841,-0.278383979422
ACH-000843,-0.446120760072
ACH-000846,-0.41824435111999997
ACH-000847,-0.184570996164
ACH-000848,-0.31718067096700003
ACH-000849,-0.336943469151
ACH-000851,-0.311504045183
ACH-000855,-0.37342969649400004
ACH-000856,-0.337849472025
ACH-000858,-0.413315339147
ACH-000859,-0.5197926103880001
ACH-000861,-0.301033478897
ACH-000862,-0.340308793414
ACH-000865,-0.405056075628
ACH-000866,-0.399382597728
ACH-000867,-0.285276694234
ACH-000869,-0.284656025255
ACH-000872,-0.363493917354
ACH-000873,-0.396345595626
ACH-000876,-0.45710944294600003
ACH-000878,-0.095351859806
ACH-000880,-0.356217514744
ACH-000881,-0.279230435955
ACH-000882,-0.39509589173799997
ACH-000884,-0.356996333252
ACH-000885,-0.423921214032
ACH-000887,-0.25647205221999997
ACH-000888,-0.342472792312
ACH-000889,-0.207128072174
ACH-000890,-0.274232077558
ACH-000896,-0.253512603312
ACH-000898,-0.44432222405599997
ACH-000900,-0.42361639091
ACH-000901,-0.284398827916
ACH-000905,-0.312906911046
ACH-000906,-0.302224915071
ACH-000907,-0.21808736575100002
ACH-000910,-0.25070121468400003
ACH-000911,-0.299116435279
ACH-000912,-0.40045329812700003
ACH-000913,-0.379838105238
ACH-000915,-0.39830309288099996
ACH-000916,-0.379936492124
ACH-000917,-0.401383221764
ACH-000921,-0.213671192057
ACH-000924,-0.254008948337
ACH-000926,-0.306066811599
ACH-000928,-0.116065426986
ACH-000929,-0.38848293778899995
ACH-000932,-0.327686248075
ACH-000935,-0.3937197982
ACH-000936,-0.20689149886
ACH-000937,-0.297534887977
ACH-000938,-0.39401376399899996
ACH-000939,-0.486493153636
ACH-000941,-0.375900630553
ACH-000943,-0.25978724923700003
ACH-000946,-0.49169476542400004
ACH-000947,-0.460767446827
ACH-000948,-0.300789922485
ACH-000950,-0.10184188442299999
ACH-000953,-0.264463839609
ACH-000957,-0.253340238306
ACH-000958,-0.541481287853
ACH-000960,-0.379609357562
ACH-000963,-0.327158286176
ACH-000968,-0.504488145864
ACH-000969,-0.323635287718
ACH-000973,-0.300540899735
ACH-000974,-0.338492481651
ACH-000975,-0.170553810387
ACH-000976,-0.34048397492399995
ACH-000978,-0.274785966687
ACH-000980,-0.456201067474
ACH-000984,-0.46783913876999994
ACH-000986,-0.327036090353
ACH-000988,-0.286160052657
ACH-000993,-0.511967526232
ACH-000994,-0.372145965573
ACH-000996,-0.46642219493000003
ACH-001001,-0.22885882136100003
ACH-001020,-0.429093319829
ACH-001028,-0.303806673739
ACH-001031,-0.27780974149300003
ACH-001038,-0.27408934501
ACH-001048,-0.361653641059
ACH-001050,-0.247631008436
ACH-001053,-0.45247321318499995
ACH-001054,-0.34145226061800005
ACH-001061,-0.19789970524300002
ACH-001067,-0.43250440369599996
ACH-001075,-0.36455142608400004
ACH-001096,-0.23641648699200002
ACH-001128,-0.41504303772100004
ACH-001134,-0.39337584334299996
ACH-001151,-0.383419126115
ACH-001163,-0.271287181976
ACH-001164,-0.36703189421800003
ACH-001173,-0.285876534316
ACH-001183,-0.424158014891
ACH-001184,-0.532599321923
ACH-001190,-0.45231915739100004
ACH-001192,-0.551366803319
ACH-001193,-0.0999888121748
ACH-001196,-0.289552190716
ACH-001197,-0.0911015919974
ACH-001205,-0.353063041349
ACH-001211,-0.239824008186
ACH-001212,0.025559045668
ACH-001228,-0.350522166795
ACH-001232,-0.304522022926
ACH-001239,-0.256541413772
ACH-001274,-0.401449070442
ACH-001275,-0.416571679337
ACH-001277,-0.300253266143
ACH-001278,-0.28899435565299997
ACH-001280,-0.133338508514
ACH-001283,-0.49535059161399997
ACH-001289,-0.451309076721
ACH-001295,-0.36972862312700006
ACH-001300,-0.290122842734
ACH-001301,0.0436009874022
ACH-001302,-0.36859670168499997
ACH-001303,-0.0894312572076
ACH-001306,-0.282045125877
ACH-001318,-0.32661947608
ACH-001322,-0.604248649198
ACH-001328,-0.334765871269
ACH-001332,-0.38653558862
ACH-001333,-0.43973075976000003
ACH-001336,-0.510214885158
ACH-001340,-0.378094215484
ACH-001346,-0.232673499569
ACH-001353,-0.466314856465
ACH-001354,-0.33712918117
ACH-001367,-0.14531029278
ACH-001368,-0.39175561232600004
ACH-001374,-0.332759587323
ACH-001375,-0.513876586475
ACH-001377,-0.330151659915
ACH-001380,-0.306808490892
ACH-001391,-0.48983986001400004
ACH-001407,-0.261884127149
ACH-001408,-0.295133113812
ACH-001413,-0.4438239084100001
ACH-001430,-0.390196914734
ACH-001431,-0.279045445135
ACH-001450,-0.23296342376499998
ACH-001496,-0.27836572837699997
ACH-001500,-0.401230004617
ACH-001521,-0.290651413248
ACH-001523,-0.390409764294
ACH-001532,-0.404265386971
ACH-001536,-0.174675581242
ACH-001550,-0.449626839705
ACH-001552,-0.41792486670999995
ACH-001554,-0.35131201013400004
ACH-001645,-0.43284963021000006
ACH-001654,-0.36997657323399996
ACH-001715,-0.34242264865500005
ACH-001735,-0.290704909431
ACH-001736,-0.255493496657
ACH-001737,-0.100762750015
ACH-001740,-0.451528290831
ACH-001745,-0.256155738613
ACH-001750,-0.33176776782
ACH-001765,-0.318027494406
ACH-001956,-0.31850518960499996
ACH-001957,-0.51563029684
