,OLFML2A (169611)
ACH-000322,-0.17825986458700002
ACH-000323,-0.29696780506299997
ACH-000324,-0.133722436565
ACH-000329,-0.422700699282
ACH-000330,-0.132698005601
ACH-000331,-0.251324104445
ACH-000332,-0.291789078433
ACH-000334,-0.039843014312699994
ACH-000335,-0.0814738545278
ACH-000336,-0.005538498261339999
ACH-000337,-0.0165623391802
ACH-000339,-0.140635286819
ACH-000341,-0.28602166955200004
ACH-000348,-0.17548628527600002
ACH-000350,-0.284185277977
ACH-000352,-0.0295162710068
ACH-000356,-0.113272287504
ACH-000361,-0.07675554777710002
ACH-000362,-0.11276959454600001
ACH-000363,-0.180040269308
ACH-000364,-0.20947143862599998
ACH-000365,-0.0684939626898
ACH-000366,-0.34790310449600004
ACH-000368,-0.21855162691500002
ACH-000374,-0.194807356386
ACH-000375,-0.33637812969499997
ACH-000376,-0.299372732647
ACH-000381,-0.284947012456
ACH-000383,-0.284083277305
ACH-000387,-0.247534029351
ACH-000389,-0.44169194232000003
ACH-000390,-0.24771007171300002
ACH-000393,-0.479491089426
ACH-000395,-0.208418413374
ACH-000397,-0.44042154849200005
ACH-000401,-0.0831415189144
ACH-000402,-0.452291353236
ACH-000403,-0.333731486496
ACH-000404,-0.390298945973
ACH-000406,-0.207310149943
ACH-000407,-0.333317277795
ACH-000408,-0.0913632790941
ACH-000410,-0.240831573814
ACH-000411,-0.0840175732692
ACH-000414,-0.126191530524
ACH-000415,-0.107927586686
ACH-000416,-0.294320566883
ACH-000420,-0.22397608038400002
ACH-000421,-0.263207884707
ACH-000424,-0.28275777934
ACH-000425,-0.182766028262
ACH-000426,-0.296341317108
ACH-000427,-0.476146996476
ACH-000433,-0.23665250696899998
ACH-000436,-0.24245270857700002
ACH-000444,-0.134280379114
ACH-000445,-0.542473650466
ACH-000448,-0.126207255829
ACH-000450,-0.29304122867800003
ACH-000452,-0.152529639396
ACH-000454,-0.129860840186
ACH-000458,-0.0848496739462
ACH-000459,-0.11205201635800001
ACH-000460,-0.156821964153
ACH-000461,-0.182379828415
ACH-000463,-0.170023439475
ACH-000464,-0.49927928407600003
ACH-000466,0.07645838176799999
ACH-000467,-0.21590957915800002
ACH-000468,-0.294906870162
ACH-000469,-0.232064887807
ACH-000470,-0.0863303313425
ACH-000471,-0.266281392006
ACH-000472,-0.115951701316
ACH-000473,-0.134893137033
ACH-000475,-0.054842704323199994
ACH-000476,-0.202089294562
ACH-000477,-0.05682452389690001
ACH-000480,-0.305498617874
ACH-000481,-0.252358340832
ACH-000483,0.0649116813978
ACH-000484,-0.233383153129
ACH-000485,-0.163853880817
ACH-000486,-0.096322726929
ACH-000487,-0.173754484221
ACH-000488,-0.240208483182
ACH-000490,-0.0489565878545
ACH-000491,-0.300845189854
ACH-000495,-0.223709838341
ACH-000496,-0.275868340759
ACH-000499,-0.0521216703744
ACH-000500,-0.274259473627
ACH-000502,-0.158889304398
ACH-000503,0.0062241801835299995
ACH-000505,-0.214760255805
ACH-000507,-0.19247940095600002
ACH-000510,-0.0166418314759
ACH-000511,-0.30511073153
ACH-000512,-0.417396371915
ACH-000516,-0.20283073446199998
ACH-000517,-0.281368396239
ACH-000518,-0.0861386422918
ACH-000520,-0.19208464113499998
ACH-000521,-0.39837103949600006
ACH-000522,-0.234858668629
ACH-000524,-0.196598868252
ACH-000527,-0.159094491274
ACH-000528,-0.040998490448199996
ACH-000537,-0.348873288784
ACH-000541,-0.52397318096
ACH-000542,-0.167521992454
ACH-000544,-0.024324775690299998
ACH-000545,-0.14747176141499999
ACH-000547,-0.544404719496
ACH-000548,-0.10141103893999999
ACH-000549,-0.48543220857299996
ACH-000550,-0.35871067970299997
ACH-000552,-0.0116569701526
ACH-000556,-0.296497827255
ACH-000557,-0.062467058235099994
ACH-000570,-0.54484696813
ACH-000571,-0.09503161047669999
ACH-000573,-0.0329233701897
ACH-000576,-0.315070371562
ACH-000580,-0.11140085379699999
ACH-000584,-0.264202990728
ACH-000585,-0.20186136707400001
ACH-000588,-0.24237414068399998
ACH-000589,-0.12044027126700001
ACH-000591,-0.570714555828
ACH-000593,-0.238866040854
ACH-000600,-0.18714843418
ACH-000601,-0.204762436688
ACH-000604,-0.00980418648736
ACH-000605,-0.211813365045
ACH-000606,-0.22884844087099998
ACH-000608,-0.33772725777199997
ACH-000614,-0.155720795857
ACH-000616,-0.056910150075699995
ACH-000618,-0.141100362167
ACH-000619,-0.0587344349237
ACH-000620,-0.144785902336
ACH-000621,-0.100404184936
ACH-000622,-0.379630334512
ACH-000623,-0.12548807816
ACH-000624,-0.123913726655
ACH-000627,-0.157479469549
ACH-000630,-0.248533873714
ACH-000632,-0.178785957398
ACH-000633,-0.24925903447099998
ACH-000637,-0.190838097472
ACH-000638,-0.351525530292
ACH-000646,-0.30742274027
ACH-000647,-0.104180368784
ACH-000648,-0.170899591095
ACH-000649,-0.15081922847100002
ACH-000651,-0.360914207942
ACH-000652,-0.397856047523
ACH-000653,-0.25261540161
ACH-000657,-0.254400689931
ACH-000658,-0.264638274803
ACH-000661,-0.368168338176
ACH-000662,-0.00530064545497
ACH-000663,-0.0727368383836
ACH-000665,-0.354695430222
ACH-000671,-0.336873113786
ACH-000673,-0.264247934836
ACH-000676,-0.290274112568
ACH-000677,-0.0799524859552
ACH-000681,-0.158193964289
ACH-000682,-0.24858158400699998
ACH-000683,-0.199176482802
ACH-000684,-0.284446260827
ACH-000688,-0.34710847834200004
ACH-000693,-0.232277559338
ACH-000694,-0.0898965739852
ACH-000695,-0.224132685341
ACH-000696,-0.319277212201
ACH-000697,-0.23654235246999997
ACH-000699,-0.230837128235
ACH-000701,-0.485448846115
ACH-000706,-0.07814934626789999
ACH-000711,-0.349806255703
ACH-000713,-0.31790386588
ACH-000714,0.440090146121
ACH-000718,-0.420225121149
ACH-000720,-0.208591689967
ACH-000721,-0.207337264527
ACH-000724,-0.26009558913499997
ACH-000725,-0.03984484743819999
ACH-000732,-0.319309693062
ACH-000734,-0.181257484478
ACH-000735,-0.358612630092
ACH-000736,-0.3285392775
ACH-000738,-0.229182020795
ACH-000746,-0.574215538518
ACH-000747,-0.284602486341
ACH-000748,-0.16818457667199999
ACH-000753,-0.197667289155
ACH-000756,-0.32717585091400003
ACH-000757,-0.441486367685
ACH-000758,-0.265369454309
ACH-000760,-0.327866704482
ACH-000763,-0.21056310478100002
ACH-000764,-0.341421218816
ACH-000765,-0.227993292054
ACH-000766,-0.0432363546308
ACH-000767,-0.215793187753
ACH-000768,-0.0549776216423
ACH-000769,-0.10039462638800001
ACH-000770,-0.217733775173
ACH-000771,-0.139669710133
ACH-000773,-0.187252252976
ACH-000776,-0.31185266765299996
ACH-000777,-0.19193750847
ACH-000778,-0.114404246691
ACH-000781,-0.214314740705
ACH-000782,-0.360388923796
ACH-000783,-0.217544386151
ACH-000784,-0.20588922853100003
ACH-000785,-0.227626935597
ACH-000787,-0.177658993935
ACH-000788,-0.202109133408
ACH-000791,-0.301070765904
ACH-000792,-0.17750486450999997
ACH-000794,-0.251270023977
ACH-000796,-0.30299860844
ACH-000799,-0.294965892631
ACH-000800,-0.312980256696
ACH-000802,-0.07883922175989999
ACH-000804,0.0485905694668
ACH-000805,-0.260687621203
ACH-000809,-0.283468231615
ACH-000810,-0.16554584158500002
ACH-000811,-0.47657908467200005
ACH-000817,-0.413669455333
ACH-000819,-0.00228832388198
ACH-000820,0.07909550092999999
ACH-000821,-0.32219680586
ACH-000822,-0.27188895785
ACH-000823,-0.14740640558499998
ACH-000824,-0.261238187266
ACH-000827,-0.321695961182
ACH-000829,-0.36417147108099995
ACH-000831,-0.157041839201
ACH-000832,-0.342155649808
ACH-000833,-0.41195385083
ACH-000834,-0.122015891015
ACH-000835,-0.24999030260400001
ACH-000836,-0.189297887708
ACH-000837,-0.134619725474
ACH-000838,-0.210887084236
ACH-000839,-0.31234338100299996
ACH-000840,-0.0756049928134
ACH-000841,-0.314702132701
ACH-000843,0.0242715324762
ACH-000846,-0.214374351153
ACH-000847,-0.28734650042599996
ACH-000848,0.0994272178478
ACH-000849,-0.199340915922
ACH-000851,-0.332730858513
ACH-000855,-0.0305023974577
ACH-000856,-0.25862945517499997
ACH-000858,-0.10907960725600001
ACH-000859,-0.044416252128999995
ACH-000861,-0.130827998375
ACH-000862,-0.045347062844
ACH-000865,-0.314259779769
ACH-000866,-0.34296660578599997
ACH-000867,-0.17941689381200002
ACH-000869,-0.324235862502
ACH-000872,-0.498709224169
ACH-000873,0.027657081858200004
ACH-000876,-0.17309177719000002
ACH-000878,-0.330313212626
ACH-000880,-0.18855011840500002
ACH-000881,-0.246172945282
ACH-000882,-0.26879235465100004
ACH-000884,-0.0977938810953
ACH-000885,-0.08921302108950001
ACH-000887,-0.280531601743
ACH-000888,-0.366251172765
ACH-000889,-0.37764358222800004
ACH-000890,-0.21213448169799998
ACH-000896,-0.126459739431
ACH-000898,0.0673899709755
ACH-000900,-0.127535878629
ACH-000901,-0.201051601468
ACH-000905,-0.281681361756
ACH-000906,-0.10866867895400001
ACH-000907,-0.735530082502
ACH-000910,-0.137392012581
ACH-000911,-0.19482735730700002
ACH-000912,-0.359374522604
ACH-000913,-0.21975075457899998
ACH-000915,-0.209757265917
ACH-000916,-0.6758829222
ACH-000917,-0.15510745049
ACH-000921,-0.148475207054
ACH-000924,0.150972374483
ACH-000926,-0.23895551808899998
ACH-000928,-0.113327863702
ACH-000929,-0.051253153474
ACH-000932,-0.337159714225
ACH-000935,-0.305986002856
ACH-000936,-0.0414685524587
ACH-000937,-0.15022070112
ACH-000938,-0.405747618687
ACH-000939,0.0181729345605
ACH-000941,-0.023074452430400003
ACH-000943,-0.15806900789
ACH-000946,-0.054460874349999994
ACH-000947,-0.17710685763700001
ACH-000948,-0.119753299331
ACH-000950,-0.163665178117
ACH-000953,-0.18731649865400002
ACH-000957,-0.11041554445999999
ACH-000958,-0.227127767767
ACH-000960,-0.263746581229
ACH-000963,-0.201646539028
ACH-000968,-0.233894927873
ACH-000969,-0.146436141748
ACH-000973,-0.21629201646200003
ACH-000974,-0.16433751165899999
ACH-000975,-0.124211576227
ACH-000976,-0.189349925378
ACH-000978,-0.19113151632800002
ACH-000980,-0.16722572391499999
ACH-000984,-0.194797134847
ACH-000986,-0.18951293378800002
ACH-000988,-0.10470991033299999
ACH-000993,-0.23492980444000003
ACH-000994,-0.23221601704300002
ACH-000996,-0.07724411487810001
ACH-001001,-0.335688456643
ACH-001020,0.0340644791318
ACH-001028,-0.267820165085
ACH-001031,-0.21436763815200002
ACH-001038,-0.260819482806
ACH-001048,-0.354856791319
ACH-001050,-0.14804775015000002
ACH-001053,-0.14030278154
ACH-001054,-0.13699239303
ACH-001061,-0.23305269979899998
ACH-001067,-0.366576595682
ACH-001075,-0.284676750077
ACH-001096,-0.33850739919699996
ACH-001128,0.09856148808080001
ACH-001134,-0.10330437612400001
ACH-001151,-0.264504217388
ACH-001163,0.0162970608126
ACH-001164,-0.345095433391
ACH-001173,-0.12233682353700001
ACH-001183,-0.292036839115
ACH-001184,0.07368905256580001
ACH-001190,-0.033236794067199996
ACH-001192,0.127402275397
ACH-001193,-0.514506252499
ACH-001196,-0.113383739737
ACH-001197,-0.06121268656830001
ACH-001205,-0.272505576851
ACH-001211,-0.196142480213
ACH-001212,-0.559421622698
ACH-001228,-0.134295900148
ACH-001232,-0.0912253714263
ACH-001239,-0.353831922644
ACH-001274,-0.498553620968
ACH-001275,-0.1966073107
ACH-001277,-0.235914005821
ACH-001278,-0.274183759423
ACH-001280,-0.211078352511
ACH-001283,-0.12618994739800002
ACH-001289,-0.13525100780899998
ACH-001295,-0.225687782285
ACH-001300,-0.34328395301
ACH-001301,-0.0756665796141
ACH-001302,-0.699158706481
ACH-001303,-0.143272414309
ACH-001306,-0.233057174614
ACH-001318,-0.37207914046999996
ACH-001322,-0.07000479522900001
ACH-001328,-0.22382633806899999
ACH-001332,-0.34643524854900004
ACH-001333,-0.147254707989
ACH-001336,-0.09650966164069999
ACH-001340,-0.196142216554
ACH-001346,-0.10353921392899999
ACH-001353,-0.262113366533
ACH-001354,-0.0866995608065
ACH-001367,-0.0777727567682
ACH-001368,-0.0394560817509
ACH-001374,-0.0584337493817
ACH-001375,-0.342682833096
ACH-001377,-0.36783482832900005
ACH-001380,-0.278436512656
ACH-001391,-0.300240830363
ACH-001407,-0.139086866251
ACH-001408,-0.316942375833
ACH-001413,-0.33582418889700005
ACH-001430,-0.053737435354399996
ACH-001431,-0.147061064442
ACH-001450,-0.0353627621149
ACH-001496,-0.0749629195973
ACH-001500,-0.322205019156
ACH-001521,-0.0716232101673
ACH-001523,-0.127729565003
ACH-001532,-0.35111455942100006
ACH-001536,-0.38171318319700004
ACH-001550,-0.190585764115
ACH-001552,-0.13940992446699998
ACH-001554,-0.15475895349000002
ACH-001645,-0.235906313506
ACH-001654,-0.221639807318
ACH-001715,-0.312967565214
ACH-001735,-0.15980884726199998
ACH-001736,-0.18799270243000002
ACH-001737,-0.6774287578560001
ACH-001740,-0.168480587067
ACH-001745,-0.199459595409
ACH-001750,-0.251678505626
ACH-001765,-0.146434918814
ACH-001956,-0.251001354129
ACH-001957,-0.17403326652399997
