,PA2G4 (5036)
ACH-000580,-0.168326848826
ACH-000584,-0.195097077991
ACH-000585,-0.225142595586
ACH-000588,-0.248189435281
ACH-000589,-0.24750115850499999
ACH-000591,-0.606816787694
ACH-000593,-0.427755281157
ACH-000600,-0.655555968909
ACH-000601,-0.257134389139
ACH-000604,-0.41639461450000004
ACH-000605,-0.52798905163
ACH-000606,-0.42192750780599997
ACH-000608,-0.393140615017
ACH-000614,-0.276921697255
ACH-000616,-0.369127126095
ACH-000618,-0.38277293167800003
ACH-000619,-0.5512028536429999
ACH-000620,-0.327612612953
ACH-000621,-0.47983788229099994
ACH-000622,-0.448983368415
ACH-000623,-0.253680739146
ACH-000624,-0.273806192165
ACH-000627,-0.251871610004
ACH-000630,-0.30322351894099997
ACH-000632,-0.475057858327
ACH-000633,-0.128756699846
ACH-000637,-0.254840534481
ACH-000638,-0.498659887985
ACH-000646,-0.49708754078
ACH-000647,-0.556370599696
ACH-000648,-0.609305259346
ACH-000649,-0.427047858274
ACH-000651,-0.292112621686
ACH-000652,-0.13295533400999998
ACH-000653,-0.214302068832
ACH-000657,-0.377155848516
ACH-000658,-0.190489859865
ACH-000661,-0.12722701196900002
ACH-000662,-0.40823210688
ACH-000663,-0.479452315185
ACH-000665,-0.524880372851
ACH-000671,-0.313928476319
ACH-000673,-0.18609629977800002
ACH-000676,-0.49019893989200003
ACH-000677,-0.493892472902
ACH-000681,-0.384999616289
ACH-000682,-0.18301445340999997
ACH-000683,-0.524201348737
ACH-000684,-0.45516582609300005
ACH-000688,-0.562600426
ACH-000693,-0.347291223296
ACH-000694,-0.453123685
ACH-000695,-0.496327503248
ACH-000696,-0.596892935094
ACH-000697,-0.55504768372
ACH-000699,-0.394515595506
ACH-000701,-0.432483617224
ACH-000706,-0.41253302445900003
ACH-000711,-0.317340918274
ACH-000713,-0.163101960337
ACH-000714,-0.39127058897699996
ACH-000718,-0.530908485022
ACH-000720,-0.313393430179
ACH-000721,-0.049833654635199995
ACH-000724,-0.5679213553360001
ACH-000725,-0.21507078050700001
ACH-000732,-0.571026678631
ACH-000734,-0.339360122509
ACH-000735,-0.9178697708939999
ACH-000736,-0.50422145419
ACH-000738,-0.331216216459
ACH-000746,-0.429026026559
ACH-000747,-0.279926803531
ACH-000748,-0.498621104369
ACH-000753,-0.429847782696
ACH-000756,-0.339117632683
ACH-000757,-0.448631624071
ACH-000758,-0.342700040334
ACH-000760,-0.384026586759
ACH-000763,-0.575185856555
ACH-000764,-0.25560027832800003
ACH-000765,-0.4687400931600001
ACH-000766,-0.459656319965
ACH-000767,-0.50377551933
ACH-000768,-0.7318816264749999
ACH-000769,-0.352997400712
ACH-000770,-0.045227227209099996
ACH-000771,-0.421678592829
ACH-000773,-0.232162231206
ACH-000776,-0.678900245752
ACH-000777,-0.09102637792530001
ACH-000778,-0.47312001569300005
ACH-000781,-0.46445943451099997
ACH-000782,-0.606994224617
ACH-000783,-0.367581927755
ACH-000784,-0.396119278255
ACH-000785,-0.5428603923499999
ACH-000787,-0.44429528992899997
ACH-000788,-0.432035165828
ACH-000791,-0.36355173735699997
ACH-000792,-0.362047295543
ACH-000794,-0.764660413643
ACH-000796,-0.270443055145
ACH-000799,-0.251513006047
ACH-000800,-0.30607225098900004
ACH-000802,-0.49385758126900003
ACH-000804,-0.476506497656
ACH-000805,-0.42236830235399997
ACH-000809,-0.295920805595
ACH-000810,-0.17636580851599998
ACH-000811,-0.473016967521
ACH-000817,-0.530849252333
ACH-000819,-0.311116350348
ACH-000820,-0.0643838179996
ACH-000821,-0.417394056339
ACH-000822,-0.123055771091
ACH-000823,-0.372624975087
ACH-000824,-0.0430218515817
ACH-000827,-0.427371078679
ACH-000829,-0.331326303253
ACH-000831,-0.29805518032
ACH-000832,-0.577595403045
ACH-000833,-0.16504937495799998
ACH-000834,-0.591774301434
ACH-000835,-0.526203650596
ACH-000836,-0.255472569645
ACH-000837,-0.504470248892
ACH-000838,-0.030993709081200003
ACH-000839,-0.531584413296
ACH-000840,-0.671519315303
ACH-000841,-0.27593606331
ACH-000843,-0.29198120862599997
ACH-000846,-0.456238124133
ACH-000847,-0.47973849295800003
ACH-000848,-0.6169367427319999
ACH-000849,-0.333499439329
ACH-000851,-0.32946266723900003
ACH-000855,-0.699442463493
ACH-000856,-0.562233450928
ACH-000858,-0.291218766919
ACH-000859,-0.5311940853480001
ACH-000861,-0.299828472801
ACH-000862,-0.47417746344800005
ACH-000865,-0.420548090965
ACH-000866,-0.433751155607
ACH-000867,-0.17299859520599997
ACH-000869,-0.39903733390600005
ACH-000872,-0.397269702573
ACH-000873,-0.634274133117
ACH-000876,-0.439847990177
ACH-000878,-0.215158357951
ACH-000880,-0.322501000355
ACH-000881,-0.557997016688
ACH-000882,-0.43959633837300005
ACH-000884,-0.604545020709
ACH-000885,-0.192491595357
ACH-000887,-0.309882083011
ACH-000888,-0.403908922376
ACH-000889,-0.498592858212
ACH-000890,-0.223207359238
ACH-000896,-0.38410864742399997
ACH-000898,-0.7325025566769999
ACH-000900,-0.503469806984
ACH-000901,-0.399209868308
ACH-000905,-0.607617480704
ACH-000906,-0.531707881181
ACH-000907,-0.389797231162
ACH-000910,-0.347319077691
ACH-000911,-0.338048942113
ACH-000912,-0.450769194781
ACH-000913,-0.6699067551860001
ACH-000915,-0.471615731803
ACH-000916,-0.650044109111
ACH-000917,-0.0675675682856
ACH-000921,-0.568621942735
ACH-000924,-0.278496155736
ACH-000926,-0.42697265008100005
ACH-000928,-0.126723406086
ACH-000929,-0.22895178778900002
ACH-000932,-0.34333629508900004
ACH-000935,-0.431339739159
ACH-000936,-0.587412958016
ACH-000937,-0.417206644802
ACH-000938,-0.6119865296320001
ACH-000939,-0.22186859597199998
ACH-000941,-0.281905424534
ACH-000943,-0.499124603544
ACH-000946,-0.324926470181
ACH-000947,-0.24450269391499999
ACH-000948,-0.28736714289
ACH-000950,-0.260484358103
ACH-000953,-0.187412775215
ACH-000957,-0.254381559286
ACH-000958,-0.539617624927
ACH-000960,-0.348321842648
ACH-000963,-0.46796195369099997
ACH-000968,-0.209530575591
ACH-000969,-0.329959503797
ACH-000973,-0.303529572467
ACH-000974,-0.43147192760700004
ACH-000975,-0.219262780022
ACH-000976,-0.103710956699
ACH-000978,-0.09493757569910001
ACH-000980,-0.240049781168
ACH-000984,-0.289390838066
ACH-000986,-0.18486038878
ACH-000988,-0.299183154632
ACH-000993,-0.130861257419
ACH-000994,-0.551964074945
ACH-000996,-0.25411845975499997
ACH-001001,-0.169262389206
ACH-001020,-0.45020120661000007
ACH-001028,-0.42210282282300005
ACH-001031,-0.762447916705
ACH-001038,-0.320352459668
ACH-001048,-0.27946358002300004
ACH-001050,-0.360428582247
ACH-001053,-0.365110480897
ACH-001054,-0.5452111139270001
ACH-001061,-0.38923181751999997
ACH-001067,-0.212337974481
ACH-001075,-0.8453696382170001
ACH-001096,-0.102188556853
ACH-001128,-0.564118549377
ACH-001134,-0.41007019218199997
ACH-001151,-0.31639895294799997
ACH-001163,-0.47845366561700003
ACH-001164,-0.267404815417
ACH-001173,-0.14939454738299998
ACH-001183,-0.359502060817
ACH-001184,-0.0011279605197499999
ACH-001190,-0.361935069555
ACH-001192,-0.411971534649
ACH-001193,-0.52459744118
ACH-001196,-0.19688770609200001
ACH-001197,-0.454045941232
ACH-001205,-0.295564039113
ACH-001211,-0.341685726031
ACH-001212,-0.544795015748
ACH-001228,-0.37860563250699997
ACH-001232,-0.312926617664
ACH-001239,-0.298971977759
ACH-001274,-0.296341379359
ACH-001275,-0.397998753321
ACH-001277,-0.5076207583910001
ACH-001278,-0.652038344755
ACH-001280,-0.12305655879899999
ACH-001283,-0.42605107861
ACH-001289,-0.5761116083810001
ACH-001295,-0.15668230345999998
ACH-001300,-0.215850728261
ACH-001301,-0.554430207282
ACH-001302,-0.551270961348
ACH-001303,-0.30510961622
ACH-001306,-0.498366072797
ACH-001318,-0.478397892122
ACH-001322,-0.6271841762420001
ACH-001328,-0.183202230695
ACH-001332,-0.118901222482
ACH-001333,-0.18292787023899998
ACH-001336,-0.430831430827
ACH-001340,-0.409601221705
ACH-001346,-0.391894922387
ACH-001353,-0.45124023308999994
ACH-001354,-0.265026476169
ACH-001367,-0.508523208711
ACH-001368,-0.423934786122
ACH-001374,-0.511701790676
ACH-001375,-0.189295857606
ACH-001377,-0.23792416742400002
ACH-001380,-0.0668840236832
ACH-001391,-0.165780370935
ACH-001407,-0.535741500068
ACH-001408,-0.469460433362
ACH-001413,-0.562830609389
ACH-001430,-0.21430178713300002
ACH-001431,-0.17397300699700002
ACH-001450,-0.261808653545
ACH-001496,-0.37526109561
ACH-001500,-0.302438672172
ACH-001521,-0.41329777386600003
ACH-001523,-0.412087820743
ACH-001532,-0.459780529521
ACH-001536,-0.784247511074
ACH-001550,-0.599139149936
ACH-001552,-0.40620453108099996
ACH-001554,-0.45414552772
ACH-001645,-0.369643689858
ACH-001654,-0.246722472586
ACH-001715,-0.23613571250100002
ACH-001735,-0.319037616844
ACH-001736,-0.36670115710199996
ACH-001737,-0.5865742251739999
ACH-001740,-0.188253730689
ACH-001745,-0.289388450739
ACH-001750,-0.299684555629
ACH-001765,-0.423649229289
ACH-001956,-0.3369571822
ACH-001957,-0.574628021999
