,CA5A (763)
ACH-000760,-0.276306859065
ACH-000763,-0.454457070653
ACH-000764,-0.600468875572
ACH-000765,-0.19380885197
ACH-000766,-0.321534271808
ACH-000767,-0.534948681037
ACH-000768,-0.370607146869
ACH-000769,-0.432469396923
ACH-000770,-0.389432966716
ACH-000771,-0.409351837535
ACH-000773,-0.149279019938
ACH-000776,-0.5764183092840001
ACH-000777,-0.43617400247500004
ACH-000778,-0.32871898716200004
ACH-000781,-0.35793253071099995
ACH-000782,-0.374728243041
ACH-000783,-0.449600349754
ACH-000784,-0.591201074448
ACH-000785,-0.42086186981
ACH-000787,-0.280520766284
ACH-000788,-0.43143229794200005
ACH-000791,-0.34339283972499995
ACH-000792,-0.17379258076600002
ACH-000794,-0.35864551460999994
ACH-000796,-0.416883533531
ACH-000799,-0.192850481478
ACH-000800,-0.42579415216
ACH-000802,-0.39468137289599997
ACH-000804,-0.367477047044
ACH-000805,-0.508412618709
ACH-000809,-0.409421669711
ACH-000810,-0.7017264598720001
ACH-000811,-0.5583411154119999
ACH-000817,-0.34535446012500004
ACH-000819,-0.5456230226250001
ACH-000820,-0.805227191333
ACH-000821,-0.46014938605899997
ACH-000822,-0.40615395670599996
ACH-000823,-0.34905968094800005
ACH-000824,-0.40402587638000004
ACH-000827,-0.44581569477
ACH-000829,-0.282851728072
ACH-000831,-0.345180432227
ACH-000832,-0.417314099341
ACH-000833,-0.282137461814
ACH-000834,-0.390380925935
ACH-000835,-0.350543253421
ACH-000836,-0.458437664922
ACH-000837,-0.374394472652
ACH-000838,-0.38681046201499997
ACH-000839,-0.28391716664
ACH-000840,-0.561476985379
ACH-000841,-0.540126903144
ACH-000843,-0.546704283436
ACH-000846,-0.35068745486999997
ACH-000847,-0.5040793393949999
ACH-000848,-0.278262829352
ACH-000849,-0.363619302008
ACH-000851,-0.407775667382
ACH-000855,-0.13522643162999998
ACH-000856,-0.560439218405
ACH-000858,-0.307913177841
ACH-000859,-0.140064698234
ACH-000861,-0.414957909808
ACH-000862,-0.40596632307400005
ACH-000865,-0.39916106641000004
ACH-000866,-0.27577728218
ACH-000867,-0.381890909071
ACH-000869,-0.443280416814
ACH-000872,-0.544325917342
ACH-000873,-0.523178748361
ACH-000876,-0.383467981523
ACH-000878,-0.00843795713217
ACH-000880,-0.38357838817900003
ACH-000881,-0.40710284949500003
ACH-000882,-0.419444321944
ACH-000884,-0.497118621517
ACH-000885,-0.385647558415
ACH-000887,-0.259602223756
ACH-000888,-0.44564214317
ACH-000889,-0.628106438345
ACH-000890,-0.601597929789
ACH-000896,-0.549053202324
ACH-000898,-0.469412494231
ACH-000900,-0.325788488151
ACH-000901,-0.5728925313000001
ACH-000905,-0.5971377390479999
ACH-000906,-0.38804481147
ACH-000907,-0.5197759783879999
ACH-000910,-0.575539996872
ACH-000911,-0.406296869164
ACH-000912,-0.31209065375399997
ACH-000913,-0.36150507198
ACH-000915,-0.326055620174
ACH-000916,-0.323123395732
ACH-000917,-0.421721706545
ACH-000921,-0.305456113909
ACH-000924,-0.397509463204
ACH-000926,-0.588102520794
ACH-000928,-0.436959319562
ACH-000929,-0.443648094598
ACH-000932,-0.360318381216
ACH-000935,-0.376860044597
ACH-000936,-0.5003349114819999
ACH-000937,-0.218707969914
ACH-000938,-0.416737465247
ACH-000939,-0.315926592298
ACH-000941,-0.5313240033659999
ACH-000943,-0.48003540498400005
ACH-000946,-0.42776658125
ACH-000947,-0.444287001048
ACH-000948,-0.529667633912
ACH-000950,-0.349809359723
ACH-000953,-0.427249090863
ACH-000957,-0.252714979825
ACH-000958,-0.331147622962
ACH-000960,-0.109284502381
ACH-000963,-0.0674792498615
ACH-000968,-0.485277901846
ACH-000969,-0.37580319503799997
ACH-000973,-0.45398113491000003
ACH-000974,-0.42444793181999996
ACH-000975,-0.326756598557
ACH-000976,-0.509295548193
ACH-000978,-0.593443431871
ACH-000980,-0.46017907001900005
ACH-000984,-0.475594274423
ACH-000986,-0.42270069003300004
ACH-000988,-0.5719595953450001
ACH-000993,-0.277865387483
ACH-000994,-0.5154761788610001
ACH-000996,-0.409254844705
ACH-001001,-0.47769756909100003
ACH-001020,-0.406247629796
ACH-001028,-0.285664596703
ACH-001031,-0.543039433252
ACH-001038,-0.474298113506
ACH-001048,-0.5123511933630001
ACH-001050,-0.614303414829
ACH-001053,-0.456971339925
ACH-001054,-0.47116163568400005
ACH-001061,-0.478031730677
ACH-001067,-0.569609210532
ACH-001075,-0.46332952275300004
ACH-001096,-0.374769842267
ACH-001128,-0.352562230612
ACH-001134,-0.570307463048
ACH-001151,-0.283083360479
ACH-001163,-0.422777112223
ACH-001164,-0.22521620990200003
ACH-001173,-0.447562758467
ACH-001183,-0.451829231078
ACH-001184,-0.48656007976599996
ACH-001190,-0.25172623604600003
ACH-001192,-0.329740428981
ACH-001193,-0.395269089658
ACH-001196,-0.516852987013
ACH-001197,-0.208190053856
ACH-001205,-0.512055620564
ACH-001211,-0.383619108521
ACH-001212,-0.870051473494
ACH-001228,-0.37940268529200005
ACH-001232,-0.41764460581699997
ACH-001239,-0.418249575031
ACH-001274,-0.313015118517
ACH-001275,-0.322900643545
ACH-001277,-0.462726849385
ACH-001278,-0.46386892601199997
ACH-001280,-0.576290660502
ACH-001283,-0.46727525533500003
ACH-001289,-0.34195127710100004
ACH-001295,-0.368076081716
ACH-001300,-0.388783115908
ACH-001301,-0.505318860652
ACH-001302,-0.30516528743
ACH-001303,-0.45709468172300005
ACH-001306,-0.5056750461680001
ACH-001318,-0.454479608306
ACH-001322,-0.652599522558
ACH-001328,-0.326051485029
ACH-001332,-0.158618985131
ACH-001333,-0.45938178579899996
ACH-001336,-0.556783058107
ACH-001340,-0.496724016993
ACH-001346,-0.367957229681
ACH-001353,-0.469883524595
ACH-001354,-0.515203646817
ACH-001367,-0.485589822696
ACH-001368,-0.522463217355
ACH-001374,-0.6251730631360001
ACH-001375,-0.539430404314
ACH-001377,-0.543457124669
ACH-001380,-0.271836568332
ACH-001391,-0.419205194994
ACH-001407,-0.392783114529
ACH-001408,-0.29495079298
ACH-001413,-0.448234921793
ACH-001430,-0.283671874234
ACH-001431,-0.258633428944
ACH-001450,-0.3718934727
ACH-001496,-0.45303875973499996
ACH-001500,-0.41747861388999996
ACH-001521,-0.462565283916
ACH-001523,-0.39102250744499994
ACH-001532,-0.386204888032
ACH-001536,-0.569390167654
ACH-001550,-0.285462205368
ACH-001552,-0.468111318618
ACH-001554,-0.355372868669
ACH-001645,-0.321667796865
ACH-001654,-0.565536512211
ACH-001715,-0.421815436979
ACH-001735,-0.40823984689900006
ACH-001736,-0.34219547018700003
ACH-001737,-0.331028839457
ACH-001740,-0.373309350481
ACH-001745,-0.378698843379
ACH-001750,-0.572124479375
ACH-001765,-0.300346130093
ACH-001956,-0.342785781121
ACH-001957,-0.530429701543
