,L3HYPDH (112849)
ACH-000404,0.151927373594
ACH-000406,-0.13919879631100002
ACH-000407,-0.19106000787900002
ACH-000408,-0.0478059548359
ACH-000410,-0.132481662359
ACH-000411,-0.374960103844
ACH-000414,-0.104575631745
ACH-000415,-0.00819533170775
ACH-000416,-0.0379274886232
ACH-000420,-0.238048113937
ACH-000421,-0.15239815923900002
ACH-000424,0.182462820587
ACH-000425,-0.232213170832
ACH-000426,-0.328457091577
ACH-000427,-0.142006166405
ACH-000433,-0.342406901144
ACH-000436,-0.13853663956499998
ACH-000444,-0.029861254199099997
ACH-000445,-0.296725134889
ACH-000448,-0.227565478438
ACH-000450,0.0028414758415999997
ACH-000452,-0.306383597803
ACH-000454,-0.12461295059800001
ACH-000458,-0.148473889486
ACH-000459,-0.233416508476
ACH-000460,-0.0737284249768
ACH-000461,-0.13143553778
ACH-000463,-0.208084169118
ACH-000464,-0.44012501997000003
ACH-000466,-0.407315293935
ACH-000467,-0.24913534056999997
ACH-000468,-0.162511164076
ACH-000469,-0.320108156551
ACH-000470,-0.488649971549
ACH-000471,-0.221114583374
ACH-000472,-0.270271374474
ACH-000473,-0.0816857272334
ACH-000475,-0.307725127069
ACH-000476,-0.0252785456569
ACH-000477,-0.480599380247
ACH-000480,-0.16149904493699999
ACH-000481,-0.216058667518
ACH-000483,-0.0848219198905
ACH-000484,-0.13726972358200001
ACH-000485,-0.145291028825
ACH-000486,-0.07732443781550001
ACH-000487,-0.00228933304234
ACH-000488,-0.288536213163
ACH-000490,-0.33824207318800004
ACH-000491,-0.46490585393100003
ACH-000495,-0.329056093658
ACH-000496,-0.055973438896399996
ACH-000499,-0.273062278416
ACH-000500,-0.895265706763
ACH-000502,-0.171794871734
ACH-000503,-0.323960872303
ACH-000505,-0.176365168741
ACH-000507,-0.447474804686
ACH-000510,-0.00197654026474
ACH-000511,-0.167579466347
ACH-000512,-0.340785439041
ACH-000516,-0.19167045002500002
ACH-000517,-0.20971257810199997
ACH-000518,-0.027785597346399998
ACH-000520,-0.161969461466
ACH-000521,-0.18551804467900002
ACH-000522,-0.33516186599500003
ACH-000524,-0.157652371495
ACH-000527,-0.17559696002300001
ACH-000528,-0.08868346396510002
ACH-000537,-0.316245304839
ACH-000541,0.0889530093383
ACH-000542,-0.0492815762878
ACH-000544,-0.26003221397799997
ACH-000545,-0.09238343819060002
ACH-000547,0.00715121988429
ACH-000548,-0.287724836107
ACH-000549,-0.290396286184
ACH-000550,-0.25434985190000003
ACH-000552,-0.0900305801387
ACH-000556,-0.198150469032
ACH-000557,-0.19638219986699998
ACH-000570,-0.175356203538
ACH-000571,-0.10196155444800001
ACH-000573,-0.250460052156
ACH-000576,-0.127549634285
ACH-000580,-0.0153853943934
ACH-000584,-0.224413299844
ACH-000585,-0.235955742157
ACH-000588,-0.179345198716
ACH-000589,-0.0524380544714
ACH-000591,-0.284084677883
ACH-000593,-0.123011020365
ACH-000600,-0.17252080697299998
ACH-000601,-0.104498573697
ACH-000604,-0.39933094969000005
ACH-000605,-0.492892856551
ACH-000606,-0.2170581057
ACH-000608,-0.171117148173
ACH-000614,-0.394230241354
ACH-000616,-0.206732210958
ACH-000618,-0.030860056366599997
ACH-000619,-0.158157575159
ACH-000620,-0.17452458247400002
ACH-000621,-0.050524848158099996
ACH-000622,-0.222361973572
ACH-000623,-0.34831709291199997
ACH-000624,-0.21777414919100002
ACH-000627,-0.44994503114100004
ACH-000630,-0.288983517683
ACH-000632,-0.230872534456
ACH-000633,-0.184897755404
ACH-000637,-0.244937765705
ACH-000638,-0.134962941509
ACH-000646,-0.378876705643
ACH-000647,-0.030036889766599996
ACH-000648,-0.149160253124
ACH-000649,-0.283262732255
ACH-000651,-0.200263755734
ACH-000652,0.258360571244
ACH-000653,-0.0698401697468
ACH-000657,-0.204807592861
ACH-000658,-0.13701585666
ACH-000661,0.0254302890467
ACH-000662,-0.350917460044
ACH-000663,0.10516899547
ACH-000665,-0.132138802563
ACH-000671,-0.294010164282
ACH-000673,-0.172757929312
ACH-000676,-0.10648063429099999
ACH-000677,-0.12501781695699998
ACH-000681,-0.07318615198039999
ACH-000682,-0.0651196534668
ACH-000683,0.054070713475000004
ACH-000684,-0.34480999033200005
ACH-000688,-0.0566852567418
ACH-000693,-0.171256424661
ACH-000694,-0.192211567144
ACH-000695,-0.36126048343
ACH-000696,-0.359279730177
ACH-000697,-0.039051368580900005
ACH-000699,-0.138728665629
ACH-000701,-0.283708894549
ACH-000706,-0.170475940903
ACH-000711,-0.190695489431
ACH-000713,-0.136651102494
ACH-000714,-0.0385921205684
ACH-000718,-0.44744952131000004
ACH-000720,-0.101521726504
ACH-000721,-0.254193912666
ACH-000724,-0.318786913761
ACH-000725,-0.10068466289799999
ACH-000732,-0.0394953476537
ACH-000734,-0.105546752468
ACH-000735,-0.257615295446
ACH-000736,-0.379650131271
ACH-000738,-0.17274385715399998
ACH-000746,0.0895781239638
ACH-000747,-0.12695792587500002
ACH-000748,-0.10586501122099999
ACH-000753,-0.161080081467
ACH-000756,-0.195945659815
ACH-000757,0.05233335462119999
ACH-000758,-0.16273839607100002
ACH-000760,-0.192091913831
ACH-000763,-0.160147320382
ACH-000764,-0.103492048598
ACH-000765,-0.139042509777
ACH-000766,0.00417062317833
ACH-000767,-0.0289689029938
ACH-000768,-0.32727197401299996
ACH-000769,-0.41142631096500004
ACH-000770,-0.12622742673100001
ACH-000771,-0.255134844054
ACH-000773,-0.12325887572699999
ACH-000776,-0.113462610614
ACH-000777,0.0223721258139
ACH-000778,-0.131369338956
ACH-000781,-0.152443698207
ACH-000782,-0.09873864405060001
ACH-000783,-0.155452798974
ACH-000784,-0.187321626454
ACH-000785,-0.217073619044
ACH-000787,-0.123590820468
ACH-000788,-0.14956163545499998
ACH-000791,-0.21278342401099998
ACH-000792,-0.12157978727299999
ACH-000794,-0.0684124612478
ACH-000796,-0.207471328164
ACH-000799,-0.05654793060169999
ACH-000800,-0.0805805922977
ACH-000802,-0.219062978647
ACH-000804,0.24438065335700002
ACH-000805,0.0786415459783
ACH-000809,-0.039967995542099996
ACH-000810,-0.190662757711
ACH-000811,-0.0432737193825
ACH-000817,-0.08930625037869999
ACH-000819,-0.20672153823199999
ACH-000820,-0.466719121398
ACH-000821,-0.17770953141399998
ACH-000822,-0.245105480125
ACH-000823,-0.114924390297
ACH-000824,-0.333581608653
ACH-000827,-0.15813583192
ACH-000829,-0.20424804760200002
ACH-000831,-0.08872177462719999
ACH-000832,-0.184990948374
ACH-000833,-0.414964116939
ACH-000834,0.141418574099
ACH-000835,-0.139803944551
ACH-000836,-0.24248344648200001
ACH-000837,-0.0860493207598
ACH-000838,-0.323802485908
ACH-000839,-0.203725338537
ACH-000840,-0.221081198219
ACH-000841,0.0479792097652
ACH-000843,-0.0160109291362
ACH-000846,-0.22656969072799998
ACH-000847,0.0883779267992
ACH-000848,-0.195479959029
ACH-000849,-0.30156215650199997
ACH-000851,-0.167383274466
ACH-000855,-0.041040350091
ACH-000856,0.0048665862867
ACH-000858,-0.452037048769
ACH-000859,0.121513078906
ACH-000861,-0.122936527548
ACH-000862,-0.0026469223395399998
ACH-000865,-0.107573365963
ACH-000866,-0.20832046285300002
ACH-000867,-0.21891916214
ACH-000869,-0.0718503735423
ACH-000872,-0.0751029268947
ACH-000873,-0.295101364365
ACH-000876,-0.112313896361
ACH-000878,-0.19645856861699998
ACH-000880,-0.11756570653100001
ACH-000881,-0.271664318271
ACH-000882,-0.129893181299
ACH-000884,-0.131153160544
ACH-000885,-0.00706868030745
ACH-000887,-0.239599220093
ACH-000888,0.022202012389599998
ACH-000889,-0.212530728731
ACH-000890,-0.427635688516
ACH-000896,-0.07388758795860001
ACH-000898,-0.203729308261
ACH-000900,-0.13657615649399998
ACH-000901,-0.11911911322899998
ACH-000905,-0.027212261320500003
ACH-000906,-0.14929933144500002
ACH-000907,-0.217604667148
ACH-000910,-0.167274761411
ACH-000911,-0.194448820634
ACH-000912,-0.08887932736330001
ACH-000913,-0.12745614499500002
ACH-000915,-0.08658827355689999
ACH-000916,-0.26370179472800004
ACH-000917,-0.21246000075999996
ACH-000921,-0.24800286785300002
ACH-000924,-0.21538142285300002
ACH-000926,-0.171288698714
ACH-000928,-0.154960419683
ACH-000929,-0.0885472040414
ACH-000932,-0.128310330536
ACH-000935,-0.137613706724
ACH-000936,-0.495219937079
ACH-000937,-0.190562560944
ACH-000938,-0.253047007903
ACH-000939,-0.181060524753
ACH-000941,-0.243536834542
ACH-000943,-0.0890111921208
ACH-000946,-0.210951594708
ACH-000947,-0.181470447176
ACH-000948,-0.008346872158800001
ACH-000950,-0.122975445711
ACH-000953,0.043651143109099996
ACH-000957,-0.0875160519105
ACH-000958,-0.389614624651
ACH-000960,-0.204109517421
ACH-000963,-0.0176956152703
ACH-000968,-0.292438787247
ACH-000969,-0.34873989462099997
ACH-000973,-0.286639801626
ACH-000974,-0.191685672414
ACH-000975,-0.1362930839
ACH-000976,-0.265350175059
ACH-000978,-0.313015272116
ACH-000980,-0.08101470442030001
ACH-000984,-0.235825915233
ACH-000986,-0.24570323494899998
ACH-000988,0.205202577225
ACH-000993,-0.239076675095
ACH-000994,-0.157357162762
ACH-000996,-0.392609806466
ACH-001001,-0.47659939972300003
ACH-001020,-0.106568052237
ACH-001028,-0.014824654452100001
ACH-001031,-0.015784597315700002
ACH-001038,-0.42773235889
ACH-001048,-0.268634880633
ACH-001050,-0.128584821321
ACH-001053,-0.27090920566
ACH-001054,-0.21650105013700002
ACH-001061,-0.135519426734
ACH-001067,-0.131998796272
ACH-001075,-0.198922632291
ACH-001096,-0.10749189167000002
ACH-001128,-0.435659714116
ACH-001134,-0.174006791925
ACH-001151,-0.331529744588
ACH-001163,-0.09353266367910001
ACH-001164,-0.0735022533563
ACH-001173,-0.15984851253
ACH-001183,-0.146085398785
ACH-001184,-0.0794959072962
ACH-001190,-0.16249740448
ACH-001192,0.183903929148
ACH-001193,-0.158055954093
ACH-001196,-0.165807238171
ACH-001197,0.03307713426
ACH-001205,-0.0661119917689
ACH-001211,-0.137475554669
ACH-001212,-0.339545222588
ACH-001228,-0.203913073782
ACH-001232,-0.452278379454
ACH-001239,-0.18532121989
ACH-001274,-0.247059862814
ACH-001275,0.054485135893099994
ACH-001277,-0.0289276872122
ACH-001278,-0.281557266188
ACH-001280,-0.135720007975
ACH-001283,-0.41855645506899997
ACH-001289,-0.110728970761
ACH-001295,-0.29086681054900004
ACH-001300,-0.07644219539149999
ACH-001301,-0.00626327556936
ACH-001302,-0.159447079714
ACH-001303,-0.5012460129199999
ACH-001306,-0.25827638487
ACH-001318,-0.209143480966
ACH-001322,-0.176817639232
ACH-001328,-0.0639016056609
ACH-001332,0.197509223328
ACH-001333,-0.050263280231999996
ACH-001336,-0.32349838056999997
ACH-001340,-0.140916775114
ACH-001346,-0.22088912364100002
ACH-001353,-0.169103763785
ACH-001354,-0.157805656895
ACH-001367,-0.161029819375
ACH-001368,-0.120065570049
ACH-001374,-0.40852966225000004
ACH-001375,-0.20762169605
ACH-001377,-0.193202674992
ACH-001380,-0.389413034543
ACH-001391,-0.540036255167
ACH-001407,-0.130082724661
ACH-001408,-0.287388756693
ACH-001413,-0.301659132472
ACH-001430,-0.276917178985
ACH-001431,-0.13718103465
ACH-001450,-0.248855651719
ACH-001496,-0.21479827207899999
ACH-001500,-0.056450729547
ACH-001521,0.31500428729
ACH-001523,-0.0973533354214
ACH-001532,-0.31422288376400004
ACH-001536,0.0953975032332
ACH-001550,-0.186357126985
ACH-001552,-0.418023192702
ACH-001554,-0.17117473032400002
ACH-001645,-0.155345518137
ACH-001654,-0.23912104228300002
ACH-001715,-0.161901275715
ACH-001735,-0.12958859461
ACH-001736,-0.165327985688
ACH-001737,-0.65391793267
ACH-001740,-0.185240599027
ACH-001745,-0.0639681229172
ACH-001750,-0.302586012176
ACH-001765,-0.154961338221
ACH-001956,-0.150773869025
ACH-001957,-0.073862766267
