,SNRPF (6636)
ACH-000274,-1.99113279751
ACH-000277,-2.14426802096
ACH-000278,-1.5266792326499998
ACH-000279,-2.02869568788
ACH-000280,-1.9734103498299997
ACH-000281,-1.8194631636200003
ACH-000288,-1.7639498004299998
ACH-000291,-1.6553616505500002
ACH-000293,-1.45320601427
ACH-000294,-1.7563446759799999
ACH-000295,-1.9373254569799998
ACH-000296,-1.93769173037
ACH-000302,-2.01269376842
ACH-000304,-1.9948595943599998
ACH-000307,-1.8412990633200002
ACH-000308,-2.09094905665
ACH-000310,-2.16054563102
ACH-000311,-1.68777993686
ACH-000312,-1.86904644587
ACH-000315,-1.5278134329100002
ACH-000316,-1.86602741529
ACH-000317,-1.63868559694
ACH-000318,-1.6309110000600002
ACH-000319,-1.88334939625
ACH-000320,-1.9644473773599997
ACH-000322,-1.94418758345
ACH-000323,-1.27447709543
ACH-000324,-1.9573762797999998
ACH-000329,-2.25292866897
ACH-000330,-1.6188454957499998
ACH-000331,-1.5422080331299999
ACH-000332,-1.70872540506
ACH-000334,-2.0768857712599997
ACH-000335,-1.91978375593
ACH-000336,-2.02678726217
ACH-000337,-1.8060404416299998
ACH-000339,-1.86154576186
ACH-000341,-2.00829919134
ACH-000348,-2.0661883383099995
ACH-000350,-2.22343332058
ACH-000352,-1.76530522433
ACH-000356,-2.0962873088
ACH-000361,-1.87988691675
ACH-000362,-2.2029680726599996
ACH-000363,-1.84430238308
ACH-000364,-1.71772528
ACH-000365,-1.9312019186099998
ACH-000366,-1.84266148832
ACH-000368,-1.7161687223100002
ACH-000374,-1.89022600852
ACH-000375,-1.7247225975999998
ACH-000376,-1.75885803428
ACH-000381,-1.74881487235
ACH-000383,-2.11775032503
ACH-000387,-1.6570475465099999
ACH-000389,-1.7290952335599998
ACH-000390,-1.67755435424
ACH-000393,-1.90010772093
ACH-000395,-2.08064964571
ACH-000397,-1.6648245437600002
ACH-000401,-2.04306832711
ACH-000402,-2.2254751948400004
ACH-000403,-2.03925349137
ACH-000404,-1.79321793177
ACH-000406,-1.92801590227
ACH-000407,-1.8372503913999998
ACH-000408,-2.11270910854
ACH-000410,-1.6146008606400002
ACH-000411,-1.38565934501
ACH-000414,-1.65218020784
ACH-000415,-1.82777430253
ACH-000416,-1.6191507318
ACH-000420,-1.81181366316
ACH-000421,-1.60390115184
ACH-000424,-1.9155425697599997
ACH-000425,-1.70101610433
ACH-000426,-1.29715580069
ACH-000427,-1.7660080981200001
ACH-000433,-1.6157613586000001
ACH-000436,-1.90895562756
ACH-000444,-1.50668737743
ACH-000445,-1.77722898842
ACH-000448,-1.8095834448299999
ACH-000450,-2.01966775748
ACH-000452,-1.9671813988099998
ACH-000454,-1.7470333582799997
ACH-000458,-1.69014825973
ACH-000459,-2.02417824061
ACH-000460,-1.7802470429799997
ACH-000461,-2.13043997369
ACH-000463,-1.6418753533200001
ACH-000464,-1.9371187677700001
ACH-000466,-2.01162354466
ACH-000467,-1.7393326857099998
ACH-000468,-2.17144960445
ACH-000469,-1.76568847677
ACH-000470,-2.158848992
ACH-000471,-1.7061443163999999
ACH-000472,-2.12668542752
ACH-000473,-1.77352238822
ACH-000475,-2.05727363629
ACH-000476,-1.9194209154
ACH-000477,-1.7836307568599998
ACH-000480,-1.7578198744599998
ACH-000481,-1.8125396919999999
ACH-000483,-1.7443423908200002
ACH-000484,-1.6944569635799998
ACH-000485,-2.1028218872299997
ACH-000486,-1.60086138349
ACH-000487,-1.6679528012
ACH-000488,-1.7130462126600001
ACH-000490,-1.83906664429
ACH-000491,-2.05061710521
ACH-000495,-1.45591347473
ACH-000496,-1.67265985816
ACH-000499,-1.72847300745
ACH-000500,-1.85078770257
ACH-000502,-1.6904612271200001
ACH-000503,-1.4989930133000002
ACH-000505,-1.89321814343
ACH-000507,-1.70054680199
ACH-000510,-1.8242115181599998
ACH-000511,-1.55261768082
ACH-000512,-1.5888870098399999
ACH-000516,-1.7276274936099998
ACH-000517,-1.8169886389400003
ACH-000518,-1.5601734760400001
ACH-000520,-1.64041194625
ACH-000521,-2.0458370248400004
ACH-000522,-1.97105718091
ACH-000524,-2.19574927209
ACH-000527,-1.88617685436
ACH-000528,-1.68105376239
ACH-000537,-1.52559744084
ACH-000541,-2.30160595009
ACH-000542,-1.7487591837599998
ACH-000544,-1.68470376777
ACH-000545,-1.6107753952500001
ACH-000547,-1.85606670515
ACH-000548,-1.88067780988
ACH-000549,-1.64808549049
ACH-000550,-1.88533790618
ACH-000552,-1.62347961396
ACH-000556,-1.9495705631
ACH-000557,-2.3043812932299996
ACH-000570,-1.70229657669
ACH-000571,-2.29398158265
ACH-000573,-1.96024302338
ACH-000576,-1.65696406024
ACH-000580,-2.13962239777
ACH-000584,-2.0888254717
ACH-000585,-1.90758404384
ACH-000588,-1.78408060622
ACH-000589,-1.7918916129099998
ACH-000591,-1.97119807528
ACH-000593,-1.73223382366
ACH-000600,-2.01829551982
ACH-000601,-1.8999155961099998
ACH-000604,-1.92905958787
ACH-000605,-1.95575050251
ACH-000606,-1.5944822272499999
ACH-000608,-2.79061720037
ACH-000614,-2.18476478493
ACH-000616,-1.6807890850799998
ACH-000618,-1.69256212819
ACH-000619,-1.8890812603599998
ACH-000620,-1.90389240714
ACH-000621,-2.0811589579799996
ACH-000622,-1.86358429115
ACH-000623,-1.7411556889099997
ACH-000624,-1.89244565192
ACH-000627,-1.98685636588
ACH-000630,-1.66065685486
ACH-000632,-2.10110113018
ACH-000633,-2.19780486029
ACH-000637,-1.8530903994699999
ACH-000638,-1.5749213038
ACH-000646,-2.03262219625
ACH-000647,-1.8659285854099998
ACH-000648,-1.8950306810099997
ACH-000649,-1.88460709053
ACH-000651,-1.88459131125
ACH-000652,-1.55552369693
ACH-000653,-1.94059855839
ACH-000657,-1.96259128912
ACH-000658,-1.8518309920500002
ACH-000661,-2.0527067104900003
ACH-000662,-1.88798368284
ACH-000663,-1.96119893843
ACH-000665,-1.6941276672799999
ACH-000671,-1.89757694229
ACH-000673,-1.8882969089200001
ACH-000676,-1.97206887152
ACH-000677,-1.6692634445399999
ACH-000681,-1.8105617948
ACH-000682,-1.8119988592200003
ACH-000683,-1.8526379163999998
ACH-000684,-1.5300768518
ACH-000688,-2.1377867258200003
ACH-000693,-1.90813175244
ACH-000694,-1.83305778474
ACH-000695,-1.8663451442099996
ACH-000696,-1.7306602908099997
ACH-000697,-1.7731163584599998
ACH-000699,-2.1942755205
ACH-000701,-2.09089415465
ACH-000706,-1.7931289168200002
ACH-000711,-1.75420045757
ACH-000713,-1.52987317061
ACH-000714,-1.8646500029099997
ACH-000718,-2.07728896274
ACH-000720,-1.7730577095900002
ACH-000721,-1.8415281876900003
ACH-000724,-2.5707210208599998
ACH-000725,-2.61705601499
ACH-000732,-1.29962912664
ACH-000734,-1.9989967117200003
ACH-000735,-1.6628362852399998
ACH-000736,-1.8240876831400001
ACH-000738,-1.70813652018
ACH-000746,-2.02249954877
ACH-000747,-1.51498588361
ACH-000748,-1.6153067484
ACH-000753,-1.8530675181599998
ACH-000756,-1.9208133134999998
ACH-000757,-1.6377106359
ACH-000758,-1.8570259438099999
ACH-000760,-1.53967411169
ACH-000763,-1.68119237609
ACH-000764,-1.82366516532
ACH-000765,-1.7509194494599998
ACH-000766,-1.78830013224
ACH-000767,-2.2103669785799998
ACH-000768,-1.59502500104
ACH-000769,-1.9335507685
ACH-000770,-1.9036759087000001
ACH-000771,-1.6632873642200001
ACH-000773,-2.02060716042
ACH-000776,-1.56970467359
ACH-000777,-1.65249935708
ACH-000778,-1.8210721592299999
ACH-000781,-1.7903408409400001
ACH-000782,-1.81731387134
ACH-000783,-1.8892226445200002
ACH-000784,-1.76461543497
ACH-000785,-1.88515789937
ACH-000787,-1.9611073211
ACH-000788,-1.91890134545
ACH-000791,-1.7789986214400002
ACH-000792,-1.8572464836099998
ACH-000794,-1.79685533135
ACH-000796,-1.9239310717900002
ACH-000799,-1.82425848974
ACH-000800,-2.04173152145
ACH-000802,-1.6737533090799999
ACH-000804,-1.8210628684999999
ACH-000805,-1.4741197457600002
ACH-000809,-1.65029758947
ACH-000810,-1.91091284843
ACH-000811,-1.9870972328799998
ACH-000817,-1.5802208434399998
ACH-000819,-1.69541035162
ACH-000820,-1.5733109047
ACH-000821,-2.0875442106
ACH-000822,-2.4374726470500003
ACH-000823,-1.9370590544599997
ACH-000824,-1.92501927118
ACH-000827,-1.54352761937
ACH-000829,-1.9631164782799997
ACH-000831,-1.7776686323400002
ACH-000832,-1.4977422301499999
ACH-000833,-1.9196177133
ACH-000834,-1.85487375937
ACH-000835,-1.8594729445599998
ACH-000836,-1.55909834906
ACH-000837,-1.8417519891999998
ACH-000838,-2.06133820199
ACH-000839,-1.7769780629900003
ACH-000840,-1.5551822874099999
ACH-000841,-1.5729927457799997
ACH-000843,-1.36538151838
ACH-000846,-1.7991430269400002
ACH-000847,-1.7779255104299998
ACH-000848,-1.70985804541
ACH-000849,-1.86302592122
ACH-000851,-2.0315968252400003
ACH-000855,-1.56601342902
ACH-000856,-2.0618621842900002
ACH-000858,-1.7366737842900002
ACH-000859,-1.7204719765099998
ACH-000861,-1.89634205938
ACH-000862,-1.7967012176
ACH-000865,-1.61147987494
ACH-000866,-1.8397622221599998
ACH-000867,-1.85218753747
ACH-000869,-1.9218152636599999
ACH-000872,-1.52259172001
ACH-000873,-1.8414665901599998
ACH-000876,-2.3658522089700003
ACH-000878,-1.5817524408399999
ACH-000880,-1.9430727066799998
ACH-000881,-1.8147750474700002
ACH-000882,-1.6172542260499998
ACH-000884,-1.7366407784599998
ACH-000885,-1.8172442732700003
ACH-000887,-1.6453969370800001
ACH-000888,-1.7784840995599998
ACH-000889,-1.8470437929799999
ACH-000890,-1.73208524756
ACH-000896,-1.84001174349
ACH-000898,-1.78306706167
ACH-000900,-1.6791150927
ACH-000901,-1.99661428177
ACH-000905,-1.7427140779599997
ACH-000906,-1.90295950341
ACH-000907,-1.60275652179
ACH-000910,-1.95604168741
ACH-000911,-1.69714842125
ACH-000912,-1.55284913141
ACH-000913,-1.85522809488
ACH-000915,-1.8129130626400003
ACH-000916,-2.01625665575
ACH-000917,-1.88186912393
ACH-000921,-1.7797507349400001
ACH-000924,-1.7125873560799998
ACH-000926,-1.9379615370299998
ACH-000928,-1.6114074782299999
ACH-000929,-1.9213753120800001
ACH-000932,-1.8655821377500001
ACH-000935,-1.68188019488
ACH-000936,-1.8800877756799999
ACH-000937,-2.23673063665
ACH-000938,-1.90220363002
ACH-000939,-1.85832306444
ACH-000941,-1.9250310661599999
ACH-000943,-1.9245664009999999
ACH-000946,-1.77470215721
ACH-000947,-1.9412453135099998
ACH-000948,-1.8785794440799999
ACH-000950,-1.67455039435
ACH-000953,-2.05000298979
ACH-000957,-1.88640902056
ACH-000958,-1.7603929302
ACH-000960,-2.03151156043
ACH-000963,-1.8603067258900001
ACH-000968,-1.67811859634
ACH-000969,-1.76973737699
ACH-000973,-2.00290261148
ACH-000974,-1.76416141651
ACH-000975,-1.95865299773
ACH-000976,-1.65781888884
ACH-000978,-1.7556425945299998
ACH-000980,-1.52977573658
ACH-000984,-1.9290548485499999
ACH-000986,-1.68874300504
ACH-000988,-1.7187411619
ACH-000993,-1.82200892465
ACH-000994,-2.10570373537
ACH-000996,-1.79928824843
ACH-001001,-1.96744068072
ACH-001020,-2.0612890541900004
ACH-001028,-1.94098147162
ACH-001031,-1.81858090699
ACH-001038,-1.93314377852
ACH-001048,-1.7830666906200001
ACH-001050,-1.6825232104499999
ACH-001053,-1.8281334229799997
ACH-001054,-1.77917755352
ACH-001061,-1.80511842217
ACH-001067,-1.9723687119
ACH-001075,-1.81277966061
ACH-001096,-1.83603578943
ACH-001128,-2.04216641599
ACH-001134,-1.80240839801
ACH-001151,-1.8468769717500002
ACH-001163,-1.8701054097299998
ACH-001164,-1.7174170397600002
ACH-001173,-1.82848324434
ACH-001183,-1.71098178198
ACH-001184,-2.05297369963
ACH-001190,-1.48163119541
ACH-001192,-1.7865580040200002
ACH-001193,-1.5453768914100001
ACH-001196,-1.8351313165099998
ACH-001197,-1.7583161377400003
ACH-001205,-1.9462505187999999
ACH-001211,-1.7962075095299999
ACH-001212,-1.81328059069
ACH-001228,-1.8989315051400002
ACH-001232,-1.3741391879700002
ACH-001239,-1.9785517436700002
ACH-001274,-1.9123515320099997
ACH-001275,-1.8130956905900002
ACH-001277,-2.03777550857
ACH-001278,-2.22588342199
ACH-001280,-1.49804509607
ACH-001283,-1.65253206007
ACH-001289,-2.00904832909
ACH-001295,-1.98184369808
ACH-001300,-1.7832843734400001
ACH-001301,-1.8949679134
ACH-001302,-2.2139680917200004
ACH-001303,-2.3071899710299997
ACH-001306,-1.85223686051
ACH-001318,-1.62658943043
ACH-001322,-1.26752410316
ACH-001328,-1.68054323961
ACH-001332,-1.3766295656799998
ACH-001333,-1.7798790667500002
ACH-001336,-1.63495153107
ACH-001340,-1.6666550969100002
ACH-001346,-1.51679490649
ACH-001353,-1.7014051507499999
ACH-001354,-1.78142820908
ACH-001367,-1.97467295553
ACH-001368,-1.8933658542900003
ACH-001374,-1.8057382389200003
ACH-001375,-1.71539718846
ACH-001377,-2.31124109086
ACH-001380,-1.81645664583
ACH-001391,-2.0024275839500003
ACH-001407,-1.9657330444999999
ACH-001408,-1.70559510064
ACH-001413,-1.7446151877400002
ACH-001430,-2.05584048788
ACH-001431,-1.6551566156200002
ACH-001450,-1.8272075060799997
ACH-001496,-1.64279533758
ACH-001500,-1.79785360069
ACH-001521,-1.5991691234799998
ACH-001523,-1.52934760401
ACH-001532,-2.0479187685599998
ACH-001536,-1.9402370550499999
ACH-001550,-1.75858462776
ACH-001552,-1.80455916787
ACH-001554,-1.6954344413
ACH-001645,-1.89243589342
ACH-001654,-2.06087726663
ACH-001715,-1.7579459152099999
ACH-001735,-1.9057566402200001
ACH-001736,-2.07916219043
ACH-001737,-1.60354879449
ACH-001740,-2.29138712596
ACH-001745,-2.0287214391
ACH-001750,-1.7849087126099998
ACH-001765,-2.00237854818
ACH-001956,-1.68867323595
ACH-001957,-1.73713451412
