,VEZT (55591)
ACH-000235,-0.429162087856
ACH-000237,-0.65389093269
ACH-000238,-0.770704176453
ACH-000243,-0.306575080978
ACH-000244,-0.11142924998600001
ACH-000246,-0.30108413230799996
ACH-000248,-0.523839922269
ACH-000250,-0.60251678182
ACH-000251,-0.62944082007
ACH-000253,-0.325448905235
ACH-000255,-0.724405037905
ACH-000256,-0.441698516835
ACH-000257,-0.573119973539
ACH-000258,-0.6913320040559999
ACH-000259,-0.378694081876
ACH-000260,-0.76863652885
ACH-000261,-0.973301242898
ACH-000262,-0.797399517607
ACH-000263,-0.407240454731
ACH-000264,-0.7817722624060001
ACH-000265,-0.644326318987
ACH-000266,-0.547453886819
ACH-000272,-0.505290079365
ACH-000273,-0.83460398627
ACH-000274,-0.253171293909
ACH-000277,-0.347902007679
ACH-000278,-0.505466992915
ACH-000279,-0.617070604753
ACH-000280,-0.561732275667
ACH-000281,-0.76463355848
ACH-000288,-0.765214195977
ACH-000291,-0.705939508577
ACH-000293,-0.45113516853299995
ACH-000294,-0.6541535354219999
ACH-000295,-0.530508321852
ACH-000296,-0.9403653437839999
ACH-000302,-0.362824455196
ACH-000304,-0.378930792003
ACH-000307,-0.811428326637
ACH-000308,-0.36969083131999997
ACH-000310,-0.40794386004600003
ACH-000311,-0.42109601426700005
ACH-000312,-0.61026236568
ACH-000315,-0.28485925956999997
ACH-000316,-0.739860915113
ACH-000317,-0.44709521196099994
ACH-000318,-0.64806401188
ACH-000319,-0.609736838146
ACH-000320,-0.477030417051
ACH-000322,-0.29457306903499997
ACH-000323,-0.538658216809
ACH-000324,-0.70559554227
ACH-000329,-0.567477957882
ACH-000330,-0.5932940474849999
ACH-000331,-0.619689399521
ACH-000332,-0.578327586343
ACH-000334,-0.238024001728
ACH-000335,-0.910724473356
ACH-000336,-0.47149872799500003
ACH-000337,-0.684691394949
ACH-000339,-0.715461223207
ACH-000341,-0.581078666749
ACH-000348,-0.48713249553300003
ACH-000350,-0.566425615756
ACH-000352,-0.0470711775887
ACH-000356,-0.7382597150319999
ACH-000361,-0.6527908686949999
ACH-000362,-0.533486477777
ACH-000363,-0.0892987034981
ACH-000364,-0.668287175373
ACH-000365,-0.275765447707
ACH-000366,-0.5861364777870001
ACH-000368,-0.8154358746960001
ACH-000374,-0.939967718426
ACH-000375,-0.43227718783
ACH-000376,-0.48148625559299996
ACH-000381,-0.412763696145
ACH-000383,-0.0814303082828
ACH-000387,-0.43691819738700005
ACH-000389,-0.8370072598989999
ACH-000390,-0.6128095772909999
ACH-000393,-0.544984584966
ACH-000395,-0.590557264319
ACH-000397,-0.505114433406
ACH-000401,-0.709270047852
ACH-000402,-0.5817461514360001
ACH-000403,-0.238734391635
ACH-000404,-0.7018638678389999
ACH-000406,-0.377596112712
ACH-000407,-0.762189444498
ACH-000408,-0.6702087096329999
ACH-000410,-0.456529794035
ACH-000411,-0.452972993763
ACH-000414,-0.397268380595
ACH-000415,-0.605118062901
ACH-000416,-0.305828977374
ACH-000420,-0.658112565253
ACH-000421,-0.34223785382700006
ACH-000424,-0.737255097392
ACH-000425,-0.292405302537
ACH-000426,-0.374754604929
ACH-000427,-0.5090708520699999
ACH-000433,-0.7344379528399999
ACH-000436,-0.594790532694
ACH-000444,-0.6987271379889999
ACH-000445,-0.719282546279
ACH-000448,-0.85759067186
ACH-000450,-0.34951734004699997
ACH-000452,-0.7332100123119999
ACH-000454,-0.619206321021
ACH-000458,-0.526346439207
ACH-000459,-0.500918635904
ACH-000460,-0.824690987518
ACH-000461,-0.52709722845
ACH-000463,-0.8247519098039999
ACH-000464,-0.679027680823
ACH-000466,-0.698372734279
ACH-000467,-0.550178320328
ACH-000468,-0.68849821823
ACH-000469,-0.5332743305
ACH-000470,-0.782041817398
ACH-000471,-0.77179363625
ACH-000472,-0.7483308993009999
ACH-000473,-0.802075743104
ACH-000475,-0.5109507713710001
ACH-000476,-0.480145746808
ACH-000477,-0.266591027463
ACH-000480,-0.562006038223
ACH-000481,-0.42727388418799994
ACH-000483,-0.48893610397200005
ACH-000484,-0.627623809984
ACH-000485,-0.364540677506
ACH-000486,-0.441079151938
ACH-000487,-0.490554894025
ACH-000488,-0.574738650533
ACH-000490,-0.824558580877
ACH-000491,-0.271778812385
ACH-000495,-0.555160525161
ACH-000496,-0.567242505492
ACH-000499,-0.533806931049
ACH-000500,-0.35233436575099997
ACH-000502,-0.49436768830399996
ACH-000503,-0.6856583283869999
ACH-000505,-0.54451789025
ACH-000507,-0.6889108907439999
ACH-000510,-0.5213459918550001
ACH-000511,-0.505407022439
ACH-000512,-0.217198536431
ACH-000516,-0.743332103393
ACH-000517,-0.562301835792
ACH-000518,-0.746603295361
ACH-000520,-0.623440954033
ACH-000521,-0.552987030069
ACH-000522,-0.516977756761
ACH-000524,-0.475059687698
ACH-000527,-0.6210218841089999
ACH-000528,-0.381394425116
ACH-000537,-0.596644289481
ACH-000541,-0.318335503019
ACH-000542,-0.841179392343
ACH-000544,-0.605308342684
ACH-000545,-0.785179423505
ACH-000547,-0.6381552070750001
ACH-000548,-0.291460862347
ACH-000549,-0.8464215257950001
ACH-000550,-1.00156789692
ACH-000552,-0.665533477898
ACH-000556,-0.41541807929200003
ACH-000557,0.07962747742269999
ACH-000570,-0.461224816779
ACH-000571,-0.373980178454
ACH-000573,-0.488857515247
ACH-000576,-0.48605949190700004
ACH-000580,-0.590344512848
ACH-000584,-0.698910030931
ACH-000585,-0.73200768286
ACH-000588,-0.434366262175
ACH-000589,-0.497861015084
ACH-000591,-0.695107664603
ACH-000593,-0.7946736245559999
ACH-000600,-0.439428877697
ACH-000601,-0.6719411239
ACH-000604,-0.351367088336
ACH-000605,-0.667310015857
ACH-000606,-0.888751731856
ACH-000608,-0.288731510204
ACH-000614,-0.5940675528399999
ACH-000616,-0.6678167284650001
ACH-000618,-0.473561588762
ACH-000619,-0.645999015255
ACH-000620,-0.5137853332419999
ACH-000621,-0.37694896833499997
ACH-000622,-0.541877729917
ACH-000623,-0.558441024002
ACH-000624,-0.568070328048
ACH-000627,-0.407941142411
ACH-000630,-0.780995724896
ACH-000632,-0.644733094807
ACH-000633,0.050591703484199994
ACH-000637,-0.576657056198
ACH-000638,-0.584274503581
ACH-000646,-0.26475149104699996
ACH-000647,-0.43653880462300004
ACH-000648,-0.455099245185
ACH-000649,-0.7121294791339999
ACH-000651,-0.7008265872499999
ACH-000652,-0.607073289818
ACH-000653,-0.345772211497
ACH-000657,-0.659131740732
ACH-000658,-0.10294559945699999
ACH-000661,-0.44819494340899996
ACH-000662,-0.391179484292
ACH-000663,-0.46204905065499996
ACH-000665,-0.37966880126100006
ACH-000671,-0.41020650694
ACH-000673,-0.688385002878
ACH-000676,-0.271189879844
ACH-000677,-0.418541444397
ACH-000681,-0.56136780039
ACH-000682,-0.45946876979999995
ACH-000683,-0.250821360446
ACH-000684,-0.651306373645
ACH-000688,-0.580869076096
ACH-000693,-0.598747681044
ACH-000694,-0.550160651004
ACH-000695,-0.334404435637
ACH-000696,-0.691938193915
ACH-000697,-0.48868385741000003
ACH-000699,-0.561756642146
ACH-000701,-0.385372966429
ACH-000706,-0.394633689102
ACH-000711,-0.351873175059
ACH-000713,-0.855301970291
ACH-000714,-0.625280910685
ACH-000718,-0.595890053005
ACH-000720,-0.496084932333
ACH-000721,-0.614880917968
ACH-000724,-0.36622729414099997
ACH-000725,-0.489510229055
ACH-000732,-0.80391270327
ACH-000734,-0.569510911293
ACH-000735,-0.844522496321
ACH-000736,-0.548033461104
ACH-000738,-0.610095828114
ACH-000746,-0.26460779345400004
ACH-000747,-0.5948315171940001
ACH-000748,-0.582734639867
ACH-000753,-0.489296988905
ACH-000756,-0.8964211259520001
ACH-000757,-0.138681317967
ACH-000758,-0.798350904583
ACH-000760,-0.41652019998000006
ACH-000763,-0.33268912221
ACH-000764,-0.7613934725929999
ACH-000765,-0.7083045511280001
ACH-000766,-0.783472449532
ACH-000767,-0.119761737224
ACH-000768,-0.745538793714
ACH-000769,-0.729994833999
ACH-000770,-0.565437663696
ACH-000771,-0.762098168792
ACH-000773,-0.600021482131
ACH-000776,-0.49776279263800005
ACH-000777,-0.7757166317199999
ACH-000778,-0.8152212878180001
ACH-000781,-0.423045047381
ACH-000782,-0.527186694184
ACH-000783,-0.393019024983
ACH-000784,-0.604139167117
ACH-000785,-0.172186878029
ACH-000787,-0.5725164750339999
ACH-000788,-0.736458234331
ACH-000791,-0.423585616374
ACH-000792,-0.414954432932
ACH-000794,-0.734352283554
ACH-000796,-0.644736010303
ACH-000799,-0.588950719536
ACH-000800,-0.6110152481009999
ACH-000802,-0.6370799492670001
ACH-000804,-0.643480659544
ACH-000805,-0.7384523368100001
ACH-000809,-0.507017326368
ACH-000810,-0.614905417855
ACH-000811,-0.481776347512
ACH-000817,-0.504092087185
ACH-000819,-0.571854805123
ACH-000820,-0.947774828889
ACH-000821,-0.4489067869899999
ACH-000822,-0.520755704017
ACH-000823,-0.563948264322
ACH-000824,-0.826167627045
ACH-000827,-0.573156737267
ACH-000829,-0.13305551348
ACH-000831,-0.844102261292
ACH-000832,-0.803328555729
ACH-000833,-0.49568522891000005
ACH-000834,-0.608872876636
ACH-000835,-0.646701118251
ACH-000836,-0.966137136285
ACH-000837,-0.5712216610890001
ACH-000838,-0.39090307480400005
ACH-000839,-0.751479267788
ACH-000840,-0.851020300676
ACH-000841,-0.738742403372
ACH-000843,-0.6387072110540001
ACH-000846,-0.610462987853
ACH-000847,-0.418202608307
ACH-000848,-0.68448213331
ACH-000849,-0.6206948742849999
ACH-000851,-0.601681686319
ACH-000855,-0.8104166460169999
ACH-000856,-0.540867865815
ACH-000858,-0.484442652649
ACH-000859,-0.848338942914
ACH-000861,-0.544083110243
ACH-000862,-0.675091018391
ACH-000865,-0.8463005885070001
ACH-000866,-0.64471930176
ACH-000867,-0.46302403546899995
ACH-000869,-0.503751204059
ACH-000872,-0.468385236008
ACH-000873,-0.562773085105
ACH-000876,-0.270993413093
ACH-000878,-1.00480375647
ACH-000880,-0.589629198749
ACH-000881,-0.523760469555
ACH-000882,-0.480927546368
ACH-000884,-0.555021048214
ACH-000885,-0.480365287772
ACH-000887,-0.593364350882
ACH-000888,-0.64403404592
ACH-000889,-0.368229324189
ACH-000890,-0.590616749037
ACH-000896,-0.459413986926
ACH-000898,-0.140954619429
ACH-000900,-0.377413757082
ACH-000901,-0.587701270619
ACH-000905,-0.732665101444
ACH-000906,-0.68401477387
ACH-000907,-0.160870036845
ACH-000910,-0.590676062609
ACH-000911,-0.801995792978
ACH-000912,-0.688939462747
ACH-000913,-0.639498455904
ACH-000915,-0.53998297287
ACH-000916,-0.566594330012
ACH-000917,-0.8152357729240001
ACH-000921,-0.69907181995
ACH-000924,-0.514963621515
ACH-000926,-0.609042962308
ACH-000928,-0.454097293966
ACH-000929,-0.856729357837
ACH-000932,-0.38549017199100005
ACH-000935,-0.677246803053
ACH-000936,-0.438547320176
ACH-000937,-0.351193164891
ACH-000938,-0.5647768866830001
ACH-000939,-0.7222403991390001
ACH-000941,-0.5534850552399999
ACH-000943,-0.46870318532399996
ACH-000946,-0.594426370859
ACH-000947,-0.402418538609
ACH-000948,-0.496435438766
ACH-000950,-0.521868144938
ACH-000953,0.0363629939464
ACH-000957,-0.575784274632
ACH-000958,-0.773911888003
ACH-000960,-0.512089541039
ACH-000963,-0.919788009243
ACH-000968,-0.517209985397
ACH-000969,-0.25584756873000003
ACH-000973,-0.724116285656
ACH-000974,-0.418142750823
ACH-000975,-0.390613889989
ACH-000976,-0.659894377236
ACH-000978,-0.598667696589
ACH-000980,-0.293956987755
ACH-000984,-0.373584272424
ACH-000986,-0.43428438101899997
ACH-000988,-0.561636333587
ACH-000993,-0.391839111678
ACH-000994,-0.46537734041199996
ACH-000996,-0.585527954733
ACH-001001,-0.658071123011
ACH-001020,-0.433727203108
ACH-001028,-0.606015465193
ACH-001031,-0.646121486421
ACH-001038,-0.228903844975
ACH-001048,-0.622851306718
ACH-001050,-0.420024826649
ACH-001053,-0.755708223926
ACH-001054,-0.69941690867
ACH-001061,-0.545158500696
ACH-001067,-0.550213901752
ACH-001075,-0.883723028727
ACH-001096,-0.6912817454060001
ACH-001128,-0.864349069716
ACH-001134,-0.27788520545
ACH-001151,-0.771719270222
ACH-001163,-0.43050350162199996
ACH-001164,-0.653604101798
ACH-001173,-0.7501654164749999
ACH-001183,-0.7272162241750001
ACH-001184,-0.556357525618
ACH-001190,-0.903288513695
ACH-001192,-0.504002737687
ACH-001193,-0.9057493793520001
ACH-001196,-0.766849707781
ACH-001197,-0.51349153705
ACH-001205,-0.7948751656470001
ACH-001211,-0.6987712383370001
ACH-001212,-0.574797967008
ACH-001228,-0.550463039331
ACH-001232,-0.806916194304
ACH-001239,-0.39433790259999996
ACH-001274,-0.483641277411
ACH-001275,-0.348493077283
ACH-001277,-0.428181229938
ACH-001278,-0.45028675824299996
ACH-001280,-0.233759163661
ACH-001283,-0.40874377215999996
ACH-001289,-0.546691173212
ACH-001295,-0.43457168358099996
ACH-001300,-0.5123770001619999
ACH-001301,-0.790016878255
ACH-001302,-0.42065993038500005
ACH-001303,-0.751310898108
ACH-001306,-0.6836509354420001
ACH-001318,-0.608629383098
ACH-001322,-0.7530929482780001
ACH-001328,-0.78357607245
ACH-001332,-0.582853917517
ACH-001333,-0.62552027017
ACH-001336,-0.817647530848
ACH-001340,-0.594508967111
ACH-001346,-0.7772258743170001
ACH-001353,-0.387542559833
ACH-001354,-0.792965771541
ACH-001367,-0.559303367308
ACH-001368,-0.416076843802
ACH-001374,-1.0692168488299998
ACH-001375,-0.6819368708490001
ACH-001377,-0.7860207854060001
ACH-001380,-0.34704063397699997
ACH-001391,-0.307334969715
ACH-001407,-0.6189655124419999
ACH-001408,-0.400487408713
ACH-001413,-0.7948504203360001
ACH-001430,-0.630320653237
ACH-001431,-0.7327280153210001
ACH-001450,-0.388939035695
ACH-001496,-0.9041839033
ACH-001500,-0.440075071506
ACH-001521,-0.38518046648599996
ACH-001523,-0.5843264321320001
ACH-001532,-0.531322934233
ACH-001536,-0.41763152365
ACH-001550,-0.498192724599
ACH-001552,-0.567713855609
ACH-001554,-0.407862425537
ACH-001645,-0.225801277541
ACH-001654,-0.8053386117550001
ACH-001715,-0.710418154736
ACH-001735,-0.36717837025
ACH-001736,-0.526759752283
ACH-001737,-0.331820089034
ACH-001740,-0.292677255486
ACH-001745,-0.454574833928
ACH-001750,-0.5445953414620001
ACH-001765,-0.27218441370700003
ACH-001956,-0.288936937046
ACH-001957,-0.278723423466
