,LY6K (54742)
ACH-000714,-0.04487204753409999
ACH-000718,-0.25588358501999997
ACH-000720,-0.291572339492
ACH-000721,-0.279767811031
ACH-000724,-0.606682809654
ACH-000725,0.0637714165886
ACH-000732,0.0628823520075
ACH-000734,-0.23124895781399998
ACH-000735,-0.254499590461
ACH-000736,-0.39533065921
ACH-000738,-0.274092610143
ACH-000746,-0.378112601418
ACH-000747,-0.0944067528734
ACH-000748,-0.132589101049
ACH-000753,-0.2513254141
ACH-000756,-0.150961052215
ACH-000757,-0.294534481643
ACH-000758,-0.20566667346200002
ACH-000760,-0.18855100657
ACH-000763,-0.134904120283
ACH-000764,-0.177523470359
ACH-000765,-0.274570552621
ACH-000766,-0.0669862667333
ACH-000767,-0.178776981749
ACH-000768,-0.203696562477
ACH-000769,-0.21984054825
ACH-000770,-0.12601496385
ACH-000771,-0.330819996278
ACH-000773,-0.431151125042
ACH-000776,-0.317871757794
ACH-000777,-0.181698408338
ACH-000778,-0.06969896820289999
ACH-000781,-0.293123320997
ACH-000782,-0.166023645356
ACH-000783,-0.778686449006
ACH-000784,-0.177989672806
ACH-000785,-0.341579511174
ACH-000787,-0.206010327863
ACH-000788,-0.150689238818
ACH-000791,-0.116223592629
ACH-000792,-0.31785235069
ACH-000794,-0.210374487873
ACH-000796,-0.212342977866
ACH-000799,-0.0603369051499
ACH-000800,-0.113536430406
ACH-000802,-0.130263607605
ACH-000804,0.0307005750924
ACH-000805,-0.13326934811799998
ACH-000809,-0.281433191915
ACH-000810,-0.546535720263
ACH-000811,-0.430053361099
ACH-000817,-0.215218713988
ACH-000819,-0.20645370017099998
ACH-000820,-0.533577689317
ACH-000821,-0.328049936766
ACH-000822,-0.335737958175
ACH-000823,-0.281606689342
ACH-000824,-0.238915518307
ACH-000827,-0.254230665148
ACH-000829,-0.127199876849
ACH-000831,-0.10927389949100001
ACH-000832,-0.0742522526412
ACH-000833,-0.206044682305
ACH-000834,-0.210740311632
ACH-000835,-0.25028224592799997
ACH-000836,-0.144547781449
ACH-000837,-0.151253365741
ACH-000838,-0.23408297391
ACH-000839,-0.332417829753
ACH-000840,-0.163596910318
ACH-000841,0.0334293652385
ACH-000843,0.024829362684800002
ACH-000846,-0.516364461734
ACH-000847,-0.20951681827100002
ACH-000848,-0.381735153513
ACH-000849,-0.192295514386
ACH-000851,-0.250388853752
ACH-000855,-0.274425757569
ACH-000856,-0.125085555513
ACH-000858,-0.151065334675
ACH-000859,-0.0744400386153
ACH-000861,-0.413180259384
ACH-000862,-0.289790761283
ACH-000865,-0.178097277868
ACH-000866,-0.192759275112
ACH-000867,-0.183466755881
ACH-000869,-0.21063756961599997
ACH-000872,-0.319464686427
ACH-000873,-0.0905989879844
ACH-000876,-0.18663959036699998
ACH-000878,-0.422434753438
ACH-000880,-0.329238212167
ACH-000881,-0.334187029798
ACH-000882,-0.167868911692
ACH-000884,-0.25343590914999997
ACH-000885,-0.140370656592
ACH-000887,-0.24460104672
ACH-000888,-0.265477844838
ACH-000889,-0.16005965911800002
ACH-000890,-0.08105823534039999
ACH-000896,-0.174082374377
ACH-000898,-0.236024287783
ACH-000900,-0.47396125243299997
ACH-000901,-0.192065147254
ACH-000905,-0.20797862787000002
ACH-000906,-0.221422442663
ACH-000907,0.0686177788742
ACH-000910,-0.314891266326
ACH-000911,-0.260387269905
ACH-000912,-0.256097404892
ACH-000913,-0.243382906859
ACH-000915,-0.298022412928
ACH-000916,-0.4739237077699999
ACH-000917,-0.152544775604
ACH-000921,-0.265910642328
ACH-000924,-0.227435933756
ACH-000926,-0.297109457849
ACH-000928,-0.568602829605
ACH-000929,-0.16839617342399998
ACH-000932,-0.0540318027023
ACH-000935,-0.22447394366
ACH-000936,-0.249997034705
ACH-000937,-0.261145630641
ACH-000938,-0.156234822242
ACH-000939,0.00558041956902
ACH-000941,-0.102881101795
ACH-000943,-0.176583602475
ACH-000946,-0.06248194887619999
ACH-000947,-0.314137327527
ACH-000948,-0.304185714409
ACH-000950,-0.233191637474
ACH-000953,-0.312059926704
ACH-000957,-0.0705407847231
ACH-000958,-0.0210078630297
ACH-000960,-0.227862493506
ACH-000963,0.241682789525
ACH-000968,-0.19569282374400002
ACH-000969,-0.284053059632
ACH-000973,-0.263509710776
ACH-000974,-0.153435025495
ACH-000975,-0.322802303597
ACH-000976,-0.09193810574729999
ACH-000978,-0.17686645299400003
ACH-000980,-0.21837130843400002
ACH-000984,-0.09307403127139999
ACH-000986,-0.352860812214
ACH-000988,-0.08473327613219998
ACH-000993,-0.398847434114
ACH-000994,-0.42662096007
ACH-000996,-0.349605709596
ACH-001001,-0.17167728267000001
ACH-001020,-0.278715199183
ACH-001028,-0.288924229331
ACH-001031,-0.22860105031
ACH-001038,-0.32679362956999997
ACH-001048,-0.19618345268100001
ACH-001050,-0.344440916808
ACH-001053,-0.164414524021
ACH-001054,-0.20994990552099999
ACH-001061,-0.205670757726
ACH-001067,-0.389053388007
ACH-001075,-0.23355925015299997
ACH-001096,-0.0829279338971
ACH-001128,0.193298273576
ACH-001134,-0.161410766984
ACH-001151,-0.300756669932
ACH-001163,-0.35458765373
ACH-001164,-0.0497813069886
ACH-001173,-0.154301483415
ACH-001183,-0.2011072286
ACH-001184,-0.18470548581799998
ACH-001190,-0.178469547629
ACH-001192,-0.0350220480069
ACH-001193,-0.356541033926
ACH-001196,-0.321190956463
ACH-001197,-0.36069753281800004
ACH-001205,3.67638732162e-05
ACH-001211,-0.176202563634
ACH-001212,-0.402576989743
ACH-001228,-0.511551300857
ACH-001232,-0.152967667645
ACH-001239,-0.44669563451000005
ACH-001274,-0.593511164274
ACH-001275,-0.41848583764499997
ACH-001277,0.033788864093
ACH-001278,-0.158516743794
ACH-001280,-0.14884342719000002
ACH-001283,-0.24964213093899998
ACH-001289,-0.29080895427
ACH-001295,-0.21628294290999997
ACH-001300,-0.104680407576
ACH-001301,-0.2043237661
ACH-001302,-0.166861888491
ACH-001303,-0.483291017073
ACH-001306,-0.125366351485
ACH-001318,-0.20449855243700002
ACH-001322,-0.18463623010299998
ACH-001328,-0.214029101351
ACH-001332,-0.129146460841
ACH-001333,-0.18057462266199997
ACH-001336,-0.246722912239
ACH-001340,-0.20507646993700002
ACH-001346,-0.249251929627
ACH-001353,-0.355025900302
ACH-001354,-0.185571074158
ACH-001367,-0.232248969936
ACH-001368,-0.114010028697
ACH-001374,-0.46635546747699996
ACH-001375,-0.368221833657
ACH-001377,-0.29082517903099997
ACH-001380,-0.278348833999
ACH-001391,-0.15426740324899998
ACH-001407,-0.187108612023
ACH-001408,-0.19673985451200002
ACH-001413,-0.06580791415109999
ACH-001430,-0.392069825444
ACH-001431,-0.42043609465099996
ACH-001450,-0.299877305062
ACH-001496,-0.292099351323
ACH-001500,-0.300394112557
ACH-001521,-0.401144154494
ACH-001523,-0.225500095567
ACH-001532,-0.23906989456099997
ACH-001536,-0.0163580647964
ACH-001550,-0.24053615566199998
ACH-001552,-0.0751046125088
ACH-001554,-0.273655770367
ACH-001645,-0.191519146823
ACH-001654,-0.358518702035
ACH-001715,-0.21671126828899998
ACH-001735,-0.165697868367
ACH-001736,-0.161496229322
ACH-001737,-0.066349215399
ACH-001740,-0.0825400555964
ACH-001745,-0.26360881082800003
ACH-001750,-0.25652287190699996
ACH-001765,-0.189401103543
ACH-001956,-0.165699906299
ACH-001957,-0.360663789958
