,CRCP (27297)
ACH-000472,-1.62826104175
ACH-000473,-1.5974375114100001
ACH-000475,-1.4196061944
ACH-000476,-1.47743449518
ACH-000477,-1.1841517747900001
ACH-000480,-2.13804350578
ACH-000481,-1.4270774684799998
ACH-000483,-1.66725558505
ACH-000484,-1.6964205093200002
ACH-000485,-1.33539388502
ACH-000486,-1.4577805276
ACH-000487,-1.21026614376
ACH-000488,-1.35496575344
ACH-000490,-1.2927007795899998
ACH-000491,-1.48368983724
ACH-000495,-1.5232906482700002
ACH-000496,-1.08599828786
ACH-000499,-1.32612595865
ACH-000500,-0.8249765177580001
ACH-000502,-1.34141560145
ACH-000503,-1.7608478420700002
ACH-000505,-1.66445147901
ACH-000507,-1.12949741039
ACH-000510,-1.4545969828999998
ACH-000511,-1.0941850543
ACH-000512,-1.33674911584
ACH-000516,-1.60924007039
ACH-000517,-1.16305294214
ACH-000518,-1.8080924933200002
ACH-000520,-1.4792127755700002
ACH-000521,-1.16273340695
ACH-000522,-1.42160315682
ACH-000524,-1.23569554887
ACH-000527,-1.71633647967
ACH-000528,-1.6076646934999999
ACH-000537,-1.5735428228200001
ACH-000541,-1.35513779278
ACH-000542,-1.2482187599899999
ACH-000544,-1.14851716969
ACH-000545,-1.37714306937
ACH-000547,-1.6358573166600001
ACH-000548,-1.31931778092
ACH-000549,-1.54568016687
ACH-000550,-1.79326134658
ACH-000552,-1.38247850682
ACH-000556,-1.49314689769
ACH-000557,-1.39629068968
ACH-000570,-1.28326568351
ACH-000571,-1.6248279342299998
ACH-000573,-1.4617642493399998
ACH-000576,-1.52489090567
ACH-000580,-1.3709865650400002
ACH-000584,-1.5318665160299998
ACH-000585,-1.43719941447
ACH-000588,-1.48161363418
ACH-000589,-1.4349833027
ACH-000591,-1.45276283088
ACH-000593,-1.35647138192
ACH-000600,-1.4317046735899999
ACH-000601,-1.34045562338
ACH-000604,-1.39667539278
ACH-000605,-1.8803254800599998
ACH-000606,-1.2424240052
ACH-000608,-1.0080908424500001
ACH-000614,-1.25323808768
ACH-000616,-1.10240763588
ACH-000618,-1.36289395187
ACH-000619,-1.34954259599
ACH-000620,-1.45784961998
ACH-000621,-1.65923789496
ACH-000622,-1.4882590591999998
ACH-000623,-1.40787889481
ACH-000624,-1.33903063216
ACH-000627,-1.14973899515
ACH-000630,-1.4958099104700002
ACH-000632,-1.51424244835
ACH-000633,-1.15642568651
ACH-000637,-1.5777258579299998
ACH-000638,-1.5058604193399998
ACH-000646,-1.06479139063
ACH-000647,-1.3171061249299998
ACH-000648,-1.52216036983
ACH-000649,-1.12020678018
ACH-000651,-1.34099341127
ACH-000652,-1.5200114235799997
ACH-000653,-1.35164907424
ACH-000657,-1.61288829875
ACH-000658,-1.41803877086
ACH-000661,-1.23385201135
ACH-000662,-1.24113585223
ACH-000663,-1.2492492789299998
ACH-000665,-1.26982512241
ACH-000671,-1.5869210469400001
ACH-000673,-1.39343031466
ACH-000676,-1.3507707121599999
ACH-000677,-0.807680663889
ACH-000681,-1.4618542541600001
ACH-000682,-1.2680152975499999
ACH-000683,-1.5748955876100001
ACH-000684,-1.68089776338
ACH-000688,-1.53802724122
ACH-000693,-1.3187002317799998
ACH-000694,-1.41054808106
ACH-000695,-1.78453076698
ACH-000696,-1.5052861510299997
ACH-000697,-1.08878137139
ACH-000699,-1.2299753655299999
ACH-000701,-1.4257346053600002
ACH-000706,-1.24734253994
ACH-000711,-1.58156876965
ACH-000713,-1.58004512199
ACH-000714,-1.40662561025
ACH-000718,-1.1911819255399998
ACH-000720,-1.3488479466
ACH-000721,-1.3009759067
ACH-000724,-1.61629354567
ACH-000725,-1.24302515792
ACH-000732,-1.6722131104799998
ACH-000734,-1.28177740349
ACH-000735,-1.4230678175799998
ACH-000736,-1.4097547750900001
ACH-000738,-1.29332697711
ACH-000746,-1.69797773576
ACH-000747,-1.2167154227799999
ACH-000748,-1.5232180149
ACH-000753,-1.7287920341799998
ACH-000756,-1.4771840887799998
ACH-000757,-1.70589425426
ACH-000758,-1.4018585378400001
ACH-000760,-1.71854910403
ACH-000763,-0.985907411296
ACH-000764,-1.67898177319
ACH-000765,-1.24671166465
ACH-000766,-1.3116767207100002
ACH-000767,-1.55858496012
ACH-000768,-1.4126761063
ACH-000769,-1.50132140024
ACH-000770,-1.38394442911
ACH-000771,-1.3085004566399998
ACH-000773,-1.0288695562799999
ACH-000776,-1.2254919731
ACH-000777,-1.39217241497
ACH-000778,-1.4404380537900001
ACH-000781,-1.43628338559
ACH-000782,-1.5139041600999998
ACH-000783,-1.35508119403
ACH-000784,-1.47869834642
ACH-000785,-1.32215841257
ACH-000787,-1.33221351809
ACH-000788,-1.3279294020799999
ACH-000791,-1.4894801728799998
ACH-000792,-1.81893839094
ACH-000794,-1.33981843493
ACH-000796,-1.24427985502
ACH-000799,-0.785902964469
ACH-000800,-1.53646671617
ACH-000802,-1.37594900231
ACH-000804,-1.5622059525299998
ACH-000805,-1.28201910631
ACH-000809,-1.31516444441
ACH-000810,-1.12551193163
ACH-000811,-2.03658651153
ACH-000817,-1.10410030918
ACH-000819,-1.11640693387
ACH-000820,-1.27781587917
ACH-000821,-1.9562133060900002
ACH-000822,-1.50016679354
ACH-000823,-1.28494152454
ACH-000824,-1.44320251768
ACH-000827,-1.24335826849
ACH-000829,-1.5609020406799998
ACH-000831,-1.4876165286
ACH-000832,-1.50482103278
ACH-000833,-1.32893872938
ACH-000834,-1.3874501469100002
ACH-000835,-1.5069120251700001
ACH-000836,-1.65666281954
ACH-000837,-1.40748044139
ACH-000838,-1.25419976912
ACH-000839,-1.24273760365
ACH-000840,-1.22927551932
ACH-000841,-1.3294170643
ACH-000843,-1.70300221881
ACH-000846,-1.44310682736
ACH-000847,-1.60918703799
ACH-000848,-1.53951894961
ACH-000849,-1.49786353005
ACH-000851,-1.34435429592
ACH-000855,-1.29595125407
ACH-000856,-1.72614785337
ACH-000858,-1.37422047133
ACH-000859,-1.49494727137
ACH-000861,-1.64630996046
ACH-000862,-1.33565037254
ACH-000865,-1.58612154177
ACH-000866,-1.53189568522
ACH-000867,-1.3883025774700002
ACH-000869,-0.968151322938
ACH-000872,-1.3927019645899998
ACH-000873,-1.4892304394999998
ACH-000876,-1.0269693664200001
ACH-000878,-1.2260119061399999
ACH-000880,-1.76571907213
ACH-000881,-1.5325290485
ACH-000882,-1.40994951706
ACH-000884,-1.45162899621
ACH-000885,-1.5958483206099998
ACH-000887,-1.3813296786000002
ACH-000888,-1.2487692792799998
ACH-000889,-1.18300496762
ACH-000890,-1.1841713227200001
ACH-000896,-1.63658377989
ACH-000898,-1.1433181668
ACH-000900,-1.27733702559
ACH-000901,-1.7355412256099998
ACH-000905,-1.18790761033
ACH-000906,-1.4327507990900001
ACH-000907,-1.6056614519499999
ACH-000910,-1.52650807494
ACH-000911,-1.32635363581
ACH-000912,-1.3670055294999999
ACH-000913,-1.2000291122600002
ACH-000915,-1.36859329771
ACH-000916,-0.949460193636
ACH-000917,-1.5628823840600001
ACH-000921,-1.2076677477600002
ACH-000924,-1.3368844325700002
ACH-000926,-1.26615329317
ACH-000928,-1.4573602129899998
ACH-000929,-1.7128396421599998
ACH-000932,-1.43223475447
ACH-000935,-1.4988039232700001
ACH-000936,-1.4184823457299998
ACH-000937,-1.43988937859
ACH-000938,-1.16958870465
ACH-000939,-1.77826450398
ACH-000941,-1.56932294435
ACH-000943,-1.50059710074
ACH-000946,-1.35432726319
ACH-000947,-1.45446865458
ACH-000948,-1.50793047956
ACH-000950,-1.3156297095799998
ACH-000953,-1.29369162845
ACH-000957,-1.50628173489
ACH-000958,-1.38252038176
ACH-000960,-1.4783448425999999
ACH-000963,-0.8820816522689999
ACH-000968,-1.4273302563999999
ACH-000969,-1.29031239656
ACH-000973,-1.4255434463999999
ACH-000974,-1.53714259757
ACH-000975,-1.30004356009
ACH-000976,-1.3811566642
ACH-000978,-2.14703916795
ACH-000980,-1.44981284393
ACH-000984,-1.42483165674
ACH-000986,-1.4315391482
ACH-000988,-1.93382199533
ACH-000993,-1.78524703303
ACH-000994,-1.48920273385
ACH-000996,-1.13440422918
ACH-001001,-1.37589623581
ACH-001020,-1.75644939324
ACH-001028,-1.2877963992299999
ACH-001031,-1.70067200288
ACH-001038,-1.4116495422600002
ACH-001048,-1.49430969625
ACH-001050,-1.2352899047700001
ACH-001053,-1.53629478996
ACH-001054,-1.55152684544
ACH-001061,-1.4262658678600002
ACH-001067,-1.3539341143999999
ACH-001075,-1.2511213321899999
ACH-001096,-1.71999126278
ACH-001128,-1.5381461054899999
ACH-001134,-1.3393312957799999
ACH-001151,-1.48891618068
ACH-001163,-1.2141235616500001
ACH-001164,-1.44392332141
ACH-001173,-1.41559787945
ACH-001183,-1.72138666782
ACH-001184,-1.60458075198
ACH-001190,-1.28723550369
ACH-001192,-1.18918578725
ACH-001193,-1.08388540309
ACH-001196,-1.7539960691900003
ACH-001197,-1.34120962169
ACH-001205,-1.4867191224899998
ACH-001211,-1.57131892175
ACH-001212,-1.62634455947
ACH-001228,-1.91494828887
ACH-001232,-1.5643491814100001
ACH-001239,-1.06582746091
ACH-001274,-1.53561069087
ACH-001275,-1.3607904309099998
ACH-001277,-1.41827498301
ACH-001278,-1.54187410959
ACH-001280,-1.7942136237900002
ACH-001283,-1.4755581602
ACH-001289,-1.57638034872
ACH-001295,-1.5964051361200002
ACH-001300,-1.4469549060100002
ACH-001301,-1.3776823375100002
ACH-001302,-1.28131397854
ACH-001303,-1.50933229045
ACH-001306,-1.70351726134
ACH-001318,-1.56564657395
ACH-001322,-1.50617958287
ACH-001328,-1.30146908017
ACH-001332,-1.20546741205
ACH-001333,-1.5739792738499998
ACH-001336,-1.12542470422
ACH-001340,-1.5186996222
ACH-001346,-1.64678984121
ACH-001353,-1.51957409283
ACH-001354,-1.6144869141100002
ACH-001367,-1.35498648758
ACH-001368,-1.41134685401
ACH-001374,-1.9593874298900003
ACH-001375,-1.504530081
ACH-001377,-1.52957821538
ACH-001380,-1.26203474531
ACH-001391,-1.35850256854
ACH-001407,-0.782943773465
ACH-001408,-1.3932690926
ACH-001413,-1.1653737768999999
ACH-001430,-1.27793680284
ACH-001431,-1.5640622280399998
ACH-001450,-1.47609614182
ACH-001496,-1.56504893401
ACH-001500,-1.4423217466799998
ACH-001521,-1.49003687287
ACH-001523,-1.4033426824000002
ACH-001532,-1.39763318067
ACH-001536,-1.36516808947
ACH-001550,-1.6402568656099998
ACH-001552,-1.46535824435
ACH-001554,-1.591458966
ACH-001645,-1.2368574055500001
ACH-001654,-1.39322409339
ACH-001715,-1.42935053206
ACH-001735,-1.4006498505200002
ACH-001736,-1.14157685775
ACH-001737,-1.51438514046
ACH-001740,-1.7459482768799999
ACH-001745,-1.53617358814
ACH-001750,-1.47871905527
ACH-001765,-1.2509320395999999
ACH-001956,-1.45062562975
ACH-001957,-1.58393414204
