,PEX11B (8799)
ACH-000537,-0.275791785641
ACH-000541,-0.5073463670589999
ACH-000542,-0.22112515745900002
ACH-000544,-0.425007310212
ACH-000545,-0.284110989292
ACH-000547,-0.249324886849
ACH-000548,-0.332394420405
ACH-000549,-0.303469901081
ACH-000550,-0.196899044408
ACH-000552,-0.36763316678999997
ACH-000556,-0.36824859401999993
ACH-000557,-0.22500219127300003
ACH-000570,-0.139367140403
ACH-000571,-0.145612585685
ACH-000573,-0.485303029187
ACH-000576,-0.395106283477
ACH-000580,-0.36782507633199996
ACH-000584,-0.23741602398400002
ACH-000585,-0.239356631219
ACH-000588,-0.600044890428
ACH-000589,-0.256328678767
ACH-000591,0.13035179846699999
ACH-000593,-0.237630836836
ACH-000600,-0.45019585204499996
ACH-000601,-0.351521052736
ACH-000604,-0.34599243185500006
ACH-000605,-0.19331646544
ACH-000606,-0.5639598940730001
ACH-000608,-0.190579717828
ACH-000614,-0.342386552329
ACH-000616,-0.28028924825199997
ACH-000618,-0.264347114233
ACH-000619,-0.22701777723900002
ACH-000620,-0.172450455083
ACH-000621,-0.24853619064500002
ACH-000622,-0.26009013959800004
ACH-000623,-0.263745277985
ACH-000624,-0.252295456761
ACH-000627,-0.49332609533
ACH-000630,-0.370303949233
ACH-000632,-0.0904713795975
ACH-000633,-0.325677321086
ACH-000637,-0.11532792877499999
ACH-000638,-0.523173401455
ACH-000646,-0.171716043807
ACH-000647,-0.44947127756399996
ACH-000648,-0.37911023602300004
ACH-000649,-0.304164251916
ACH-000651,-0.292545328248
ACH-000652,-0.304262608271
ACH-000653,-0.301378636059
ACH-000657,-0.268991112528
ACH-000658,-0.453034565401
ACH-000661,-0.164489778492
ACH-000662,-0.197238950784
ACH-000663,-0.126646719209
ACH-000665,-0.299656063837
ACH-000671,-0.21033222087200001
ACH-000673,-0.28214260298099997
ACH-000676,-0.31182475495900003
ACH-000677,-0.340365666058
ACH-000681,-0.500099255998
ACH-000682,-0.48859507734200003
ACH-000683,-0.5947000942890001
ACH-000684,-0.40935146571599995
ACH-000688,-0.173460239398
ACH-000693,-0.751971151196
ACH-000694,-0.52508700949
ACH-000695,-0.42753524272200005
ACH-000696,-0.225061977426
ACH-000697,-0.275126910511
ACH-000699,-0.301407003065
ACH-000701,-0.185579269398
ACH-000706,-0.12396061918299998
ACH-000711,-0.40421012216700003
ACH-000713,-0.532264659887
ACH-000714,-0.50224221219
ACH-000718,-0.421231094797
ACH-000720,-0.149103774588
ACH-000721,-0.322181489172
ACH-000724,-0.51457344039
ACH-000725,-0.697113359833
ACH-000732,-0.5562292683869999
ACH-000734,-0.361388176131
ACH-000735,-0.359944652004
ACH-000736,-0.256804254066
ACH-000738,-0.138485209963
ACH-000746,-0.24185397466400002
ACH-000747,-0.944180891934
ACH-000748,-0.259605687789
ACH-000753,-0.427851514478
ACH-000756,-0.247409824718
ACH-000757,-0.435829850864
ACH-000758,-0.638557737801
ACH-000760,-0.43231467580399996
ACH-000763,-0.36031429079599997
ACH-000764,-0.063649622271
ACH-000765,-0.35966499360699994
ACH-000766,-0.273666605778
ACH-000767,-0.384975363679
ACH-000768,-0.193820520931
ACH-000769,-0.7391796010430001
ACH-000770,-0.22756287039700002
ACH-000771,-0.265604205529
ACH-000773,-0.7381480846449999
ACH-000776,-0.275818085274
ACH-000777,-0.246935907264
ACH-000778,-0.195449016404
ACH-000781,-0.39252532953100006
ACH-000782,-0.186040478891
ACH-000783,-0.343998381924
ACH-000784,-0.297676980138
ACH-000785,-0.7240962723209999
ACH-000787,-0.40982037952600003
ACH-000788,-0.276405946332
ACH-000791,-0.487809120643
ACH-000792,-0.20057675885899998
ACH-000794,-0.23368893537799998
ACH-000796,-0.37322665009000006
ACH-000799,-0.150713582358
ACH-000800,-0.396548710777
ACH-000802,-0.358663117794
ACH-000804,-0.43990965084399997
ACH-000805,-0.47850184431500004
ACH-000809,-0.190973809279
ACH-000810,-0.256809379213
ACH-000811,-0.317219961725
ACH-000817,-0.25858442927499997
ACH-000819,-0.17363657363600002
ACH-000820,-0.8893205865739999
ACH-000821,-0.625269283173
ACH-000822,-0.43311521737400005
ACH-000823,-0.439070112708
ACH-000824,-0.18417203055
ACH-000827,-0.312709609376
ACH-000829,-0.21044994702
ACH-000831,-0.27441604827300003
ACH-000832,-0.5423637329100001
ACH-000833,-0.0921972151458
ACH-000834,-0.415875026004
ACH-000835,-0.149577875153
ACH-000836,-0.29152901378699997
ACH-000837,-0.329870878252
ACH-000838,-0.479451494212
ACH-000839,-0.424732668011
ACH-000840,-0.38993198785800004
ACH-000841,-0.299747803369
ACH-000843,-0.604547246665
ACH-000846,-0.415855921656
ACH-000847,-0.244511789498
ACH-000848,-0.174631387608
ACH-000849,-0.40763966155000003
ACH-000851,-0.29809863209000004
ACH-000855,-0.499385079146
ACH-000856,-0.43858727356000005
ACH-000858,-0.24732925406300002
ACH-000859,-0.319542910764
ACH-000861,-0.37875829707599995
ACH-000862,-0.441929339628
ACH-000865,-0.321956846768
ACH-000866,-0.252638802924
ACH-000867,-0.32180735780999997
ACH-000869,-0.47777958257500003
ACH-000872,-0.167466713383
ACH-000873,-0.433008591831
ACH-000876,-0.19451398888500002
ACH-000878,-0.192196158135
ACH-000880,-0.37985969113300005
ACH-000881,-0.28475919648000003
ACH-000882,-0.32148849516100003
ACH-000884,-0.18442489011399998
ACH-000885,-0.38064009714900005
ACH-000887,-0.236429518629
ACH-000888,-0.459408360507
ACH-000889,-0.295503340522
ACH-000890,-0.390280115175
ACH-000896,-0.39787444513899994
ACH-000898,-0.220564746943
ACH-000900,-0.605257448491
ACH-000901,-0.23453524652399999
ACH-000905,-0.410807470114
ACH-000906,-0.09142134277450001
ACH-000907,-0.346747861961
ACH-000910,-0.169943763235
ACH-000911,-0.341449543094
ACH-000912,-0.310249240006
ACH-000913,-0.44426155905299997
ACH-000915,-0.219544354041
ACH-000916,-0.5272143487709999
ACH-000917,-0.20884790091400002
ACH-000921,-0.16851709375
ACH-000924,-0.420221120167
ACH-000926,-0.19715365679000002
ACH-000928,-0.178410647078
ACH-000929,-0.253850103078
ACH-000932,-0.137542241808
ACH-000935,-0.10415567966299999
ACH-000936,-0.491343111469
ACH-000937,-0.154240595757
ACH-000938,0.008556934424570001
ACH-000939,-0.42080522064000003
ACH-000941,-0.21375474620999999
ACH-000943,-0.272335020485
ACH-000946,-0.336535633052
ACH-000947,-0.21479651971
ACH-000948,-0.41415166519900004
ACH-000950,-0.0654496110785
ACH-000953,-0.33320490383699997
ACH-000957,-0.128876102075
ACH-000958,-0.313821086812
ACH-000960,-0.208144426797
ACH-000963,-0.350235939045
ACH-000968,-0.267352547924
ACH-000969,-0.351913368258
ACH-000973,-0.296844731099
ACH-000974,-0.392259345538
ACH-000975,-0.244343917093
ACH-000976,-0.35080700031400003
ACH-000978,-0.163007879908
ACH-000980,-0.337207535996
ACH-000984,-0.410467371921
ACH-000986,-0.323098423616
ACH-000988,-0.526554003369
ACH-000993,-0.440465373311
ACH-000994,-0.557452972614
ACH-000996,-0.297125908843
ACH-001001,-0.252791714246
ACH-001020,-0.363889892689
ACH-001028,-0.278332255948
ACH-001031,-0.28520100385200003
ACH-001038,-0.259450278646
ACH-001048,-0.183577953844
ACH-001050,-0.243075423192
ACH-001053,-0.296793584949
ACH-001054,-0.228545291982
ACH-001061,-0.24672622667599997
ACH-001067,0.0085053145476
ACH-001075,-0.20134911053399998
ACH-001096,-0.474231959904
ACH-001128,-0.5116409454749999
ACH-001134,-0.37255357723099997
ACH-001151,-0.39517525952200006
ACH-001163,-0.44264298249399997
ACH-001164,-0.112220988847
ACH-001173,-0.39864256853200003
ACH-001183,-0.331881813441
ACH-001184,-0.30652431069
ACH-001190,-0.37740426677199995
ACH-001192,-0.552015093068
ACH-001193,-0.111376535773
ACH-001196,-0.268291854825
ACH-001197,-0.292333345031
ACH-001205,-0.312209762104
ACH-001211,-0.340782809266
ACH-001212,-0.130536005916
ACH-001228,-0.29911078360300003
ACH-001232,-0.18646442692200002
ACH-001239,-0.377511492186
ACH-001274,-0.08343913369589999
ACH-001275,-0.052676314022699997
ACH-001277,-0.301901328048
ACH-001278,-0.41570334193400005
ACH-001280,-0.160035495074
ACH-001283,-0.24719360400499998
ACH-001289,0.118098079252
ACH-001295,-0.168272073949
ACH-001300,-0.13262510731
ACH-001301,-0.141458131656
ACH-001302,-0.0682044233599
ACH-001303,-0.0167778912417
ACH-001306,-0.423777045457
ACH-001318,-0.541269452901
ACH-001322,-0.49342870713799997
ACH-001328,-0.21126734435199998
ACH-001332,-0.28344982312399997
ACH-001333,-0.25114857437399996
ACH-001336,-0.379122149344
ACH-001340,-0.380021581239
ACH-001346,-0.23372311569899998
ACH-001353,-0.158443987612
ACH-001354,-0.41853756305
ACH-001367,-0.474663583999
ACH-001368,-0.266332435083
ACH-001374,-0.543297195848
ACH-001375,-0.36915529045
ACH-001377,-0.320336631777
ACH-001380,-0.21327154313000002
ACH-001391,-0.327832792836
ACH-001407,-0.234439979107
ACH-001408,-0.22025306266
ACH-001413,-0.567725866832
ACH-001430,-0.342688155818
ACH-001431,-0.118494272642
ACH-001450,-0.12338383714199999
ACH-001496,-0.39732967257299995
ACH-001500,-0.300656965432
ACH-001521,-0.31362128814
ACH-001523,-0.0748381777893
ACH-001532,-0.21058450087400002
ACH-001536,-0.5142828877210001
ACH-001550,-0.492601964551
ACH-001552,-0.24518540907400002
ACH-001554,-0.245836666798
ACH-001645,-0.31627972075800004
ACH-001654,-0.41142245653000004
ACH-001715,-0.483145727013
ACH-001735,-0.28062311216499997
ACH-001736,-0.35105113164800006
ACH-001737,0.271795669783
ACH-001740,-0.08525667820419999
ACH-001745,-0.12618081068499998
ACH-001750,-0.539896962454
ACH-001765,-0.215523055693
ACH-001956,-0.23620969676
ACH-001957,-0.293755591115
