,CTDP1 (9150)
ACH-001318,-0.9239479710519999
ACH-001322,-0.778941154123
ACH-001328,-0.9053139661390001
ACH-001332,-0.758044018988
ACH-001333,-0.8042210996410001
ACH-001336,-1.07833935175
ACH-001340,-1.14446256669
ACH-001346,-0.983942627258
ACH-001353,-0.978975797554
ACH-001354,-1.25064972151
ACH-001367,-0.936420794056
ACH-001368,-1.25691510286
ACH-001374,-1.1014756587999999
ACH-001375,-1.0733956555600002
ACH-001377,-0.9328696346750001
ACH-001380,-0.9707471193680001
ACH-001391,-1.02823030816
ACH-001407,-1.3043636032200001
ACH-001408,-1.08040332176
ACH-001413,-1.46705682724
ACH-001430,-1.1941762119600001
ACH-001431,-0.8900353275120001
ACH-001450,-1.3693786508399999
ACH-001496,-1.0715874172700002
ACH-001500,-0.9557590640979999
ACH-001521,-1.04323164289
ACH-001523,-0.942826029393
ACH-001532,-1.2373140086399999
ACH-001536,-1.13518745229
ACH-001550,-0.851279424127
ACH-001552,-0.887942807042
ACH-001554,-1.22803025558
ACH-001645,-0.994476132155
ACH-001654,-1.59016870412
ACH-001715,-1.221030124
ACH-001735,-1.2861325060200002
ACH-001736,-1.02170316873
ACH-001737,-0.973177850862
ACH-001740,-1.03464247776
ACH-001745,-0.846895101127
ACH-001750,-1.2233204936
ACH-001765,-1.15372187567
ACH-001956,-1.00662939634
ACH-001957,-0.88307137141
